Date,WMT,Price
2004-01-09,29,
2004-01-16,24,
2004-01-23,24,
2004-01-30,45,
2004-02-06,24,57.58
2004-02-13,22,56.32
2004-02-20,22,59.43
2004-02-27,22,59.56
2004-03-05,37,60.24
2004-03-12,40,58.48
2004-03-19,43,58.60
2004-03-26,46,59.41
2004-04-02,36,58.60
2004-04-09,34,
2004-04-16,35,58.44
2004-04-23,36,58.97
2004-04-30,36,57.00
2004-05-07,37,53.90
2004-05-14,38,55.06
2004-05-21,26,55.09
2004-05-28,32,55.73
2004-06-04,27,56.59
2004-06-11,20,
2004-06-18,20,55.62
2004-06-25,24,52.51
2004-07-02,25,51.93
2004-07-09,25,51.76
2004-07-16,27,52.65
2004-07-23,29,53.16
2004-07-30,25,53.01
2004-08-06,25,51.33
2004-08-13,25,53.40
2004-08-20,28,54.65
2004-08-27,19,53.56
2004-09-03,22,53.25
2004-09-10,25,53.45
2004-09-17,20,52.48
2004-09-24,24,52.81
2004-10-01,28,53.13
2004-10-08,21,52.85
2004-10-15,20,52.53
2004-10-22,20,51.99
2004-10-29,36,53.92
2004-11-05,27,56.47
2004-11-12,27,56.85
2004-11-19,29,55.25
2004-11-26,24,55.32
2004-12-03,35,52.93
2004-12-10,40,52.71
2004-12-17,24,52.02
2004-12-24,25,
2004-12-31,30,52.82
2005-01-07,35,53.99
2005-01-14,22,53.99
2005-01-21,39,53.01
2005-01-28,20,52.43
2005-02-04,24,53.46
2005-02-11,16,52.10
2005-02-18,39,52.72
2005-02-25,20,51.49
2005-03-04,29,53.10
2005-03-11,25,51.60
2005-03-18,29,51.45
2005-03-25,27,
2005-04-01,30,48.99
2005-04-08,45,48.57
2005-04-15,39,47.70
2005-04-22,46,46.81
2005-04-29,48,47.14
2005-05-06,46,48.96
2005-05-13,55,47.13
2005-05-20,33,47.18
2005-05-27,35,47.27
2005-06-03,40,47.35
2005-06-10,39,47.98
2005-06-17,46,48.93
2005-06-24,24,47.37
2005-07-01,34,48.28
2005-07-08,45,49.90
2005-07-15,53,50.25
2005-07-22,31,49.54
2005-07-29,37,49.35
2005-08-05,47,49.32
2005-08-12,37,48.70
2005-08-19,43,46.58
2005-08-26,37,45.70
2005-09-02,51,44.55
2005-09-09,32,45.89
2005-09-16,45,43.87
2005-09-23,67,43.20
2005-09-30,52,43.82
2005-10-07,53,44.03
2005-10-14,56,45.04
2005-10-21,53,45.72
2005-10-28,73,45.50
2005-11-04,81,47.69
2005-11-11,60,49.00
2005-11-18,100,49.50
2005-11-25,62,50.49
2005-12-02,81,47.97
2005-12-09,85,48.08
2005-12-16,68,49.27
2005-12-23,81,48.34
2005-12-30,73,46.80
2006-01-06,62,45.88
2006-01-13,59,45.40
2006-01-20,54,45.00
2006-01-27,62,45.84
2006-02-03,69,45.49
2006-02-10,65,45.75
2006-02-17,58,46.10
2006-02-24,65,45.45
2006-03-03,53,45.33
2006-03-10,53,45.33
2006-03-17,57,46.69
2006-03-24,52,48.19
2006-03-31,49,47.24
2006-04-07,55,46.02
2006-04-14,46,
2006-04-21,45,45.82
2006-04-28,47,45.03
2006-05-05,47,47.25
2006-05-12,51,46.54
2006-05-19,55,47.32
2006-05-26,42,49.65
2006-06-02,52,47.83
2006-06-09,41,47.13
2006-06-16,47,48.31
2006-06-23,35,47.94
2006-06-30,39,48.17
2006-07-07,46,46.00
2006-07-14,42,43.05
2006-07-21,54,43.72
2006-07-28,47,44.46
2006-08-04,37,44.87
2006-08-11,44,44.69
2006-08-18,60,44.49
2006-08-25,48,43.88
2006-09-01,40,45.45
2006-09-08,37,46.72
2006-09-15,56,48.22
2006-09-22,53,48.29
2006-09-29,47,49.32
2006-10-06,59,48.32
2006-10-13,51,48.46
2006-10-20,45,49.37
2006-10-27,67,50.73
2006-11-03,61,47.53
2006-11-10,55,46.47
2006-11-17,65,47.50
2006-11-24,41,47.90
2006-12-01,63,45.87
2006-12-08,44,46.35
2006-12-15,53,46.45
2006-12-22,52,45.54
2006-12-29,41,46.18
2007-01-05,54,47.39
2007-01-12,49,47.98
2007-01-19,42,48.31
2007-01-26,41,47.67
2007-02-02,33,48.08
2007-02-09,49,47.97
2007-02-16,39,48.48
2007-02-23,45,49.57
2007-03-02,49,47.81
2007-03-09,46,47.42
2007-03-16,29,46.21
2007-03-23,31,47.91
2007-03-30,41,46.95
2007-04-06,31,
2007-04-13,50,47.41
2007-04-20,41,49.76
2007-04-27,42,48.34
2007-05-04,34,48.27
2007-05-11,43,47.78
2007-05-18,39,47.27
2007-05-25,32,46.91
2007-06-01,34,49.47
2007-06-08,52,50.08
2007-06-15,43,49.34
2007-06-22,33,47.83
2007-06-29,30,48.11
2007-07-06,22,48.39
2007-07-13,38,49.15
2007-07-20,46,48.06
2007-07-27,38,45.94
2007-08-03,31,45.52
2007-08-10,45,46.07
2007-08-17,45,43.49
2007-08-24,43,43.74
2007-08-31,40,43.63
2007-09-07,42,42.39
2007-09-14,36,43.32
2007-09-21,38,44.23
2007-09-28,38,43.65
2007-10-05,31,45.37
2007-10-12,45,47.06
2007-10-19,39,44.98
2007-10-26,47,44.64
2007-11-02,44,44.19
2007-11-09,46,42.90
2007-11-16,59,46.34
2007-11-23,47,45.73
2007-11-30,36,47.90
2007-12-07,53,49.02
2007-12-14,35,47.63
2007-12-21,39,48.21
2007-12-28,34,48.08
2008-01-04,33,45.72
2008-01-11,34,47.72
2008-01-18,38,47.58
2008-01-25,45,48.09
2008-02-01,42,51.18
2008-02-08,49,48.76
2008-02-15,32,49.44
2008-02-22,41,49.97
2008-02-29,49,49.59
2008-03-07,43,49.90
2008-03-14,37,49.82
2008-03-21,37,
2008-03-28,39,52.12
2008-04-04,41,54.40
2008-04-11,41,54.80
2008-04-18,38,56.31
2008-04-25,39,57.65
2008-05-02,44,57.50
2008-05-09,42,57.18
2008-05-16,55,57.04
2008-05-23,44,55.75
2008-05-30,33,57.74
2008-06-06,42,58.37
2008-06-13,57,59.18
2008-06-20,45,56.26
2008-06-27,40,56.30
2008-07-04,29,
2008-07-11,38,56.29
2008-07-18,33,57.92
2008-07-25,33,56.83
2008-08-01,34,57.75
2008-08-08,47,57.86
2008-08-15,46,59.37
2008-08-22,38,59.44
2008-08-29,34,59.07
2008-09-05,34,60.74
2008-09-12,45,62.41
2008-09-19,50,59.70
2008-09-26,42,60.71
2008-10-03,59,59.73
2008-10-10,74,50.95
2008-10-17,77,53.77
2008-10-24,53,51.40
2008-10-31,64,55.81
2008-11-07,51,54.39
2008-11-14,54,52.71
2008-11-21,52,52.92
2008-11-28,46,55.88
2008-12-05,49,58.21
2008-12-12,46,54.63
2008-12-19,44,55.74
2008-12-26,31,55.35
2009-01-02,37,57.18
2009-01-09,51,51.58
2009-01-16,43,51.56
2009-01-23,37,48.35
2009-01-30,38,47.12
2009-02-06,49,49.63
2009-02-13,42,46.53
2009-02-20,53,50.02
2009-02-27,43,49.24
2009-03-06,62,48.91
2009-03-13,53,49.19
2009-03-20,42,49.59
2009-03-27,37,52.57
2009-04-03,39,53.80
2009-04-10,38,
2009-04-17,39,50.20
2009-04-24,36,47.87
2009-05-01,36,50.05
2009-05-08,33,50.14
2009-05-15,40,48.15
2009-05-22,30,49.25
2009-05-29,28,49.74
2009-06-05,42,51.07
2009-06-12,36,49.84
2009-06-19,41,48.17
2009-06-26,25,48.63
2009-07-03,25,
2009-07-10,27,47.57
2009-07-17,20,48.49
2009-07-24,27,48.94
2009-07-31,31,49.88
2009-08-07,28,49.29
2009-08-14,34,51.79
2009-08-21,29,51.36
2009-08-28,22,51.13
2009-09-04,33,51.68
2009-09-11,28,50.72
2009-09-18,30,50.11
2009-09-25,33,49.47
2009-10-02,19,49.08
2009-10-09,25,49.97
2009-10-16,34,51.22
2009-10-23,32,50.44
2009-10-30,32,49.68
2009-11-06,28,51.25
2009-11-13,36,53.20
2009-11-20,34,54.28
2009-11-27,28,54.63
2009-12-04,29,54.24
2009-12-11,30,54.65
2009-12-18,23,52.85
2009-12-25,20,
2010-01-01,16,
2010-01-08,28,53.33
2010-01-15,30,53.68
