Date,buy Travelers,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,42.78
2004-02-13,0,43.22
2004-02-20,0,43.06
2004-02-27,0,42.74
2004-03-05,0,42.24
2004-03-12,0,40.63
2004-03-19,0,40.17
2004-03-26,0,39.74
2004-04-02,0,42.13
2004-04-09,0,
2004-04-16,0,42.70
2004-04-23,0,42.60
2004-04-30,0,40.67
2004-05-07,0,40.23
2004-05-14,0,40.23
2004-05-21,0,39.76
2004-05-28,0,39.68
2004-06-04,0,40.46
2004-06-11,0,
2004-06-18,0,41.27
2004-06-25,0,41.59
2004-07-02,0,39.61
2004-07-09,0,38.72
2004-07-16,0,38.30
2004-07-23,0,35.66
2004-07-30,0,37.07
2004-08-06,0,33.86
2004-08-13,0,32.94
2004-08-20,0,34.73
2004-08-27,0,34.75
2004-09-03,0,34.32
2004-09-10,0,33.69
2004-09-17,0,35.18
2004-09-24,0,34.32
2004-10-01,0,33.51
2004-10-08,0,33.85
2004-10-15,0,31.94
2004-10-22,0,31.13
2004-10-29,0,33.96
2004-11-05,0,36.31
2004-11-12,0,36.54
2004-11-19,0,35.71
2004-11-26,0,36.42
2004-12-03,0,37.23
2004-12-10,0,36.85
2004-12-17,0,37.19
2004-12-24,0,
2004-12-31,0,37.07
2005-01-07,0,36.98
2005-01-14,0,37.49
2005-01-21,0,36.20
2005-01-28,0,36.90
2005-02-04,0,38.67
2005-02-11,0,39.40
2005-02-18,0,38.14
2005-02-25,0,38.82
2005-03-04,0,38.24
2005-03-11,0,37.89
2005-03-18,0,36.96
2005-03-25,0,
2005-04-01,0,35.36
2005-04-08,0,35.28
2005-04-15,0,34.10
2005-04-22,0,34.45
2005-04-29,0,35.80
2005-05-06,0,37.92
2005-05-13,0,37.27
2005-05-20,0,37.40
2005-05-27,0,38.15
2005-06-03,0,38.38
2005-06-10,0,39.15
2005-06-17,0,38.89
2005-06-24,0,38.16
2005-07-01,0,39.60
2005-07-08,0,40.03
2005-07-15,0,41.46
2005-07-22,0,41.09
2005-07-29,0,44.02
2005-08-05,0,44.01
2005-08-12,0,44.40
2005-08-19,0,44.34
2005-08-26,0,44.74
2005-09-02,0,42.44
2005-09-09,0,41.86
2005-09-16,0,43.50
2005-09-23,0,42.75
2005-09-30,0,44.87
2005-10-07,0,42.47
2005-10-14,0,42.33
2005-10-21,0,42.30
2005-10-28,0,44.46
2005-11-04,0,45.72
2005-11-11,0,46.02
2005-11-18,0,46.45
2005-11-25,0,46.31
2005-12-02,0,46.50
2005-12-09,0,45.39
2005-12-16,0,44.78
2005-12-23,0,45.33
2005-12-30,0,44.67
2006-01-06,0,47.21
2006-01-13,0,47.25
2006-01-20,0,45.01
2006-01-27,0,46.54
2006-02-03,0,44.79
2006-02-10,0,43.63
2006-02-17,0,43.03
2006-02-24,0,42.55
2006-03-03,0,42.87
2006-03-10,0,42.32
2006-03-17,0,41.55
2006-03-24,0,41.46
2006-03-31,0,41.79
2006-04-07,0,41.29
2006-04-14,0,
2006-04-21,0,42.71
2006-04-28,0,44.03
2006-05-05,0,45.76
2006-05-12,0,44.72
2006-05-19,0,44.65
2006-05-26,0,43.81
2006-06-02,0,43.80
2006-06-09,0,43.10
2006-06-16,0,43.88
2006-06-23,0,44.15
2006-06-30,0,44.58
2006-07-07,0,44.10
2006-07-14,0,43.56
2006-07-21,0,44.22
2006-07-28,0,46.14
2006-08-04,0,44.49
2006-08-11,0,42.62
2006-08-18,0,44.50
2006-08-25,0,43.66
2006-09-01,0,44.30
2006-09-08,0,45.05
2006-09-15,0,45.96
2006-09-22,0,46.20
2006-09-29,0,46.89
2006-10-06,0,47.64
2006-10-13,0,49.09
2006-10-20,0,48.39
2006-10-27,0,49.92
2006-11-03,0,51.14
2006-11-10,0,52.91
2006-11-17,0,52.12
2006-11-24,0,51.13
2006-12-01,0,51.25
2006-12-08,0,52.32
2006-12-15,0,53.56
2006-12-22,0,53.55
2006-12-29,0,53.69
2007-01-05,0,52.41
2007-01-12,0,51.06
2007-01-19,0,51.37
2007-01-26,0,50.66
2007-02-02,0,52.43
2007-02-09,0,52.49
2007-02-16,0,52.73
2007-02-23,0,53.00
2007-03-02,0,50.58
2007-03-09,0,51.68
2007-03-16,0,50.35
2007-03-23,0,52.49
2007-03-30,0,51.77
2007-04-06,0,
2007-04-13,0,53.19
2007-04-20,0,53.96
2007-04-27,0,53.67
2007-05-04,0,54.70
2007-05-11,0,56.76
2007-05-18,0,56.29
2007-05-25,0,54.57
2007-06-01,0,54.58
2007-06-08,0,54.60
2007-06-15,0,53.92
2007-06-22,0,52.38
2007-06-29,0,53.50
2007-07-06,0,54.52
2007-07-13,0,53.58
2007-07-20,0,51.73
2007-07-27,0,50.65
2007-08-03,0,48.92
2007-08-10,0,50.63
2007-08-17,0,52.93
2007-08-24,0,52.51
2007-08-31,0,50.54
2007-09-07,0,49.85
2007-09-14,0,49.69
2007-09-21,0,51.01
2007-09-28,0,50.34
2007-10-05,0,53.81
2007-10-12,0,54.17
2007-10-19,0,51.21
2007-10-26,0,53.21
2007-11-02,0,52.42
2007-11-09,0,51.40
2007-11-16,0,52.72
2007-11-23,0,51.61
2007-11-30,0,53.11
2007-12-07,0,54.16
2007-12-14,0,52.69
2007-12-21,0,53.71
2007-12-28,0,54.14
2008-01-04,0,51.39
2008-01-11,0,51.46
2008-01-18,0,46.19
2008-01-25,0,45.43
2008-02-01,0,49.63
2008-02-08,0,46.56
2008-02-15,0,47.87
2008-02-22,0,47.90
2008-02-29,0,46.41
2008-03-07,0,46.63
2008-03-14,0,44.92
2008-03-21,0,
2008-03-28,0,47.42
2008-04-04,0,49.30
2008-04-11,0,49.30
2008-04-18,0,50.31
2008-04-25,0,50.21
2008-05-02,0,52.06
2008-05-09,0,50.18
2008-05-16,0,50.82
2008-05-23,0,48.31
2008-05-30,0,49.81
2008-06-06,0,47.25
2008-06-13,0,47.84
2008-06-20,0,45.63
2008-06-27,0,44.30
2008-07-04,0,
2008-07-11,0,44.12
2008-07-18,0,43.95
2008-07-25,0,42.33
2008-08-01,0,44.06
2008-08-08,0,44.39
2008-08-15,0,44.46
2008-08-22,0,44.31
2008-08-29,0,44.16
2008-09-05,0,43.28
2008-09-12,0,45.05
2008-09-19,0,50.76
2008-09-26,0,44.00
2008-10-03,0,38.80
2008-10-10,0,30.50
2008-10-17,0,34.03
2008-10-24,0,41.74
2008-10-31,0,42.55
2008-11-07,0,39.61
2008-11-14,0,41.88
2008-11-21,100,38.77
2008-11-28,0,43.65
2008-12-05,0,43.41
2008-12-12,0,40.58
2008-12-19,0,42.84
2008-12-26,0,42.47
2009-01-02,0,45.20
2009-01-09,0,41.98
2009-01-16,0,41.05
2009-01-23,0,37.92
2009-01-30,94,38.64
2009-02-06,92,39.72
2009-02-13,92,40.37
2009-02-20,92,38.34
2009-02-27,0,36.15
2009-03-06,0,34.44
2009-03-13,0,38.34
2009-03-20,0,38.81
2009-03-27,0,39.35
2009-04-03,82,42.61
2009-04-10,84,
2009-04-17,87,42.53
2009-04-24,89,39.50
2009-05-01,0,41.21
2009-05-08,0,38.82
2009-05-15,0,39.76
2009-05-22,0,40.26
2009-05-29,0,40.66
2009-06-05,78,43.75
2009-06-12,0,43.20
2009-06-19,0,42.08
2009-06-26,0,40.88
2009-07-03,0,
2009-07-10,0,39.00
2009-07-17,0,40.42
2009-07-24,0,43.22
2009-07-31,89,43.07
2009-08-07,81,47.46
2009-08-14,81,47.25
2009-08-21,73,48.20
2009-08-28,73,49.61
2009-09-04,73,50.12
2009-09-11,73,48.41
2009-09-18,73,47.37
2009-09-25,0,47.75
2009-10-02,0,49.04
2009-10-09,0,48.81
2009-10-16,0,48.67
2009-10-23,0,51.30
2009-10-30,0,49.79
2009-11-06,0,51.90
2009-11-13,0,53.28
2009-11-20,74,52.38
2009-11-27,77,51.65
2009-12-04,81,51.04
2009-12-11,68,50.70
2009-12-18,82,48.14
2009-12-25,80,
2010-01-01,80,
2010-01-08,86,48.56
2010-01-15,71,48.79
2010-01-22,62,48.31
2010-01-29,62,50.67
2010-02-05,62,50.28
2010-02-12,62,50.45
2010-02-19,62,52.88
2010-02-26,62,52.59
2010-03-05,62,53.94
2010-03-12,65,53.16
2010-03-19,68,53.46
2010-03-26,0,54.35
2010-04-02,0,
2010-04-09,0,52.40
2010-04-16,0,52.14
2010-04-23,0,53.38
2010-04-30,82,50.74
2010-05-07,77,49.26
2010-05-14,77,50.12
2010-05-21,77,49.23
2010-05-28,77,49.47
2010-06-04,77,48.61
2010-06-11,77,50.41
2010-06-18,77,51.35
2010-06-25,64,51.12
2010-07-02,71,48.54
2010-07-09,86,51.15
2010-07-16,84,49.62
2010-07-23,78,50.14
2010-07-30,78,50.45
2010-08-06,58,50.27
2010-08-13,58,50.14
2010-08-20,58,50.09
2010-08-27,58,49.87
2010-09-03,63,51.03
2010-09-10,69,50.06
2010-09-17,54,52.67
2010-09-24,54,53.12
2010-10-01,54,52.12
2010-10-08,55,52.81
2010-10-15,56,53.63
2010-10-22,58,55.10
2010-10-29,52,55.20
2010-11-05,57,57.44
2010-11-12,51,56.31
2010-11-19,51,55.49
2010-11-26,51,54.37
2010-12-03,53,54.86
2010-12-10,56,54.78
2010-12-17,61,55.18
2010-12-24,62,
2010-12-31,48,55.71
2011-01-07,48,53.33
2011-01-14,48,54.63
2011-01-21,47,55.00
2011-01-28,47,55.81
2011-02-04,47,57.41
2011-02-11,47,58.99
2011-02-18,47,60.92
2011-02-25,55,59.60
2011-03-04,57,59.18
2011-03-11,59,58.88
2011-03-18,60,58.06
2011-03-25,60,58.98
2011-04-01,60,59.71
2011-04-08,61,59.58
2011-04-15,61,59.80
2011-04-22,49,
2011-04-29,87,63.28
2011-05-06,56,63.43
2011-05-13,56,62.33
2011-05-20,63,62.25
2011-05-27,69,61.52
2011-06-03,57,61.18
2011-06-10,59,59.21
2011-06-17,50,57.92
2011-06-24,50,56.68
2011-07-01,60,59.11
2011-07-08,65,58.66
2011-07-15,70,57.90
2011-07-22,46,57.58
2011-07-29,78,55.13
2011-08-05,74,52.57
2011-08-12,72,51.13
2011-08-19,62,49.46
2011-08-26,62,48.30
2011-09-02,82,48.87
2011-09-09,46,48.14
2011-09-16,46,50.61
2011-09-23,41,47.12
2011-09-30,41,48.73
2011-10-07,41,49.00
2011-10-14,56,51.27
2011-10-21,45,57.35
2011-10-28,57,59.48
2011-11-04,52,58.14
2011-11-11,44,58.43
2011-11-18,44,56.22
2011-11-25,44,53.41
2011-12-02,40,54.24
2011-12-09,46,56.02
2011-12-16,52,57.28
2011-12-23,58,59.35
2011-12-30,48,59.17
2012-01-06,63,59.35
2012-01-13,37,59.37
2012-01-20,59,61.59
2012-01-27,63,58.05
2012-02-03,44,60.12
2012-02-10,49,59.38
2012-02-17,54,59.85
2012-02-24,59,58.60
2012-03-02,65,58.01
2012-03-09,70,57.61
2012-03-16,36,59.20
2012-03-23,51,58.20
2012-03-30,48,59.20
2012-04-06,42,
2012-04-13,42,58.12
2012-04-20,50,62.75
2012-04-27,39,64.01
2012-05-04,70,64.50
2012-05-11,47,64.62
2012-05-18,47,62.18
2012-05-25,47,62.60
2012-06-01,47,60.58
2012-06-08,50,62.14
2012-06-15,53,63.41
2012-06-22,50,63.35
2012-06-29,50,63.84
2012-07-06,73,63.26
2012-07-13,50,63.13
2012-07-20,40,62.71
2012-07-27,43,62.72
2012-08-03,47,63.71
2012-08-10,40,63.98
2012-08-17,40,65.13
2012-08-24,37,65.40
2012-08-31,43,64.74
2012-09-07,49,65.21
2012-09-14,35,68.58
2012-09-21,35,68.61
2012-09-28,47,68.26
2012-10-05,51,69.56
2012-10-12,59,68.72
2012-10-19,39,73.51
2012-10-26,39,71.56
2012-11-02,39,69.62
2012-11-09,39,68.98
2012-11-16,39,68.65
2012-11-23,55,71.27
2012-11-30,53,70.82
2012-12-07,41,73.39
2012-12-14,50,73.37
2012-12-21,55,72.82
2012-12-28,39,71.24
2013-01-04,34,74.06
2013-01-11,51,74.85
2013-01-18,36,76.31
2013-01-25,33,78.35
2013-02-01,39,79.89
2013-02-08,45,78.86
2013-02-15,51,80.39
2013-02-22,37,81.01
2013-03-01,37,80.69
2013-03-08,35,81.65
2013-03-15,31,82.28
2013-03-22,52,83.69
2013-03-29,36,
2013-04-05,34,84.41
2013-04-12,34,86.26
2013-04-19,35,84.81
2013-04-26,35,85.15
2013-05-03,30,85.41
2013-05-10,41,86.49
2013-05-17,32,86.50
2013-05-24,40,83.60
2013-05-31,49,83.72
2013-06-07,29,83.44
2013-06-14,43,82.15
2013-06-21,55,79.07
2013-06-28,55,79.92
2013-07-05,39,81.34
2013-07-12,45,84.18
2013-07-19,61,84.66
2013-07-26,47,83.60
2013-08-02,44,84.00
2013-08-09,30,82.10
2013-08-16,39,81.10
2013-08-23,34,80.19
2013-08-30,34,79.90
2013-09-06,39,80.49
2013-09-13,30,83.56
2013-09-20,33,86.06
2013-09-27,30,85.41
2013-10-04,41,84.68
2013-10-11,55,84.66
2013-10-18,32,86.58
2013-10-25,32,86.63
2013-11-01,55,86.40
2013-11-08,35,87.80
2013-11-15,38,88.67
2013-11-22,37,90.52
2013-11-29,30,90.74
2013-12-06,57,89.01
2013-12-13,64,86.49
2013-12-20,44,89.18
2013-12-27,39,89.85
2014-01-03,40,89.16
2014-01-10,62,87.49
2014-01-17,46,86.47
2014-01-24,48,81.61
2014-01-31,43,81.28
2014-02-07,38,80.88
2014-02-14,38,84.02
2014-02-21,35,83.79
2014-02-28,35,83.84
2014-03-07,30,83.93
2014-03-14,47,82.66
2014-03-21,63,83.78
2014-03-28,35,83.99
2014-04-04,35,85.20
2014-04-11,32,85.30
2014-04-18,34,
2014-04-25,44,88.31
2014-05-02,64,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
