Date,sell CAT,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,78.50
2004-02-13,0,77.42
2004-02-20,0,76.82
2004-02-27,0,75.75
2004-03-05,0,76.37
2004-03-12,0,74.93
2004-03-19,0,76.30
2004-03-26,0,77.44
2004-04-02,0,81.20
2004-04-09,0,
2004-04-16,0,81.97
2004-04-23,0,81.96
2004-04-30,0,77.73
2004-05-07,0,77.12
2004-05-14,0,75.69
2004-05-21,0,73.03
2004-05-28,0,75.35
2004-06-04,0,75.50
2004-06-11,0,
2004-06-18,0,74.42
2004-06-25,0,78.15
2004-07-02,0,76.72
2004-07-09,0,77.08
2004-07-16,0,77.81
2004-07-23,0,73.22
2004-07-30,0,73.49
2004-08-06,0,70.25
2004-08-13,0,71.75
2004-08-20,0,72.24
2004-08-27,0,73.70
2004-09-03,0,73.56
2004-09-10,0,75.10
2004-09-17,0,76.12
2004-09-24,0,74.76
2004-10-01,0,80.60
2004-10-08,0,79.50
2004-10-15,0,81.09
2004-10-22,0,77.34
2004-10-29,0,80.54
2004-11-05,0,87.17
2004-11-12,0,89.97
2004-11-19,0,90.18
2004-11-26,0,92.80
2004-12-03,0,90.92
2004-12-10,0,91.62
2004-12-17,0,94.24
2004-12-24,0,
2004-12-31,0,97.51
2005-01-07,0,93.38
2005-01-14,0,93.69
2005-01-21,0,89.23
2005-01-28,0,87.46
2005-02-04,0,91.90
2005-02-11,0,92.78
2005-02-18,0,90.84
2005-02-25,0,94.82
2005-03-04,0,99.96
2005-03-11,0,99.00
2005-03-18,0,96.40
2005-03-25,0,
2005-04-01,0,90.15
2005-04-08,0,90.69
2005-04-15,0,83.46
2005-04-22,0,89.81
2005-04-29,0,88.05
2005-05-06,0,90.16
2005-05-13,0,89.00
2005-05-20,0,93.63
2005-05-27,0,94.31
2005-06-03,0,93.97
2005-06-10,0,97.02
2005-06-17,0,100.20
2005-06-24,0,96.86
2005-07-01,0,95.93
2005-07-08,0,98.70
2005-07-15,0,50.67
2005-07-22,0,52.41
2005-07-29,0,53.91
2005-08-05,0,53.61
2005-08-12,0,54.80
2005-08-19,0,54.82
2005-08-26,0,53.49
2005-09-02,0,58.25
2005-09-09,0,58.86
2005-09-16,0,57.72
2005-09-23,0,58.92
2005-09-30,0,58.75
2005-10-07,0,56.62
2005-10-14,0,54.74
2005-10-21,0,48.92
2005-10-28,0,51.07
2005-11-04,0,53.55
2005-11-11,0,54.87
2005-11-18,0,57.28
2005-11-25,0,57.95
2005-12-02,0,58.81
2005-12-09,0,58.09
2005-12-16,0,59.64
2005-12-23,0,58.51
2005-12-30,0,57.77
2006-01-06,0,60.45
2006-01-13,0,62.33
2006-01-20,0,60.78
2006-01-27,0,67.53
2006-02-03,0,68.13
2006-02-10,0,68.75
2006-02-17,0,72.05
2006-02-24,0,72.70
2006-03-03,0,74.61
2006-03-10,0,70.95
2006-03-17,0,76.23
2006-03-24,0,75.50
2006-03-31,0,71.81
2006-04-07,0,74.92
2006-04-14,0,
2006-04-21,0,77.87
2006-04-28,0,75.74
2006-05-05,0,79.98
2006-05-12,0,77.81
2006-05-19,0,72.78
2006-05-26,0,74.42
2006-06-02,0,72.81
2006-06-09,0,67.52
2006-06-16,0,70.55
2006-06-23,0,72.14
2006-06-30,0,74.48
2006-07-07,0,72.58
2006-07-14,0,69.19
2006-07-21,0,68.35
2006-07-28,0,71.21
2006-08-04,0,73.10
2006-08-11,0,67.03
2006-08-18,0,68.31
2006-08-25,0,65.99
2006-09-01,0,67.27
2006-09-08,0,67.32
2006-09-15,0,65.43
2006-09-22,0,62.77
2006-09-29,0,65.80
2006-10-06,0,68.05
2006-10-13,0,69.08
2006-10-20,0,59.00
2006-10-27,0,61.27
2006-11-03,0,60.43
2006-11-10,0,59.60
2006-11-17,0,60.94
2006-11-24,0,62.87
2006-12-01,0,61.19
2006-12-08,0,63.40
2006-12-15,0,61.82
2006-12-22,0,60.59
2006-12-29,0,61.33
2007-01-05,0,60.22
2007-01-12,0,59.74
2007-01-19,82,59.37
2007-01-26,0,61.09
2007-02-02,0,65.25
2007-02-09,0,64.80
2007-02-16,0,67.67
2007-02-23,0,67.26
2007-03-02,0,63.04
2007-03-09,0,64.40
2007-03-16,0,63.16
2007-03-23,0,66.88
2007-03-30,0,67.03
2007-04-06,0,
2007-04-13,0,66.79
2007-04-20,0,71.82
2007-04-27,0,73.76
2007-05-04,0,73.10
2007-05-11,0,74.88
2007-05-18,0,74.77
2007-05-25,0,75.71
2007-06-01,0,78.14
2007-06-08,0,78.52
2007-06-15,0,81.11
2007-06-22,0,80.90
2007-06-29,0,78.30
2007-07-06,0,78.81
2007-07-13,0,85.13
2007-07-20,90,83.20
2007-07-27,69,76.02
2007-08-03,69,78.96
2007-08-10,69,77.55
2007-08-17,69,72.64
2007-08-24,0,76.32
2007-08-31,0,75.77
2007-09-07,0,73.44
2007-09-14,0,73.16
2007-09-21,0,78.16
2007-09-28,61,78.43
2007-10-05,83,80.33
2007-10-12,59,80.30
2007-10-19,59,73.57
2007-10-26,0,75.04
2007-11-02,0,74.76
2007-11-09,0,70.41
2007-11-16,0,69.44
2007-11-23,0,68.63
2007-11-30,0,71.90
2007-12-07,0,74.20
2007-12-14,55,73.39
2007-12-21,64,72.73
2007-12-28,72,73.16
2008-01-04,88,68.53
2008-01-11,65,66.01
2008-01-18,82,62.81
2008-01-25,100,65.93
2008-02-01,66,71.76
2008-02-08,66,68.01
2008-02-15,66,69.95
2008-02-22,66,71.18
2008-02-29,67,72.33
2008-03-07,69,69.84
2008-03-14,54,74.79
2008-03-21,46,
2008-03-28,46,77.09
2008-04-04,59,77.83
2008-04-11,81,74.80
2008-04-18,81,85.28
2008-04-25,46,82.25
2008-05-02,46,82.80
2008-05-09,46,81.76
2008-05-16,45,83.70
2008-05-23,45,81.55
2008-05-30,45,82.64
2008-06-06,49,79.99
2008-06-13,54,81.50
2008-06-20,73,79.08
2008-06-27,65,73.75
2008-07-04,65,
2008-07-11,65,69.81
2008-07-18,65,70.89
2008-07-25,65,70.48
2008-08-01,68,68.14
2008-08-08,69,70.90
2008-08-15,47,70.35
2008-08-22,47,70.27
2008-08-29,48,70.73
2008-09-05,55,64.07
2008-09-12,61,65.46
2008-09-19,49,66.49
2008-09-26,45,64.13
2008-10-03,45,51.21
2008-10-10,48,43.13
2008-10-17,51,39.32
2008-10-24,54,33.30
2008-10-31,66,38.20
2008-11-07,52,38.45
2008-11-14,46,36.96
2008-11-21,46,34.67
2008-11-28,46,40.99
2008-12-05,68,38.26
2008-12-12,88,42.08
2008-12-19,61,42.69
2008-12-26,56,42.72
2009-01-02,37,46.91
2009-01-09,37,43.20
2009-01-16,61,39.55
2009-01-23,53,35.66
2009-01-30,39,30.85
2009-02-06,55,33.28
2009-02-13,51,30.94
2009-02-20,70,26.66
2009-02-27,69,24.61
2009-03-06,65,23.23
2009-03-13,51,26.78
2009-03-20,41,27.07
2009-03-27,63,30.35
2009-04-03,55,32.15
2009-04-10,43,
2009-04-17,59,32.29
2009-04-24,54,33.63
2009-05-01,65,37.26
2009-05-08,43,39.64
2009-05-15,36,35.74
2009-05-22,36,34.31
2009-05-29,36,35.46
2009-06-05,49,38.47
2009-06-12,33,37.73
2009-06-19,55,33.65
2009-06-26,58,34.56
2009-07-03,33,
2009-07-10,43,30.53
2009-07-17,57,33.99
2009-07-24,54,42.00
2009-07-31,64,44.06
2009-08-07,74,47.78
2009-08-14,34,46.00
2009-08-21,56,47.30
2009-08-28,57,46.71
2009-09-04,34,46.11
2009-09-11,65,48.53
2009-09-18,52,53.42
2009-09-25,80,51.20
2009-10-02,33,48.83
2009-10-09,48,53.64
2009-10-16,50,54.57
2009-10-23,64,57.60
2009-10-30,57,55.06
2009-11-06,66,57.60
2009-11-13,45,58.78
2009-11-20,62,57.95
2009-11-27,52,57.45
2009-12-04,36,58.30
2009-12-11,59,57.51
2009-12-18,57,57.19
2009-12-25,43,
2010-01-01,80,
2010-01-08,69,60.34
2010-01-15,43,60.12
2010-01-22,56,54.25
2010-01-29,49,52.24
2010-02-05,49,51.75
2010-02-12,67,56.20
2010-02-19,59,58.25
2010-02-26,53,57.05
2010-03-05,36,59.23
2010-03-12,28,60.36
2010-03-19,38,59.37
2010-03-26,51,62.44
2010-04-02,44,
2010-04-09,51,65.27
2010-04-16,46,66.88
2010-04-23,66,68.78
2010-04-30,62,68.09
2010-05-07,55,62.10
2010-05-14,40,64.88
2010-05-21,45,60.09
2010-05-28,45,60.76
2010-06-04,57,57.76
2010-06-11,58,60.23
2010-06-18,56,65.85
2010-06-25,35,64.71
2010-07-02,64,59.18
2010-07-09,74,64.72
2010-07-16,67,63.94
2010-07-23,68,69.31
2010-07-30,65,69.75
2010-08-06,67,71.56
2010-08-13,37,68.01
2010-08-20,63,68.86
2010-08-27,55,65.90
2010-09-03,65,70.08
2010-09-10,24,71.26
2010-09-17,67,73.18
2010-09-24,48,79.73
2010-10-01,58,78.22
2010-10-08,45,80.37
2010-10-15,58,79.75
2010-10-22,44,78.33
2010-10-29,81,78.60
2010-11-05,67,83.54
2010-11-12,49,81.04
2010-11-19,65,83.97
2010-11-26,32,84.13
2010-12-03,60,89.38
2010-12-10,49,89.94
2010-12-17,47,92.59
2010-12-24,54,
2010-12-31,41,93.66
2011-01-07,51,93.73
2011-01-14,66,94.01
2011-01-21,52,92.75
2011-01-28,48,95.68
2011-02-04,36,99.59
2011-02-11,47,103.54
2011-02-18,48,105.86
2011-02-25,50,102.00
2011-03-04,49,103.04
2011-03-11,66,100.02
2011-03-18,42,105.06
2011-03-25,38,109.09
2011-04-01,45,113.12
2011-04-08,43,109.82
2011-04-15,53,107.21
2011-04-22,64,
2011-04-29,52,115.41
2011-05-06,50,110.34
2011-05-13,62,106.33
2011-05-20,60,104.33
2011-05-27,77,104.60
2011-06-03,39,101.10
2011-06-10,59,96.79
2011-06-17,63,95.95
2011-06-24,60,100.01
2011-07-01,65,108.62
2011-07-08,48,110.41
2011-07-15,68,109.36
2011-07-22,63,105.15
2011-07-29,70,98.79
2011-08-05,52,90.99
2011-08-12,49,89.81
2011-08-19,55,79.97
2011-08-26,60,85.16
2011-09-02,52,85.38
2011-09-09,56,83.96
2011-09-16,58,85.90
2011-09-23,66,73.86
2011-09-30,68,73.84
2011-10-07,62,75.52
2011-10-14,66,84.09
2011-10-21,48,87.39
2011-10-28,69,96.85
2011-11-04,48,95.74
2011-11-11,54,96.13
2011-11-18,66,93.93
2011-11-25,67,86.72
2011-12-02,49,96.29
2011-12-09,34,95.97
2011-12-16,61,87.20
2011-12-23,65,92.25
2011-12-30,58,90.60
2012-01-06,51,95.76
2012-01-13,66,102.48
2012-01-20,49,105.64
2012-01-27,57,111.28
2012-02-03,37,113.94
2012-02-10,65,111.75
2012-02-17,69,113.95
2012-02-24,81,116.00
2012-03-02,62,112.49
2012-03-09,68,110.22
2012-03-16,57,113.58
2012-03-23,53,107.83
2012-03-30,57,106.52
2012-04-06,49,
2012-04-13,54,105.89
2012-04-20,60,107.73
2012-04-27,64,104.56
2012-05-04,52,98.44
2012-05-11,56,95.50
2012-05-18,47,88.68
2012-05-25,57,89.94
2012-06-01,57,85.52
2012-06-08,51,87.60
2012-06-15,73,86.93
2012-06-22,49,84.96
2012-06-29,45,84.91
2012-07-06,38,84.61
2012-07-13,76,82.07
2012-07-20,64,80.95
2012-07-27,53,86.16
2012-08-03,49,85.02
2012-08-10,73,88.94
2012-08-17,58,90.01
2012-08-24,67,87.47
2012-08-31,75,85.33
2012-09-07,65,88.10
2012-09-14,61,93.17
2012-09-21,69,91.72
2012-09-28,51,86.04
2012-10-05,59,85.43
2012-10-12,56,82.82
2012-10-19,74,83.86
2012-10-26,80,84.25
2012-11-02,70,85.79
2012-11-09,53,84.95
2012-11-16,56,81.93
2012-11-23,42,84.16
2012-11-30,63,85.24
2012-12-07,54,86.99
2012-12-14,63,89.00
2012-12-21,78,87.90
2012-12-28,76,86.81
2013-01-04,56,94.92
2013-01-11,57,95.19
2013-01-18,57,97.62
2013-01-25,70,95.58
2013-02-01,70,99.49
2013-02-08,56,96.85
2013-02-15,46,95.61
2013-02-22,47,91.54
2013-03-01,52,91.36
2013-03-08,61,90.51
2013-03-15,63,88.83
2013-03-22,50,87.48
2013-03-29,53,
2013-04-05,68,84.60
2013-04-12,76,85.05
2013-04-19,53,80.43
2013-04-26,62,84.68
2013-05-03,60,86.98
2013-05-10,65,88.62
2013-05-17,60,87.67
2013-05-24,44,86.21
2013-05-31,62,85.80
2013-06-07,58,84.65
2013-06-14,42,83.87
2013-06-21,72,83.12
2013-06-28,72,82.49
2013-07-05,66,82.14
2013-07-12,66,87.17
2013-07-19,88,85.65
2013-07-26,75,82.06
2013-08-02,82,84.30
2013-08-09,71,84.51
2013-08-16,66,85.16
2013-08-23,70,83.89
2013-08-30,74,82.54
2013-09-06,73,83.39
2013-09-13,81,87.01
2013-09-20,67,84.75
2013-09-27,56,83.80
2013-10-04,52,84.20
2013-10-11,56,85.61
2013-10-18,78,87.34
2013-10-25,77,84.77
2013-11-01,81,83.59
2013-11-08,50,84.24
2013-11-15,70,83.74
2013-11-22,70,82.88
2013-11-29,65,84.60
2013-12-06,51,85.50
2013-12-13,74,86.05
2013-12-20,81,88.93
2013-12-27,85,90.87
2014-01-03,77,89.82
2014-01-10,75,90.51
2014-01-17,77,91.44
2014-01-24,66,86.17
2014-01-31,67,93.91
2014-02-07,61,94.87
2014-02-14,75,96.55
2014-02-21,75,97.50
2014-02-28,64,96.97
2014-03-07,57,97.05
2014-03-14,73,95.39
2014-03-21,51,97.39
2014-03-28,60,99.39
2014-04-04,69,102.17
2014-04-11,49,101.45
2014-04-18,65,
2014-04-25,80,104.69
2014-05-02,89,
