Date,buy Caterpillar,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,78.50
2004-02-13,0,77.42
2004-02-20,0,76.82
2004-02-27,0,75.75
2004-03-05,0,76.37
2004-03-12,0,74.93
2004-03-19,0,76.30
2004-03-26,0,77.44
2004-04-02,0,81.20
2004-04-09,0,
2004-04-16,0,81.97
2004-04-23,0,81.96
2004-04-30,0,77.73
2004-05-07,0,77.12
2004-05-14,0,75.69
2004-05-21,0,73.03
2004-05-28,0,75.35
2004-06-04,0,75.50
2004-06-11,0,
2004-06-18,0,74.42
2004-06-25,0,78.15
2004-07-02,0,76.72
2004-07-09,0,77.08
2004-07-16,0,77.81
2004-07-23,0,73.22
2004-07-30,0,73.49
2004-08-06,0,70.25
2004-08-13,0,71.75
2004-08-20,0,72.24
2004-08-27,0,73.70
2004-09-03,0,73.56
2004-09-10,0,75.10
2004-09-17,0,76.12
2004-09-24,0,74.76
2004-10-01,0,80.60
2004-10-08,0,79.50
2004-10-15,0,81.09
2004-10-22,0,77.34
2004-10-29,0,80.54
2004-11-05,0,87.17
2004-11-12,0,89.97
2004-11-19,0,90.18
2004-11-26,0,92.80
2004-12-03,0,90.92
2004-12-10,0,91.62
2004-12-17,0,94.24
2004-12-24,0,
2004-12-31,0,97.51
2005-01-07,0,93.38
2005-01-14,0,93.69
2005-01-21,0,89.23
2005-01-28,0,87.46
2005-02-04,0,91.90
2005-02-11,0,92.78
2005-02-18,0,90.84
2005-02-25,0,94.82
2005-03-04,0,99.96
2005-03-11,0,99.00
2005-03-18,0,96.40
2005-03-25,0,
2005-04-01,0,90.15
2005-04-08,0,90.69
2005-04-15,0,83.46
2005-04-22,0,89.81
2005-04-29,0,88.05
2005-05-06,0,90.16
2005-05-13,0,89.00
2005-05-20,0,93.63
2005-05-27,0,94.31
2005-06-03,0,93.97
2005-06-10,0,97.02
2005-06-17,0,100.20
2005-06-24,0,96.86
2005-07-01,0,95.93
2005-07-08,0,98.70
2005-07-15,0,50.67
2005-07-22,0,52.41
2005-07-29,0,53.91
2005-08-05,0,53.61
2005-08-12,0,54.80
2005-08-19,0,54.82
2005-08-26,0,53.49
2005-09-02,0,58.25
2005-09-09,0,58.86
2005-09-16,0,57.72
2005-09-23,0,58.92
2005-09-30,0,58.75
2005-10-07,0,56.62
2005-10-14,0,54.74
2005-10-21,0,48.92
2005-10-28,0,51.07
2005-11-04,0,53.55
2005-11-11,0,54.87
2005-11-18,0,57.28
2005-11-25,0,57.95
2005-12-02,0,58.81
2005-12-09,0,58.09
2005-12-16,0,59.64
2005-12-23,0,58.51
2005-12-30,0,57.77
2006-01-06,0,60.45
2006-01-13,0,62.33
2006-01-20,0,60.78
2006-01-27,0,67.53
2006-02-03,0,68.13
2006-02-10,0,68.75
2006-02-17,0,72.05
2006-02-24,0,72.70
2006-03-03,0,74.61
2006-03-10,0,70.95
2006-03-17,0,76.23
2006-03-24,0,75.50
2006-03-31,0,71.81
2006-04-07,0,74.92
2006-04-14,0,
2006-04-21,0,77.87
2006-04-28,0,75.74
2006-05-05,0,79.98
2006-05-12,0,77.81
2006-05-19,0,72.78
2006-05-26,0,74.42
2006-06-02,0,72.81
2006-06-09,0,67.52
2006-06-16,0,70.55
2006-06-23,0,72.14
2006-06-30,0,74.48
2006-07-07,0,72.58
2006-07-14,0,69.19
2006-07-21,0,68.35
2006-07-28,0,71.21
2006-08-04,0,73.10
2006-08-11,0,67.03
2006-08-18,0,68.31
2006-08-25,0,65.99
2006-09-01,0,67.27
2006-09-08,0,67.32
2006-09-15,0,65.43
2006-09-22,0,62.77
2006-09-29,0,65.80
2006-10-06,0,68.05
2006-10-13,0,69.08
2006-10-20,0,59.00
2006-10-27,0,61.27
2006-11-03,0,60.43
2006-11-10,0,59.60
2006-11-17,0,60.94
2006-11-24,0,62.87
2006-12-01,0,61.19
2006-12-08,0,63.40
2006-12-15,0,61.82
2006-12-22,0,60.59
2006-12-29,0,61.33
2007-01-05,0,60.22
2007-01-12,0,59.74
2007-01-19,0,59.37
2007-01-26,0,61.09
2007-02-02,0,65.25
2007-02-09,0,64.80
2007-02-16,0,67.67
2007-02-23,0,67.26
2007-03-02,0,63.04
2007-03-09,0,64.40
2007-03-16,0,63.16
2007-03-23,0,66.88
2007-03-30,0,67.03
2007-04-06,0,
2007-04-13,0,66.79
2007-04-20,0,71.82
2007-04-27,0,73.76
2007-05-04,0,73.10
2007-05-11,0,74.88
2007-05-18,0,74.77
2007-05-25,0,75.71
2007-06-01,0,78.14
2007-06-08,0,78.52
2007-06-15,0,81.11
2007-06-22,0,80.90
2007-06-29,0,78.30
2007-07-06,0,78.81
2007-07-13,0,85.13
2007-07-20,0,83.20
2007-07-27,0,76.02
2007-08-03,0,78.96
2007-08-10,0,77.55
2007-08-17,0,72.64
2007-08-24,0,76.32
2007-08-31,0,75.77
2007-09-07,0,73.44
2007-09-14,0,73.16
2007-09-21,0,78.16
2007-09-28,0,78.43
2007-10-05,0,80.33
2007-10-12,0,80.30
2007-10-19,0,73.57
2007-10-26,0,75.04
2007-11-02,0,74.76
2007-11-09,0,70.41
2007-11-16,0,69.44
2007-11-23,0,68.63
2007-11-30,0,71.90
2007-12-07,0,74.20
2007-12-14,0,73.39
2007-12-21,0,72.73
2007-12-28,0,73.16
2008-01-04,0,68.53
2008-01-11,0,66.01
2008-01-18,0,62.81
2008-01-25,0,65.93
2008-02-01,0,71.76
2008-02-08,0,68.01
2008-02-15,0,69.95
2008-02-22,0,71.18
2008-02-29,0,72.33
2008-03-07,0,69.84
2008-03-14,0,74.79
2008-03-21,0,
2008-03-28,0,77.09
2008-04-04,82,77.83
2008-04-11,0,74.80
2008-04-18,0,85.28
2008-04-25,0,82.25
2008-05-02,0,82.80
2008-05-09,0,81.76
2008-05-16,97,83.70
2008-05-23,0,81.55
2008-05-30,0,82.64
2008-06-06,0,79.99
2008-06-13,0,81.50
2008-06-20,0,79.08
2008-06-27,100,73.75
2008-07-04,0,
2008-07-11,0,69.81
2008-07-18,0,70.89
2008-07-25,0,70.48
2008-08-01,0,68.14
2008-08-08,0,70.90
2008-08-15,0,70.35
2008-08-22,0,70.27
2008-08-29,0,70.73
2008-09-05,0,64.07
2008-09-12,89,65.46
2008-09-19,72,66.49
2008-09-26,72,64.13
2008-10-03,72,51.21
2008-10-10,72,43.13
2008-10-17,62,39.32
2008-10-24,62,33.30
2008-10-31,62,38.20
2008-11-07,0,38.45
2008-11-14,0,36.96
2008-11-21,0,34.67
2008-11-28,0,40.99
2008-12-05,0,38.26
2008-12-12,69,42.08
2008-12-19,0,42.69
2008-12-26,0,42.72
2009-01-02,0,46.91
2009-01-09,0,43.20
2009-01-16,0,39.55
2009-01-23,70,35.66
2009-01-30,0,30.85
2009-02-06,0,33.28
2009-02-13,0,30.94
2009-02-20,0,26.66
2009-02-27,0,24.61
2009-03-06,0,23.23
2009-03-13,0,26.78
2009-03-20,87,27.07
2009-03-27,84,30.35
2009-04-03,84,32.15
2009-04-10,84,
2009-04-17,76,32.29
2009-04-24,0,33.63
2009-05-01,0,37.26
2009-05-08,0,39.64
2009-05-15,0,35.74
2009-05-22,0,34.31
2009-05-29,0,35.46
2009-06-05,0,38.47
2009-06-12,0,37.73
2009-06-19,0,33.65
2009-06-26,0,34.56
2009-07-03,60,
2009-07-10,63,30.53
2009-07-17,66,33.99
2009-07-24,70,42.00
2009-07-31,73,44.06
2009-08-07,60,47.78
2009-08-14,60,46.00
2009-08-21,60,47.30
2009-08-28,0,46.71
2009-09-04,0,46.11
2009-09-11,0,48.53
2009-09-18,0,53.42
2009-09-25,0,51.20
2009-10-02,0,48.83
2009-10-09,75,53.64
2009-10-16,68,54.57
2009-10-23,68,57.60
2009-10-30,56,55.06
2009-11-06,56,57.60
2009-11-13,56,58.78
2009-11-20,56,57.95
2009-11-27,52,57.45
2009-12-04,52,58.30
2009-12-11,52,57.51
2009-12-18,52,57.19
2009-12-25,50,
2010-01-01,50,
2010-01-08,50,60.34
2010-01-15,77,60.12
2010-01-22,62,54.25
2010-01-29,61,52.24
2010-02-05,61,51.75
2010-02-12,50,56.20
2010-02-19,50,58.25
2010-02-26,50,57.05
2010-03-05,50,59.23
2010-03-12,51,60.36
2010-03-19,51,59.37
2010-03-26,75,62.44
2010-04-02,98,
2010-04-09,60,65.27
2010-04-16,60,66.88
2010-04-23,83,68.78
2010-04-30,61,68.09
2010-05-07,62,62.10
2010-05-14,62,64.88
2010-05-21,49,60.09
2010-05-28,49,60.76
2010-06-04,49,57.76
2010-06-11,67,60.23
2010-06-18,48,65.85
2010-06-25,48,64.71
2010-07-02,48,59.18
2010-07-09,64,64.72
2010-07-16,55,63.94
2010-07-23,55,69.31
2010-07-30,59,69.75
2010-08-06,50,71.56
2010-08-13,58,68.01
2010-08-20,60,68.86
2010-08-27,61,65.90
2010-09-03,72,70.08
2010-09-10,47,71.26
2010-09-17,54,73.18
2010-09-24,53,79.73
2010-10-01,65,78.22
2010-10-08,48,80.37
2010-10-15,48,79.75
2010-10-22,43,78.33
2010-10-29,43,78.60
2010-11-05,43,83.54
2010-11-12,70,81.04
2010-11-19,89,83.97
2010-11-26,62,84.13
2010-12-03,45,89.38
2010-12-10,80,89.94
2010-12-17,57,92.59
2010-12-24,57,
2010-12-31,57,93.66
2011-01-07,54,93.73
2011-01-14,36,94.01
2011-01-21,36,92.75
2011-01-28,36,95.68
2011-02-04,48,99.59
2011-02-11,50,103.54
2011-02-18,53,105.86
2011-02-25,52,102.00
2011-03-04,54,103.04
2011-03-11,57,100.02
2011-03-18,59,105.06
2011-03-25,45,109.09
2011-04-01,52,113.12
2011-04-08,78,109.82
2011-04-15,56,107.21
2011-04-22,70,
2011-04-29,44,115.41
2011-05-06,63,110.34
2011-05-13,35,106.33
2011-05-20,69,104.33
2011-05-27,80,104.60
2011-06-03,68,101.10
2011-06-10,48,96.79
2011-06-17,45,95.95
2011-06-24,41,100.01
2011-07-01,45,108.62
2011-07-08,51,110.41
2011-07-15,56,109.36
2011-07-22,62,105.15
2011-07-29,48,98.79
2011-08-05,60,90.99
2011-08-12,72,89.81
2011-08-19,55,79.97
2011-08-26,36,85.16
2011-09-02,36,85.38
2011-09-09,41,83.96
2011-09-16,41,85.90
2011-09-23,47,73.86
2011-09-30,53,73.84
2011-10-07,68,75.52
2011-10-14,33,84.09
2011-10-21,40,87.39
2011-10-28,46,96.85
2011-11-04,52,95.74
2011-11-11,42,96.13
2011-11-18,48,93.93
2011-11-25,45,86.72
2011-12-02,36,96.29
2011-12-09,53,95.97
2011-12-16,51,87.20
2011-12-23,37,92.25
2011-12-30,65,90.60
2012-01-06,53,95.76
2012-01-13,53,102.48
2012-01-20,28,105.64
2012-01-27,61,111.28
2012-02-03,58,113.94
2012-02-10,60,111.75
2012-02-17,55,113.95
2012-02-24,61,116.00
2012-03-02,53,112.49
2012-03-09,42,110.22
2012-03-16,63,113.58
2012-03-23,64,107.83
2012-03-30,61,106.52
2012-04-06,78,
2012-04-13,94,105.89
2012-04-20,70,107.73
2012-04-27,59,104.56
2012-05-04,64,98.44
2012-05-11,62,95.50
2012-05-18,46,88.68
2012-05-25,63,89.94
2012-06-01,33,85.52
2012-06-08,73,87.60
2012-06-15,51,86.93
2012-06-22,43,84.96
2012-06-29,49,84.91
2012-07-06,71,84.61
2012-07-13,51,82.07
2012-07-20,63,80.95
2012-07-27,39,86.16
2012-08-03,60,85.02
2012-08-10,61,88.94
2012-08-17,50,90.01
2012-08-24,61,87.47
2012-08-31,53,85.33
2012-09-07,37,88.10
2012-09-14,42,93.17
2012-09-21,55,91.72
2012-09-28,41,86.04
2012-10-05,43,85.43
2012-10-12,42,82.82
2012-10-19,47,83.86
2012-10-26,67,84.25
2012-11-02,37,85.79
2012-11-09,51,84.95
2012-11-16,37,81.93
2012-11-23,56,84.16
2012-11-30,66,85.24
2012-12-07,57,86.99
2012-12-14,43,89.00
2012-12-21,27,87.90
2012-12-28,51,86.81
2013-01-04,46,94.92
2013-01-11,39,95.19
2013-01-18,36,97.62
2013-01-25,38,95.58
2013-02-01,80,99.49
2013-02-08,49,96.85
2013-02-15,50,95.61
2013-02-22,54,91.54
2013-03-01,54,91.36
2013-03-08,57,90.51
2013-03-15,49,88.83
2013-03-22,56,87.48
2013-03-29,52,
2013-04-05,48,84.60
2013-04-12,47,85.05
2013-04-19,79,80.43
2013-04-26,37,84.68
2013-05-03,49,86.98
2013-05-10,46,88.62
2013-05-17,59,87.67
2013-05-24,59,86.21
2013-05-31,44,85.80
2013-06-07,48,84.65
2013-06-14,70,83.87
2013-06-21,41,83.12
2013-06-28,35,82.49
2013-07-05,54,82.14
2013-07-12,29,87.17
2013-07-19,46,85.65
2013-07-26,56,82.06
2013-08-02,58,84.30
2013-08-09,67,84.51
2013-08-16,52,85.16
2013-08-23,48,83.89
2013-08-30,63,82.54
2013-09-06,63,83.39
2013-09-13,64,87.01
2013-09-20,60,84.75
2013-09-27,44,83.80
2013-10-04,47,84.20
2013-10-11,35,85.61
2013-10-18,56,87.34
2013-10-25,49,84.77
2013-11-01,39,83.59
2013-11-08,30,84.24
2013-11-15,39,83.74
2013-11-22,51,82.88
2013-11-29,49,84.60
2013-12-06,59,85.50
2013-12-13,42,86.05
2013-12-20,45,88.93
2013-12-27,34,90.87
2014-01-03,41,89.82
2014-01-10,31,90.51
2014-01-17,62,91.44
2014-01-24,50,86.17
2014-01-31,54,93.91
2014-02-07,36,94.87
2014-02-14,68,96.55
2014-02-21,34,97.50
2014-02-28,60,96.97
2014-03-07,65,97.05
2014-03-14,40,95.39
2014-03-21,57,97.39
2014-03-28,45,99.39
2014-04-04,69,102.17
2014-04-11,47,101.45
2014-04-18,44,
2014-04-25,47,104.69
2014-05-02,0,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
