Date,buy BA,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,44.35
2004-02-13,0,44.45
2004-02-20,0,44.34
2004-02-27,0,43.37
2004-03-05,0,42.72
2004-03-12,0,40.30
2004-03-19,0,39.43
2004-03-26,0,39.35
2004-04-02,0,41.84
2004-04-09,0,
2004-04-16,0,41.50
2004-04-23,0,42.45
2004-04-30,0,42.69
2004-05-07,0,43.40
2004-05-14,0,43.44
2004-05-21,0,43.40
2004-05-28,0,45.80
2004-06-04,0,46.90
2004-06-11,0,
2004-06-18,0,49.80
2004-06-25,0,51.30
2004-07-02,0,49.52
2004-07-09,0,50.04
2004-07-16,0,49.13
2004-07-23,0,47.06
2004-07-30,0,50.75
2004-08-06,0,48.33
2004-08-13,0,49.72
2004-08-20,0,50.46
2004-08-27,0,51.99
2004-09-03,0,53.10
2004-09-10,0,54.15
2004-09-17,0,55.15
2004-09-24,0,53.14
2004-10-01,0,52.48
2004-10-08,0,50.10
2004-10-15,0,50.19
2004-10-22,0,49.51
2004-10-29,0,49.90
2004-11-05,0,51.15
2004-11-12,0,53.93
2004-11-19,0,53.77
2004-11-26,0,54.02
2004-12-03,0,55.26
2004-12-10,0,52.42
2004-12-17,0,53.10
2004-12-24,0,
2004-12-31,0,51.77
2005-01-07,0,50.31
2005-01-14,0,50.91
2005-01-21,0,50.07
2005-01-28,0,49.92
2005-02-04,0,52.58
2005-02-11,0,54.14
2005-02-18,0,52.78
2005-02-25,0,54.99
2005-03-04,0,58.38
2005-03-11,0,57.49
2005-03-18,0,57.16
2005-03-25,0,
2005-04-01,0,58.78
2005-04-08,0,58.60
2005-04-15,0,57.00
2005-04-22,0,57.88
2005-04-29,0,59.52
2005-05-06,0,61.01
2005-05-13,0,59.50
2005-05-20,0,61.90
2005-05-27,0,63.02
2005-06-03,0,64.66
2005-06-10,0,64.65
2005-06-17,0,64.62
2005-06-24,0,60.59
2005-07-01,0,64.68
2005-07-08,0,65.07
2005-07-15,0,64.75
2005-07-22,0,66.20
2005-07-29,0,66.01
2005-08-05,0,66.19
2005-08-12,0,66.54
2005-08-19,0,67.15
2005-08-26,0,66.31
2005-09-02,0,64.34
2005-09-09,0,65.40
2005-09-16,0,64.80
2005-09-23,0,63.20
2005-09-30,0,67.95
2005-10-07,0,67.30
2005-10-14,0,67.50
2005-10-21,0,66.02
2005-10-28,0,65.64
2005-11-04,0,65.28
2005-11-11,0,65.35
2005-11-18,0,66.95
2005-11-25,0,69.06
2005-12-02,0,69.44
2005-12-09,0,69.65
2005-12-16,0,70.75
2005-12-23,0,71.49
2005-12-30,0,70.24
2006-01-06,0,69.35
2006-01-13,0,69.48
2006-01-20,0,66.50
2006-01-27,0,68.56
2006-02-03,0,70.87
2006-02-10,0,72.53
2006-02-17,0,72.96
2006-02-24,0,74.31
2006-03-03,0,73.39
2006-03-10,0,74.79
2006-03-17,0,77.85
2006-03-24,0,78.73
2006-03-31,0,77.93
2006-04-07,0,79.57
2006-04-14,0,
2006-04-21,0,86.46
2006-04-28,0,83.45
2006-05-05,0,88.47
2006-05-12,0,87.01
2006-05-19,0,84.61
2006-05-26,0,83.50
2006-06-02,0,83.80
2006-06-09,0,80.50
2006-06-16,0,85.54
2006-06-23,0,83.39
2006-06-30,0,81.91
2006-07-07,0,79.99
2006-07-14,0,77.25
2006-07-21,0,79.08
2006-07-28,0,78.91
2006-08-04,0,79.49
2006-08-11,0,75.96
2006-08-18,0,77.62
2006-08-25,0,73.93
2006-09-01,0,75.43
2006-09-08,0,72.80
2006-09-15,0,75.01
2006-09-22,0,77.25
2006-09-29,0,78.85
2006-10-06,0,83.68
2006-10-13,0,82.39
2006-10-20,0,81.74
2006-10-27,0,79.74
2006-11-03,0,79.97
2006-11-10,0,85.62
2006-11-17,0,89.52
2006-11-24,0,89.77
2006-12-01,0,89.55
2006-12-08,0,90.13
2006-12-15,0,90.70
2006-12-22,0,88.76
2006-12-29,0,88.84
2007-01-05,0,89.15
2007-01-12,0,88.13
2007-01-19,0,88.63
2007-01-26,0,85.43
2007-02-02,0,90.05
2007-02-09,0,90.00
2007-02-16,0,90.94
2007-02-23,0,90.28
2007-03-02,0,87.03
2007-03-09,0,89.51
2007-03-16,0,90.00
2007-03-23,0,90.98
2007-03-30,0,88.91
2007-04-06,0,
2007-04-13,0,91.03
2007-04-20,0,93.29
2007-04-27,0,94.02
2007-05-04,0,93.61
2007-05-11,0,93.40
2007-05-18,0,96.63
2007-05-25,0,98.25
2007-06-01,0,99.83
2007-06-08,63,98.19
2007-06-15,0,98.15
2007-06-22,0,95.92
2007-06-29,0,96.16
2007-07-06,0,98.88
2007-07-13,0,101.88
2007-07-20,0,103.86
2007-07-27,63,103.71
2007-08-03,60,104.24
2007-08-10,60,98.44
2007-08-17,60,95.93
2007-08-24,60,98.47
2007-08-31,61,96.70
2007-09-07,61,94.84
2007-09-14,61,99.35
2007-09-21,61,102.59
2007-09-28,48,104.99
2007-10-05,48,102.25
2007-10-12,48,96.69
2007-10-19,48,93.90
2007-10-26,47,96.02
2007-11-02,42,97.76
2007-11-09,42,94.21
2007-11-16,42,89.99
2007-11-23,57,89.54
2007-11-30,45,92.54
2007-12-07,45,93.16
2007-12-14,45,88.42
2007-12-21,49,89.07
2007-12-28,52,88.25
2008-01-04,55,85.82
2008-01-11,58,80.52
2008-01-18,56,78.40
2008-01-25,56,77.03
2008-02-01,47,82.76
2008-02-08,44,79.33
2008-02-15,77,85.18
2008-02-22,43,83.04
2008-02-29,43,82.79
2008-03-07,43,76.60
2008-03-14,43,76.23
2008-03-21,44,
2008-03-28,41,73.47
2008-04-04,41,75.65
2008-04-11,49,76.86
2008-04-18,45,78.66
2008-04-25,44,84.84
2008-05-02,44,85.69
2008-05-09,44,84.06
2008-05-16,44,85.17
2008-05-23,44,81.48
2008-05-30,41,82.77
2008-06-06,41,73.16
2008-06-13,41,75.12
2008-06-20,45,75.83
2008-06-27,50,66.92
2008-07-04,56,
2008-07-11,62,63.28
2008-07-18,54,68.14
2008-07-25,54,63.83
2008-08-01,45,62.01
2008-08-08,54,67.86
2008-08-15,53,64.45
2008-08-22,53,65.55
2008-08-29,43,65.56
2008-09-05,37,62.89
2008-09-12,37,63.30
2008-09-19,37,59.76
2008-09-26,37,58.32
2008-10-03,37,53.83
2008-10-10,38,41.80
2008-10-17,39,44.55
2008-10-24,39,45.24
2008-10-31,59,52.42
2008-11-07,36,46.58
2008-11-14,34,41.04
2008-11-21,44,39.58
2008-11-28,42,42.63
2008-12-05,34,39.53
2008-12-12,45,39.20
2008-12-19,63,41.24
2008-12-26,80,40.53
2009-01-02,62,45.25
2009-01-09,47,44.45
2009-01-16,69,42.46
2009-01-23,45,41.98
2009-01-30,38,42.31
2009-02-06,38,42.92
2009-02-13,43,40.48
2009-02-20,34,36.31
2009-02-27,34,31.44
2009-03-06,34,30.10
2009-03-13,40,33.40
2009-03-20,65,32.55
2009-03-27,33,37.53
2009-04-03,40,37.69
2009-04-10,36,
2009-04-17,41,38.32
2009-04-24,58,38.72
2009-05-01,47,41.21
2009-05-08,45,45.83
2009-05-15,45,43.00
2009-05-22,60,42.94
2009-05-29,33,44.85
2009-06-05,32,52.65
2009-06-12,35,51.44
2009-06-19,64,48.44
2009-06-26,50,41.88
2009-07-03,30,
2009-07-10,45,39.65
2009-07-17,40,41.36
2009-07-24,49,42.37
2009-07-31,43,42.91
2009-08-07,43,46.69
2009-08-14,55,44.87
2009-08-21,33,45.87
2009-08-28,43,51.04
2009-09-04,40,49.15
2009-09-11,56,51.35
2009-09-18,39,53.02
2009-09-25,39,51.52
2009-10-02,47,51.40
2009-10-09,54,52.69
2009-10-16,46,53.19
2009-10-23,34,49.89
2009-10-30,44,47.80
2009-11-06,36,49.68
2009-11-13,53,50.68
2009-11-20,66,51.70
2009-11-27,53,52.45
2009-12-04,43,54.68
2009-12-11,44,55.60
2009-12-18,49,53.44
2009-12-25,45,
2010-01-01,45,
2010-01-08,53,61.60
2010-01-15,51,60.82
2010-01-22,45,57.77
2010-01-29,54,60.60
2010-02-05,64,58.40
2010-02-12,54,59.65
2010-02-19,39,63.59
2010-02-26,46,63.16
2010-03-05,65,67.93
2010-03-12,49,69.83
2010-03-19,63,70.72
2010-03-26,42,72.59
2010-04-02,42,
2010-04-09,68,72.42
2010-04-16,42,70.79
2010-04-23,42,75.13
2010-04-30,49,72.43
2010-05-07,38,66.72
2010-05-14,55,69.82
2010-05-21,45,64.56
2010-05-28,61,64.18
2010-06-04,37,61.15
2010-06-11,55,65.38
2010-06-18,70,67.96
2010-06-25,34,68.77
2010-07-02,65,61.94
2010-07-09,63,64.66
2010-07-16,34,61.90
2010-07-23,50,67.93
2010-07-30,41,68.14
2010-08-06,53,68.70
2010-08-13,41,64.84
2010-08-20,46,64.60
2010-08-27,57,63.16
2010-09-03,61,64.64
2010-09-10,62,63.84
2010-09-17,67,62.95
2010-09-24,79,64.60
2010-10-01,89,66.83
2010-10-08,65,69.23
2010-10-15,73,70.11
2010-10-22,67,71.26
2010-10-29,61,70.64
2010-11-05,55,71.27
2010-11-12,58,63.09
2010-11-19,58,63.59
2010-11-26,74,64.80
2010-12-03,77,66.54
2010-12-10,67,64.16
2010-12-17,68,65.03
2010-12-24,92,
2010-12-31,88,65.26
2011-01-07,69,69.38
2011-01-14,77,70.07
2011-01-21,74,71.68
2011-01-28,59,69.23
2011-02-04,78,71.38
2011-02-11,71,72.14
2011-02-18,81,73.04
2011-02-25,73,72.30
2011-03-04,83,71.80
2011-03-11,51,71.64
2011-03-18,54,69.10
2011-03-25,68,73.34
2011-04-01,67,74.01
2011-04-08,62,73.47
2011-04-15,49,72.60
2011-04-22,60,
2011-04-29,76,79.78
2011-05-06,63,79.31
2011-05-13,75,79.03
2011-05-20,71,77.52
2011-05-27,67,76.99
2011-06-03,53,74.84
2011-06-10,49,72.69
2011-06-17,64,74.16
2011-06-24,64,71.26
2011-07-01,61,74.27
2011-07-08,60,75.07
2011-07-15,55,71.28
2011-07-22,64,72.67
2011-07-29,70,70.47
2011-08-05,72,62.75
2011-08-12,77,61.75
2011-08-19,94,57.54
2011-08-26,56,62.80
2011-09-02,72,64.03
2011-09-09,75,61.79
2011-09-16,52,65.38
2011-09-23,76,59.51
2011-09-30,71,60.51
2011-10-07,68,61.81
2011-10-14,67,63.89
2011-10-21,70,64.59
2011-10-28,55,68.17
2011-11-04,77,65.80
2011-11-11,57,66.92
2011-11-18,57,67.46
2011-11-25,71,62.78
2011-12-02,82,71.30
2011-12-09,69,71.93
2011-12-16,73,71.01
2011-12-23,100,73.97
2011-12-30,90,73.35
2012-01-06,90,73.98
2012-01-13,91,74.60
2012-01-20,88,75.52
2012-01-27,87,74.55
2012-02-03,79,76.34
2012-02-10,84,74.95
2012-02-17,97,75.35
2012-02-24,68,76.06
2012-03-02,82,74.90
2012-03-09,89,73.29
2012-03-16,81,75.20
2012-03-23,65,73.97
2012-03-30,65,74.37
2012-04-06,65,
2012-04-13,67,72.92
2012-04-20,52,73.55
2012-04-27,52,77.27
2012-05-04,74,75.84
2012-05-11,52,73.56
2012-05-18,54,69.15
2012-05-25,48,70.00
2012-06-01,55,67.24
2012-06-08,65,69.94
2012-06-15,50,71.99
2012-06-22,49,71.96
2012-06-29,67,74.30
2012-07-06,41,73.69
2012-07-13,54,73.51
2012-07-20,59,73.89
2012-07-27,60,75.51
2012-08-03,55,72.81
2012-08-10,59,74.21
2012-08-17,57,73.91
2012-08-24,70,71.09
2012-08-31,61,71.40
2012-09-07,56,72.89
2012-09-14,54,71.28
2012-09-21,47,69.97
2012-09-28,46,69.60
2012-10-05,61,70.89
2012-10-12,45,71.85
2012-10-19,52,74.01
2012-10-26,51,71.11
2012-11-02,45,70.05
2012-11-09,45,73.25
2012-11-16,63,70.77
2012-11-23,57,73.74
2012-11-30,52,74.28
2012-12-07,49,74.64
2012-12-14,42,74.02
2012-12-21,62,76.17
2012-12-28,51,74.69
2013-01-04,78,77.69
2013-01-11,90,75.16
2013-01-18,70,75.04
2013-01-25,52,75.03
2013-02-01,60,74.87
2013-02-08,44,76.56
2013-02-15,56,75.03
2013-02-22,51,76.66
2013-03-01,49,77.28
2013-03-08,50,81.23
2013-03-15,55,86.43
2013-03-22,57,84.82
2013-03-29,50,
2013-04-05,56,86.17
2013-04-12,44,88.89
2013-04-19,53,87.96
2013-04-26,65,92.85
2013-05-03,52,93.74
2013-05-10,50,94.24
2013-05-17,49,98.92
2013-05-24,62,100.00
2013-05-31,39,99.02
2013-06-07,50,102.49
2013-06-14,52,101.83
2013-06-21,52,99.98
2013-06-28,54,102.44
2013-07-05,43,104.20
2013-07-12,64,101.87
2013-07-19,52,106.96
2013-07-26,59,105.60
2013-08-02,79,107.90
2013-08-09,64,105.33
2013-08-16,54,103.47
2013-08-23,47,105.48
2013-08-30,75,103.92
2013-09-06,78,106.07
2013-09-13,48,111.33
2013-09-20,47,116.63
2013-09-27,60,118.74
2013-10-04,39,117.20
2013-10-11,38,117.98
2013-10-18,55,122.52
2013-10-25,48,131.19
2013-11-01,64,133.03
2013-11-08,51,133.49
2013-11-15,50,136.08
2013-11-22,48,135.97
2013-11-29,54,134.25
2013-12-06,55,135.18
2013-12-13,46,133.83
2013-12-20,52,136.67
2013-12-27,56,136.90
2014-01-03,49,137.62
2014-01-10,60,141.90
2014-01-17,48,140.46
2014-01-24,60,136.65
2014-01-31,55,125.26
2014-02-07,44,127.02
2014-02-14,49,130.16
2014-02-21,44,128.28
2014-02-28,48,128.92
2014-03-07,48,128.54
2014-03-14,55,123.11
2014-03-21,41,122.58
2014-03-28,54,124.46
2014-04-04,42,127.38
2014-04-11,42,122.07
2014-04-18,49,
2014-04-25,52,128.66
2014-05-02,37,
