Date,The Walt Disney Company,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,23.35
2004-02-13,0,26.92
2004-02-20,0,26.55
2004-02-27,0,26.53
2004-03-05,0,26.48
2004-03-12,0,26.10
2004-03-19,0,25.39
2004-03-26,0,25.10
2004-04-02,0,25.95
2004-04-09,0,
2004-04-16,0,24.90
2004-04-23,0,24.65
2004-04-30,0,23.03
2004-05-07,0,22.45
2004-05-14,0,23.24
2004-05-21,0,22.68
2004-05-28,0,23.47
2004-06-04,0,24.06
2004-06-11,0,
2004-06-18,0,25.02
2004-06-25,0,25.18
2004-07-02,0,25.27
2004-07-09,0,24.60
2004-07-16,0,23.45
2004-07-23,100,22.96
2004-07-30,0,23.09
2004-08-06,0,21.99
2004-08-13,0,20.89
2004-08-20,0,22.44
2004-08-27,0,22.66
2004-09-03,0,22.37
2004-09-10,0,23.16
2004-09-17,0,23.42
2004-09-24,93,23.46
2004-10-01,82,23.08
2004-10-08,82,24.85
2004-10-15,82,24.91
2004-10-22,82,24.62
2004-10-29,0,25.22
2004-11-05,0,26.43
2004-11-12,0,26.80
2004-11-19,0,26.66
2004-11-26,0,27.12
2004-12-03,0,27.37
2004-12-10,0,27.63
2004-12-17,0,27.37
2004-12-24,0,
2004-12-31,0,27.80
2005-01-07,0,27.17
2005-01-14,0,28.30
2005-01-21,0,28.15
2005-01-28,0,28.23
2005-02-04,0,29.31
2005-02-11,0,29.34
2005-02-18,0,29.06
2005-02-25,0,27.89
2005-03-04,0,28.88
2005-03-11,0,27.59
2005-03-18,0,28.09
2005-03-25,0,
2005-04-01,0,28.58
2005-04-08,0,28.40
2005-04-15,0,27.37
2005-04-22,0,27.30
2005-04-29,0,26.40
2005-05-06,0,26.89
2005-05-13,68,27.00
2005-05-20,0,27.83
2005-05-27,0,27.88
2005-06-03,0,27.32
2005-06-10,0,27.52
2005-06-17,0,26.70
2005-06-24,0,26.04
2005-07-01,65,25.09
2005-07-08,0,25.00
2005-07-15,0,26.38
2005-07-22,0,25.83
2005-07-29,0,25.64
2005-08-05,0,25.48
2005-08-12,0,25.76
2005-08-19,0,25.97
2005-08-26,0,25.33
2005-09-02,0,24.76
2005-09-09,0,25.04
2005-09-16,0,24.11
2005-09-23,0,23.22
2005-09-30,0,24.13
2005-10-07,0,24.10
2005-10-14,54,23.39
2005-10-21,52,22.98
2005-10-28,52,23.82
2005-11-04,52,24.81
2005-11-11,53,25.86
2005-11-18,53,25.20
2005-11-25,53,25.05
2005-12-02,53,24.88
2005-12-09,49,25.19
2005-12-16,51,24.70
2005-12-23,52,24.27
2005-12-30,54,23.97
2006-01-06,55,24.74
2006-01-13,56,25.70
2006-01-20,62,25.72
2006-01-27,67,25.08
2006-02-03,72,25.01
2006-02-10,43,26.68
2006-02-17,43,26.91
2006-02-24,44,27.98
2006-03-03,52,28.22
2006-03-10,42,28.16
2006-03-17,50,28.64
2006-03-24,0,27.45
2006-03-31,0,27.89
2006-04-07,0,27.53
2006-04-14,0,
2006-04-21,0,27.02
2006-04-28,46,27.96
2006-05-05,69,29.09
2006-05-12,41,29.90
2006-05-19,41,30.15
2006-05-26,41,30.51
2006-06-02,41,30.62
2006-06-09,42,29.33
2006-06-16,42,29.45
2006-06-23,42,29.12
2006-06-30,42,30.00
2006-07-07,42,29.83
2006-07-14,42,28.49
2006-07-21,42,28.47
2006-07-28,0,29.70
2006-08-04,0,29.90
2006-08-11,0,29.43
2006-08-18,0,29.91
2006-08-25,0,28.95
2006-09-01,0,29.89
2006-09-08,53,29.58
2006-09-15,53,30.31
2006-09-22,54,30.08
2006-09-29,57,30.91
2006-10-06,56,31.34
2006-10-13,56,31.11
2006-10-20,51,31.45
2006-10-27,51,31.73
2006-11-03,51,31.89
2006-11-10,59,32.40
2006-11-17,64,32.94
2006-11-24,36,32.91
2006-12-01,51,33.09
2006-12-08,38,34.39
2006-12-15,32,34.30
2006-12-22,35,34.16
2006-12-29,39,34.27
2007-01-05,42,34.19
2007-01-12,45,35.21
2007-01-19,35,35.50
2007-01-26,47,34.55
2007-02-02,31,35.18
2007-02-09,31,34.36
2007-02-16,43,34.89
2007-02-23,35,35.14
2007-03-02,40,33.95
2007-03-09,45,34.37
2007-03-16,28,33.61
2007-03-23,27,34.99
2007-03-30,35,34.43
2007-04-06,43,
2007-04-13,51,34.72
2007-04-20,38,35.28
2007-04-27,52,34.98
2007-05-04,36,35.85
2007-05-11,27,36.07
2007-05-18,48,36.02
2007-05-25,30,36.03
2007-06-01,48,35.24
2007-06-08,40,34.20
2007-06-15,37,34.40
2007-06-22,30,34.14
2007-06-29,25,34.14
2007-07-06,28,34.49
2007-07-13,30,34.37
2007-07-20,33,34.34
2007-07-27,25,33.74
2007-08-03,25,33.90
2007-08-10,35,33.16
2007-08-17,45,32.68
2007-08-24,26,33.87
2007-08-31,28,33.60
2007-09-07,34,33.59
2007-09-14,41,33.56
2007-09-21,36,34.60
2007-09-28,38,34.39
2007-10-05,40,35.47
2007-10-12,44,35.47
2007-10-19,42,33.81
2007-10-26,27,34.38
2007-11-02,47,33.92
2007-11-09,29,32.74
2007-11-16,22,32.53
2007-11-23,39,31.84
2007-11-30,44,33.15
2007-12-07,48,32.79
2007-12-14,38,33.01
2007-12-21,52,32.94
2007-12-28,26,32.42
2008-01-04,26,31.13
2008-01-11,26,30.32
2008-01-18,34,28.51
2008-01-25,36,28.68
2008-02-01,36,30.66
2008-02-08,29,32.12
2008-02-15,32,32.49
2008-02-22,37,32.57
2008-02-29,42,32.41
2008-03-07,36,30.76
2008-03-14,52,30.78
2008-03-21,40,
2008-03-28,37,31.00
2008-04-04,34,31.24
2008-04-11,32,30.18
2008-04-18,55,31.33
2008-04-25,31,32.36
2008-05-02,26,33.49
2008-05-09,42,34.30
2008-05-16,41,34.91
2008-05-23,32,33.23
2008-05-30,27,33.60
2008-06-06,36,33.01
2008-06-13,31,33.93
2008-06-20,31,31.94
2008-06-27,26,31.57
2008-07-04,26,
2008-07-11,40,29.20
2008-07-18,29,30.90
2008-07-25,35,31.10
2008-08-01,31,30.08
2008-08-08,20,32.03
2008-08-15,21,32.50
2008-08-22,20,32.20
2008-08-29,19,32.35
2008-09-05,26,31.36
2008-09-12,36,33.26
2008-09-19,32,34.39
2008-09-26,57,32.75
2008-10-03,35,29.54
2008-10-10,25,23.04
2008-10-17,31,24.75
2008-10-24,42,22.61
2008-10-31,36,25.91
2008-11-07,32,23.36
2008-11-14,37,21.08
2008-11-21,45,21.12
2008-11-28,32,22.52
2008-12-05,34,22.77
2008-12-12,18,22.61
2008-12-19,35,22.43
2008-12-26,22,22.18
2009-01-02,22,23.92
2009-01-09,26,22.31
2009-01-16,26,21.46
2009-01-23,20,20.61
2009-01-30,35,20.68
2009-02-06,36,19.45
2009-02-13,22,18.52
2009-02-20,26,17.53
2009-02-27,38,16.77
2009-03-06,27,15.83
2009-03-13,38,17.13
2009-03-20,34,17.45
2009-03-27,32,18.59
2009-04-03,38,20.00
2009-04-10,44,
2009-04-17,43,20.38
2009-04-24,40,20.26
2009-05-01,31,21.94
2009-05-08,36,25.46
2009-05-15,36,23.41
2009-05-22,29,23.70
2009-05-29,26,24.22
2009-06-05,43,24.95
2009-06-12,40,25.06
2009-06-19,37,23.53
2009-06-26,40,23.43
2009-07-03,29,
2009-07-10,22,22.41
2009-07-17,31,24.51
2009-07-24,33,26.58
2009-07-31,31,25.12
2009-08-07,23,26.69
2009-08-14,23,25.86
2009-08-21,18,26.79
2009-08-28,32,26.84
2009-09-04,44,25.90
2009-09-11,29,28.42
2009-09-18,17,28.44
2009-09-25,40,27.62
2009-10-02,33,27.21
2009-10-09,38,28.64
2009-10-16,32,29.40
2009-10-23,43,28.89
2009-10-30,27,27.37
2009-11-06,33,28.56
2009-11-13,42,30.44
2009-11-20,37,30.01
2009-11-27,39,30.35
2009-12-04,42,30.84
2009-12-11,36,31.70
2009-12-18,38,31.95
2009-12-25,21,
2010-01-01,18,
2010-01-08,28,31.88
2010-01-15,30,30.60
2010-01-22,29,29.98
2010-01-29,27,29.55
2010-02-05,36,29.54
2010-02-12,35,30.07
2010-02-19,33,31.23
2010-02-26,36,31.24
2010-03-05,42,33.22
2010-03-12,51,33.69
2010-03-19,32,33.64
2010-03-26,36,35.31
2010-04-02,25,
2010-04-09,29,36.22
2010-04-16,44,35.83
2010-04-23,28,36.79
2010-04-30,40,36.84
2010-05-07,42,33.41
2010-05-14,33,34.06
2010-05-21,21,32.87
2010-05-28,29,33.42
2010-06-04,37,33.69
2010-06-11,40,34.24
2010-06-18,28,35.15
2010-06-25,30,33.48
2010-07-02,22,31.38
2010-07-09,20,33.75
2010-07-16,20,33.03
2010-07-23,26,34.13
2010-07-30,25,33.69
2010-08-06,21,35.00
2010-08-13,30,33.68
2010-08-20,21,33.05
2010-08-27,23,32.78
2010-09-03,25,34.67
2010-09-10,28,34.15
2010-09-17,38,34.56
2010-09-24,35,33.58
2010-10-01,39,33.34
2010-10-08,32,34.51
2010-10-15,34,34.88
2010-10-22,20,34.97
2010-10-29,33,36.13
2010-11-05,29,37.20
2010-11-12,31,37.75
2010-11-19,33,37.01
2010-11-26,32,36.70
2010-12-03,37,37.59
2010-12-10,31,36.66
2010-12-17,22,37.05
2010-12-24,20,
2010-12-31,18,37.51
2011-01-07,30,39.45
2011-01-14,34,39.29
2011-01-21,39,39.74
2011-01-28,38,38.85
2011-02-04,29,40.71
2011-02-11,38,43.41
2011-02-18,34,43.56
2011-02-25,31,42.95
2011-03-04,33,43.55
2011-03-11,40,42.93
2011-03-18,31,41.23
2011-03-25,26,42.97
2011-04-01,30,42.85
2011-04-08,24,41.76
2011-04-15,39,41.52
2011-04-22,34,
2011-04-29,33,43.10
2011-05-06,39,43.06
2011-05-13,32,41.52
2011-05-20,30,41.50
2011-05-27,25,41.52
2011-06-03,27,39.38
2011-06-10,24,38.50
2011-06-17,29,38.04
2011-06-24,18,37.58
2011-07-01,32,39.72
2011-07-08,27,39.91
2011-07-15,25,39.27
2011-07-22,22,40.65
2011-07-29,18,38.62
2011-08-05,28,35.18
2011-08-12,23,33.09
2011-08-19,26,31.85
2011-08-26,22,32.40
2011-09-02,25,32.46
2011-09-09,27,31.04
2011-09-16,24,32.91
2011-09-23,21,29.83
2011-09-30,32,30.16
2011-10-07,37,31.70
2011-10-14,34,34.47
2011-10-21,30,35.16
2011-10-28,33,36.21
2011-11-04,30,34.76
2011-11-11,29,36.70
2011-11-18,30,35.63
2011-11-25,21,33.51
2011-12-02,38,36.61
2011-12-09,30,36.56
2011-12-16,28,35.32
2011-12-23,16,37.70
2011-12-30,14,37.50
2012-01-06,28,39.91
2012-01-13,29,38.40
2012-01-20,21,39.31
2012-01-27,25,39.25
2012-02-03,24,40.00
2012-02-10,21,41.45
2012-02-17,26,41.75
2012-02-24,33,41.31
2012-03-02,33,42.36
2012-03-09,39,42.24
2012-03-16,23,43.19
2012-03-23,33,43.65
2012-03-30,24,43.78
2012-04-06,34,
2012-04-13,30,41.85
2012-04-20,27,42.35
2012-04-27,38,43.35
2012-05-04,32,42.93
2012-05-11,29,45.56
2012-05-18,28,43.81
2012-05-25,30,44.50
2012-06-01,35,44.40
2012-06-08,34,46.24
2012-06-15,30,47.09
2012-06-22,21,47.47
2012-06-29,18,48.50
2012-07-06,26,48.04
2012-07-13,19,48.19
2012-07-20,24,48.59
2012-07-27,23,49.94
2012-08-03,19,49.77
2012-08-10,19,49.65
2012-08-17,22,50.46
2012-08-24,26,49.56
2012-08-31,24,49.47
2012-09-07,27,51.74
2012-09-14,37,52.35
2012-09-21,36,52.74
2012-09-28,33,52.28
2012-10-05,27,52.97
2012-10-12,43,50.59
2012-10-19,34,51.90
2012-10-26,30,50.08
2012-11-02,47,49.86
2012-11-09,47,47.06
2012-11-16,34,47.42
2012-11-23,29,49.26
2012-11-30,34,49.66
2012-12-07,35,49.24
2012-12-14,26,48.67
2012-12-21,26,50.00
2012-12-28,21,49.15
2013-01-04,16,52.19
2013-01-11,27,50.58
2013-01-18,30,52.34
2013-01-25,27,54.38
2013-02-01,29,54.59
2013-02-08,33,54.66
2013-02-15,32,55.61
2013-02-22,32,54.25
2013-03-01,28,55.33
2013-03-08,29,57.39
2013-03-15,35,57.58
2013-03-22,29,56.78
2013-03-29,28,
2013-04-05,31,57.70
2013-04-12,36,60.55
2013-04-19,38,61.56
2013-04-26,44,61.87
2013-05-03,46,64.80
2013-05-10,38,67.20
2013-05-17,35,66.58
2013-05-24,23,65.49
2013-05-31,33,63.08
2013-06-07,31,64.85
2013-06-14,32,63.80
2013-06-21,31,62.73
2013-06-28,29,63.15
2013-07-05,27,63.82
2013-07-12,20,66.98
2013-07-19,28,65.16
2013-07-26,28,64.98
2013-08-02,25,66.51
2013-08-09,27,64.73
2013-08-16,23,62.17
2013-08-23,33,61.73
2013-08-30,29,60.83
2013-09-06,30,61.39
2013-09-13,31,66.69
2013-09-20,34,65.01
2013-09-27,30,65.19
2013-10-04,40,65.30
2013-10-11,33,66.21
2013-10-18,37,67.15
2013-10-25,36,69.26
2013-11-01,38,69.01
2013-11-08,35,68.58
2013-11-15,39,70.00
2013-11-22,36,70.20
2013-11-29,34,70.54
2013-12-06,39,71.46
2013-12-13,41,69.62
2013-12-20,38,72.40
2013-12-27,19,74.35
2014-01-03,26,76.11
2014-01-10,26,75.39
2014-01-17,33,73.98
2014-01-24,33,72.72
2014-01-31,34,72.61
2014-02-07,34,75.67
2014-02-14,33,79.23
2014-02-21,37,80.13
2014-02-28,36,80.81
2014-03-07,37,82.21
2014-03-14,44,80.07
2014-03-21,33,80.35
2014-03-28,47,78.99
2014-04-04,35,80.43
2014-04-11,38,77.01
2014-04-18,37,
2014-04-25,43,78.23
2014-05-02,44,
