Date,buy PG,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,102.36
2004-02-13,0,102.05
2004-02-20,0,102.50
2004-02-27,0,102.51
2004-03-05,0,101.76
2004-03-12,0,104.12
2004-03-19,0,104.03
2004-03-26,0,103.95
2004-04-02,0,106.11
2004-04-09,0,
2004-04-16,0,105.97
2004-04-23,0,104.99
2004-04-30,0,105.79
2004-05-07,0,106.72
2004-05-14,0,106.41
2004-05-21,0,106.91
2004-05-28,0,107.82
2004-06-04,0,107.87
2004-06-11,0,
2004-06-18,0,110.19
2004-06-25,0,54.75
2004-07-02,0,54.33
2004-07-09,0,54.72
2004-07-16,0,55.10
2004-07-23,0,52.49
2004-07-30,0,52.15
2004-08-06,0,52.99
2004-08-13,0,54.46
2004-08-20,0,54.85
2004-08-27,0,55.98
2004-09-03,0,56.55
2004-09-10,0,56.18
2004-09-17,0,56.26
2004-09-24,0,54.08
2004-10-01,0,54.66
2004-10-08,0,53.45
2004-10-15,0,53.69
2004-10-22,0,53.05
2004-10-29,0,51.18
2004-11-05,0,53.52
2004-11-12,0,54.60
2004-11-19,0,54.32
2004-11-26,0,53.64
2004-12-03,0,55.39
2004-12-10,0,56.44
2004-12-17,0,55.44
2004-12-24,0,
2004-12-31,0,55.08
2005-01-07,0,55.92
2005-01-14,0,55.88
2005-01-21,0,55.65
2005-01-28,0,54.15
2005-02-04,0,52.62
2005-02-11,0,52.15
2005-02-18,0,53.50
2005-02-25,0,54.19
2005-03-04,0,53.85
2005-03-11,0,52.51
2005-03-18,0,53.40
2005-03-25,0,
2005-04-01,0,52.61
2005-04-08,0,54.50
2005-04-15,0,54.80
2005-04-22,0,53.89
2005-04-29,0,54.15
2005-05-06,0,54.75
2005-05-13,0,54.75
2005-05-20,0,56.48
2005-05-27,0,55.76
2005-06-03,0,55.27
2005-06-10,0,54.75
2005-06-17,0,54.42
2005-06-24,0,52.82
2005-07-01,0,52.90
2005-07-08,0,52.96
2005-07-15,0,54.50
2005-07-22,0,54.99
2005-07-29,0,55.63
2005-08-05,0,54.10
2005-08-12,0,53.55
2005-08-19,0,54.54
2005-08-26,0,54.96
2005-09-02,0,55.99
2005-09-09,0,56.90
2005-09-16,0,55.95
2005-09-23,0,56.74
2005-09-30,0,59.46
2005-10-07,0,56.04
2005-10-14,0,56.11
2005-10-21,0,54.81
2005-10-28,0,55.92
2005-11-04,0,55.92
2005-11-11,0,56.37
2005-11-18,0,57.45
2005-11-25,0,57.28
2005-12-02,0,57.36
2005-12-09,0,57.33
2005-12-16,0,58.11
2005-12-23,0,58.88
2005-12-30,0,57.88
2006-01-06,0,58.64
2006-01-13,0,58.90
2006-01-20,0,57.84
2006-01-27,0,59.74
2006-02-03,0,59.68
2006-02-10,0,59.70
2006-02-17,0,61.00
2006-02-24,0,61.50
2006-03-03,0,59.67
2006-03-10,0,62.25
2006-03-17,0,59.10
2006-03-24,0,58.74
2006-03-31,0,57.63
2006-04-07,0,57.28
2006-04-14,0,
2006-04-21,0,56.34
2006-04-28,0,58.21
2006-05-05,0,55.73
2006-05-12,0,55.01
2006-05-19,0,54.15
2006-05-26,0,55.13
2006-06-02,0,53.95
2006-06-09,0,54.45
2006-06-16,0,55.02
2006-06-23,0,55.73
2006-06-30,0,55.60
2006-07-07,0,56.50
2006-07-14,0,55.66
2006-07-21,0,56.07
2006-07-28,0,56.81
2006-08-04,0,59.45
2006-08-11,0,60.26
2006-08-18,0,60.39
2006-08-25,0,60.87
2006-09-01,0,61.91
2006-09-08,0,61.14
2006-09-15,0,60.90
2006-09-22,0,61.81
2006-09-29,0,61.98
2006-10-06,0,63.09
2006-10-13,0,62.13
2006-10-20,0,62.68
2006-10-27,0,63.56
2006-11-03,0,63.40
2006-11-10,0,63.70
2006-11-17,0,63.86
2006-11-24,0,63.53
2006-12-01,0,62.69
2006-12-08,0,63.89
2006-12-15,0,64.11
2006-12-22,0,63.80
2006-12-29,0,64.27
2007-01-05,0,63.50
2007-01-12,0,65.00
2007-01-19,0,66.09
2007-01-26,0,64.86
2007-02-02,0,65.34
2007-02-09,0,64.43
2007-02-16,0,65.07
2007-02-23,0,64.82
2007-03-02,0,63.16
2007-03-09,0,62.16
2007-03-16,0,61.61
2007-03-23,0,63.80
2007-03-30,0,63.16
2007-04-06,0,
2007-04-13,0,63.38
2007-04-20,0,63.80
2007-04-27,0,62.98
2007-05-04,0,62.41
2007-05-11,0,61.65
2007-05-18,0,63.48
2007-05-25,0,62.96
2007-06-01,0,63.48
2007-06-08,0,63.07
2007-06-15,0,62.57
2007-06-22,0,61.03
2007-06-29,0,61.19
2007-07-06,0,61.48
2007-07-13,0,62.66
2007-07-20,0,62.15
2007-07-27,0,62.82
2007-08-03,0,62.88
2007-08-10,0,65.39
2007-08-17,0,65.35
2007-08-24,0,65.93
2007-08-31,0,65.31
2007-09-07,0,65.47
2007-09-14,0,67.81
2007-09-21,0,69.39
2007-09-28,0,70.34
2007-10-05,0,70.83
2007-10-12,0,71.70
2007-10-19,0,70.80
2007-10-26,0,71.75
2007-11-02,0,69.55
2007-11-09,0,70.42
2007-11-16,0,73.19
2007-11-23,0,72.86
2007-11-30,0,74.00
2007-12-07,0,74.12
2007-12-14,0,73.90
2007-12-21,0,74.08
2007-12-28,0,74.25
2008-01-04,0,72.02
2008-01-11,0,70.18
2008-01-18,0,67.15
2008-01-25,0,65.31
2008-02-01,0,66.05
2008-02-08,0,65.02
2008-02-15,0,66.30
2008-02-22,0,66.21
2008-02-29,0,66.18
2008-03-07,0,65.80
2008-03-14,0,66.74
2008-03-21,0,
2008-03-28,0,69.44
2008-04-04,0,70.60
2008-04-11,0,70.00
2008-04-18,0,67.17
2008-04-25,0,66.55
2008-05-02,0,66.80
2008-05-09,0,65.21
2008-05-16,0,66.75
2008-05-23,0,65.27
2008-05-30,0,66.05
2008-06-06,0,65.37
2008-06-13,0,66.45
2008-06-20,0,63.16
2008-06-27,0,60.49
2008-07-04,0,
2008-07-11,0,63.45
2008-07-18,0,63.67
2008-07-25,0,64.46
2008-08-01,0,64.95
2008-08-08,0,69.63
2008-08-15,0,71.60
2008-08-22,0,71.61
2008-08-29,0,69.77
2008-09-05,0,70.78
2008-09-12,0,73.15
2008-09-19,0,70.36
2008-09-26,0,68.84
2008-10-03,75,71.02
2008-10-10,80,59.56
2008-10-17,0,61.74
2008-10-24,0,58.87
2008-10-31,0,64.54
2008-11-07,0,64.49
2008-11-14,0,63.11
2008-11-21,0,63.09
2008-11-28,0,64.35
2008-12-05,0,62.63
2008-12-12,65,58.94
2008-12-19,0,60.18
2008-12-26,0,60.53
2009-01-02,0,62.80
2009-01-09,0,59.86
2009-01-16,0,57.73
2009-01-23,0,56.00
2009-01-30,0,54.50
2009-02-06,70,54.00
2009-02-13,58,51.09
2009-02-20,58,50.25
2009-02-27,58,48.17
2009-03-06,75,45.71
2009-03-13,58,46.95
2009-03-20,58,45.59
2009-03-27,56,48.57
2009-04-03,58,49.63
2009-04-10,67,
2009-04-17,58,51.66
2009-04-24,58,49.51
2009-05-01,58,49.50
2009-05-08,59,51.57
2009-05-15,59,50.67
2009-05-22,60,53.03
2009-05-29,61,51.94
2009-06-05,0,53.18
2009-06-12,0,52.55
2009-06-19,0,50.64
2009-06-26,0,51.75
2009-07-03,0,
2009-07-10,0,52.22
2009-07-17,79,55.92
2009-07-24,0,55.84
2009-07-31,0,55.51
2009-08-07,0,52.03
2009-08-14,0,52.37
2009-08-21,0,53.58
2009-08-28,0,53.19
2009-09-04,0,52.86
2009-09-11,0,55.64
2009-09-18,0,57.32
2009-09-25,73,58.01
2009-10-02,70,56.75
2009-10-09,76,57.56
2009-10-16,53,57.44
2009-10-23,53,57.64
2009-10-30,53,58.00
2009-11-06,53,61.04
2009-11-13,0,61.61
2009-11-20,0,61.80
2009-11-27,0,62.48
2009-12-04,0,62.60
2009-12-11,0,62.34
2009-12-18,0,61.55
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,60.44
2010-01-15,45,60.82
2010-01-22,76,60.31
2010-01-29,0,61.55
2010-02-05,0,61.30
2010-02-12,0,61.76
2010-02-19,0,63.45
2010-02-26,0,63.28
2010-03-05,0,63.69
2010-03-12,0,63.32
2010-03-19,0,63.84
2010-03-26,61,63.69
2010-04-02,60,
2010-04-09,45,62.73
2010-04-16,46,62.85
2010-04-23,47,63.54
2010-04-30,48,62.16
2010-05-07,48,60.31
2010-05-14,49,62.54
2010-05-21,50,61.85
2010-05-28,51,61.09
2010-06-04,52,60.80
2010-06-11,53,61.01
2010-06-18,59,61.30
2010-06-25,58,59.79
2010-07-02,68,59.38
2010-07-09,78,61.75
2010-07-16,80,61.99
2010-07-23,51,61.91
2010-07-30,54,61.16
2010-08-06,56,60.02
2010-08-13,59,59.82
2010-08-20,68,59.98
2010-08-27,40,59.80
2010-09-03,40,60.29
2010-09-10,40,60.40
2010-09-17,43,60.97
2010-09-24,41,61.64
2010-10-01,41,60.16
2010-10-08,38,61.86
2010-10-15,39,62.76
2010-10-22,41,63.40
2010-10-29,42,63.57
2010-11-05,44,65.00
2010-11-12,36,64.33
2010-11-19,69,64.05
2010-11-26,65,62.13
2010-12-03,42,62.33
2010-12-10,57,63.20
2010-12-17,40,64.81
2010-12-24,40,
2010-12-31,41,64.33
2011-01-07,39,64.50
2011-01-14,44,65.53
2011-01-21,41,65.91
2011-01-28,41,64.20
2011-02-04,41,63.61
2011-02-11,43,64.73
2011-02-18,39,64.30
2011-02-25,46,62.84
2011-03-04,51,62.03
2011-03-11,32,61.49
2011-03-18,32,60.60
2011-03-25,49,60.88
2011-04-01,52,62.08
2011-04-08,39,61.90
2011-04-15,39,64.18
2011-04-22,45,
2011-04-29,44,64.90
2011-05-06,36,65.27
2011-05-13,59,66.86
2011-05-20,42,67.36
2011-05-27,39,66.20
2011-06-03,63,65.43
2011-06-10,52,64.70
2011-06-17,39,64.69
2011-06-24,39,62.59
2011-07-01,39,64.27
2011-07-08,39,64.93
2011-07-15,46,64.83
2011-07-22,39,64.25
2011-07-29,42,61.49
2011-08-05,52,60.59
2011-08-12,41,61.14
2011-08-19,32,60.96
2011-08-26,34,62.57
2011-09-02,33,62.55
2011-09-09,39,61.84
2011-09-16,38,64.33
2011-09-23,38,61.25
2011-09-30,39,63.18
2011-10-07,40,63.91
2011-10-14,31,64.89
2011-10-21,49,66.26
2011-10-28,40,64.73
2011-11-04,31,63.03
2011-11-11,49,63.89
2011-11-18,45,63.24
2011-11-25,62,61.00
2011-12-02,58,64.66
2011-12-09,38,64.97
2011-12-16,47,65.14
2011-12-23,51,66.67
2011-12-30,55,66.71
2012-01-06,61,66.36
2012-01-13,61,65.81
2012-01-20,57,66.23
2012-01-27,39,64.30
2012-02-03,44,62.77
2012-02-10,43,63.88
2012-02-17,26,64.91
2012-02-24,39,66.71
2012-03-02,49,66.67
2012-03-09,47,66.93
2012-03-16,25,67.25
2012-03-23,46,67.43
2012-03-30,44,67.21
2012-04-06,29,
2012-04-13,43,65.81
2012-04-20,38,67.51
2012-04-27,46,64.44
2012-05-04,36,64.28
2012-05-11,42,63.68
2012-05-18,46,63.52
2012-05-25,25,62.49
2012-06-01,25,61.55
2012-06-08,55,62.75
2012-06-15,33,62.88
2012-06-22,38,59.83
2012-06-29,38,61.25
2012-07-06,46,61.28
2012-07-13,40,65.09
2012-07-20,40,64.73
2012-07-27,38,65.09
2012-08-03,49,65.50
2012-08-10,46,66.77
2012-08-17,44,67.00
2012-08-24,44,67.02
2012-08-31,35,67.19
2012-09-07,60,68.52
2012-09-14,63,69.16
2012-09-21,34,69.42
2012-09-28,43,69.36
2012-10-05,36,69.63
2012-10-12,42,67.94
2012-10-19,71,68.57
2012-10-26,51,69.44
2012-11-02,43,69.19
2012-11-09,41,67.01
2012-11-16,46,66.82
2012-11-23,55,69.59
2012-11-30,51,69.83
2012-12-07,46,70.29
2012-12-14,67,69.93
2012-12-21,52,68.72
2012-12-28,52,67.15
2013-01-04,60,69.09
2013-01-11,40,69.22
2013-01-18,48,69.94
2013-01-25,49,73.25
2013-02-01,42,75.92
2013-02-08,42,75.75
2013-02-15,59,76.54
2013-02-22,49,76.99
2013-03-01,41,76.49
2013-03-08,56,77.18
2013-03-15,72,76.34
2013-03-22,46,77.27
2013-03-29,50,
2013-04-05,43,78.23
2013-04-12,49,80.08
2013-04-19,39,81.43
2013-04-26,61,77.10
2013-05-03,56,78.19
2013-05-10,49,78.76
2013-05-17,51,80.02
2013-05-24,50,81.88
2013-05-31,49,76.76
2013-06-07,41,77.75
2013-06-14,39,78.03
2013-06-21,49,77.43
2013-06-28,37,76.99
2013-07-05,44,78.34
2013-07-12,63,81.55
2013-07-19,53,81.37
2013-07-26,60,80.39
2013-08-02,60,81.29
2013-08-09,77,81.64
2013-08-16,48,79.90
2013-08-23,53,80.01
2013-08-30,26,77.89
2013-09-06,41,77.15
2013-09-13,72,79.05
2013-09-20,63,79.39
2013-09-27,35,77.21
2013-10-04,50,76.02
2013-10-11,45,78.48
2013-10-18,53,79.41
2013-10-25,39,80.00
2013-11-01,57,81.15
2013-11-08,34,82.51
2013-11-15,48,84.84
2013-11-22,41,84.95
2013-11-29,53,84.22
2013-12-06,55,84.52
2013-12-13,62,82.37
2013-12-20,46,81.84
2013-12-27,80,82.01
2014-01-03,55,80.45
2014-01-10,53,80.30
2014-01-17,51,79.88
2014-01-24,59,79.18
2014-01-31,44,76.62
2014-02-07,59,77.31
2014-02-14,72,79.40
2014-02-21,55,77.97
2014-02-28,62,78.66
2014-03-07,46,78.38
2014-03-14,89,78.98
2014-03-21,55,77.88
2014-03-28,47,79.76
2014-04-04,40,79.77
2014-04-11,48,80.76
2014-04-18,30,
2014-04-25,67,81.41
2014-05-02,100,
