Date,DIS,Price
2004-01-09,56,
2004-01-16,61,
2004-01-23,58,
2004-01-30,55,
2004-02-06,54,23.35
2004-02-13,56,26.92
2004-02-20,51,26.55
2004-02-27,59,26.53
2004-03-05,63,26.48
2004-03-12,52,26.10
2004-03-19,63,25.39
2004-03-26,57,25.10
2004-04-02,55,25.95
2004-04-09,52,
2004-04-16,53,24.90
2004-04-23,58,24.65
2004-04-30,55,23.03
2004-05-07,61,22.45
2004-05-14,49,23.24
2004-05-21,53,22.68
2004-05-28,55,23.47
2004-06-04,53,24.06
2004-06-11,52,
2004-06-18,50,25.02
2004-06-25,47,25.18
2004-07-02,55,25.27
2004-07-09,56,24.60
2004-07-16,58,23.45
2004-07-23,61,22.96
2004-07-30,65,23.09
2004-08-06,53,21.99
2004-08-13,53,20.89
2004-08-20,53,22.44
2004-08-27,52,22.66
2004-09-03,56,22.37
2004-09-10,53,23.16
2004-09-17,58,23.42
2004-09-24,54,23.46
2004-10-01,55,23.08
2004-10-08,58,24.85
2004-10-15,55,24.91
2004-10-22,58,24.62
2004-10-29,54,25.22
2004-11-05,61,26.43
2004-11-12,58,26.80
2004-11-19,57,26.66
2004-11-26,55,27.12
2004-12-03,54,27.37
2004-12-10,53,27.63
2004-12-17,55,27.37
2004-12-24,54,
2004-12-31,51,27.80
2005-01-07,56,27.17
2005-01-14,60,28.30
2005-01-21,55,28.15
2005-01-28,54,28.23
2005-02-04,57,29.31
2005-02-11,62,29.34
2005-02-18,59,29.06
2005-02-25,59,27.89
2005-03-04,60,28.88
2005-03-11,66,27.59
2005-03-18,63,28.09
2005-03-25,58,
2005-04-01,57,28.58
2005-04-08,64,28.40
2005-04-15,63,27.37
2005-04-22,54,27.30
2005-04-29,67,26.40
2005-05-06,61,26.89
2005-05-13,62,27.00
2005-05-20,54,27.83
2005-05-27,55,27.88
2005-06-03,51,27.32
2005-06-10,59,27.52
2005-06-17,58,26.70
2005-06-24,58,26.04
2005-07-01,57,25.09
2005-07-08,53,25.00
2005-07-15,60,26.38
2005-07-22,56,25.83
2005-07-29,57,25.64
2005-08-05,57,25.48
2005-08-12,56,25.76
2005-08-19,54,25.97
2005-08-26,59,25.33
2005-09-02,61,24.76
2005-09-09,52,25.04
2005-09-16,59,24.11
2005-09-23,55,23.22
2005-09-30,58,24.13
2005-10-07,57,24.10
2005-10-14,57,23.39
2005-10-21,59,22.98
2005-10-28,57,23.82
2005-11-04,61,24.81
2005-11-11,62,25.86
2005-11-18,62,25.20
2005-11-25,58,25.05
2005-12-02,56,24.88
2005-12-09,54,25.19
2005-12-16,53,24.70
2005-12-23,60,24.27
2005-12-30,50,23.97
2006-01-06,57,24.74
2006-01-13,66,25.70
2006-01-20,68,25.72
2006-01-27,73,25.08
2006-02-03,63,25.01
2006-02-10,65,26.68
2006-02-17,60,26.91
2006-02-24,58,27.98
2006-03-03,60,28.22
2006-03-10,63,28.16
2006-03-17,61,28.64
2006-03-24,64,27.45
2006-03-31,62,27.89
2006-04-07,63,27.53
2006-04-14,63,
2006-04-21,63,27.02
2006-04-28,61,27.96
2006-05-05,59,29.09
2006-05-12,62,29.90
2006-05-19,64,30.15
2006-05-26,62,30.51
2006-06-02,59,30.62
2006-06-09,60,29.33
2006-06-16,59,29.45
2006-06-23,58,29.12
2006-06-30,60,30.00
2006-07-07,63,29.83
2006-07-14,58,28.49
2006-07-21,56,28.47
2006-07-28,60,29.70
2006-08-04,61,29.90
2006-08-11,53,29.43
2006-08-18,58,29.91
2006-08-25,60,28.95
2006-09-01,57,29.89
2006-09-08,61,29.58
2006-09-15,62,30.31
2006-09-22,62,30.08
2006-09-29,62,30.91
2006-10-06,63,31.34
2006-10-13,55,31.11
2006-10-20,62,31.45
2006-10-27,62,31.73
2006-11-03,90,31.89
2006-11-10,86,32.40
2006-11-17,79,32.94
2006-11-24,75,32.91
2006-12-01,72,33.09
2006-12-08,69,34.39
2006-12-15,66,34.30
2006-12-22,64,34.16
2006-12-29,63,34.27
2007-01-05,65,34.19
2007-01-12,71,35.21
2007-01-19,65,35.50
2007-01-26,69,34.55
2007-02-02,66,35.18
2007-02-09,67,34.36
2007-02-16,68,34.89
2007-02-23,65,35.14
2007-03-02,77,33.95
2007-03-09,72,34.37
2007-03-16,72,33.61
2007-03-23,75,34.99
2007-03-30,67,34.43
2007-04-06,64,
2007-04-13,66,34.72
2007-04-20,72,35.28
2007-04-27,66,34.98
2007-05-04,67,35.85
2007-05-11,76,36.07
2007-05-18,69,36.02
2007-05-25,68,36.03
2007-06-01,68,35.24
2007-06-08,74,34.20
2007-06-15,76,34.40
2007-06-22,70,34.14
2007-06-29,70,34.14
2007-07-06,73,34.49
2007-07-13,62,34.37
2007-07-20,66,34.34
2007-07-27,63,33.74
2007-08-03,66,33.90
2007-08-10,66,33.16
2007-08-17,63,32.68
2007-08-24,66,33.87
2007-08-31,64,33.60
2007-09-07,68,33.59
2007-09-14,64,33.56
2007-09-21,65,34.60
2007-09-28,63,34.39
2007-10-05,67,35.47
2007-10-12,68,35.47
2007-10-19,67,33.81
2007-10-26,68,34.38
2007-11-02,73,33.92
2007-11-09,67,32.74
2007-11-16,66,32.53
2007-11-23,71,31.84
2007-11-30,69,33.15
2007-12-07,66,32.79
2007-12-14,67,33.01
2007-12-21,64,32.94
2007-12-28,61,32.42
2008-01-04,68,31.13
2008-01-11,66,30.32
2008-01-18,75,28.51
2008-01-25,76,28.68
2008-02-01,74,30.66
2008-02-08,81,32.12
2008-02-15,78,32.49
2008-02-22,74,32.57
2008-02-29,74,32.41
2008-03-07,80,30.76
2008-03-14,73,30.78
2008-03-21,74,
2008-03-28,73,31.00
2008-04-04,77,31.24
2008-04-11,83,30.18
2008-04-18,78,31.33
2008-04-25,81,32.36
2008-05-02,79,33.49
2008-05-09,82,34.30
2008-05-16,78,34.91
2008-05-23,74,33.23
2008-05-30,76,33.60
2008-06-06,76,33.01
2008-06-13,78,33.93
2008-06-20,76,31.94
2008-06-27,80,31.57
2008-07-04,72,
2008-07-11,68,29.20
2008-07-18,67,30.90
2008-07-25,70,31.10
2008-08-01,68,30.08
2008-08-08,70,32.03
2008-08-15,73,32.50
2008-08-22,71,32.20
2008-08-29,70,32.35
2008-09-05,73,31.36
2008-09-12,70,33.26
2008-09-19,69,34.39
2008-09-26,69,32.75
2008-10-03,71,29.54
2008-10-10,73,23.04
2008-10-17,73,24.75
2008-10-24,70,22.61
2008-10-31,69,25.91
2008-11-07,72,23.36
2008-11-14,71,21.08
2008-11-21,70,21.12
2008-11-28,72,22.52
2008-12-05,67,22.77
2008-12-12,70,22.61
2008-12-19,71,22.43
2008-12-26,63,22.18
2009-01-02,62,23.92
2009-01-09,64,22.31
2009-01-16,72,21.46
2009-01-23,67,20.61
2009-01-30,71,20.68
2009-02-06,72,19.45
2009-02-13,74,18.52
2009-02-20,73,17.53
2009-02-27,77,16.77
2009-03-06,79,15.83
2009-03-13,77,17.13
2009-03-20,76,17.45
2009-03-27,81,18.59
2009-04-03,80,20.00
2009-04-10,73,
2009-04-17,69,20.38
2009-04-24,71,20.26
2009-05-01,72,21.94
2009-05-08,73,25.46
2009-05-15,77,23.41
2009-05-22,72,23.70
2009-05-29,71,24.22
2009-06-05,71,24.95
2009-06-12,72,25.06
2009-06-19,73,23.53
2009-06-26,69,23.43
2009-07-03,66,
2009-07-10,68,22.41
2009-07-17,66,24.51
2009-07-24,65,26.58
2009-07-31,68,25.12
2009-08-07,71,26.69
2009-08-14,75,25.86
2009-08-21,70,26.79
2009-08-28,71,26.84
2009-09-04,68,25.90
2009-09-11,68,28.42
2009-09-18,67,28.44
2009-09-25,65,27.62
2009-10-02,66,27.21
2009-10-09,71,28.64
2009-10-16,69,29.40
2009-10-23,69,28.89
2009-10-30,68,27.37
2009-11-06,67,28.56
2009-11-13,69,30.44
2009-11-20,65,30.01
2009-11-27,67,30.35
2009-12-04,67,30.84
2009-12-11,67,31.70
2009-12-18,64,31.95
2009-12-25,62,
2010-01-01,58,
2010-01-08,63,31.88
2010-01-15,67,30.60
2010-01-22,65,29.98
2010-01-29,63,29.55
2010-02-05,67,29.54
2010-02-12,68,30.07
2010-02-19,65,31.23
2010-02-26,66,31.24
2010-03-05,67,33.22
2010-03-12,71,33.69
2010-03-19,68,33.64
2010-03-26,68,35.31
2010-04-02,68,
2010-04-09,67,36.22
2010-04-16,70,35.83
2010-04-23,68,36.79
2010-04-30,70,36.84
2010-05-07,72,33.41
2010-05-14,69,34.06
2010-05-21,64,32.87
2010-05-28,67,33.42
2010-06-04,64,33.69
2010-06-11,62,34.24
2010-06-18,68,35.15
2010-06-25,65,33.48
2010-07-02,62,31.38
2010-07-09,63,33.75
2010-07-16,66,33.03
2010-07-23,65,34.13
2010-07-30,66,33.69
2010-08-06,66,35.00
2010-08-13,69,33.68
2010-08-20,70,33.05
2010-08-27,66,32.78
2010-09-03,63,34.67
2010-09-10,69,34.15
2010-09-17,71,34.56
2010-09-24,76,33.58
2010-10-01,74,33.34
2010-10-08,77,34.51
2010-10-15,75,34.88
2010-10-22,100,34.97
2010-10-29,78,36.13
2010-11-05,79,37.20
2010-11-12,74,37.75
2010-11-19,76,37.01
2010-11-26,76,36.70
2010-12-03,79,37.59
2010-12-10,78,36.66
2010-12-17,77,37.05
2010-12-24,75,
2010-12-31,75,37.51
2011-01-07,78,39.45
2011-01-14,77,39.29
2011-01-21,80,39.74
2011-01-28,82,38.85
2011-02-04,80,40.71
2011-02-11,83,43.41
2011-02-18,79,43.56
2011-02-25,80,42.95
2011-03-04,75,43.55
2011-03-11,76,42.93
2011-03-18,75,41.23
2011-03-25,73,42.97
2011-04-01,74,42.85
2011-04-08,76,41.76
2011-04-15,76,41.52
2011-04-22,72,
2011-04-29,72,43.10
2011-05-06,73,43.06
2011-05-13,75,41.52
2011-05-20,79,41.50
2011-05-27,74,41.52
2011-06-03,73,39.38
2011-06-10,81,38.50
2011-06-17,74,38.04
2011-06-24,73,37.58
2011-07-01,74,39.72
2011-07-08,68,39.91
2011-07-15,71,39.27
2011-07-22,76,40.65
2011-07-29,76,38.62
2011-08-05,76,35.18
2011-08-12,79,33.09
2011-08-19,79,31.85
2011-08-26,82,32.40
2011-09-02,85,32.46
2011-09-09,84,31.04
2011-09-16,83,32.91
2011-09-23,84,29.83
2011-09-30,83,30.16
2011-10-07,79,31.70
2011-10-14,82,34.47
2011-10-21,84,35.16
2011-10-28,83,36.21
2011-11-04,81,34.76
2011-11-11,84,36.70
2011-11-18,83,35.63
2011-11-25,87,33.51
2011-12-02,98,36.61
2011-12-09,93,36.56
2011-12-16,87,35.32
2011-12-23,85,37.70
2011-12-30,83,37.50
2012-01-06,82,39.91
2012-01-13,82,38.40
2012-01-20,83,39.31
2012-01-27,83,39.25
2012-02-03,82,40.00
2012-02-10,84,41.45
2012-02-17,83,41.75
2012-02-24,81,41.31
2012-03-02,82,42.36
2012-03-09,87,42.24
2012-03-16,81,43.19
2012-03-23,82,43.65
2012-03-30,79,43.78
2012-04-06,76,
2012-04-13,76,41.85
2012-04-20,75,42.35
2012-04-27,77,43.35
2012-05-04,75,42.93
2012-05-11,78,45.56
2012-05-18,74,43.81
2012-05-25,76,44.50
2012-06-01,75,44.40
2012-06-08,73,46.24
2012-06-15,74,47.09
2012-06-22,75,47.47
2012-06-29,73,48.50
2012-07-06,71,48.04
2012-07-13,71,48.19
2012-07-20,75,48.59
2012-07-27,73,49.94
2012-08-03,74,49.77
2012-08-10,74,49.65
2012-08-17,73,50.46
2012-08-24,75,49.56
2012-08-31,82,49.47
2012-09-07,76,51.74
2012-09-14,77,52.35
2012-09-21,75,52.74
2012-09-28,75,52.28
2012-10-05,75,52.97
2012-10-12,76,50.59
2012-10-19,100,51.90
2012-10-26,75,50.08
2012-11-02,74,49.86
2012-11-09,80,47.06
2012-11-16,75,47.42
2012-11-23,77,49.26
2012-11-30,75,49.66
2012-12-07,84,49.24
2012-12-14,77,48.67
2012-12-21,75,50.00
2012-12-28,73,49.15
2013-01-04,73,52.19
2013-01-11,72,50.58
2013-01-18,75,52.34
2013-01-25,77,54.38
2013-02-01,80,54.59
2013-02-08,78,54.66
2013-02-15,76,55.61
2013-02-22,76,54.25
2013-03-01,76,55.33
2013-03-08,77,57.39
2013-03-15,77,57.58
2013-03-22,76,56.78
2013-03-29,72,
2013-04-05,74,57.70
2013-04-12,75,60.55
2013-04-19,77,61.56
2013-04-26,76,61.87
2013-05-03,77,64.80
2013-05-10,79,67.20
2013-05-17,77,66.58
2013-05-24,79,65.49
2013-05-31,76,63.08
2013-06-07,73,64.85
2013-06-14,76,63.80
2013-06-21,76,62.73
2013-06-28,74,63.15
2013-07-05,73,63.82
2013-07-12,73,66.98
2013-07-19,77,65.16
2013-07-26,75,64.98
2013-08-02,72,66.51
2013-08-09,72,64.73
2013-08-16,74,62.17
2013-08-23,71,61.73
2013-08-30,72,60.83
2013-09-06,72,61.39
2013-09-13,74,66.69
2013-09-20,72,65.01
2013-09-27,74,65.19
2013-10-04,74,65.30
2013-10-11,73,66.21
2013-10-18,74,67.15
2013-10-25,74,69.26
2013-11-01,83,69.01
2013-11-08,75,68.58
2013-11-15,76,70.00
2013-11-22,78,70.20
2013-11-29,78,70.54
2013-12-06,77,71.46
2013-12-13,76,69.62
2013-12-20,74,72.40
2013-12-27,72,74.35
2014-01-03,72,76.11
2014-01-10,75,75.39
2014-01-17,76,73.98
2014-01-24,78,72.72
2014-01-31,77,72.61
2014-02-07,75,75.67
2014-02-14,77,79.23
2014-02-21,75,80.13
2014-02-28,78,80.81
2014-03-07,79,82.21
2014-03-14,76,80.07
2014-03-21,76,80.35
2014-03-28,78,78.99
2014-04-04,75,80.43
2014-04-11,74,77.01
2014-04-18,77,
2014-04-25,76,78.23
2014-05-02, ,
