Date,sell CAT,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,78.50
2004-02-13,0,77.42
2004-02-20,0,76.82
2004-02-27,0,75.75
2004-03-05,0,76.37
2004-03-12,0,74.93
2004-03-19,0,76.30
2004-03-26,0,77.44
2004-04-02,0,81.20
2004-04-09,0,
2004-04-16,0,81.97
2004-04-23,0,81.96
2004-04-30,0,77.73
2004-05-07,0,77.12
2004-05-14,0,75.69
2004-05-21,0,73.03
2004-05-28,0,75.35
2004-06-04,0,75.50
2004-06-11,0,
2004-06-18,0,74.42
2004-06-25,0,78.15
2004-07-02,0,76.72
2004-07-09,0,77.08
2004-07-16,0,77.81
2004-07-23,0,73.22
2004-07-30,0,73.49
2004-08-06,0,70.25
2004-08-13,0,71.75
2004-08-20,0,72.24
2004-08-27,0,73.70
2004-09-03,0,73.56
2004-09-10,0,75.10
2004-09-17,0,76.12
2004-09-24,0,74.76
2004-10-01,0,80.60
2004-10-08,0,79.50
2004-10-15,0,81.09
2004-10-22,0,77.34
2004-10-29,0,80.54
2004-11-05,0,87.17
2004-11-12,0,89.97
2004-11-19,0,90.18
2004-11-26,0,92.80
2004-12-03,0,90.92
2004-12-10,0,91.62
2004-12-17,0,94.24
2004-12-24,0,
2004-12-31,0,97.51
2005-01-07,0,93.38
2005-01-14,0,93.69
2005-01-21,0,89.23
2005-01-28,0,87.46
2005-02-04,0,91.90
2005-02-11,0,92.78
2005-02-18,0,90.84
2005-02-25,0,94.82
2005-03-04,0,99.96
2005-03-11,0,99.00
2005-03-18,0,96.40
2005-03-25,0,
2005-04-01,0,90.15
2005-04-08,0,90.69
2005-04-15,0,83.46
2005-04-22,0,89.81
2005-04-29,0,88.05
2005-05-06,0,90.16
2005-05-13,0,89.00
2005-05-20,0,93.63
2005-05-27,0,94.31
2005-06-03,0,93.97
2005-06-10,0,97.02
2005-06-17,0,100.20
2005-06-24,0,96.86
2005-07-01,0,95.93
2005-07-08,0,98.70
2005-07-15,0,50.67
2005-07-22,0,52.41
2005-07-29,0,53.91
2005-08-05,0,53.61
2005-08-12,0,54.80
2005-08-19,0,54.82
2005-08-26,0,53.49
2005-09-02,0,58.25
2005-09-09,0,58.86
2005-09-16,0,57.72
2005-09-23,0,58.92
2005-09-30,0,58.75
2005-10-07,0,56.62
2005-10-14,0,54.74
2005-10-21,0,48.92
2005-10-28,0,51.07
2005-11-04,0,53.55
2005-11-11,0,54.87
2005-11-18,0,57.28
2005-11-25,0,57.95
2005-12-02,0,58.81
2005-12-09,0,58.09
2005-12-16,0,59.64
2005-12-23,0,58.51
2005-12-30,0,57.77
2006-01-06,0,60.45
2006-01-13,0,62.33
2006-01-20,0,60.78
2006-01-27,0,67.53
2006-02-03,0,68.13
2006-02-10,0,68.75
2006-02-17,0,72.05
2006-02-24,0,72.70
2006-03-03,0,74.61
2006-03-10,0,70.95
2006-03-17,0,76.23
2006-03-24,0,75.50
2006-03-31,0,71.81
2006-04-07,0,74.92
2006-04-14,0,
2006-04-21,0,77.87
2006-04-28,0,75.74
2006-05-05,0,79.98
2006-05-12,0,77.81
2006-05-19,0,72.78
2006-05-26,0,74.42
2006-06-02,0,72.81
2006-06-09,0,67.52
2006-06-16,0,70.55
2006-06-23,0,72.14
2006-06-30,0,74.48
2006-07-07,0,72.58
2006-07-14,0,69.19
2006-07-21,0,68.35
2006-07-28,0,71.21
2006-08-04,0,73.10
2006-08-11,0,67.03
2006-08-18,0,68.31
2006-08-25,0,65.99
2006-09-01,0,67.27
2006-09-08,0,67.32
2006-09-15,0,65.43
2006-09-22,0,62.77
2006-09-29,0,65.80
2006-10-06,0,68.05
2006-10-13,0,69.08
2006-10-20,0,59.00
2006-10-27,0,61.27
2006-11-03,0,60.43
2006-11-10,0,59.60
2006-11-17,0,60.94
2006-11-24,0,62.87
2006-12-01,0,61.19
2006-12-08,0,63.40
2006-12-15,0,61.82
2006-12-22,0,60.59
2006-12-29,0,61.33
2007-01-05,0,60.22
2007-01-12,0,59.74
2007-01-19,77,59.37
2007-01-26,0,61.09
2007-02-02,0,65.25
2007-02-09,0,64.80
2007-02-16,0,67.67
2007-02-23,0,67.26
2007-03-02,0,63.04
2007-03-09,0,64.40
2007-03-16,0,63.16
2007-03-23,0,66.88
2007-03-30,0,67.03
2007-04-06,0,
2007-04-13,74,66.79
2007-04-20,0,71.82
2007-04-27,0,73.76
2007-05-04,0,73.10
2007-05-11,0,74.88
2007-05-18,0,74.77
2007-05-25,0,75.71
2007-06-01,0,78.14
2007-06-08,0,78.52
2007-06-15,0,81.11
2007-06-22,0,80.90
2007-06-29,91,78.30
2007-07-06,74,78.81
2007-07-13,74,85.13
2007-07-20,74,83.20
2007-07-27,76,76.02
2007-08-03,77,78.96
2007-08-10,78,77.55
2007-08-17,80,72.64
2007-08-24,59,76.32
2007-08-31,59,75.77
2007-09-07,59,73.44
2007-09-14,59,73.16
2007-09-21,59,78.16
2007-09-28,64,78.43
2007-10-05,88,80.33
2007-10-12,56,80.30
2007-10-19,56,73.57
2007-10-26,55,75.04
2007-11-02,63,74.76
2007-11-09,54,70.41
2007-11-16,52,69.44
2007-11-23,52,68.63
2007-11-30,52,71.90
2007-12-07,52,74.20
2007-12-14,64,73.39
2007-12-21,77,72.73
2007-12-28,89,73.16
2008-01-04,92,68.53
2008-01-11,67,66.01
2008-01-18,71,62.81
2008-01-25,75,65.93
2008-02-01,75,71.76
2008-02-08,54,68.01
2008-02-15,54,69.95
2008-02-22,54,71.18
2008-02-29,48,72.33
2008-03-07,67,69.84
2008-03-14,81,74.79
2008-03-21,66,
2008-03-28,66,77.09
2008-04-04,66,77.83
2008-04-11,71,74.80
2008-04-18,85,85.28
2008-04-25,48,82.25
2008-05-02,51,82.80
2008-05-09,53,81.76
2008-05-16,56,83.70
2008-05-23,58,81.55
2008-05-30,61,82.64
2008-06-06,61,79.99
2008-06-13,62,81.50
2008-06-20,62,79.08
2008-06-27,48,73.75
2008-07-04,48,
2008-07-11,48,69.81
2008-07-18,48,70.89
2008-07-25,73,70.48
2008-08-01,77,68.14
2008-08-08,72,70.90
2008-08-15,58,70.35
2008-08-22,47,70.27
2008-08-29,48,70.73
2008-09-05,50,64.07
2008-09-12,51,65.46
2008-09-19,60,66.49
2008-09-26,50,64.13
2008-10-03,50,51.21
2008-10-10,50,43.13
2008-10-17,49,39.32
2008-10-24,61,33.30
2008-10-31,54,38.20
2008-11-07,54,38.45
2008-11-14,55,36.96
2008-11-21,55,34.67
2008-11-28,64,40.99
2008-12-05,78,38.26
2008-12-12,84,42.08
2008-12-19,64,42.69
2008-12-26,73,42.72
2009-01-02,52,46.91
2009-01-09,38,43.20
2009-01-16,72,39.55
2009-01-23,41,35.66
2009-01-30,55,30.85
2009-02-06,80,33.28
2009-02-13,51,30.94
2009-02-20,66,26.66
2009-02-27,59,24.61
2009-03-06,68,23.23
2009-03-13,60,26.78
2009-03-20,46,27.07
2009-03-27,46,30.35
2009-04-03,54,32.15
2009-04-10,49,
2009-04-17,81,32.29
2009-04-24,53,33.63
2009-05-01,46,37.26
2009-05-08,46,39.64
2009-05-15,59,35.74
2009-05-22,41,34.31
2009-05-29,41,35.46
2009-06-05,45,38.47
2009-06-12,38,37.73
2009-06-19,51,33.65
2009-06-26,64,34.56
2009-07-03,45,
2009-07-10,52,30.53
2009-07-17,67,33.99
2009-07-24,77,42.00
2009-07-31,39,44.06
2009-08-07,71,47.78
2009-08-14,39,46.00
2009-08-21,52,47.30
2009-08-28,40,46.71
2009-09-04,62,46.11
2009-09-11,52,48.53
2009-09-18,51,53.42
2009-09-25,73,51.20
2009-10-02,50,48.83
2009-10-09,66,53.64
2009-10-16,34,54.57
2009-10-23,51,57.60
2009-10-30,48,55.06
2009-11-06,63,57.60
2009-11-13,53,58.78
2009-11-20,41,57.95
2009-11-27,43,57.45
2009-12-04,35,58.30
2009-12-11,50,57.51
2009-12-18,51,57.19
2009-12-25,52,
2010-01-01,62,
2010-01-08,78,60.34
2010-01-15,53,60.12
2010-01-22,39,54.25
2010-01-29,43,52.24
2010-02-05,46,51.75
2010-02-12,76,56.20
2010-02-19,58,58.25
2010-02-26,56,57.05
2010-03-05,57,59.23
2010-03-12,48,60.36
2010-03-19,40,59.37
2010-03-26,59,62.44
2010-04-02,54,
2010-04-09,59,65.27
2010-04-16,43,66.88
2010-04-23,59,68.78
2010-04-30,66,68.09
2010-05-07,68,62.10
2010-05-14,50,64.88
2010-05-21,67,60.09
2010-05-28,47,60.76
2010-06-04,59,57.76
2010-06-11,66,60.23
2010-06-18,53,65.85
2010-06-25,50,64.71
2010-07-02,67,59.18
2010-07-09,64,64.72
2010-07-16,79,63.94
2010-07-23,56,69.31
2010-07-30,68,69.75
2010-08-06,61,71.56
2010-08-13,65,68.01
2010-08-20,76,68.86
2010-08-27,63,65.90
2010-09-03,47,70.08
2010-09-10,27,71.26
2010-09-17,50,73.18
2010-09-24,74,79.73
2010-10-01,61,78.22
2010-10-08,47,80.37
2010-10-15,56,79.75
2010-10-22,53,78.33
2010-10-29,70,78.60
2010-11-05,66,83.54
2010-11-12,40,81.04
2010-11-19,68,83.97
2010-11-26,34,84.13
2010-12-03,84,89.38
2010-12-10,42,89.94
2010-12-17,53,92.59
2010-12-24,47,
2010-12-31,46,93.66
2011-01-07,67,93.73
2011-01-14,74,94.01
2011-01-21,48,92.75
2011-01-28,54,95.68
2011-02-04,51,99.59
2011-02-11,49,103.54
2011-02-18,49,105.86
2011-02-25,48,102.00
2011-03-04,52,103.04
2011-03-11,49,100.02
2011-03-18,48,105.06
2011-03-25,40,109.09
2011-04-01,46,113.12
2011-04-08,58,109.82
2011-04-15,59,107.21
2011-04-22,73,
2011-04-29,61,115.41
2011-05-06,55,110.34
2011-05-13,73,106.33
2011-05-20,50,104.33
2011-05-27,69,104.60
2011-06-03,50,101.10
2011-06-10,70,96.79
2011-06-17,58,95.95
2011-06-24,64,100.01
2011-07-01,55,108.62
2011-07-08,53,110.41
2011-07-15,68,109.36
2011-07-22,66,105.15
2011-07-29,73,98.79
2011-08-05,58,90.99
2011-08-12,54,89.81
2011-08-19,62,79.97
2011-08-26,59,85.16
2011-09-02,66,85.38
2011-09-09,50,83.96
2011-09-16,61,85.90
2011-09-23,68,73.86
2011-09-30,68,73.84
2011-10-07,56,75.52
2011-10-14,68,84.09
2011-10-21,50,87.39
2011-10-28,73,96.85
2011-11-04,53,95.74
2011-11-11,58,96.13
2011-11-18,69,93.93
2011-11-25,65,86.72
2011-12-02,57,96.29
2011-12-09,39,95.97
2011-12-16,64,87.20
2011-12-23,68,92.25
2011-12-30,67,90.60
2012-01-06,70,95.76
2012-01-13,62,102.48
2012-01-20,55,105.64
2012-01-27,50,111.28
2012-02-03,52,113.94
2012-02-10,67,111.75
2012-02-17,73,113.95
2012-02-24,78,116.00
2012-03-02,76,112.49
2012-03-09,63,110.22
2012-03-16,59,113.58
2012-03-23,62,107.83
2012-03-30,65,106.52
2012-04-06,64,
2012-04-13,56,105.89
2012-04-20,52,107.73
2012-04-27,68,104.56
2012-05-04,58,98.44
2012-05-11,70,95.50
2012-05-18,55,88.68
2012-05-25,57,89.94
2012-06-01,64,85.52
2012-06-08,56,87.60
2012-06-15,51,86.93
2012-06-22,46,84.96
2012-06-29,55,84.91
2012-07-06,38,84.61
2012-07-13,80,82.07
2012-07-20,59,80.95
2012-07-27,62,86.16
2012-08-03,66,85.02
2012-08-10,84,88.94
2012-08-17,62,90.01
2012-08-24,74,87.47
2012-08-31,89,85.33
2012-09-07,63,88.10
2012-09-14,59,93.17
2012-09-21,75,91.72
2012-09-28,58,86.04
2012-10-05,70,85.43
2012-10-12,62,82.82
2012-10-19,74,83.86
2012-10-26,89,84.25
2012-11-02,77,85.79
2012-11-09,62,84.95
2012-11-16,62,81.93
2012-11-23,63,84.16
2012-11-30,49,85.24
2012-12-07,67,86.99
2012-12-14,78,89.00
2012-12-21,94,87.90
2012-12-28,78,86.81
2013-01-04,55,94.92
2013-01-11,62,95.19
2013-01-18,57,97.62
2013-01-25,71,95.58
2013-02-01,71,99.49
2013-02-08,60,96.85
2013-02-15,45,95.61
2013-02-22,48,91.54
2013-03-01,46,91.36
2013-03-08,60,90.51
2013-03-15,62,88.83
2013-03-22,51,87.48
2013-03-29,60,
2013-04-05,74,84.60
2013-04-12,72,85.05
2013-04-19,61,80.43
2013-04-26,72,84.68
2013-05-03,69,86.98
2013-05-10,65,88.62
2013-05-17,56,87.67
2013-05-24,60,86.21
2013-05-31,72,85.80
2013-06-07,68,84.65
2013-06-14,44,83.87
2013-06-21,64,83.12
2013-06-28,64,82.49
2013-07-05,73,82.14
2013-07-12,62,87.17
2013-07-19,82,85.65
2013-07-26,79,82.06
2013-08-02,100,84.30
2013-08-09,79,84.51
2013-08-16,62,85.16
2013-08-23,83,83.89
2013-08-30,89,82.54
2013-09-06,80,83.39
2013-09-13,84,87.01
2013-09-20,71,84.75
2013-09-27,63,83.80
2013-10-04,59,84.20
2013-10-11,60,85.61
2013-10-18,75,87.34
2013-10-25,72,84.77
2013-11-01,91,83.59
2013-11-08,57,84.24
2013-11-15,72,83.74
2013-11-22,81,82.88
2013-11-29,63,84.60
2013-12-06,55,85.50
2013-12-13,69,86.05
2013-12-20,85,88.93
2013-12-27,74,90.87
2014-01-03,63,89.82
2014-01-10,74,90.51
2014-01-17,86,91.44
2014-01-24,72,86.17
2014-01-31,79,93.91
2014-02-07,61,94.87
2014-02-14,76,96.55
2014-02-21,71,97.50
2014-02-28,66,96.97
2014-03-07,70,97.05
2014-03-14,77,95.39
2014-03-21,58,97.39
2014-03-28,57,99.39
2014-04-04,76,102.17
2014-04-11,53,101.45
2014-04-18,73,
2014-04-25,79,104.69
2014-05-02, ,
