Date,NKE,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,71.06
2004-02-13,0,72.32
2004-02-20,0,71.66
2004-02-27,0,73.25
2004-03-05,0,74.83
2004-03-12,0,74.80
2004-03-19,67,76.87
2004-03-26,60,76.25
2004-04-02,60,76.64
2004-04-09,60,
2004-04-16,60,75.91
2004-04-23,60,75.17
2004-04-30,60,71.95
2004-05-07,60,66.57
2004-05-14,48,67.69
2004-05-21,51,67.48
2004-05-28,54,71.15
2004-06-04,56,69.28
2004-06-11,59,
2004-06-18,51,71.62
2004-06-25,51,75.31
2004-07-02,51,75.31
2004-07-09,51,74.49
2004-07-16,0,73.50
2004-07-23,0,70.27
2004-07-30,0,72.71
2004-08-06,0,69.31
2004-08-13,0,69.69
2004-08-20,49,74.26
2004-08-27,57,75.95
2004-09-03,65,76.81
2004-09-10,73,75.65
2004-09-17,43,76.56
2004-09-24,46,79.70
2004-10-01,46,79.88
2004-10-08,47,79.09
2004-10-15,52,78.10
2004-10-22,57,79.11
2004-10-29,0,81.31
2004-11-05,0,86.12
2004-11-12,0,86.40
2004-11-19,0,82.50
2004-11-26,0,85.09
2004-12-03,66,86.72
2004-12-10,89,87.00
2004-12-17,51,91.70
2004-12-24,53,
2004-12-31,54,90.69
2005-01-07,46,87.70
2005-01-14,47,88.95
2005-01-21,40,86.30
2005-01-28,53,86.49
2005-02-04,57,87.04
2005-02-11,61,84.65
2005-02-18,42,85.51
2005-02-25,50,87.25
2005-03-04,59,87.60
2005-03-11,50,86.60
2005-03-18,40,85.40
2005-03-25,84,
2005-04-01,32,83.00
2005-04-08,49,82.31
2005-04-15,72,75.86
2005-04-22,65,77.82
2005-04-29,35,76.81
2005-05-06,50,77.78
2005-05-13,50,76.45
2005-05-20,57,82.09
2005-05-27,69,82.43
2005-06-03,54,83.75
2005-06-10,49,85.96
2005-06-17,49,88.38
2005-06-24,49,89.35
2005-07-01,55,86.01
2005-07-08,33,86.24
2005-07-15,58,88.50
2005-07-22,42,86.63
2005-07-29,58,83.80
2005-08-05,49,85.03
2005-08-12,57,81.58
2005-08-19,51,80.34
2005-08-26,57,79.72
2005-09-02,54,77.02
2005-09-09,74,78.52
2005-09-16,42,78.46
2005-09-23,65,81.27
2005-09-30,52,81.68
2005-10-07,68,82.77
2005-10-14,52,81.70
2005-10-21,92,83.48
2005-10-28,45,82.80
2005-11-04,50,87.80
2005-11-11,48,86.92
2005-11-18,71,87.70
2005-11-25,44,88.21
2005-12-02,64,87.60
2005-12-09,65,85.90
2005-12-16,70,88.50
2005-12-23,64,87.00
2005-12-30,57,86.79
2006-01-06,64,85.80
2006-01-13,49,86.20
2006-01-20,43,84.20
2006-01-27,75,83.15
2006-02-03,52,83.69
2006-02-10,75,84.47
2006-02-17,70,84.90
2006-02-24,80,87.20
2006-03-03,70,86.30
2006-03-10,63,84.99
2006-03-17,57,85.42
2006-03-24,70,85.96
2006-03-31,40,85.10
2006-04-07,86,83.63
2006-04-14,73,
2006-04-21,69,83.02
2006-04-28,100,81.84
2006-05-05,62,81.55
2006-05-12,96,81.50
2006-05-19,90,78.70
2006-05-26,88,81.01
2006-06-02,81,81.79
2006-06-09,86,81.13
2006-06-16,67,83.15
2006-06-23,83,84.36
2006-06-30,75,81.00
2006-07-07,52,79.08
2006-07-14,52,78.58
2006-07-21,78,80.06
2006-07-28,67,79.90
2006-08-04,59,78.67
2006-08-11,55,76.51
2006-08-18,43,76.71
2006-08-25,54,76.77
2006-09-01,73,81.14
2006-09-08,66,82.05
2006-09-15,49,82.97
2006-09-22,83,86.36
2006-09-29,52,87.62
2006-10-06,71,88.15
2006-10-13,58,89.60
2006-10-20,46,88.60
2006-10-27,71,91.86
2006-11-03,46,92.57
2006-11-10,64,94.07
2006-11-17,89,95.58
2006-11-24,66,96.73
2006-12-01,54,97.60
2006-12-08,56,97.04
2006-12-15,43,96.05
2006-12-22,81,99.94
2006-12-29,62,99.03
2007-01-05,42,98.83
2007-01-12,41,99.76
2007-01-19,63,99.94
2007-01-26,44,95.20
2007-02-02,68,100.20
2007-02-09,50,103.60
2007-02-16,57,106.30
2007-02-23,65,108.04
2007-03-02,57,103.86
2007-03-09,77,105.85
2007-03-16,76,107.47
2007-03-23,77,109.05
2007-03-30,63,106.26
2007-04-06,61,
2007-04-13,70,53.65
2007-04-20,54,53.53
2007-04-27,65,54.12
2007-05-04,62,53.29
2007-05-11,83,53.03
2007-05-18,48,53.25
2007-05-25,41,54.28
2007-06-01,51,56.69
2007-06-08,48,52.96
2007-06-15,46,53.42
2007-06-22,52,52.95
2007-06-29,73,58.29
2007-07-06,50,59.67
2007-07-13,70,59.01
2007-07-20,50,58.52
2007-07-27,53,55.44
2007-08-03,57,56.50
2007-08-10,77,55.78
2007-08-17,61,54.47
2007-08-24,62,54.12
2007-08-31,64,56.34
2007-09-07,58,54.70
2007-09-14,38,57.23
2007-09-21,78,57.26
2007-09-28,70,58.66
2007-10-05,59,60.35
2007-10-12,73,63.15
2007-10-19,74,63.33
2007-10-26,54,64.61
2007-11-02,61,63.87
2007-11-09,61,62.21
2007-11-16,53,62.64
2007-11-23,68,63.75
2007-11-30,57,65.65
2007-12-07,57,65.40
2007-12-14,63,64.32
2007-12-21,64,66.27
2007-12-28,61,64.31
2008-01-04,62,61.74
2008-01-11,60,60.70
2008-01-18,63,56.50
2008-01-25,53,56.00
2008-02-01,56,62.51
2008-02-08,68,60.64
2008-02-15,58,62.29
2008-02-22,66,60.59
2008-02-29,58,60.20
2008-03-07,62,58.24
2008-03-14,64,59.96
2008-03-21,74,
2008-03-28,68,65.86
2008-04-04,58,68.51
2008-04-11,76,66.69
2008-04-18,75,67.89
2008-04-25,76,68.74
2008-05-02,72,67.66
2008-05-09,64,64.87
2008-05-16,74,67.53
2008-05-23,55,64.77
2008-05-30,72,68.37
2008-06-06,63,67.93
2008-06-13,67,68.99
2008-06-20,56,66.73
2008-06-27,75,60.34
2008-07-04,56,
2008-07-11,65,56.26
2008-07-18,59,58.20
2008-07-25,69,58.17
2008-08-01,55,59.40
2008-08-08,63,62.95
2008-08-15,57,62.29
2008-08-22,67,61.11
2008-08-29,60,60.61
2008-09-05,56,58.82
2008-09-12,81,61.92
2008-09-19,58,63.70
2008-09-26,76,67.79
2008-10-03,73,63.25
2008-10-10,70,54.53
2008-10-17,74,57.48
2008-10-24,57,47.79
2008-10-31,69,57.63
2008-11-07,68,49.41
2008-11-14,65,46.53
2008-11-21,56,47.88
2008-11-28,58,53.25
2008-12-05,50,53.34
2008-12-12,73,49.37
2008-12-19,69,51.26
2008-12-26,67,49.76
2009-01-02,42,53.06
2009-01-09,52,49.61
2009-01-16,47,46.80
2009-01-23,63,45.68
2009-01-30,59,45.25
2009-02-06,53,48.68
2009-02-13,59,43.43
2009-02-20,57,42.93
2009-02-27,61,41.53
2009-03-06,45,39.94
2009-03-13,66,44.67
2009-03-20,65,45.02
2009-03-27,58,46.84
2009-04-03,68,51.87
2009-04-10,64,
2009-04-17,68,54.61
2009-04-24,70,54.73
2009-05-01,55,52.92
2009-05-08,61,54.42
2009-05-15,59,49.75
2009-05-22,45,52.41
2009-05-29,49,57.05
2009-06-05,50,58.29
2009-06-12,66,56.61
2009-06-19,55,56.70
2009-06-26,54,50.84
2009-07-03,52,
2009-07-10,50,51.30
2009-07-17,53,52.44
2009-07-24,52,52.17
2009-07-31,51,56.64
2009-08-07,57,58.07
2009-08-14,49,56.86
2009-08-21,57,55.65
2009-08-28,54,56.18
2009-09-04,51,54.23
2009-09-11,59,54.99
2009-09-18,60,58.59
2009-09-25,60,58.64
2009-10-02,70,62.02
2009-10-09,50,63.59
2009-10-16,53,65.10
2009-10-23,49,64.17
2009-10-30,48,62.18
2009-11-06,32,64.56
2009-11-13,57,64.42
2009-11-20,50,63.92
2009-11-27,54,65.05
2009-12-04,59,64.30
2009-12-11,50,63.86
2009-12-18,55,64.42
2009-12-25,33,
2010-01-01,37,
2010-01-08,39,65.72
2010-01-15,41,64.39
2010-01-22,44,62.98
2010-01-29,47,63.75
2010-02-05,45,61.70
2010-02-12,38,62.49
2010-02-19,43,64.35
2010-02-26,48,67.60
2010-03-05,50,68.32
2010-03-12,52,69.90
2010-03-19,48,73.52
2010-03-26,59,73.89
2010-04-02,52,
2010-04-09,44,75.18
2010-04-16,43,75.17
2010-04-23,46,77.90
2010-04-30,56,75.91
2010-05-07,63,70.61
2010-05-14,51,73.74
2010-05-21,46,71.39
2010-05-28,47,72.38
2010-06-04,46,70.77
2010-06-11,41,72.33
2010-06-18,40,74.94
2010-06-25,49,70.12
2010-07-02,43,67.86
2010-07-09,48,70.15
2010-07-16,46,68.96
2010-07-23,37,72.74
2010-07-30,46,73.64
2010-08-06,43,73.96
2010-08-13,43,70.58
2010-08-20,42,71.26
2010-08-27,41,70.94
2010-09-03,40,74.25
2010-09-10,50,73.75
2010-09-17,47,77.26
2010-09-24,54,79.57
2010-10-01,56,80.25
2010-10-08,51,82.04
2010-10-15,50,82.00
2010-10-22,37,81.92
2010-10-29,45,81.44
2010-11-05,35,84.11
2010-11-12,46,82.62
2010-11-19,46,85.81
2010-11-26,46,85.96
2010-12-03,42,87.53
2010-12-10,52,87.80
2010-12-17,43,90.05
2010-12-24,54,
2010-12-31,37,85.42
2011-01-07,36,83.53
2011-01-14,44,84.07
2011-01-21,34,82.30
2011-01-28,44,81.46
2011-02-04,43,85.74
2011-02-11,50,86.21
2011-02-18,43,88.82
2011-02-25,40,87.98
2011-03-04,46,89.88
2011-03-11,46,87.17
2011-03-18,50,77.59
2011-03-25,55,76.66
2011-04-01,47,76.53
2011-04-08,46,77.39
2011-04-15,43,78.73
2011-04-22,47,
2011-04-29,42,82.32
2011-05-06,38,82.02
2011-05-13,53,86.26
2011-05-20,42,85.05
2011-05-27,34,84.62
2011-06-03,46,80.36
2011-06-10,39,79.66
2011-06-17,37,81.11
2011-06-24,36,81.18
2011-07-01,57,91.82
2011-07-08,34,93.24
2011-07-15,45,91.70
2011-07-22,37,91.71
2011-07-29,48,90.15
2011-08-05,47,83.87
2011-08-12,47,84.24
2011-08-19,47,78.58
2011-08-26,46,86.29
2011-09-02,37,84.04
2011-09-09,45,82.50
2011-09-16,44,89.77
2011-09-23,54,88.64
2011-09-30,52,85.51
2011-10-07,43,88.15
2011-10-14,45,92.97
2011-10-21,44,94.35
2011-10-28,42,96.75
2011-11-04,39,94.38
2011-11-11,48,96.15
2011-11-18,42,92.75
2011-11-25,42,90.28
2011-12-02,45,96.25
2011-12-09,49,97.68
2011-12-16,46,93.67
2011-12-23,44,96.90
2011-12-30,32,96.37
2012-01-06,40,97.99
2012-01-13,45,98.30
2012-01-20,54,101.76
2012-01-27,52,102.11
2012-02-03,47,103.50
2012-02-10,57,105.41
2012-02-17,58,106.68
2012-02-24,56,106.29
2012-03-02,56,108.74
2012-03-09,54,109.98
2012-03-16,55,111.22
2012-03-23,76,107.42
2012-03-30,72,108.44
2012-04-06,67,
2012-04-13,63,109.17
2012-04-20,66,110.77
2012-04-27,66,110.64
2012-05-04,62,111.81
2012-05-11,63,108.26
2012-05-18,67,105.44
2012-05-25,73,108.79
2012-06-01,60,104.60
2012-06-08,70,108.64
2012-06-15,69,101.75
2012-06-22,62,99.40
2012-06-29,85,87.78
2012-07-06,63,91.38
2012-07-13,60,93.97
2012-07-20,51,93.08
2012-07-27,74,97.03
2012-08-03,54,94.57
2012-08-10,60,94.50
2012-08-17,58,96.26
2012-08-24,57,96.86
2012-08-31,71,97.36
2012-09-07,72,99.29
2012-09-14,69,96.64
2012-09-21,64,96.52
2012-09-28,70,94.91
2012-10-05,64,95.22
2012-10-12,54,94.42
2012-10-19,51,96.45
2012-10-26,54,91.15
2012-11-02,47,94.54
2012-11-09,44,92.31
2012-11-16,61,92.59
2012-11-23,63,96.75
2012-11-30,63,97.48
2012-12-07,65,98.59
2012-12-14,78,96.91
2012-12-21,84,105.10
2012-12-28,75,50.99
2013-01-04,65,52.88
2013-01-11,75,53.10
2013-01-18,77,53.29
2013-01-25,68,55.55
2013-02-01,82,53.70
2013-02-08,65,54.59
2013-02-15,67,54.95
2013-02-22,61,54.47
2013-03-01,61,54.82
2013-03-08,59,54.69
2013-03-15,55,54.78
2013-03-22,69,59.53
2013-03-29,61,
2013-04-05,58,58.97
2013-04-12,63,60.58
2013-04-19,66,60.92
2013-04-26,61,61.89
2013-05-03,69,64.55
2013-05-10,67,64.76
2013-05-17,80,65.32
2013-05-24,74,62.79
2013-05-31,71,61.66
2013-06-07,69,62.75
2013-06-14,56,61.89
2013-06-21,59,60.57
2013-06-28,59,63.68
2013-07-05,50,63.64
2013-07-12,48,63.67
2013-07-19,47,63.35
2013-07-26,50,62.53
2013-08-02,53,66.30
2013-08-09,46,66.31
2013-08-16,55,63.65
2013-08-23,50,64.21
2013-08-30,61,62.82
2013-09-06,72,64.98
2013-09-13,76,67.91
2013-09-20,58,69.37
2013-09-27,81,73.64
2013-10-04,68,72.14
2013-10-11,77,73.46
2013-10-18,75,75.93
2013-10-25,68,75.70
2013-11-01,65,76.06
2013-11-08,68,77.12
2013-11-15,72,79.22
2013-11-22,73,78.87
2013-11-29,71,79.14
2013-12-06,76,79.86
2013-12-13,88,76.40
2013-12-20,87,77.34
2013-12-27,55,78.16
2014-01-03,64,78.03
2014-01-10,84,76.92
2014-01-17,79,73.39
2014-01-24,73,71.65
2014-01-31,66,72.85
2014-02-07,73,72.69
2014-02-14,74,75.07
2014-02-21,66,76.48
2014-02-28,62,78.30
2014-03-07,64,79.46
2014-03-14,62,78.32
2014-03-21,83,75.21
2014-03-28,71,73.54
2014-04-04,66,72.84
2014-04-11,72,71.25
2014-04-18,57,
2014-04-25,70,72.70
2014-05-02, ,
