Date,buy STI,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,73.09
2004-02-13,0,73.78
2004-02-20,0,72.99
2004-02-27,0,72.31
2004-03-05,0,73.20
2004-03-12,0,70.54
2004-03-19,0,69.00
2004-03-26,0,68.89
2004-04-02,0,69.60
2004-04-09,0,
2004-04-16,0,69.31
2004-04-23,0,69.76
2004-04-30,0,68.05
2004-05-07,0,66.88
2004-05-14,0,62.90
2004-05-21,0,62.58
2004-05-28,0,65.08
2004-06-04,0,65.34
2004-06-11,0,
2004-06-18,0,64.29
2004-06-25,0,64.52
2004-07-02,0,64.33
2004-07-09,0,64.38
2004-07-16,0,64.60
2004-07-23,0,65.36
2004-07-30,0,65.95
2004-08-06,0,65.20
2004-08-13,0,65.65
2004-08-20,0,67.40
2004-08-27,0,68.05
2004-09-03,0,68.19
2004-09-10,0,67.96
2004-09-17,0,68.47
2004-09-24,0,68.62
2004-10-01,0,71.24
2004-10-08,0,69.78
2004-10-15,0,68.66
2004-10-22,0,67.60
2004-10-29,0,70.38
2004-11-05,0,72.46
2004-11-12,0,73.10
2004-11-19,0,70.60
2004-11-26,0,71.90
2004-12-03,0,71.63
2004-12-10,0,72.91
2004-12-17,0,72.78
2004-12-24,0,
2004-12-31,0,73.88
2005-01-07,0,71.06
2005-01-14,0,69.63
2005-01-21,0,71.06
2005-01-28,0,70.92
2005-02-04,0,73.79
2005-02-11,0,72.55
2005-02-18,0,72.13
2005-02-25,0,72.70
2005-03-04,0,73.40
2005-03-11,0,71.78
2005-03-18,0,72.40
2005-03-25,0,
2005-04-01,0,70.90
2005-04-08,0,71.56
2005-04-15,0,70.16
2005-04-22,0,71.18
2005-04-29,0,72.83
2005-05-06,0,72.79
2005-05-13,0,71.62
2005-05-20,0,74.63
2005-05-27,0,73.94
2005-06-03,0,73.32
2005-06-10,0,72.22
2005-06-17,0,74.13
2005-06-24,0,72.15
2005-07-01,0,73.04
2005-07-08,0,74.28
2005-07-15,0,75.73
2005-07-22,0,75.18
2005-07-29,0,72.72
2005-08-05,0,71.51
2005-08-12,0,71.04
2005-08-19,0,71.20
2005-08-26,0,70.14
2005-09-02,0,70.04
2005-09-09,0,70.80
2005-09-16,0,72.20
2005-09-23,0,70.45
2005-09-30,0,69.45
2005-10-07,0,67.50
2005-10-14,0,67.94
2005-10-21,0,70.22
2005-10-28,0,72.80
2005-11-04,0,72.94
2005-11-11,0,74.99
2005-11-18,0,74.08
2005-11-25,0,75.30
2005-12-02,0,73.78
2005-12-09,0,73.40
2005-12-16,0,74.01
2005-12-23,0,74.53
2005-12-30,0,72.76
2006-01-06,0,74.99
2006-01-13,0,74.31
2006-01-20,0,70.40
2006-01-27,0,71.67
2006-02-03,0,70.34
2006-02-10,0,70.45
2006-02-17,0,71.06
2006-02-24,0,73.16
2006-03-03,0,72.01
2006-03-10,0,72.78
2006-03-17,0,76.50
2006-03-24,0,74.58
2006-03-31,0,72.76
2006-04-07,0,72.96
2006-04-14,0,
2006-04-21,0,74.52
2006-04-28,0,77.33
2006-05-05,0,77.29
2006-05-12,0,76.62
2006-05-19,0,75.63
2006-05-26,0,76.55
2006-06-02,0,77.02
2006-06-09,0,77.66
2006-06-16,0,76.81
2006-06-23,0,75.23
2006-06-30,0,76.26
2006-07-07,0,76.44
2006-07-14,0,78.40
2006-07-21,0,77.43
2006-07-28,0,79.62
2006-08-04,0,80.60
2006-08-11,0,79.60
2006-08-18,0,76.92
2006-08-25,0,76.70
2006-09-01,0,76.49
2006-09-08,0,75.75
2006-09-15,0,76.76
2006-09-22,0,76.64
2006-09-29,0,77.28
2006-10-06,0,77.77
2006-10-13,0,79.41
2006-10-20,0,77.09
2006-10-27,0,78.60
2006-11-03,0,78.14
2006-11-10,0,78.95
2006-11-17,0,82.06
2006-11-24,0,83.05
2006-12-01,0,82.00
2006-12-08,0,83.30
2006-12-15,0,84.70
2006-12-22,0,84.29
2006-12-29,0,84.45
2007-01-05,0,82.85
2007-01-12,0,82.86
2007-01-19,0,82.58
2007-01-26,0,81.90
2007-02-02,0,84.27
2007-02-09,0,84.29
2007-02-16,0,86.56
2007-02-23,0,86.99
2007-03-02,0,85.34
2007-03-09,0,84.79
2007-03-16,0,83.58
2007-03-23,0,85.05
2007-03-30,0,83.04
2007-04-06,0,
2007-04-13,0,79.46
2007-04-20,0,84.30
2007-04-27,0,84.76
2007-05-04,0,85.70
2007-05-11,0,88.61
2007-05-18,0,89.50
2007-05-25,0,88.98
2007-06-01,0,89.58
2007-06-08,0,88.20
2007-06-15,0,90.33
2007-06-22,0,87.39
2007-06-29,0,85.74
2007-07-06,0,87.52
2007-07-13,0,89.64
2007-07-20,0,84.83
2007-07-27,0,78.01
2007-08-03,0,75.45
2007-08-10,0,78.19
2007-08-17,0,80.50
2007-08-24,0,81.94
2007-08-31,0,78.75
2007-09-07,0,75.89
2007-09-14,0,76.07
2007-09-21,0,77.84
2007-09-28,0,75.67
2007-10-05,0,77.80
2007-10-12,0,74.95
2007-10-19,0,71.73
2007-10-26,0,73.61
2007-11-02,0,68.21
2007-11-09,0,67.47
2007-11-16,0,68.55
2007-11-23,0,68.39
2007-11-30,0,70.11
2007-12-07,0,69.55
2007-12-14,0,63.05
2007-12-21,0,62.03
2007-12-28,0,61.79
2008-01-04,0,58.80
2008-01-11,0,62.06
2008-01-18,0,58.28
2008-01-25,0,62.56
2008-02-01,0,68.33
2008-02-08,0,64.23
2008-02-15,0,63.23
2008-02-22,0,62.11
2008-02-29,0,58.13
2008-03-07,0,55.07
2008-03-14,0,55.83
2008-03-21,0,
2008-03-28,0,54.94
2008-04-04,0,56.49
2008-04-11,0,53.94
2008-04-18,91,54.40
2008-04-25,0,55.27
2008-05-02,0,58.64
2008-05-09,0,55.31
2008-05-16,0,56.01
2008-05-23,0,53.79
2008-05-30,0,52.21
2008-06-06,0,46.32
2008-06-13,0,44.16
2008-06-20,0,37.27
2008-06-27,0,37.04
2008-07-04,0,
2008-07-11,77,30.94
2008-07-18,0,34.70
2008-07-25,0,38.32
2008-08-01,0,42.01
2008-08-08,0,44.31
2008-08-15,0,42.96
2008-08-22,0,42.71
2008-08-29,0,41.89
2008-09-05,0,45.42
2008-09-12,63,47.31
2008-09-19,65,59.20
2008-09-26,67,50.48
2008-10-03,69,54.62
2008-10-10,74,36.40
2008-10-17,0,41.88
2008-10-24,0,35.11
2008-10-31,0,40.14
2008-11-07,0,38.68
2008-11-14,0,33.52
2008-11-21,0,22.45
2008-11-28,0,31.73
2008-12-05,0,32.15
2008-12-12,0,27.50
2008-12-19,0,29.19
2008-12-26,100,27.68
2009-01-02,70,29.92
2009-01-09,0,25.56
2009-01-16,0,19.94
2009-01-23,0,14.97
2009-01-30,0,12.26
2009-02-06,0,12.09
2009-02-13,0,8.72
2009-02-20,0,7.35
2009-02-27,0,12.03
2009-03-06,52,9.36
2009-03-13,55,12.21
2009-03-20,58,12.05
2009-03-27,57,12.58
2009-04-03,57,13.82
2009-04-10,57,
2009-04-17,57,18.04
2009-04-24,57,15.96
2009-05-01,59,13.81
2009-05-08,61,20.77
2009-05-15,63,15.05
2009-05-22,65,13.71
2009-05-29,55,13.17
2009-06-05,55,16.97
2009-06-12,55,16.69
2009-06-19,55,16.27
2009-06-26,55,15.91
2009-07-03,61,
2009-07-10,52,15.20
2009-07-17,52,16.24
2009-07-24,52,17.05
2009-07-31,57,19.50
2009-08-07,67,21.78
2009-08-14,78,21.05
2009-08-21,48,22.64
2009-08-28,48,23.68
2009-09-04,48,20.76
2009-09-11,48,21.89
2009-09-18,47,23.71
2009-09-25,50,22.27
2009-10-02,52,21.15
2009-10-09,55,22.50
2009-10-16,82,21.71
2009-10-23,44,20.99
2009-10-30,44,19.11
2009-11-06,44,19.93
2009-11-13,43,20.07
2009-11-20,43,22.04
2009-11-27,43,22.59
2009-12-04,43,22.80
2009-12-11,57,22.31
2009-12-18,45,21.01
2009-12-25,45,
2010-01-01,45,
2010-01-08,45,23.01
2010-01-15,45,23.39
2010-01-22,53,24.55
2010-01-29,40,24.33
2010-02-05,40,22.49
2010-02-12,48,22.37
2010-02-19,45,23.03
2010-02-26,43,23.81
2010-03-05,40,25.06
2010-03-12,42,26.86
2010-03-19,43,27.18
2010-03-26,42,26.50
2010-04-02,42,
2010-04-09,45,28.65
2010-04-16,47,28.48
2010-04-23,51,29.44
2010-04-30,44,29.60
2010-05-07,41,27.46
2010-05-14,41,29.82
2010-05-21,53,26.99
2010-05-28,57,26.95
2010-06-04,45,25.03
2010-06-11,46,25.89
2010-06-18,47,26.20
2010-06-25,48,25.51
2010-07-02,49,22.44
2010-07-09,56,25.46
2010-07-16,63,23.31
2010-07-23,70,25.04
2010-07-30,38,25.95
2010-08-06,43,25.85
2010-08-13,73,24.39
2010-08-20,58,24.00
2010-08-27,48,22.67
2010-09-03,40,24.18
2010-09-10,46,24.52
2010-09-17,53,25.96
2010-09-24,42,26.04
2010-10-01,48,26.10
2010-10-08,58,26.83
2010-10-15,55,24.38
2010-10-22,44,26.20
2010-10-29,40,25.01
2010-11-05,44,26.47
2010-11-12,63,25.11
2010-11-19,56,24.16
2010-11-26,49,23.58
2010-12-03,67,25.74
2010-12-10,65,27.58
2010-12-17,53,27.04
2010-12-24,40,
2010-12-31,43,29.51
2011-01-07,46,28.80
2011-01-14,43,28.92
2011-01-21,43,29.50
2011-01-28,46,29.58
2011-02-04,49,31.50
2011-02-11,33,32.53
2011-02-18,48,31.74
2011-02-25,35,30.82
2011-03-04,47,29.40
2011-03-11,39,29.00
2011-03-18,44,29.59
2011-03-25,50,29.21
2011-04-01,51,29.20
2011-04-08,45,29.65
2011-04-15,69,28.14
2011-04-22,47,
2011-04-29,56,28.19
2011-05-06,33,28.17
2011-05-13,48,27.47
2011-05-20,56,27.89
2011-05-27,60,27.99
2011-06-03,70,25.85
2011-06-10,35,25.18
2011-06-17,68,26.18
2011-06-24,50,25.00
2011-07-01,39,26.41
2011-07-08,36,25.67
2011-07-15,33,24.64
2011-07-22,39,25.95
2011-07-29,53,24.49
2011-08-05,41,21.51
2011-08-12,47,18.31
2011-08-19,53,16.91
2011-08-26,62,18.79
2011-09-02,36,18.22
2011-09-09,56,18.25
2011-09-16,51,19.92
2011-09-23,40,16.97
2011-09-30,56,17.95
2011-10-07,37,18.14
2011-10-14,74,19.04
2011-10-21,50,18.57
2011-10-28,42,20.63
2011-11-04,34,19.49
2011-11-11,42,19.28
2011-11-18,26,18.09
2011-11-25,54,16.53
2011-12-02,56,18.57
2011-12-09,45,17.22
2011-12-16,55,16.48
2011-12-23,53,17.75
2011-12-30,53,17.70
2012-01-06,40,19.75
2012-01-13,43,20.80
2012-01-20,38,21.29
2012-01-27,43,20.61
2012-02-03,42,22.28
2012-02-10,47,22.03
2012-02-17,28,22.69
2012-02-24,30,22.30
2012-03-02,31,22.91
2012-03-09,28,22.43
2012-03-16,28,24.38
2012-03-23,49,23.73
2012-03-30,36,24.17
2012-04-06,36,
2012-04-13,29,22.58
2012-04-20,37,22.60
2012-04-27,39,24.80
2012-05-04,55,23.75
2012-05-11,60,23.70
2012-05-18,37,21.72
2012-05-25,54,22.49
2012-06-01,54,21.86
2012-06-08,41,22.18
2012-06-15,50,22.43
2012-06-22,39,23.02
2012-06-29,44,24.23
2012-07-06,33,24.22
2012-07-13,46,24.75
2012-07-20,46,23.52
2012-07-27,23,23.78
2012-08-03,49,24.09
2012-08-10,42,24.83
2012-08-17,52,25.49
2012-08-24,43,25.10
2012-08-31,41,25.17
2012-09-07,48,27.50
2012-09-14,55,29.91
2012-09-21,44,28.43
2012-09-28,46,28.27
2012-10-05,41,30.31
2012-10-12,40,29.17
2012-10-19,40,28.63
2012-10-26,50,27.10
2012-11-02,39,27.14
2012-11-09,41,26.56
2012-11-16,37,26.02
2012-11-23,54,27.48
2012-11-30,48,27.15
2012-12-07,50,27.18
2012-12-14,57,27.07
2012-12-21,39,28.27
2012-12-28,41,27.79
2013-01-04,39,29.42
2013-01-11,45,28.31
2013-01-18,44,29.14
2013-01-25,69,29.35
2013-02-01,42,29.10
2013-02-08,59,29.25
2013-02-15,42,28.12
2013-02-22,35,27.90
2013-03-01,41,27.55
2013-03-08,36,29.35
2013-03-15,41,29.06
2013-03-22,50,28.23
2013-03-29,50,
2013-04-05,47,28.04
2013-04-12,46,28.79
2013-04-19,28,28.31
2013-04-26,31,29.05
2013-05-03,45,29.37
2013-05-10,37,30.46
2013-05-17,50,31.88
2013-05-24,37,31.94
2013-05-31,52,32.09
2013-06-07,61,32.25
2013-06-14,39,31.09
2013-06-21,54,31.23
2013-06-28,26,31.57
2013-07-05,50,34.31
2013-07-12,57,33.97
2013-07-19,43,34.83
2013-07-26,53,34.89
2013-08-02,54,35.44
2013-08-09,47,34.97
2013-08-16,36,34.60
2013-08-23,49,34.24
2013-08-30,61,32.02
2013-09-06,50,32.91
2013-09-13,34,33.31
2013-09-20,35,32.94
2013-09-27,30,32.60
2013-10-04,49,32.99
2013-10-11,39,33.51
2013-10-18,39,34.67
2013-10-25,36,33.71
2013-11-01,39,33.75
2013-11-08,55,35.72
2013-11-15,52,36.03
2013-11-22,55,36.41
2013-11-29,67,36.23
2013-12-06,41,35.45
2013-12-13,47,34.99
2013-12-20,46,36.39
2013-12-27,19,36.61
2014-01-03,45,36.55
2014-01-10,45,38.39
2014-01-17,53,39.34
2014-01-24,57,38.05
2014-01-31,33,37.02
2014-02-07,51,38.05
2014-02-14,52,37.84
2014-02-21,37,37.22
2014-02-28,50,37.68
2014-03-07,52,39.74
2014-03-14,52,38.62
2014-03-21,37,40.36
2014-03-28,40,39.03
2014-04-04,43,39.68
2014-04-11,40,37.75
2014-04-18,48,
2014-04-25,40,38.44
2014-05-02,48,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
