Date,sell D,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,63.30
2004-02-13,0,63.02
2004-02-20,0,62.80
2004-02-27,0,62.83
2004-03-05,0,65.08
2004-03-12,0,64.02
2004-03-19,0,63.87
2004-03-26,0,62.50
2004-04-02,0,64.31
2004-04-09,0,
2004-04-16,0,63.90
2004-04-23,0,63.57
2004-04-30,0,63.81
2004-05-07,0,62.98
2004-05-14,0,62.46
2004-05-21,0,61.60
2004-05-28,0,62.97
2004-06-04,0,61.49
2004-06-11,0,
2004-06-18,0,63.18
2004-06-25,0,63.91
2004-07-02,0,63.25
2004-07-09,0,62.36
2004-07-16,0,63.79
2004-07-23,0,62.68
2004-07-30,0,63.46
2004-08-06,0,63.31
2004-08-13,0,63.54
2004-08-20,0,64.70
2004-08-27,0,64.69
2004-09-03,0,64.76
2004-09-10,0,65.69
2004-09-17,0,64.96
2004-09-24,0,64.60
2004-10-01,0,65.70
2004-10-08,0,65.97
2004-10-15,0,65.19
2004-10-22,0,63.71
2004-10-29,0,64.32
2004-11-05,0,65.12
2004-11-12,0,67.54
2004-11-19,0,66.10
2004-11-26,0,66.67
2004-12-03,0,64.53
2004-12-10,0,67.50
2004-12-17,0,68.24
2004-12-24,0,
2004-12-31,0,67.74
2005-01-07,0,66.91
2005-01-14,0,69.10
2005-01-21,0,68.26
2005-01-28,0,68.53
2005-02-04,0,69.89
2005-02-11,0,70.63
2005-02-18,0,71.60
2005-02-25,0,72.74
2005-03-04,0,74.25
2005-03-11,0,73.76
2005-03-18,0,75.81
2005-03-25,0,
2005-04-01,0,75.27
2005-04-08,0,75.27
2005-04-15,0,73.58
2005-04-22,0,74.25
2005-04-29,0,75.40
2005-05-06,0,70.88
2005-05-13,0,69.22
2005-05-20,0,71.40
2005-05-27,0,70.12
2005-06-03,0,71.10
2005-06-10,0,73.05
2005-06-17,0,72.60
2005-06-24,0,73.00
2005-07-01,0,74.10
2005-07-08,0,74.80
2005-07-15,0,74.73
2005-07-22,0,73.88
2005-07-29,0,73.86
2005-08-05,0,75.73
2005-08-12,0,74.53
2005-08-19,0,75.07
2005-08-26,0,75.86
2005-09-02,0,78.19
2005-09-09,0,80.78
2005-09-16,0,82.56
2005-09-23,0,83.85
2005-09-30,0,86.14
2005-10-07,0,80.50
2005-10-14,0,78.15
2005-10-21,0,75.78
2005-10-28,0,75.34
2005-11-04,0,75.30
2005-11-11,0,75.10
2005-11-18,0,77.48
2005-11-25,0,78.24
2005-12-02,0,75.98
2005-12-09,0,79.06
2005-12-16,0,80.87
2005-12-23,0,78.78
2005-12-30,0,77.20
2006-01-06,0,78.26
2006-01-13,0,78.11
2006-01-20,0,78.64
2006-01-27,0,75.26
2006-02-03,0,75.05
2006-02-10,0,74.44
2006-02-17,0,74.75
2006-02-24,0,74.35
2006-03-03,0,73.85
2006-03-10,0,71.41
2006-03-17,0,73.25
2006-03-24,0,71.55
2006-03-31,0,69.03
2006-04-07,0,70.96
2006-04-14,0,
2006-04-21,0,74.29
2006-04-28,0,74.87
2006-05-05,0,75.90
2006-05-12,0,73.57
2006-05-19,0,73.66
2006-05-26,0,72.86
2006-06-02,0,74.20
2006-06-09,0,72.80
2006-06-16,0,74.02
2006-06-23,0,72.68
2006-06-30,0,74.79
2006-07-07,0,75.37
2006-07-14,0,75.61
2006-07-21,0,77.72
2006-07-28,0,78.60
2006-08-04,0,78.86
2006-08-11,0,79.27
2006-08-18,0,79.27
2006-08-25,0,80.88
2006-09-01,0,79.58
2006-09-08,0,77.71
2006-09-15,0,77.16
2006-09-22,0,76.30
2006-09-29,0,76.49
2006-10-06,0,76.21
2006-10-13,0,77.85
2006-10-20,0,80.16
2006-10-27,0,80.64
2006-11-03,0,80.67
2006-11-10,0,81.22
2006-11-17,0,80.88
2006-11-24,0,81.00
2006-12-01,0,80.88
2006-12-08,0,81.13
2006-12-15,0,82.90
2006-12-22,0,82.36
2006-12-29,0,83.84
2007-01-05,0,82.24
2007-01-12,0,80.00
2007-01-19,0,80.76
2007-01-26,0,82.07
2007-02-02,0,86.54
2007-02-09,0,87.46
2007-02-16,0,86.56
2007-02-23,0,85.68
2007-03-02,0,85.00
2007-03-09,0,84.59
2007-03-16,0,84.97
2007-03-23,0,88.91
2007-03-30,0,88.77
2007-04-06,0,
2007-04-13,0,89.14
2007-04-20,0,90.86
2007-04-27,0,91.55
2007-05-04,0,90.82
2007-05-11,0,90.53
2007-05-18,0,91.06
2007-05-25,0,86.57
2007-06-01,0,87.64
2007-06-08,0,82.47
2007-06-15,0,85.63
2007-06-22,0,80.55
2007-06-29,0,86.31
2007-07-06,0,86.19
2007-07-13,0,88.60
2007-07-20,0,87.19
2007-07-27,0,82.19
2007-08-03,0,84.00
2007-08-10,0,90.25
2007-08-17,0,87.37
2007-08-24,0,88.90
2007-08-31,0,85.18
2007-09-07,0,84.48
2007-09-14,0,85.72
2007-09-21,0,86.16
2007-09-28,63,84.30
2007-10-05,61,87.07
2007-10-12,61,87.55
2007-10-19,61,85.99
2007-10-26,61,88.64
2007-11-02,61,90.69
2007-11-09,63,92.14
2007-11-16,66,91.30
2007-11-23,68,45.71
2007-11-30,70,47.23
2007-12-07,0,48.77
2007-12-14,0,47.82
2007-12-21,0,48.70
2007-12-28,0,47.60
2008-01-04,0,46.44
2008-01-11,0,47.29
2008-01-18,0,44.24
2008-01-25,0,41.03
2008-02-01,0,43.57
2008-02-08,61,42.11
2008-02-15,53,42.67
2008-02-22,53,42.27
2008-02-29,68,39.94
2008-03-07,52,39.10
2008-03-14,54,39.57
2008-03-21,56,
2008-03-28,58,40.50
2008-04-04,60,43.21
2008-04-11,61,42.95
2008-04-18,52,44.19
2008-04-25,52,43.54
2008-05-02,55,45.59
2008-05-09,58,44.99
2008-05-16,61,45.97
2008-05-23,50,45.44
2008-05-30,50,46.30
2008-06-06,50,45.92
2008-06-13,57,46.13
2008-06-20,72,47.08
2008-06-27,57,46.20
2008-07-04,57,
2008-07-11,57,46.87
2008-07-18,58,44.47
2008-07-25,58,43.31
2008-08-01,58,42.59
2008-08-08,58,42.77
2008-08-15,59,42.55
2008-08-22,72,43.58
2008-08-29,84,43.53
2008-09-05,67,40.94
2008-09-12,50,43.11
2008-09-19,50,44.17
2008-09-26,50,43.40
2008-10-03,50,41.88
2008-10-10,54,33.67
2008-10-17,58,35.95
2008-10-24,47,35.14
2008-10-31,47,36.28
2008-11-07,54,35.83
2008-11-14,47,36.39
2008-11-21,51,36.93
2008-11-28,43,36.82
2008-12-05,55,35.23
2008-12-12,44,34.60
2008-12-19,45,34.98
2008-12-26,47,34.90
2009-01-02,48,36.54
2009-01-09,50,35.11
2009-01-16,61,34.60
2009-01-23,72,35.00
2009-01-30,41,35.18
2009-02-06,40,36.93
2009-02-13,51,34.54
2009-02-20,59,31.69
2009-02-27,59,30.18
2009-03-06,58,28.12
2009-03-13,54,29.53
2009-03-20,43,30.99
2009-03-27,43,31.07
2009-04-03,43,30.44
2009-04-10,40,
2009-04-17,40,29.94
2009-04-24,43,29.29
2009-05-01,47,31.09
2009-05-08,50,31.87
2009-05-15,49,30.52
2009-05-22,37,30.81
2009-05-29,68,31.79
2009-06-05,41,32.02
2009-06-12,52,33.39
2009-06-19,37,32.72
2009-06-26,44,33.39
2009-07-03,56,
2009-07-10,46,32.45
2009-07-17,46,32.87
2009-07-24,76,34.59
2009-07-31,42,33.80
2009-08-07,50,33.60
2009-08-14,57,33.56
2009-08-21,57,34.22
2009-08-28,49,33.22
2009-09-04,49,33.00
2009-09-11,63,32.79
2009-09-18,42,34.33
2009-09-25,49,34.19
2009-10-02,44,33.49
2009-10-09,51,34.70
2009-10-16,57,34.52
2009-10-23,46,35.17
2009-10-30,39,34.09
2009-11-06,46,35.97
2009-11-13,70,36.26
2009-11-20,45,36.37
2009-11-27,46,36.14
2009-12-04,47,37.75
2009-12-11,51,39.08
2009-12-18,45,39.13
2009-12-25,45,
2010-01-01,45,
2010-01-08,56,38.56
2010-01-15,30,38.85
2010-01-22,63,37.80
2010-01-29,50,37.46
2010-02-05,47,36.75
2010-02-12,54,37.14
2010-02-19,56,39.17
2010-02-26,58,37.99
2010-03-05,47,39.11
2010-03-12,67,39.69
2010-03-19,41,40.70
2010-03-26,56,40.60
2010-04-02,49,
2010-04-09,55,41.59
2010-04-16,55,41.18
2010-04-23,69,41.77
2010-04-30,65,41.80
2010-05-07,47,40.22
2010-05-14,42,40.99
2010-05-21,54,39.53
2010-05-28,52,38.96
2010-06-04,52,39.01
2010-06-11,39,40.60
2010-06-18,46,42.00
2010-06-25,58,40.17
2010-07-02,39,38.67
2010-07-09,46,40.90
2010-07-16,48,40.43
2010-07-23,37,42.41
2010-07-30,63,41.99
2010-08-06,72,43.67
2010-08-13,37,43.91
2010-08-20,57,43.93
2010-08-27,46,43.42
2010-09-03,35,43.99
2010-09-10,51,43.29
2010-09-17,68,43.42
2010-09-24,46,44.23
2010-10-01,46,44.03
2010-10-08,38,44.68
2010-10-15,38,44.54
2010-10-22,45,44.51
2010-10-29,45,43.46
2010-11-05,69,43.50
2010-11-12,66,42.86
2010-11-19,61,42.76
2010-11-26,56,41.84
2010-12-03,50,42.42
2010-12-10,70,41.62
2010-12-17,51,42.57
2010-12-24,64,
2010-12-31,38,42.72
2011-01-07,68,43.23
2011-01-14,71,42.98
2011-01-21,70,43.35
2011-01-28,72,43.39
2011-02-04,71,43.61
2011-02-11,96,44.12
2011-02-18,48,44.37
2011-02-25,70,45.00
2011-03-04,50,45.54
2011-03-11,33,45.51
2011-03-18,73,43.78
2011-03-25,57,44.54
2011-04-01,61,44.70
2011-04-08,74,44.82
2011-04-15,53,44.47
2011-04-22,51,
2011-04-29,80,46.42
2011-05-06,53,46.92
2011-05-13,70,47.99
2011-05-20,57,48.28
2011-05-27,81,47.23
2011-06-03,68,47.15
2011-06-10,69,47.53
2011-06-17,39,47.66
2011-06-24,75,47.25
2011-07-01,62,48.99
2011-07-08,49,48.63
2011-07-15,47,48.46
2011-07-22,59,49.78
2011-07-29,75,48.45
2011-08-05,46,48.59
2011-08-12,80,47.71
2011-08-19,62,47.99
2011-08-26,67,48.46
2011-09-02,68,47.98
2011-09-09,70,47.19
2011-09-16,54,49.84
2011-09-23,65,49.99
2011-09-30,65,50.77
2011-10-07,72,50.27
2011-10-14,76,50.49
2011-10-21,45,52.07
2011-10-28,37,51.37
2011-11-04,46,51.56
2011-11-11,91,52.06
2011-11-18,79,51.04
2011-11-25,52,49.51
2011-12-02,60,50.56
2011-12-09,61,50.77
2011-12-16,66,50.65
2011-12-23,53,52.95
2011-12-30,45,53.08
2012-01-06,75,51.43
2012-01-13,46,50.60
2012-01-20,72,50.57
2012-01-27,77,49.56
2012-02-03,56,50.38
2012-02-10,81,49.91
2012-02-17,72,50.57
2012-02-24,57,51.32
2012-03-02,58,50.52
2012-03-09,49,50.76
2012-03-16,56,50.32
2012-03-23,59,50.28
2012-03-30,79,51.21
2012-04-06,66,
2012-04-13,75,50.28
2012-04-20,72,51.02
2012-04-27,60,52.07
2012-05-04,68,51.99
2012-05-11,59,52.22
2012-05-18,68,52.29
2012-05-25,61,52.55
2012-06-01,83,51.63
2012-06-08,74,53.23
2012-06-15,96,53.78
2012-06-22,63,53.61
2012-06-29,37,54.00
2012-07-06,64,53.83
2012-07-13,80,54.19
2012-07-20,78,53.96
2012-07-27,61,54.97
2012-08-03,83,54.41
2012-08-10,61,53.72
2012-08-17,67,53.92
2012-08-24,97,53.49
2012-08-31,59,52.48
2012-09-07,100,53.16
2012-09-14,59,52.82
2012-09-21,51,52.70
2012-09-28,63,52.94
2012-10-05,53,53.26
2012-10-12,64,52.68
2012-10-19,54,53.51
2012-10-26,66,52.07
2012-11-02,60,51.70
2012-11-09,59,49.33
2012-11-16,66,50.15
2012-11-23,49,50.12
2012-11-30,66,51.11
2012-12-07,61,51.69
2012-12-14,69,51.19
2012-12-21,66,51.94
2012-12-28,35,51.08
2013-01-04,82,53.54
2013-01-11,77,52.43
2013-01-18,55,52.92
2013-01-25,70,53.88
2013-02-01,88,54.17
2013-02-08,69,54.31
2013-02-15,59,54.92
2013-02-22,59,56.38
2013-03-01,56,56.42
2013-03-08,62,55.87
2013-03-15,72,56.79
2013-03-22,62,56.77
2013-03-29,67,
2013-04-05,55,59.63
2013-04-12,76,60.12
2013-04-19,67,61.07
2013-04-26,59,61.01
2013-05-03,73,60.91
2013-05-10,56,59.75
2013-05-17,56,61.17
2013-05-24,65,57.62
2013-05-31,69,56.55
2013-06-07,48,55.64
2013-06-14,59,56.04
2013-06-21,61,55.01
2013-06-28,58,56.82
2013-07-05,65,56.25
2013-07-12,60,58.80
2013-07-19,63,59.68
2013-07-26,67,59.52
2013-08-02,73,59.43
2013-08-09,66,60.33
2013-08-16,65,57.44
2013-08-23,69,58.86
2013-08-30,61,58.35
2013-09-06,60,57.53
2013-09-13,58,61.28
2013-09-20,60,62.27
2013-09-27,58,62.43
2013-10-04,53,62.22
2013-10-11,40,62.95
2013-10-18,68,63.68
2013-10-25,48,64.66
2013-11-01,41,64.09
2013-11-08,48,65.41
2013-11-15,52,67.52
2013-11-22,74,66.62
2013-11-29,72,64.91
2013-12-06,56,64.42
2013-12-13,63,63.58
2013-12-20,71,64.55
2013-12-27,70,64.41
2014-01-03,75,63.51
2014-01-10,60,67.78
2014-01-17,69,66.29
2014-01-24,63,65.93
2014-01-31,63,67.91
2014-02-07,70,66.93
2014-02-14,68,71.11
2014-02-21,64,71.39
2014-02-28,61,69.40
2014-03-07,58,68.44
2014-03-14,68,69.89
2014-03-21,65,70.06
2014-03-28,55,71.09
2014-04-04,62,69.62
2014-04-11,78,69.42
2014-04-18,73,
2014-04-25,62,72.33
2014-05-02,72,
