Date,buy HRS,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,48.70
2004-02-13,0,48.80
2004-02-20,0,47.70
2004-02-27,0,47.25
2004-03-05,0,47.25
2004-03-12,0,45.85
2004-03-19,0,46.00
2004-03-26,0,47.20
2004-04-02,0,50.25
2004-04-09,0,
2004-04-16,0,48.00
2004-04-23,0,47.84
2004-04-30,0,45.05
2004-05-07,0,43.69
2004-05-14,0,43.25
2004-05-21,0,43.80
2004-05-28,0,46.20
2004-06-04,0,45.86
2004-06-11,0,
2004-06-18,0,47.81
2004-06-25,0,48.83
2004-07-02,0,49.76
2004-07-09,0,48.74
2004-07-16,0,47.29
2004-07-23,0,45.47
2004-07-30,0,47.48
2004-08-06,0,45.67
2004-08-13,0,43.56
2004-08-20,0,46.71
2004-08-27,0,48.00
2004-09-03,0,48.43
2004-09-10,0,49.34
2004-09-17,0,51.70
2004-09-24,0,53.53
2004-10-01,0,56.12
2004-10-08,0,57.58
2004-10-15,0,58.02
2004-10-22,0,57.70
2004-10-29,0,61.53
2004-11-05,0,63.44
2004-11-12,0,65.59
2004-11-19,0,67.37
2004-11-26,0,67.38
2004-12-03,0,66.71
2004-12-10,0,63.86
2004-12-17,0,61.80
2004-12-24,0,
2004-12-31,0,61.79
2005-01-07,0,56.96
2005-01-14,0,58.30
2005-01-21,0,54.11
2005-01-28,0,63.08
2005-02-04,0,64.24
2005-02-11,0,65.35
2005-02-18,0,64.92
2005-02-25,0,67.06
2005-03-04,0,68.82
2005-03-11,0,68.05
2005-03-18,0,66.07
2005-03-25,0,
2005-04-01,0,32.56
2005-04-08,0,33.13
2005-04-15,0,31.08
2005-04-22,0,29.82
2005-04-29,0,28.20
2005-05-06,0,29.20
2005-05-13,0,29.24
2005-05-20,0,29.97
2005-05-27,0,29.11
2005-06-03,0,28.83
2005-06-10,0,31.60
2005-06-17,0,32.46
2005-06-24,0,31.09
2005-07-01,0,31.71
2005-07-08,0,32.17
2005-07-15,0,32.58
2005-07-22,0,31.58
2005-07-29,0,37.07
2005-08-05,0,35.77
2005-08-12,0,36.60
2005-08-19,0,37.00
2005-08-26,0,37.19
2005-09-02,0,37.80
2005-09-09,0,40.85
2005-09-16,0,40.05
2005-09-23,0,39.71
2005-09-30,0,41.80
2005-10-07,0,40.21
2005-10-14,0,37.98
2005-10-21,0,38.03
2005-10-28,0,40.17
2005-11-04,0,42.00
2005-11-11,0,42.80
2005-11-18,0,43.75
2005-11-25,0,44.86
2005-12-02,0,44.70
2005-12-09,0,43.54
2005-12-16,0,42.46
2005-12-23,0,44.07
2005-12-30,0,43.01
2006-01-06,0,46.58
2006-01-13,0,47.09
2006-01-20,0,45.50
2006-01-27,0,46.28
2006-02-03,0,46.76
2006-02-10,0,47.81
2006-02-17,0,48.37
2006-02-24,0,47.94
2006-03-03,0,47.28
2006-03-10,0,43.89
2006-03-17,0,45.83
2006-03-24,0,45.52
2006-03-31,0,47.29
2006-04-07,0,46.84
2006-04-14,0,
2006-04-21,0,45.86
2006-04-28,0,46.57
2006-05-05,0,47.39
2006-05-12,0,44.71
2006-05-19,0,41.48
2006-05-26,0,41.72
2006-06-02,0,42.41
2006-06-09,0,39.74
2006-06-16,0,39.83
2006-06-23,0,38.72
2006-06-30,0,41.51
2006-07-07,0,41.18
2006-07-14,0,39.54
2006-07-21,0,38.17
2006-07-28,0,44.96
2006-08-04,0,44.42
2006-08-11,0,42.67
2006-08-18,0,45.45
2006-08-25,0,43.82
2006-09-01,0,43.40
2006-09-08,0,42.70
2006-09-15,0,44.31
2006-09-22,0,42.97
2006-09-29,0,44.49
2006-10-06,0,42.99
2006-10-13,0,43.41
2006-10-20,0,43.39
2006-10-27,0,43.00
2006-11-03,0,40.40
2006-11-10,0,42.07
2006-11-17,0,42.58
2006-11-24,0,44.02
2006-12-01,0,42.58
2006-12-08,0,43.66
2006-12-15,0,45.04
2006-12-22,0,45.50
2006-12-29,0,45.86
2007-01-05,0,48.69
2007-01-12,0,51.20
2007-01-19,0,49.25
2007-01-26,0,47.67
2007-02-02,0,50.96
2007-02-09,0,52.76
2007-02-16,0,50.70
2007-02-23,0,50.37
2007-03-02,0,47.24
2007-03-09,0,47.93
2007-03-16,0,47.65
2007-03-23,0,50.26
2007-03-30,0,50.95
2007-04-06,0,
2007-04-13,0,50.60
2007-04-20,0,51.17
2007-04-27,0,52.58
2007-05-04,0,48.95
2007-05-11,0,49.74
2007-05-18,0,49.10
2007-05-25,0,49.08
2007-06-01,0,48.67
2007-06-08,0,51.94
2007-06-15,0,52.79
2007-06-22,0,54.38
2007-06-29,0,54.55
2007-07-06,0,55.91
2007-07-13,0,57.40
2007-07-20,0,58.79
2007-07-27,0,54.58
2007-08-03,0,54.70
2007-08-10,0,58.28
2007-08-17,0,57.60
2007-08-24,0,58.95
2007-08-31,0,60.83
2007-09-07,0,58.79
2007-09-14,0,58.03
2007-09-21,0,58.05
2007-09-28,0,57.79
2007-10-05,0,61.01
2007-10-12,0,60.81
2007-10-19,0,57.68
2007-10-26,0,60.50
2007-11-02,0,62.26
2007-11-09,0,62.41
2007-11-16,0,62.47
2007-11-23,0,60.66
2007-11-30,0,62.77
2007-12-07,0,63.57
2007-12-14,0,60.67
2007-12-21,0,62.11
2007-12-28,0,62.69
2008-01-04,0,60.57
2008-01-11,0,51.13
2008-01-18,0,49.13
2008-01-25,0,47.96
2008-02-01,0,54.24
2008-02-08,0,54.82
2008-02-15,0,53.82
2008-02-22,0,53.49
2008-02-29,0,48.83
2008-03-07,0,47.50
2008-03-14,0,46.85
2008-03-21,0,
2008-03-28,0,48.28
2008-04-04,0,50.88
2008-04-11,0,48.69
2008-04-18,0,50.82
2008-04-25,0,52.51
2008-05-02,0,52.83
2008-05-09,0,56.93
2008-05-16,0,63.86
2008-05-23,0,62.92
2008-05-30,0,65.78
2008-06-06,0,57.19
2008-06-13,0,55.81
2008-06-20,0,54.53
2008-06-27,0,51.18
2008-07-04,0,
2008-07-11,0,48.14
2008-07-18,0,50.24
2008-07-25,0,51.14
2008-08-01,0,48.57
2008-08-08,0,49.20
2008-08-15,0,53.91
2008-08-22,0,51.75
2008-08-29,0,52.36
2008-09-05,0,49.41
2008-09-12,0,49.49
2008-09-19,0,48.01
2008-09-26,0,47.70
2008-10-03,0,42.95
2008-10-10,0,35.10
2008-10-17,0,35.62
2008-10-24,0,31.50
2008-10-31,0,35.95
2008-11-07,0,36.52
2008-11-14,0,33.04
2008-11-21,0,30.06
2008-11-28,0,34.88
2008-12-05,0,32.99
2008-12-12,0,36.13
2008-12-19,0,37.27
2008-12-26,0,36.62
2009-01-02,0,40.30
2009-01-09,0,38.66
2009-01-16,0,41.54
2009-01-23,0,42.81
2009-01-30,0,43.29
2009-02-06,0,44.86
2009-02-13,0,42.29
2009-02-20,0,39.14
2009-02-27,0,37.28
2009-03-06,0,31.41
2009-03-13,0,31.46
2009-03-20,0,30.80
2009-03-27,0,29.22
2009-04-03,0,30.49
2009-04-10,0,
2009-04-17,0,28.78
2009-04-24,0,29.99
2009-05-01,0,31.17
2009-05-08,0,28.88
2009-05-15,0,29.68
2009-05-22,0,30.23
2009-05-29,0,31.08
2009-06-05,0,30.98
2009-06-12,0,30.27
2009-06-19,0,28.81
2009-06-26,0,28.35
2009-07-03,0,
2009-07-10,0,27.59
2009-07-17,0,30.09
2009-07-24,0,31.45
2009-07-31,0,31.31
2009-08-07,0,31.36
2009-08-14,0,33.38
2009-08-21,0,35.23
2009-08-28,0,35.04
2009-09-04,0,34.99
2009-09-11,0,36.47
2009-09-18,0,36.57
2009-09-25,0,37.21
2009-10-02,0,36.00
2009-10-09,0,38.15
2009-10-16,0,39.88
2009-10-23,0,39.45
2009-10-30,43,41.72
2009-11-06,0,44.40
2009-11-13,0,44.43
2009-11-20,0,43.07
2009-11-27,0,43.84
2009-12-04,0,45.75
2009-12-11,0,45.44
2009-12-18,0,45.06
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,48.69
2010-01-15,0,48.00
2010-01-22,0,45.78
2010-01-29,0,42.92
2010-02-05,39,44.73
2010-02-12,0,44.98
2010-02-19,0,47.23
2010-02-26,0,45.22
2010-03-05,0,46.35
2010-03-12,0,45.12
2010-03-19,0,46.05
2010-03-26,0,46.20
2010-04-02,0,
2010-04-09,0,48.88
2010-04-16,0,49.26
2010-04-23,0,50.30
2010-04-30,0,51.48
2010-05-07,47,46.80
2010-05-14,0,48.12
2010-05-21,0,46.18
2010-05-28,0,46.91
2010-06-04,0,45.58
2010-06-11,0,46.56
2010-06-18,0,48.49
2010-06-25,0,44.78
2010-07-02,0,41.18
2010-07-09,0,42.90
2010-07-16,0,43.34
2010-07-23,0,45.80
2010-07-30,52,44.53
2010-08-06,42,46.88
2010-08-13,42,43.82
2010-08-20,42,42.76
2010-08-27,42,42.87
2010-09-03,42,43.83
2010-09-10,50,42.92
2010-09-17,37,44.74
2010-09-24,37,45.37
2010-10-01,37,44.70
2010-10-08,37,43.73
2010-10-15,36,44.47
2010-10-22,36,43.80
2010-10-29,36,45.19
2010-11-05,36,47.33
2010-11-12,36,46.18
2010-11-19,36,46.43
2010-11-26,36,46.10
2010-12-03,31,45.57
2010-12-10,35,46.17
2010-12-17,38,46.40
2010-12-24,57,
2010-12-31,55,45.30
2011-01-07,38,46.36
2011-01-14,39,48.33
2011-01-21,36,47.56
2011-01-28,30,46.36
2011-02-04,34,47.36
2011-02-11,29,49.21
2011-02-18,41,48.65
2011-02-25,52,46.45
2011-03-04,32,46.18
2011-03-11,42,45.58
2011-03-18,52,46.52
2011-03-25,29,48.06
2011-04-01,29,50.05
2011-04-08,29,50.80
2011-04-15,36,50.05
2011-04-22,43,
2011-04-29,0,53.13
2011-05-06,0,48.16
2011-05-13,0,48.88
2011-05-20,0,49.48
2011-05-27,0,48.96
2011-06-03,30,46.75
2011-06-10,40,45.23
2011-06-17,32,44.34
2011-06-24,33,44.03
2011-07-01,35,45.55
2011-07-08,41,44.55
2011-07-15,35,42.52
2011-07-22,39,43.36
2011-07-29,43,39.87
2011-08-05,46,37.51
2011-08-12,34,36.70
2011-08-19,48,34.78
2011-08-26,38,37.69
2011-09-02,37,38.23
2011-09-09,37,38.51
2011-09-16,32,40.72
2011-09-23,50,35.54
2011-09-30,31,34.17
2011-10-07,29,34.54
2011-10-14,37,36.74
2011-10-21,26,36.79
2011-10-28,26,38.85
2011-11-04,33,37.99
2011-11-11,25,38.29
2011-11-18,27,36.53
2011-11-25,89,33.26
2011-12-02,37,35.87
2011-12-09,44,35.51
2011-12-16,35,34.29
2011-12-23,36,36.88
2011-12-30,41,36.04
2012-01-06,45,37.18
2012-01-13,33,38.41
2012-01-20,32,39.40
2012-01-27,39,39.70
2012-02-03,41,41.93
2012-02-10,25,42.18
2012-02-17,41,42.66
2012-02-24,39,43.11
2012-03-02,51,43.79
2012-03-09,30,43.62
2012-03-16,29,44.40
2012-03-23,25,44.05
2012-03-30,25,45.08
2012-04-06,24,
2012-04-13,24,44.42
2012-04-20,24,44.10
2012-04-27,25,45.64
2012-05-04,28,41.02
2012-05-11,25,41.23
2012-05-18,29,38.43
2012-05-25,29,39.37
2012-06-01,41,39.10
2012-06-08,29,40.86
2012-06-15,31,41.23
2012-06-22,27,41.39
2012-06-29,27,41.85
2012-07-06,30,41.96
2012-07-13,25,40.85
2012-07-20,34,41.25
2012-07-27,30,42.51
2012-08-03,34,43.27
2012-08-10,39,45.64
2012-08-17,23,46.35
2012-08-24,29,46.53
2012-08-31,35,47.03
2012-09-07,24,47.10
2012-09-14,24,50.52
2012-09-21,24,51.16
2012-09-28,23,51.22
2012-10-05,26,51.97
2012-10-12,29,48.84
2012-10-19,30,46.33
2012-10-26,27,47.14
2012-11-02,29,47.46
2012-11-09,39,48.65
2012-11-16,32,46.42
2012-11-23,59,46.83
2012-11-30,33,47.13
2012-12-07,47,48.49
2012-12-14,32,48.17
2012-12-21,35,49.67
2012-12-28,65,48.31
2013-01-04,60,49.88
2013-01-11,31,49.75
2013-01-18,26,49.94
2013-01-25,23,49.49
2013-02-01,28,46.28
2013-02-08,35,46.62
2013-02-15,24,47.61
2013-02-22,29,47.98
2013-03-01,34,47.71
2013-03-08,42,45.42
2013-03-15,31,44.36
2013-03-22,20,43.99
2013-03-29,22,
2013-04-05,29,44.52
2013-04-12,41,44.06
2013-04-19,18,41.98
2013-04-26,33,43.93
2013-05-03,37,46.47
2013-05-10,20,48.79
2013-05-17,31,50.46
2013-05-24,27,50.37
2013-05-31,24,50.13
2013-06-07,43,50.35
2013-06-14,29,49.82
2013-06-21,33,48.58
2013-06-28,31,49.25
2013-07-05,35,49.56
2013-07-12,37,51.76
2013-07-19,30,52.70
2013-07-26,30,52.74
2013-08-02,33,57.12
2013-08-09,18,57.65
2013-08-16,26,57.29
2013-08-23,33,56.97
2013-08-30,31,56.63
2013-09-06,37,57.28
2013-09-13,43,57.93
2013-09-20,47,58.15
2013-09-27,47,59.23
2013-10-04,36,59.59
2013-10-11,28,59.30
2013-10-18,24,59.50
2013-10-25,30,59.61
2013-11-01,33,61.72
2013-11-08,28,63.62
2013-11-15,32,64.42
2013-11-22,27,65.49
2013-11-29,49,64.51
2013-12-06,28,66.42
2013-12-13,25,65.55
2013-12-20,29,68.74
2013-12-27,100,70.16
2014-01-03,56,69.30
2014-01-10,34,68.96
2014-01-17,29,70.54
2014-01-24,27,68.06
2014-01-31,21,69.34
2014-02-07,23,70.92
2014-02-14,41,72.00
2014-02-21,19,72.85
2014-02-28,36,73.82
2014-03-07,26,74.72
2014-03-14,24,72.56
2014-03-21,36,73.55
2014-03-28,28,71.88
2014-04-04,27,72.43
2014-04-11,24,69.58
2014-04-18,30,
2014-04-25,36,71.62
2014-05-02,0,
