Date,buy AAPL,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,22.71
2004-02-13,0,23.00
2004-02-20,0,22.40
2004-02-27,0,23.92
2004-03-05,0,26.74
2004-03-12,0,27.56
2004-03-19,0,25.86
2004-03-26,0,27.04
2004-04-02,0,27.50
2004-04-09,0,
2004-04-16,0,29.18
2004-04-23,0,27.70
2004-04-30,0,25.78
2004-05-07,0,26.67
2004-05-14,0,27.06
2004-05-21,0,27.11
2004-05-28,0,28.06
2004-06-04,0,28.78
2004-06-11,0,
2004-06-18,0,32.91
2004-06-25,0,33.70
2004-07-02,0,31.08
2004-07-09,0,30.03
2004-07-16,0,32.20
2004-07-23,0,30.70
2004-07-30,0,32.34
2004-08-06,0,29.78
2004-08-13,0,30.84
2004-08-20,0,30.80
2004-08-27,0,34.35
2004-09-03,0,35.23
2004-09-10,0,35.87
2004-09-17,0,37.14
2004-09-24,0,37.29
2004-10-01,0,38.67
2004-10-08,0,39.06
2004-10-15,0,45.50
2004-10-22,0,47.41
2004-10-29,0,52.40
2004-11-05,0,54.72
2004-11-12,0,55.50
2004-11-19,0,55.17
2004-11-26,0,64.55
2004-12-03,0,62.68
2004-12-10,0,65.15
2004-12-17,0,64.99
2004-12-24,0,
2004-12-31,0,64.40
2005-01-07,0,69.25
2005-01-14,0,70.20
2005-01-21,0,70.49
2005-01-28,0,73.98
2005-02-04,0,78.84
2005-02-11,0,81.21
2005-02-18,0,86.81
2005-02-25,0,88.99
2005-03-04,0,42.81
2005-03-11,0,40.27
2005-03-18,0,42.96
2005-03-25,0,
2005-04-01,0,40.89
2005-04-08,0,43.74
2005-04-15,0,35.35
2005-04-22,0,35.50
2005-04-29,0,36.06
2005-05-06,0,37.24
2005-05-13,0,34.77
2005-05-20,0,37.55
2005-05-27,0,40.56
2005-06-03,0,38.24
2005-06-10,0,35.81
2005-06-17,0,38.31
2005-06-24,0,37.76
2005-07-01,0,36.50
2005-07-08,0,38.25
2005-07-15,0,41.55
2005-07-22,0,44.00
2005-07-29,0,42.65
2005-08-05,0,42.99
2005-08-12,0,46.10
2005-08-19,0,45.83
2005-08-26,0,45.74
2005-09-02,0,46.22
2005-09-09,0,51.31
2005-09-16,0,51.21
2005-09-23,0,53.20
2005-09-30,0,53.61
2005-10-07,0,51.30
2005-10-14,0,54.00
2005-10-21,0,55.66
2005-10-28,0,54.47
2005-11-04,0,61.15
2005-11-11,0,61.54
2005-11-18,0,64.56
2005-11-25,0,69.34
2005-12-02,0,72.63
2005-12-09,0,74.33
2005-12-16,0,71.11
2005-12-23,0,73.35
2005-12-30,0,71.89
2006-01-06,0,76.30
2006-01-13,0,85.59
2006-01-20,0,76.09
2006-01-27,0,72.03
2006-02-03,0,71.85
2006-02-10,0,67.31
2006-02-17,0,70.29
2006-02-24,0,71.46
2006-03-03,0,67.72
2006-03-10,0,63.19
2006-03-17,0,64.66
2006-03-24,0,59.96
2006-03-31,0,62.72
2006-04-07,0,69.79
2006-04-14,0,
2006-04-21,0,67.04
2006-04-28,0,70.39
2006-05-05,0,71.89
2006-05-12,0,67.70
2006-05-19,0,64.51
2006-05-26,0,63.55
2006-06-02,0,61.66
2006-06-09,0,59.24
2006-06-16,0,57.56
2006-06-23,0,58.83
2006-06-30,0,57.27
2006-07-07,0,55.40
2006-07-14,0,50.67
2006-07-21,0,60.72
2006-07-28,0,65.59
2006-08-04,0,68.30
2006-08-11,0,63.65
2006-08-18,0,67.91
2006-08-25,0,68.75
2006-09-01,0,68.38
2006-09-08,0,72.52
2006-09-15,0,74.10
2006-09-22,0,73.00
2006-09-29,0,76.98
2006-10-06,0,74.22
2006-10-13,0,75.02
2006-10-20,0,79.95
2006-10-27,0,80.41
2006-11-03,0,78.29
2006-11-10,0,83.12
2006-11-17,0,85.85
2006-11-24,0,91.63
2006-12-01,0,91.32
2006-12-08,0,88.26
2006-12-15,0,87.72
2006-12-22,0,82.20
2006-12-29,0,84.84
2007-01-05,0,85.05
2007-01-12,0,94.62
2007-01-19,0,88.50
2007-01-26,0,85.38
2007-02-02,0,84.75
2007-02-09,0,83.27
2007-02-16,0,84.83
2007-02-23,0,89.07
2007-03-02,0,85.41
2007-03-09,0,87.97
2007-03-16,0,89.59
2007-03-23,0,93.52
2007-03-30,0,92.91
2007-04-06,0,
2007-04-13,0,90.24
2007-04-20,0,90.97
2007-04-27,0,99.92
2007-05-04,0,100.81
2007-05-11,0,108.74
2007-05-18,0,110.02
2007-05-25,0,113.62
2007-06-01,0,118.40
2007-06-08,0,124.49
2007-06-15,0,120.50
2007-06-22,0,123.00
2007-06-29,0,122.04
2007-07-06,0,132.30
2007-07-13,0,137.73
2007-07-20,0,143.75
2007-07-27,0,143.85
2007-08-03,0,131.85
2007-08-10,0,125.00
2007-08-17,0,122.06
2007-08-24,0,135.30
2007-08-31,0,138.48
2007-09-07,0,131.77
2007-09-14,0,138.81
2007-09-21,0,144.15
2007-09-28,0,153.47
2007-10-05,0,161.45
2007-10-12,0,167.25
2007-10-19,0,170.42
2007-10-26,0,184.70
2007-11-02,0,187.87
2007-11-09,0,165.37
2007-11-16,0,166.39
2007-11-23,0,171.54
2007-11-30,0,182.22
2007-12-07,0,194.30
2007-12-14,0,190.39
2007-12-21,0,193.91
2007-12-28,0,199.83
2008-01-04,0,180.05
2008-01-11,0,172.69
2008-01-18,0,161.36
2008-01-25,56,130.01
2008-02-01,0,133.75
2008-02-08,0,125.48
2008-02-15,0,124.63
2008-02-22,0,119.46
2008-02-29,0,125.02
2008-03-07,0,122.25
2008-03-14,0,126.61
2008-03-21,0,
2008-03-28,0,143.01
2008-04-04,0,153.08
2008-04-11,0,147.14
2008-04-18,0,161.04
2008-04-25,0,169.73
2008-05-02,0,180.94
2008-05-09,0,183.45
2008-05-16,0,187.62
2008-05-23,0,181.17
2008-05-30,0,188.75
2008-06-06,0,185.64
2008-06-13,0,172.37
2008-06-20,0,175.27
2008-06-27,0,170.09
2008-07-04,0,
2008-07-11,0,172.58
2008-07-18,0,165.15
2008-07-25,0,162.12
2008-08-01,0,156.66
2008-08-08,0,169.55
2008-08-15,0,175.74
2008-08-22,0,176.79
2008-08-29,0,169.53
2008-09-05,0,160.18
2008-09-12,0,148.94
2008-09-19,0,140.91
2008-09-26,0,128.24
2008-10-03,43,97.07
2008-10-10,0,96.80
2008-10-17,0,97.40
2008-10-24,0,96.38
2008-10-31,0,107.59
2008-11-07,0,98.24
2008-11-14,0,90.24
2008-11-21,0,82.58
2008-11-28,0,92.67
2008-12-05,0,94.00
2008-12-12,0,98.27
2008-12-19,0,90.00
2008-12-26,0,85.81
2009-01-02,0,90.75
2009-01-09,0,90.58
2009-01-16,0,82.33
2009-01-23,0,88.36
2009-01-30,0,90.13
2009-02-06,0,99.72
2009-02-13,0,99.16
2009-02-20,0,91.20
2009-02-27,0,89.31
2009-03-06,0,85.30
2009-03-13,0,95.93
2009-03-20,0,101.59
2009-03-27,0,106.85
2009-04-03,0,115.99
2009-04-10,0,
2009-04-17,0,123.42
2009-04-24,0,123.90
2009-05-01,0,127.24
2009-05-08,0,129.19
2009-05-15,0,122.42
2009-05-22,0,122.50
2009-05-29,0,135.81
2009-06-05,0,144.67
2009-06-12,0,136.97
2009-06-19,0,139.48
2009-06-26,0,142.44
2009-07-03,0,
2009-07-10,0,138.52
2009-07-17,0,151.75
2009-07-24,0,159.99
2009-07-31,0,163.39
2009-08-07,0,165.51
2009-08-14,0,166.78
2009-08-21,0,169.22
2009-08-28,0,170.05
2009-09-04,0,170.31
2009-09-11,0,172.16
2009-09-18,0,185.02
2009-09-25,0,182.37
2009-10-02,0,184.90
2009-10-09,0,190.47
2009-10-16,0,188.05
2009-10-23,0,203.94
2009-10-30,0,188.50
2009-11-06,0,194.34
2009-11-13,0,204.45
2009-11-20,0,199.92
2009-11-27,0,200.59
2009-12-04,0,193.32
2009-12-11,0,194.67
2009-12-18,0,195.43
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,211.98
2010-01-15,0,205.93
2010-01-22,0,197.75
2010-01-29,70,192.06
2010-02-05,0,195.46
2010-02-12,0,200.38
2010-02-19,0,201.67
2010-02-26,0,204.62
2010-03-05,0,218.95
2010-03-12,0,226.60
2010-03-19,0,222.25
2010-03-26,0,230.90
2010-04-02,0,
2010-04-09,0,241.79
2010-04-16,0,247.40
2010-04-23,0,270.83
2010-04-30,28,261.09
2010-05-07,45,235.86
2010-05-14,32,253.82
2010-05-21,32,242.32
2010-05-28,32,256.88
2010-06-04,32,255.96
2010-06-11,0,253.51
2010-06-18,0,274.07
2010-06-25,0,266.70
2010-07-02,0,246.94
2010-07-09,0,259.62
2010-07-16,0,249.90
2010-07-23,0,259.94
2010-07-30,0,257.25
2010-08-06,0,260.09
2010-08-13,0,249.10
2010-08-20,0,249.64
2010-08-27,0,241.62
2010-09-03,0,258.77
2010-09-10,0,263.41
2010-09-17,0,275.37
2010-09-24,0,292.32
2010-10-01,0,282.52
2010-10-08,0,294.07
2010-10-15,29,314.74
2010-10-22,30,307.47
2010-10-29,28,300.98
2010-11-05,28,317.13
2010-11-12,23,308.03
2010-11-19,23,306.73
2010-11-26,23,315.00
2010-12-03,0,317.44
2010-12-10,0,320.56
2010-12-17,0,320.61
2010-12-24,0,
2010-12-31,0,322.56
2011-01-07,0,336.12
2011-01-14,0,348.48
2011-01-21,49,326.72
2011-01-28,32,336.10
2011-02-04,23,346.50
2011-02-11,23,356.85
2011-02-18,25,350.56
2011-02-25,26,348.16
2011-03-04,27,360.00
2011-03-11,29,351.99
2011-03-18,21,330.67
2011-03-25,21,351.54
2011-04-01,21,344.56
2011-04-08,21,335.06
2011-04-15,24,327.46
2011-04-22,26,
2011-04-29,0,350.13
2011-05-06,0,346.66
2011-05-13,0,340.50
2011-05-20,0,335.22
2011-05-27,0,337.41
2011-06-03,0,343.44
2011-06-10,0,325.90
2011-06-17,0,320.26
2011-06-24,0,326.35
2011-07-01,0,343.26
2011-07-08,0,359.71
2011-07-15,0,364.92
2011-07-22,29,393.30
2011-07-29,23,390.48
2011-08-05,37,373.62
2011-08-12,51,376.99
2011-08-19,28,356.03
2011-08-26,51,383.58
2011-09-02,25,374.05
2011-09-09,21,377.48
2011-09-16,21,400.50
2011-09-23,21,404.30
2011-09-30,20,381.32
2011-10-07,48,369.80
2011-10-14,25,422.00
2011-10-21,29,392.87
2011-10-28,22,404.95
2011-11-04,24,400.24
2011-11-11,26,384.62
2011-11-18,28,374.94
2011-11-25,31,363.57
2011-12-02,18,389.70
2011-12-09,20,393.62
2011-12-16,22,381.02
2011-12-23,25,403.33
2011-12-30,27,405.00
2012-01-06,20,422.40
2012-01-13,20,419.81
2012-01-20,23,420.30
2012-01-27,26,447.28
2012-02-03,20,459.68
2012-02-10,25,493.42
2012-02-17,38,502.12
2012-02-24,42,522.41
2012-03-02,46,545.18
2012-03-09,28,545.17
2012-03-16,50,585.57
2012-03-23,39,596.05
2012-03-30,23,599.55
2012-04-06,22,
2012-04-13,37,605.23
2012-04-20,37,572.98
2012-04-27,56,603.00
2012-05-04,25,565.25
2012-05-11,25,566.71
2012-05-18,39,530.38
2012-05-25,32,562.29
2012-06-01,16,560.99
2012-06-08,18,580.32
2012-06-15,16,574.13
2012-06-22,24,582.10
2012-06-29,22,584.00
2012-07-06,22,605.88
2012-07-13,22,604.97
2012-07-20,16,604.30
2012-07-27,42,585.16
2012-08-03,24,615.70
2012-08-10,21,621.70
2012-08-17,26,648.11
2012-08-24,41,663.22
2012-08-31,39,665.24
2012-09-07,17,680.44
2012-09-14,37,691.28
2012-09-21,51,700.09
2012-09-28,35,667.10
2012-10-05,33,652.59
2012-10-12,37,629.71
2012-10-19,23,609.84
2012-10-26,44,604.00
2012-11-02,26,576.80
2012-11-09,51,547.06
2012-11-16,43,527.68
2012-11-23,32,571.50
2012-11-30,32,585.28
2012-12-07,27,533.25
2012-12-14,47,509.79
2012-12-21,32,519.33
2012-12-28,30,509.59
2013-01-04,17,527.00
2013-01-11,29,520.30
2013-01-18,40,500.00
2013-01-25,100,439.88
2013-02-01,59,453.62
2013-02-08,34,474.98
2013-02-15,13,460.16
2013-02-22,32,450.81
2013-03-01,30,430.47
2013-03-08,35,431.72
2013-03-15,35,443.66
2013-03-22,30,461.91
2013-03-29,21,
2013-04-05,27,423.20
2013-04-12,24,429.80
2013-04-19,52,390.53
2013-04-26,42,417.20
2013-05-03,38,449.98
2013-05-10,25,452.97
2013-05-17,36,433.26
2013-05-24,27,445.15
2013-05-31,14,449.73
2013-06-07,18,441.81
2013-06-14,22,430.05
2013-06-21,16,413.50
2013-06-28,19,396.53
2013-07-05,13,417.42
2013-07-12,24,426.51
2013-07-19,22,424.95
2013-07-26,33,440.99
2013-08-02,13,462.54
2013-08-09,17,454.45
2013-08-16,32,502.33
2013-08-23,26,501.02
2013-08-30,26,487.22
2013-09-06,16,498.22
2013-09-13,38,464.90
2013-09-20,37,467.41
2013-09-27,15,482.75
2013-10-04,24,483.03
2013-10-11,19,492.81
2013-10-18,26,508.89
2013-10-25,38,525.96
2013-11-01,39,520.03
2013-11-08,19,520.56
2013-11-15,16,524.99
2013-11-22,18,519.80
2013-11-29,19,556.07
2013-12-06,36,560.02
2013-12-13,20,554.43
2013-12-20,18,549.02
2013-12-27,27,560.09
2014-01-03,15,540.98
2014-01-10,22,532.94
2014-01-17,20,540.67
2014-01-24,12,546.07
2014-01-31,49,500.60
2014-02-07,20,519.68
2014-02-14,13,543.99
2014-02-21,17,525.25
2014-02-28,16,526.24
2014-03-07,11,530.44
2014-03-14,11,524.69
2014-03-21,11,532.87
2014-03-28,11,536.86
2014-04-04,11,531.82
2014-04-11,12,519.61
2014-04-18,12,
2014-04-25,42,571.94
2014-05-02,0,
