Date,sell ACT,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,47.87
2004-02-13,0,49.11
2004-02-20,0,46.95
2004-02-27,0,45.92
2004-03-05,0,46.93
2004-03-12,0,44.85
2004-03-19,0,44.50
2004-03-26,0,43.80
2004-04-02,0,42.76
2004-04-09,0,
2004-04-16,0,43.02
2004-04-23,0,42.98
2004-04-30,0,35.61
2004-05-07,0,35.24
2004-05-14,0,36.57
2004-05-21,0,35.99
2004-05-28,0,37.35
2004-06-04,0,36.92
2004-06-11,0,
2004-06-18,0,34.97
2004-06-25,0,32.29
2004-07-02,0,26.99
2004-07-09,0,25.43
2004-07-16,0,26.03
2004-07-23,0,25.41
2004-07-30,0,25.21
2004-08-06,0,26.14
2004-08-13,0,27.31
2004-08-20,0,28.01
2004-08-27,0,28.00
2004-09-03,0,27.42
2004-09-10,0,27.38
2004-09-17,0,30.03
2004-09-24,0,29.69
2004-10-01,0,29.55
2004-10-08,0,27.89
2004-10-15,0,27.07
2004-10-22,0,26.24
2004-10-29,0,28.03
2004-11-05,0,27.69
2004-11-12,0,28.79
2004-11-19,0,29.00
2004-11-26,0,29.18
2004-12-03,0,29.43
2004-12-10,0,30.78
2004-12-17,0,31.95
2004-12-24,0,
2004-12-31,0,32.81
2005-01-07,0,30.84
2005-01-14,0,30.51
2005-01-21,0,29.99
2005-01-28,0,29.91
2005-02-04,0,29.33
2005-02-11,0,30.65
2005-02-18,0,29.95
2005-02-25,0,32.11
2005-03-04,0,31.46
2005-03-11,0,31.60
2005-03-18,0,31.66
2005-03-25,0,
2005-04-01,0,30.60
2005-04-08,0,31.73
2005-04-15,0,30.78
2005-04-22,0,30.16
2005-04-29,0,30.00
2005-05-06,0,29.34
2005-05-13,0,29.49
2005-05-20,0,30.00
2005-05-27,0,30.27
2005-06-03,0,30.37
2005-06-10,0,30.98
2005-06-17,0,30.85
2005-06-24,0,30.50
2005-07-01,0,29.41
2005-07-08,0,29.58
2005-07-15,0,29.90
2005-07-22,0,29.60
2005-07-29,0,33.40
2005-08-05,0,33.86
2005-08-12,0,34.77
2005-08-19,0,34.95
2005-08-26,0,34.70
2005-09-02,0,33.83
2005-09-09,0,35.83
2005-09-16,0,35.56
2005-09-23,0,34.59
2005-09-30,0,36.61
2005-10-07,0,35.55
2005-10-14,0,34.66
2005-10-21,0,35.31
2005-10-28,0,33.98
2005-11-04,0,33.30
2005-11-11,0,32.92
2005-11-18,0,33.52
2005-11-25,0,33.80
2005-12-02,0,33.20
2005-12-09,0,33.06
2005-12-16,0,32.80
2005-12-23,0,32.69
2005-12-30,0,32.51
2006-01-06,0,33.42
2006-01-13,0,33.88
2006-01-20,0,33.50
2006-01-27,0,33.55
2006-02-03,0,32.06
2006-02-10,0,32.13
2006-02-17,0,30.76
2006-02-24,0,30.10
2006-03-03,0,30.10
2006-03-10,0,29.55
2006-03-17,0,29.08
2006-03-24,0,28.85
2006-03-31,0,28.74
2006-04-07,0,27.93
2006-04-14,0,
2006-04-21,0,28.56
2006-04-28,0,28.44
2006-05-05,0,29.18
2006-05-12,0,26.63
2006-05-19,0,25.55
2006-05-26,0,25.57
2006-06-02,0,25.46
2006-06-09,0,24.84
2006-06-16,0,24.58
2006-06-23,0,23.21
2006-06-30,0,23.28
2006-07-07,0,22.75
2006-07-14,0,22.18
2006-07-21,0,21.42
2006-07-28,0,22.42
2006-08-04,0,22.59
2006-08-11,0,24.28
2006-08-18,0,25.60
2006-08-25,0,25.52
2006-09-01,0,25.86
2006-09-08,0,26.02
2006-09-15,0,27.07
2006-09-22,0,25.91
2006-09-29,0,26.17
2006-10-06,0,26.86
2006-10-13,0,26.30
2006-10-20,0,26.40
2006-10-27,0,26.67
2006-11-03,0,26.20
2006-11-10,0,24.84
2006-11-17,0,25.17
2006-11-24,0,25.07
2006-12-01,0,25.69
2006-12-08,0,25.62
2006-12-15,0,26.38
2006-12-22,0,26.01
2006-12-29,0,26.03
2007-01-05,0,26.31
2007-01-12,0,25.98
2007-01-19,0,26.52
2007-01-26,0,26.58
2007-02-02,0,27.81
2007-02-09,0,28.17
2007-02-16,0,28.98
2007-02-23,0,29.22
2007-03-02,0,25.72
2007-03-09,0,25.88
2007-03-16,0,25.52
2007-03-23,0,25.99
2007-03-30,0,26.43
2007-04-06,0,
2007-04-13,0,27.15
2007-04-20,0,27.65
2007-04-27,0,27.45
2007-05-04,0,31.20
2007-05-11,0,31.19
2007-05-18,0,31.66
2007-05-25,0,30.90
2007-06-01,0,31.53
2007-06-08,0,31.45
2007-06-15,0,31.93
2007-06-22,0,32.28
2007-06-29,0,32.53
2007-07-06,0,32.92
2007-07-13,0,33.04
2007-07-20,0,32.68
2007-07-27,0,30.81
2007-08-03,0,31.30
2007-08-10,0,31.12
2007-08-17,0,30.24
2007-08-24,0,30.91
2007-08-31,0,29.82
2007-09-07,0,30.49
2007-09-14,0,31.11
2007-09-21,0,31.70
2007-09-28,0,32.40
2007-10-05,0,31.93
2007-10-12,0,30.80
2007-10-19,0,29.99
2007-10-26,0,30.01
2007-11-02,0,29.85
2007-11-09,0,28.77
2007-11-16,0,27.74
2007-11-23,0,27.87
2007-11-30,0,29.31
2007-12-07,0,28.78
2007-12-14,0,27.95
2007-12-21,0,27.61
2007-12-28,0,27.46
2008-01-04,0,26.08
2008-01-11,0,27.85
2008-01-18,0,26.56
2008-01-25,0,26.37
2008-02-01,0,26.01
2008-02-08,76,26.00
2008-02-15,77,27.94
2008-02-22,79,27.58
2008-02-29,59,27.81
2008-03-07,60,27.66
2008-03-14,62,27.56
2008-03-21,63,
2008-03-28,0,29.34
2008-04-04,0,29.26
2008-04-11,0,29.47
2008-04-18,0,29.82
2008-04-25,0,29.49
2008-05-02,0,29.49
2008-05-09,0,28.28
2008-05-16,70,28.53
2008-05-23,57,28.37
2008-05-30,57,28.56
2008-06-06,57,28.39
2008-06-13,58,27.64
2008-06-20,0,26.70
2008-06-27,0,26.95
2008-07-04,0,
2008-07-11,0,28.39
2008-07-18,0,29.90
2008-07-25,0,29.69
2008-08-01,0,29.41
2008-08-08,0,28.71
2008-08-15,0,30.66
2008-08-22,0,30.69
2008-08-29,0,30.31
2008-09-05,65,29.95
2008-09-12,66,29.81
2008-09-19,67,28.29
2008-09-26,67,28.80
2008-10-03,68,27.54
2008-10-10,60,21.23
2008-10-17,60,22.70
2008-10-24,60,21.61
2008-10-31,54,26.17
2008-11-07,54,24.82
2008-11-14,54,23.61
2008-11-21,58,22.03
2008-11-28,53,23.75
2008-12-05,53,23.60
2008-12-12,75,23.80
2008-12-19,59,24.39
2008-12-26,59,24.58
2009-01-02,59,26.30
2009-01-09,57,24.61
2009-01-16,46,24.68
2009-01-23,59,25.26
2009-01-30,64,27.28
2009-02-06,68,28.42
2009-02-13,72,29.05
2009-02-20,76,29.81
2009-02-27,54,28.27
2009-03-06,48,26.36
2009-03-13,62,28.57
2009-03-20,44,27.56
2009-03-27,55,28.76
2009-04-03,67,29.84
2009-04-10,60,
2009-04-17,61,30.36
2009-04-24,61,31.89
2009-05-01,57,30.19
2009-05-08,51,30.00
2009-05-15,51,30.00
2009-05-22,60,29.94
2009-05-29,60,30.25
2009-06-05,46,30.44
2009-06-12,71,29.91
2009-06-19,42,31.60
2009-06-26,42,33.39
2009-07-03,42,
2009-07-10,73,33.06
2009-07-17,78,33.24
2009-07-24,48,34.50
2009-07-31,52,34.73
2009-08-07,56,34.46
2009-08-14,61,34.37
2009-08-21,51,35.24
2009-08-28,70,35.35
2009-09-04,40,34.81
2009-09-11,39,36.43
2009-09-18,39,36.81
2009-09-25,63,35.98
2009-10-02,50,35.68
2009-10-09,50,37.12
2009-10-16,50,37.68
2009-10-23,49,35.81
2009-10-30,41,34.42
2009-11-06,81,35.37
2009-11-13,83,35.96
2009-11-20,66,35.15
2009-11-27,47,36.96
2009-12-04,47,37.90
2009-12-11,62,38.28
2009-12-18,89,38.09
2009-12-25,34,
2010-01-01,34,
2010-01-08,34,39.41
2010-01-15,34,40.90
2010-01-22,58,39.51
2010-01-29,50,38.37
2010-02-05,41,38.19
2010-02-12,50,38.08
2010-02-19,58,39.11
2010-02-26,49,39.79
2010-03-05,84,40.56
2010-03-12,80,41.37
2010-03-19,33,40.42
2010-03-26,53,41.31
2010-04-02,70,
2010-04-09,59,42.31
2010-04-16,66,42.55
2010-04-23,50,43.15
2010-04-30,51,42.82
2010-05-07,78,41.99
2010-05-14,45,42.75
2010-05-21,37,42.87
2010-05-28,45,44.16
2010-06-04,44,43.70
2010-06-11,44,42.67
2010-06-18,100,44.01
2010-06-25,38,42.59
2010-07-02,55,40.59
2010-07-09,53,42.58
2010-07-16,36,42.84
2010-07-23,85,41.64
2010-07-30,65,40.50
2010-08-06,62,41.22
2010-08-13,74,41.73
2010-08-20,58,42.19
2010-08-27,53,43.75
2010-09-03,54,44.61
2010-09-10,37,43.08
2010-09-17,51,43.29
2010-09-24,59,44.67
2010-10-01,40,43.37
2010-10-08,67,45.04
2010-10-15,46,47.36
2010-10-22,57,46.76
2010-10-29,48,46.65
2010-11-05,53,51.24
2010-11-12,70,50.41
2010-11-19,87,50.25
2010-11-26,42,49.18
2010-12-03,59,49.55
2010-12-10,69,49.40
2010-12-17,66,51.61
2010-12-24,52,
2010-12-31,52,51.65
2011-01-07,52,52.62
2011-01-14,57,51.87
2011-01-21,90,54.09
2011-01-28,67,53.54
2011-02-04,41,55.42
2011-02-11,56,57.16
2011-02-18,52,55.75
2011-02-25,39,55.65
2011-03-04,72,56.79
2011-03-11,65,56.89
2011-03-18,57,54.30
2011-03-25,42,55.63
2011-04-01,35,56.51
2011-04-08,58,57.51
2011-04-15,86,58.64
2011-04-22,61,
2011-04-29,62,62.02
2011-05-06,62,62.84
2011-05-13,65,62.96
2011-05-20,67,62.12
2011-05-27,78,63.99
2011-06-03,53,63.44
2011-06-10,73,63.21
2011-06-17,62,63.53
2011-06-24,42,65.66
2011-07-01,55,69.85
2011-07-08,55,69.85
2011-07-15,61,69.00
2011-07-22,47,70.48
2011-07-29,45,67.13
2011-08-05,42,63.70
2011-08-12,49,64.29
2011-08-19,71,61.59
2011-08-26,50,65.55
2011-09-02,51,66.33
2011-09-09,43,65.88
2011-09-16,68,67.28
2011-09-23,72,70.70
2011-09-30,54,68.25
2011-10-07,53,66.04
2011-10-14,67,68.24
2011-10-21,76,69.15
2011-10-28,75,69.35
2011-11-04,41,64.72
2011-11-11,57,65.73
2011-11-18,47,65.79
2011-11-25,33,63.42
2011-12-02,68,62.86
2011-12-09,59,61.52
2011-12-16,64,60.12
2011-12-23,42,62.08
2011-12-30,47,60.34
2012-01-06,72,63.21
2012-01-13,42,62.21
2012-01-20,54,58.14
2012-01-27,62,59.74
2012-02-03,36,58.01
2012-02-10,61,57.99
2012-02-17,55,60.18
2012-02-24,63,58.17
2012-03-02,60,59.68
2012-03-09,62,59.61
2012-03-16,43,58.81
2012-03-23,41,65.23
2012-03-30,49,67.06
2012-04-06,59,
2012-04-13,53,67.26
2012-04-20,76,69.36
2012-04-27,60,76.16
2012-05-04,76,73.65
2012-05-11,69,72.73
2012-05-18,70,69.91
2012-05-25,57,72.67
2012-06-01,57,69.75
2012-06-08,79,70.89
2012-06-15,67,69.02
2012-06-22,58,71.02
2012-06-29,72,73.99
2012-07-06,68,75.01
2012-07-13,60,76.76
2012-07-20,51,75.81
2012-07-27,81,79.77
2012-08-03,47,79.36
2012-08-10,43,79.86
2012-08-17,74,79.90
2012-08-24,51,83.32
2012-08-31,48,81.35
2012-09-07,44,83.59
2012-09-14,67,81.86
2012-09-21,58,83.90
2012-09-28,73,85.16
2012-10-05,86,87.86
2012-10-12,53,86.67
2012-10-19,63,86.91
2012-10-26,62,86.64
2012-11-02,72,86.73
2012-11-09,58,85.11
2012-11-16,67,83.40
2012-11-23,54,86.08
2012-11-30,79,88.01
2012-12-07,62,88.62
2012-12-14,47,87.74
2012-12-21,42,90.85
2012-12-28,46,89.04
2013-01-04,38,85.30
2013-01-11,46,83.71
2013-01-18,60,85.48
2013-01-25,71,84.27
2013-02-01,94,87.88
2013-02-08,77,87.45
2013-02-15,66,85.24
2013-02-22,55,83.44
2013-03-01,67,85.54
2013-03-08,66,87.56
2013-03-15,46,91.59
2013-03-22,57,90.31
2013-03-29,69,
2013-04-05,68,97.19
2013-04-12,96,97.33
2013-04-19,67,98.48
2013-04-26,81,100.94
2013-05-03,56,106.46
2013-05-10,76,119.86
2013-05-17,76,125.50
2013-05-24,65,127.23
2013-05-31,53,123.29
2013-06-07,60,124.12
2013-06-14,63,126.45
2013-06-21,56,121.52
2013-06-28,59,126.22
2013-07-05,66,126.37
2013-07-12,57,126.18
2013-07-19,62,125.42
2013-07-26,70,132.71
2013-08-02,50,135.89
2013-08-09,61,133.87
2013-08-16,48,134.52
2013-08-23,44,133.89
2013-08-30,70,135.18
2013-09-06,58,137.39
2013-09-13,61,135.59
2013-09-20,52,135.50
2013-09-27,92,144.30
2013-10-04,75,146.90
2013-10-11,64,141.71
2013-10-18,65,146.92
2013-10-25,85,148.15
2013-11-01,72,158.12
2013-11-08,69,156.73
2013-11-15,87,165.27
2013-11-22,72,164.83
2013-11-29,54,163.07
2013-12-06,81,166.73
2013-12-13,68,159.82
2013-12-20,82,162.51
2013-12-27,32,165.14
2014-01-03,59,168.02
2014-01-10,79,183.32
2014-01-17,62,183.28
2014-01-24,53,177.19
2014-01-31,67,188.98
2014-02-07,89,188.21
2014-02-14,80,191.88
2014-02-21,68,218.41
2014-02-28,83,220.82
2014-03-07,75,213.18
2014-03-14,79,214.52
2014-03-21,68,209.37
2014-03-28,67,203.77
2014-04-04,81,201.31
2014-04-11,91,188.83
2014-04-18,92,
2014-04-25,74,198.07
2014-05-02,97,
