Date,buy WAT,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,38.47
2004-02-13,0,38.13
2004-02-20,0,37.53
2004-02-27,0,36.94
2004-03-05,0,38.89
2004-03-12,0,37.36
2004-03-19,0,38.86
2004-03-26,0,39.15
2004-04-02,0,41.47
2004-04-09,0,
2004-04-16,0,40.00
2004-04-23,0,39.70
2004-04-30,0,43.15
2004-05-07,0,42.90
2004-05-14,0,43.97
2004-05-21,0,45.80
2004-05-28,0,46.08
2004-06-04,0,45.50
2004-06-11,0,
2004-06-18,0,44.13
2004-06-25,0,46.25
2004-07-02,0,46.70
2004-07-09,0,46.55
2004-07-16,0,48.20
2004-07-23,0,45.71
2004-07-30,0,43.88
2004-08-06,0,39.78
2004-08-13,0,40.46
2004-08-20,0,42.95
2004-08-27,0,43.31
2004-09-03,0,44.15
2004-09-10,0,44.90
2004-09-17,0,45.86
2004-09-24,0,44.86
2004-10-01,0,44.53
2004-10-08,0,42.99
2004-10-15,0,42.31
2004-10-22,0,40.75
2004-10-29,0,41.29
2004-11-05,0,44.11
2004-11-12,0,45.63
2004-11-19,0,45.94
2004-11-26,0,47.15
2004-12-03,0,47.40
2004-12-10,0,47.15
2004-12-17,0,46.90
2004-12-24,0,
2004-12-31,0,46.79
2005-01-07,0,45.67
2005-01-14,0,48.66
2005-01-21,0,47.69
2005-01-28,0,48.36
2005-02-04,0,50.57
2005-02-11,0,50.13
2005-02-18,0,48.60
2005-02-25,0,49.40
2005-03-04,0,49.91
2005-03-11,0,48.51
2005-03-18,0,46.77
2005-03-25,0,
2005-04-01,0,35.84
2005-04-08,0,36.01
2005-04-15,0,34.65
2005-04-22,0,36.69
2005-04-29,0,39.63
2005-05-06,0,40.29
2005-05-13,0,39.35
2005-05-20,0,38.50
2005-05-27,0,38.81
2005-06-03,0,38.40
2005-06-10,0,38.03
2005-06-17,0,39.61
2005-06-24,0,39.45
2005-07-01,0,37.22
2005-07-08,0,38.99
2005-07-15,0,39.51
2005-07-22,0,41.40
2005-07-29,0,45.28
2005-08-05,0,44.14
2005-08-12,0,44.52
2005-08-19,0,44.60
2005-08-26,0,44.94
2005-09-02,0,45.58
2005-09-09,0,46.28
2005-09-16,0,43.00
2005-09-23,0,42.60
2005-09-30,0,41.60
2005-10-07,0,42.47
2005-10-14,0,36.58
2005-10-21,0,36.20
2005-10-28,0,35.43
2005-11-04,0,38.38
2005-11-11,0,40.37
2005-11-18,0,40.05
2005-11-25,0,40.16
2005-12-02,0,38.99
2005-12-09,0,38.95
2005-12-16,0,38.60
2005-12-23,0,38.08
2005-12-30,0,37.80
2006-01-06,0,37.35
2006-01-13,0,38.80
2006-01-20,0,38.10
2006-01-27,0,41.90
2006-02-03,0,40.83
2006-02-10,0,40.82
2006-02-17,0,42.31
2006-02-24,0,43.75
2006-03-03,0,42.55
2006-03-10,0,41.77
2006-03-17,0,44.39
2006-03-24,0,43.43
2006-03-31,0,43.15
2006-04-07,0,43.38
2006-04-14,0,
2006-04-21,0,43.39
2006-04-28,0,45.32
2006-05-05,0,45.57
2006-05-12,0,44.23
2006-05-19,0,43.10
2006-05-26,0,42.18
2006-06-02,0,43.11
2006-06-09,0,43.00
2006-06-16,0,42.49
2006-06-23,0,42.65
2006-06-30,0,44.40
2006-07-07,0,44.12
2006-07-14,0,41.75
2006-07-21,0,41.87
2006-07-28,0,40.59
2006-08-04,0,41.07
2006-08-11,0,40.86
2006-08-18,0,42.87
2006-08-25,0,42.33
2006-09-01,0,43.06
2006-09-08,0,42.75
2006-09-15,0,44.54
2006-09-22,0,43.99
2006-09-29,0,45.28
2006-10-06,0,45.15
2006-10-13,0,45.26
2006-10-20,0,46.44
2006-10-27,0,49.43
2006-11-03,0,49.45
2006-11-10,0,51.38
2006-11-17,0,50.86
2006-11-24,0,50.47
2006-12-01,0,49.39
2006-12-08,0,50.37
2006-12-15,0,50.06
2006-12-22,0,49.05
2006-12-29,0,48.97
2007-01-05,0,48.67
2007-01-12,0,54.71
2007-01-19,0,54.96
2007-01-26,0,56.07
2007-02-02,0,56.26
2007-02-09,0,56.21
2007-02-16,0,58.00
2007-02-23,0,56.03
2007-03-02,0,55.02
2007-03-09,0,54.50
2007-03-16,0,56.10
2007-03-23,0,58.24
2007-03-30,0,58.00
2007-04-06,0,
2007-04-13,0,60.04
2007-04-20,0,59.98
2007-04-27,0,59.86
2007-05-04,0,60.11
2007-05-11,0,60.31
2007-05-18,0,61.38
2007-05-25,0,60.64
2007-06-01,0,60.08
2007-06-08,0,60.30
2007-06-15,0,61.03
2007-06-22,0,59.13
2007-06-29,0,59.36
2007-07-06,0,61.00
2007-07-13,0,61.58
2007-07-20,0,61.30
2007-07-27,0,59.08
2007-08-03,0,60.77
2007-08-10,0,62.53
2007-08-17,0,61.58
2007-08-24,0,62.92
2007-08-31,0,61.57
2007-09-07,0,62.86
2007-09-14,0,65.55
2007-09-21,0,67.36
2007-09-28,0,66.92
2007-10-05,0,67.51
2007-10-12,0,66.69
2007-10-19,0,67.39
2007-10-26,0,75.63
2007-11-02,65,75.28
2007-11-09,0,74.35
2007-11-16,0,76.57
2007-11-23,0,77.35
2007-11-30,0,78.04
2007-12-07,0,79.22
2007-12-14,0,80.07
2007-12-21,0,77.86
2007-12-28,0,79.43
2008-01-04,0,77.51
2008-01-11,0,78.70
2008-01-18,0,73.23
2008-01-25,0,57.07
2008-02-01,0,60.62
2008-02-08,64,60.16
2008-02-15,0,60.37
2008-02-22,0,60.07
2008-02-29,0,59.61
2008-03-07,0,59.10
2008-03-14,0,57.55
2008-03-21,57,
2008-03-28,60,55.72
2008-04-04,62,56.38
2008-04-11,64,56.63
2008-04-18,54,54.77
2008-04-25,71,58.47
2008-05-02,0,62.34
2008-05-09,0,63.41
2008-05-16,0,64.38
2008-05-23,0,63.20
2008-05-30,0,61.52
2008-06-06,73,61.33
2008-06-13,60,62.29
2008-06-20,60,62.94
2008-06-27,60,65.17
2008-07-04,55,
2008-07-11,55,65.19
2008-07-18,55,62.70
2008-07-25,55,67.31
2008-08-01,56,66.95
2008-08-08,56,69.18
2008-08-15,56,70.19
2008-08-22,57,68.91
2008-08-29,57,68.25
2008-09-05,60,64.02
2008-09-12,63,62.28
2008-09-19,49,57.65
2008-09-26,49,59.65
2008-10-03,62,54.06
2008-10-10,76,45.69
2008-10-17,52,45.87
2008-10-24,88,41.58
2008-10-31,52,43.80
2008-11-07,52,43.01
2008-11-14,50,39.14
2008-11-21,94,36.85
2008-11-28,68,41.23
2008-12-05,69,40.46
2008-12-12,71,37.21
2008-12-19,72,36.88
2008-12-26,77,36.10
2009-01-02,65,38.09
2009-01-09,48,35.67
2009-01-16,60,38.67
2009-01-23,61,36.51
2009-01-30,61,36.17
2009-02-06,62,41.76
2009-02-13,81,40.91
2009-02-20,100,37.36
2009-02-27,62,35.22
2009-03-06,49,33.24
2009-03-13,40,31.62
2009-03-20,45,31.99
2009-03-27,55,37.31
2009-04-03,65,39.10
2009-04-10,78,
2009-04-17,70,39.46
2009-04-24,84,37.52
2009-05-01,73,44.46
2009-05-08,73,44.45
2009-05-15,75,43.48
2009-05-22,74,43.19
2009-05-29,47,43.32
2009-06-05,47,46.69
2009-06-12,50,48.34
2009-06-19,66,49.07
2009-06-26,69,50.98
2009-07-03,55,
2009-07-10,48,48.94
2009-07-17,68,50.28
2009-07-24,68,51.86
2009-07-31,70,50.25
2009-08-07,73,51.28
2009-08-14,76,51.31
2009-08-21,87,51.80
2009-08-28,69,50.96
2009-09-04,56,50.76
2009-09-11,63,54.61
2009-09-18,51,55.32
2009-09-25,65,54.77
2009-10-02,78,53.90
2009-10-09,61,57.75
2009-10-16,56,57.47
2009-10-23,62,56.99
2009-10-30,51,57.43
2009-11-06,61,59.23
2009-11-13,70,60.72
2009-11-20,44,59.04
2009-11-27,73,59.02
2009-12-04,46,59.43
2009-12-11,47,61.21
2009-12-18,65,60.22
2009-12-25,87,
2010-01-01,95,
2010-01-08,73,61.21
2010-01-15,64,60.76
2010-01-22,63,59.49
2010-01-29,65,56.98
2010-02-05,59,57.47
2010-02-12,59,58.26
2010-02-19,70,58.78
2010-02-26,73,59.66
2010-03-05,56,64.21
2010-03-12,52,64.84
2010-03-19,43,65.06
2010-03-26,74,66.79
2010-04-02,52,
2010-04-09,55,69.23
2010-04-16,58,70.48
2010-04-23,61,70.03
2010-04-30,40,71.99
2010-05-07,72,66.11
2010-05-14,47,68.18
2010-05-21,78,65.50
2010-05-28,83,68.44
2010-06-04,67,66.54
2010-06-11,51,68.91
2010-06-18,77,71.71
2010-06-25,41,69.15
2010-07-02,44,63.11
2010-07-09,52,64.40
2010-07-16,84,63.02
2010-07-23,67,64.59
2010-07-30,77,64.16
2010-08-06,52,66.42
2010-08-13,75,62.39
2010-08-20,60,62.68
2010-08-27,46,62.15
2010-09-03,45,64.78
2010-09-10,68,65.97
2010-09-17,38,68.93
2010-09-24,57,71.49
2010-10-01,64,70.89
2010-10-08,48,70.79
2010-10-15,66,72.06
2010-10-22,63,72.53
2010-10-29,57,74.13
2010-11-05,83,77.88
2010-11-12,59,76.45
2010-11-19,54,78.73
2010-11-26,90,78.01
2010-12-03,64,79.40
2010-12-10,68,80.33
2010-12-17,77,80.17
2010-12-24,90,
2010-12-31,95,77.71
2011-01-07,56,75.21
2011-01-14,38,76.44
2011-01-21,69,76.25
2011-01-28,67,76.06
2011-02-04,79,75.37
2011-02-11,96,79.87
2011-02-18,70,83.38
2011-02-25,73,82.44
2011-03-04,60,87.00
2011-03-11,58,85.37
2011-03-18,62,83.57
2011-03-25,50,85.50
2011-04-01,60,87.93
2011-04-08,58,87.65
2011-04-15,49,87.81
2011-04-22,76,
2011-04-29,63,98.00
2011-05-06,60,96.87
2011-05-13,58,97.70
2011-05-20,60,98.73
2011-05-27,72,97.80
2011-06-03,52,94.01
2011-06-10,61,92.25
2011-06-17,55,92.09
2011-06-24,62,91.48
2011-07-01,69,97.63
2011-07-08,67,98.55
2011-07-15,54,93.69
2011-07-22,58,98.06
2011-07-29,53,87.89
2011-08-05,55,78.01
2011-08-12,65,78.89
2011-08-19,91,72.38
2011-08-26,48,78.34
2011-09-02,84,75.84
2011-09-09,58,74.62
2011-09-16,61,82.43
2011-09-23,73,75.09
2011-09-30,62,75.49
2011-10-07,51,72.78
2011-10-14,71,77.25
2011-10-21,60,80.59
2011-10-28,45,82.22
2011-11-04,62,78.55
2011-11-11,77,80.03
2011-11-18,48,74.77
2011-11-25,88,72.55
2011-12-02,67,79.88
2011-12-09,54,74.82
2011-12-16,78,71.61
2011-12-23,78,74.59
2011-12-30,71,74.05
2012-01-06,71,74.15
2012-01-13,73,76.06
2012-01-20,83,77.99
2012-01-27,72,86.82
2012-02-03,69,89.49
2012-02-10,71,87.80
2012-02-17,71,88.63
2012-02-24,63,88.56
2012-03-02,55,89.34
2012-03-09,61,90.98
2012-03-16,36,92.96
2012-03-23,45,90.89
2012-03-30,64,92.66
2012-04-06,51,
2012-04-13,53,87.56
2012-04-20,72,88.75
2012-04-27,66,83.82
2012-05-04,63,83.51
2012-05-11,45,84.82
2012-05-18,68,80.81
2012-05-25,81,82.10
2012-06-01,67,77.07
2012-06-08,43,78.78
2012-06-15,67,80.56
2012-06-22,71,81.09
2012-06-29,63,79.47
2012-07-06,67,77.31
2012-07-13,48,76.63
2012-07-20,70,76.48
2012-07-27,76,79.06
2012-08-03,56,77.11
2012-08-10,71,78.65
2012-08-17,70,75.26
2012-08-24,83,77.72
2012-08-31,63,80.19
2012-09-07,69,83.18
2012-09-14,55,85.04
2012-09-21,43,84.69
2012-09-28,81,83.33
2012-10-05,74,84.35
2012-10-12,50,80.38
2012-10-19,56,79.88
2012-10-26,59,81.56
2012-11-02,74,83.49
2012-11-09,58,82.97
2012-11-16,77,81.21
2012-11-23,73,83.64
2012-11-30,66,84.55
2012-12-07,72,85.50
2012-12-14,63,87.35
2012-12-21,79,88.42
2012-12-28,62,86.25
2013-01-04,76,86.82
2013-01-11,63,90.61
2013-01-18,58,91.89
2013-01-25,78,92.61
2013-02-01,66,93.09
2013-02-08,85,92.53
2013-02-15,64,92.61
2013-02-22,75,92.65
2013-03-01,66,93.77
2013-03-08,67,94.48
2013-03-15,57,94.82
2013-03-22,61,93.26
2013-03-29,67,
2013-04-05,77,92.39
2013-04-12,68,94.33
2013-04-19,56,88.45
2013-04-26,55,92.30
2013-05-03,66,93.00
2013-05-10,72,96.91
2013-05-17,73,98.00
2013-05-24,69,97.79
2013-05-31,75,96.71
2013-06-07,63,98.38
2013-06-14,67,98.60
2013-06-21,68,99.26
2013-06-28,62,100.05
2013-07-05,67,102.01
2013-07-12,69,104.53
2013-07-19,68,104.74
2013-07-26,75,100.16
2013-08-02,63,102.09
2013-08-09,71,103.41
2013-08-16,92,98.47
2013-08-23,73,99.63
2013-08-30,62,98.85
2013-09-06,56,101.62
2013-09-13,48,104.19
2013-09-20,67,106.54
2013-09-27,83,107.28
2013-10-04,56,105.00
2013-10-11,53,104.48
2013-10-18,58,106.48
2013-10-25,56,101.99
2013-11-01,63,100.58
2013-11-08,73,100.12
2013-11-15,61,102.12
2013-11-22,56,101.09
2013-11-29,72,99.53
2013-12-06,64,98.21
2013-12-13,78,96.03
2013-12-20,70,99.58
2013-12-27,72,99.36
2014-01-03,69,98.04
2014-01-10,75,101.46
2014-01-17,65,104.40
2014-01-24,74,103.02
2014-01-31,57,108.27
2014-02-07,54,108.72
2014-02-14,69,112.48
2014-02-21,54,113.31
2014-02-28,60,111.40
2014-03-07,54,112.72
2014-03-14,59,113.04
2014-03-21,51,110.74
2014-03-28,60,107.68
2014-04-04,40,111.03
2014-04-11,52,108.00
2014-04-18,73,
2014-04-25,64,108.70
2014-05-02,72,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
