Date,buy THC,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,12.81
2004-02-13,0,12.22
2004-02-20,0,12.27
2004-02-27,0,12.02
2004-03-05,0,12.08
2004-03-12,0,9.95
2004-03-19,0,10.70
2004-03-26,0,10.30
2004-04-02,0,11.00
2004-04-09,0,
2004-04-16,0,10.78
2004-04-23,0,11.40
2004-04-30,0,11.76
2004-05-07,0,12.10
2004-05-14,0,11.99
2004-05-21,0,11.73
2004-05-28,0,11.92
2004-06-04,0,12.87
2004-06-11,0,
2004-06-18,0,12.70
2004-06-25,0,12.84
2004-07-02,0,13.11
2004-07-09,0,12.24
2004-07-16,0,12.68
2004-07-23,0,11.89
2004-07-30,0,11.18
2004-08-06,0,10.01
2004-08-13,0,10.26
2004-08-20,0,10.58
2004-08-27,0,10.27
2004-09-03,0,10.41
2004-09-10,0,10.25
2004-09-17,0,10.30
2004-09-24,0,10.41
2004-10-01,0,11.00
2004-10-08,0,11.24
2004-10-15,0,10.37
2004-10-22,0,10.41
2004-10-29,0,10.72
2004-11-05,0,10.91
2004-11-12,0,10.99
2004-11-19,0,10.70
2004-11-26,0,10.69
2004-12-03,0,11.70
2004-12-10,0,12.04
2004-12-17,0,10.50
2004-12-24,0,
2004-12-31,0,10.98
2005-01-07,0,10.45
2005-01-14,0,10.59
2005-01-21,0,10.23
2005-01-28,0,9.90
2005-02-04,0,10.48
2005-02-11,0,10.09
2005-02-18,0,10.78
2005-02-25,0,10.85
2005-03-04,0,11.12
2005-03-11,0,10.57
2005-03-18,0,10.59
2005-03-25,0,
2005-04-01,0,11.57
2005-04-08,0,11.81
2005-04-15,0,11.89
2005-04-22,0,11.80
2005-04-29,0,11.97
2005-05-06,0,11.71
2005-05-13,0,12.18
2005-05-20,0,12.50
2005-05-27,0,12.00
2005-06-03,0,11.98
2005-06-10,0,12.01
2005-06-17,0,12.76
2005-06-24,0,12.32
2005-07-01,0,12.19
2005-07-08,0,12.30
2005-07-15,0,12.10
2005-07-22,0,12.11
2005-07-29,0,12.14
2005-08-05,0,12.66
2005-08-12,0,12.74
2005-08-19,0,12.75
2005-08-26,0,12.77
2005-09-02,0,12.00
2005-09-09,0,12.02
2005-09-16,0,11.66
2005-09-23,0,11.41
2005-09-30,0,11.23
2005-10-07,0,10.46
2005-10-14,0,9.95
2005-10-21,0,9.12
2005-10-28,0,8.25
2005-11-04,0,7.92
2005-11-11,0,7.60
2005-11-18,0,7.61
2005-11-25,0,7.43
2005-12-02,0,8.22
2005-12-09,0,8.66
2005-12-16,0,8.45
2005-12-23,0,7.98
2005-12-30,0,7.66
2006-01-06,0,7.74
2006-01-13,0,7.73
2006-01-20,0,7.49
2006-01-27,0,7.48
2006-02-03,0,7.06
2006-02-10,0,7.04
2006-02-17,0,7.81
2006-02-24,0,8.05
2006-03-03,0,7.43
2006-03-10,0,7.27
2006-03-17,0,7.28
2006-03-24,0,7.32
2006-03-31,0,7.38
2006-04-07,0,8.71
2006-04-14,0,
2006-04-21,0,8.63
2006-04-28,0,8.32
2006-05-05,0,8.02
2006-05-12,0,7.58
2006-05-19,0,7.95
2006-05-26,0,7.77
2006-06-02,0,8.05
2006-06-09,0,7.80
2006-06-16,0,7.41
2006-06-23,0,7.10
2006-06-30,0,6.98
2006-07-07,0,6.56
2006-07-14,0,6.23
2006-07-21,0,6.09
2006-07-28,0,5.92
2006-08-04,0,5.92
2006-08-11,0,7.05
2006-08-18,0,7.34
2006-08-25,0,7.29
2006-09-01,0,7.70
2006-09-08,0,7.80
2006-09-15,0,8.58
2006-09-22,0,8.17
2006-09-29,0,8.14
2006-10-06,0,8.31
2006-10-13,0,8.21
2006-10-20,0,8.14
2006-10-27,0,8.30
2006-11-03,0,6.84
2006-11-10,0,7.23
2006-11-17,0,7.26
2006-11-24,0,7.09
2006-12-01,0,6.98
2006-12-08,0,7.10
2006-12-15,0,6.82
2006-12-22,0,6.93
2006-12-29,0,6.97
2007-01-05,0,7.10
2007-01-12,0,7.34
2007-01-19,0,7.58
2007-01-26,0,7.07
2007-02-02,0,7.02
2007-02-09,0,7.19
2007-02-16,0,7.32
2007-02-23,0,7.44
2007-03-02,0,6.43
2007-03-09,0,6.36
2007-03-16,0,6.35
2007-03-23,0,6.71
2007-03-30,0,6.43
2007-04-06,0,
2007-04-13,0,7.03
2007-04-20,0,7.41
2007-04-27,0,7.50
2007-05-04,0,7.47
2007-05-11,0,6.97
2007-05-18,0,6.88
2007-05-25,0,6.87
2007-06-01,0,7.02
2007-06-08,0,6.84
2007-06-15,0,6.72
2007-06-22,0,6.59
2007-06-29,0,6.51
2007-07-06,0,6.59
2007-07-13,0,6.57
2007-07-20,0,6.18
2007-07-27,0,5.55
2007-08-03,0,4.86
2007-08-10,0,4.46
2007-08-17,0,3.80
2007-08-24,0,3.67
2007-08-31,0,3.39
2007-09-07,0,3.48
2007-09-14,0,3.26
2007-09-21,0,3.55
2007-09-28,0,3.36
2007-10-05,0,3.49
2007-10-12,0,3.30
2007-10-19,0,3.10
2007-10-26,0,3.38
2007-11-02,0,3.20
2007-11-09,0,4.06
2007-11-16,0,4.40
2007-11-23,0,3.97
2007-11-30,0,5.51
2007-12-07,0,5.82
2007-12-14,0,5.35
2007-12-21,0,5.32
2007-12-28,0,5.08
2008-01-04,0,4.75
2008-01-11,0,4.26
2008-01-18,0,4.40
2008-01-25,0,4.60
2008-02-01,0,4.55
2008-02-08,0,4.27
2008-02-15,0,4.19
2008-02-22,0,4.25
2008-02-29,0,4.81
2008-03-07,0,4.88
2008-03-14,0,5.01
2008-03-21,0,
2008-03-28,0,5.51
2008-04-04,0,5.53
2008-04-11,0,5.22
2008-04-18,0,5.44
2008-04-25,0,6.19
2008-05-02,0,6.38
2008-05-09,0,5.70
2008-05-16,0,5.66
2008-05-23,0,5.61
2008-05-30,0,5.90
2008-06-06,0,5.71
2008-06-13,0,5.75
2008-06-20,0,5.33
2008-06-27,0,5.48
2008-07-04,0,
2008-07-11,0,5.57
2008-07-18,0,5.78
2008-07-25,0,5.83
2008-08-01,0,6.04
2008-08-08,0,5.67
2008-08-15,0,6.09
2008-08-22,0,6.08
2008-08-29,0,6.03
2008-09-05,0,6.31
2008-09-12,0,6.48
2008-09-19,0,6.26
2008-09-26,0,6.01
2008-10-03,0,5.01
2008-10-10,0,4.18
2008-10-17,0,3.94
2008-10-24,0,3.60
2008-10-31,58,4.38
2008-11-07,0,2.26
2008-11-14,0,1.95
2008-11-21,0,1.21
2008-11-28,0,1.21
2008-12-05,0,1.42
2008-12-12,0,1.37
2008-12-19,0,1.07
2008-12-26,0,1.21
2009-01-02,0,1.27
2009-01-09,0,1.38
2009-01-16,0,1.19
2009-01-23,0,1.16
2009-01-30,0,1.07
2009-02-06,0,1.20
2009-02-13,81,1.17
2009-02-20,63,0.98
2009-02-27,63,1.11
2009-03-06,63,0.92
2009-03-13,63,1.03
2009-03-20,63,1.00
2009-03-27,63,1.16
2009-04-03,64,1.11
2009-04-10,64,
2009-04-17,64,1.56
2009-04-24,62,2.11
2009-05-01,62,2.40
2009-05-08,62,2.38
2009-05-15,0,2.31
2009-05-22,0,3.22
2009-05-29,0,3.63
2009-06-05,0,3.55
2009-06-12,0,3.06
2009-06-19,54,2.78
2009-06-26,0,2.89
2009-07-03,0,
2009-07-10,0,2.99
2009-07-17,0,3.24
2009-07-24,0,3.48
2009-07-31,0,3.95
2009-08-07,68,4.12
2009-08-14,69,4.77
2009-08-21,70,4.55
2009-08-28,71,4.76
2009-09-04,72,4.81
2009-09-11,72,5.45
2009-09-18,71,5.61
2009-09-25,71,5.44
2009-10-02,65,5.36
2009-10-09,65,5.98
2009-10-16,48,5.94
2009-10-23,48,5.79
2009-10-30,0,5.12
2009-11-06,0,5.11
2009-11-13,0,5.56
2009-11-20,0,5.27
2009-11-27,0,4.95
2009-12-04,0,4.75
2009-12-11,0,4.81
2009-12-18,62,4.91
2009-12-25,46,
2010-01-01,46,
2010-01-08,46,6.25
2010-01-15,49,6.07
2010-01-22,44,5.19
2010-01-29,56,5.54
2010-02-05,59,5.10
2010-02-12,61,5.21
2010-02-19,43,5.59
2010-02-26,43,5.27
2010-03-05,43,5.51
2010-03-12,64,5.39
2010-03-19,51,5.75
2010-03-26,47,5.81
2010-04-02,50,
2010-04-09,54,5.99
2010-04-16,51,5.80
2010-04-23,81,6.34
2010-04-30,53,6.25
2010-05-07,53,5.32
2010-05-14,53,5.60
2010-05-21,97,5.37
2010-05-28,49,5.72
2010-06-04,49,4.92
2010-06-11,49,5.07
2010-06-18,85,4.90
2010-06-25,63,4.71
2010-07-02,63,4.15
2010-07-09,63,4.57
2010-07-16,63,4.49
2010-07-23,47,4.41
2010-07-30,54,4.60
2010-08-06,51,4.42
2010-08-13,67,4.17
2010-08-20,63,4.23
2010-08-27,56,4.11
2010-09-03,56,4.37
2010-09-10,56,4.46
2010-09-17,42,4.22
2010-09-24,46,4.23
2010-10-01,67,4.53
2010-10-08,41,4.62
2010-10-15,59,4.42
2010-10-22,77,4.33
2010-10-29,51,4.36
2010-11-05,37,4.53
2010-11-12,65,4.65
2010-11-19,36,4.37
2010-11-26,40,4.21
2010-12-03,66,4.29
2010-12-10,64,6.65
2010-12-17,83,6.74
2010-12-24,57,
2010-12-31,57,6.69
2011-01-07,86,6.89
2011-01-14,57,7.06
2011-01-21,43,6.70
2011-01-28,74,6.67
2011-02-04,44,6.67
2011-02-11,39,7.00
2011-02-18,46,7.01
2011-02-25,58,7.07
2011-03-04,48,7.18
2011-03-11,68,7.09
2011-03-18,61,7.01
2011-03-25,64,7.22
2011-04-01,49,7.63
2011-04-08,62,7.55
2011-04-15,78,6.66
2011-04-22,51,
2011-04-29,61,6.93
2011-05-06,49,6.53
2011-05-13,45,6.34
2011-05-20,35,6.28
2011-05-27,58,6.40
2011-06-03,46,6.25
2011-06-10,67,5.91
2011-06-17,61,6.41
2011-06-24,45,5.99
2011-07-01,52,6.51
2011-07-08,49,6.30
2011-07-15,43,6.02
2011-07-22,39,6.26
2011-07-29,65,5.56
2011-08-05,55,4.95
2011-08-12,38,4.95
2011-08-19,38,4.65
2011-08-26,56,5.13
2011-09-02,30,5.03
2011-09-09,32,5.02
2011-09-16,34,4.79
2011-09-23,35,4.19
2011-09-30,46,4.11
2011-10-07,29,4.35
2011-10-14,53,4.56
2011-10-21,46,4.87
2011-10-28,54,5.07
2011-11-04,42,4.86
2011-11-11,40,5.19
2011-11-18,45,4.50
2011-11-25,56,4.17
2011-12-02,83,4.18
2011-12-09,60,4.45
2011-12-16,35,4.42
2011-12-23,40,4.98
2011-12-30,30,5.13
2012-01-06,52,4.99
2012-01-13,44,5.07
2012-01-20,41,5.10
2012-01-27,57,5.48
2012-02-03,41,5.97
2012-02-10,38,5.72
2012-02-17,51,5.66
2012-02-24,46,5.78
2012-03-02,28,5.66
2012-03-09,63,5.47
2012-03-16,53,5.58
2012-03-23,48,5.25
2012-03-30,56,5.31
2012-04-06,74,
2012-04-13,55,5.30
2012-04-20,55,5.41
2012-04-27,38,5.21
2012-05-04,62,5.03
2012-05-11,50,5.07
2012-05-18,63,4.58
2012-05-25,69,4.75
2012-06-01,41,4.49
2012-06-08,62,4.68
2012-06-15,52,4.61
2012-06-22,48,4.89
2012-06-29,68,5.24
2012-07-06,43,5.08
2012-07-13,62,5.14
2012-07-20,55,4.65
2012-07-27,69,4.82
2012-08-03,61,4.69
2012-08-10,54,5.22
2012-08-17,57,5.27
2012-08-24,60,5.17
2012-08-31,64,5.19
2012-09-07,49,5.41
2012-09-14,51,5.76
2012-09-21,43,6.18
2012-09-28,40,6.27
2012-10-05,52,6.19
2012-10-12,51,23.67
2012-10-19,41,23.51
2012-10-26,50,23.33
2012-11-02,41,25.03
2012-11-09,41,26.21
2012-11-16,56,26.39
2012-11-23,36,28.29
2012-11-30,51,28.96
2012-12-07,59,28.85
2012-12-14,60,30.63
2012-12-21,45,32.43
2012-12-28,32,31.33
2013-01-04,66,34.11
2013-01-11,72,34.30
2013-01-18,41,38.04
2013-01-25,46,39.05
2013-02-01,64,39.33
2013-02-08,40,39.85
2013-02-15,59,40.10
2013-02-22,46,39.31
2013-03-01,71,39.48
2013-03-08,59,43.20
2013-03-15,54,44.22
2013-03-22,72,45.38
2013-03-29,88,
2013-04-05,72,43.82
2013-04-12,55,42.40
2013-04-19,41,40.04
2013-04-26,51,41.16
2013-05-03,58,46.52
2013-05-10,57,48.66
2013-05-17,56,45.82
2013-05-24,58,44.89
2013-05-31,73,47.37
2013-06-07,52,46.58
2013-06-14,71,46.67
2013-06-21,59,41.85
2013-06-28,91,46.10
2013-07-05,56,43.28
2013-07-12,66,43.81
2013-07-19,74,42.65
2013-07-26,60,44.78
2013-08-02,63,43.93
2013-08-09,54,41.66
2013-08-16,69,39.67
2013-08-23,69,39.99
2013-08-30,60,39.05
2013-09-06,47,39.86
2013-09-13,64,40.22
2013-09-20,67,42.03
2013-09-27,49,40.33
2013-10-04,71,46.10
2013-10-11,65,46.21
2013-10-18,64,47.79
2013-10-25,66,45.93
2013-11-01,78,47.19
2013-11-08,73,42.33
2013-11-15,62,42.39
2013-11-22,72,42.10
2013-11-29,56,43.15
2013-12-06,63,42.70
2013-12-13,49,40.34
2013-12-20,54,40.31
2013-12-27,73,40.89
2014-01-03,71,44.20
2014-01-10,95,46.68
2014-01-17,79,47.24
2014-01-24,64,44.95
2014-01-31,87,46.01
2014-02-07,59,44.79
2014-02-14,65,46.56
2014-02-21,74,46.87
2014-02-28,70,44.12
2014-03-07,85,42.31
2014-03-14,76,39.80
2014-03-21,76,40.19
2014-03-28,93,41.86
2014-04-04,84,41.88
2014-04-11,63,39.34
2014-04-18,100,
2014-04-25,61,46.12
2014-05-02,64,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
