Date,buy COP,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,66.03
2004-02-13,0,68.63
2004-02-20,0,68.13
2004-02-27,0,68.87
2004-03-05,0,70.33
2004-03-12,0,69.15
2004-03-19,0,69.29
2004-03-26,0,66.80
2004-04-02,0,68.93
2004-04-09,0,
2004-04-16,0,72.79
2004-04-23,0,71.83
2004-04-30,0,71.30
2004-05-07,0,73.14
2004-05-14,0,73.33
2004-05-21,0,70.47
2004-05-28,0,73.33
2004-06-04,0,73.94
2004-06-11,0,
2004-06-18,0,76.69
2004-06-25,0,77.19
2004-07-02,0,76.19
2004-07-09,0,77.35
2004-07-16,0,79.50
2004-07-23,0,77.17
2004-07-30,0,78.77
2004-08-06,0,73.92
2004-08-13,0,73.47
2004-08-20,0,74.16
2004-08-27,0,73.33
2004-09-03,0,76.19
2004-09-10,0,77.68
2004-09-17,0,79.13
2004-09-24,0,81.70
2004-10-01,0,84.07
2004-10-08,0,88.08
2004-10-15,0,83.99
2004-10-22,0,84.80
2004-10-29,0,84.31
2004-11-05,0,88.36
2004-11-12,0,87.89
2004-11-19,0,87.43
2004-11-26,0,90.36
2004-12-03,0,86.50
2004-12-10,0,84.75
2004-12-17,0,86.99
2004-12-24,0,
2004-12-31,0,86.83
2005-01-07,0,84.86
2005-01-14,0,89.02
2005-01-21,0,87.30
2005-01-28,0,90.99
2005-02-04,0,96.22
2005-02-11,0,99.04
2005-02-18,0,106.25
2005-02-25,0,112.32
2005-03-04,0,112.21
2005-03-11,0,105.59
2005-03-18,0,110.25
2005-03-25,0,
2005-04-01,0,110.28
2005-04-08,0,109.13
2005-04-15,0,100.07
2005-04-22,0,106.96
2005-04-29,0,104.85
2005-05-06,0,104.92
2005-05-13,0,98.51
2005-05-20,0,101.11
2005-05-27,0,107.55
2005-06-03,0,55.01
2005-06-10,0,55.94
2005-06-17,0,60.68
2005-06-24,0,58.21
2005-07-01,0,59.10
2005-07-08,0,60.24
2005-07-15,0,59.35
2005-07-22,0,61.25
2005-07-29,0,62.59
2005-08-05,0,63.75
2005-08-12,0,66.62
2005-08-19,0,63.07
2005-08-26,0,61.88
2005-09-02,0,66.77
2005-09-09,0,69.02
2005-09-16,0,69.15
2005-09-23,0,68.29
2005-09-30,0,69.91
2005-10-07,0,63.60
2005-10-14,0,62.33
2005-10-21,0,58.15
2005-10-28,0,63.26
2005-11-04,0,66.25
2005-11-11,0,63.50
2005-11-18,0,62.23
2005-11-25,0,64.00
2005-12-02,0,62.39
2005-12-09,0,63.07
2005-12-16,0,57.35
2005-12-23,0,59.15
2005-12-30,0,58.18
2006-01-06,0,60.89
2006-01-13,0,60.76
2006-01-20,0,64.65
2006-01-27,0,65.08
2006-02-03,0,62.50
2006-02-10,0,59.35
2006-02-17,0,61.09
2006-02-24,0,62.73
2006-03-03,0,62.48
2006-03-10,0,59.07
2006-03-17,0,61.36
2006-03-24,0,61.76
2006-03-31,0,63.15
2006-04-07,0,65.96
2006-04-14,0,
2006-04-21,0,72.50
2006-04-28,0,66.90
2006-05-05,0,66.85
2006-05-12,0,65.19
2006-05-19,0,62.72
2006-05-26,0,63.46
2006-06-02,0,64.51
2006-06-09,0,60.57
2006-06-16,0,61.17
2006-06-23,0,61.26
2006-06-30,0,65.53
2006-07-07,0,67.19
2006-07-14,0,67.45
2006-07-21,0,63.63
2006-07-28,0,67.95
2006-08-04,0,68.52
2006-08-11,0,68.38
2006-08-18,0,66.40
2006-08-25,0,66.30
2006-09-01,0,64.24
2006-09-08,0,60.34
2006-09-15,0,58.10
2006-09-22,0,58.04
2006-09-29,0,59.53
2006-10-06,0,58.01
2006-10-13,0,60.03
2006-10-20,0,60.86
2006-10-27,0,61.19
2006-11-03,0,60.97
2006-11-10,0,63.09
2006-11-17,0,62.70
2006-11-24,0,64.29
2006-12-01,0,67.37
2006-12-08,0,71.04
2006-12-15,0,72.77
2006-12-22,0,71.05
2006-12-29,0,71.95
2007-01-05,0,67.42
2007-01-12,0,63.83
2007-01-19,0,63.95
2007-01-26,0,64.77
2007-02-02,0,67.29
2007-02-09,0,66.99
2007-02-16,0,66.15
2007-02-23,0,67.20
2007-03-02,0,64.93
2007-03-09,0,67.80
2007-03-16,0,65.34
2007-03-23,0,69.25
2007-03-30,0,68.35
2007-04-06,0,
2007-04-13,0,70.54
2007-04-20,0,71.25
2007-04-27,0,70.04
2007-05-04,0,70.19
2007-05-11,0,70.19
2007-05-18,0,74.85
2007-05-25,0,76.42
2007-06-01,0,78.86
2007-06-08,0,77.29
2007-06-15,0,80.52
2007-06-22,0,78.74
2007-06-29,0,78.50
2007-07-06,0,81.04
2007-07-13,0,90.17
2007-07-20,0,86.30
2007-07-27,0,79.80
2007-08-03,0,77.59
2007-08-10,0,78.21
2007-08-17,0,79.13
2007-08-24,0,80.74
2007-08-31,0,81.89
2007-09-07,0,82.81
2007-09-14,0,85.27
2007-09-21,0,88.94
2007-09-28,0,87.77
2007-10-05,0,84.20
2007-10-12,0,85.72
2007-10-19,0,85.07
2007-10-26,0,84.81
2007-11-02,0,84.57
2007-11-09,0,82.56
2007-11-16,0,78.93
2007-11-23,0,79.12
2007-11-30,67,80.04
2007-12-07,0,83.30
2007-12-14,0,83.29
2007-12-21,0,86.71
2007-12-28,0,89.13
2008-01-04,0,85.56
2008-01-11,0,83.04
2008-01-18,0,72.89
2008-01-25,0,74.13
2008-02-01,0,80.36
2008-02-08,0,75.38
2008-02-15,0,79.05
2008-02-22,0,80.61
2008-02-29,0,82.71
2008-03-07,0,78.36
2008-03-14,0,77.49
2008-03-21,0,
2008-03-28,0,75.67
2008-04-04,0,78.81
2008-04-11,0,78.59
2008-04-18,0,83.89
2008-04-25,0,83.57
2008-05-02,0,86.88
2008-05-09,0,88.71
2008-05-16,0,91.98
2008-05-23,0,91.40
2008-05-30,0,93.10
2008-06-06,0,92.17
2008-06-13,70,94.26
2008-06-20,0,92.76
2008-06-27,0,91.64
2008-07-04,0,
2008-07-11,0,88.13
2008-07-18,0,83.91
2008-07-25,0,81.98
2008-08-01,0,81.15
2008-08-08,0,80.91
2008-08-15,0,77.66
2008-08-22,0,83.18
2008-08-29,0,82.51
2008-09-05,0,75.43
2008-09-12,0,73.43
2008-09-19,0,78.31
2008-09-26,0,76.24
2008-10-03,0,66.14
2008-10-10,0,48.23
2008-10-17,0,52.51
2008-10-24,0,48.45
2008-10-31,0,52.01
2008-11-07,0,51.58
2008-11-14,0,47.39
2008-11-21,45,46.84
2008-11-28,52,52.52
2008-12-05,59,47.77
2008-12-12,66,51.39
2008-12-19,73,50.80
2008-12-26,48,48.59
2009-01-02,48,54.85
2009-01-09,48,51.99
2009-01-16,60,49.38
2009-01-23,55,48.18
2009-01-30,68,47.53
2009-02-06,50,47.94
2009-02-13,52,45.67
2009-02-20,54,39.44
2009-02-27,58,37.35
2009-03-06,61,35.36
2009-03-13,48,36.41
2009-03-20,45,37.81
2009-03-27,45,40.33
2009-04-03,45,42.36
2009-04-10,42,
2009-04-17,42,40.17
2009-04-24,45,41.21
2009-05-01,49,42.50
2009-05-08,43,46.91
2009-05-15,43,43.93
2009-05-22,55,44.38
2009-05-29,43,45.84
2009-06-05,62,45.00
2009-06-12,43,44.37
2009-06-19,58,42.97
2009-06-26,46,41.62
2009-07-03,73,
2009-07-10,100,39.72
2009-07-17,40,42.38
2009-07-24,40,44.95
2009-07-31,44,43.71
2009-08-07,41,44.07
2009-08-14,41,43.77
2009-08-21,41,44.20
2009-08-28,41,45.70
2009-09-04,41,44.97
2009-09-11,42,45.96
2009-09-18,44,46.80
2009-09-25,47,45.06
2009-10-02,50,46.80
2009-10-09,57,50.78
2009-10-16,46,51.96
2009-10-23,35,51.97
2009-10-30,55,50.18
2009-11-06,38,52.11
2009-11-13,33,52.83
2009-11-20,37,52.08
2009-11-27,40,51.92
2009-12-04,43,50.66
2009-12-11,41,50.92
2009-12-18,48,49.80
2009-12-25,33,
2010-01-01,33,
2010-01-08,33,53.26
2010-01-15,41,53.02
2010-01-22,40,50.60
2010-01-29,40,48.00
2010-02-05,34,47.98
2010-02-12,44,48.67
2010-02-19,54,48.90
2010-02-26,43,48.00
2010-03-05,62,50.41
2010-03-12,52,51.68
2010-03-19,52,52.37
2010-03-26,52,51.02
2010-04-02,52,
2010-04-09,39,55.32
2010-04-16,40,56.05
2010-04-23,46,58.09
2010-04-30,49,59.19
2010-05-07,53,54.68
2010-05-14,35,55.84
2010-05-21,35,51.47
2010-05-28,44,51.86
2010-06-04,47,50.06
2010-06-11,49,53.50
2010-06-18,51,56.01
2010-06-25,32,51.92
2010-07-02,39,48.82
2010-07-09,46,52.30
2010-07-16,39,51.85
2010-07-23,48,53.79
2010-07-30,39,55.22
2010-08-06,45,56.93
2010-08-13,33,55.02
2010-08-20,35,53.89
2010-08-27,37,53.42
2010-09-03,37,55.05
2010-09-10,37,54.75
2010-09-17,44,55.27
2010-09-24,51,56.36
2010-10-01,37,57.86
2010-10-08,51,59.61
2010-10-15,32,60.78
2010-10-22,42,61.67
2010-10-29,49,59.39
2010-11-05,68,61.81
2010-11-12,28,62.42
2010-11-19,32,61.92
2010-11-26,36,60.81
2010-12-03,35,63.92
2010-12-10,41,64.58
2010-12-17,48,65.06
2010-12-24,37,
2010-12-31,49,68.10
2011-01-07,46,67.11
2011-01-14,39,67.72
2011-01-21,64,67.66
2011-01-28,50,70.56
2011-02-04,58,71.67
2011-02-11,47,71.58
2011-02-18,44,76.62
2011-02-25,30,77.28
2011-03-04,28,79.98
2011-03-11,46,76.30
2011-03-18,37,75.35
2011-03-25,37,80.24
2011-04-01,41,79.68
2011-04-08,26,80.79
2011-04-15,42,79.12
2011-04-22,29,
2011-04-29,46,78.89
2011-05-06,35,72.94
2011-05-13,39,71.43
2011-05-20,46,72.61
2011-05-27,32,72.64
2011-06-03,31,72.39
2011-06-10,23,71.49
2011-06-17,37,71.93
2011-06-24,35,71.43
2011-07-01,49,75.88
2011-07-08,23,75.91
2011-07-15,30,76.42
2011-07-22,37,75.26
2011-07-29,39,71.99
2011-08-05,51,67.75
2011-08-12,32,66.05
2011-08-19,38,63.59
2011-08-26,42,65.51
2011-09-02,35,66.44
2011-09-09,53,64.23
2011-09-16,29,67.29
2011-09-23,27,62.51
2011-09-30,37,63.32
2011-10-07,37,64.16
2011-10-14,44,68.99
2011-10-21,39,71.83
2011-10-28,36,71.74
2011-11-04,30,70.71
2011-11-11,36,72.14
2011-11-18,39,69.27
2011-11-25,40,66.14
2011-12-02,37,72.55
2011-12-09,41,71.95
2011-12-16,30,68.40
2011-12-23,41,72.43
2011-12-30,32,72.87
2012-01-06,45,72.66
2012-01-13,52,70.34
2012-01-20,41,71.20
2012-01-27,50,69.40
2012-02-03,33,70.46
2012-02-10,33,72.25
2012-02-17,36,73.36
2012-02-24,38,75.95
2012-03-02,41,77.65
2012-03-09,37,77.16
2012-03-16,20,77.18
2012-03-23,47,76.51
2012-03-30,31,76.01
2012-04-06,36,
2012-04-13,28,73.63
2012-04-20,27,72.88
2012-04-27,29,71.98
2012-05-04,33,53.17
2012-05-11,37,53.50
2012-05-18,27,50.82
2012-05-25,33,52.11
2012-06-01,38,51.19
2012-06-08,23,53.97
2012-06-15,30,55.46
2012-06-22,43,53.41
2012-06-29,36,55.88
2012-07-06,43,54.75
2012-07-13,48,54.98
2012-07-20,37,55.99
2012-07-27,26,54.97
2012-08-03,40,55.71
2012-08-10,48,57.28
2012-08-17,42,57.39
2012-08-24,44,56.36
2012-08-31,26,56.79
2012-09-07,38,56.64
2012-09-14,26,58.21
2012-09-21,38,57.36
2012-09-28,53,57.18
2012-10-05,51,57.58
2012-10-12,36,56.17
2012-10-19,29,57.45
2012-10-26,29,57.31
2012-11-02,55,57.65
2012-11-09,27,55.67
2012-11-16,40,55.03
2012-11-23,58,56.67
2012-11-30,66,56.94
2012-12-07,33,57.94
2012-12-14,34,57.69
2012-12-21,47,58.61
2012-12-28,44,57.07
2013-01-04,56,59.83
2013-01-11,27,58.27
2013-01-18,27,59.27
2013-01-25,28,61.06
2013-02-01,31,58.82
2013-02-08,55,57.87
2013-02-15,48,57.02
2013-02-22,45,58.20
2013-03-01,45,58.28
2013-03-08,42,58.39
2013-03-15,37,59.07
2013-03-22,43,60.91
2013-03-29,36,
2013-04-05,29,58.54
2013-04-12,43,59.36
2013-04-19,27,57.49
2013-04-26,39,58.91
2013-05-03,28,61.92
2013-05-10,31,62.23
2013-05-17,26,63.31
2013-05-24,34,62.53
2013-05-31,36,61.34
2013-06-07,32,62.32
2013-06-14,32,61.03
2013-06-21,45,60.36
2013-06-28,40,60.50
2013-07-05,37,62.31
2013-07-12,35,64.84
2013-07-19,45,66.00
2013-07-26,49,65.72
2013-08-02,58,67.23
2013-08-09,41,66.83
2013-08-16,49,67.38
2013-08-23,39,66.55
2013-08-30,36,66.30
2013-09-06,29,68.20
2013-09-13,39,69.19
2013-09-20,45,71.00
2013-09-27,47,70.31
2013-10-04,57,70.97
2013-10-11,38,71.71
2013-10-18,35,73.43
2013-10-25,45,74.06
2013-11-01,46,73.09
2013-11-08,63,73.69
2013-11-15,67,73.30
2013-11-22,47,74.02
2013-11-29,52,72.80
2013-12-06,45,70.77
2013-12-13,56,69.43
2013-12-20,52,69.88
2013-12-27,39,70.39
2014-01-03,50,69.96
2014-01-10,38,68.87
2014-01-17,51,67.51
2014-01-24,38,66.57
2014-01-31,44,64.95
2014-02-07,33,64.97
2014-02-14,39,65.53
2014-02-21,42,64.68
2014-02-28,32,66.50
2014-03-07,55,66.51
2014-03-14,29,66.60
2014-03-21,34,67.48
2014-03-28,24,70.35
2014-04-04,26,70.22
2014-04-11,33,70.87
2014-04-18,50,
2014-04-25,45,74.40
2014-05-02,44,
