Date,sell WIN,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,
2004-02-13,0,
2004-02-20,0,
2004-02-27,0,
2004-03-05,0,
2004-03-12,0,
2004-03-19,0,
2004-03-26,0,
2004-04-02,0,
2004-04-09,0,
2004-04-16,0,
2004-04-23,0,
2004-04-30,0,
2004-05-07,0,
2004-05-14,0,
2004-05-21,0,
2004-05-28,0,
2004-06-04,0,
2004-06-11,0,
2004-06-18,0,
2004-06-25,0,
2004-07-02,0,
2004-07-09,0,
2004-07-16,0,
2004-07-23,0,
2004-07-30,0,
2004-08-06,0,
2004-08-13,0,
2004-08-20,0,
2004-08-27,0,
2004-09-03,0,
2004-09-10,0,
2004-09-17,0,
2004-09-24,0,
2004-10-01,0,
2004-10-08,0,
2004-10-15,0,
2004-10-22,0,
2004-10-29,0,
2004-11-05,0,
2004-11-12,0,
2004-11-19,0,
2004-11-26,0,
2004-12-03,0,
2004-12-10,0,
2004-12-17,0,
2004-12-24,0,
2004-12-31,0,
2005-01-07,0,
2005-01-14,0,
2005-01-21,0,
2005-01-28,0,
2005-02-04,0,
2005-02-11,0,15.60
2005-02-18,0,16.00
2005-02-25,0,15.69
2005-03-04,0,15.71
2005-03-11,0,15.25
2005-03-18,0,15.01
2005-03-25,0,
2005-04-01,0,14.47
2005-04-08,0,14.39
2005-04-15,0,14.16
2005-04-22,0,13.40
2005-04-29,0,13.50
2005-05-06,0,13.48
2005-05-13,0,12.99
2005-05-20,0,13.68
2005-05-27,0,13.60
2005-06-03,0,14.48
2005-06-10,0,14.20
2005-06-17,0,14.14
2005-06-24,0,14.09
2005-07-01,0,13.80
2005-07-08,0,13.99
2005-07-15,0,14.04
2005-07-22,0,13.77
2005-07-29,0,13.97
2005-08-05,0,13.59
2005-08-12,0,13.75
2005-08-19,0,13.57
2005-08-26,0,13.64
2005-09-02,0,13.91
2005-09-09,0,14.00
2005-09-16,0,14.02
2005-09-23,0,14.00
2005-09-30,0,13.63
2005-10-07,0,12.75
2005-10-14,0,12.50
2005-10-21,0,12.55
2005-10-28,0,12.44
2005-11-04,0,12.39
2005-11-11,0,12.48
2005-11-18,0,11.63
2005-11-25,0,11.55
2005-12-02,0,12.21
2005-12-09,0,12.31
2005-12-16,0,12.13
2005-12-23,0,12.03
2005-12-30,0,11.40
2006-01-06,0,12.18
2006-01-13,0,11.80
2006-01-20,0,11.68
2006-01-27,0,11.83
2006-02-03,0,11.75
2006-02-10,0,11.75
2006-02-17,0,11.90
2006-02-24,0,12.04
2006-03-03,0,12.59
2006-03-10,0,12.50
2006-03-17,0,12.90
2006-03-24,0,13.23
2006-03-31,0,13.16
2006-04-07,0,13.14
2006-04-14,0,
2006-04-21,0,13.35
2006-04-28,0,13.05
2006-05-05,0,13.02
2006-05-12,0,13.20
2006-05-19,0,12.81
2006-05-26,0,12.56
2006-06-02,0,12.24
2006-06-09,0,12.37
2006-06-16,0,12.00
2006-06-23,0,11.90
2006-06-30,0,11.45
2006-07-07,0,11.65
2006-07-14,0,11.53
2006-07-21,0,11.65
2006-07-28,0,12.25
2006-08-04,0,13.04
2006-08-11,0,12.56
2006-08-18,0,12.93
2006-08-25,0,12.97
2006-09-01,0,13.34
2006-09-08,0,13.25
2006-09-15,0,12.94
2006-09-22,0,13.00
2006-09-29,0,13.19
2006-10-06,0,13.47
2006-10-13,0,13.75
2006-10-20,0,13.66
2006-10-27,0,13.85
2006-11-03,0,13.64
2006-11-10,0,13.68
2006-11-17,0,13.81
2006-11-24,0,13.89
2006-12-01,0,13.74
2006-12-08,0,14.13
2006-12-15,0,14.35
2006-12-22,0,13.78
2006-12-29,0,14.22
2007-01-05,0,13.90
2007-01-12,0,14.15
2007-01-19,0,14.69
2007-01-26,0,14.61
2007-02-02,0,14.75
2007-02-09,0,14.80
2007-02-16,0,15.00
2007-02-23,0,15.44
2007-03-02,0,14.38
2007-03-09,0,14.46
2007-03-16,0,14.41
2007-03-23,0,14.83
2007-03-30,0,14.69
2007-04-06,0,
2007-04-13,0,14.56
2007-04-20,0,14.80
2007-04-27,0,14.78
2007-05-04,0,14.86
2007-05-11,0,14.72
2007-05-18,0,14.76
2007-05-25,0,14.92
2007-06-01,0,15.15
2007-06-08,0,14.90
2007-06-15,0,14.90
2007-06-22,0,15.05
2007-06-29,0,14.76
2007-07-06,0,14.85
2007-07-13,0,14.71
2007-07-20,0,14.73
2007-07-27,0,13.70
2007-08-03,0,13.53
2007-08-10,0,13.81
2007-08-17,0,13.36
2007-08-24,0,13.98
2007-08-31,0,14.28
2007-09-07,0,14.11
2007-09-14,0,13.91
2007-09-21,0,14.45
2007-09-28,0,14.12
2007-10-05,0,14.08
2007-10-12,0,14.36
2007-10-19,0,13.97
2007-10-26,0,13.74
2007-11-02,0,13.17
2007-11-09,0,13.59
2007-11-16,0,13.28
2007-11-23,0,13.03
2007-11-30,0,12.95
2007-12-07,0,13.35
2007-12-14,0,13.27
2007-12-21,0,12.99
2007-12-28,0,12.83
2008-01-04,0,11.97
2008-01-11,0,11.59
2008-01-18,0,11.09
2008-01-25,0,11.03
2008-02-01,0,11.73
2008-02-08,0,11.60
2008-02-15,0,12.10
2008-02-22,0,11.79
2008-02-29,0,11.76
2008-03-07,0,11.92
2008-03-14,0,11.68
2008-03-21,0,
2008-03-28,0,11.68
2008-04-04,0,12.06
2008-04-11,0,11.79
2008-04-18,0,11.95
2008-04-25,0,11.58
2008-05-02,0,12.34
2008-05-09,0,12.81
2008-05-16,0,13.22
2008-05-23,66,12.83
2008-05-30,0,13.34
2008-06-06,0,13.49
2008-06-13,0,13.04
2008-06-20,0,12.76
2008-06-27,0,12.17
2008-07-04,0,
2008-07-11,0,12.11
2008-07-18,0,12.10
2008-07-25,0,11.87
2008-08-01,0,11.83
2008-08-08,0,12.60
2008-08-15,0,12.85
2008-08-22,0,12.03
2008-08-29,0,12.42
2008-09-05,0,12.14
2008-09-12,67,12.07
2008-09-19,61,11.81
2008-09-26,58,11.31
2008-10-03,58,10.50
2008-10-10,58,8.31
2008-10-17,58,8.69
2008-10-24,56,7.66
2008-10-31,56,7.51
2008-11-07,56,8.55
2008-11-14,56,8.43
2008-11-21,56,7.38
2008-11-28,0,8.86
2008-12-05,0,8.43
2008-12-12,0,8.65
2008-12-19,0,9.17
2008-12-26,0,9.35
2009-01-02,0,9.44
2009-01-09,0,9.03
2009-01-16,69,8.73
2009-01-23,67,8.83
2009-01-30,67,8.68
2009-02-06,67,8.99
2009-02-13,67,8.26
2009-02-20,67,7.71
2009-02-27,56,7.46
2009-03-06,56,6.57
2009-03-13,56,7.24
2009-03-20,56,8.00
2009-03-27,0,8.02
2009-04-03,0,8.52
2009-04-10,0,
2009-04-17,0,8.44
2009-04-24,0,8.30
2009-05-01,0,8.46
2009-05-08,75,9.05
2009-05-15,69,8.24
2009-05-22,48,8.13
2009-05-29,48,8.41
2009-06-05,48,8.43
2009-06-12,48,8.54
2009-06-19,51,8.21
2009-06-26,53,8.25
2009-07-03,64,
2009-07-10,0,7.92
2009-07-17,0,8.16
2009-07-24,0,8.37
2009-07-31,0,8.77
2009-08-07,0,8.81
2009-08-14,70,8.55
2009-08-21,48,8.60
2009-08-28,48,8.55
2009-09-04,46,8.57
2009-09-11,50,9.03
2009-09-18,55,9.72
2009-09-25,59,9.87
2009-10-02,63,9.78
2009-10-09,67,10.07
2009-10-16,44,10.17
2009-10-23,43,9.96
2009-10-30,42,9.64
2009-11-06,42,10.28
2009-11-13,42,9.93
2009-11-20,49,10.05
2009-11-27,56,10.12
2009-12-04,47,10.62
2009-12-11,47,11.00
2009-12-18,47,10.83
2009-12-25,50,
2010-01-01,54,
2010-01-08,74,10.88
2010-01-15,48,10.65
2010-01-22,38,10.55
2010-01-29,38,10.31
2010-02-05,78,10.00
2010-02-12,39,10.18
2010-02-19,51,10.33
2010-02-26,38,10.13
2010-03-05,50,10.37
2010-03-12,57,10.96
2010-03-19,46,10.98
2010-03-26,46,11.24
2010-04-02,47,
2010-04-09,48,10.96
2010-04-16,57,10.98
2010-04-23,65,11.12
2010-04-30,74,11.04
2010-05-07,47,10.22
2010-05-14,75,10.73
2010-05-21,43,10.55
2010-05-28,63,10.67
2010-06-04,40,10.79
2010-06-11,55,11.07
2010-06-18,68,11.33
2010-06-25,67,11.12
2010-07-02,59,10.60
2010-07-09,45,11.13
2010-07-16,45,11.17
2010-07-23,38,11.48
2010-07-30,56,11.40
2010-08-06,42,11.55
2010-08-13,48,11.33
2010-08-20,56,11.19
2010-08-27,65,11.38
2010-09-03,35,11.95
2010-09-10,35,12.33
2010-09-17,44,12.41
2010-09-24,55,13.03
2010-10-01,60,12.32
2010-10-08,76,12.14
2010-10-15,50,12.36
2010-10-22,59,12.45
2010-10-29,58,12.66
2010-11-05,94,13.23
2010-11-12,51,13.00
2010-11-19,67,13.25
2010-11-26,48,13.14
2010-12-03,62,13.66
2010-12-10,57,14.00
2010-12-17,54,13.99
2010-12-24,42,
2010-12-31,47,13.94
2011-01-07,70,13.51
2011-01-14,78,13.09
2011-01-21,56,12.74
2011-01-28,57,12.69
2011-02-04,70,13.03
2011-02-11,73,13.19
2011-02-18,72,12.57
2011-02-25,49,12.46
2011-03-04,49,12.40
2011-03-11,52,12.85
2011-03-18,46,12.93
2011-03-25,68,12.89
2011-04-01,61,12.74
2011-04-08,49,12.60
2011-04-15,55,12.68
2011-04-22,33,
2011-04-29,42,12.81
2011-05-06,52,12.86
2011-05-13,52,13.30
2011-05-20,66,13.47
2011-05-27,49,13.41
2011-06-03,32,13.13
2011-06-10,82,12.81
2011-06-17,51,13.08
2011-06-24,54,13.04
2011-07-01,89,13.12
2011-07-08,55,13.13
2011-07-15,49,12.60
2011-07-22,66,12.70
2011-07-29,34,12.21
2011-08-05,57,11.60
2011-08-12,53,11.87
2011-08-19,71,11.63
2011-08-26,52,12.06
2011-09-02,51,12.52
2011-09-09,60,12.55
2011-09-16,63,12.90
2011-09-23,44,12.30
2011-09-30,31,11.65
2011-10-07,56,11.24
2011-10-14,49,11.85
2011-10-21,33,12.02
2011-10-28,41,12.27
2011-11-04,50,11.85
2011-11-11,65,11.99
2011-11-18,52,11.64
2011-11-25,57,11.13
2011-12-02,49,11.76
2011-12-09,46,11.72
2011-12-16,46,11.58
2011-12-23,59,12.01
2011-12-30,54,11.74
2012-01-06,68,11.70
2012-01-13,44,12.08
2012-01-20,66,12.33
2012-01-27,46,12.00
2012-02-03,50,12.30
2012-02-10,89,12.37
2012-02-17,77,12.48
2012-02-24,50,12.16
2012-03-02,55,12.09
2012-03-09,37,12.17
2012-03-16,52,12.09
2012-03-23,52,11.91
2012-03-30,66,11.71
2012-04-06,63,
2012-04-13,47,11.20
2012-04-20,58,11.28
2012-04-27,56,11.26
2012-05-04,48,11.33
2012-05-11,64,9.94
2012-05-18,24,9.39
2012-05-25,68,9.49
2012-06-01,52,9.19
2012-06-08,69,9.36
2012-06-15,44,9.47
2012-06-22,49,9.68
2012-06-29,62,9.66
2012-07-06,29,9.76
2012-07-13,69,9.77
2012-07-20,53,9.85
2012-07-27,50,9.73
2012-08-03,66,10.04
2012-08-10,75,9.41
2012-08-17,69,9.55
2012-08-24,53,9.73
2012-08-31,39,9.87
2012-09-07,66,10.21
2012-09-14,45,10.78
2012-09-21,49,10.93
2012-09-28,65,10.09
2012-10-05,63,10.17
2012-10-12,62,9.97
2012-10-19,58,9.91
2012-10-26,63,9.66
2012-11-02,66,9.53
2012-11-09,100,8.50
2012-11-16,50,8.27
2012-11-23,44,8.32
2012-11-30,74,8.38
2012-12-07,47,8.36
2012-12-14,57,8.77
2012-12-21,72,8.73
2012-12-28,57,8.30
2013-01-04,71,9.32
2013-01-11,52,9.96
2013-01-18,44,9.63
2013-01-25,56,9.65
2013-02-01,52,9.80
2013-02-08,70,9.78
2013-02-15,69,8.93
2013-02-22,45,8.48
2013-03-01,45,8.73
2013-03-08,60,8.56
2013-03-15,50,8.82
2013-03-22,58,8.60
2013-03-29,50,
2013-04-05,38,8.33
2013-04-12,57,8.87
2013-04-19,50,8.64
2013-04-26,50,8.45
2013-05-03,40,8.36
2013-05-10,41,8.36
2013-05-17,53,8.69
2013-05-24,50,8.67
2013-05-31,57,8.03
2013-06-07,54,7.89
2013-06-14,40,8.31
2013-06-21,47,7.94
2013-06-28,63,7.71
2013-07-05,61,7.90
2013-07-12,55,8.15
2013-07-19,62,8.10
2013-07-26,53,8.17
2013-08-02,54,8.59
2013-08-09,70,8.20
2013-08-16,35,8.13
2013-08-23,47,8.22
2013-08-30,41,8.07
2013-09-06,45,8.26
2013-09-13,67,8.47
2013-09-20,58,8.48
2013-09-27,72,8.12
2013-10-04,44,8.02
2013-10-11,44,8.50
2013-10-18,58,8.60
2013-10-25,60,8.56
2013-11-01,47,8.54
2013-11-08,43,8.02
2013-11-15,60,8.25
2013-11-22,43,8.16
2013-11-29,45,8.07
2013-12-06,49,8.05
2013-12-13,48,7.96
2013-12-20,53,8.24
2013-12-27,35,8.13
2014-01-03,66,7.99
2014-01-10,58,8.05
2014-01-17,57,7.90
2014-01-24,44,7.56
2014-01-31,54,7.48
2014-02-07,46,7.36
2014-02-14,56,7.92
2014-02-21,45,7.86
2014-02-28,48,8.02
2014-03-07,42,8.16
2014-03-14,47,8.26
2014-03-21,45,8.40
2014-03-28,51,8.22
2014-04-04,51,8.63
2014-04-11,61,8.51
2014-04-18,66,
2014-04-25,50,8.85
2014-05-02,68,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
