Date,buy BEAM,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,71.95
2004-02-13,0,70.90
2004-02-20,0,69.50
2004-02-27,0,71.48
2004-03-05,0,73.32
2004-03-12,0,71.30
2004-03-19,0,75.42
2004-03-26,0,75.55
2004-04-02,0,76.76
2004-04-09,0,
2004-04-16,0,75.01
2004-04-23,0,78.70
2004-04-30,0,76.25
2004-05-07,0,73.30
2004-05-14,0,74.05
2004-05-21,0,71.76
2004-05-28,0,75.30
2004-06-04,0,75.13
2004-06-11,0,
2004-06-18,0,73.10
2004-06-25,0,74.85
2004-07-02,0,73.67
2004-07-09,0,73.45
2004-07-16,0,72.77
2004-07-23,0,72.05
2004-07-30,0,72.18
2004-08-06,0,69.02
2004-08-13,0,69.55
2004-08-20,0,72.46
2004-08-27,0,74.08
2004-09-03,0,74.40
2004-09-10,0,72.99
2004-09-17,0,74.85
2004-09-24,0,73.29
2004-10-01,0,74.80
2004-10-08,0,72.10
2004-10-15,0,71.50
2004-10-22,0,72.01
2004-10-29,0,72.82
2004-11-05,0,75.70
2004-11-12,0,76.56
2004-11-19,0,75.86
2004-11-26,0,78.05
2004-12-03,0,78.05
2004-12-10,0,76.20
2004-12-17,0,75.72
2004-12-24,0,
2004-12-31,0,77.18
2005-01-07,0,76.30
2005-01-14,0,76.40
2005-01-21,0,79.91
2005-01-28,0,82.47
2005-02-04,0,84.89
2005-02-11,0,84.42
2005-02-18,0,83.60
2005-02-25,0,81.67
2005-03-04,0,83.35
2005-03-11,0,79.64
2005-03-18,0,82.72
2005-03-25,0,
2005-04-01,0,82.85
2005-04-08,0,85.98
2005-04-15,0,87.03
2005-04-22,0,87.75
2005-04-29,0,84.58
2005-05-06,0,84.23
2005-05-13,0,82.25
2005-05-20,0,87.56
2005-05-27,0,86.85
2005-06-03,0,86.79
2005-06-10,0,88.16
2005-06-17,0,90.30
2005-06-24,0,88.61
2005-07-01,0,90.51
2005-07-08,0,93.23
2005-07-15,0,93.33
2005-07-22,0,94.31
2005-07-29,0,94.55
2005-08-05,0,91.56
2005-08-12,0,91.74
2005-08-19,0,86.59
2005-08-26,0,86.67
2005-09-02,0,86.07
2005-09-09,0,88.70
2005-09-16,0,86.35
2005-09-23,0,82.19
2005-09-30,0,81.33
2005-10-07,0,77.97
2005-10-14,0,77.60
2005-10-21,0,75.60
2005-10-28,0,74.80
2005-11-04,0,79.42
2005-11-11,0,79.78
2005-11-18,0,81.15
2005-11-25,0,79.36
2005-12-02,0,79.86
2005-12-09,0,77.00
2005-12-16,0,77.84
2005-12-23,0,78.91
2005-12-30,0,78.02
2006-01-06,0,77.40
2006-01-13,0,77.95
2006-01-20,0,77.53
2006-01-27,0,76.81
2006-02-03,0,78.25
2006-02-10,0,78.09
2006-02-17,0,78.17
2006-02-24,0,77.78
2006-03-03,0,78.10
2006-03-10,0,79.55
2006-03-17,0,81.95
2006-03-24,0,82.61
2006-03-31,0,80.63
2006-04-07,0,78.03
2006-04-14,0,
2006-04-21,0,78.88
2006-04-28,0,80.30
2006-05-05,0,81.25
2006-05-12,0,78.61
2006-05-19,0,76.60
2006-05-26,0,75.15
2006-06-02,0,74.90
2006-06-09,0,72.12
2006-06-16,0,70.54
2006-06-23,0,68.92
2006-06-30,0,71.01
2006-07-07,0,71.63
2006-07-14,0,70.83
2006-07-21,0,70.69
2006-07-28,0,73.84
2006-08-04,0,72.73
2006-08-11,0,72.27
2006-08-18,0,72.97
2006-08-25,0,71.00
2006-09-01,0,72.17
2006-09-08,0,72.24
2006-09-15,0,75.52
2006-09-22,0,73.22
2006-09-29,0,75.11
2006-10-06,0,74.33
2006-10-13,0,75.85
2006-10-20,0,75.50
2006-10-27,0,76.95
2006-11-03,0,78.15
2006-11-10,0,79.89
2006-11-17,0,81.17
2006-11-24,0,80.88
2006-12-01,0,80.71
2006-12-08,0,82.23
2006-12-15,0,83.30
2006-12-22,0,83.52
2006-12-29,0,85.39
2007-01-05,0,85.00
2007-01-12,0,84.28
2007-01-19,0,83.48
2007-01-26,0,81.07
2007-02-02,0,83.79
2007-02-09,0,80.81
2007-02-16,0,83.20
2007-02-23,0,82.81
2007-03-02,0,79.67
2007-03-09,0,80.08
2007-03-16,0,78.01
2007-03-23,0,79.28
2007-03-30,0,78.82
2007-04-06,0,
2007-04-13,0,78.75
2007-04-20,0,80.76
2007-04-27,0,80.35
2007-05-04,0,80.47
2007-05-11,0,79.46
2007-05-18,0,79.50
2007-05-25,0,79.01
2007-06-01,0,81.16
2007-06-08,0,79.75
2007-06-15,0,80.77
2007-06-22,0,83.21
2007-06-29,0,82.37
2007-07-06,0,83.09
2007-07-13,0,83.09
2007-07-20,0,80.96
2007-07-27,0,79.40
2007-08-03,0,82.45
2007-08-10,0,85.86
2007-08-17,0,83.00
2007-08-24,0,83.13
2007-08-31,0,83.09
2007-09-07,0,80.64
2007-09-14,0,81.59
2007-09-21,0,80.66
2007-09-28,0,81.49
2007-10-05,0,84.32
2007-10-12,0,84.20
2007-10-19,0,80.51
2007-10-26,0,83.72
2007-11-02,0,83.01
2007-11-09,0,79.17
2007-11-16,0,79.92
2007-11-23,0,77.76
2007-11-30,0,76.65
2007-12-07,0,76.11
2007-12-14,0,74.81
2007-12-21,0,73.69
2007-12-28,0,72.92
2008-01-04,0,71.14
2008-01-11,0,68.00
2008-01-18,0,65.81
2008-01-25,0,67.59
2008-02-01,0,69.40
2008-02-08,0,64.81
2008-02-15,0,64.60
2008-02-22,0,64.96
2008-02-29,0,64.98
2008-03-07,0,63.92
2008-03-14,0,63.23
2008-03-21,0,
2008-03-28,0,63.86
2008-04-04,0,73.92
2008-04-11,0,70.92
2008-04-18,0,71.40
2008-04-25,52,68.48
2008-05-02,0,69.43
2008-05-09,0,68.96
2008-05-16,0,71.36
2008-05-23,0,69.02
2008-05-30,0,69.48
2008-06-06,0,66.76
2008-06-13,56,66.16
2008-06-20,0,64.46
2008-06-27,0,62.37
2008-07-04,0,
2008-07-11,0,54.08
2008-07-18,0,57.00
2008-07-25,0,58.78
2008-08-01,0,57.31
2008-08-08,0,60.66
2008-08-15,0,60.85
2008-08-22,51,58.45
2008-08-29,0,58.82
2008-09-05,0,58.12
2008-09-12,0,60.56
2008-09-19,0,62.77
2008-09-26,0,59.97
2008-10-03,0,52.42
2008-10-10,0,41.00
2008-10-17,41,39.09
2008-10-24,39,35.12
2008-10-31,39,38.14
2008-11-07,39,37.33
2008-11-14,39,36.07
2008-11-21,39,32.83
2008-11-28,39,37.80
2008-12-05,39,39.32
2008-12-12,48,38.94
2008-12-19,43,40.23
2008-12-26,58,39.66
2009-01-02,38,42.81
2009-01-09,38,40.45
2009-01-16,37,40.12
2009-01-23,37,36.61
2009-01-30,37,32.00
2009-02-06,0,34.44
2009-02-13,0,30.77
2009-02-20,0,27.48
2009-02-27,0,23.75
2009-03-06,0,19.07
2009-03-13,42,21.59
2009-03-20,38,22.87
2009-03-27,38,26.42
2009-04-03,43,30.06
2009-04-10,35,
2009-04-17,35,34.85
2009-04-24,35,37.41
2009-05-01,35,42.05
2009-05-08,52,41.49
2009-05-15,41,36.20
2009-05-22,34,34.73
2009-05-29,34,35.01
2009-06-05,34,36.53
2009-06-12,57,37.03
2009-06-19,53,34.90
2009-06-26,53,35.56
2009-07-03,45,
2009-07-10,45,32.25
2009-07-17,45,35.73
2009-07-24,55,39.37
2009-07-31,63,39.57
2009-08-07,70,39.88
2009-08-14,38,39.51
2009-08-21,35,40.49
2009-08-28,35,40.43
2009-09-04,35,38.98
2009-09-11,35,41.01
2009-09-18,35,45.78
2009-09-25,35,42.39
2009-10-02,46,40.52
2009-10-09,40,42.49
2009-10-16,43,43.18
2009-10-23,45,43.25
2009-10-30,48,38.95
2009-11-06,35,39.28
2009-11-13,32,40.69
2009-11-20,32,38.53
2009-11-27,42,38.42
2009-12-04,32,40.33
2009-12-11,32,40.38
2009-12-18,33,39.61
2009-12-25,38,
2010-01-01,45,
2010-01-08,29,44.66
2010-01-15,30,44.23
2010-01-22,33,43.08
2010-01-29,38,41.57
2010-02-05,35,40.73
2010-02-12,35,41.03
2010-02-19,52,43.63
2010-02-26,37,43.83
2010-03-05,29,46.42
2010-03-12,40,47.34
2010-03-19,51,48.89
2010-03-26,40,49.06
2010-04-02,31,
2010-04-09,34,50.67
2010-04-16,61,52.00
2010-04-23,26,53.86
2010-04-30,41,52.42
2010-05-07,49,47.04
2010-05-14,41,48.50
2010-05-21,30,45.78
2010-05-28,30,47.45
2010-06-04,39,45.68
2010-06-11,27,47.11
2010-06-18,55,45.15
2010-06-25,41,42.29
2010-07-02,41,38.71
2010-07-09,37,40.70
2010-07-16,34,40.48
2010-07-23,44,43.76
2010-07-30,49,43.88
2010-08-06,52,45.56
2010-08-13,62,44.33
2010-08-20,62,42.58
2010-08-27,65,44.72
2010-09-03,39,47.95
2010-09-10,42,47.94
2010-09-17,59,49.24
2010-09-24,38,50.39
2010-10-01,32,49.58
2010-10-08,49,55.85
2010-10-15,37,56.13
2010-10-22,50,56.05
2010-10-29,34,54.05
2010-11-05,63,54.39
2010-11-12,38,58.60
2010-11-19,56,60.16
2010-11-26,49,58.79
2010-12-03,50,61.50
2010-12-10,51,63.01
2010-12-17,53,61.47
2010-12-24,37,
2010-12-31,63,60.25
2011-01-07,46,61.47
2011-01-14,44,61.55
2011-01-21,45,60.93
2011-01-28,35,61.03
2011-02-04,31,62.09
2011-02-11,51,60.87
2011-02-18,34,62.67
2011-02-25,37,61.57
2011-03-04,32,60.85
2011-03-11,42,61.18
2011-03-18,60,60.12
2011-03-25,49,60.65
2011-04-01,26,62.86
2011-04-08,67,63.20
2011-04-15,28,63.31
2011-04-22,42,
2011-04-29,43,65.08
2011-05-06,40,63.82
2011-05-13,72,64.11
2011-05-20,44,63.88
2011-05-27,38,63.92
2011-06-03,35,63.27
2011-06-10,35,63.11
2011-06-17,40,63.47
2011-06-24,50,62.51
2011-07-01,34,64.76
2011-07-08,30,64.64
2011-07-15,45,62.92
2011-07-22,46,63.18
2011-07-29,46,60.21
2011-08-05,38,54.72
2011-08-12,31,56.18
2011-08-19,29,51.47
2011-08-26,45,54.77
2011-09-02,28,54.84
2011-09-09,49,55.04
2011-09-16,25,57.58
2011-09-23,56,55.52
2011-09-30,31,54.08
2011-10-07,41,46.05
2011-10-14,50,47.18
2011-10-21,30,49.17
2011-10-28,55,49.37
2011-11-04,29,49.42
2011-11-11,37,50.63
2011-11-18,33,49.72
2011-11-25,36,48.53
2011-12-02,53,51.98
2011-12-09,41,52.15
2011-12-16,62,49.15
2011-12-23,62,50.60
2011-12-30,38,51.23
2012-01-06,36,50.58
2012-01-13,58,51.40
2012-01-20,24,52.71
2012-01-27,46,52.77
2012-02-03,44,54.32
2012-02-10,50,53.66
2012-02-17,51,56.02
2012-02-24,39,55.60
2012-03-02,69,54.50
2012-03-09,53,56.15
2012-03-16,51,56.82
2012-03-23,61,58.24
2012-03-30,66,58.57
2012-04-06,60,
2012-04-13,44,57.02
2012-04-20,43,57.02
2012-04-27,65,56.96
2012-05-04,40,58.83
2012-05-11,38,58.81
2012-05-18,54,56.03
2012-05-25,42,57.99
2012-06-01,42,59.35
2012-06-08,45,61.25
2012-06-15,46,62.35
2012-06-22,37,61.70
2012-06-29,43,62.49
2012-07-06,47,61.00
2012-07-13,62,61.94
2012-07-20,48,61.87
2012-07-27,58,63.04
2012-08-03,65,61.94
2012-08-10,71,60.37
2012-08-17,58,60.20
2012-08-24,55,58.20
2012-08-31,69,58.36
2012-09-07,47,60.78
2012-09-14,53,58.97
2012-09-21,54,57.76
2012-09-28,59,57.54
2012-10-05,64,59.27
2012-10-12,52,56.80
2012-10-19,54,55.30
2012-10-26,55,55.69
2012-11-02,55,57.15
2012-11-09,53,54.50
2012-11-16,59,53.44
2012-11-23,60,55.51
2012-11-30,39,56.11
2012-12-07,59,59.73
2012-12-14,65,61.06
2012-12-21,57,61.28
2012-12-28,63,60.05
2013-01-04,62,61.09
2013-01-11,46,59.70
2013-01-18,36,61.73
2013-01-25,45,61.98
2013-02-01,54,60.95
2013-02-08,47,61.52
2013-02-15,56,61.50
2013-02-22,42,62.03
2013-03-01,35,61.03
2013-03-08,44,60.51
2013-03-15,48,62.81
2013-03-22,37,62.80
2013-03-29,44,
2013-04-05,52,60.54
2013-04-12,45,62.13
2013-04-19,57,64.87
2013-04-26,41,64.49
2013-05-03,45,66.86
2013-05-10,49,67.51
2013-05-17,40,68.94
2013-05-24,62,67.26
2013-05-31,40,64.84
2013-06-07,38,65.18
2013-06-14,39,65.35
2013-06-21,49,62.88
2013-06-28,42,63.11
2013-07-05,44,63.46
2013-07-12,47,65.27
2013-07-19,48,65.39
2013-07-26,45,64.77
2013-08-02,54,65.77
2013-08-09,54,65.68
2013-08-16,52,62.20
2013-08-23,55,62.12
2013-08-30,64,62.65
2013-09-06,48,63.75
2013-09-13,55,65.30
2013-09-20,48,65.74
2013-09-27,56,64.37
2013-10-04,60,67.17
2013-10-11,58,68.26
2013-10-18,47,69.83
2013-10-25,53,68.65
2013-11-01,50,67.01
2013-11-08,60,68.12
2013-11-15,52,68.02
2013-11-22,68,67.85
2013-11-29,59,67.53
2013-12-06,64,66.71
2013-12-13,47,65.77
2013-12-20,51,67.34
2013-12-27,54,67.29
2014-01-03,57,66.65
2014-01-10,42,66.97
2014-01-17,100,83.34
2014-01-24,55,83.45
2014-01-31,54,83.30
2014-02-07,62,83.40
2014-02-14,51,83.28
2014-02-21,44,83.23
2014-02-28,41,82.96
2014-03-07,49,83.25
2014-03-14,42,83.19
2014-03-21,43,83.18
2014-03-28,46,83.28
2014-04-04,45,83.28
2014-04-11,55,83.27
2014-04-18,36,
2014-04-25,47,83.45
2014-05-02,0,
