Date,sell HP,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,28.32
2004-02-13,0,29.48
2004-02-20,0,29.33
2004-02-27,0,29.72
2004-03-05,0,30.48
2004-03-12,0,28.90
2004-03-19,0,28.48
2004-03-26,0,27.68
2004-04-02,0,28.25
2004-04-09,0,
2004-04-16,0,29.55
2004-04-23,0,28.08
2004-04-30,0,26.99
2004-05-07,0,25.77
2004-05-14,0,25.15
2004-05-21,0,24.25
2004-05-28,0,24.95
2004-06-04,0,24.62
2004-06-11,0,
2004-06-18,0,26.24
2004-06-25,0,25.85
2004-07-02,0,26.57
2004-07-09,0,26.70
2004-07-16,0,27.43
2004-07-23,0,25.82
2004-07-30,0,25.32
2004-08-06,0,24.20
2004-08-13,0,24.51
2004-08-20,0,25.50
2004-08-27,0,25.45
2004-09-03,0,26.68
2004-09-10,0,26.85
2004-09-17,0,27.55
2004-09-24,0,28.92
2004-10-01,0,29.50
2004-10-08,0,29.86
2004-10-15,0,29.00
2004-10-22,0,29.19
2004-10-29,0,28.55
2004-11-05,0,28.24
2004-11-12,0,29.86
2004-11-19,0,31.04
2004-11-26,0,32.45
2004-12-03,0,31.36
2004-12-10,0,30.86
2004-12-17,0,33.09
2004-12-24,0,
2004-12-31,0,34.04
2005-01-07,0,31.57
2005-01-14,0,32.98
2005-01-21,0,34.28
2005-01-28,0,37.22
2005-02-04,0,39.11
2005-02-11,0,39.91
2005-02-18,0,40.63
2005-02-25,0,40.52
2005-03-04,0,41.10
2005-03-11,0,38.08
2005-03-18,0,39.30
2005-03-25,0,
2005-04-01,0,40.03
2005-04-08,0,39.95
2005-04-15,0,37.80
2005-04-22,0,40.32
2005-04-29,0,38.44
2005-05-06,0,40.87
2005-05-13,0,37.65
2005-05-20,0,38.49
2005-05-27,0,40.87
2005-06-03,0,41.90
2005-06-10,0,43.33
2005-06-17,0,45.25
2005-06-24,0,45.82
2005-07-01,0,47.61
2005-07-08,0,49.45
2005-07-15,0,49.14
2005-07-22,0,52.84
2005-07-29,0,57.12
2005-08-05,0,57.50
2005-08-12,0,58.00
2005-08-19,0,54.53
2005-08-26,0,55.60
2005-09-02,0,58.30
2005-09-09,0,59.41
2005-09-16,0,59.92
2005-09-23,0,58.13
2005-09-30,0,60.39
2005-10-07,0,53.64
2005-10-14,0,51.71
2005-10-21,0,50.47
2005-10-28,0,54.47
2005-11-04,0,55.39
2005-11-11,0,53.79
2005-11-18,0,55.01
2005-11-25,0,58.32
2005-12-02,0,59.56
2005-12-09,0,63.45
2005-12-16,0,62.23
2005-12-23,0,62.66
2005-12-30,0,61.91
2006-01-06,0,66.40
2006-01-13,0,70.18
2006-01-20,0,72.07
2006-01-27,0,75.74
2006-02-03,0,75.92
2006-02-10,0,71.65
2006-02-17,0,64.94
2006-02-24,0,68.21
2006-03-03,0,67.95
2006-03-10,0,60.96
2006-03-17,0,66.56
2006-03-24,0,66.60
2006-03-31,0,69.82
2006-04-07,20,68.88
2006-04-14,0,
2006-04-21,0,75.39
2006-04-28,0,72.74
2006-05-05,0,76.30
2006-05-12,0,74.89
2006-05-19,0,65.40
2006-05-26,0,64.26
2006-06-02,0,67.11
2006-06-09,0,58.52
2006-06-16,0,58.11
2006-06-23,0,56.42
2006-06-30,0,60.26
2006-07-07,0,58.45
2006-07-14,0,27.88
2006-07-21,0,24.75
2006-07-28,0,27.03
2006-08-04,0,25.84
2006-08-11,0,25.25
2006-08-18,0,25.17
2006-08-25,0,25.83
2006-09-01,0,24.73
2006-09-08,0,23.73
2006-09-15,0,22.93
2006-09-22,0,22.02
2006-09-29,0,23.03
2006-10-06,0,22.45
2006-10-13,0,23.73
2006-10-20,0,23.98
2006-10-27,0,24.71
2006-11-03,0,23.90
2006-11-10,0,24.67
2006-11-17,0,24.94
2006-11-24,0,25.64
2006-12-01,0,27.11
2006-12-08,0,27.37
2006-12-15,17,26.86
2006-12-22,0,24.77
2006-12-29,0,24.47
2007-01-05,0,23.13
2007-01-12,0,24.34
2007-01-19,0,25.08
2007-01-26,0,25.89
2007-02-02,0,28.35
2007-02-09,0,27.54
2007-02-16,17,27.04
2007-02-23,0,27.55
2007-03-02,0,26.40
2007-03-09,0,28.09
2007-03-16,0,28.36
2007-03-23,0,30.65
2007-03-30,0,30.34
2007-04-06,0,
2007-04-13,0,31.92
2007-04-20,0,31.29
2007-04-27,0,32.74
2007-05-04,16,32.20
2007-05-11,12,32.20
2007-05-18,12,33.32
2007-05-25,12,32.57
2007-06-01,12,33.87
2007-06-08,12,33.05
2007-06-15,13,35.22
2007-06-22,13,36.11
2007-06-29,13,35.42
2007-07-06,14,36.13
2007-07-13,14,36.30
2007-07-20,14,35.59
2007-07-27,14,32.14
2007-08-03,12,32.14
2007-08-10,12,31.55
2007-08-17,14,29.87
2007-08-24,17,31.42
2007-08-31,14,31.49
2007-09-07,14,31.83
2007-09-14,14,33.15
2007-09-21,14,34.54
2007-09-28,14,32.83
2007-10-05,14,33.09
2007-10-12,14,32.98
2007-10-19,14,31.38
2007-10-26,14,30.65
2007-11-02,14,31.84
2007-11-09,13,32.16
2007-11-16,16,34.08
2007-11-23,14,34.83
2007-11-30,13,34.55
2007-12-07,12,36.43
2007-12-14,13,36.36
2007-12-21,14,39.01
2007-12-28,15,40.28
2008-01-04,14,40.11
2008-01-11,14,37.95
2008-01-18,14,35.47
2008-01-25,12,35.77
2008-02-01,11,40.32
2008-02-08,9,41.32
2008-02-15,15,41.95
2008-02-22,12,43.73
2008-02-29,12,44.83
2008-03-07,15,44.15
2008-03-14,12,45.91
2008-03-21,12,
2008-03-28,9,46.16
2008-04-04,11,49.41
2008-04-11,14,51.62
2008-04-18,12,56.53
2008-04-25,10,55.84
2008-05-02,16,54.61
2008-05-09,17,57.98
2008-05-16,17,61.26
2008-05-23,13,60.03
2008-05-30,13,62.65
2008-06-06,8,65.23
2008-06-13,10,65.76
2008-06-20,9,72.03
2008-06-27,18,71.89
2008-07-04,17,
2008-07-11,17,67.50
2008-07-18,13,60.19
2008-07-25,17,57.94
2008-08-01,10,61.32
2008-08-08,13,53.00
2008-08-15,16,53.38
2008-08-22,14,56.61
2008-08-29,17,57.12
2008-09-05,20,49.33
2008-09-12,10,47.97
2008-09-19,19,52.66
2008-09-26,9,45.71
2008-10-03,11,36.41
2008-10-10,16,24.11
2008-10-17,11,25.75
2008-10-24,12,27.42
2008-10-31,9,34.31
2008-11-07,10,29.08
2008-11-14,7,26.00
2008-11-21,9,20.72
2008-11-28,12,25.36
2008-12-05,9,18.85
2008-12-12,15,22.27
2008-12-19,19,21.05
2008-12-26,15,20.53
2009-01-02,15,25.06
2009-01-09,13,24.68
2009-01-16,12,23.34
2009-01-23,14,24.65
2009-01-30,11,22.46
2009-02-06,15,23.22
2009-02-13,12,22.82
2009-02-20,11,22.71
2009-02-27,10,23.66
2009-03-06,20,20.30
2009-03-13,13,22.25
2009-03-20,14,22.95
2009-03-27,16,24.39
2009-04-03,9,28.56
2009-04-10,9,
2009-04-17,19,32.92
2009-04-24,14,32.76
2009-05-01,15,31.33
2009-05-08,16,34.72
2009-05-15,18,29.72
2009-05-22,13,31.89
2009-05-29,17,34.97
2009-06-05,16,33.60
2009-06-12,17,34.92
2009-06-19,13,30.89
2009-06-26,21,31.53
2009-07-03,14,
2009-07-10,11,28.10
2009-07-17,17,32.07
2009-07-24,19,34.13
2009-07-31,17,34.36
2009-08-07,17,34.86
2009-08-14,10,33.05
2009-08-21,16,34.81
2009-08-28,15,34.18
2009-09-04,12,34.36
2009-09-11,13,37.68
2009-09-18,12,38.30
2009-09-25,13,36.95
2009-10-02,13,37.43
2009-10-09,13,41.52
2009-10-16,12,44.28
2009-10-23,11,43.07
2009-10-30,13,38.02
2009-11-06,11,38.08
2009-11-13,13,37.86
2009-11-20,12,37.41
2009-11-27,16,37.91
2009-12-04,16,36.80
2009-12-11,19,38.28
2009-12-18,14,40.23
2009-12-25,13,
2010-01-01,12,
2010-01-08,14,48.00
2010-01-15,15,47.49
2010-01-22,12,44.46
2010-01-29,16,41.83
2010-02-05,11,40.34
2010-02-12,11,41.64
2010-02-19,11,43.91
2010-02-26,11,40.52
2010-03-05,14,40.24
2010-03-12,14,40.88
2010-03-19,15,38.03
2010-03-26,18,36.50
2010-04-02,15,
2010-04-09,12,39.00
2010-04-16,11,39.75
2010-04-23,12,43.21
2010-04-30,19,40.62
2010-05-07,12,35.67
2010-05-14,12,37.56
2010-05-21,10,34.53
2010-05-28,13,37.68
2010-06-04,16,38.74
2010-06-11,13,41.97
2010-06-18,16,42.51
2010-06-25,15,39.07
2010-07-02,12,36.53
2010-07-09,11,40.45
2010-07-16,13,38.36
2010-07-23,18,41.00
2010-07-30,19,40.53
2010-08-06,16,40.62
2010-08-13,18,37.42
2010-08-20,16,36.33
2010-08-27,13,37.80
2010-09-03,17,39.39
2010-09-10,12,40.27
2010-09-17,14,38.56
2010-09-24,9,39.90
2010-10-01,10,40.26
2010-10-08,15,41.88
2010-10-15,15,44.14
2010-10-22,15,41.57
2010-10-29,11,42.78
2010-11-05,14,43.70
2010-11-12,13,45.69
2010-11-19,12,46.56
2010-11-26,13,45.39
2010-12-03,14,48.29
2010-12-10,12,47.74
2010-12-17,12,48.74
2010-12-24,11,
2010-12-31,11,48.48
2011-01-07,14,48.89
2011-01-14,16,50.76
2011-01-21,12,50.63
2011-01-28,12,56.37
2011-02-04,15,59.10
2011-02-11,13,59.24
2011-02-18,11,62.15
2011-02-25,16,64.78
2011-03-04,11,64.06
2011-03-11,12,61.65
2011-03-18,12,61.18
2011-03-25,12,65.43
2011-04-01,10,68.94
2011-04-08,15,68.94
2011-04-15,12,67.84
2011-04-22,13,
2011-04-29,11,66.34
2011-05-06,12,57.67
2011-05-13,12,59.03
2011-05-20,12,60.31
2011-05-27,13,62.57
2011-06-03,13,63.33
2011-06-10,12,60.54
2011-06-17,17,58.35
2011-06-24,13,60.68
2011-07-01,12,67.47
2011-07-08,12,68.45
2011-07-15,13,70.05
2011-07-22,20,72.56
2011-07-29,18,69.05
2011-08-05,19,56.84
2011-08-12,13,58.90
2011-08-19,47,49.34
2011-08-26,100,53.81
2011-09-02,39,54.71
2011-09-09,24,52.79
2011-09-16,20,53.50
2011-09-23,21,44.61
2011-09-30,15,40.60
2011-10-07,18,41.97
2011-10-14,12,48.52
2011-10-21,17,48.06
2011-10-28,16,56.89
2011-11-04,11,54.80
2011-11-11,14,55.34
2011-11-18,19,54.50
2011-11-25,17,50.70
2011-12-02,15,58.31
2011-12-09,18,60.58
2011-12-16,12,55.78
2011-12-23,15,59.00
2011-12-30,18,58.36
2012-01-06,15,63.62
2012-01-13,17,58.51
2012-01-20,13,59.54
2012-01-27,13,60.57
2012-02-03,14,61.62
2012-02-10,14,59.27
2012-02-17,12,63.28
2012-02-24,19,62.72
2012-03-02,14,60.77
2012-03-09,17,60.85
2012-03-16,13,59.32
2012-03-23,10,55.52
2012-03-30,9,53.95
2012-04-06,12,
2012-04-13,12,52.22
2012-04-20,11,51.50
2012-04-27,13,50.99
2012-05-04,15,47.47
2012-05-11,13,45.94
2012-05-18,13,43.47
2012-05-25,16,46.25
2012-06-01,16,44.32
2012-06-08,17,46.09
2012-06-15,12,44.52
2012-06-22,14,41.83
2012-06-29,14,43.48
2012-07-06,14,44.00
2012-07-13,17,43.19
2012-07-20,11,45.59
2012-07-27,13,48.59
2012-08-03,17,46.99
2012-08-10,13,49.92
2012-08-17,15,49.31
2012-08-24,17,46.87
2012-08-31,16,45.64
2012-09-07,14,48.00
2012-09-14,13,51.49
2012-09-21,18,49.15
2012-09-28,13,47.61
2012-10-05,13,47.05
2012-10-12,16,49.60
2012-10-19,16,50.17
2012-10-26,20,48.09
2012-11-02,14,47.65
2012-11-09,15,45.92
2012-11-16,16,49.92
2012-11-23,16,51.59
2012-11-30,17,52.20
2012-12-07,14,55.46
2012-12-14,17,53.67
2012-12-21,15,56.43
2012-12-28,17,54.56
2013-01-04,16,57.66
2013-01-11,18,58.54
2013-01-18,16,61.00
2013-01-25,17,62.20
2013-02-01,16,64.73
2013-02-08,14,64.39
2013-02-15,12,67.83
2013-02-22,15,65.54
2013-03-01,12,66.10
2013-03-08,13,64.28
2013-03-15,13,66.26
2013-03-22,13,60.57
2013-03-29,12,
2013-04-05,16,60.92
2013-04-12,12,61.35
2013-04-19,13,57.28
2013-04-26,16,57.99
2013-05-03,14,61.75
2013-05-10,14,62.46
2013-05-17,17,65.39
2013-05-24,15,63.02
2013-05-31,16,61.74
2013-06-07,14,64.12
2013-06-14,14,60.82
2013-06-21,16,61.69
2013-06-28,12,62.45
2013-07-05,12,65.48
2013-07-12,16,65.48
2013-07-19,15,67.39
2013-07-26,14,64.73
2013-08-02,18,65.59
2013-08-09,17,67.91
2013-08-16,16,64.76
2013-08-23,15,64.67
2013-08-30,15,63.04
2013-09-06,15,64.36
2013-09-13,13,68.99
2013-09-20,14,70.32
2013-09-27,13,69.07
2013-10-04,14,73.70
2013-10-11,13,73.98
2013-10-18,16,76.76
2013-10-25,14,76.57
2013-11-01,17,77.43
2013-11-08,13,78.02
2013-11-15,10,79.27
2013-11-22,14,78.97
2013-11-29,14,77.00
2013-12-06,14,79.83
2013-12-13,12,79.52
2013-12-20,12,82.03
2013-12-27,12,83.96
2014-01-03,13,83.05
2014-01-10,15,85.55
2014-01-17,17,85.65
2014-01-24,17,86.01
2014-01-31,16,88.04
2014-02-07,11,87.17
2014-02-14,12,90.59
2014-02-21,14,94.34
2014-02-28,13,98.75
2014-03-07,15,100.50
2014-03-14,15,97.95
2014-03-21,11,106.64
2014-03-28,11,107.70
2014-04-04,16,107.29
2014-04-11,14,105.91
2014-04-18,19,
2014-04-25,14,107.00
2014-05-02,14,
