Date,EQR,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,29.34
2004-02-13,0,28.97
2004-02-20,0,29.23
2004-02-27,0,29.75
2004-03-05,0,30.72
2004-03-12,0,29.85
2004-03-19,0,30.19
2004-03-26,0,29.25
2004-04-02,0,30.87
2004-04-09,0,
2004-04-16,0,28.00
2004-04-23,0,27.45
2004-04-30,0,27.46
2004-05-07,0,27.35
2004-05-14,0,27.47
2004-05-21,0,27.88
2004-05-28,0,29.44
2004-06-04,0,29.40
2004-06-11,0,
2004-06-18,0,28.77
2004-06-25,0,30.00
2004-07-02,0,30.25
2004-07-09,0,30.06
2004-07-16,0,30.47
2004-07-23,0,29.35
2004-07-30,0,29.55
2004-08-06,0,30.30
2004-08-13,0,30.00
2004-08-20,0,31.14
2004-08-27,0,32.27
2004-09-03,0,32.63
2004-09-10,0,32.11
2004-09-17,0,31.27
2004-09-24,0,30.42
2004-10-01,0,31.76
2004-10-08,0,32.12
2004-10-15,0,33.17
2004-10-22,0,33.54
2004-10-29,0,33.35
2004-11-05,0,33.00
2004-11-12,0,34.73
2004-11-19,0,33.11
2004-11-26,0,33.89
2004-12-03,0,34.78
2004-12-10,0,35.88
2004-12-17,0,35.75
2004-12-24,0,
2004-12-31,0,36.18
2005-01-07,0,33.95
2005-01-14,0,33.84
2005-01-21,0,33.71
2005-01-28,0,31.83
2005-02-04,0,32.21
2005-02-11,0,32.93
2005-02-18,0,33.39
2005-02-25,0,32.82
2005-03-04,0,34.01
2005-03-11,0,32.43
2005-03-18,0,32.30
2005-03-25,0,
2005-04-01,0,32.10
2005-04-08,0,32.04
2005-04-15,0,31.96
2005-04-22,0,32.91
2005-04-29,0,34.35
2005-05-06,0,34.49
2005-05-13,0,34.90
2005-05-20,0,36.60
2005-05-27,0,35.93
2005-06-03,0,36.05
2005-06-10,0,36.57
2005-06-17,0,37.30
2005-06-24,0,36.25
2005-07-01,0,37.38
2005-07-08,0,38.91
2005-07-15,0,38.84
2005-07-22,0,38.97
2005-07-29,0,40.40
2005-08-05,0,38.00
2005-08-12,0,37.48
2005-08-19,0,37.13
2005-08-26,0,37.14
2005-09-02,0,38.16
2005-09-09,0,39.30
2005-09-16,0,38.75
2005-09-23,0,37.23
2005-09-30,0,37.85
2005-10-07,0,36.95
2005-10-14,0,37.05
2005-10-21,0,38.04
2005-10-28,0,39.48
2005-11-04,0,37.92
2005-11-11,0,39.81
2005-11-18,0,40.33
2005-11-25,0,41.88
2005-12-02,0,40.90
2005-12-09,0,40.50
2005-12-16,0,39.86
2005-12-23,0,40.11
2005-12-30,0,39.12
2006-01-06,0,40.89
2006-01-13,0,40.57
2006-01-20,0,40.79
2006-01-27,0,42.59
2006-02-03,0,42.80
2006-02-10,0,43.45
2006-02-17,0,45.25
2006-02-24,0,45.91
2006-03-03,0,44.02
2006-03-10,0,45.11
2006-03-17,0,46.71
2006-03-24,0,46.10
2006-03-31,0,46.79
2006-04-07,0,43.99
2006-04-14,0,
2006-04-21,0,44.95
2006-04-28,0,44.87
2006-05-05,0,44.25
2006-05-12,0,42.90
2006-05-19,0,42.36
2006-05-26,0,43.92
2006-06-02,0,45.10
2006-06-09,0,44.64
2006-06-16,0,44.49
2006-06-23,0,43.92
2006-06-30,0,44.73
2006-07-07,0,45.23
2006-07-14,0,44.67
2006-07-21,0,44.95
2006-07-28,0,46.88
2006-08-04,0,48.50
2006-08-11,0,47.31
2006-08-18,0,47.27
2006-08-25,0,48.88
2006-09-01,0,49.37
2006-09-08,0,49.97
2006-09-15,0,50.81
2006-09-22,0,49.68
2006-09-29,0,50.58
2006-10-06,0,51.63
2006-10-13,0,53.06
2006-10-20,0,53.74
2006-10-27,0,54.45
2006-11-03,0,49.94
2006-11-10,0,50.82
2006-11-17,0,50.57
2006-11-24,0,53.62
2006-12-01,0,52.84
2006-12-08,0,52.60
2006-12-15,0,51.89
2006-12-22,0,49.78
2006-12-29,0,50.75
2007-01-05,0,49.92
2007-01-12,0,52.66
2007-01-19,0,53.87
2007-01-26,0,55.08
2007-02-02,0,55.75
2007-02-09,65,52.75
2007-02-16,67,52.20
2007-02-23,70,52.16
2007-03-02,72,48.95
2007-03-09,74,48.36
2007-03-16,77,47.63
2007-03-23,69,49.32
2007-03-30,0,48.23
2007-04-06,0,
2007-04-13,0,48.73
2007-04-20,0,47.96
2007-04-27,0,47.34
2007-05-04,0,45.59
2007-05-11,0,47.61
2007-05-18,0,46.14
2007-05-25,0,47.55
2007-06-01,0,50.89
2007-06-08,69,48.11
2007-06-15,57,47.11
2007-06-22,57,46.13
2007-06-29,0,45.63
2007-07-06,0,46.45
2007-07-13,0,46.75
2007-07-20,0,45.78
2007-07-27,0,40.57
2007-08-03,0,38.82
2007-08-10,0,39.28
2007-08-17,0,40.47
2007-08-24,0,40.96
2007-08-31,0,40.24
2007-09-07,0,39.77
2007-09-14,0,40.23
2007-09-21,0,41.78
2007-09-28,0,42.36
2007-10-05,0,44.88
2007-10-12,55,42.12
2007-10-19,58,39.52
2007-10-26,0,39.32
2007-11-02,0,39.11
2007-11-09,0,37.82
2007-11-16,0,37.76
2007-11-23,0,36.92
2007-11-30,0,37.21
2007-12-07,0,40.05
2007-12-14,50,34.62
2007-12-21,0,36.98
2007-12-28,0,36.44
2008-01-04,0,33.38
2008-01-11,0,33.64
2008-01-18,0,32.72
2008-01-25,65,37.61
2008-02-01,52,38.75
2008-02-08,52,37.40
2008-02-15,52,38.60
2008-02-22,42,40.09
2008-02-29,54,38.18
2008-03-07,45,37.21
2008-03-14,45,38.62
2008-03-21,52,
2008-03-28,59,40.35
2008-04-04,66,43.29
2008-04-11,50,40.35
2008-04-18,50,42.39
2008-04-25,50,43.80
2008-05-02,51,43.63
2008-05-09,53,41.65
2008-05-16,54,44.07
2008-05-23,56,40.97
2008-05-30,0,42.29
2008-06-06,0,42.55
2008-06-13,0,42.61
2008-06-20,0,40.35
2008-06-27,0,38.25
2008-07-04,56,
2008-07-11,46,39.27
2008-07-18,46,41.30
2008-07-25,47,42.72
2008-08-01,50,44.12
2008-08-08,59,45.60
2008-08-15,41,44.89
2008-08-22,41,42.75
2008-08-29,41,42.20
2008-09-05,41,42.35
2008-09-12,41,42.85
2008-09-19,40,47.53
2008-09-26,40,45.51
2008-10-03,40,39.14
2008-10-10,36,41.00
2008-10-17,36,32.51
2008-10-24,43,30.08
2008-10-31,50,34.93
2008-11-07,43,33.06
2008-11-14,34,27.66
2008-11-21,48,25.35
2008-11-28,35,30.43
2008-12-05,54,33.64
2008-12-12,42,31.65
2008-12-19,49,29.53
2008-12-26,42,28.11
2009-01-02,42,28.23
2009-01-09,42,25.82
2009-01-16,42,27.27
2009-01-23,41,25.13
2009-01-30,41,23.93
2009-02-06,41,23.07
2009-02-13,41,21.05
2009-02-20,41,20.47
2009-02-27,47,17.60
2009-03-06,53,17.09
2009-03-13,40,20.33
2009-03-20,31,16.99
2009-03-27,33,18.50
2009-04-03,39,21.67
2009-04-10,45,
2009-04-17,35,22.67
2009-04-24,40,23.21
2009-05-01,46,21.47
2009-05-08,40,24.26
2009-05-15,39,22.04
2009-05-22,39,22.38
2009-05-29,35,24.34
2009-06-05,35,24.64
2009-06-12,38,23.91
2009-06-19,41,22.39
2009-06-26,44,22.27
2009-07-03,30,
2009-07-10,30,19.26
2009-07-17,32,20.03
2009-07-24,33,21.23
2009-07-31,30,24.00
2009-08-07,30,30.05
2009-08-14,30,27.28
2009-08-21,30,27.65
2009-08-28,28,27.80
2009-09-04,28,26.66
2009-09-11,28,29.15
2009-09-18,28,31.75
2009-09-25,27,30.24
2009-10-02,27,28.62
2009-10-09,27,30.21
2009-10-16,0,29.06
2009-10-23,0,28.97
2009-10-30,0,28.88
2009-11-06,0,28.85
2009-11-13,0,31.59
2009-11-20,41,31.95
2009-11-27,0,30.91
2009-12-04,0,33.04
2009-12-11,0,32.12
2009-12-18,0,32.61
2009-12-25,0,
2010-01-01,0,
2010-01-08,32,33.35
2010-01-15,24,33.37
2010-01-22,27,31.93
2010-01-29,31,32.05
2010-02-05,33,32.97
2010-02-12,27,33.20
2010-02-19,27,35.46
2010-02-26,29,36.08
2010-03-05,32,37.27
2010-03-12,35,38.07
2010-03-19,30,39.31
2010-03-26,30,39.35
2010-04-02,47,
2010-04-09,32,41.95
2010-04-16,32,41.11
2010-04-23,28,44.60
2010-04-30,38,45.27
2010-05-07,28,43.43
2010-05-14,29,45.62
2010-05-21,32,43.96
2010-05-28,36,45.13
2010-06-04,24,41.23
2010-06-11,26,44.55
2010-06-18,29,45.76
2010-06-25,31,44.56
2010-07-02,31,40.67
2010-07-09,32,44.05
2010-07-16,36,42.69
2010-07-23,36,45.15
2010-07-30,25,45.85
2010-08-06,25,45.85
2010-08-13,43,44.88
2010-08-20,24,44.85
2010-08-27,24,45.89
2010-09-03,23,48.86
2010-09-10,21,47.63
2010-09-17,35,48.87
2010-09-24,33,49.26
2010-10-01,30,47.82
2010-10-08,22,48.63
2010-10-15,24,49.95
2010-10-22,29,50.83
2010-10-29,33,48.63
2010-11-05,20,50.84
2010-11-12,21,49.31
2010-11-19,29,49.91
2010-11-26,23,50.01
2010-12-03,38,52.00
2010-12-10,35,51.56
2010-12-17,35,49.83
2010-12-24,26,
2010-12-31,26,51.95
2011-01-07,27,50.38
2011-01-14,40,50.91
2011-01-21,31,51.48
2011-01-28,27,52.89
2011-02-04,34,53.08
2011-02-11,23,54.55
2011-02-18,24,54.03
2011-02-25,38,53.36
2011-03-04,40,53.32
2011-03-11,29,54.55
2011-03-18,24,54.69
2011-03-25,35,54.45
2011-04-01,31,56.67
2011-04-08,30,55.57
2011-04-15,34,56.80
2011-04-22,32,
2011-04-29,42,59.74
2011-05-06,44,58.62
2011-05-13,28,59.16
2011-05-20,38,59.92
2011-05-27,33,60.60
2011-06-03,38,60.20
2011-06-10,53,59.21
2011-06-17,30,59.08
2011-06-24,44,58.36
2011-07-01,24,61.35
2011-07-08,25,62.83
2011-07-15,43,61.75
2011-07-22,30,63.68
2011-07-29,28,61.82
2011-08-05,54,55.66
2011-08-12,21,59.05
2011-08-19,34,56.49
2011-08-26,50,58.65
2011-09-02,29,59.71
2011-09-09,25,59.81
2011-09-16,33,57.80
2011-09-23,31,53.13
2011-09-30,33,51.87
2011-10-07,41,51.99
2011-10-14,24,55.32
2011-10-21,37,56.70
2011-10-28,46,58.75
2011-11-04,43,58.47
2011-11-11,47,59.03
2011-11-18,36,54.70
2011-11-25,31,52.63
2011-12-02,37,54.25
2011-12-09,47,54.40
2011-12-16,25,55.85
2011-12-23,19,57.47
2011-12-30,20,57.03
2012-01-06,28,55.69
2012-01-13,64,55.00
2012-01-20,59,55.77
2012-01-27,57,59.63
2012-02-03,43,60.25
2012-02-10,44,58.59
2012-02-17,51,58.51
2012-02-24,47,58.06
2012-03-02,46,57.66
2012-03-09,42,59.31
2012-03-16,22,59.97
2012-03-23,37,60.15
2012-03-30,39,62.62
2012-04-06,33,
2012-04-13,44,60.85
2012-04-20,52,62.11
2012-04-27,38,61.57
2012-05-04,43,62.69
2012-05-11,62,63.36
2012-05-18,42,60.35
2012-05-25,22,61.64
2012-06-01,35,59.60
2012-06-08,32,61.90
2012-06-15,46,61.93
2012-06-22,43,59.34
2012-06-29,43,62.36
2012-07-06,52,63.21
2012-07-13,35,64.76
2012-07-20,41,64.09
2012-07-27,38,62.98
2012-08-03,44,62.71
2012-08-10,36,60.20
2012-08-17,40,60.17
2012-08-24,51,60.82
2012-08-31,52,60.40
2012-09-07,37,60.56
2012-09-14,41,60.23
2012-09-21,38,57.43
2012-09-28,33,57.53
2012-10-05,38,56.88
2012-10-12,30,56.02
2012-10-19,28,57.13
2012-10-26,41,56.06
2012-11-02,37,59.10
2012-11-09,40,56.66
2012-11-16,33,54.31
2012-11-23,35,54.46
2012-11-30,72,55.51
2012-12-07,40,55.11
2012-12-14,32,55.49
2012-12-21,45,56.61
2012-12-28,21,55.90
2013-01-04,30,57.23
2013-01-11,48,58.15
2013-01-18,44,58.41
2013-01-25,31,58.09
2013-02-01,44,54.73
2013-02-08,38,55.44
2013-02-15,33,57.51
2013-02-22,32,57.21
2013-03-01,33,55.34
2013-03-08,32,54.93
2013-03-15,41,56.09
2013-03-22,48,54.66
2013-03-29,36,
2013-04-05,24,57.88
2013-04-12,43,59.09
2013-04-19,36,57.97
2013-04-26,38,56.61
2013-05-03,43,56.02
2013-05-10,51,57.71
2013-05-17,71,59.59
2013-05-24,100,60.30
2013-05-31,74,56.55
2013-06-07,40,56.69
2013-06-14,45,56.34
2013-06-21,32,54.73
2013-06-28,33,58.06
2013-07-05,38,57.36
2013-07-12,37,58.63
2013-07-19,36,58.74
2013-07-26,31,58.09
2013-08-02,31,54.95
2013-08-09,42,54.21
2013-08-16,48,50.67
2013-08-23,48,52.51
2013-08-30,34,51.89
2013-09-06,32,53.04
2013-09-13,38,54.59
2013-09-20,45,56.10
2013-09-27,50,54.55
2013-10-04,41,52.63
2013-10-11,42,53.72
2013-10-18,40,55.21
2013-10-25,35,54.91
2013-11-01,39,52.90
2013-11-08,36,51.70
2013-11-15,29,51.38
2013-11-22,35,50.83
2013-11-29,35,51.54
2013-12-06,32,53.16
2013-12-13,38,52.21
2013-12-20,35,51.96
2013-12-27,39,51.84
2014-01-03,26,52.43
2014-01-10,27,53.57
2014-01-17,45,53.84
2014-01-24,46,53.70
2014-01-31,35,55.38
2014-02-07,39,56.87
2014-02-14,27,58.58
2014-02-21,51,58.71
2014-02-28,40,58.47
2014-03-07,50,58.25
2014-03-14,38,58.07
2014-03-21,34,57.19
2014-03-28,38,57.39
2014-04-04,37,59.16
2014-04-11,49,57.73
2014-04-18,47,
2014-04-25,32,58.66
2014-05-02,50,
