Date,sell EL,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,41.47
2004-02-13,0,41.42
2004-02-20,0,40.85
2004-02-27,0,42.60
2004-03-05,0,43.57
2004-03-12,0,42.55
2004-03-19,0,43.10
2004-03-26,0,43.07
2004-04-02,0,43.86
2004-04-09,0,
2004-04-16,0,44.25
2004-04-23,0,43.72
2004-04-30,0,45.71
2004-05-07,0,46.45
2004-05-14,0,45.15
2004-05-21,0,44.34
2004-05-28,0,45.79
2004-06-04,0,44.48
2004-06-11,0,
2004-06-18,0,47.14
2004-06-25,0,47.10
2004-07-02,0,48.35
2004-07-09,0,48.51
2004-07-16,0,46.64
2004-07-23,0,44.25
2004-07-30,0,43.90
2004-08-06,0,42.94
2004-08-13,0,43.30
2004-08-20,0,42.75
2004-08-27,0,44.02
2004-09-03,0,44.70
2004-09-10,0,44.48
2004-09-17,0,44.00
2004-09-24,0,42.27
2004-10-01,0,42.13
2004-10-08,0,41.26
2004-10-15,0,41.45
2004-10-22,0,42.78
2004-10-29,0,42.95
2004-11-05,0,44.32
2004-11-12,0,44.60
2004-11-19,0,44.89
2004-11-26,0,44.40
2004-12-03,0,45.11
2004-12-10,0,45.97
2004-12-17,0,46.53
2004-12-24,0,
2004-12-31,0,45.77
2005-01-07,0,44.79
2005-01-14,0,45.61
2005-01-21,0,45.85
2005-01-28,0,46.81
2005-02-04,0,45.39
2005-02-11,0,43.03
2005-02-18,0,44.38
2005-02-25,0,44.15
2005-03-04,0,43.00
2005-03-11,0,42.68
2005-03-18,0,43.40
2005-03-25,0,
2005-04-01,0,44.92
2005-04-08,0,45.19
2005-04-15,0,43.70
2005-04-22,0,41.85
2005-04-29,0,38.41
2005-05-06,0,37.62
2005-05-13,0,37.00
2005-05-20,0,40.04
2005-05-27,0,39.43
2005-06-03,0,39.38
2005-06-10,0,39.38
2005-06-17,0,39.50
2005-06-24,0,38.94
2005-07-01,0,38.50
2005-07-08,0,37.93
2005-07-15,0,38.27
2005-07-22,0,38.25
2005-07-29,0,39.14
2005-08-05,0,38.30
2005-08-12,0,37.32
2005-08-19,0,41.46
2005-08-26,0,39.91
2005-09-02,0,40.53
2005-09-09,0,40.32
2005-09-16,0,40.58
2005-09-23,0,35.40
2005-09-30,0,34.83
2005-10-07,0,35.12
2005-10-14,0,35.21
2005-10-21,0,33.76
2005-10-28,0,32.42
2005-11-04,0,33.00
2005-11-11,0,33.37
2005-11-18,0,33.32
2005-11-25,0,33.72
2005-12-02,0,34.07
2005-12-09,0,33.32
2005-12-16,0,33.90
2005-12-23,0,33.31
2005-12-30,0,33.48
2006-01-06,0,34.25
2006-01-13,0,34.85
2006-01-20,0,34.10
2006-01-27,0,35.93
2006-02-03,0,36.70
2006-02-10,0,37.86
2006-02-17,0,38.28
2006-02-24,0,38.56
2006-03-03,0,37.20
2006-03-10,0,37.11
2006-03-17,0,37.61
2006-03-24,0,37.56
2006-03-31,0,37.19
2006-04-07,0,36.86
2006-04-14,0,
2006-04-21,0,36.34
2006-04-28,0,37.12
2006-05-05,0,39.88
2006-05-12,0,40.00
2006-05-19,0,41.13
2006-05-26,0,41.35
2006-06-02,0,40.16
2006-06-09,0,38.92
2006-06-16,0,38.35
2006-06-23,0,38.16
2006-06-30,0,38.67
2006-07-07,0,38.50
2006-07-14,0,36.76
2006-07-21,100,36.34
2006-07-28,0,37.54
2006-08-04,0,37.60
2006-08-11,0,36.77
2006-08-18,0,35.60
2006-08-25,0,34.94
2006-09-01,0,37.49
2006-09-08,0,37.11
2006-09-15,0,38.81
2006-09-22,0,39.45
2006-09-29,0,40.33
2006-10-06,0,40.49
2006-10-13,0,39.64
2006-10-20,0,40.00
2006-10-27,0,40.00
2006-11-03,0,39.19
2006-11-10,0,39.96
2006-11-17,0,41.04
2006-11-24,0,41.82
2006-12-01,0,40.85
2006-12-08,0,41.54
2006-12-15,0,41.04
2006-12-22,0,41.15
2006-12-29,0,40.82
2007-01-05,0,40.58
2007-01-12,0,40.94
2007-01-19,75,40.94
2007-01-26,69,40.54
2007-02-02,69,46.13
2007-02-09,69,46.63
2007-02-16,69,47.75
2007-02-23,60,47.36
2007-03-02,60,45.93
2007-03-09,60,47.62
2007-03-16,0,47.84
2007-03-23,0,49.48
2007-03-30,0,48.85
2007-04-06,0,
2007-04-13,0,49.85
2007-04-20,0,50.70
2007-04-27,0,50.90
2007-05-04,59,47.93
2007-05-11,55,47.06
2007-05-18,55,47.00
2007-05-25,50,47.25
2007-06-01,50,47.21
2007-06-08,50,45.95
2007-06-15,49,46.07
2007-06-22,49,45.42
2007-06-29,49,45.51
2007-07-06,76,46.08
2007-07-13,64,47.11
2007-07-20,64,47.12
2007-07-27,64,45.83
2007-08-03,55,44.54
2007-08-10,55,43.35
2007-08-17,52,40.31
2007-08-24,52,42.70
2007-08-31,55,41.59
2007-09-07,58,40.87
2007-09-14,62,40.09
2007-09-21,44,42.58
2007-09-28,56,42.46
2007-10-05,43,43.96
2007-10-12,56,43.14
2007-10-19,59,43.67
2007-10-26,61,45.11
2007-11-02,57,42.21
2007-11-09,57,44.25
2007-11-16,36,44.58
2007-11-23,49,41.95
2007-11-30,62,44.88
2007-12-07,62,43.56
2007-12-14,63,43.30
2007-12-21,63,44.95
2007-12-28,64,43.81
2008-01-04,64,41.87
2008-01-11,49,38.76
2008-01-18,49,38.77
2008-01-25,49,39.24
2008-02-01,41,44.83
2008-02-08,41,43.55
2008-02-15,41,43.45
2008-02-22,36,42.50
2008-02-29,36,42.58
2008-03-07,47,43.73
2008-03-14,57,44.33
2008-03-21,42,
2008-03-28,40,45.28
2008-04-04,35,47.27
2008-04-11,63,45.38
2008-04-18,49,44.35
2008-04-25,47,45.65
2008-05-02,40,44.33
2008-05-09,40,48.08
2008-05-16,38,48.05
2008-05-23,62,46.54
2008-05-30,41,47.60
2008-06-06,41,46.24
2008-06-13,35,48.84
2008-06-20,46,46.05
2008-06-27,57,46.12
2008-07-04,52,
2008-07-11,36,42.89
2008-07-18,51,43.41
2008-07-25,51,42.91
2008-08-01,50,44.18
2008-08-08,83,46.39
2008-08-15,44,51.98
2008-08-22,42,50.44
2008-08-29,48,49.77
2008-09-05,59,52.77
2008-09-12,61,53.42
2008-09-19,39,50.96
2008-09-26,43,50.88
2008-10-03,48,46.13
2008-10-10,65,39.75
2008-10-17,46,36.53
2008-10-24,39,32.44
2008-10-31,43,36.04
2008-11-07,34,33.62
2008-11-14,47,29.93
2008-11-21,59,25.65
2008-11-28,54,27.90
2008-12-05,49,28.11
2008-12-12,42,29.60
2008-12-19,36,29.63
2008-12-26,58,29.52
2009-01-02,43,32.65
2009-01-09,49,30.57
2009-01-16,28,26.11
2009-01-23,56,25.30
2009-01-30,30,26.25
2009-02-06,44,28.12
2009-02-13,32,26.89
2009-02-20,41,24.73
2009-02-27,49,22.65
2009-03-06,48,20.66
2009-03-13,37,22.14
2009-03-20,49,23.21
2009-03-27,60,25.72
2009-04-03,48,26.68
2009-04-10,49,
2009-04-17,49,27.98
2009-04-24,40,29.28
2009-05-01,40,31.13
2009-05-08,42,33.90
2009-05-15,39,32.08
2009-05-22,57,32.40
2009-05-29,44,33.08
2009-06-05,59,33.72
2009-06-12,53,33.93
2009-06-19,51,31.44
2009-06-26,48,32.82
2009-07-03,36,
2009-07-10,42,30.27
2009-07-17,53,33.21
2009-07-24,50,35.62
2009-07-31,45,36.44
2009-08-07,37,37.21
2009-08-14,63,36.08
2009-08-21,44,35.84
2009-08-28,60,36.57
2009-09-04,41,34.58
2009-09-11,41,34.25
2009-09-18,43,36.79
2009-09-25,50,35.83
2009-10-02,56,36.34
2009-10-09,37,39.68
2009-10-16,35,41.11
2009-10-23,48,42.00
2009-10-30,43,42.50
2009-11-06,56,46.75
2009-11-13,47,46.63
2009-11-20,29,47.86
2009-11-27,52,46.99
2009-12-04,59,48.81
2009-12-11,47,49.30
2009-12-18,36,47.49
2009-12-25,60,
2010-01-01,42,
2010-01-08,54,49.31
2010-01-15,54,49.76
2010-01-22,66,53.17
2010-01-29,49,52.52
2010-02-05,37,55.40
2010-02-12,49,56.66
2010-02-19,50,58.83
2010-02-26,40,60.13
2010-03-05,46,61.66
2010-03-12,38,63.51
2010-03-19,44,63.13
2010-03-26,54,63.92
2010-04-02,49,
2010-04-09,40,65.46
2010-04-16,60,67.89
2010-04-23,64,69.50
2010-04-30,57,65.92
2010-05-07,51,58.53
2010-05-14,54,61.04
2010-05-21,41,58.90
2010-05-28,64,58.27
2010-06-04,34,55.34
2010-06-11,35,57.86
2010-06-18,50,59.94
2010-06-25,41,56.23
2010-07-02,44,57.39
2010-07-09,38,62.19
2010-07-16,71,63.47
2010-07-23,51,62.67
2010-07-30,66,62.25
2010-08-06,54,63.46
2010-08-13,43,57.82
2010-08-20,41,57.39
2010-08-27,36,57.36
2010-09-03,51,59.12
2010-09-10,56,58.64
2010-09-17,36,58.87
2010-09-24,45,61.41
2010-10-01,40,63.29
2010-10-08,54,65.66
2010-10-15,35,67.23
2010-10-22,48,66.26
2010-10-29,38,71.17
2010-11-05,41,72.16
2010-11-12,54,71.78
2010-11-19,56,75.37
2010-11-26,27,75.79
2010-12-03,47,77.33
2010-12-10,50,78.09
2010-12-17,41,79.30
2010-12-24,59,
2010-12-31,51,80.70
2011-01-07,57,80.62
2011-01-14,66,83.99
2011-01-21,56,83.74
2011-01-28,42,80.08
2011-02-04,62,93.00
2011-02-11,40,94.15
2011-02-18,61,94.48
2011-02-25,43,92.99
2011-03-04,48,92.40
2011-03-11,47,92.87
2011-03-18,33,89.35
2011-03-25,50,94.47
2011-04-01,36,95.93
2011-04-08,58,95.06
2011-04-15,56,96.38
2011-04-22,40,
2011-04-29,64,97.00
2011-05-06,62,98.06
2011-05-13,62,100.17
2011-05-20,56,100.65
2011-05-27,53,100.42
2011-06-03,78,98.09
2011-06-10,52,96.08
2011-06-17,45,97.32
2011-06-24,46,100.85
2011-07-01,45,105.08
2011-07-08,44,105.89
2011-07-15,44,105.16
2011-07-22,57,107.23
2011-07-29,73,104.91
2011-08-05,57,95.47
2011-08-12,62,100.85
2011-08-19,73,88.57
2011-08-26,57,95.91
2011-09-02,49,96.03
2011-09-09,51,94.39
2011-09-16,45,101.70
2011-09-23,55,95.14
2011-09-30,42,87.84
2011-10-07,49,91.67
2011-10-14,56,97.97
2011-10-21,46,96.96
2011-10-28,45,101.41
2011-11-04,54,117.94
2011-11-11,42,115.06
2011-11-18,52,112.53
2011-11-25,43,107.23
2011-12-02,45,116.08
2011-12-09,40,109.25
2011-12-16,67,108.12
2011-12-23,53,113.43
2011-12-30,41,112.32
2012-01-06,49,111.50
2012-01-13,59,112.16
2012-01-20,47,116.03
2012-01-27,54,57.98
2012-02-03,51,57.48
2012-02-10,48,56.90
2012-02-17,55,56.04
2012-02-24,54,56.84
2012-03-02,45,58.35
2012-03-09,51,59.07
2012-03-16,31,63.67
2012-03-23,33,62.25
2012-03-30,55,61.94
2012-04-06,50,
2012-04-13,59,62.96
2012-04-20,58,64.03
2012-04-27,51,65.23
2012-05-04,41,60.72
2012-05-11,64,58.16
2012-05-18,55,54.54
2012-05-25,58,54.96
2012-06-01,53,52.43
2012-06-08,63,55.01
2012-06-15,50,55.07
2012-06-22,45,54.92
2012-06-29,49,54.12
2012-07-06,54,54.65
2012-07-13,53,51.63
2012-07-20,71,53.21
2012-07-27,75,54.70
2012-08-03,48,53.09
2012-08-10,45,55.62
2012-08-17,55,61.61
2012-08-24,44,60.10
2012-08-31,66,59.95
2012-09-07,56,61.00
2012-09-14,69,61.23
2012-09-21,59,61.82
2012-09-28,51,61.57
2012-10-05,36,64.00
2012-10-12,62,63.01
2012-10-19,54,62.93
2012-10-26,48,60.79
2012-11-02,64,60.03
2012-11-09,52,57.49
2012-11-16,54,56.62
2012-11-23,70,59.62
2012-11-30,57,58.25
2012-12-07,51,60.67
2012-12-14,45,60.93
2012-12-21,53,59.82
2012-12-28,57,57.93
2013-01-04,54,62.69
2013-01-11,58,64.13
2013-01-18,57,62.85
2013-01-25,49,63.25
2013-02-01,60,62.72
2013-02-08,49,62.75
2013-02-15,45,63.11
2013-02-22,48,63.31
2013-03-01,41,64.47
2013-03-08,51,65.70
2013-03-15,67,63.34
2013-03-22,46,63.89
2013-03-29,56,
2013-04-05,41,63.17
2013-04-12,50,68.24
2013-04-19,45,69.67
2013-04-26,48,68.88
2013-05-03,58,71.23
2013-05-10,47,71.05
2013-05-17,54,70.85
2013-05-24,63,70.95
2013-05-31,67,67.78
2013-06-07,45,68.12
2013-06-14,63,68.41
2013-06-21,57,65.79
2013-06-28,60,65.77
2013-07-05,74,67.93
2013-07-12,61,68.46
2013-07-19,53,67.57
2013-07-26,46,66.20
2013-08-02,55,66.89
2013-08-09,54,66.59
2013-08-16,61,67.25
2013-08-23,63,68.15
2013-08-30,58,65.36
2013-09-06,46,67.58
2013-09-13,59,70.80
2013-09-20,40,71.75
2013-09-27,54,70.42
2013-10-04,48,69.98
2013-10-11,47,71.01
2013-10-18,57,72.05
2013-10-25,58,71.51
2013-11-01,62,69.94
2013-11-08,47,70.96
2013-11-15,62,73.67
2013-11-22,38,75.01
2013-11-29,63,74.96
2013-12-06,52,73.71
2013-12-13,51,72.64
2013-12-20,54,74.35
2013-12-27,34,74.45
2014-01-03,59,73.65
2014-01-10,51,74.05
2014-01-17,54,72.57
2014-01-24,54,68.79
2014-01-31,58,68.74
2014-02-07,53,66.50
2014-02-14,52,67.98
2014-02-21,50,67.65
2014-02-28,52,68.84
2014-03-07,61,70.02
2014-03-14,51,69.30
2014-03-21,51,68.37
2014-03-28,49,66.73
2014-04-04,69,66.98
2014-04-11,45,68.18
2014-04-18,54,
2014-04-25,51,72.20
2014-05-02,35,
