Date,NTAP,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,22.02
2004-02-13,0,21.70
2004-02-20,0,21.81
2004-02-27,0,21.66
2004-03-05,0,22.12
2004-03-12,0,20.64
2004-03-19,0,19.93
2004-03-26,0,21.17
2004-04-02,0,22.70
2004-04-09,0,
2004-04-16,0,21.69
2004-04-23,0,21.85
2004-04-30,0,18.61
2004-05-07,0,19.66
2004-05-14,0,20.53
2004-05-21,0,18.67
2004-05-28,0,19.80
2004-06-04,0,19.29
2004-06-11,0,
2004-06-18,0,19.34
2004-06-25,0,21.13
2004-07-02,0,21.04
2004-07-09,0,19.05
2004-07-16,0,17.07
2004-07-23,0,18.21
2004-07-30,0,19.29
2004-08-06,0,16.81
2004-08-13,0,16.85
2004-08-20,0,19.84
2004-08-27,0,20.36
2004-09-03,0,20.10
2004-09-10,0,22.43
2004-09-17,0,22.97
2004-09-24,0,22.94
2004-10-01,0,24.27
2004-10-08,0,23.52
2004-10-15,0,23.65
2004-10-22,0,23.41
2004-10-29,0,24.47
2004-11-05,0,25.69
2004-11-12,0,25.30
2004-11-19,0,28.93
2004-11-26,0,30.35
2004-12-03,0,32.21
2004-12-10,0,33.06
2004-12-17,0,34.07
2004-12-24,0,
2004-12-31,0,33.22
2005-01-07,0,30.48
2005-01-14,0,32.04
2005-01-21,0,31.49
2005-01-28,0,31.21
2005-02-04,0,31.92
2005-02-11,0,32.54
2005-02-18,0,31.00
2005-02-25,0,29.82
2005-03-04,0,30.32
2005-03-11,0,28.71
2005-03-18,0,28.00
2005-03-25,0,
2005-04-01,0,27.25
2005-04-08,0,28.56
2005-04-15,0,25.91
2005-04-22,0,26.57
2005-04-29,0,26.67
2005-05-06,0,28.18
2005-05-13,0,29.30
2005-05-20,0,30.04
2005-05-27,0,28.94
2005-06-03,0,28.77
2005-06-10,0,29.43
2005-06-17,0,30.04
2005-06-24,0,29.03
2005-07-01,0,28.18
2005-07-08,0,27.81
2005-07-15,0,29.00
2005-07-22,0,27.37
2005-07-29,0,25.51
2005-08-05,0,24.56
2005-08-12,0,23.17
2005-08-19,76,24.63
2005-08-26,0,23.80
2005-09-02,0,23.39
2005-09-09,0,23.32
2005-09-16,0,23.86
2005-09-23,0,24.29
2005-09-30,0,23.74
2005-10-07,0,23.56
2005-10-14,0,25.12
2005-10-21,0,26.50
2005-10-28,0,27.12
2005-11-04,0,28.05
2005-11-11,0,28.00
2005-11-18,89,28.86
2005-11-25,72,29.27
2005-12-02,72,29.41
2005-12-09,72,29.53
2005-12-16,72,29.86
2005-12-23,78,28.02
2005-12-30,83,27.00
2006-01-06,88,28.98
2006-01-13,94,32.12
2006-01-20,80,31.14
2006-01-27,62,31.63
2006-02-03,62,31.14
2006-02-10,62,31.33
2006-02-17,62,33.04
2006-02-24,51,32.57
2006-03-03,51,33.86
2006-03-10,51,33.18
2006-03-17,51,35.05
2006-03-24,55,34.98
2006-03-31,59,36.03
2006-04-07,59,36.70
2006-04-14,59,
2006-04-21,71,36.91
2006-04-28,67,37.07
2006-05-05,67,37.58
2006-05-12,67,33.78
2006-05-19,67,33.79
2006-05-26,86,33.84
2006-06-02,60,32.35
2006-06-09,64,31.79
2006-06-16,46,34.53
2006-06-23,51,34.86
2006-06-30,55,35.30
2006-07-07,55,33.16
2006-07-14,56,26.92
2006-07-21,56,28.83
2006-07-28,65,29.83
2006-08-04,44,30.09
2006-08-11,44,29.33
2006-08-18,73,33.91
2006-08-25,41,33.87
2006-09-01,41,34.38
2006-09-08,41,33.98
2006-09-15,46,33.77
2006-09-22,51,35.98
2006-09-29,43,37.01
2006-10-06,39,36.88
2006-10-13,46,39.57
2006-10-20,49,37.49
2006-10-27,38,35.78
2006-11-03,38,36.00
2006-11-10,44,36.90
2006-11-17,64,39.96
2006-11-24,40,40.96
2006-12-01,70,38.52
2006-12-08,38,39.49
2006-12-15,71,41.00
2006-12-22,0,39.57
2006-12-29,0,39.28
2007-01-05,0,39.07
2007-01-12,0,39.80
2007-01-19,0,37.06
2007-01-26,36,36.73
2007-02-02,32,37.33
2007-02-09,41,37.70
2007-02-16,60,40.01
2007-02-23,55,40.09
2007-03-02,42,37.32
2007-03-09,41,37.69
2007-03-16,50,36.72
2007-03-23,39,38.13
2007-03-30,46,36.52
2007-04-06,45,
2007-04-13,33,35.91
2007-04-20,33,34.93
2007-04-27,39,37.81
2007-05-04,42,38.16
2007-05-11,33,39.05
2007-05-18,47,37.99
2007-05-25,80,31.80
2007-06-01,56,30.74
2007-06-08,58,31.47
2007-06-15,47,31.89
2007-06-22,48,31.20
2007-06-29,28,29.19
2007-07-06,40,29.62
2007-07-13,36,29.86
2007-07-20,57,31.84
2007-07-27,56,29.24
2007-08-03,100,22.97
2007-08-10,69,23.46
2007-08-17,72,25.98
2007-08-24,37,28.09
2007-08-31,45,27.86
2007-09-07,57,27.12
2007-09-14,37,26.98
2007-09-21,32,26.94
2007-09-28,39,26.91
2007-10-05,51,26.69
2007-10-12,44,28.70
2007-10-19,38,29.38
2007-10-26,39,31.49
2007-11-02,38,30.14
2007-11-09,39,26.88
2007-11-16,76,25.92
2007-11-23,44,24.81
2007-11-30,44,24.71
2007-12-07,57,26.51
2007-12-14,31,25.57
2007-12-21,52,25.64
2007-12-28,28,25.32
2008-01-04,28,24.39
2008-01-11,42,22.88
2008-01-18,25,22.05
2008-01-25,25,22.23
2008-02-01,21,23.78
2008-02-08,36,22.47
2008-02-15,46,21.40
2008-02-22,32,22.10
2008-02-29,32,21.62
2008-03-07,22,22.50
2008-03-14,26,21.08
2008-03-21,39,
2008-03-28,36,20.12
2008-04-04,26,22.43
2008-04-11,24,21.70
2008-04-18,24,22.89
2008-04-25,24,23.44
2008-05-02,27,24.87
2008-05-09,32,26.30
2008-05-16,20,27.31
2008-05-23,41,23.77
2008-05-30,25,24.38
2008-06-06,38,23.74
2008-06-13,22,24.12
2008-06-20,25,23.30
2008-06-27,28,22.11
2008-07-04,31,
2008-07-11,24,21.94
2008-07-18,27,23.19
2008-07-25,30,24.60
2008-08-01,33,25.25
2008-08-08,36,26.31
2008-08-15,50,24.68
2008-08-22,22,24.10
2008-08-29,24,25.48
2008-09-05,26,24.40
2008-09-12,20,24.32
2008-09-19,22,21.12
2008-09-26,27,18.80
2008-10-03,39,16.04
2008-10-10,56,13.25
2008-10-17,43,13.14
2008-10-24,29,12.20
2008-10-31,24,13.53
2008-11-07,21,12.80
2008-11-14,41,12.30
2008-11-21,25,12.51
2008-11-28,17,13.50
2008-12-05,31,12.87
2008-12-12,27,13.54
2008-12-19,27,13.60
2008-12-26,22,12.59
2009-01-02,22,14.77
2009-01-09,31,14.75
2009-01-16,33,14.92
2009-01-23,37,15.32
2009-01-30,25,14.83
2009-02-06,26,16.14
2009-02-13,58,16.11
2009-02-20,21,14.21
2009-02-27,18,13.44
2009-03-06,23,12.90
2009-03-13,33,15.05
2009-03-20,20,14.84
2009-03-27,25,15.09
2009-04-03,28,16.13
2009-04-10,46,
2009-04-17,28,17.59
2009-04-24,43,18.63
2009-05-01,36,18.40
2009-05-08,22,17.50
2009-05-15,31,17.57
2009-05-22,61,18.46
2009-05-29,31,19.50
2009-06-05,81,18.82
2009-06-12,47,20.14
2009-06-19,33,19.55
2009-06-26,24,19.40
2009-07-03,20,
2009-07-10,32,19.21
2009-07-17,43,21.52
2009-07-24,35,22.99
2009-07-31,35,22.46
2009-08-07,24,23.07
2009-08-14,29,23.59
2009-08-21,34,21.98
2009-08-28,20,23.32
2009-09-04,21,23.33
2009-09-11,21,24.28
2009-09-18,21,24.75
2009-09-25,25,25.94
2009-10-02,22,25.89
2009-10-09,39,28.84
2009-10-16,30,28.69
2009-10-23,29,28.75
2009-10-30,25,27.05
2009-11-06,21,28.38
2009-11-13,23,29.71
2009-11-20,38,30.44
2009-11-27,32,30.83
2009-12-04,37,32.74
2009-12-11,31,32.91
2009-12-18,37,33.23
2009-12-25,30,
2010-01-01,31,
2010-01-08,29,33.54
2010-01-15,23,33.15
2010-01-22,25,30.78
2010-01-29,18,29.13
2010-02-05,17,30.38
2010-02-12,22,31.46
2010-02-19,38,31.29
2010-02-26,16,30.01
2010-03-05,18,32.05
2010-03-12,26,32.91
2010-03-19,14,32.46
2010-03-26,18,32.73
2010-04-02,22,
2010-04-09,30,35.53
2010-04-16,34,35.15
2010-04-23,16,36.17
2010-04-30,18,34.67
2010-05-07,21,31.47
2010-05-14,30,33.75
2010-05-21,24,32.83
2010-05-28,45,37.68
2010-06-04,35,37.88
2010-06-11,25,39.99
2010-06-18,33,41.22
2010-06-25,33,39.76
2010-07-02,39,37.13
2010-07-09,24,38.76
2010-07-16,28,40.50
2010-07-23,34,43.11
2010-07-30,36,42.30
2010-08-06,33,43.11
2010-08-13,26,38.14
2010-08-20,51,40.53
2010-08-27,37,41.45
2010-09-03,29,44.05
2010-09-10,44,46.33
2010-09-17,55,49.04
2010-09-24,42,50.39
2010-10-01,41,48.64
2010-10-08,44,48.76
2010-10-15,25,50.33
2010-10-22,22,51.97
2010-10-29,26,53.25
2010-11-05,42,55.10
2010-11-12,43,54.11
2010-11-19,85,51.46
2010-11-26,28,51.05
2010-12-03,43,54.07
2010-12-10,35,54.15
2010-12-17,26,53.80
2010-12-24,33,
2010-12-31,14,54.96
2011-01-07,32,57.20
2011-01-14,35,59.48
2011-01-21,38,55.77
2011-01-28,36,54.03
2011-02-04,32,57.93
2011-02-11,40,60.60
2011-02-18,75,53.05
2011-02-25,34,52.47
2011-03-04,29,52.05
2011-03-11,35,47.52
2011-03-18,31,48.69
2011-03-25,28,48.61
2011-04-01,28,48.20
2011-04-08,34,46.79
2011-04-15,29,48.56
2011-04-22,40,
2011-04-29,29,52.11
2011-05-06,28,53.30
2011-05-13,25,53.99
2011-05-20,20,53.70
2011-05-27,61,55.33
2011-06-03,28,51.94
2011-06-10,42,49.01
2011-06-17,35,49.35
2011-06-24,38,49.22
2011-07-01,38,54.32
2011-07-08,32,53.48
2011-07-15,36,50.66
2011-07-22,35,51.08
2011-07-29,40,47.52
2011-08-05,48,41.87
2011-08-12,41,43.42
2011-08-19,87,35.95
2011-08-26,36,36.54
2011-09-02,29,35.81
2011-09-09,25,35.68
2011-09-16,27,37.79
2011-09-23,30,35.12
2011-09-30,30,33.93
2011-10-07,24,37.29
2011-10-14,18,39.23
2011-10-21,21,38.10
2011-10-28,26,41.59
2011-11-04,24,42.63
2011-11-11,30,42.17
2011-11-18,51,34.74
2011-11-25,15,34.25
2011-12-02,26,36.54
2011-12-09,28,38.01
2011-12-16,21,35.71
2011-12-23,17,36.51
2011-12-30,18,36.27
2012-01-06,23,35.33
2012-01-13,17,33.98
2012-01-20,24,36.85
2012-01-27,28,37.28
2012-02-03,19,40.35
2012-02-10,24,39.69
2012-02-17,60,42.20
2012-02-24,32,43.08
2012-03-02,30,43.55
2012-03-09,22,42.94
2012-03-16,26,43.39
2012-03-23,26,45.62
2012-03-30,21,44.77
2012-04-06,26,
2012-04-13,28,40.13
2012-04-20,26,38.74
2012-04-27,26,39.03
2012-05-04,20,38.42
2012-05-11,18,36.08
2012-05-18,23,33.06
2012-05-25,65,28.61
2012-06-01,32,29.44
2012-06-08,31,30.33
2012-06-15,26,30.73
2012-06-22,20,30.16
2012-06-29,22,31.82
2012-07-06,27,29.76
2012-07-13,21,28.60
2012-07-20,22,31.19
2012-07-27,24,32.91
2012-08-03,27,32.34
2012-08-10,21,32.58
2012-08-17,44,33.46
2012-08-24,26,34.78
2012-08-31,19,34.52
2012-09-07,26,35.80
2012-09-14,29,35.81
2012-09-21,18,36.26
2012-09-28,18,32.88
2012-10-05,28,30.59
2012-10-12,25,28.93
2012-10-19,20,29.95
2012-10-26,19,27.88
2012-11-02,23,27.74
2012-11-09,23,27.34
2012-11-16,58,30.26
2012-11-23,31,31.15
2012-11-30,22,31.71
2012-12-07,33,33.43
2012-12-14,24,32.99
2012-12-21,30,33.82
2012-12-28,26,32.82
2013-01-04,28,34.08
2013-01-11,20,33.06
2013-01-18,24,34.36
2013-01-25,24,36.15
2013-02-01,40,36.25
2013-02-08,31,35.75
2013-02-15,46,36.55
2013-02-22,25,34.38
2013-03-01,18,33.95
2013-03-08,26,34.21
2013-03-15,28,34.56
2013-03-22,20,33.54
2013-03-29,21,
2013-04-05,19,34.00
2013-04-12,24,35.46
2013-04-19,29,32.99
2013-04-26,26,34.87
2013-05-03,23,34.90
2013-05-10,26,36.15
2013-05-17,59,37.84
2013-05-24,84,36.45
2013-05-31,39,37.53
2013-06-07,32,37.97
2013-06-14,32,37.90
2013-06-21,34,37.97
2013-06-28,31,37.78
2013-07-05,20,38.77
2013-07-12,28,39.30
2013-07-19,41,41.33
2013-07-26,38,41.35
2013-08-02,29,41.24
2013-08-09,28,42.52
2013-08-16,55,42.20
2013-08-23,32,41.95
2013-08-30,28,41.54
2013-09-06,28,42.24
2013-09-13,26,43.77
2013-09-20,35,43.20
2013-09-27,22,42.58
2013-10-04,29,42.27
2013-10-11,24,41.57
2013-10-18,24,41.37
2013-10-25,26,39.39
2013-11-01,18,39.14
2013-11-08,22,39.91
2013-11-15,50,41.42
2013-11-22,26,40.64
2013-11-29,14,41.25
2013-12-06,31,41.57
2013-12-13,21,39.77
2013-12-20,24,40.49
2013-12-27,24,40.70
2014-01-03,17,40.33
2014-01-10,21,40.37
2014-01-17,34,44.49
2014-01-24,36,43.96
2014-01-31,24,42.34
2014-02-07,21,42.82
2014-02-14,35,40.72
2014-02-21,20,39.89
2014-02-28,23,40.41
2014-03-07,23,37.90
2014-03-14,27,36.57
2014-03-21,17,37.80
2014-03-28,15,36.18
2014-04-04,18,37.53
2014-04-11,18,35.97
2014-04-18,17,
2014-04-25,21,35.00
2014-05-02,19,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
