Date,sell F,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,14.28
2004-02-13,0,14.36
2004-02-20,0,14.17
2004-02-27,0,13.75
2004-03-05,0,14.10
2004-03-12,0,13.29
2004-03-19,0,13.06
2004-03-26,0,13.28
2004-04-02,0,13.66
2004-04-09,0,
2004-04-16,0,13.34
2004-04-23,0,15.70
2004-04-30,0,15.36
2004-05-07,0,14.40
2004-05-14,0,14.70
2004-05-21,0,14.24
2004-05-28,0,14.85
2004-06-04,0,14.91
2004-06-11,0,
2004-06-18,0,15.89
2004-06-25,0,15.85
2004-07-02,0,14.95
2004-07-09,0,15.16
2004-07-16,0,14.85
2004-07-23,0,14.67
2004-07-30,0,14.72
2004-08-06,0,14.07
2004-08-13,0,13.80
2004-08-20,0,14.11
2004-08-27,0,14.12
2004-09-03,0,14.21
2004-09-10,0,13.96
2004-09-17,0,14.22
2004-09-24,0,13.80
2004-10-01,0,14.19
2004-10-08,0,13.95
2004-10-15,0,13.25
2004-10-22,0,12.97
2004-10-29,0,13.03
2004-11-05,0,13.81
2004-11-12,0,14.23
2004-11-19,0,14.15
2004-11-26,0,14.25
2004-12-03,0,14.31
2004-12-10,0,14.22
2004-12-17,0,14.34
2004-12-24,0,
2004-12-31,0,14.64
2005-01-07,0,14.65
2005-01-14,0,14.06
2005-01-21,0,13.11
2005-01-28,0,13.14
2005-02-04,0,13.22
2005-02-11,0,13.06
2005-02-18,0,12.96
2005-02-25,0,13.00
2005-03-04,0,12.40
2005-03-11,0,12.39
2005-03-18,0,11.39
2005-03-25,0,
2005-04-01,0,11.18
2005-04-08,0,11.03
2005-04-15,0,9.50
2005-04-22,0,9.89
2005-04-29,0,9.11
2005-05-06,0,9.76
2005-05-13,0,9.30
2005-05-20,0,10.00
2005-05-27,0,10.07
2005-06-03,0,9.90
2005-06-10,0,10.33
2005-06-17,0,11.28
2005-06-24,0,10.21
2005-07-01,0,10.31
2005-07-08,0,10.42
2005-07-15,0,11.00
2005-07-22,0,10.72
2005-07-29,0,10.74
2005-08-05,0,10.36
2005-08-12,0,10.14
2005-08-19,0,9.76
2005-08-26,0,9.77
2005-09-02,0,9.86
2005-09-09,0,9.90
2005-09-16,0,9.93
2005-09-23,0,9.79
2005-09-30,0,9.86
2005-10-07,0,9.23
2005-10-14,0,8.61
2005-10-21,0,8.25
2005-10-28,0,8.02
2005-11-04,0,8.29
2005-11-11,0,7.97
2005-11-18,0,8.40
2005-11-25,0,8.32
2005-12-02,0,8.15
2005-12-09,0,8.18
2005-12-16,0,8.30
2005-12-23,0,7.90
2005-12-30,0,7.72
2006-01-06,0,8.52
2006-01-13,0,8.55
2006-01-20,0,7.90
2006-01-27,0,8.65
2006-02-03,0,8.26
2006-02-10,0,8.27
2006-02-17,0,8.45
2006-02-24,0,8.10
2006-03-03,0,7.57
2006-03-10,0,7.84
2006-03-17,0,7.81
2006-03-24,0,8.09
2006-03-31,0,7.96
2006-04-07,0,7.60
2006-04-14,0,
2006-04-21,0,7.32
2006-04-28,0,6.95
2006-05-05,0,6.93
2006-05-12,0,7.11
2006-05-19,0,7.03
2006-05-26,0,7.31
2006-06-02,0,7.10
2006-06-09,0,6.76
2006-06-16,0,6.69
2006-06-23,0,6.52
2006-06-30,0,6.93
2006-07-07,0,6.73
2006-07-14,0,6.38
2006-07-21,0,6.28
2006-07-28,0,6.89
2006-08-04,0,7.13
2006-08-11,0,7.37
2006-08-18,0,8.00
2006-08-25,0,8.00
2006-09-01,0,8.27
2006-09-08,0,8.77
2006-09-15,0,8.02
2006-09-22,0,8.00
2006-09-29,0,8.09
2006-10-06,0,8.31
2006-10-13,0,8.17
2006-10-20,0,8.01
2006-10-27,0,8.29
2006-11-03,0,8.38
2006-11-10,0,8.58
2006-11-17,0,8.89
2006-11-24,0,8.52
2006-12-01,0,8.04
2006-12-08,0,7.23
2006-12-15,0,7.08
2006-12-22,0,7.42
2006-12-29,0,7.51
2007-01-05,0,7.62
2007-01-12,0,7.89
2007-01-19,0,8.30
2007-01-26,0,8.42
2007-02-02,0,8.23
2007-02-09,0,8.73
2007-02-16,0,8.53
2007-02-23,0,8.30
2007-03-02,0,7.59
2007-03-09,0,7.93
2007-03-16,0,7.55
2007-03-23,0,7.89
2007-03-30,0,7.89
2007-04-06,0,
2007-04-13,0,8.02
2007-04-20,0,7.75
2007-04-27,0,8.05
2007-05-04,0,8.22
2007-05-11,0,8.37
2007-05-18,0,8.69
2007-05-25,0,8.45
2007-06-01,0,8.35
2007-06-08,0,8.24
2007-06-15,0,8.92
2007-06-22,0,9.13
2007-06-29,0,9.42
2007-07-06,0,9.11
2007-07-13,0,8.97
2007-07-20,0,8.40
2007-07-27,0,8.23
2007-08-03,0,8.06
2007-08-10,0,8.23
2007-08-17,0,7.83
2007-08-24,0,7.90
2007-08-31,0,7.81
2007-09-07,0,7.52
2007-09-14,0,8.03
2007-09-21,0,8.23
2007-09-28,0,8.49
2007-10-05,0,8.37
2007-10-12,0,9.20
2007-10-19,0,8.37
2007-10-26,0,8.67
2007-11-02,0,8.95
2007-11-09,0,8.20
2007-11-16,0,7.70
2007-11-23,0,7.19
2007-11-30,0,7.51
2007-12-07,0,7.06
2007-12-14,0,6.89
2007-12-21,0,6.79
2007-12-28,0,6.70
2008-01-04,0,6.13
2008-01-11,0,6.06
2008-01-18,0,5.92
2008-01-25,0,6.58
2008-02-01,0,6.85
2008-02-08,0,6.08
2008-02-15,0,6.45
2008-02-22,0,6.25
2008-02-29,0,6.53
2008-03-07,0,5.78
2008-03-14,0,5.29
2008-03-21,0,
2008-03-28,0,5.59
2008-04-04,0,6.49
2008-04-11,0,6.69
2008-04-18,0,7.45
2008-04-25,0,7.50
2008-05-02,0,8.27
2008-05-09,0,8.10
2008-05-16,0,8.11
2008-05-23,0,6.87
2008-05-30,0,6.80
2008-06-06,0,6.04
2008-06-13,0,6.27
2008-06-20,0,5.81
2008-06-27,0,4.98
2008-07-04,0,
2008-07-11,0,4.86
2008-07-18,0,5.44
2008-07-25,0,5.05
2008-08-01,0,4.65
2008-08-08,0,5.26
2008-08-15,0,5.11
2008-08-22,0,4.47
2008-08-29,0,4.46
2008-09-05,78,4.41
2008-09-12,0,4.91
2008-09-19,0,5.29
2008-09-26,0,4.81
2008-10-03,0,4.05
2008-10-10,0,1.99
2008-10-17,0,2.43
2008-10-24,0,2.01
2008-10-31,0,2.19
2008-11-07,0,2.02
2008-11-14,0,1.80
2008-11-21,0,1.43
2008-11-28,0,2.69
2008-12-05,0,2.72
2008-12-12,0,3.04
2008-12-19,0,2.95
2008-12-26,0,2.29
2009-01-02,0,2.46
2009-01-09,0,2.63
2009-01-16,0,2.19
2009-01-23,0,1.80
2009-01-30,0,1.87
2009-02-06,0,1.94
2009-02-13,0,1.76
2009-02-20,0,1.58
2009-02-27,0,2.00
2009-03-06,0,1.70
2009-03-13,0,2.19
2009-03-20,0,2.75
2009-03-27,0,2.84
2009-04-03,0,3.25
2009-04-10,0,
2009-04-17,0,4.00
2009-04-24,0,5.00
2009-05-01,59,5.69
2009-05-08,63,6.24
2009-05-15,77,5.49
2009-05-22,51,5.26
2009-05-29,51,5.75
2009-06-05,0,6.36
2009-06-12,0,6.11
2009-06-19,0,5.72
2009-06-26,0,5.61
2009-07-03,0,
2009-07-10,0,5.72
2009-07-17,0,6.14
2009-07-24,0,6.78
2009-07-31,0,8.00
2009-08-07,58,8.01
2009-08-14,52,7.83
2009-08-21,59,7.74
2009-08-28,66,7.73
2009-09-04,72,7.43
2009-09-11,60,7.33
2009-09-18,60,6.94
2009-09-25,60,7.29
2009-10-02,60,6.84
2009-10-09,60,7.12
2009-10-16,46,7.42
2009-10-23,50,7.63
2009-10-30,54,7.00
2009-11-06,49,7.75
2009-11-13,75,8.41
2009-11-20,70,8.64
2009-11-27,54,8.73
2009-12-04,0,8.94
2009-12-11,0,9.00
2009-12-18,0,9.68
2009-12-25,0,
2010-01-01,0,
2010-01-08,43,11.69
2010-01-15,41,11.60
2010-01-22,41,10.52
2010-01-29,44,10.84
2010-02-05,0,10.91
2010-02-12,0,11.12
2010-02-19,0,11.29
2010-02-26,0,11.74
2010-03-05,0,13.00
2010-03-12,55,13.34
2010-03-19,64,13.29
2010-03-26,48,13.86
2010-04-02,51,
2010-04-09,46,12.72
2010-04-16,44,13.42
2010-04-23,44,14.21
2010-04-30,41,13.02
2010-05-07,57,11.51
2010-05-14,69,12.11
2010-05-21,45,11.26
2010-05-28,45,11.73
2010-06-04,55,11.50
2010-06-11,65,11.40
2010-06-18,41,11.46
2010-06-25,41,10.75
2010-07-02,42,10.28
2010-07-09,44,10.85
2010-07-16,58,11.34
2010-07-23,58,12.72
2010-07-30,58,12.77
2010-08-06,51,13.04
2010-08-13,39,12.15
2010-08-20,39,11.77
2010-08-27,75,11.56
2010-09-03,44,12.07
2010-09-10,44,11.79
2010-09-17,46,12.49
2010-09-24,43,12.56
2010-10-01,38,12.26
2010-10-08,38,13.66
2010-10-15,50,13.80
2010-10-22,61,13.95
2010-10-29,78,14.13
2010-11-05,40,16.21
2010-11-12,40,16.30
2010-11-19,50,16.28
2010-11-26,64,16.10
2010-12-03,52,16.80
2010-12-10,53,16.73
2010-12-17,49,16.80
2010-12-24,73,
2010-12-31,68,16.79
2011-01-07,56,18.27
2011-01-14,53,18.65
2011-01-21,53,17.95
2011-01-28,67,16.27
2011-02-04,62,15.72
2011-02-11,52,16.38
2011-02-18,63,15.77
2011-02-25,68,15.07
2011-03-04,54,14.42
2011-03-11,54,14.36
2011-03-18,36,14.49
2011-03-25,51,15.01
2011-04-01,36,15.16
2011-04-08,39,15.33
2011-04-15,57,14.71
2011-04-22,38,
2011-04-29,34,15.47
2011-05-06,72,15.11
2011-05-13,42,15.08
2011-05-20,63,15.00
2011-05-27,42,14.60
2011-06-03,52,14.01
2011-06-10,53,13.35
2011-06-17,80,12.77
2011-06-24,42,13.24
2011-07-01,63,14.02
2011-07-08,30,13.88
2011-07-15,36,13.09
2011-07-22,42,13.31
2011-07-29,69,12.21
2011-08-05,63,10.84
2011-08-12,53,11.06
2011-08-19,70,9.99
2011-08-26,40,10.40
2011-09-02,81,10.42
2011-09-09,60,10.05
2011-09-16,49,10.62
2011-09-23,65,9.86
2011-09-30,76,9.67
2011-10-07,56,10.69
2011-10-14,77,11.56
2011-10-21,56,12.26
2011-10-28,53,12.00
2011-11-04,47,11.27
2011-11-11,81,11.14
2011-11-18,54,10.10
2011-11-25,68,9.75
2011-12-02,71,10.90
2011-12-09,33,11.03
2011-12-16,64,10.25
2011-12-23,64,10.95
2011-12-30,73,10.76
2012-01-06,51,11.71
2012-01-13,53,12.04
2012-01-20,65,12.59
2012-01-27,91,12.21
2012-02-03,78,12.79
2012-02-10,57,12.44
2012-02-17,47,12.75
2012-02-24,43,12.23
2012-03-02,62,12.72
2012-03-09,83,12.58
2012-03-16,65,12.51
2012-03-23,54,12.32
2012-03-30,33,12.48
2012-04-06,75,
2012-04-13,63,11.92
2012-04-20,61,11.41
2012-04-27,53,11.60
2012-05-04,48,10.67
2012-05-11,64,10.58
2012-05-18,44,10.01
2012-05-25,56,10.60
2012-06-01,59,10.12
2012-06-08,58,10.66
2012-06-15,80,10.35
2012-06-22,77,10.19
2012-06-29,51,9.59
2012-07-06,52,9.50
2012-07-13,63,9.27
2012-07-20,72,9.21
2012-07-27,52,9.00
2012-08-03,76,9.09
2012-08-10,83,9.35
2012-08-17,67,9.63
2012-08-24,62,9.49
2012-08-31,59,9.34
2012-09-07,64,10.14
2012-09-14,63,10.53
2012-09-21,74,10.40
2012-09-28,55,9.86
2012-10-05,51,10.16
2012-10-12,68,10.12
2012-10-19,44,10.18
2012-10-26,64,10.36
2012-11-02,49,11.17
2012-11-09,44,10.93
2012-11-16,75,10.50
2012-11-23,63,11.10
2012-11-30,63,11.45
2012-12-07,71,11.48
2012-12-14,53,11.10
2012-12-21,61,11.86
2012-12-28,51,12.87
2013-01-04,61,13.57
2013-01-11,71,14.00
2013-01-18,79,14.11
2013-01-25,57,13.68
2013-02-01,56,13.02
2013-02-08,52,13.10
2013-02-15,72,13.02
2013-02-22,64,12.48
2013-03-01,67,12.61
2013-03-08,71,12.98
2013-03-15,47,13.45
2013-03-22,64,13.26
2013-03-29,87,
2013-04-05,43,12.44
2013-04-12,67,13.53
2013-04-19,71,12.93
2013-04-26,100,13.67
2013-05-03,59,13.83
2013-05-10,64,14.11
2013-05-17,60,15.08
2013-05-24,59,14.79
2013-05-31,69,15.68
2013-06-07,64,15.73
2013-06-14,52,15.37
2013-06-21,36,15.00
2013-06-28,49,15.47
2013-07-05,54,16.70
2013-07-12,54,17.11
2013-07-19,71,16.76
2013-07-26,69,17.02
2013-08-02,47,17.50
2013-08-09,71,17.02
2013-08-16,46,16.30
2013-08-23,76,16.45
2013-08-30,50,16.19
2013-09-06,55,17.00
2013-09-13,70,17.35
2013-09-20,68,17.39
2013-09-27,38,17.05
2013-10-04,44,17.09
2013-10-11,43,17.11
2013-10-18,45,17.53
2013-10-25,54,17.60
2013-11-01,59,16.89
2013-11-08,62,16.85
2013-11-15,64,17.07
2013-11-22,74,17.01
2013-11-29,61,17.08
2013-12-06,62,16.70
2013-12-13,45,16.59
2013-12-20,50,15.42
2013-12-27,41,15.30
2014-01-03,74,15.51
2014-01-10,62,16.07
2014-01-17,50,16.52
2014-01-24,59,15.83
2014-01-31,64,14.96
2014-02-07,50,14.97
2014-02-14,47,15.24
2014-02-21,31,15.16
2014-02-28,54,15.39
2014-03-07,54,15.62
2014-03-14,56,15.08
2014-03-21,67,15.47
2014-03-28,73,15.45
2014-04-04,39,16.13
2014-04-11,49,15.63
2014-04-18,48,
2014-04-25,52,15.78
2014-05-02,0,
