Date,HBAN,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,22.42
2004-02-13,0,22.98
2004-02-20,0,22.76
2004-02-27,0,23.13
2004-03-05,0,23.60
2004-03-12,0,22.86
2004-03-19,0,21.89
2004-03-26,0,21.55
2004-04-02,0,21.85
2004-04-09,0,
2004-04-16,0,21.45
2004-04-23,0,21.76
2004-04-30,0,21.40
2004-05-07,0,21.50
2004-05-14,0,22.10
2004-05-21,0,22.38
2004-05-28,0,22.77
2004-06-04,0,22.54
2004-06-11,0,
2004-06-18,0,21.79
2004-06-25,0,22.92
2004-07-02,0,23.17
2004-07-09,0,22.95
2004-07-16,0,23.74
2004-07-23,0,23.89
2004-07-30,0,24.43
2004-08-06,0,23.76
2004-08-13,0,23.42
2004-08-20,0,24.14
2004-08-27,0,24.32
2004-09-03,0,25.00
2004-09-10,0,24.59
2004-09-17,0,24.65
2004-09-24,0,24.21
2004-10-01,0,25.15
2004-10-08,0,25.07
2004-10-15,0,24.69
2004-10-22,0,23.36
2004-10-29,0,23.95
2004-11-05,0,24.37
2004-11-12,0,24.42
2004-11-19,0,24.12
2004-11-26,0,24.13
2004-12-03,0,24.17
2004-12-10,0,23.89
2004-12-17,0,23.69
2004-12-24,0,
2004-12-31,0,24.74
2005-01-07,0,24.14
2005-01-14,0,23.53
2005-01-21,0,23.60
2005-01-28,0,22.77
2005-02-04,0,23.15
2005-02-11,0,22.97
2005-02-18,0,22.56
2005-02-25,0,22.38
2005-03-04,0,23.25
2005-03-11,0,23.03
2005-03-18,0,23.15
2005-03-25,0,
2005-04-01,0,23.34
2005-04-08,0,23.67
2005-04-15,0,23.00
2005-04-22,0,22.82
2005-04-29,0,23.49
2005-05-06,0,23.77
2005-05-13,0,23.14
2005-05-20,0,24.05
2005-05-27,0,23.71
2005-06-03,0,23.98
2005-06-10,0,23.98
2005-06-17,0,24.68
2005-06-24,0,24.02
2005-07-01,0,24.23
2005-07-08,0,24.46
2005-07-15,0,24.98
2005-07-22,0,25.30
2005-07-29,0,24.94
2005-08-05,0,24.32
2005-08-12,0,24.59
2005-08-19,0,24.70
2005-08-26,0,23.96
2005-09-02,0,23.90
2005-09-09,0,23.68
2005-09-16,0,23.67
2005-09-23,0,23.21
2005-09-30,0,22.47
2005-10-07,0,21.73
2005-10-14,0,21.71
2005-10-21,0,22.11
2005-10-28,0,23.20
2005-11-04,0,23.29
2005-11-11,0,24.19
2005-11-18,0,24.08
2005-11-25,0,24.50
2005-12-02,0,24.40
2005-12-09,0,24.11
2005-12-16,0,24.40
2005-12-23,0,24.21
2005-12-30,0,23.75
2006-01-06,0,24.55
2006-01-13,0,24.30
2006-01-20,0,22.71
2006-01-27,0,23.74
2006-02-03,0,22.88
2006-02-10,0,23.10
2006-02-17,0,23.23
2006-02-24,0,23.93
2006-03-03,0,23.45
2006-03-10,0,23.26
2006-03-17,0,23.80
2006-03-24,0,24.26
2006-03-31,0,24.13
2006-04-07,0,23.65
2006-04-14,0,
2006-04-21,0,23.45
2006-04-28,0,24.15
2006-05-05,0,24.12
2006-05-12,0,23.82
2006-05-19,0,23.50
2006-05-26,0,23.86
2006-06-02,0,24.13
2006-06-09,0,24.07
2006-06-16,0,23.77
2006-06-23,0,23.28
2006-06-30,0,23.58
2006-07-07,0,23.45
2006-07-14,0,23.17
2006-07-21,0,23.80
2006-07-28,0,24.47
2006-08-04,0,24.73
2006-08-11,0,23.77
2006-08-18,0,23.94
2006-08-25,0,23.89
2006-09-01,0,24.02
2006-09-08,0,23.90
2006-09-15,0,24.23
2006-09-22,0,23.98
2006-09-29,0,23.93
2006-10-06,0,23.73
2006-10-13,0,24.31
2006-10-20,0,24.12
2006-10-27,0,24.23
2006-11-03,0,24.25
2006-11-10,0,24.54
2006-11-17,0,24.78
2006-11-24,0,24.63
2006-12-01,0,24.25
2006-12-08,0,24.49
2006-12-15,0,24.91
2006-12-22,0,23.35
2006-12-29,0,23.75
2007-01-05,0,23.78
2007-01-12,0,23.51
2007-01-19,0,23.10
2007-01-26,0,23.01
2007-02-02,0,23.28
2007-02-09,0,23.65
2007-02-16,0,23.99
2007-02-23,0,23.71
2007-03-02,0,22.73
2007-03-09,0,22.90
2007-03-16,0,22.21
2007-03-23,0,22.58
2007-03-30,0,21.85
2007-04-06,0,
2007-04-13,0,21.68
2007-04-20,0,22.23
2007-04-27,0,22.36
2007-05-04,0,22.49
2007-05-11,0,22.47
2007-05-18,0,22.55
2007-05-25,0,22.31
2007-06-01,0,22.79
2007-06-08,0,22.43
2007-06-15,0,22.41
2007-06-22,0,21.80
2007-06-29,0,22.74
2007-07-06,0,22.64
2007-07-13,0,21.33
2007-07-20,0,20.18
2007-07-27,0,19.59
2007-08-03,0,18.00
2007-08-10,0,18.09
2007-08-17,0,18.13
2007-08-24,0,17.85
2007-08-31,0,17.21
2007-09-07,0,16.94
2007-09-14,0,17.33
2007-09-21,0,17.64
2007-09-28,0,16.98
2007-10-05,0,18.24
2007-10-12,0,18.02
2007-10-19,0,17.12
2007-10-26,0,17.66
2007-11-02,0,16.69
2007-11-09,0,16.26
2007-11-16,0,14.75
2007-11-23,0,14.56
2007-11-30,0,15.69
2007-12-07,0,16.16
2007-12-14,0,14.17
2007-12-21,0,15.01
2007-12-28,0,14.79
2008-01-04,0,13.52
2008-01-11,13,12.48
2008-01-18,14,10.66
2008-01-25,19,11.74
2008-02-01,14,14.11
2008-02-08,14,12.60
2008-02-15,14,12.71
2008-02-22,13,12.72
2008-02-29,13,12.22
2008-03-07,12,11.48
2008-03-14,12,11.46
2008-03-21,21,
2008-03-28,13,10.70
2008-04-04,13,11.08
2008-04-11,13,9.91
2008-04-18,20,9.69
2008-04-25,24,9.69
2008-05-02,0,9.83
2008-05-09,0,9.17
2008-05-16,0,9.40
2008-05-23,0,9.15
2008-05-30,0,8.91
2008-06-06,13,8.06
2008-06-13,16,6.53
2008-06-20,37,6.67
2008-06-27,24,6.11
2008-07-04,16,
2008-07-11,16,5.64
2008-07-18,32,7.03
2008-07-25,28,7.00
2008-08-01,27,7.34
2008-08-08,18,7.84
2008-08-15,28,7.97
2008-08-22,16,7.51
2008-08-29,16,7.32
2008-09-05,16,8.35
2008-09-12,16,8.60
2008-09-19,22,12.75
2008-09-26,15,9.33
2008-10-03,36,10.72
2008-10-10,27,7.39
2008-10-17,31,9.25
2008-10-24,21,8.00
2008-10-31,18,9.45
2008-11-07,14,9.48
2008-11-14,14,7.79
2008-11-21,15,6.26
2008-11-28,12,8.00
2008-12-05,18,7.94
2008-12-12,0,7.31
2008-12-19,0,7.31
2008-12-26,0,7.02
2009-01-02,0,7.98
2009-01-09,0,6.64
2009-01-16,15,4.56
2009-01-23,24,3.27
2009-01-30,16,2.88
2009-02-06,47,2.36
2009-02-13,31,1.69
2009-02-20,49,1.36
2009-02-27,43,1.46
2009-03-06,48,1.02
2009-03-13,48,1.56
2009-03-20,31,1.76
2009-03-27,33,1.68
2009-04-03,55,2.01
2009-04-10,38,
2009-04-17,74,3.89
2009-04-24,69,3.24
2009-05-01,59,2.69
2009-05-08,80,5.20
2009-05-15,100,4.63
2009-05-22,63,4.24
2009-05-29,44,3.92
2009-06-05,51,4.08
2009-06-12,68,4.15
2009-06-19,88,4.54
2009-06-26,62,4.36
2009-07-03,46,
2009-07-10,73,3.87
2009-07-17,80,3.93
2009-07-24,87,3.67
2009-07-31,55,4.09
2009-08-07,73,4.68
2009-08-14,59,4.59
2009-08-21,52,4.62
2009-08-28,38,4.49
2009-09-04,45,4.11
2009-09-11,30,4.05
2009-09-18,40,4.35
2009-09-25,37,4.13
2009-10-02,42,4.45
2009-10-09,37,4.55
2009-10-16,32,4.58
2009-10-23,42,4.20
2009-10-30,31,3.81
2009-11-06,33,3.87
2009-11-13,32,3.80
2009-11-20,31,3.78
2009-11-27,22,3.59
2009-12-04,28,3.69
2009-12-11,20,3.73
2009-12-18,25,3.72
2009-12-25,17,
2010-01-01,19,
2010-01-08,40,4.22
2010-01-15,24,4.28
2010-01-22,29,4.69
2010-01-29,33,4.79
2010-02-05,25,4.63
2010-02-12,20,4.68
2010-02-19,15,4.85
2010-02-26,24,4.81
2010-03-05,19,4.96
2010-03-12,37,5.47
2010-03-19,33,5.32
2010-03-26,33,5.47
2010-04-02,25,
2010-04-09,36,5.86
2010-04-16,41,5.56
2010-04-23,49,7.17
2010-04-30,33,6.76
2010-05-07,30,6.01
2010-05-14,29,6.53
2010-05-21,36,6.24
2010-05-28,27,6.16
2010-06-04,19,5.83
2010-06-11,23,6.11
2010-06-18,26,6.05
2010-06-25,16,6.00
2010-07-02,20,5.34
2010-07-09,18,5.91
2010-07-16,25,5.73
2010-07-23,26,6.06
2010-07-30,26,6.06
2010-08-06,18,6.25
2010-08-13,20,5.66
2010-08-20,20,5.39
2010-08-27,19,5.44
2010-09-03,19,5.72
2010-09-10,13,5.85
2010-09-17,21,5.80
2010-09-24,19,5.84
2010-10-01,17,5.71
2010-10-08,15,5.86
2010-10-15,13,5.69
2010-10-22,16,5.69
2010-10-29,15,5.66
2010-11-05,20,5.94
2010-11-12,15,5.90
2010-11-19,9,5.72
2010-11-26,12,5.55
2010-12-03,11,6.41
2010-12-10,14,6.84
2010-12-17,34,6.23
2010-12-24,24,
2010-12-31,19,6.87
2011-01-07,31,7.09
2011-01-14,22,7.25
2011-01-21,15,7.02
2011-01-28,21,7.07
2011-02-04,16,7.46
2011-02-11,23,7.53
2011-02-18,21,7.22
2011-02-25,22,6.94
2011-03-04,18,6.65
2011-03-11,17,6.77
2011-03-18,12,6.69
2011-03-25,17,6.59
2011-04-01,14,6.81
2011-04-08,17,6.73
2011-04-15,16,6.52
2011-04-22,17,
2011-04-29,16,6.79
2011-05-06,17,6.64
2011-05-13,12,6.58
2011-05-20,15,6.37
2011-05-27,13,6.53
2011-06-03,11,6.18
2011-06-10,12,6.20
2011-06-17,12,6.41
2011-06-24,9,6.10
2011-07-01,8,6.63
2011-07-08,9,6.53
2011-07-15,11,6.14
2011-07-22,17,6.14
2011-07-29,12,6.05
2011-08-05,14,5.39
2011-08-12,18,4.96
2011-08-19,13,4.56
2011-08-26,11,4.90
2011-09-02,16,4.65
2011-09-09,11,4.60
2011-09-16,9,5.10
2011-09-23,12,4.60
2011-09-30,13,4.80
2011-10-07,8,4.96
2011-10-14,8,5.23
2011-10-21,13,4.90
2011-10-28,11,5.47
2011-11-04,13,5.25
2011-11-11,12,5.31
2011-11-18,11,5.16
2011-11-25,11,4.72
2011-12-02,11,5.21
2011-12-09,7,5.26
2011-12-16,10,5.09
2011-12-23,13,5.65
2011-12-30,10,5.49
2012-01-06,10,5.80
2012-01-13,9,5.97
2012-01-20,12,5.92
2012-01-27,11,5.70
2012-02-03,9,5.89
2012-02-10,12,5.91
2012-02-17,13,6.09
2012-02-24,13,5.91
2012-03-02,11,5.88
2012-03-09,12,5.86
2012-03-16,13,6.43
2012-03-23,13,6.30
2012-03-30,10,6.45
2012-04-06,10,
2012-04-13,11,6.22
2012-04-20,12,6.55
2012-04-27,9,6.73
2012-05-04,10,6.49
2012-05-11,9,6.54
2012-05-18,10,6.16
2012-05-25,8,6.46
2012-06-01,6,6.11
2012-06-08,9,6.23
2012-06-15,7,6.30
2012-06-22,6,6.28
2012-06-29,6,6.40
2012-07-06,6,6.38
2012-07-13,6,6.48
2012-07-20,9,6.33
2012-07-27,6,6.40
2012-08-03,6,6.32
2012-08-10,7,6.45
2012-08-17,7,6.52
2012-08-24,8,6.55
2012-08-31,5,6.59
2012-09-07,7,6.70
2012-09-14,13,7.20
2012-09-21,8,6.94
2012-09-28,10,6.90
2012-10-05,8,7.19
2012-10-12,9,6.93
2012-10-19,16,6.45
2012-10-26,10,6.33
2012-11-02,10,6.35
2012-11-09,9,6.16
2012-11-16,8,6.01
2012-11-23,7,6.23
2012-11-30,8,6.17
2012-12-07,7,6.18
2012-12-14,7,6.16
2012-12-21,9,6.37
2012-12-28,6,6.28
2013-01-04,11,6.69
2013-01-11,8,6.59
2013-01-18,11,7.00
2013-01-25,13,6.93
2013-02-01,9,7.08
2013-02-08,11,7.20
2013-02-15,14,7.10
2013-02-22,10,6.98
2013-03-01,10,7.07
2013-03-08,16,7.36
2013-03-15,15,7.51
2013-03-22,10,7.38
2013-03-29,9,
2013-04-05,9,7.21
2013-04-12,10,7.39
2013-04-19,15,7.00
2013-04-26,10,7.11
2013-05-03,12,7.27
2013-05-10,8,7.49
2013-05-17,9,7.74
2013-05-24,9,7.54
2013-05-31,10,7.75
2013-06-07,9,7.68
2013-06-14,10,7.53
2013-06-21,10,7.66
2013-06-28,13,7.87
2013-07-05,15,8.50
2013-07-12,12,8.33
2013-07-19,14,8.38
2013-07-26,14,8.60
2013-08-02,12,8.71
2013-08-09,13,8.55
2013-08-16,12,8.56
2013-08-23,12,8.60
2013-08-30,12,8.24
2013-09-06,9,8.52
2013-09-13,13,8.52
2013-09-20,10,8.38
2013-09-27,7,8.23
2013-10-04,10,8.45
2013-10-11,10,8.48
2013-10-18,14,8.90
2013-10-25,12,8.93
2013-11-01,14,8.85
2013-11-08,9,9.02
2013-11-15,10,8.96
2013-11-22,15,9.14
2013-11-29,11,9.17
2013-12-06,10,9.24
2013-12-13,11,9.36
2013-12-20,12,9.56
2013-12-27,14,9.61
2014-01-03,10,9.60
2014-01-10,14,9.79
2014-01-17,17,9.63
2014-01-24,12,9.42
2014-01-31,12,9.07
2014-02-07,13,9.03
2014-02-14,7,9.12
2014-02-21,11,9.11
2014-02-28,13,9.53
2014-03-07,12,9.80
2014-03-14,13,9.57
2014-03-21,10,9.89
2014-03-28,16,9.86
2014-04-04,13,10.06
2014-04-11,13,9.41
2014-04-18,13,
2014-04-25,13,9.16
2014-05-02,10,
