Date,sell CAM,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,41.45
2004-02-13,0,44.15
2004-02-20,0,43.58
2004-02-27,0,44.22
2004-03-05,0,45.72
2004-03-12,0,45.63
2004-03-19,0,45.41
2004-03-26,0,43.90
2004-04-02,0,43.91
2004-04-09,0,
2004-04-16,0,47.24
2004-04-23,0,47.50
2004-04-30,0,48.35
2004-05-07,0,47.04
2004-05-14,0,45.85
2004-05-21,0,44.70
2004-05-28,0,46.37
2004-06-04,0,44.64
2004-06-11,0,
2004-06-18,0,48.17
2004-06-25,0,48.39
2004-07-02,0,48.74
2004-07-09,0,48.94
2004-07-16,0,51.65
2004-07-23,0,49.71
2004-07-30,0,51.09
2004-08-06,0,47.74
2004-08-13,0,47.70
2004-08-20,0,49.23
2004-08-27,0,50.83
2004-09-03,0,52.05
2004-09-10,0,52.63
2004-09-17,0,53.16
2004-09-24,0,53.99
2004-10-01,0,55.98
2004-10-08,0,54.62
2004-10-15,0,53.08
2004-10-22,0,52.14
2004-10-29,0,48.35
2004-11-05,0,49.49
2004-11-12,0,50.52
2004-11-19,0,50.65
2004-11-26,0,52.71
2004-12-03,0,50.50
2004-12-10,0,50.74
2004-12-17,0,53.25
2004-12-24,0,
2004-12-31,0,53.81
2005-01-07,0,51.53
2005-01-14,0,55.35
2005-01-21,0,55.66
2005-01-28,0,55.68
2005-02-04,0,58.49
2005-02-11,0,58.02
2005-02-18,0,56.47
2005-02-25,0,58.48
2005-03-04,0,59.50
2005-03-11,0,54.52
2005-03-18,0,54.85
2005-03-25,0,
2005-04-01,0,58.06
2005-04-08,0,56.99
2005-04-15,0,53.73
2005-04-22,0,55.92
2005-04-29,0,54.94
2005-05-06,0,57.82
2005-05-13,0,55.39
2005-05-20,0,58.11
2005-05-27,0,59.31
2005-06-03,0,60.03
2005-06-10,0,61.81
2005-06-17,0,63.11
2005-06-24,0,63.04
2005-07-01,0,62.50
2005-07-08,0,64.59
2005-07-15,0,63.37
2005-07-22,0,69.51
2005-07-29,0,70.98
2005-08-05,0,71.63
2005-08-12,0,72.34
2005-08-19,0,69.93
2005-08-26,0,69.29
2005-09-02,0,72.61
2005-09-09,0,73.39
2005-09-16,0,72.05
2005-09-23,0,71.63
2005-09-30,0,73.93
2005-10-07,0,69.95
2005-10-14,0,69.48
2005-10-21,0,66.78
2005-10-28,0,71.40
2005-11-04,0,73.83
2005-11-11,0,73.87
2005-11-18,0,78.39
2005-11-25,0,79.72
2005-12-02,0,82.81
2005-12-09,0,84.29
2005-12-16,0,41.29
2005-12-23,0,42.36
2005-12-30,0,41.40
2006-01-06,0,45.81
2006-01-13,0,47.36
2006-01-20,0,48.53
2006-01-27,0,48.89
2006-02-03,0,45.77
2006-02-10,0,43.49
2006-02-17,0,41.44
2006-02-24,0,42.05
2006-03-03,0,41.71
2006-03-10,0,39.01
2006-03-17,0,41.42
2006-03-24,0,43.26
2006-03-31,0,44.08
2006-04-07,0,46.61
2006-04-14,0,
2006-04-21,0,49.78
2006-04-28,0,50.24
2006-05-05,0,53.93
2006-05-12,0,51.92
2006-05-19,0,46.59
2006-05-26,0,46.66
2006-06-02,0,48.70
2006-06-09,0,45.40
2006-06-16,0,45.03
2006-06-23,0,44.84
2006-06-30,0,47.77
2006-07-07,0,45.73
2006-07-14,0,49.02
2006-07-21,0,43.69
2006-07-28,0,49.42
2006-08-04,0,49.75
2006-08-11,0,48.05
2006-08-18,0,48.83
2006-08-25,0,49.77
2006-09-01,0,48.94
2006-09-08,0,46.49
2006-09-15,0,44.60
2006-09-22,0,44.90
2006-09-29,0,48.31
2006-10-06,0,46.95
2006-10-13,0,48.71
2006-10-20,0,49.75
2006-10-27,0,50.93
2006-11-03,0,51.42
2006-11-10,0,53.66
2006-11-17,0,52.75
2006-11-24,0,53.12
2006-12-01,0,55.30
2006-12-08,0,55.59
2006-12-15,0,56.64
2006-12-22,0,53.65
2006-12-29,0,53.05
2007-01-05,0,49.86
2007-01-12,0,51.66
2007-01-19,0,51.44
2007-01-26,0,52.02
2007-02-02,0,53.25
2007-02-09,0,57.41
2007-02-16,0,57.34
2007-02-23,0,58.73
2007-03-02,0,55.83
2007-03-09,0,57.71
2007-03-16,0,58.53
2007-03-23,0,61.92
2007-03-30,0,62.79
2007-04-06,0,
2007-04-13,0,65.37
2007-04-20,0,65.08
2007-04-27,0,66.94
2007-05-04,0,67.92
2007-05-11,0,68.34
2007-05-18,0,70.79
2007-05-25,0,68.96
2007-06-01,0,70.65
2007-06-08,0,69.56
2007-06-15,0,73.37
2007-06-22,0,73.73
2007-06-29,0,71.47
2007-07-06,0,74.67
2007-07-13,0,77.73
2007-07-20,0,79.14
2007-07-27,0,76.91
2007-08-03,0,76.50
2007-08-10,0,78.67
2007-08-17,0,71.70
2007-08-24,0,78.26
2007-08-31,0,81.77
2007-09-07,0,85.27
2007-09-14,0,89.24
2007-09-21,0,93.54
2007-09-28,0,92.29
2007-10-05,0,96.08
2007-10-12,0,102.28
2007-10-19,0,98.13
2007-10-26,0,103.94
2007-11-02,0,98.60
2007-11-09,0,95.42
2007-11-16,0,89.33
2007-11-23,0,94.23
2007-11-30,0,93.23
2007-12-07,0,98.68
2007-12-14,0,95.71
2007-12-21,0,95.00
2007-12-28,0,98.33
2008-01-04,0,50.37
2008-01-11,0,48.73
2008-01-18,0,45.58
2008-01-25,0,43.99
2008-02-01,0,42.12
2008-02-08,0,39.39
2008-02-15,0,41.36
2008-02-22,0,43.34
2008-02-29,0,42.48
2008-03-07,0,39.26
2008-03-14,0,42.73
2008-03-21,0,
2008-03-28,0,41.83
2008-04-04,0,46.00
2008-04-11,0,45.71
2008-04-18,0,50.52
2008-04-25,0,49.75
2008-05-02,0,47.65
2008-05-09,0,51.76
2008-05-16,0,55.84
2008-05-23,0,52.48
2008-05-30,0,53.23
2008-06-06,0,55.25
2008-06-13,0,55.03
2008-06-20,0,54.56
2008-06-27,0,54.91
2008-07-04,0,
2008-07-11,0,51.37
2008-07-18,0,51.91
2008-07-25,0,47.98
2008-08-01,0,48.96
2008-08-08,0,45.66
2008-08-15,0,45.70
2008-08-22,0,47.61
2008-08-29,0,46.59
2008-09-05,0,43.67
2008-09-12,0,42.20
2008-09-19,0,44.85
2008-09-26,0,40.45
2008-10-03,0,31.23
2008-10-10,0,25.24
2008-10-17,0,23.80
2008-10-24,0,21.29
2008-10-31,0,24.26
2008-11-07,0,23.82
2008-11-14,0,20.62
2008-11-21,0,18.40
2008-11-28,0,21.10
2008-12-05,0,18.09
2008-12-12,0,20.84
2008-12-19,0,19.90
2008-12-26,0,19.53
2009-01-02,0,22.07
2009-01-09,0,23.14
2009-01-16,0,22.58
2009-01-23,0,22.83
2009-01-30,0,23.16
2009-02-06,0,23.26
2009-02-13,0,21.80
2009-02-20,0,19.32
2009-02-27,0,19.28
2009-03-06,0,18.36
2009-03-13,0,20.54
2009-03-20,0,22.59
2009-03-27,0,23.32
2009-04-03,0,23.52
2009-04-10,0,
2009-04-17,0,25.45
2009-04-24,0,26.59
2009-05-01,0,26.28
2009-05-08,0,30.50
2009-05-15,0,27.55
2009-05-22,0,29.53
2009-05-29,0,31.23
2009-06-05,85,30.27
2009-06-12,0,31.43
2009-06-19,0,28.18
2009-06-26,0,28.90
2009-07-03,0,
2009-07-10,0,26.42
2009-07-17,0,29.17
2009-07-24,0,31.85
2009-07-31,0,31.23
2009-08-07,0,34.19
2009-08-14,0,33.53
2009-08-21,0,36.66
2009-08-28,83,36.64
2009-09-04,0,35.98
2009-09-11,0,37.33
2009-09-18,0,38.77
2009-09-25,0,36.91
2009-10-02,0,35.92
2009-10-09,0,39.51
2009-10-16,0,41.59
2009-10-23,0,40.16
2009-10-30,0,36.97
2009-11-06,0,39.24
2009-11-13,0,40.06
2009-11-20,0,37.48
2009-11-27,0,37.24
2009-12-04,0,37.35
2009-12-11,0,37.95
2009-12-18,75,39.88
2009-12-25,76,
2010-01-01,77,
2010-01-08,79,44.86
2010-01-15,80,41.65
2010-01-22,81,39.08
2010-01-29,74,37.66
2010-02-05,74,37.31
2010-02-12,76,40.86
2010-02-19,77,41.94
2010-02-26,78,41.13
2010-03-05,80,44.43
2010-03-12,70,44.65
2010-03-19,70,41.81
2010-03-26,70,41.10
2010-04-02,70,
2010-04-09,71,45.23
2010-04-16,72,44.75
2010-04-23,73,47.31
2010-04-30,74,39.46
2010-05-07,62,35.58
2010-05-14,62,37.30
2010-05-21,62,35.84
2010-05-28,62,36.20
2010-06-04,63,33.23
2010-06-11,63,36.43
2010-06-18,63,37.97
2010-06-25,63,35.55
2010-07-02,0,32.53
2010-07-09,0,35.20
2010-07-16,0,34.75
2010-07-23,0,38.58
2010-07-30,0,39.59
2010-08-06,0,39.07
2010-08-13,71,37.94
2010-08-20,73,36.84
2010-08-27,74,37.97
2010-09-03,67,38.92
2010-09-10,67,40.22
2010-09-17,53,39.54
2010-09-24,53,42.07
2010-10-01,53,43.63
2010-10-08,53,43.49
2010-10-15,53,43.09
2010-10-22,54,42.92
2010-10-29,55,43.75
2010-11-05,55,46.13
2010-11-12,56,44.23
2010-11-19,56,48.69
2010-11-26,56,47.48
2010-12-03,51,51.36
2010-12-10,51,49.35
2010-12-17,51,49.54
2010-12-24,56,
2010-12-31,71,50.73
2011-01-07,85,48.68
2011-01-14,100,52.23
2011-01-21,61,50.28
2011-01-28,52,52.48
2011-02-04,45,57.01
2011-02-11,84,56.54
2011-02-18,55,59.18
2011-02-25,77,59.72
2011-03-04,77,61.98
2011-03-11,60,59.04
2011-03-18,60,59.10
2011-03-25,60,59.08
2011-04-01,60,56.64
2011-04-08,60,55.49
2011-04-15,69,53.35
2011-04-22,53,
2011-04-29,52,52.72
2011-05-06,50,48.07
2011-05-13,50,49.65
2011-05-20,46,48.16
2011-05-27,48,47.37
2011-06-03,51,46.27
2011-06-10,53,44.78
2011-06-17,59,46.11
2011-06-24,51,45.70
2011-07-01,51,50.43
2011-07-08,51,51.15
2011-07-15,50,50.61
2011-07-22,50,52.94
2011-07-29,50,55.94
2011-08-05,69,47.89
2011-08-12,58,47.93
2011-08-19,58,44.42
2011-08-26,43,48.76
2011-09-02,55,49.63
2011-09-09,54,48.28
2011-09-16,54,52.43
2011-09-23,49,43.74
2011-09-30,66,41.54
2011-10-07,43,45.46
2011-10-14,43,49.68
2011-10-21,53,49.75
2011-10-28,52,51.78
2011-11-04,44,50.97
2011-11-11,50,52.19
2011-11-18,57,49.32
2011-11-25,64,46.29
2011-12-02,39,52.87
2011-12-09,66,53.02
2011-12-16,47,47.55
2011-12-23,61,49.63
2011-12-30,69,49.19
2012-01-06,70,49.87
2012-01-13,63,51.23
2012-01-20,44,53.35
2012-01-27,51,53.45
2012-02-03,65,55.83
2012-02-10,47,56.50
2012-02-17,47,56.09
2012-02-24,54,56.85
2012-03-02,58,55.44
2012-03-09,62,54.26
2012-03-16,39,52.94
2012-03-23,36,51.78
2012-03-30,36,52.83
2012-04-06,37,
2012-04-13,60,50.81
2012-04-20,50,49.00
2012-04-27,50,51.28
2012-05-04,44,48.73
2012-05-11,35,48.56
2012-05-18,60,44.71
2012-05-25,61,47.94
2012-06-01,43,44.54
2012-06-08,46,45.97
2012-06-15,49,44.75
2012-06-22,53,41.11
2012-06-29,57,42.71
2012-07-06,61,42.82
2012-07-13,46,43.62
2012-07-20,50,45.66
2012-07-27,54,51.82
2012-08-03,43,52.09
2012-08-10,47,52.29
2012-08-17,40,53.92
2012-08-24,69,53.71
2012-08-31,42,54.71
2012-09-07,49,56.02
2012-09-14,54,58.99
2012-09-21,38,57.73
2012-09-28,60,56.07
2012-10-05,44,54.93
2012-10-12,39,53.22
2012-10-19,61,55.21
2012-10-26,49,51.24
2012-11-02,55,49.71
2012-11-09,45,50.97
2012-11-16,58,52.27
2012-11-23,38,54.47
2012-11-30,43,53.95
2012-12-07,46,55.09
2012-12-14,34,53.21
2012-12-21,67,56.28
2012-12-28,63,54.18
2013-01-04,37,58.52
2013-01-11,45,57.55
2013-01-18,59,58.90
2013-01-25,65,60.72
2013-02-01,41,65.46
2013-02-08,41,65.41
2013-02-15,59,64.58
2013-02-22,37,63.95
2013-03-01,49,62.85
2013-03-08,35,65.45
2013-03-15,51,66.66
2013-03-22,39,63.19
2013-03-29,65,
2013-04-05,55,61.46
2013-04-12,37,62.64
2013-04-19,54,59.19
2013-04-26,40,60.40
2013-05-03,55,63.21
2013-05-10,63,63.36
2013-05-17,48,64.47
2013-05-24,51,62.65
2013-05-31,46,60.87
2013-06-07,48,62.55
2013-06-14,52,62.10
2013-06-21,48,61.53
2013-06-28,46,61.16
2013-07-05,62,63.16
2013-07-12,64,64.70
2013-07-19,62,65.76
2013-07-26,67,57.18
2013-08-02,58,58.91
2013-08-09,59,57.51
2013-08-16,65,55.99
2013-08-23,52,56.84
2013-08-30,54,56.79
2013-09-06,33,58.40
2013-09-13,33,57.93
2013-09-20,48,60.21
2013-09-27,41,59.01
2013-10-04,56,61.52
2013-10-11,57,63.36
2013-10-18,60,65.11
2013-10-25,42,53.25
2013-11-01,57,54.64
2013-11-08,63,54.65
2013-11-15,51,55.96
2013-11-22,42,55.50
2013-11-29,45,55.39
2013-12-06,59,55.98
2013-12-13,53,56.09
2013-12-20,43,58.71
2013-12-27,50,59.50
2014-01-03,57,58.35
2014-01-10,69,59.47
2014-01-17,38,58.69
2014-01-24,40,57.97
2014-01-31,50,59.97
2014-02-07,31,58.65
2014-02-14,62,61.07
2014-02-21,47,61.83
2014-02-28,40,64.06
2014-03-07,40,63.00
2014-03-14,49,61.92
2014-03-21,52,62.85
2014-03-28,39,61.46
2014-04-04,72,63.97
2014-04-11,49,60.66
2014-04-18,62,
2014-04-25,69,64.60
2014-05-02,0,
