Date,SRCL,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,45.60
2004-02-13,0,47.93
2004-02-20,0,46.95
2004-02-27,0,46.24
2004-03-05,0,47.55
2004-03-12,0,47.07
2004-03-19,0,48.22
2004-03-26,0,46.85
2004-04-02,0,49.51
2004-04-09,0,
2004-04-16,0,49.67
2004-04-23,0,49.69
2004-04-30,0,47.76
2004-05-07,0,47.65
2004-05-14,0,47.09
2004-05-21,0,45.91
2004-05-28,0,46.03
2004-06-04,0,45.79
2004-06-11,0,
2004-06-18,0,50.60
2004-06-25,0,49.59
2004-07-02,0,50.26
2004-07-09,0,51.68
2004-07-16,0,52.60
2004-07-23,0,50.64
2004-07-30,0,49.00
2004-08-06,0,47.25
2004-08-13,0,46.32
2004-08-20,0,47.21
2004-08-27,0,46.16
2004-09-03,0,48.15
2004-09-10,0,46.29
2004-09-17,0,44.61
2004-09-24,0,45.60
2004-10-01,0,45.91
2004-10-08,0,45.21
2004-10-15,0,45.47
2004-10-22,0,45.00
2004-10-29,0,45.33
2004-11-05,0,44.86
2004-11-12,0,42.75
2004-11-19,0,42.92
2004-11-26,0,42.78
2004-12-03,0,44.04
2004-12-10,0,47.35
2004-12-17,0,45.91
2004-12-24,0,
2004-12-31,0,45.95
2005-01-07,0,48.50
2005-01-14,0,49.90
2005-01-21,0,48.67
2005-01-28,0,50.96
2005-02-04,0,50.95
2005-02-11,0,45.34
2005-02-18,0,45.60
2005-02-25,0,45.93
2005-03-04,0,46.02
2005-03-11,0,45.86
2005-03-18,0,45.40
2005-03-25,0,
2005-04-01,0,45.06
2005-04-08,0,44.15
2005-04-15,0,44.12
2005-04-22,0,44.18
2005-04-29,0,48.67
2005-05-06,0,48.30
2005-05-13,0,48.63
2005-05-20,0,49.33
2005-05-27,0,49.20
2005-06-03,0,51.59
2005-06-10,0,52.23
2005-06-17,0,52.48
2005-06-24,0,49.37
2005-07-01,0,50.74
2005-07-08,0,50.67
2005-07-15,0,54.61
2005-07-22,0,57.34
2005-07-29,0,58.12
2005-08-05,0,59.47
2005-08-12,0,59.06
2005-08-19,0,57.97
2005-08-26,0,56.99
2005-09-02,0,57.80
2005-09-09,0,58.52
2005-09-16,0,57.14
2005-09-23,0,55.92
2005-09-30,0,57.15
2005-10-07,0,55.27
2005-10-14,0,55.05
2005-10-21,0,54.52
2005-10-28,0,57.85
2005-11-04,0,58.42
2005-11-11,0,59.98
2005-11-18,0,61.49
2005-11-25,0,61.85
2005-12-02,0,61.50
2005-12-09,0,61.35
2005-12-16,0,60.66
2005-12-23,0,58.84
2005-12-30,0,58.88
2006-01-06,0,58.68
2006-01-13,0,57.70
2006-01-20,0,57.72
2006-01-27,0,58.66
2006-02-03,0,59.08
2006-02-10,0,58.40
2006-02-17,0,60.92
2006-02-24,0,60.46
2006-03-03,0,62.31
2006-03-10,0,65.24
2006-03-17,0,67.21
2006-03-24,0,65.93
2006-03-31,0,67.62
2006-04-07,0,67.38
2006-04-14,0,
2006-04-21,0,64.81
2006-04-28,0,65.84
2006-05-05,0,66.95
2006-05-12,0,61.49
2006-05-19,0,65.08
2006-05-26,0,64.88
2006-06-02,0,68.17
2006-06-09,0,66.69
2006-06-16,0,64.44
2006-06-23,0,63.88
2006-06-30,0,65.10
2006-07-07,0,67.52
2006-07-14,0,62.80
2006-07-21,0,62.42
2006-07-28,0,67.44
2006-08-04,0,66.68
2006-08-11,0,64.37
2006-08-18,0,67.18
2006-08-25,0,65.33
2006-09-01,0,66.56
2006-09-08,0,65.30
2006-09-15,0,67.75
2006-09-22,0,68.00
2006-09-29,0,69.79
2006-10-06,0,69.21
2006-10-13,0,67.88
2006-10-20,0,67.93
2006-10-27,0,70.46
2006-11-03,0,69.28
2006-11-10,0,70.44
2006-11-17,0,73.20
2006-11-24,0,72.51
2006-12-01,0,71.83
2006-12-08,0,72.76
2006-12-15,0,71.20
2006-12-22,0,72.90
2006-12-29,0,75.50
2007-01-05,0,73.83
2007-01-12,0,75.65
2007-01-19,0,74.54
2007-01-26,0,75.14
2007-02-02,0,77.56
2007-02-09,0,78.70
2007-02-16,0,78.99
2007-02-23,0,80.06
2007-03-02,0,77.29
2007-03-09,0,78.46
2007-03-16,0,78.10
2007-03-23,0,82.13
2007-03-30,0,81.50
2007-04-06,0,
2007-04-13,0,83.75
2007-04-20,0,84.94
2007-04-27,0,86.46
2007-05-04,0,86.78
2007-05-11,0,86.80
2007-05-18,0,88.02
2007-05-25,0,88.36
2007-06-01,0,45.25
2007-06-08,0,43.47
2007-06-15,0,43.11
2007-06-22,0,44.28
2007-06-29,0,44.46
2007-07-06,0,44.39
2007-07-13,0,44.44
2007-07-20,0,43.34
2007-07-27,0,51.46
2007-08-03,0,47.70
2007-08-10,0,49.04
2007-08-17,0,48.70
2007-08-24,0,49.89
2007-08-31,0,49.90
2007-09-07,0,49.38
2007-09-14,0,50.52
2007-09-21,0,53.10
2007-09-28,0,57.16
2007-10-05,0,55.88
2007-10-12,0,55.44
2007-10-19,0,52.04
2007-10-26,0,57.51
2007-11-02,0,57.12
2007-11-09,0,57.80
2007-11-16,0,57.65
2007-11-23,0,55.19
2007-11-30,0,58.85
2007-12-07,0,59.23
2007-12-14,0,59.26
2007-12-21,0,61.32
2007-12-28,0,60.00
2008-01-04,0,57.33
2008-01-11,0,58.13
2008-01-18,0,60.35
2008-01-25,0,55.99
2008-02-01,0,58.90
2008-02-08,0,55.84
2008-02-15,0,53.15
2008-02-22,0,54.42
2008-02-29,0,53.89
2008-03-07,0,54.00
2008-03-14,0,51.42
2008-03-21,0,
2008-03-28,0,51.48
2008-04-04,0,53.99
2008-04-11,0,53.83
2008-04-18,0,56.55
2008-04-25,0,55.67
2008-05-02,0,53.47
2008-05-09,81,51.81
2008-05-16,0,56.68
2008-05-23,0,57.47
2008-05-30,0,58.30
2008-06-06,0,57.06
2008-06-13,0,56.71
2008-06-20,0,53.70
2008-06-27,89,50.82
2008-07-04,0,
2008-07-11,0,53.65
2008-07-18,0,57.57
2008-07-25,0,60.94
2008-08-01,0,59.33
2008-08-08,0,59.05
2008-08-15,0,60.77
2008-08-22,0,61.12
2008-08-29,0,59.30
2008-09-05,0,57.37
2008-09-12,0,60.15
2008-09-19,0,63.86
2008-09-26,0,63.24
2008-10-03,0,56.52
2008-10-10,71,49.22
2008-10-17,0,55.27
2008-10-24,0,50.40
2008-10-31,0,58.43
2008-11-07,0,55.95
2008-11-14,0,58.01
2008-11-21,73,55.19
2008-11-28,0,57.30
2008-12-05,0,53.23
2008-12-12,0,52.80
2008-12-19,0,52.87
2008-12-26,0,51.16
2009-01-02,0,52.66
2009-01-09,0,50.30
2009-01-16,0,50.69
2009-01-23,0,48.65
2009-01-30,0,48.92
2009-02-06,0,47.98
2009-02-13,67,46.87
2009-02-20,0,48.35
2009-02-27,0,47.98
2009-03-06,0,47.74
2009-03-13,0,48.42
2009-03-20,0,47.16
2009-03-27,0,47.91
2009-04-03,0,51.15
2009-04-10,0,
2009-04-17,0,50.89
2009-04-24,0,48.40
2009-05-01,0,47.78
2009-05-08,0,46.76
2009-05-15,100,52.09
2009-05-22,0,50.17
2009-05-29,0,49.98
2009-06-05,0,50.08
2009-06-12,0,49.69
2009-06-19,0,51.20
2009-06-26,0,50.71
2009-07-03,0,
2009-07-10,0,48.98
2009-07-17,0,51.12
2009-07-24,0,51.58
2009-07-31,0,51.20
2009-08-07,0,51.09
2009-08-14,0,49.84
2009-08-21,0,51.50
2009-08-28,0,49.83
2009-09-04,0,49.62
2009-09-11,0,48.43
2009-09-18,0,48.03
2009-09-25,64,47.46
2009-10-02,85,47.73
2009-10-09,58,48.35
2009-10-16,58,52.24
2009-10-23,67,53.17
2009-10-30,61,52.37
2009-11-06,50,54.30
2009-11-13,50,54.39
2009-11-20,56,54.10
2009-11-27,62,54.13
2009-12-04,54,56.91
2009-12-11,57,57.24
2009-12-18,61,55.16
2009-12-25,62,
2010-01-01,63,
2010-01-08,64,55.34
2010-01-15,51,54.81
2010-01-22,51,54.80
2010-01-29,51,52.91
2010-02-05,51,52.00
2010-02-12,46,51.36
2010-02-19,59,54.30
2010-02-26,72,55.18
2010-03-05,74,55.35
2010-03-12,68,54.49
2010-03-19,100,55.61
2010-03-26,58,54.50
2010-04-02,58,
2010-04-09,62,54.58
2010-04-16,45,55.66
2010-04-23,63,57.00
2010-04-30,79,58.90
2010-05-07,46,55.53
2010-05-14,89,56.70
2010-05-21,0,57.54
2010-05-28,0,58.62
2010-06-04,0,58.25
2010-06-11,0,63.57
2010-06-18,0,65.44
2010-06-25,0,66.00
2010-07-02,0,64.52
2010-07-09,45,65.54
2010-07-16,47,64.57
2010-07-23,50,64.77
2010-07-30,52,63.00
2010-08-06,54,64.26
2010-08-13,47,64.76
2010-08-20,47,65.92
2010-08-27,47,66.04
2010-09-03,51,66.53
2010-09-10,55,69.00
2010-09-17,55,69.97
2010-09-24,55,69.86
2010-10-01,55,70.73
2010-10-08,51,71.65
2010-10-15,51,71.90
2010-10-22,62,72.21
2010-10-29,62,71.74
2010-11-05,46,72.39
2010-11-12,38,71.24
2010-11-19,38,72.50
2010-11-26,49,72.69
2010-12-03,59,77.12
2010-12-10,41,78.59
2010-12-17,42,78.91
2010-12-24,44,
2010-12-31,46,80.92
2011-01-07,48,77.74
2011-01-14,50,78.13
2011-01-21,64,79.20
2011-01-28,78,78.44
2011-02-04,43,83.63
2011-02-11,42,84.28
2011-02-18,69,87.38
2011-02-25,38,85.86
2011-03-04,38,85.90
2011-03-11,41,86.87
2011-03-18,43,85.23
2011-03-25,44,88.82
2011-04-01,62,91.03
2011-04-08,70,89.70
2011-04-15,38,91.93
2011-04-22,55,
2011-04-29,36,91.28
2011-05-06,38,90.30
2011-05-13,72,93.02
2011-05-20,61,91.61
2011-05-27,62,88.34
2011-06-03,52,85.69
2011-06-10,57,84.90
2011-06-17,41,86.41
2011-06-24,79,85.61
2011-07-01,82,91.22
2011-07-08,66,92.91
2011-07-15,35,90.91
2011-07-22,48,92.19
2011-07-29,61,82.12
2011-08-05,51,78.81
2011-08-12,44,79.91
2011-08-19,34,79.96
2011-08-26,49,84.34
2011-09-02,35,82.83
2011-09-09,59,80.18
2011-09-16,56,83.92
2011-09-23,40,80.35
2011-09-30,47,80.72
2011-10-07,55,80.56
2011-10-14,62,84.82
2011-10-21,61,84.04
2011-10-28,64,84.34
2011-11-04,75,81.09
2011-11-11,48,79.74
2011-11-18,77,77.87
2011-11-25,30,77.07
2011-12-02,32,79.67
2011-12-09,52,79.18
2011-12-16,30,76.51
2011-12-23,30,78.21
2011-12-30,36,77.92
2012-01-06,41,77.45
2012-01-13,53,84.06
2012-01-20,63,84.30
2012-01-27,55,83.50
2012-02-03,70,86.90
2012-02-10,71,84.53
2012-02-17,54,88.05
2012-02-24,51,89.23
2012-03-02,52,85.94
2012-03-09,50,87.75
2012-03-16,40,86.88
2012-03-23,43,84.66
2012-03-30,49,83.64
2012-04-06,28,
2012-04-13,45,86.10
2012-04-20,37,87.91
2012-04-27,32,87.64
2012-05-04,30,84.62
2012-05-11,27,83.24
2012-05-18,58,81.37
2012-05-25,54,86.31
2012-06-01,40,85.76
2012-06-08,29,87.54
2012-06-15,39,87.77
2012-06-22,37,88.47
2012-06-29,42,91.67
2012-07-06,35,92.47
2012-07-13,42,92.82
2012-07-20,42,93.34
2012-07-27,59,94.52
2012-08-03,41,91.84
2012-08-10,51,89.82
2012-08-17,60,91.47
2012-08-24,60,91.26
2012-08-31,57,91.52
2012-09-07,73,93.60
2012-09-14,43,93.17
2012-09-21,84,91.60
2012-09-28,63,90.48
2012-10-05,65,91.76
2012-10-12,52,89.99
2012-10-19,62,91.87
2012-10-26,51,94.57
2012-11-02,64,94.77
2012-11-09,55,92.41
2012-11-16,57,90.07
2012-11-23,29,92.16
2012-11-30,33,93.47
2012-12-07,30,94.26
2012-12-14,23,93.26
2012-12-21,43,91.66
2012-12-28,32,91.90
2013-01-04,45,95.24
2013-01-11,27,94.85
2013-01-18,61,95.00
2013-01-25,36,94.50
2013-02-01,35,95.19
2013-02-08,57,96.80
2013-02-15,62,97.12
2013-02-22,51,96.09
2013-03-01,26,95.54
2013-03-08,45,98.49
2013-03-15,64,102.04
2013-03-22,55,104.24
2013-03-29,51,
2013-04-05,37,104.13
2013-04-12,58,109.20
2013-04-19,41,107.67
2013-04-26,45,108.58
2013-05-03,48,109.03
2013-05-10,41,110.65
2013-05-17,43,113.01
2013-05-24,38,111.49
2013-05-31,24,109.76
2013-06-07,36,108.45
2013-06-14,41,106.41
2013-06-21,41,107.51
2013-06-28,36,110.43
2013-07-05,40,112.43
2013-07-12,41,117.31
2013-07-19,70,117.93
2013-07-26,42,116.77
2013-08-02,48,117.19
2013-08-09,28,117.00
2013-08-16,51,114.54
2013-08-23,32,115.92
2013-08-30,36,112.56
2013-09-06,25,112.48
2013-09-13,47,114.59
2013-09-20,43,116.40
2013-09-27,45,115.67
2013-10-04,61,115.83
2013-10-11,47,116.88
2013-10-18,53,118.69
2013-10-25,36,116.85
2013-11-01,43,116.68
2013-11-08,49,116.57
2013-11-15,40,119.12
2013-11-22,51,119.82
2013-11-29,51,117.48
2013-12-06,41,117.35
2013-12-13,52,114.58
2013-12-20,26,113.69
2013-12-27,31,115.57
2014-01-03,30,115.05
2014-01-10,56,115.42
2014-01-17,59,120.09
2014-01-24,62,116.36
2014-01-31,71,117.06
2014-02-07,58,116.33
2014-02-14,54,116.87
2014-02-21,48,114.65
2014-02-28,54,114.00
2014-03-07,49,117.70
2014-03-14,39,115.09
2014-03-21,54,114.37
2014-03-28,39,111.99
2014-04-04,43,112.58
2014-04-11,41,109.33
2014-04-18,37,
2014-04-25,46,113.96
2014-05-02,0,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
