Date,buy BBY,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,52.55
2004-02-13,0,53.65
2004-02-20,0,52.53
2004-02-27,0,53.25
2004-03-05,0,53.00
2004-03-12,0,49.30
2004-03-19,0,47.23
2004-03-26,0,48.19
2004-04-02,0,53.92
2004-04-09,0,
2004-04-16,0,53.00
2004-04-23,0,55.50
2004-04-30,0,54.25
2004-05-07,0,52.10
2004-05-14,0,51.20
2004-05-21,0,51.19
2004-05-28,0,52.76
2004-06-04,0,52.30
2004-06-11,0,
2004-06-18,0,51.52
2004-06-25,0,52.42
2004-07-02,0,49.25
2004-07-09,0,48.83
2004-07-16,0,47.57
2004-07-23,0,47.11
2004-07-30,0,48.16
2004-08-06,0,44.88
2004-08-13,0,44.61
2004-08-20,0,48.73
2004-08-27,0,48.43
2004-09-03,0,49.06
2004-09-10,0,50.45
2004-09-17,0,53.38
2004-09-24,0,53.66
2004-10-01,0,54.74
2004-10-08,0,54.26
2004-10-15,0,56.69
2004-10-22,0,56.90
2004-10-29,0,59.22
2004-11-05,0,61.39
2004-11-12,0,59.73
2004-11-19,0,60.35
2004-11-26,0,58.92
2004-12-03,0,56.84
2004-12-10,0,56.82
2004-12-17,0,56.55
2004-12-24,0,
2004-12-31,0,59.42
2005-01-07,0,55.16
2005-01-14,0,57.42
2005-01-21,0,55.80
2005-01-28,0,53.90
2005-02-04,0,55.90
2005-02-11,0,54.35
2005-02-18,0,53.84
2005-02-25,0,51.69
2005-03-04,0,53.20
2005-03-11,0,52.25
2005-03-18,0,51.44
2005-03-25,0,
2005-04-01,0,50.60
2005-04-08,0,50.43
2005-04-15,0,48.70
2005-04-22,0,48.68
2005-04-29,0,50.34
2005-05-06,0,51.53
2005-05-13,0,50.10
2005-05-20,0,54.36
2005-05-27,0,54.85
2005-06-03,0,56.84
2005-06-10,0,58.95
2005-06-17,0,68.34
2005-06-24,0,67.87
2005-07-01,0,68.78
2005-07-08,0,72.77
2005-07-15,0,75.89
2005-07-22,0,74.91
2005-07-29,0,76.60
2005-08-05,0,50.40
2005-08-12,0,49.61
2005-08-19,0,47.65
2005-08-26,0,46.01
2005-09-02,0,46.12
2005-09-09,0,48.79
2005-09-16,0,44.17
2005-09-23,0,42.92
2005-09-30,0,43.53
2005-10-07,0,42.59
2005-10-14,0,43.29
2005-10-21,0,44.00
2005-10-28,0,42.64
2005-11-04,0,48.58
2005-11-11,0,47.04
2005-11-18,0,45.91
2005-11-25,0,50.63
2005-12-02,0,48.85
2005-12-09,0,50.16
2005-12-16,0,44.96
2005-12-23,0,44.30
2005-12-30,0,43.48
2006-01-06,0,47.05
2006-01-13,0,47.86
2006-01-20,0,48.81
2006-01-27,0,49.99
2006-02-03,0,48.59
2006-02-10,0,52.55
2006-02-17,0,54.32
2006-02-24,0,54.04
2006-03-03,0,53.38
2006-03-10,0,53.40
2006-03-17,0,57.00
2006-03-24,0,54.38
2006-03-31,0,55.93
2006-04-07,0,58.12
2006-04-14,0,
2006-04-21,0,57.55
2006-04-28,0,56.66
2006-05-05,0,58.32
2006-05-12,0,52.60
2006-05-19,0,53.95
2006-05-26,0,51.86
2006-06-02,0,52.60
2006-06-09,0,50.39
2006-06-16,0,52.45
2006-06-23,0,52.67
2006-06-30,0,54.84
2006-07-07,0,52.28
2006-07-14,0,45.51
2006-07-21,0,43.97
2006-07-28,0,45.53
2006-08-04,0,48.35
2006-08-11,0,46.25
2006-08-18,0,49.02
2006-08-25,0,45.57
2006-09-01,0,47.33
2006-09-08,0,46.31
2006-09-15,0,53.83
2006-09-22,0,54.33
2006-09-29,0,53.56
2006-10-06,0,55.46
2006-10-13,0,57.67
2006-10-20,0,55.18
2006-10-27,0,54.14
2006-11-03,0,52.43
2006-11-10,0,52.31
2006-11-17,0,55.00
2006-11-24,0,55.08
2006-12-01,0,53.70
2006-12-08,0,53.13
2006-12-15,0,50.39
2006-12-22,0,49.93
2006-12-29,0,49.19
2007-01-05,0,50.00
2007-01-12,0,49.66
2007-01-19,0,49.40
2007-01-26,0,49.52
2007-02-02,0,51.19
2007-02-09,0,51.00
2007-02-16,0,50.00
2007-02-23,0,49.30
2007-03-02,0,46.35
2007-03-09,0,48.34
2007-03-16,0,47.85
2007-03-23,0,50.02
2007-03-30,0,48.72
2007-04-06,0,
2007-04-13,0,46.52
2007-04-20,0,48.73
2007-04-27,0,47.42
2007-05-04,0,46.21
2007-05-11,0,46.90
2007-05-18,0,47.87
2007-05-25,0,46.64
2007-06-01,0,49.08
2007-06-08,0,48.15
2007-06-15,0,47.77
2007-06-22,0,44.79
2007-06-29,0,46.67
2007-07-06,0,48.30
2007-07-13,0,47.35
2007-07-20,0,46.38
2007-07-27,0,44.21
2007-08-03,0,43.62
2007-08-10,0,45.09
2007-08-17,0,43.67
2007-08-24,0,44.04
2007-08-31,0,43.95
2007-09-07,0,42.85
2007-09-14,0,44.08
2007-09-21,0,46.76
2007-09-28,0,46.02
2007-10-05,0,49.15
2007-10-12,0,49.71
2007-10-19,0,46.96
2007-10-26,0,48.29
2007-11-02,0,47.24
2007-11-09,0,45.02
2007-11-16,0,46.84
2007-11-23,0,48.02
2007-11-30,0,51.05
2007-12-07,0,52.71
2007-12-14,0,50.34
2007-12-21,0,52.48
2007-12-28,0,52.29
2008-01-04,0,47.61
2008-01-11,0,44.20
2008-01-18,0,44.25
2008-01-25,0,45.28
2008-02-01,0,48.47
2008-02-08,0,46.70
2008-02-15,0,44.62
2008-02-22,0,44.22
2008-02-29,0,43.01
2008-03-07,0,39.87
2008-03-14,0,40.01
2008-03-21,0,
2008-03-28,0,40.56
2008-04-04,0,42.89
2008-04-11,0,41.18
2008-04-18,0,43.83
2008-04-25,0,45.09
2008-05-02,0,44.92
2008-05-09,0,41.93
2008-05-16,0,45.02
2008-05-23,0,43.30
2008-05-30,0,46.69
2008-06-06,0,44.38
2008-06-13,0,45.70
2008-06-20,0,42.07
2008-06-27,0,40.05
2008-07-04,0,
2008-07-11,0,37.61
2008-07-18,0,39.00
2008-07-25,0,38.29
2008-08-01,0,39.75
2008-08-08,0,42.78
2008-08-15,0,46.84
2008-08-22,0,45.14
2008-08-29,0,44.77
2008-09-05,0,44.92
2008-09-12,0,44.49
2008-09-19,0,41.49
2008-09-26,0,39.12
2008-10-03,0,33.68
2008-10-10,0,25.75
2008-10-17,0,24.75
2008-10-24,0,22.51
2008-10-31,0,26.88
2008-11-07,0,25.59
2008-11-14,0,22.06
2008-11-21,0,17.63
2008-11-28,0,20.71
2008-12-05,0,23.05
2008-12-12,0,24.42
2008-12-19,0,28.10
2008-12-26,0,26.70
2009-01-02,0,29.02
2009-01-09,0,28.08
2009-01-16,68,29.34
2009-01-23,0,27.65
2009-01-30,0,28.02
2009-02-06,0,29.84
2009-02-13,0,30.35
2009-02-20,0,27.90
2009-02-27,0,28.82
2009-03-06,0,24.71
2009-03-13,0,29.69
2009-03-20,0,32.30
2009-03-27,0,38.04
2009-04-03,0,40.26
2009-04-10,0,
2009-04-17,0,39.51
2009-04-24,0,39.27
2009-05-01,0,37.20
2009-05-08,0,37.93
2009-05-15,0,35.41
2009-05-22,0,35.18
2009-05-29,0,35.10
2009-06-05,0,37.44
2009-06-12,0,38.55
2009-06-19,0,34.38
2009-06-26,0,33.58
2009-07-03,0,
2009-07-10,0,32.77
2009-07-17,0,36.18
2009-07-24,0,36.55
2009-07-31,0,37.37
2009-08-07,0,39.75
2009-08-14,0,36.44
2009-08-21,0,37.49
2009-08-28,0,37.54
2009-09-04,0,39.41
2009-09-11,0,39.76
2009-09-18,0,37.90
2009-09-25,0,37.30
2009-10-02,0,36.41
2009-10-09,0,38.44
2009-10-16,0,40.73
2009-10-23,0,39.17
2009-10-30,0,38.18
2009-11-06,0,40.24
2009-11-13,49,41.88
2009-11-20,0,43.30
2009-11-27,0,42.83
2009-12-04,0,43.79
2009-12-11,0,44.34
2009-12-18,0,39.50
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,39.91
2010-01-15,0,38.93
2010-01-22,0,37.15
2010-01-29,0,36.65
2010-02-05,0,35.82
2010-02-12,0,35.76
2010-02-19,0,36.34
2010-02-26,0,36.50
2010-03-05,0,38.64
2010-03-12,0,40.12
2010-03-19,0,40.99
2010-03-26,0,43.16
2010-04-02,0,
2010-04-09,0,44.89
2010-04-16,44,45.39
2010-04-23,0,48.58
2010-04-30,0,45.52
2010-05-07,0,41.03
2010-05-14,0,43.07
2010-05-21,0,41.80
2010-05-28,0,42.25
2010-06-04,0,38.88
2010-06-11,0,41.20
2010-06-18,0,37.83
2010-06-25,0,35.16
2010-07-02,0,33.86
2010-07-09,0,34.37
2010-07-16,0,34.33
2010-07-23,0,35.79
2010-07-30,0,34.66
2010-08-06,48,34.91
2010-08-13,0,33.14
2010-08-20,0,32.50
2010-08-27,0,31.86
2010-09-03,0,34.37
2010-09-10,0,33.88
2010-09-17,0,37.15
2010-09-24,39,39.60
2010-10-01,38,40.76
2010-10-08,37,41.09
2010-10-15,37,42.15
2010-10-22,37,42.74
2010-10-29,37,42.98
2010-11-05,37,44.75
2010-11-12,48,43.59
2010-11-19,44,43.54
2010-11-26,44,44.75
2010-12-03,44,42.83
2010-12-10,44,41.80
2010-12-17,47,34.27
2010-12-24,37,
2010-12-31,37,34.29
2011-01-07,37,35.37
2011-01-14,37,35.62
2011-01-21,38,35.11
2011-01-28,41,34.11
2011-02-04,44,35.24
2011-02-11,47,33.60
2011-02-18,50,33.04
2011-02-25,33,32.37
2011-03-04,33,32.69
2011-03-11,33,31.52
2011-03-18,40,31.53
2011-03-25,46,29.22
2011-04-01,43,28.64
2011-04-08,40,29.70
2011-04-15,40,28.85
2011-04-22,40,
2011-04-29,40,31.22
2011-05-06,40,31.00
2011-05-13,33,32.31
2011-05-20,33,31.33
2011-05-27,38,31.59
2011-06-03,43,30.63
2011-06-10,48,28.43
2011-06-17,53,31.01
2011-06-24,40,32.48
2011-07-01,50,32.00
2011-07-08,37,31.82
2011-07-15,37,29.61
2011-07-22,36,29.56
2011-07-29,37,27.60
2011-08-05,41,25.52
2011-08-12,46,23.68
2011-08-19,48,24.06
2011-08-26,50,24.79
2011-09-02,52,24.10
2011-09-09,36,24.50
2011-09-16,36,25.43
2011-09-23,33,24.18
2011-09-30,33,23.30
2011-10-07,39,24.77
2011-10-14,48,25.66
2011-10-21,43,26.08
2011-10-28,43,26.50
2011-11-04,43,27.31
2011-11-11,43,28.09
2011-11-18,43,27.06
2011-11-25,52,25.63
2011-12-02,42,27.60
2011-12-09,42,28.11
2011-12-16,37,23.19
2011-12-23,45,23.28
2011-12-30,28,23.37
2012-01-06,28,24.22
2012-01-13,32,24.29
2012-01-20,32,25.00
2012-01-27,42,25.44
2012-02-03,34,23.86
2012-02-10,45,25.08
2012-02-17,29,25.71
2012-02-24,29,24.99
2012-03-02,29,24.31
2012-03-09,35,24.77
2012-03-16,41,25.52
2012-03-23,34,27.51
2012-03-30,73,23.68
2012-04-06,43,
2012-04-13,78,22.04
2012-04-20,41,21.47
2012-04-27,33,22.33
2012-05-04,34,20.82
2012-05-11,36,19.28
2012-05-18,31,18.02
2012-05-25,34,19.17
2012-06-01,38,18.30
2012-06-08,41,19.98
2012-06-15,33,20.03
2012-06-22,36,19.19
2012-06-29,38,20.96
2012-07-06,37,21.59
2012-07-13,44,19.00
2012-07-20,31,18.23
2012-07-27,31,17.76
2012-08-03,31,17.64
2012-08-10,31,19.21
2012-08-17,35,20.27
2012-08-24,55,17.31
2012-08-31,30,17.74
2012-09-07,25,18.23
2012-09-14,25,18.58
2012-09-21,25,17.81
2012-09-28,32,17.20
2012-10-05,32,18.03
2012-10-12,24,17.66
2012-10-19,28,17.25
2012-10-26,26,14.96
2012-11-02,23,14.69
2012-11-09,33,15.30
2012-11-16,58,13.75
2012-11-23,60,11.70
2012-11-30,36,13.11
2012-12-07,38,11.99
2012-12-14,54,12.05
2012-12-21,44,11.67
2012-12-28,46,11.29
2013-01-04,32,12.11
2013-01-11,50,14.21
2013-01-18,48,14.88
2013-01-25,48,15.78
2013-02-01,34,16.11
2013-02-08,47,15.29
2013-02-15,39,16.87
2013-02-22,39,17.02
2013-03-01,60,17.16
2013-03-08,27,20.17
2013-03-15,35,21.45
2013-03-22,26,22.78
2013-03-29,56,
2013-04-05,46,25.45
2013-04-12,27,24.09
2013-04-19,40,23.25
2013-04-26,25,23.50
2013-05-03,38,26.52
2013-05-10,27,25.37
2013-05-17,25,26.90
2013-05-24,25,26.03
2013-05-31,0,27.55
2013-06-07,0,27.36
2013-06-14,0,26.87
2013-06-21,0,26.77
2013-06-28,0,27.33
2013-07-05,0,29.73
2013-07-12,0,29.73
2013-07-19,0,28.97
2013-07-26,21,29.65
2013-08-02,42,31.30
2013-08-09,27,30.63
2013-08-16,25,30.37
2013-08-23,48,35.08
2013-08-30,25,36.00
2013-09-06,36,37.02
2013-09-13,49,38.28
2013-09-20,22,38.30
2013-09-27,24,37.98
2013-10-04,31,38.15
2013-10-11,28,39.26
2013-10-18,28,42.97
2013-10-25,31,42.77
2013-11-01,33,42.93
2013-11-08,32,42.41
2013-11-15,21,43.69
2013-11-22,46,39.37
2013-11-29,46,40.55
2013-12-06,41,41.05
2013-12-13,32,40.51
2013-12-20,37,39.66
2013-12-27,35,40.17
2014-01-03,35,40.68
2014-01-10,22,37.81
2014-01-17,100,24.43
2014-01-24,40,25.02
2014-01-31,47,23.54
2014-02-07,38,24.55
2014-02-14,38,24.78
2014-02-21,27,24.64
2014-02-28,50,26.63
2014-03-07,33,25.80
2014-03-14,22,25.70
2014-03-21,23,26.96
2014-03-28,18,26.07
2014-04-04,24,27.70
2014-04-11,31,25.51
2014-04-18,25,
2014-04-25,39,24.38
2014-05-02,0,
