Date,sell PH,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,56.61
2004-02-13,0,57.70
2004-02-20,0,56.76
2004-02-27,0,56.17
2004-03-05,0,58.55
2004-03-12,0,56.09
2004-03-19,0,56.75
2004-03-26,0,55.35
2004-04-02,0,58.26
2004-04-09,0,
2004-04-16,0,58.72
2004-04-23,0,57.83
2004-04-30,0,55.29
2004-05-07,0,54.18
2004-05-14,0,54.64
2004-05-21,0,54.13
2004-05-28,0,55.56
2004-06-04,0,57.09
2004-06-11,0,
2004-06-18,0,57.60
2004-06-25,0,58.60
2004-07-02,0,56.58
2004-07-09,0,57.13
2004-07-16,0,57.31
2004-07-23,0,55.90
2004-07-30,0,57.38
2004-08-06,0,53.57
2004-08-13,0,53.62
2004-08-20,0,54.60
2004-08-27,0,55.06
2004-09-03,0,55.40
2004-09-10,0,57.59
2004-09-17,0,58.42
2004-09-24,0,57.66
2004-10-01,0,59.59
2004-10-08,0,61.90
2004-10-15,0,62.33
2004-10-22,0,67.80
2004-10-29,0,70.63
2004-11-05,0,74.77
2004-11-12,0,73.68
2004-11-19,0,73.57
2004-11-26,0,75.74
2004-12-03,0,76.07
2004-12-10,0,75.25
2004-12-17,0,75.75
2004-12-24,0,
2004-12-31,0,75.74
2005-01-07,0,71.41
2005-01-14,0,73.43
2005-01-21,0,64.20
2005-01-28,0,63.88
2005-02-04,0,66.64
2005-02-11,0,66.77
2005-02-18,0,65.52
2005-02-25,0,65.55
2005-03-04,0,69.28
2005-03-11,0,68.04
2005-03-18,0,68.12
2005-03-25,0,
2005-04-01,0,60.56
2005-04-08,0,59.69
2005-04-15,0,57.12
2005-04-22,0,60.88
2005-04-29,0,59.94
2005-05-06,0,59.75
2005-05-13,0,57.97
2005-05-20,0,60.67
2005-05-27,0,60.92
2005-06-03,0,60.49
2005-06-10,0,60.79
2005-06-17,0,61.94
2005-06-24,0,60.75
2005-07-01,0,62.49
2005-07-08,0,62.77
2005-07-15,0,63.19
2005-07-22,0,67.16
2005-07-29,0,65.72
2005-08-05,0,65.60
2005-08-12,0,65.62
2005-08-19,0,64.75
2005-08-26,0,64.00
2005-09-02,0,64.45
2005-09-09,0,68.07
2005-09-16,0,66.75
2005-09-23,0,64.35
2005-09-30,0,64.31
2005-10-07,0,62.69
2005-10-14,0,63.10
2005-10-21,0,61.11
2005-10-28,0,62.27
2005-11-04,0,63.90
2005-11-11,0,66.91
2005-11-18,0,67.63
2005-11-25,0,68.75
2005-12-02,0,69.88
2005-12-09,0,68.19
2005-12-16,0,68.70
2005-12-23,0,67.79
2005-12-30,0,65.96
2006-01-06,0,71.69
2006-01-13,0,71.92
2006-01-20,0,72.50
2006-01-27,0,76.01
2006-02-03,0,76.33
2006-02-10,0,77.34
2006-02-17,0,79.92
2006-02-24,0,79.41
2006-03-03,0,80.52
2006-03-10,0,79.00
2006-03-17,0,82.72
2006-03-24,0,80.64
2006-03-31,0,80.61
2006-04-07,0,78.40
2006-04-14,0,
2006-04-21,0,84.52
2006-04-28,0,81.05
2006-05-05,0,86.01
2006-05-12,0,82.20
2006-05-19,0,78.80
2006-05-26,0,78.49
2006-06-02,0,78.85
2006-06-09,0,74.76
2006-06-16,0,74.43
2006-06-23,0,75.11
2006-06-30,0,77.60
2006-07-07,0,76.98
2006-07-14,0,72.48
2006-07-21,0,69.75
2006-07-28,0,71.58
2006-08-04,0,74.50
2006-08-11,0,70.96
2006-08-18,0,74.74
2006-08-25,0,74.16
2006-09-01,0,75.44
2006-09-08,0,74.91
2006-09-15,0,76.00
2006-09-22,0,76.43
2006-09-29,0,77.73
2006-10-06,0,79.84
2006-10-13,0,82.49
2006-10-20,0,81.36
2006-10-27,0,82.53
2006-11-03,0,81.09
2006-11-10,0,84.09
2006-11-17,0,83.89
2006-11-24,0,84.51
2006-12-01,0,82.03
2006-12-08,0,83.86
2006-12-15,0,79.00
2006-12-22,0,76.98
2006-12-29,0,76.88
2007-01-05,0,76.38
2007-01-12,0,78.10
2007-01-19,0,81.85
2007-01-26,0,81.62
2007-02-02,0,85.26
2007-02-09,0,83.32
2007-02-16,0,85.56
2007-02-23,0,87.78
2007-03-02,0,82.52
2007-03-09,0,84.07
2007-03-16,100,82.41
2007-03-23,0,86.85
2007-03-30,0,86.31
2007-04-06,0,
2007-04-13,0,87.84
2007-04-20,0,90.06
2007-04-27,0,92.45
2007-05-04,0,94.92
2007-05-11,0,95.65
2007-05-18,0,96.82
2007-05-25,0,98.52
2007-06-01,0,102.59
2007-06-08,0,97.26
2007-06-15,0,100.06
2007-06-22,71,99.21
2007-06-29,0,97.91
2007-07-06,0,99.67
2007-07-13,0,104.70
2007-07-20,0,102.95
2007-07-27,0,98.63
2007-08-03,0,99.50
2007-08-10,0,95.57
2007-08-17,0,95.25
2007-08-24,0,105.16
2007-08-31,0,107.47
2007-09-07,0,105.30
2007-09-14,0,107.19
2007-09-21,0,113.96
2007-09-28,0,111.83
2007-10-05,0,73.54
2007-10-12,0,77.06
2007-10-19,0,74.47
2007-10-26,0,78.53
2007-11-02,0,78.99
2007-11-09,0,82.91
2007-11-16,0,78.37
2007-11-23,0,76.48
2007-11-30,0,79.43
2007-12-07,0,81.55
2007-12-14,0,76.68
2007-12-21,0,75.55
2007-12-28,0,76.16
2008-01-04,0,70.22
2008-01-11,0,64.47
2008-01-18,0,61.76
2008-01-25,0,64.03
2008-02-01,77,68.89
2008-02-08,69,64.96
2008-02-15,69,65.87
2008-02-22,69,64.91
2008-02-29,69,64.63
2008-03-07,0,62.39
2008-03-14,0,62.88
2008-03-21,0,
2008-03-28,0,67.56
2008-04-04,0,73.71
2008-04-11,45,71.72
2008-04-18,0,76.32
2008-04-25,0,79.45
2008-05-02,0,81.98
2008-05-09,0,83.59
2008-05-16,0,85.00
2008-05-23,45,80.57
2008-05-30,49,84.67
2008-06-06,53,78.17
2008-06-13,0,78.67
2008-06-20,0,75.99
2008-06-27,0,70.94
2008-07-04,0,
2008-07-11,0,68.96
2008-07-18,51,66.88
2008-07-25,46,67.19
2008-08-01,46,60.56
2008-08-08,0,63.03
2008-08-15,0,65.24
2008-08-22,0,63.02
2008-08-29,0,64.07
2008-09-05,0,60.37
2008-09-12,0,61.25
2008-09-19,0,59.32
2008-09-26,0,53.24
2008-10-03,41,47.34
2008-10-10,44,40.18
2008-10-17,48,41.54
2008-10-24,0,36.92
2008-10-31,0,38.77
2008-11-07,0,36.95
2008-11-14,0,35.95
2008-11-21,0,34.44
2008-11-28,0,41.08
2008-12-05,0,38.17
2008-12-12,0,37.03
2008-12-19,0,37.72
2008-12-26,0,39.80
2009-01-02,0,45.16
2009-01-09,0,42.27
2009-01-16,0,39.77
2009-01-23,46,39.08
2009-01-30,46,38.21
2009-02-06,46,41.87
2009-02-13,35,40.69
2009-02-20,35,37.47
2009-02-27,0,33.37
2009-03-06,0,28.63
2009-03-13,0,30.77
2009-03-20,0,31.41
2009-03-27,0,35.38
2009-04-03,52,38.55
2009-04-10,35,
2009-04-17,35,40.07
2009-04-24,34,43.90
2009-05-01,34,46.18
2009-05-08,34,47.16
2009-05-15,36,43.66
2009-05-22,38,42.53
2009-05-29,40,42.26
2009-06-05,33,47.79
2009-06-12,33,46.19
2009-06-19,33,42.50
2009-06-26,33,42.74
2009-07-03,33,
2009-07-10,0,40.68
2009-07-17,0,44.47
2009-07-24,0,47.93
2009-07-31,0,44.28
2009-08-07,0,48.75
2009-08-14,0,48.87
2009-08-21,0,49.49
2009-08-28,0,49.36
2009-09-04,0,48.32
2009-09-11,34,50.20
2009-09-18,36,55.18
2009-09-25,37,52.20
2009-10-02,30,49.50
2009-10-09,30,52.87
2009-10-16,36,53.27
2009-10-23,35,56.86
2009-10-30,28,52.96
2009-11-06,28,56.14
2009-11-13,28,55.00
2009-11-20,28,53.98
2009-11-27,28,53.57
2009-12-04,28,55.31
2009-12-11,28,54.00
2009-12-18,28,53.99
2009-12-25,28,
2010-01-01,28,
2010-01-08,28,56.22
2010-01-15,0,58.56
2010-01-22,0,57.62
2010-01-29,0,55.91
2010-02-05,0,54.97
2010-02-12,0,56.08
2010-02-19,0,59.00
2010-02-26,0,60.31
2010-03-05,42,62.93
2010-03-12,31,63.61
2010-03-19,32,65.11
2010-03-26,34,64.61
2010-04-02,0,
2010-04-09,0,68.48
2010-04-16,0,69.07
2010-04-23,0,70.99
2010-04-30,0,69.18
2010-05-07,0,62.25
2010-05-14,0,66.46
2010-05-21,0,60.57
2010-05-28,51,61.46
2010-06-04,38,58.52
2010-06-11,38,61.06
2010-06-18,38,60.86
2010-06-25,38,58.21
2010-07-02,38,55.02
2010-07-09,31,57.32
2010-07-16,31,56.26
2010-07-23,31,62.19
2010-07-30,28,62.12
2010-08-06,25,65.48
2010-08-13,27,63.52
2010-08-20,28,63.23
2010-08-27,29,60.69
2010-09-03,30,64.97
2010-09-10,31,65.05
2010-09-17,25,68.53
2010-09-24,25,69.88
2010-10-01,22,70.41
2010-10-08,22,71.18
2010-10-15,22,71.03
2010-10-22,22,76.31
2010-10-29,25,76.55
2010-11-05,28,81.68
2010-11-12,31,79.39
2010-11-19,35,81.18
2010-11-26,0,81.46
2010-12-03,0,84.22
2010-12-10,0,86.14
2010-12-17,0,84.82
2010-12-24,0,
2010-12-31,0,86.30
2011-01-07,21,86.05
2011-01-14,39,89.65
2011-01-21,36,86.00
2011-01-28,24,87.19
2011-02-04,29,91.01
2011-02-11,0,93.56
2011-02-18,0,91.88
2011-02-25,0,88.55
2011-03-04,0,87.33
2011-03-11,0,85.39
2011-03-18,0,88.71
2011-03-25,0,92.96
2011-04-01,0,95.91
2011-04-08,24,95.31
2011-04-15,0,93.59
2011-04-22,0,
2011-04-29,0,94.32
2011-05-06,0,88.90
2011-05-13,0,87.50
2011-05-20,21,86.44
2011-05-27,31,89.38
2011-06-03,40,86.29
2011-06-10,19,85.83
2011-06-17,25,85.32
2011-06-24,23,85.04
2011-07-01,20,91.58
2011-07-08,20,89.27
2011-07-15,20,87.46
2011-07-22,21,87.45
2011-07-29,21,79.02
2011-08-05,0,67.60
2011-08-12,0,69.58
2011-08-19,0,64.03
2011-08-26,0,67.70
2011-09-02,0,69.41
2011-09-09,18,66.38
2011-09-16,21,70.07
2011-09-23,22,62.32
2011-09-30,23,63.13
2011-10-07,24,66.01
2011-10-14,25,73.61
2011-10-21,19,77.85
2011-10-28,19,83.89
2011-11-04,29,84.55
2011-11-11,20,84.22
2011-11-18,22,81.09
2011-11-25,18,74.98
2011-12-02,18,82.11
2011-12-09,30,81.02
2011-12-16,20,75.02
2011-12-23,0,77.42
2011-12-30,0,76.25
2012-01-06,0,77.64
2012-01-13,0,82.44
2012-01-20,0,81.52
2012-01-27,0,81.50
2012-02-03,17,85.72
2012-02-10,15,87.51
2012-02-17,16,88.57
2012-02-24,16,89.63
2012-03-02,17,88.54
2012-03-09,20,88.22
2012-03-16,21,90.15
2012-03-23,20,85.63
2012-03-30,20,84.55
2012-04-06,19,
2012-04-13,19,82.03
2012-04-20,17,82.79
2012-04-27,17,88.99
2012-05-04,16,85.14
2012-05-11,21,86.85
2012-05-18,20,80.61
2012-05-25,20,84.36
2012-06-01,20,77.87
2012-06-08,20,81.27
2012-06-15,0,78.73
2012-06-22,0,76.68
2012-06-29,0,76.88
2012-07-06,0,75.74
2012-07-13,0,73.90
2012-07-20,0,76.96
2012-07-27,0,81.40
2012-08-03,17,79.97
2012-08-10,17,83.47
2012-08-17,17,83.83
2012-08-24,15,81.58
2012-08-31,15,79.98
2012-09-07,16,83.69
2012-09-14,17,86.38
2012-09-21,19,85.50
2012-09-28,20,83.58
2012-10-05,21,84.41
2012-10-12,22,79.40
2012-10-19,14,78.50
2012-10-26,19,77.58
2012-11-02,18,79.43
2012-11-09,18,79.09
2012-11-16,19,80.01
2012-11-23,21,81.43
2012-11-30,22,82.15
2012-12-07,13,83.81
2012-12-14,13,83.49
2012-12-21,15,85.15
2012-12-28,15,83.86
2013-01-04,16,88.82
2013-01-11,20,89.04
2013-01-18,14,93.70
2013-01-25,14,94.37
2013-02-01,13,93.85
2013-02-08,13,94.32
2013-02-15,13,96.04
2013-02-22,13,94.54
2013-03-01,18,94.45
2013-03-08,13,97.95
2013-03-15,13,96.72
2013-03-22,13,92.08
2013-03-29,16,
2013-04-05,12,89.38
2013-04-12,14,89.04
2013-04-19,15,85.55
2013-04-26,17,88.74
2013-05-03,12,91.38
2013-05-10,13,94.05
2013-05-17,14,100.01
2013-05-24,15,98.29
2013-05-31,16,99.76
2013-06-07,12,98.34
2013-06-14,12,97.41
2013-06-21,12,94.85
2013-06-28,12,95.40
2013-07-05,13,97.62
2013-07-12,13,99.16
2013-07-19,13,103.11
2013-07-26,19,102.12
2013-08-02,15,105.24
2013-08-09,15,104.14
2013-08-16,14,103.40
2013-08-23,14,103.09
2013-08-30,14,99.95
2013-09-06,12,103.22
2013-09-13,12,104.36
2013-09-20,12,107.54
2013-09-27,12,108.95
2013-10-04,12,107.58
2013-10-11,13,107.78
2013-10-18,13,112.41
2013-10-25,11,116.42
2013-11-01,12,115.99
2013-11-08,12,116.13
2013-11-15,13,117.61
2013-11-22,14,118.62
2013-11-29,15,117.84
2013-12-06,15,121.10
2013-12-13,14,118.97
2013-12-20,16,126.21
2013-12-27,19,128.11
2014-01-03,13,127.25
2014-01-10,17,127.20
2014-01-17,20,127.43
2014-01-24,15,114.63
2014-01-31,12,113.37
2014-02-07,19,118.67
2014-02-14,15,117.85
2014-02-21,15,117.77
2014-02-28,15,120.55
2014-03-07,11,124.38
2014-03-14,13,116.19
2014-03-21,20,119.38
2014-03-28,15,119.24
2014-04-04,12,121.80
2014-04-11,10,119.14
2014-04-18,17,
2014-04-25,11,122.40
2014-05-02,0,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
