Date,buy CL,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,54.80
2004-02-13,0,55.03
2004-02-20,0,56.05
2004-02-27,0,55.45
2004-03-05,0,56.35
2004-03-12,0,54.92
2004-03-19,0,54.75
2004-03-26,0,54.72
2004-04-02,0,55.62
2004-04-09,0,
2004-04-16,0,55.75
2004-04-23,0,56.64
2004-04-30,0,57.88
2004-05-07,0,57.63
2004-05-14,0,55.75
2004-05-21,0,57.23
2004-05-28,0,57.20
2004-06-04,0,56.92
2004-06-11,0,
2004-06-18,0,58.38
2004-06-25,0,57.35
2004-07-02,0,58.38
2004-07-09,0,57.76
2004-07-16,0,56.32
2004-07-23,0,52.64
2004-07-30,0,53.20
2004-08-06,0,51.75
2004-08-13,0,51.73
2004-08-20,0,52.66
2004-08-27,0,53.95
2004-09-03,0,54.85
2004-09-10,0,54.40
2004-09-17,0,54.33
2004-09-24,0,45.15
2004-10-01,0,45.12
2004-10-08,0,44.15
2004-10-15,0,43.93
2004-10-22,0,45.70
2004-10-29,0,44.62
2004-11-05,0,46.91
2004-11-12,0,47.62
2004-11-19,0,46.22
2004-11-26,0,45.90
2004-12-03,0,46.90
2004-12-10,0,50.46
2004-12-17,0,49.92
2004-12-24,0,
2004-12-31,0,51.16
2005-01-07,0,50.08
2005-01-14,0,50.08
2005-01-21,0,49.80
2005-01-28,0,51.66
2005-02-04,0,54.83
2005-02-11,0,54.65
2005-02-18,0,53.20
2005-02-25,0,52.60
2005-03-04,0,52.84
2005-03-11,0,52.34
2005-03-18,0,52.14
2005-03-25,0,
2005-04-01,0,51.52
2005-04-08,0,53.54
2005-04-15,0,52.82
2005-04-22,0,51.38
2005-04-29,0,49.79
2005-05-06,0,49.17
2005-05-13,0,48.60
2005-05-20,0,51.12
2005-05-27,0,50.06
2005-06-03,0,49.09
2005-06-10,0,49.76
2005-06-17,0,49.33
2005-06-24,0,50.60
2005-07-01,0,50.05
2005-07-08,0,50.46
2005-07-15,0,51.55
2005-07-22,0,51.98
2005-07-29,0,52.94
2005-08-05,0,52.62
2005-08-12,0,52.80
2005-08-19,0,52.12
2005-08-26,0,52.17
2005-09-02,0,52.49
2005-09-09,0,53.34
2005-09-16,0,53.62
2005-09-23,0,52.08
2005-09-30,0,52.79
2005-10-07,0,52.64
2005-10-14,0,52.40
2005-10-21,0,52.03
2005-10-28,0,53.14
2005-11-04,0,51.85
2005-11-11,0,53.63
2005-11-18,0,53.86
2005-11-25,0,54.05
2005-12-02,0,54.96
2005-12-09,0,55.04
2005-12-16,0,55.94
2005-12-23,0,55.50
2005-12-30,0,54.85
2006-01-06,0,54.82
2006-01-13,0,54.75
2006-01-20,0,53.70
2006-01-27,0,55.99
2006-02-03,0,54.54
2006-02-10,0,54.02
2006-02-17,0,54.80
2006-02-24,0,54.62
2006-03-03,0,54.86
2006-03-10,0,57.72
2006-03-17,0,56.69
2006-03-24,0,57.80
2006-03-31,0,57.10
2006-04-07,0,57.55
2006-04-14,0,
2006-04-21,0,56.86
2006-04-28,0,59.12
2006-05-05,0,60.33
2006-05-12,0,59.24
2006-05-19,0,59.47
2006-05-26,0,60.73
2006-06-02,0,60.22
2006-06-09,0,61.51
2006-06-16,0,60.69
2006-06-23,0,60.07
2006-06-30,0,59.90
2006-07-07,0,60.88
2006-07-14,0,61.01
2006-07-21,0,62.07
2006-07-28,0,59.67
2006-08-04,0,58.44
2006-08-11,0,59.51
2006-08-18,0,59.00
2006-08-25,0,58.79
2006-09-01,0,60.65
2006-09-08,0,60.76
2006-09-15,0,62.14
2006-09-22,0,61.60
2006-09-29,0,62.10
2006-10-06,0,62.65
2006-10-13,0,60.80
2006-10-20,0,60.74
2006-10-27,0,63.31
2006-11-03,0,63.67
2006-11-10,0,65.24
2006-11-17,0,66.01
2006-11-24,0,65.97
2006-12-01,0,65.36
2006-12-08,0,65.60
2006-12-15,0,65.33
2006-12-22,0,64.59
2006-12-29,0,65.24
2007-01-05,0,65.46
2007-01-12,0,66.84
2007-01-19,0,66.85
2007-01-26,0,66.18
2007-02-02,0,67.74
2007-02-09,0,66.92
2007-02-16,0,68.76
2007-02-23,0,68.33
2007-03-02,0,66.65
2007-03-09,0,66.63
2007-03-16,0,65.10
2007-03-23,0,67.12
2007-03-30,0,66.79
2007-04-06,0,
2007-04-13,0,66.41
2007-04-20,0,67.29
2007-04-27,0,67.04
2007-05-04,0,68.15
2007-05-11,0,66.96
2007-05-18,0,67.30
2007-05-25,0,66.57
2007-06-01,0,67.41
2007-06-08,0,66.69
2007-06-15,0,66.63
2007-06-22,0,65.27
2007-06-29,0,64.85
2007-07-06,0,66.01
2007-07-13,0,68.45
2007-07-20,0,67.68
2007-07-27,0,68.45
2007-08-03,0,66.20
2007-08-10,0,66.95
2007-08-17,0,67.37
2007-08-24,0,67.46
2007-08-31,0,66.32
2007-09-07,0,65.43
2007-09-14,0,68.03
2007-09-21,0,69.85
2007-09-28,0,71.32
2007-10-05,0,72.13
2007-10-12,0,74.34
2007-10-19,0,71.84
2007-10-26,0,73.95
2007-11-02,0,74.72
2007-11-09,0,76.51
2007-11-16,0,78.80
2007-11-23,0,79.00
2007-11-30,0,80.08
2007-12-07,0,79.81
2007-12-14,0,80.64
2007-12-21,0,78.73
2007-12-28,0,78.74
2008-01-04,0,78.78
2008-01-11,0,79.41
2008-01-18,0,77.00
2008-01-25,0,73.75
2008-02-01,0,75.42
2008-02-08,0,74.32
2008-02-15,0,75.32
2008-02-22,0,76.18
2008-02-29,0,76.09
2008-03-07,0,74.89
2008-03-14,0,76.28
2008-03-21,0,
2008-03-28,0,78.12
2008-04-04,0,78.89
2008-04-11,0,78.00
2008-04-18,0,77.41
2008-04-25,0,76.10
2008-05-02,0,73.68
2008-05-09,0,71.21
2008-05-16,0,72.50
2008-05-23,0,72.14
2008-05-30,0,74.36
2008-06-06,0,72.69
2008-06-13,0,73.30
2008-06-20,0,69.61
2008-06-27,0,68.21
2008-07-04,0,
2008-07-11,0,69.19
2008-07-18,0,68.84
2008-07-25,0,69.20
2008-08-01,0,74.44
2008-08-08,0,78.27
2008-08-15,0,78.42
2008-08-22,0,77.26
2008-08-29,0,76.03
2008-09-05,0,77.07
2008-09-12,0,79.99
2008-09-19,0,75.71
2008-09-26,0,77.06
2008-10-03,71,75.50
2008-10-10,72,60.75
2008-10-17,74,62.19
2008-10-24,75,55.94
2008-10-31,0,62.76
2008-11-07,0,63.02
2008-11-14,0,62.06
2008-11-21,0,62.65
2008-11-28,0,65.07
2008-12-05,0,63.01
2008-12-12,0,59.22
2008-12-19,0,65.00
2008-12-26,0,68.10
2009-01-02,0,69.32
2009-01-09,0,64.90
2009-01-16,0,63.54
2009-01-23,0,61.68
2009-01-30,0,65.04
2009-02-06,61,65.66
2009-02-13,60,63.13
2009-02-20,60,59.48
2009-02-27,60,60.18
2009-03-06,60,56.05
2009-03-13,69,57.62
2009-03-20,78,57.37
2009-03-27,100,59.51
2009-04-03,0,60.44
2009-04-10,0,
2009-04-17,0,60.82
2009-04-24,0,59.16
2009-05-01,0,61.40
2009-05-08,0,61.82
2009-05-15,0,63.49
2009-05-22,0,64.11
2009-05-29,0,65.95
2009-06-05,0,70.90
2009-06-12,0,71.38
2009-06-19,0,70.57
2009-06-26,0,71.76
2009-07-03,0,
2009-07-10,0,71.23
2009-07-17,0,73.52
2009-07-24,0,75.10
2009-07-31,0,72.44
2009-08-07,0,71.02
2009-08-14,0,71.75
2009-08-21,0,73.16
2009-08-28,0,72.76
2009-09-04,0,71.08
2009-09-11,0,75.23
2009-09-18,0,76.10
2009-09-25,65,76.50
2009-10-02,0,76.84
2009-10-09,0,78.71
2009-10-16,0,79.26
2009-10-23,0,77.72
2009-10-30,0,78.63
2009-11-06,0,79.87
2009-11-13,0,81.49
2009-11-20,0,83.97
2009-11-27,62,83.63
2009-12-04,0,85.21
2009-12-11,0,83.92
2009-12-18,0,82.62
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,81.51
2010-01-15,52,80.00
2010-01-22,60,80.71
2010-01-29,46,80.03
2010-02-05,46,79.26
2010-02-12,46,79.66
2010-02-19,49,81.75
2010-02-26,52,82.94
2010-03-05,55,84.21
2010-03-12,59,84.15
2010-03-19,0,84.84
2010-03-26,0,84.44
2010-04-02,0,
2010-04-09,0,84.27
2010-04-16,0,84.25
2010-04-23,49,83.27
2010-04-30,50,84.10
2010-05-07,51,80.21
2010-05-14,51,82.76
2010-05-21,61,79.59
2010-05-28,0,78.09
2010-06-04,0,77.24
2010-06-11,0,79.15
2010-06-18,0,80.59
2010-06-25,0,79.03
2010-07-02,0,78.72
2010-07-09,0,82.15
2010-07-16,0,82.83
2010-07-23,0,83.47
2010-07-30,49,78.98
2010-08-06,72,76.50
2010-08-13,46,76.39
2010-08-20,46,76.03
2010-08-27,46,74.25
2010-09-03,46,74.85
2010-09-10,46,75.18
2010-09-17,39,77.37
2010-09-24,39,78.52
2010-10-01,39,76.57
2010-10-08,59,74.90
2010-10-15,46,75.89
2010-10-22,46,76.84
2010-10-29,46,77.12
2010-11-05,38,77.57
2010-11-12,61,76.58
2010-11-19,42,78.53
2010-11-26,83,77.39
2010-12-03,59,77.95
2010-12-10,45,78.21
2010-12-17,49,81.00
2010-12-24,0,
2010-12-31,0,80.37
2011-01-07,0,78.33
2011-01-14,0,78.31
2011-01-21,0,79.00
2011-01-28,77,76.99
2011-02-04,37,76.24
2011-02-11,38,78.92
2011-02-18,37,78.42
2011-02-25,37,78.12
2011-03-04,34,77.50
2011-03-11,34,79.18
2011-03-18,41,76.95
2011-03-25,34,80.15
2011-04-01,54,80.52
2011-04-08,52,81.28
2011-04-15,52,81.81
2011-04-22,42,
2011-04-29,42,84.35
2011-05-06,37,84.88
2011-05-13,44,86.55
2011-05-20,78,86.55
2011-05-27,48,85.72
2011-06-03,56,84.11
2011-06-10,48,84.70
2011-06-17,48,87.88
2011-06-24,44,85.46
2011-07-01,41,88.47
2011-07-08,41,88.42
2011-07-15,52,89.01
2011-07-22,44,87.62
2011-07-29,41,84.38
2011-08-05,41,84.15
2011-08-12,37,85.34
2011-08-19,37,84.99
2011-08-26,52,87.84
2011-09-02,48,88.52
2011-09-09,43,88.96
2011-09-16,59,93.64
2011-09-23,34,88.92
2011-09-30,37,88.68
2011-10-07,39,90.41
2011-10-14,41,92.34
2011-10-21,45,93.92
2011-10-28,36,91.22
2011-11-04,36,88.06
2011-11-11,33,89.17
2011-11-18,38,88.61
2011-11-25,65,86.73
2011-12-02,57,90.19
2011-12-09,57,90.46
2011-12-16,29,89.89
2011-12-23,55,93.09
2011-12-30,32,92.39
2012-01-06,32,89.80
2012-01-13,47,88.52
2012-01-20,46,89.00
2012-01-27,46,90.40
2012-02-03,35,91.54
2012-02-10,29,91.17
2012-02-17,43,93.25
2012-02-24,29,93.30
2012-03-02,44,93.20
2012-03-09,35,93.98
2012-03-16,45,94.79
2012-03-23,62,95.94
2012-03-30,43,97.78
2012-04-06,44,
2012-04-13,30,97.21
2012-04-20,40,98.88
2012-04-27,50,98.38
2012-05-04,32,99.13
2012-05-11,31,99.31
2012-05-18,42,98.79
2012-05-25,37,98.80
2012-06-01,35,96.48
2012-06-08,37,100.17
2012-06-15,47,101.53
2012-06-22,32,99.90
2012-06-29,47,104.10
2012-07-06,32,104.29
2012-07-13,39,105.46
2012-07-20,45,103.90
2012-07-27,32,107.17
2012-08-03,48,106.46
2012-08-10,38,105.37
2012-08-17,38,106.18
2012-08-24,46,105.77
2012-08-31,52,106.31
2012-09-07,39,106.30
2012-09-14,30,103.75
2012-09-21,43,106.53
2012-09-28,35,107.22
2012-10-05,30,108.45
2012-10-12,60,107.89
2012-10-19,26,107.74
2012-10-26,34,103.87
2012-11-02,40,104.96
2012-11-09,45,103.87
2012-11-16,29,105.15
2012-11-23,33,108.00
2012-11-30,30,108.50
2012-12-07,30,108.37
2012-12-14,63,105.84
2012-12-21,26,105.10
2012-12-28,42,104.04
2013-01-04,43,107.90
2013-01-11,40,107.09
2013-01-18,33,109.01
2013-01-25,24,110.15
2013-02-01,48,109.84
2013-02-08,46,108.49
2013-02-15,40,110.02
2013-02-22,59,113.97
2013-03-01,53,114.11
2013-03-08,47,115.74
2013-03-15,50,112.08
2013-03-22,34,114.41
2013-03-29,33,
2013-04-05,47,116.72
2013-04-12,34,118.37
2013-04-19,57,119.72
2013-04-26,38,118.99
2013-05-03,30,121.15
2013-05-10,32,120.72
2013-05-17,34,62.04
2013-05-24,38,61.17
2013-05-31,30,57.84
2013-06-07,47,59.10
2013-06-14,34,58.82
2013-06-21,36,56.81
2013-06-28,42,57.29
2013-07-05,50,57.86
2013-07-12,43,59.14
2013-07-19,38,58.88
2013-07-26,61,60.25
2013-08-02,47,60.53
2013-08-09,41,60.68
2013-08-16,43,59.47
2013-08-23,47,59.03
2013-08-30,32,57.77
2013-09-06,45,58.00
2013-09-13,33,59.43
2013-09-20,42,60.44
2013-09-27,29,59.93
2013-10-04,42,59.33
2013-10-11,40,61.45
2013-10-18,45,62.81
2013-10-25,33,63.60
2013-11-01,44,65.39
2013-11-08,41,64.83
2013-11-15,49,65.78
2013-11-22,29,66.26
2013-11-29,31,65.81
2013-12-06,33,65.66
2013-12-13,67,63.98
2013-12-20,36,64.74
2013-12-27,42,65.37
2014-01-03,50,64.18
2014-01-10,31,65.08
2014-01-17,34,64.70
2014-01-24,32,62.39
2014-01-31,35,61.23
2014-02-07,41,60.86
2014-02-14,26,62.68
2014-02-21,35,61.56
2014-02-28,48,62.83
2014-03-07,41,63.13
2014-03-14,37,63.83
2014-03-21,44,63.46
2014-03-28,46,64.10
2014-04-04,37,64.22
2014-04-11,43,65.31
2014-04-18,33,
2014-04-25,61,66.24
2014-05-02,0,
