Date,buy ABT,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,44.37
2004-02-13,0,44.31
2004-02-20,0,43.38
2004-02-27,0,42.80
2004-03-05,0,43.58
2004-03-12,0,41.44
2004-03-19,0,40.21
2004-03-26,0,40.14
2004-04-02,0,42.37
2004-04-09,0,
2004-04-16,0,44.13
2004-04-23,0,43.90
2004-04-30,0,44.02
2004-05-07,0,41.50
2004-05-14,0,41.15
2004-05-21,0,39.95
2004-05-28,0,41.21
2004-06-04,0,41.74
2004-06-11,0,
2004-06-18,0,43.00
2004-06-25,0,40.56
2004-07-02,0,40.59
2004-07-09,0,39.90
2004-07-16,0,39.10
2004-07-23,0,38.63
2004-07-30,0,39.35
2004-08-06,0,38.69
2004-08-13,0,39.59
2004-08-20,0,41.01
2004-08-27,0,41.51
2004-09-03,0,42.67
2004-09-10,0,42.31
2004-09-17,0,42.92
2004-09-24,0,42.34
2004-10-01,0,42.19
2004-10-08,0,40.83
2004-10-15,0,41.36
2004-10-22,0,40.86
2004-10-29,0,42.63
2004-11-05,0,44.45
2004-11-12,0,44.18
2004-11-19,0,42.75
2004-11-26,0,42.59
2004-12-03,0,43.43
2004-12-10,0,43.74
2004-12-17,0,46.99
2004-12-24,0,
2004-12-31,0,46.65
2005-01-07,0,47.50
2005-01-14,0,46.25
2005-01-21,0,45.98
2005-01-28,0,45.27
2005-02-04,0,45.52
2005-02-11,0,46.20
2005-02-18,0,46.40
2005-02-25,0,46.27
2005-03-04,0,46.41
2005-03-11,0,46.00
2005-03-18,0,44.47
2005-03-25,0,
2005-04-01,0,46.19
2005-04-08,0,47.86
2005-04-15,0,49.87
2005-04-22,0,47.57
2005-04-29,0,49.16
2005-05-06,0,49.02
2005-05-13,0,48.76
2005-05-20,0,48.88
2005-05-27,0,48.00
2005-06-03,0,48.27
2005-06-10,0,48.90
2005-06-17,0,49.43
2005-06-24,0,49.02
2005-07-01,0,49.03
2005-07-08,0,49.35
2005-07-15,0,46.87
2005-07-22,0,46.04
2005-07-29,0,46.63
2005-08-05,0,46.49
2005-08-12,0,46.54
2005-08-19,0,45.83
2005-08-26,0,44.73
2005-09-02,0,44.88
2005-09-09,0,45.57
2005-09-16,0,43.74
2005-09-23,0,44.22
2005-09-30,0,42.40
2005-10-07,0,42.70
2005-10-14,0,42.64
2005-10-21,0,42.75
2005-10-28,0,42.75
2005-11-04,0,42.57
2005-11-11,0,43.73
2005-11-18,0,40.90
2005-11-25,0,38.98
2005-12-02,0,38.56
2005-12-09,0,38.99
2005-12-16,0,40.17
2005-12-23,100,40.86
2005-12-30,0,39.43
2006-01-06,0,40.89
2006-01-13,0,41.19
2006-01-20,0,40.35
2006-01-27,0,43.00
2006-02-03,0,42.49
2006-02-10,0,42.47
2006-02-17,0,44.34
2006-02-24,0,43.95
2006-03-03,0,43.78
2006-03-10,0,43.92
2006-03-17,0,45.18
2006-03-24,0,43.87
2006-03-31,0,42.47
2006-04-07,0,42.09
2006-04-14,0,
2006-04-21,0,42.00
2006-04-28,0,42.74
2006-05-05,0,42.77
2006-05-12,0,41.42
2006-05-19,0,41.82
2006-05-26,0,42.67
2006-06-02,0,43.13
2006-06-09,0,43.00
2006-06-16,0,42.78
2006-06-23,0,41.95
2006-06-30,0,43.61
2006-07-07,0,43.80
2006-07-14,0,44.01
2006-07-21,0,46.84
2006-07-28,0,47.82
2006-08-04,0,47.24
2006-08-11,0,47.41
2006-08-18,0,49.00
2006-08-25,0,48.79
2006-09-01,0,48.37
2006-09-08,0,48.90
2006-09-15,0,49.48
2006-09-22,0,47.90
2006-09-29,0,48.56
2006-10-06,0,46.19
2006-10-13,0,46.93
2006-10-20,0,48.78
2006-10-27,0,47.67
2006-11-03,0,47.64
2006-11-10,0,45.97
2006-11-17,0,47.67
2006-11-24,60,46.95
2006-12-01,86,46.57
2006-12-08,75,47.96
2006-12-15,75,48.47
2006-12-22,75,47.73
2006-12-29,55,48.71
2007-01-05,55,49.90
2007-01-12,55,50.45
2007-01-19,57,53.52
2007-01-26,59,52.55
2007-02-02,66,52.67
2007-02-09,73,52.27
2007-02-16,0,52.49
2007-02-23,0,53.59
2007-03-02,0,53.01
2007-03-09,0,54.39
2007-03-16,0,52.88
2007-03-23,0,53.86
2007-03-30,0,55.80
2007-04-06,0,
2007-04-13,0,58.49
2007-04-20,0,57.85
2007-04-27,0,56.76
2007-05-04,0,58.30
2007-05-11,0,57.84
2007-05-18,0,59.43
2007-05-25,0,56.37
2007-06-01,46,56.30
2007-06-08,51,54.29
2007-06-15,55,54.72
2007-06-22,60,52.86
2007-06-29,51,53.55
2007-07-06,51,54.00
2007-07-13,51,53.24
2007-07-20,51,52.87
2007-07-27,46,50.03
2007-08-03,46,51.09
2007-08-10,46,55.22
2007-08-17,46,52.73
2007-08-24,42,52.53
2007-08-31,42,51.91
2007-09-07,42,51.86
2007-09-14,43,52.10
2007-09-21,45,54.44
2007-09-28,46,53.62
2007-10-05,47,55.00
2007-10-12,48,52.64
2007-10-19,50,51.40
2007-10-26,52,54.07
2007-11-02,54,54.05
2007-11-09,56,54.12
2007-11-16,41,55.21
2007-11-23,49,55.49
2007-11-30,52,57.51
2007-12-07,54,58.22
2007-12-14,36,57.51
2007-12-21,86,58.26
2007-12-28,100,57.23
2008-01-04,42,55.79
2008-01-11,36,60.50
2008-01-18,42,59.43
2008-01-25,47,55.48
2008-02-01,52,57.55
2008-02-08,53,56.80
2008-02-15,55,55.55
2008-02-22,33,54.54
2008-02-29,33,53.55
2008-03-07,33,51.04
2008-03-14,53,51.38
2008-03-21,42,
2008-03-28,47,53.07
2008-04-04,39,54.84
2008-04-11,39,52.80
2008-04-18,49,50.72
2008-04-25,43,51.28
2008-05-02,34,53.17
2008-05-09,34,51.78
2008-05-16,35,54.71
2008-05-23,35,54.26
2008-05-30,32,56.35
2008-06-06,32,54.76
2008-06-13,32,54.11
2008-06-20,33,53.35
2008-06-27,34,53.00
2008-07-04,34,
2008-07-11,37,56.43
2008-07-18,34,57.58
2008-07-25,33,57.42
2008-08-01,33,56.07
2008-08-08,42,59.03
2008-08-15,51,59.62
2008-08-22,0,58.48
2008-08-29,0,57.43
2008-09-05,0,57.01
2008-09-12,0,59.09
2008-09-19,0,58.71
2008-09-26,33,59.40
2008-10-03,44,58.51
2008-10-10,38,49.45
2008-10-17,31,55.46
2008-10-24,31,54.30
2008-10-31,31,55.15
2008-11-07,32,55.30
2008-11-14,49,55.06
2008-11-21,35,51.52
2008-11-28,83,52.39
2008-12-05,81,52.75
2008-12-12,67,50.75
2008-12-19,83,52.27
2008-12-26,88,52.51
2009-01-02,76,53.56
2009-01-09,64,51.17
2009-01-16,52,49.92
2009-01-23,41,52.81
2009-01-30,59,55.44
2009-02-06,38,57.15
2009-02-13,43,54.94
2009-02-20,43,54.03
2009-02-27,38,47.34
2009-03-06,50,46.89
2009-03-13,32,46.85
2009-03-20,40,47.54
2009-03-27,44,46.60
2009-04-03,30,44.12
2009-04-10,26,
2009-04-17,25,43.89
2009-04-24,27,43.09
2009-05-01,33,41.52
2009-05-08,39,44.93
2009-05-15,31,43.32
2009-05-22,33,43.94
2009-05-29,36,45.06
2009-06-05,28,44.98
2009-06-12,30,45.42
2009-06-19,45,47.58
2009-06-26,28,47.43
2009-07-03,31,
2009-07-10,29,45.41
2009-07-17,34,44.47
2009-07-24,32,45.01
2009-07-31,39,44.99
2009-08-07,25,43.84
2009-08-14,25,44.36
2009-08-21,25,45.39
2009-08-28,26,45.92
2009-09-04,25,45.63
2009-09-11,38,46.83
2009-09-18,22,45.97
2009-09-25,38,47.33
2009-10-02,32,49.84
2009-10-09,28,50.08
2009-10-16,32,51.43
2009-10-23,25,51.31
2009-10-30,52,50.57
2009-11-06,33,51.53
2009-11-13,47,52.95
2009-11-20,35,53.64
2009-11-27,49,54.08
2009-12-04,40,53.78
2009-12-11,41,53.77
2009-12-18,50,53.34
2009-12-25,53,
2010-01-01,51,
2010-01-08,36,55.05
2010-01-15,41,55.49
2010-01-22,33,54.51
2010-01-29,28,52.94
2010-02-05,21,53.97
2010-02-12,32,53.93
2010-02-19,31,54.38
2010-02-26,24,54.28
2010-03-05,39,54.32
2010-03-12,26,54.52
2010-03-19,24,53.46
2010-03-26,24,52.90
2010-04-02,29,
2010-04-09,20,52.73
2010-04-16,19,52.26
2010-04-23,39,51.20
2010-04-30,28,51.16
2010-05-07,34,48.72
2010-05-14,23,48.50
2010-05-21,26,46.94
2010-05-28,29,47.56
2010-06-04,23,46.53
2010-06-11,29,47.20
2010-06-18,29,48.77
2010-06-25,29,47.19
2010-07-02,29,46.46
2010-07-09,52,48.03
2010-07-16,25,47.07
2010-07-23,29,48.93
2010-07-30,29,49.08
2010-08-06,29,50.57
2010-08-13,20,50.06
2010-08-20,24,49.34
2010-08-27,26,49.84
2010-09-03,29,50.74
2010-09-10,31,51.54
2010-09-17,32,51.64
2010-09-24,23,51.94
2010-10-01,23,52.58
2010-10-08,24,52.81
2010-10-15,26,53.17
2010-10-22,30,52.56
2010-10-29,30,51.32
2010-11-05,30,50.92
2010-11-12,31,48.58
2010-11-19,42,47.40
2010-11-26,77,46.80
2010-12-03,41,47.37
2010-12-10,43,47.62
2010-12-17,57,48.40
2010-12-24,48,
2010-12-31,51,47.91
2011-01-07,29,48.37
2011-01-14,23,46.89
2011-01-21,22,47.92
2011-01-28,27,45.49
2011-02-04,25,46.12
2011-02-11,46,45.56
2011-02-18,24,46.88
2011-02-25,28,47.64
2011-03-04,28,48.69
2011-03-11,22,48.46
2011-03-18,22,47.91
2011-03-25,33,48.03
2011-04-01,28,49.37
2011-04-08,27,50.49
2011-04-15,20,51.90
2011-04-22,24,
2011-04-29,27,52.04
2011-05-06,27,52.52
2011-05-13,17,53.49
2011-05-20,31,53.51
2011-05-27,22,51.55
2011-06-03,34,51.08
2011-06-10,23,50.90
2011-06-17,19,51.68
2011-06-24,29,51.75
2011-07-01,28,53.10
2011-07-08,35,53.33
2011-07-15,27,53.04
2011-07-22,27,52.95
2011-07-29,17,51.32
2011-08-05,21,50.23
2011-08-12,31,49.63
2011-08-19,41,49.08
2011-08-26,35,50.15
2011-09-02,35,51.04
2011-09-09,24,50.43
2011-09-16,22,52.17
2011-09-23,33,50.96
2011-09-30,23,51.14
2011-10-07,24,51.53
2011-10-14,14,52.73
2011-10-21,22,53.86
2011-10-28,15,54.22
2011-11-04,22,53.33
2011-11-11,37,54.53
2011-11-18,37,53.52
2011-11-25,66,52.05
2011-12-02,38,54.15
2011-12-09,32,54.57
2011-12-16,34,54.89
2011-12-23,50,56.02
2011-12-30,45,56.23
2012-01-06,31,55.86
2012-01-13,27,55.43
2012-01-20,28,55.76
2012-01-27,26,55.02
2012-02-03,26,55.00
2012-02-10,23,55.11
2012-02-17,25,56.36
2012-02-24,25,56.70
2012-03-02,18,57.39
2012-03-09,23,57.95
2012-03-16,20,59.42
2012-03-23,18,60.40
2012-03-30,21,61.29
2012-04-06,23,
2012-04-13,26,59.59
2012-04-20,25,59.88
2012-04-27,18,61.99
2012-05-04,18,62.41
2012-05-11,19,62.04
2012-05-18,13,61.57
2012-05-25,13,62.25
2012-06-01,18,60.52
2012-06-08,16,61.88
2012-06-15,23,62.50
2012-06-22,23,62.32
2012-06-29,24,64.47
2012-07-06,22,64.75
2012-07-13,22,65.45
2012-07-20,23,65.06
2012-07-27,22,66.39
2012-08-03,27,66.59
2012-08-10,22,66.11
2012-08-17,16,65.92
2012-08-24,19,65.84
2012-08-31,20,65.54
2012-09-07,13,66.69
2012-09-14,20,68.27
2012-09-21,28,69.62
2012-09-28,14,68.56
2012-10-05,14,71.61
2012-10-12,21,69.28
2012-10-19,13,66.15
2012-10-26,20,65.48
2012-11-02,21,64.96
2012-11-09,20,64.84
2012-11-16,21,62.88
2012-11-23,59,64.47
2012-11-30,33,65.00
2012-12-07,27,65.53
2012-12-14,29,65.35
2012-12-21,30,66.05
2012-12-28,40,64.42
2013-01-04,24,33.07
2013-01-11,17,33.37
2013-01-18,24,32.74
2013-01-25,18,32.79
2013-02-01,18,33.87
2013-02-08,21,34.41
2013-02-15,20,35.08
2013-02-22,27,34.55
2013-03-01,21,33.60
2013-03-08,21,34.68
2013-03-15,28,34.14
2013-03-22,23,33.69
2013-03-29,13,
2013-04-05,24,36.31
2013-04-12,15,37.13
2013-04-19,15,37.20
2013-04-26,15,36.46
2013-05-03,14,36.80
2013-05-10,15,36.17
2013-05-17,18,36.59
2013-05-24,23,37.76
2013-05-31,28,36.67
2013-06-07,16,37.51
2013-06-14,15,36.81
2013-06-21,20,35.58
2013-06-28,19,34.88
2013-07-05,16,34.92
2013-07-12,20,35.32
2013-07-19,23,35.87
2013-07-26,18,36.78
2013-08-02,20,36.75
2013-08-09,13,35.89
2013-08-16,17,34.97
2013-08-23,23,34.84
2013-08-30,23,33.33
2013-09-06,19,33.50
2013-09-13,27,34.87
2013-09-20,21,35.29
2013-09-27,13,33.14
2013-10-04,12,33.56
2013-10-11,15,33.76
2013-10-18,14,37.29
2013-10-25,20,37.25
2013-11-01,20,36.96
2013-11-08,19,38.12
2013-11-15,20,38.05
2013-11-22,26,38.25
2013-11-29,54,38.19
2013-12-06,33,37.53
2013-12-13,31,36.40
2013-12-20,32,37.84
2013-12-27,24,38.37
2014-01-03,32,38.64
2014-01-10,18,39.57
2014-01-17,17,39.40
2014-01-24,22,36.58
2014-01-31,21,36.66
2014-02-07,25,37.18
2014-02-14,20,38.81
2014-02-21,18,38.82
2014-02-28,15,39.78
2014-03-07,17,39.57
2014-03-14,20,38.97
2014-03-21,19,38.39
2014-03-28,17,38.31
2014-04-04,11,38.63
2014-04-11,18,37.02
2014-04-18,11,
2014-04-25,16,38.03
2014-05-02,0,
