Date,NTRS,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,47.85
2004-02-13,0,48.97
2004-02-20,0,48.68
2004-02-27,0,49.65
2004-03-05,0,50.05
2004-03-12,0,47.33
2004-03-19,0,46.87
2004-03-26,0,45.68
2004-04-02,0,46.64
2004-04-09,0,
2004-04-16,0,44.67
2004-04-23,0,44.75
2004-04-30,0,42.21
2004-05-07,0,40.84
2004-05-14,0,40.55
2004-05-21,0,41.46
2004-05-28,0,42.95
2004-06-04,0,43.26
2004-06-11,0,
2004-06-18,0,41.27
2004-06-25,0,42.59
2004-07-02,0,42.00
2004-07-09,0,40.98
2004-07-16,0,39.46
2004-07-23,0,39.47
2004-07-30,0,40.15
2004-08-06,0,39.49
2004-08-13,0,39.70
2004-08-20,0,42.39
2004-08-27,0,43.00
2004-09-03,0,42.71
2004-09-10,0,42.60
2004-09-17,0,42.34
2004-09-24,0,40.85
2004-10-01,0,41.29
2004-10-08,0,41.08
2004-10-15,0,38.96
2004-10-22,0,39.66
2004-10-29,0,42.54
2004-11-05,0,45.96
2004-11-12,0,46.21
2004-11-19,0,45.35
2004-11-26,0,47.00
2004-12-03,0,47.94
2004-12-10,0,48.07
2004-12-17,0,48.35
2004-12-24,0,
2004-12-31,0,48.58
2005-01-07,0,46.63
2005-01-14,0,46.06
2005-01-21,0,44.29
2005-01-28,0,43.29
2005-02-04,0,44.33
2005-02-11,0,44.86
2005-02-18,0,42.46
2005-02-25,0,42.25
2005-03-04,0,44.56
2005-03-11,0,42.77
2005-03-18,0,43.16
2005-03-25,0,
2005-04-01,0,43.13
2005-04-08,0,44.81
2005-04-15,0,42.95
2005-04-22,0,44.32
2005-04-29,0,45.00
2005-05-06,0,45.59
2005-05-13,0,44.83
2005-05-20,0,46.20
2005-05-27,0,46.51
2005-06-03,0,45.67
2005-06-10,0,45.86
2005-06-17,0,46.33
2005-06-24,0,45.69
2005-07-01,0,46.16
2005-07-08,0,46.84
2005-07-15,0,48.95
2005-07-22,0,51.21
2005-07-29,0,50.80
2005-08-05,0,49.30
2005-08-12,0,49.98
2005-08-19,0,50.49
2005-08-26,0,49.91
2005-09-02,0,50.18
2005-09-09,0,49.91
2005-09-16,0,49.36
2005-09-23,0,48.86
2005-09-30,0,50.55
2005-10-07,0,49.54
2005-10-14,0,49.95
2005-10-21,0,52.12
2005-10-28,0,53.20
2005-11-04,0,51.15
2005-11-11,0,53.35
2005-11-18,0,51.97
2005-11-25,0,52.40
2005-12-02,0,53.48
2005-12-09,0,53.84
2005-12-16,0,54.18
2005-12-23,0,53.48
2005-12-30,0,51.82
2006-01-06,0,52.95
2006-01-13,0,52.45
2006-01-20,0,49.42
2006-01-27,0,51.93
2006-02-03,0,51.76
2006-02-10,0,52.93
2006-02-17,0,52.29
2006-02-24,0,53.11
2006-03-03,0,53.04
2006-03-10,0,53.17
2006-03-17,0,53.49
2006-03-24,0,53.18
2006-03-31,0,52.50
2006-04-07,0,52.30
2006-04-14,0,
2006-04-21,0,57.64
2006-04-28,0,58.89
2006-05-05,0,59.72
2006-05-12,0,57.38
2006-05-19,0,56.52
2006-05-26,0,56.65
2006-06-02,0,57.45
2006-06-09,0,55.51
2006-06-16,0,54.90
2006-06-23,0,53.67
2006-06-30,0,55.30
2006-07-07,0,53.87
2006-07-14,0,53.15
2006-07-21,0,56.00
2006-07-28,0,57.78
2006-08-04,0,57.26
2006-08-11,0,56.24
2006-08-18,0,57.41
2006-08-25,0,55.85
2006-09-01,0,56.14
2006-09-08,0,56.49
2006-09-15,0,57.30
2006-09-22,0,57.23
2006-09-29,0,58.43
2006-10-06,0,60.00
2006-10-13,0,59.78
2006-10-20,0,57.11
2006-10-27,51,58.10
2006-11-03,0,57.87
2006-11-10,0,58.54
2006-11-17,0,57.97
2006-11-24,0,57.24
2006-12-01,0,56.47
2006-12-08,0,57.34
2006-12-15,0,59.34
2006-12-22,0,60.66
2006-12-29,0,60.69
2007-01-05,0,59.97
2007-01-12,0,61.57
2007-01-19,0,60.57
2007-01-26,0,60.03
2007-02-02,0,60.66
2007-02-09,0,61.94
2007-02-16,0,63.08
2007-02-23,0,62.81
2007-03-02,45,59.51
2007-03-09,0,59.40
2007-03-16,0,57.85
2007-03-23,0,61.36
2007-03-30,0,60.14
2007-04-06,0,
2007-04-13,43,61.20
2007-04-20,42,64.60
2007-04-27,42,64.12
2007-05-04,42,63.76
2007-05-11,42,64.83
2007-05-18,42,64.17
2007-05-25,0,64.55
2007-06-01,0,65.04
2007-06-08,0,63.73
2007-06-15,0,65.37
2007-06-22,0,64.12
2007-06-29,0,64.24
2007-07-06,0,64.93
2007-07-13,0,66.25
2007-07-20,50,64.98
2007-07-27,45,62.18
2007-08-03,45,61.79
2007-08-10,45,63.50
2007-08-17,0,64.85
2007-08-24,0,61.73
2007-08-31,0,61.46
2007-09-07,0,59.35
2007-09-14,0,62.35
2007-09-21,41,65.49
2007-09-28,43,66.27
2007-10-05,45,69.68
2007-10-12,47,70.40
2007-10-19,35,68.65
2007-10-26,35,74.35
2007-11-02,36,72.84
2007-11-09,37,76.11
2007-11-16,0,76.32
2007-11-23,0,76.94
2007-11-30,0,80.99
2007-12-07,0,78.37
2007-12-14,0,75.41
2007-12-21,42,77.38
2007-12-28,29,76.72
2008-01-04,29,73.16
2008-01-11,29,74.15
2008-01-18,29,69.21
2008-01-25,30,69.44
2008-02-01,31,73.80
2008-02-08,33,70.53
2008-02-15,34,72.66
2008-02-22,30,70.27
2008-02-29,30,67.63
2008-03-07,27,66.91
2008-03-14,33,66.08
2008-03-21,28,
2008-03-28,28,65.53
2008-04-04,33,69.90
2008-04-11,27,67.22
2008-04-18,27,72.91
2008-04-25,38,76.70
2008-05-02,28,75.92
2008-05-09,30,72.95
2008-05-16,29,76.06
2008-05-23,29,74.71
2008-05-30,27,76.00
2008-06-06,32,71.37
2008-06-13,38,70.91
2008-06-20,44,72.69
2008-06-27,28,68.98
2008-07-04,28,
2008-07-11,28,69.74
2008-07-18,29,78.13
2008-07-25,29,77.07
2008-08-01,30,78.48
2008-08-08,41,79.34
2008-08-15,28,79.30
2008-08-22,35,79.36
2008-08-29,29,80.39
2008-09-05,32,80.63
2008-09-12,34,87.09
2008-09-19,81,76.55
2008-09-26,66,79.90
2008-10-03,100,64.03
2008-10-10,83,56.57
2008-10-17,61,56.28
2008-10-24,39,49.54
2008-10-31,52,56.31
2008-11-07,26,51.50
2008-11-14,36,44.92
2008-11-21,32,37.94
2008-11-28,46,45.89
2008-12-05,25,50.58
2008-12-12,23,45.79
2008-12-19,43,51.57
2008-12-26,31,49.27
2009-01-02,31,53.22
2009-01-09,31,50.16
2009-01-16,44,51.08
2009-01-23,57,56.55
2009-01-30,49,57.52
2009-02-06,25,61.62
2009-02-13,31,57.59
2009-02-20,29,56.49
2009-02-27,58,55.55
2009-03-06,49,47.38
2009-03-13,53,58.73
2009-03-20,27,57.81
2009-03-27,38,58.77
2009-04-03,35,61.38
2009-04-10,45,
2009-04-17,21,63.06
2009-04-24,48,55.57
2009-05-01,35,52.78
2009-05-08,36,55.29
2009-05-15,24,53.55
2009-05-22,28,52.00
2009-05-29,34,57.65
2009-06-05,25,55.59
2009-06-12,31,55.19
2009-06-19,31,54.29
2009-06-26,31,53.00
2009-07-03,26,
2009-07-10,24,54.31
2009-07-17,28,57.73
2009-07-24,32,57.70
2009-07-31,30,59.81
2009-08-07,24,61.70
2009-08-14,24,61.17
2009-08-21,21,60.35
2009-08-28,21,58.54
2009-09-04,32,58.38
2009-09-11,22,58.58
2009-09-18,20,58.73
2009-09-25,33,57.61
2009-10-02,20,56.48
2009-10-09,39,60.45
2009-10-16,29,58.25
2009-10-23,29,53.14
2009-10-30,21,50.25
2009-11-06,20,49.73
2009-11-13,29,48.04
2009-11-20,22,47.24
2009-11-27,26,47.69
2009-12-04,22,48.69
2009-12-11,22,48.12
2009-12-18,23,50.07
2009-12-25,23,
2010-01-01,24,
2010-01-08,25,52.42
2010-01-15,22,51.55
2010-01-22,20,52.07
2010-01-29,28,50.52
2010-02-05,30,50.54
2010-02-12,20,50.01
2010-02-19,16,54.60
2010-02-26,15,53.29
2010-03-05,15,54.89
2010-03-12,20,53.97
2010-03-19,21,55.45
2010-03-26,22,55.35
2010-04-02,20,
2010-04-09,16,58.01
2010-04-16,34,57.39
2010-04-23,34,56.31
2010-04-30,17,54.98
2010-05-07,30,51.80
2010-05-14,21,53.18
2010-05-21,28,51.88
2010-05-28,19,50.81
2010-06-04,19,49.02
2010-06-11,24,49.93
2010-06-18,30,50.30
2010-06-25,24,48.44
2010-07-02,22,45.81
2010-07-09,15,48.53
2010-07-16,22,48.36
2010-07-23,27,47.51
2010-07-30,18,46.99
2010-08-06,20,48.57
2010-08-13,30,49.39
2010-08-20,23,48.31
2010-08-27,23,47.05
2010-09-03,34,48.86
2010-09-10,33,47.70
2010-09-17,21,49.04
2010-09-24,27,48.64
2010-10-01,19,48.72
2010-10-08,16,48.35
2010-10-15,15,48.74
2010-10-22,29,47.81
2010-10-29,46,49.63
2010-11-05,27,51.88
2010-11-12,30,50.60
2010-11-19,22,51.17
2010-11-26,13,50.73
2010-12-03,24,52.82
2010-12-10,19,54.10
2010-12-17,25,54.26
2010-12-24,19,
2010-12-31,19,55.41
2011-01-07,19,55.26
2011-01-14,27,55.88
2011-01-21,27,52.91
2011-01-28,21,51.69
2011-02-04,16,51.84
2011-02-11,20,52.86
2011-02-18,20,54.55
2011-02-25,13,52.21
2011-03-04,31,51.44
2011-03-11,15,50.95
2011-03-18,14,49.94
2011-03-25,16,50.68
2011-04-01,15,51.69
2011-04-08,23,52.12
2011-04-15,19,51.78
2011-04-22,22,
2011-04-29,24,49.99
2011-05-06,26,48.43
2011-05-13,20,48.24
2011-05-20,18,48.93
2011-05-27,17,48.45
2011-06-03,14,47.23
2011-06-10,14,46.77
2011-06-17,14,46.79
2011-06-24,17,44.98
2011-07-01,19,46.50
2011-07-08,19,45.87
2011-07-15,16,44.29
2011-07-22,26,45.92
2011-07-29,21,44.90
2011-08-05,21,41.30
2011-08-12,17,36.71
2011-08-19,14,34.78
2011-08-26,19,37.23
2011-09-02,23,36.53
2011-09-09,22,35.51
2011-09-16,18,37.00
2011-09-23,15,34.28
2011-09-30,21,34.98
2011-10-07,19,35.67
2011-10-14,15,36.93
2011-10-21,26,39.99
2011-10-28,14,42.02
2011-11-04,16,39.67
2011-11-11,17,40.02
2011-11-18,20,36.94
2011-11-25,18,35.08
2011-12-02,25,38.27
2011-12-09,23,39.74
2011-12-16,11,38.98
2011-12-23,14,40.69
2011-12-30,16,39.66
2012-01-06,16,41.01
2012-01-13,12,42.17
2012-01-20,16,43.07
2012-01-27,14,41.67
2012-02-03,15,44.09
2012-02-10,14,43.63
2012-02-17,27,43.88
2012-02-24,12,43.86
2012-03-02,26,44.93
2012-03-09,21,44.28
2012-03-16,17,47.27
2012-03-23,24,47.26
2012-03-30,20,47.45
2012-04-06,11,
2012-04-13,10,45.70
2012-04-20,31,46.32
2012-04-27,16,47.58
2012-05-04,14,46.61
2012-05-11,17,45.12
2012-05-18,11,43.17
2012-05-25,11,43.49
2012-06-01,12,41.72
2012-06-08,9,43.27
2012-06-15,11,44.35
2012-06-22,15,43.94
2012-06-29,17,46.02
2012-07-06,10,46.49
2012-07-13,17,47.05
2012-07-20,11,45.30
2012-07-27,12,46.25
2012-08-03,20,45.48
2012-08-10,14,46.22
2012-08-17,10,47.24
2012-08-24,18,46.47
2012-08-31,24,46.44
2012-09-07,21,47.99
2012-09-14,22,49.13
2012-09-21,19,47.84
2012-09-28,20,46.42
2012-10-05,13,47.35
2012-10-12,12,46.29
2012-10-19,24,47.10
2012-10-26,18,47.17
2012-11-02,14,47.80
2012-11-09,14,46.64
2012-11-16,14,46.85
2012-11-23,15,48.29
2012-11-30,20,48.02
2012-12-07,14,47.85
2012-12-14,16,47.12
2012-12-21,12,50.16
2012-12-28,14,49.95
2013-01-04,13,53.42
2013-01-11,13,52.57
2013-01-18,20,50.25
2013-01-25,15,51.32
2013-02-01,22,52.05
2013-02-08,12,52.70
2013-02-15,16,53.47
2013-02-22,14,53.23
2013-03-01,17,53.28
2013-03-08,14,54.93
2013-03-15,19,54.55
2013-03-22,22,54.77
2013-03-29,16,
2013-04-05,15,53.76
2013-04-12,24,55.64
2013-04-19,25,52.50
2013-04-26,20,52.89
2013-05-03,13,53.60
2013-05-10,18,54.43
2013-05-17,17,58.27
2013-05-24,16,57.31
2013-05-31,15,58.15
2013-06-07,20,58.23
2013-06-14,14,57.12
2013-06-21,14,57.99
2013-06-28,16,57.90
2013-07-05,20,60.34
2013-07-12,15,61.51
2013-07-19,18,59.14
2013-07-26,18,58.96
2013-08-02,14,59.21
2013-08-09,10,57.86
2013-08-16,15,56.62
2013-08-23,23,57.03
2013-08-30,15,54.87
2013-09-06,14,55.47
2013-09-13,19,54.81
2013-09-20,23,55.64
2013-09-27,21,54.78
2013-10-04,30,53.63
2013-10-11,22,54.79
2013-10-18,21,56.52
2013-10-25,15,56.40
2013-11-01,17,56.58
2013-11-08,21,58.40
2013-11-15,16,57.15
2013-11-22,16,58.10
2013-11-29,14,58.99
2013-12-06,19,58.75
2013-12-13,25,57.58
2013-12-20,17,60.81
2013-12-27,20,61.45
2014-01-03,10,61.30
2014-01-10,14,61.12
2014-01-17,18,60.71
2014-01-24,15,61.13
2014-01-31,16,60.22
2014-02-07,15,60.73
2014-02-14,18,62.25
2014-02-21,20,61.90
2014-02-28,19,61.85
2014-03-07,11,64.02
2014-03-14,21,62.04
2014-03-21,14,65.77
2014-03-28,18,64.91
2014-04-04,21,64.16
2014-04-11,14,60.59
2014-04-18,24,
2014-04-25,13,59.47
2014-05-02,20,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
