Date,CMS Energy,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,8.75
2004-02-13,0,8.90
2004-02-20,0,8.89
2004-02-27,0,9.20
2004-03-05,0,9.13
2004-03-12,0,9.08
2004-03-19,0,8.87
2004-03-26,0,8.76
2004-04-02,0,9.17
2004-04-09,0,
2004-04-16,0,8.83
2004-04-23,0,8.85
2004-04-30,0,8.31
2004-05-07,0,7.95
2004-05-14,0,8.01
2004-05-21,0,8.01
2004-05-28,0,8.62
2004-06-04,0,8.38
2004-06-11,0,
2004-06-18,0,8.80
2004-06-25,0,9.18
2004-07-02,0,8.97
2004-07-09,0,8.87
2004-07-16,0,8.84
2004-07-23,0,8.83
2004-07-30,0,9.03
2004-08-06,0,8.75
2004-08-13,0,8.81
2004-08-20,0,9.25
2004-08-27,0,9.44
2004-09-03,0,9.60
2004-09-10,0,9.65
2004-09-17,0,9.56
2004-09-24,0,9.49
2004-10-01,0,9.35
2004-10-08,0,9.36
2004-10-15,0,9.15
2004-10-22,0,9.07
2004-10-29,0,9.36
2004-11-05,0,9.99
2004-11-12,0,10.27
2004-11-19,0,10.02
2004-11-26,0,10.32
2004-12-03,0,10.24
2004-12-10,0,10.09
2004-12-17,0,10.20
2004-12-24,0,
2004-12-31,0,10.45
2005-01-07,0,10.02
2005-01-14,0,9.86
2005-01-21,0,9.97
2005-01-28,0,10.35
2005-02-04,0,11.36
2005-02-11,0,11.81
2005-02-18,0,12.30
2005-02-25,0,12.38
2005-03-04,0,13.05
2005-03-11,0,13.02
2005-03-18,0,13.20
2005-03-25,0,
2005-04-01,0,12.99
2005-04-08,0,13.13
2005-04-15,0,12.61
2005-04-22,0,12.86
2005-04-29,100,12.92
2005-05-06,0,13.00
2005-05-13,0,12.77
2005-05-20,0,13.09
2005-05-27,0,13.23
2005-06-03,0,13.74
2005-06-10,0,14.34
2005-06-17,0,14.57
2005-06-24,0,15.04
2005-07-01,0,15.10
2005-07-08,0,15.47
2005-07-15,0,15.50
2005-07-22,0,15.34
2005-07-29,0,15.84
2005-08-05,0,15.73
2005-08-12,0,15.67
2005-08-19,0,16.05
2005-08-26,0,16.01
2005-09-02,0,16.08
2005-09-09,0,16.71
2005-09-16,0,16.58
2005-09-23,0,15.79
2005-09-30,0,16.45
2005-10-07,0,15.59
2005-10-14,0,15.00
2005-10-21,0,14.49
2005-10-28,0,14.67
2005-11-04,0,13.84
2005-11-11,0,13.68
2005-11-18,0,13.81
2005-11-25,0,13.96
2005-12-02,0,14.04
2005-12-09,0,14.24
2005-12-16,0,14.83
2005-12-23,0,14.75
2005-12-30,0,14.51
2006-01-06,0,14.62
2006-01-13,0,14.80
2006-01-20,0,15.00
2006-01-27,0,14.80
2006-02-03,0,14.26
2006-02-10,0,14.32
2006-02-17,0,14.56
2006-02-24,63,14.23
2006-03-03,56,14.14
2006-03-10,60,13.69
2006-03-17,54,13.85
2006-03-24,54,13.32
2006-03-31,54,12.95
2006-04-07,54,12.91
2006-04-14,56,
2006-04-21,57,13.57
2006-04-28,59,13.32
2006-05-05,53,13.13
2006-05-12,53,12.51
2006-05-19,0,12.92
2006-05-26,0,12.82
2006-06-02,0,13.02
2006-06-09,0,12.91
2006-06-16,0,12.85
2006-06-23,0,12.70
2006-06-30,0,12.94
2006-07-07,0,13.01
2006-07-14,0,13.13
2006-07-21,0,13.73
2006-07-28,0,14.09
2006-08-04,0,14.00
2006-08-11,0,14.03
2006-08-18,0,14.18
2006-08-25,0,14.29
2006-09-01,0,14.77
2006-09-08,0,14.52
2006-09-15,0,14.44
2006-09-22,0,14.22
2006-09-29,0,14.44
2006-10-06,0,14.72
2006-10-13,0,14.84
2006-10-20,0,15.25
2006-10-27,0,15.12
2006-11-03,0,14.98
2006-11-10,55,15.25
2006-11-17,0,15.25
2006-11-24,0,15.26
2006-12-01,0,16.16
2006-12-08,0,16.12
2006-12-15,0,16.68
2006-12-22,0,16.71
2006-12-29,0,16.70
2007-01-05,0,16.47
2007-01-12,0,16.00
2007-01-19,0,16.23
2007-01-26,46,16.71
2007-02-02,51,16.90
2007-02-09,55,17.52
2007-02-16,55,17.52
2007-02-23,55,17.90
2007-03-02,55,17.07
2007-03-09,55,17.29
2007-03-16,51,17.03
2007-03-23,56,17.69
2007-03-30,62,17.80
2007-04-06,41,
2007-04-13,35,18.31
2007-04-20,35,18.73
2007-04-27,46,18.53
2007-05-04,46,18.81
2007-05-11,32,18.35
2007-05-18,32,18.74
2007-05-25,36,17.89
2007-06-01,39,18.25
2007-06-08,42,17.35
2007-06-15,46,17.65
2007-06-22,49,16.78
2007-06-29,50,17.20
2007-07-06,52,17.50
2007-07-13,53,17.65
2007-07-20,54,17.55
2007-07-27,56,16.00
2007-08-03,33,15.80
2007-08-10,33,15.51
2007-08-17,32,15.95
2007-08-24,34,16.53
2007-08-31,36,16.32
2007-09-07,37,15.85
2007-09-14,38,16.27
2007-09-21,29,16.61
2007-09-28,29,16.82
2007-10-05,29,16.88
2007-10-12,32,16.58
2007-10-19,36,16.06
2007-10-26,0,16.73
2007-11-02,0,16.67
2007-11-09,0,16.39
2007-11-16,0,16.63
2007-11-23,0,17.17
2007-11-30,0,17.43
2007-12-07,0,17.88
2007-12-14,0,17.54
2007-12-21,33,17.76
2007-12-28,30,17.64
2008-01-04,30,16.97
2008-01-11,30,16.91
2008-01-18,30,15.77
2008-01-25,30,15.22
2008-02-01,30,16.07
2008-02-08,30,15.70
2008-02-15,30,15.70
2008-02-22,30,15.44
2008-02-29,31,14.39
2008-03-07,26,13.76
2008-03-14,23,13.45
2008-03-21,30,
2008-03-28,33,13.46
2008-04-04,0,14.29
2008-04-11,0,14.15
2008-04-18,0,14.57
2008-04-25,0,14.40
2008-05-02,0,15.11
2008-05-09,24,15.02
2008-05-16,0,15.23
2008-05-23,0,15.07
2008-05-30,0,15.59
2008-06-06,0,15.37
2008-06-13,0,15.71
2008-06-20,0,15.32
2008-06-27,0,14.58
2008-07-04,29,
2008-07-11,29,14.06
2008-07-18,29,13.63
2008-07-25,29,13.52
2008-08-01,29,13.22
2008-08-08,29,13.65
2008-08-15,26,13.25
2008-08-22,26,13.16
2008-08-29,26,13.57
2008-09-05,26,13.34
2008-09-12,0,13.79
2008-09-19,0,12.90
2008-09-26,0,12.92
2008-10-03,0,11.95
2008-10-10,0,9.09
2008-10-17,0,10.14
2008-10-24,20,10.05
2008-10-31,25,10.25
2008-11-07,26,10.26
2008-11-14,27,10.76
2008-11-21,29,9.57
2008-11-28,25,10.16
2008-12-05,25,9.84
2008-12-12,26,9.90
2008-12-19,27,9.72
2008-12-26,29,9.45
2009-01-02,31,10.45
2009-01-09,18,11.18
2009-01-16,18,11.26
2009-01-23,25,12.02
2009-01-30,28,11.75
2009-02-06,27,12.09
2009-02-13,27,11.46
2009-02-20,32,10.41
2009-02-27,0,11.06
2009-03-06,0,10.87
2009-03-13,0,11.28
2009-03-20,0,11.82
2009-03-27,0,11.90
2009-04-03,19,12.20
2009-04-10,18,
2009-04-17,21,11.94
2009-04-24,24,11.59
2009-05-01,26,12.00
2009-05-08,23,11.91
2009-05-15,22,11.24
2009-05-22,22,11.00
2009-05-29,22,11.34
2009-06-05,20,11.78
2009-06-12,20,12.30
2009-06-19,20,12.05
2009-06-26,25,11.98
2009-07-03,26,
2009-07-10,27,11.87
2009-07-17,28,12.29
2009-07-24,22,12.87
2009-07-31,17,12.94
2009-08-07,23,12.91
2009-08-14,24,13.21
2009-08-21,0,13.57
2009-08-28,0,13.64
2009-09-04,0,12.99
2009-09-11,0,12.99
2009-09-18,0,13.43
2009-09-25,16,13.35
2009-10-02,21,13.21
2009-10-09,22,13.47
2009-10-16,18,13.75
2009-10-23,27,13.59
2009-10-30,19,13.30
2009-11-06,19,13.53
2009-11-13,17,14.37
2009-11-20,15,14.05
2009-11-27,19,14.14
2009-12-04,23,14.86
2009-12-11,18,15.46
2009-12-18,18,15.67
2009-12-25,18,
2010-01-01,18,
2010-01-08,18,15.55
2010-01-15,18,15.69
2010-01-22,20,15.22
2010-01-29,17,15.17
2010-02-05,16,14.81
2010-02-12,22,14.83
2010-02-19,28,15.58
2010-02-26,17,15.27
2010-03-05,23,15.69
2010-03-12,20,15.71
2010-03-19,22,15.82
2010-03-26,17,15.53
2010-04-02,15,
2010-04-09,15,15.90
2010-04-16,21,15.72
2010-04-23,29,16.38
2010-04-30,17,16.26
2010-05-07,24,15.07
2010-05-14,22,15.56
2010-05-21,23,14.78
2010-05-28,18,14.68
2010-06-04,21,14.26
2010-06-11,18,14.91
2010-06-18,21,15.54
2010-06-25,23,15.18
2010-07-02,25,14.68
2010-07-09,21,15.67
2010-07-16,13,15.62
2010-07-23,23,16.06
2010-07-30,23,15.92
2010-08-06,14,16.89
2010-08-13,18,17.36
2010-08-20,17,17.04
2010-08-27,15,17.76
2010-09-03,21,17.79
2010-09-10,27,17.70
2010-09-17,26,17.73
2010-09-24,18,18.06
2010-10-01,24,18.22
2010-10-08,18,18.84
2010-10-15,17,18.81
2010-10-22,17,18.69
2010-10-29,17,18.38
2010-11-05,22,18.38
2010-11-12,26,17.84
2010-11-19,29,17.83
2010-11-26,14,17.88
2010-12-03,14,18.62
2010-12-10,14,18.76
2010-12-17,14,19.09
2010-12-24,15,
2010-12-31,15,18.60
2011-01-07,19,18.91
2011-01-14,14,19.00
2011-01-21,11,19.13
2011-01-28,15,19.34
2011-02-04,18,19.35
2011-02-11,16,19.27
2011-02-18,17,19.62
2011-02-25,13,19.13
2011-03-04,17,19.17
2011-03-11,11,19.23
2011-03-18,13,18.91
2011-03-25,13,19.13
2011-04-01,16,19.70
2011-04-08,15,19.26
2011-04-15,15,19.28
2011-04-22,12,
2011-04-29,21,19.80
2011-05-06,13,20.15
2011-05-13,19,20.21
2011-05-20,11,20.28
2011-05-27,13,19.70
2011-06-03,15,19.74
2011-06-10,12,19.46
2011-06-17,10,19.68
2011-06-24,17,19.50
2011-07-01,14,20.11
2011-07-08,11,20.06
2011-07-15,16,19.70
2011-07-22,15,19.93
2011-07-29,13,19.14
2011-08-05,13,18.27
2011-08-12,14,18.24
2011-08-19,10,18.88
2011-08-26,10,19.23
2011-09-02,14,19.30
2011-09-09,14,18.81
2011-09-16,15,20.31
2011-09-23,13,19.66
2011-09-30,17,19.79
2011-10-07,19,19.82
2011-10-14,14,20.48
2011-10-21,11,20.97
2011-10-28,17,21.11
2011-11-04,12,20.59
2011-11-11,13,21.21
2011-11-18,15,20.88
2011-11-25,15,19.71
2011-12-02,22,20.79
2011-12-09,17,20.75
2011-12-16,16,20.87
2011-12-23,12,22.02
2011-12-30,9,22.08
2012-01-06,12,21.63
2012-01-13,14,21.91
2012-01-20,16,21.48
2012-01-27,13,22.09
2012-02-03,17,22.03
2012-02-10,25,21.63
2012-02-17,11,21.54
2012-02-24,16,21.68
2012-03-02,25,21.41
2012-03-09,17,21.89
2012-03-16,14,21.65
2012-03-23,10,21.91
2012-03-30,9,22.00
2012-04-06,15,
2012-04-13,17,21.54
2012-04-20,11,22.30
2012-04-27,14,22.83
2012-05-04,17,22.47
2012-05-11,17,22.84
2012-05-18,10,22.68
2012-05-25,12,23.12
2012-06-01,11,23.07
2012-06-08,14,23.56
2012-06-15,14,23.74
2012-06-22,15,23.24
2012-06-29,18,23.50
2012-07-06,14,23.68
2012-07-13,9,24.32
2012-07-20,15,24.54
2012-07-27,8,24.80
2012-08-03,8,24.19
2012-08-10,9,23.89
2012-08-17,14,23.38
2012-08-24,17,22.86
2012-08-31,14,23.07
2012-09-07,11,23.34
2012-09-14,11,23.19
2012-09-21,13,23.14
2012-09-28,13,23.55
2012-10-05,14,23.82
2012-10-12,8,23.67
2012-10-19,11,24.30
2012-10-26,13,24.22
2012-11-02,12,23.98
2012-11-09,9,23.00
2012-11-16,15,23.22
2012-11-23,13,23.52
2012-11-30,11,24.43
2012-12-07,10,24.67
2012-12-14,13,24.03
2012-12-21,17,24.54
2012-12-28,12,24.05
2013-01-04,12,25.10
2013-01-11,10,24.89
2013-01-18,14,25.09
2013-01-25,12,25.23
2013-02-01,14,25.83
2013-02-08,10,25.66
2013-02-15,6,25.77
2013-02-22,14,26.40
2013-03-01,9,26.45
2013-03-08,10,27.08
2013-03-15,14,27.44
2013-03-22,11,27.33
2013-03-29,15,
2013-04-05,14,28.21
2013-04-12,17,28.73
2013-04-19,14,29.09
2013-04-26,12,29.43
2013-05-03,15,29.39
2013-05-10,13,28.42
2013-05-17,11,29.10
2013-05-24,15,27.53
2013-05-31,16,26.95
2013-06-07,11,27.04
2013-06-14,16,27.40
2013-06-21,13,26.40
2013-06-28,9,27.17
2013-07-05,8,26.70
2013-07-12,11,27.92
2013-07-19,12,28.48
2013-07-26,11,28.20
2013-08-02,8,28.52
2013-08-09,9,27.96
2013-08-16,8,26.87
2013-08-23,8,26.94
2013-08-30,9,26.53
2013-09-06,6,25.98
2013-09-13,12,26.19
2013-09-20,11,26.59
2013-09-27,14,26.21
2013-10-04,11,26.03
2013-10-11,12,27.06
2013-10-18,12,27.32
2013-10-25,17,28.03
2013-11-01,9,27.62
2013-11-08,13,27.28
2013-11-15,13,27.61
2013-11-22,8,27.31
2013-11-29,9,26.54
2013-12-06,13,26.49
2013-12-13,10,26.21
2013-12-20,14,26.92
2013-12-27,12,26.69
2014-01-03,10,26.29
2014-01-10,8,27.11
2014-01-17,12,26.43
2014-01-24,14,26.54
2014-01-31,11,27.79
2014-02-07,13,27.23
2014-02-14,9,28.53
2014-02-21,11,28.48
2014-02-28,12,28.43
2014-03-07,12,27.98
2014-03-14,14,28.80
2014-03-21,9,28.58
2014-03-28,11,28.83
2014-04-04,10,29.38
2014-04-11,9,29.45
2014-04-18,6,
2014-04-25,9,30.39
2014-05-02,0,
