Date,buy MON,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,32.29
2004-02-13,0,31.25
2004-02-20,0,31.91
2004-02-27,0,33.04
2004-03-05,0,34.35
2004-03-12,0,34.59
2004-03-19,0,34.25
2004-03-26,0,34.43
2004-04-02,0,36.50
2004-04-09,0,
2004-04-16,0,36.17
2004-04-23,0,36.45
2004-04-30,0,34.59
2004-05-07,0,32.99
2004-05-14,0,32.92
2004-05-21,0,33.08
2004-05-28,0,34.50
2004-06-04,0,35.10
2004-06-11,0,
2004-06-18,0,35.42
2004-06-25,0,35.48
2004-07-02,0,36.99
2004-07-09,0,36.89
2004-07-16,0,36.58
2004-07-23,0,36.55
2004-07-30,0,36.26
2004-08-06,0,35.31
2004-08-13,0,35.68
2004-08-20,0,36.32
2004-08-27,0,36.67
2004-09-03,0,37.31
2004-09-10,0,36.63
2004-09-17,0,35.42
2004-09-24,0,34.60
2004-10-01,0,36.53
2004-10-08,0,37.92
2004-10-15,0,38.38
2004-10-22,0,39.07
2004-10-29,0,42.75
2004-11-05,0,42.70
2004-11-12,0,44.61
2004-11-19,0,44.80
2004-11-26,0,45.61
2004-12-03,0,47.16
2004-12-10,0,49.85
2004-12-17,0,51.44
2004-12-24,0,
2004-12-31,0,55.55
2005-01-07,0,53.32
2005-01-14,0,55.40
2005-01-21,0,57.72
2005-01-28,0,52.20
2005-02-04,0,57.41
2005-02-11,0,56.89
2005-02-18,0,55.77
2005-02-25,0,59.16
2005-03-04,0,61.63
2005-03-11,0,60.89
2005-03-18,0,60.38
2005-03-25,0,
2005-04-01,0,64.66
2005-04-08,0,61.45
2005-04-15,0,56.28
2005-04-22,0,58.58
2005-04-29,0,58.62
2005-05-06,0,60.64
2005-05-13,0,59.96
2005-05-20,0,58.00
2005-05-27,0,58.32
2005-06-03,0,58.92
2005-06-10,0,63.76
2005-06-17,0,67.60
2005-06-24,0,66.14
2005-07-01,0,62.38
2005-07-08,0,62.85
2005-07-15,0,63.20
2005-07-22,0,66.64
2005-07-29,0,67.37
2005-08-05,0,67.29
2005-08-12,0,64.91
2005-08-19,0,64.97
2005-08-26,0,63.92
2005-09-02,0,63.00
2005-09-09,0,65.98
2005-09-16,0,63.53
2005-09-23,0,59.99
2005-09-30,0,62.75
2005-10-07,0,58.37
2005-10-14,0,60.02
2005-10-21,0,59.13
2005-10-28,0,60.55
2005-11-04,0,63.44
2005-11-11,0,69.82
2005-11-18,0,73.47
2005-11-25,0,73.80
2005-12-02,0,75.35
2005-12-09,0,77.26
2005-12-16,0,75.61
2005-12-23,0,78.08
2005-12-30,0,77.53
2006-01-06,0,81.55
2006-01-13,0,79.30
2006-01-20,0,80.00
2006-01-27,0,82.54
2006-02-03,0,83.99
2006-02-10,0,82.14
2006-02-17,0,83.47
2006-02-24,0,84.64
2006-03-03,0,87.31
2006-03-10,0,83.92
2006-03-17,0,85.00
2006-03-24,0,80.71
2006-03-31,0,84.75
2006-04-07,0,86.24
2006-04-14,0,
2006-04-21,0,88.49
2006-04-28,0,83.40
2006-05-05,0,88.48
2006-05-12,0,83.28
2006-05-19,0,83.26
2006-05-26,0,83.89
2006-06-02,0,84.90
2006-06-09,0,78.80
2006-06-16,0,77.91
2006-06-23,0,77.46
2006-06-30,0,84.19
2006-07-07,0,84.44
2006-07-14,0,83.31
2006-07-21,0,82.03
2006-07-28,0,87.04
2006-08-04,0,45.43
2006-08-11,0,45.01
2006-08-18,0,47.06
2006-08-25,0,46.98
2006-09-01,0,48.24
2006-09-08,0,46.93
2006-09-15,0,44.24
2006-09-22,0,46.96
2006-09-29,0,47.01
2006-10-06,0,47.19
2006-10-13,0,45.90
2006-10-20,0,44.73
2006-10-27,0,44.28
2006-11-03,0,44.15
2006-11-10,0,45.53
2006-11-17,0,46.80
2006-11-24,0,48.70
2006-12-01,0,47.72
2006-12-08,0,48.08
2006-12-15,0,50.94
2006-12-22,0,51.37
2006-12-29,0,52.53
2007-01-05,0,51.22
2007-01-12,0,51.15
2007-01-19,0,54.31
2007-01-26,0,55.64
2007-02-02,0,55.55
2007-02-09,0,54.22
2007-02-16,0,55.65
2007-02-23,0,55.74
2007-03-02,0,50.92
2007-03-09,0,54.03
2007-03-16,0,51.55
2007-03-23,0,54.83
2007-03-30,0,54.96
2007-04-06,0,
2007-04-13,0,58.38
2007-04-20,0,59.22
2007-04-27,0,60.30
2007-05-04,0,59.47
2007-05-11,0,58.55
2007-05-18,0,61.83
2007-05-25,0,60.52
2007-06-01,0,62.23
2007-06-08,0,60.44
2007-06-15,0,64.86
2007-06-22,0,67.55
2007-06-29,0,67.54
2007-07-06,0,66.84
2007-07-13,0,70.06
2007-07-20,0,69.04
2007-07-27,0,63.45
2007-08-03,0,64.08
2007-08-10,0,68.26
2007-08-17,0,63.09
2007-08-24,0,67.99
2007-08-31,0,69.74
2007-09-07,0,69.90
2007-09-14,0,73.50
2007-09-21,0,78.81
2007-09-28,0,85.74
2007-10-05,0,86.93
2007-10-12,0,93.54
2007-10-19,0,88.23
2007-10-26,0,94.28
2007-11-02,0,94.43
2007-11-09,0,96.73
2007-11-16,0,94.28
2007-11-23,0,90.41
2007-11-30,0,99.37
2007-12-07,0,106.24
2007-12-14,0,104.50
2007-12-21,0,111.31
2007-12-28,0,111.25
2008-01-04,0,119.63
2008-01-11,0,120.63
2008-01-18,89,105.75
2008-01-25,0,108.13
2008-02-01,0,114.60
2008-02-08,0,109.92
2008-02-15,0,115.35
2008-02-22,0,116.67
2008-02-29,0,115.68
2008-03-07,0,106.46
2008-03-14,0,108.79
2008-03-21,0,
2008-03-28,0,114.30
2008-04-04,0,119.30
2008-04-11,0,121.12
2008-04-18,0,129.19
2008-04-25,0,125.48
2008-05-02,0,115.22
2008-05-09,0,119.71
2008-05-16,0,125.11
2008-05-23,0,121.45
2008-05-30,0,127.40
2008-06-06,0,135.76
2008-06-13,0,137.26
2008-06-20,0,139.95
2008-06-27,0,128.34
2008-07-04,0,
2008-07-11,0,119.26
2008-07-18,0,111.84
2008-07-25,0,116.09
2008-08-01,0,114.83
2008-08-08,0,107.66
2008-08-15,0,112.46
2008-08-22,0,118.07
2008-08-29,0,114.25
2008-09-05,0,107.19
2008-09-12,0,111.76
2008-09-19,0,118.41
2008-09-26,0,106.06
2008-10-03,0,83.26
2008-10-10,0,78.66
2008-10-17,0,80.00
2008-10-24,0,71.95
2008-10-31,0,88.98
2008-11-07,0,88.12
2008-11-14,0,74.10
2008-11-21,0,67.41
2008-11-28,0,79.20
2008-12-05,0,74.92
2008-12-12,0,69.73
2008-12-19,0,71.63
2008-12-26,0,67.72
2009-01-02,0,73.72
2009-01-09,0,81.14
2009-01-16,0,79.61
2009-01-23,0,78.91
2009-01-30,0,76.06
2009-02-06,0,83.96
2009-02-13,0,79.41
2009-02-20,0,79.68
2009-02-27,0,76.27
2009-03-06,0,71.65
2009-03-13,0,79.11
2009-03-20,0,80.35
2009-03-27,0,86.24
2009-04-03,0,81.26
2009-04-10,0,
2009-04-17,0,81.06
2009-04-24,0,81.12
2009-05-01,0,85.25
2009-05-08,0,86.42
2009-05-15,0,89.95
2009-05-22,0,86.61
2009-05-29,0,82.15
2009-06-05,0,81.98
2009-06-12,0,86.54
2009-06-19,77,80.73
2009-06-26,74,75.25
2009-07-03,74,
2009-07-10,74,71.34
2009-07-17,0,75.41
2009-07-24,0,84.16
2009-07-31,0,84.00
2009-08-07,0,83.33
2009-08-14,0,81.24
2009-08-21,0,83.78
2009-08-28,0,83.00
2009-09-04,0,82.24
2009-09-11,0,78.03
2009-09-18,0,79.92
2009-09-25,0,76.18
2009-10-02,0,74.93
2009-10-09,0,75.77
2009-10-16,0,76.80
2009-10-23,0,75.23
2009-10-30,53,67.18
2009-11-06,63,69.14
2009-11-13,73,73.58
2009-11-20,59,80.08
2009-11-27,59,79.50
2009-12-04,62,83.44
2009-12-11,0,82.84
2009-12-18,0,80.52
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,86.65
2010-01-15,0,81.16
2010-01-22,0,77.89
2010-01-29,0,75.88
2010-02-05,48,76.74
2010-02-12,0,75.82
2010-02-19,0,77.75
2010-02-26,0,70.65
2010-03-05,0,72.50
2010-03-12,0,72.35
2010-03-19,0,72.20
2010-03-26,0,71.10
2010-04-02,0,
2010-04-09,0,68.85
2010-04-16,47,64.73
2010-04-23,56,65.66
2010-04-30,0,63.06
2010-05-07,0,59.09
2010-05-14,0,54.61
2010-05-21,0,54.95
2010-05-28,0,50.87
2010-06-04,50,49.02
2010-06-11,0,51.23
2010-06-18,0,50.39
2010-06-25,0,48.27
2010-07-02,0,46.54
2010-07-09,0,51.21
2010-07-16,0,56.20
2010-07-23,0,58.37
2010-07-30,0,57.84
2010-08-06,61,60.60
2010-08-13,48,57.29
2010-08-20,48,57.73
2010-08-27,48,56.56
2010-09-03,48,55.79
2010-09-10,48,57.23
2010-09-17,53,56.23
2010-09-24,59,55.38
2010-10-01,45,48.26
2010-10-08,45,50.87
2010-10-15,49,56.78
2010-10-22,52,57.15
2010-10-29,51,59.42
2010-11-05,51,62.27
2010-11-12,51,62.15
2010-11-19,51,59.45
2010-11-26,76,59.53
2010-12-03,100,62.82
2010-12-10,43,60.95
2010-12-17,62,64.60
2010-12-24,65,
2010-12-31,58,69.64
2011-01-07,39,71.79
2011-01-14,66,74.33
2011-01-21,47,70.11
2011-01-28,47,71.54
2011-02-04,49,74.66
2011-02-11,58,75.05
2011-02-18,35,72.39
2011-02-25,35,72.21
2011-03-04,42,73.06
2011-03-11,50,67.51
2011-03-18,39,67.84
2011-03-25,46,70.76
2011-04-01,39,73.17
2011-04-08,36,66.22
2011-04-15,43,67.33
2011-04-22,49,
2011-04-29,51,68.04
2011-05-06,53,65.27
2011-05-13,39,63.79
2011-05-20,39,66.33
2011-05-27,53,69.64
2011-06-03,58,68.79
2011-06-10,52,68.77
2011-06-17,35,65.85
2011-06-24,39,65.96
2011-07-01,46,72.65
2011-07-08,40,75.17
2011-07-15,40,74.06
2011-07-22,46,75.41
2011-07-29,39,73.48
2011-08-05,46,67.15
2011-08-12,63,69.85
2011-08-19,63,66.00
2011-08-26,47,70.68
2011-09-02,45,65.80
2011-09-09,45,65.01
2011-09-16,48,69.77
2011-09-23,53,63.64
2011-09-30,58,60.04
2011-10-07,48,70.93
2011-10-14,33,74.40
2011-10-21,41,74.83
2011-10-28,49,76.43
2011-11-04,57,72.50
2011-11-11,65,75.10
2011-11-18,66,71.39
2011-11-25,68,67.71
2011-12-02,57,70.42
2011-12-09,63,71.23
2011-12-16,42,68.14
2011-12-23,79,70.98
2011-12-30,46,70.07
2012-01-06,39,77.51
2012-01-13,43,79.59
2012-01-20,40,80.05
2012-01-27,48,80.53
2012-02-03,28,82.15
2012-02-10,48,77.34
2012-02-17,65,79.34
2012-02-24,39,79.52
2012-03-02,37,80.73
2012-03-09,31,79.29
2012-03-16,30,78.81
2012-03-23,36,78.44
2012-03-30,38,79.76
2012-04-06,39,
2012-04-13,40,77.07
2012-04-20,47,77.16
2012-04-27,41,77.84
2012-05-04,28,73.60
2012-05-11,44,72.45
2012-05-18,28,69.89
2012-05-25,31,73.56
2012-06-01,36,76.17
2012-06-08,41,79.40
2012-06-15,41,78.70
2012-06-22,55,78.45
2012-06-29,47,82.78
2012-07-06,48,82.09
2012-07-13,38,83.86
2012-07-20,33,87.52
2012-07-27,31,86.88
2012-08-03,42,87.04
2012-08-10,34,86.74
2012-08-17,40,87.87
2012-08-24,37,85.34
2012-08-31,46,87.11
2012-09-07,46,89.39
2012-09-14,48,88.97
2012-09-21,34,90.92
2012-09-28,36,91.02
2012-10-05,57,91.16
2012-10-12,41,88.57
2012-10-19,27,88.69
2012-10-26,28,86.60
2012-11-02,42,85.87
2012-11-09,40,86.43
2012-11-16,54,85.23
2012-11-23,65,90.58
2012-11-30,79,91.59
2012-12-07,38,90.69
2012-12-14,46,89.13
2012-12-21,52,92.55
2012-12-28,60,93.08
2013-01-04,36,96.11
2013-01-11,37,100.08
2013-01-18,34,102.47
2013-01-25,49,103.45
2013-02-01,36,102.27
2013-02-08,41,101.15
2013-02-15,34,103.51
2013-02-22,60,99.98
2013-03-01,55,101.66
2013-03-08,27,103.35
2013-03-15,44,104.24
2013-03-22,22,101.32
2013-03-29,39,
2013-04-05,40,105.10
2013-04-12,26,105.45
2013-04-19,38,103.22
2013-04-26,38,104.68
2013-05-03,43,107.28
2013-05-10,43,108.12
2013-05-17,31,108.38
2013-05-24,33,104.83
2013-05-31,29,100.64
2013-06-07,33,101.65
2013-06-14,44,105.63
2013-06-21,40,103.19
2013-06-28,29,98.80
2013-07-05,27,98.71
2013-07-12,39,102.95
2013-07-19,26,104.16
2013-07-26,36,100.51
2013-08-02,31,97.46
2013-08-09,32,96.25
2013-08-16,32,94.99
2013-08-23,29,96.22
2013-08-30,29,97.89
2013-09-06,30,99.89
2013-09-13,44,104.18
2013-09-20,36,106.05
2013-09-27,30,105.61
2013-10-04,48,105.63
2013-10-11,36,106.58
2013-10-18,53,105.74
2013-10-25,41,108.00
2013-11-01,36,105.15
2013-11-08,32,107.22
2013-11-15,41,111.06
2013-11-22,61,113.86
2013-11-29,62,113.33
2013-12-06,50,111.75
2013-12-13,55,110.66
2013-12-20,48,113.73
2013-12-27,60,115.39
2014-01-03,28,116.35
2014-01-10,52,113.06
2014-01-17,55,113.11
2014-01-24,27,107.94
2014-01-31,43,106.55
2014-02-07,22,110.75
2014-02-14,27,109.49
2014-02-21,44,112.45
2014-02-28,42,110.02
2014-03-07,21,114.08
2014-03-14,49,113.21
2014-03-21,54,113.28
2014-03-28,40,112.32
2014-04-04,44,114.28
2014-04-11,27,110.90
2014-04-18,43,
2014-04-25,30,109.67
2014-05-02,0,
