Date,buy CERN,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,46.09
2004-02-13,0,44.05
2004-02-20,0,43.45
2004-02-27,0,44.76
2004-03-05,0,47.63
2004-03-12,0,45.49
2004-03-19,0,43.64
2004-03-26,0,45.23
2004-04-02,0,44.81
2004-04-09,0,
2004-04-16,0,45.05
2004-04-23,0,45.28
2004-04-30,0,42.82
2004-05-07,0,42.10
2004-05-14,0,41.95
2004-05-21,0,39.89
2004-05-28,0,42.78
2004-06-04,0,42.12
2004-06-11,0,
2004-06-18,0,44.42
2004-06-25,0,45.03
2004-07-02,0,42.74
2004-07-09,0,43.17
2004-07-16,0,43.18
2004-07-23,0,44.26
2004-07-30,0,45.00
2004-08-06,0,44.94
2004-08-13,0,43.55
2004-08-20,0,46.05
2004-08-27,0,45.22
2004-09-03,0,43.93
2004-09-10,0,44.08
2004-09-17,0,44.79
2004-09-24,0,42.99
2004-10-01,0,44.61
2004-10-08,0,45.02
2004-10-15,0,46.06
2004-10-22,0,44.37
2004-10-29,0,45.15
2004-11-05,0,46.80
2004-11-12,0,48.92
2004-11-19,0,50.82
2004-11-26,0,52.65
2004-12-03,0,51.73
2004-12-10,0,51.17
2004-12-17,0,52.76
2004-12-24,0,
2004-12-31,0,53.17
2005-01-07,0,49.20
2005-01-14,0,48.76
2005-01-21,0,48.44
2005-01-28,0,49.11
2005-02-04,0,52.67
2005-02-11,0,51.43
2005-02-18,0,50.56
2005-02-25,0,52.10
2005-03-04,0,53.00
2005-03-11,0,50.67
2005-03-18,0,49.89
2005-03-25,0,
2005-04-01,0,51.95
2005-04-08,0,55.50
2005-04-15,0,56.18
2005-04-22,0,59.79
2005-04-29,0,58.05
2005-05-06,0,61.47
2005-05-13,0,61.82
2005-05-20,0,63.37
2005-05-27,0,65.80
2005-06-03,0,62.81
2005-06-10,0,63.66
2005-06-17,0,62.81
2005-06-24,0,64.69
2005-07-01,0,67.72
2005-07-08,0,69.75
2005-07-15,0,69.64
2005-07-22,0,75.01
2005-07-29,0,75.42
2005-08-05,0,77.20
2005-08-12,0,78.55
2005-08-19,0,77.16
2005-08-26,0,77.97
2005-09-02,0,78.80
2005-09-09,0,83.00
2005-09-16,0,82.25
2005-09-23,0,81.59
2005-09-30,0,86.93
2005-10-07,0,83.65
2005-10-14,0,86.51
2005-10-21,0,85.75
2005-10-28,0,83.44
2005-11-04,0,88.12
2005-11-11,0,89.09
2005-11-18,0,96.00
2005-11-25,0,97.13
2005-12-02,0,96.61
2005-12-09,0,96.11
2005-12-16,0,86.68
2005-12-23,0,93.60
2005-12-30,0,90.91
2006-01-06,0,94.37
2006-01-13,0,46.27
2006-01-20,0,46.06
2006-01-27,0,44.80
2006-02-03,0,44.11
2006-02-10,0,42.96
2006-02-17,0,43.63
2006-02-24,0,41.80
2006-03-03,0,44.35
2006-03-10,0,43.62
2006-03-17,0,47.11
2006-03-24,0,46.68
2006-03-31,0,47.45
2006-04-07,0,46.26
2006-04-14,0,
2006-04-21,0,42.58
2006-04-28,0,39.65
2006-05-05,0,41.40
2006-05-12,0,37.10
2006-05-19,0,37.43
2006-05-26,0,36.61
2006-06-02,0,38.38
2006-06-09,0,38.07
2006-06-16,0,38.62
2006-06-23,0,38.08
2006-06-30,0,37.11
2006-07-07,0,36.99
2006-07-14,0,34.00
2006-07-21,0,39.00
2006-07-28,0,39.73
2006-08-04,0,42.00
2006-08-11,0,43.84
2006-08-18,0,46.25
2006-08-25,0,44.92
2006-09-01,0,46.39
2006-09-08,0,45.19
2006-09-15,0,46.33
2006-09-22,0,45.63
2006-09-29,0,45.40
2006-10-06,0,46.46
2006-10-13,0,46.63
2006-10-20,0,46.95
2006-10-27,0,47.66
2006-11-03,0,49.09
2006-11-10,0,49.03
2006-11-17,0,49.07
2006-11-24,0,48.20
2006-12-01,0,47.40
2006-12-08,0,47.67
2006-12-15,0,48.29
2006-12-22,0,46.03
2006-12-29,0,45.50
2007-01-05,0,45.46
2007-01-12,0,46.88
2007-01-19,0,46.02
2007-01-26,0,46.55
2007-02-02,0,50.61
2007-02-09,0,49.85
2007-02-16,0,52.27
2007-02-23,0,54.27
2007-03-02,0,50.67
2007-03-09,0,53.81
2007-03-16,0,55.64
2007-03-23,0,55.64
2007-03-30,0,54.45
2007-04-06,0,
2007-04-13,0,55.43
2007-04-20,0,55.09
2007-04-27,0,54.12
2007-05-04,0,53.78
2007-05-11,0,54.10
2007-05-18,0,53.96
2007-05-25,0,57.25
2007-06-01,0,56.66
2007-06-08,0,55.52
2007-06-15,0,55.91
2007-06-22,0,55.78
2007-06-29,0,55.47
2007-07-06,0,58.23
2007-07-13,0,58.51
2007-07-20,0,58.03
2007-07-27,0,53.20
2007-08-03,0,54.25
2007-08-10,0,58.40
2007-08-17,0,57.48
2007-08-24,0,57.46
2007-08-31,0,57.04
2007-09-07,0,55.16
2007-09-14,0,57.82
2007-09-21,0,60.10
2007-09-28,0,59.81
2007-10-05,0,61.41
2007-10-12,0,64.05
2007-10-19,0,59.52
2007-10-26,0,58.20
2007-11-02,0,58.79
2007-11-09,0,53.93
2007-11-16,0,54.14
2007-11-23,0,57.44
2007-11-30,0,59.75
2007-12-07,0,59.35
2007-12-14,0,57.06
2007-12-21,0,57.33
2007-12-28,0,57.58
2008-01-04,0,55.71
2008-01-11,0,57.71
2008-01-18,0,52.71
2008-01-25,0,52.33
2008-02-01,0,47.03
2008-02-08,0,47.87
2008-02-15,0,47.05
2008-02-22,0,45.94
2008-02-29,0,43.45
2008-03-07,0,42.00
2008-03-14,0,40.22
2008-03-21,0,
2008-03-28,0,38.40
2008-04-04,0,38.40
2008-04-11,0,38.05
2008-04-18,0,41.04
2008-04-25,0,46.32
2008-05-02,0,47.19
2008-05-09,0,46.25
2008-05-16,0,47.84
2008-05-23,0,45.91
2008-05-30,0,45.37
2008-06-06,0,47.30
2008-06-13,0,48.00
2008-06-20,0,48.00
2008-06-27,0,45.70
2008-07-04,0,
2008-07-11,0,44.46
2008-07-18,0,45.23
2008-07-25,0,45.84
2008-08-01,0,44.31
2008-08-08,0,47.10
2008-08-15,0,48.05
2008-08-22,0,47.28
2008-08-29,0,46.05
2008-09-05,0,46.42
2008-09-12,100,46.67
2008-09-19,0,49.34
2008-09-26,0,47.32
2008-10-03,0,40.47
2008-10-10,0,34.98
2008-10-17,0,34.54
2008-10-24,0,33.63
2008-10-31,0,37.23
2008-11-07,0,38.18
2008-11-14,0,36.19
2008-11-21,0,32.08
2008-11-28,0,35.98
2008-12-05,0,34.88
2008-12-12,0,38.66
2008-12-19,0,38.00
2008-12-26,0,38.54
2009-01-02,0,39.18
2009-01-09,0,36.12
2009-01-16,0,40.10
2009-01-23,0,35.38
2009-01-30,0,33.72
2009-02-06,0,35.88
2009-02-13,0,38.64
2009-02-20,0,37.94
2009-02-27,0,36.60
2009-03-06,0,36.72
2009-03-13,0,42.56
2009-03-20,0,42.97
2009-03-27,0,43.75
2009-04-03,0,43.29
2009-04-10,0,
2009-04-17,0,48.02
2009-04-24,0,47.42
2009-05-01,0,52.68
2009-05-08,0,57.03
2009-05-15,0,55.50
2009-05-22,0,56.52
2009-05-29,0,58.29
2009-06-05,0,57.50
2009-06-12,0,59.06
2009-06-19,0,59.67
2009-06-26,0,61.59
2009-07-03,0,
2009-07-10,0,57.61
2009-07-17,0,62.79
2009-07-24,0,65.89
2009-07-31,0,65.08
2009-08-07,0,63.82
2009-08-14,0,63.71
2009-08-21,0,64.94
2009-08-28,0,62.73
2009-09-04,0,63.71
2009-09-11,0,66.87
2009-09-18,0,70.93
2009-09-25,0,73.06
2009-10-02,0,72.50
2009-10-09,0,84.41
2009-10-16,0,84.37
2009-10-23,0,82.02
2009-10-30,0,76.04
2009-11-06,0,77.45
2009-11-13,0,80.14
2009-11-20,0,75.84
2009-11-27,0,75.38
2009-12-04,0,77.22
2009-12-11,0,76.95
2009-12-18,0,77.89
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,90.53
2010-01-15,0,87.04
2010-01-22,0,83.50
2010-01-29,0,75.66
2010-02-05,0,76.54
2010-02-12,0,78.72
2010-02-19,0,81.72
2010-02-26,0,82.95
2010-03-05,0,84.62
2010-03-12,0,85.20
2010-03-19,0,87.19
2010-03-26,0,86.30
2010-04-02,0,
2010-04-09,0,88.19
2010-04-16,0,88.53
2010-04-23,0,91.58
2010-04-30,0,84.77
2010-05-07,0,81.97
2010-05-14,0,84.06
2010-05-21,0,83.13
2010-05-28,0,83.71
2010-06-04,0,81.58
2010-06-11,0,79.82
2010-06-18,0,80.62
2010-06-25,0,78.07
2010-07-02,0,76.10
2010-07-09,0,80.23
2010-07-16,0,74.62
2010-07-23,0,76.67
2010-07-30,0,77.45
2010-08-06,0,77.84
2010-08-13,0,76.08
2010-08-20,0,75.34
2010-08-27,0,74.67
2010-09-03,0,77.48
2010-09-10,0,79.63
2010-09-17,0,79.18
2010-09-24,0,79.96
2010-10-01,0,85.03
2010-10-08,0,86.24
2010-10-15,0,86.49
2010-10-22,0,88.11
2010-10-29,0,87.83
2010-11-05,0,87.82
2010-11-12,0,86.72
2010-11-19,0,86.87
2010-11-26,0,88.03
2010-12-03,0,91.22
2010-12-10,0,91.82
2010-12-17,0,97.01
2010-12-24,0,
2010-12-31,0,94.74
2011-01-07,0,94.88
2011-01-14,0,96.89
2011-01-21,0,96.39
2011-01-28,0,96.49
2011-02-04,0,98.88
2011-02-11,0,98.71
2011-02-18,0,99.78
2011-02-25,0,100.79
2011-03-04,0,104.29
2011-03-11,0,103.20
2011-03-18,0,103.10
2011-03-25,0,108.98
2011-04-01,0,112.90
2011-04-08,0,109.07
2011-04-15,0,111.72
2011-04-22,0,
2011-04-29,0,120.18
2011-05-06,0,119.14
2011-05-13,0,119.28
2011-05-20,0,123.56
2011-05-27,0,120.28
2011-06-03,0,116.27
2011-06-10,0,115.95
2011-06-17,0,117.08
2011-06-24,0,116.04
2011-07-01,0,62.54
2011-07-08,0,64.06
2011-07-15,0,61.90
2011-07-22,0,65.05
2011-07-29,0,66.49
2011-08-05,0,59.94
2011-08-12,0,58.18
2011-08-19,0,55.89
2011-08-26,0,65.02
2011-09-02,0,64.00
2011-09-09,0,63.40
2011-09-16,0,67.80
2011-09-23,0,69.16
2011-09-30,0,68.52
2011-10-07,0,66.00
2011-10-14,0,69.97
2011-10-21,0,66.83
2011-10-28,0,65.10
2011-11-04,0,63.73
2011-11-11,0,65.01
2011-11-18,0,57.95
2011-11-25,0,57.02
2011-12-02,0,60.99
2011-12-09,0,60.71
2011-12-16,0,56.35
2011-12-23,0,61.15
2011-12-30,0,61.25
2012-01-06,0,63.47
2012-01-13,0,61.56
2012-01-20,0,61.03
2012-01-27,0,60.49
2012-02-03,0,63.09
2012-02-10,0,69.27
2012-02-17,0,70.99
2012-02-24,0,73.76
2012-03-02,0,75.35
2012-03-09,0,76.86
2012-03-16,0,76.93
2012-03-23,0,76.71
2012-03-30,0,76.16
2012-04-06,0,
2012-04-13,0,72.93
2012-04-20,0,74.50
2012-04-27,0,77.51
2012-05-04,0,80.48
2012-05-11,0,79.92
2012-05-18,0,76.48
2012-05-25,0,79.01
2012-06-01,0,76.37
2012-06-08,0,78.95
2012-06-15,0,82.64
2012-06-22,0,80.80
2012-06-29,0,82.66
2012-07-06,0,82.02
2012-07-13,0,80.29
2012-07-20,0,77.02
2012-07-27,0,73.71
2012-08-03,0,73.68
2012-08-10,0,71.12
2012-08-17,0,72.56
2012-08-24,0,71.27
2012-08-31,0,73.14
2012-09-07,0,75.35
2012-09-14,0,72.03
2012-09-21,0,74.46
2012-09-28,0,77.39
2012-10-05,0,78.53
2012-10-12,0,72.42
2012-10-19,0,70.43
2012-10-26,0,77.37
2012-11-02,0,77.73
2012-11-09,0,78.59
2012-11-16,0,77.08
2012-11-23,0,78.06
2012-11-30,0,77.22
2012-12-07,0,78.11
2012-12-14,0,77.24
2012-12-21,0,78.28
2012-12-28,0,76.08
2013-01-04,0,81.07
2013-01-11,0,81.62
2013-01-18,0,81.19
2013-01-25,0,83.38
2013-02-01,0,84.12
2013-02-08,0,88.10
2013-02-15,0,87.93
2013-02-22,0,87.56
2013-03-01,0,89.23
2013-03-08,0,92.29
2013-03-15,0,92.78
2013-03-22,0,93.09
2013-03-29,0,
2013-04-05,0,92.13
2013-04-12,0,94.68
2013-04-19,0,91.80
2013-04-26,0,95.88
2013-05-03,0,96.67
2013-05-10,0,95.08
2013-05-17,0,98.83
2013-05-24,0,96.09
2013-05-31,0,98.16
2013-06-07,0,99.35
2013-06-14,0,98.22
2013-06-21,0,94.59
2013-06-28,0,96.09
2013-07-05,0,49.84
2013-07-12,0,49.56
2013-07-19,0,49.79
2013-07-26,0,48.66
2013-08-02,0,50.07
2013-08-09,0,48.74
2013-08-16,0,47.38
2013-08-23,0,47.44
2013-08-30,0,46.06
2013-09-06,0,46.70
2013-09-13,0,48.98
2013-09-20,0,49.82
2013-09-27,0,52.61
2013-10-04,0,54.71
2013-10-11,0,54.68
2013-10-18,0,57.77
2013-10-25,0,56.13
2013-11-01,0,56.17
2013-11-08,0,57.04
2013-11-15,0,57.34
2013-11-22,0,57.96
2013-11-29,0,57.47
2013-12-06,0,57.42
2013-12-13,0,54.17
2013-12-20,0,54.67
2013-12-27,0,55.58
2014-01-03,0,54.70
2014-01-10,0,55.18
2014-01-17,0,55.74
2014-01-24,0,54.71
2014-01-31,0,56.89
2014-02-07,0,55.46
2014-02-14,0,60.18
2014-02-21,0,62.08
2014-02-28,0,61.37
2014-03-07,0,60.37
2014-03-14,0,59.27
2014-03-21,0,58.29
2014-03-28,0,56.15
2014-04-04,0,53.67
2014-04-11,0,52.11
2014-04-18,0,
2014-04-25,0,49.51
2014-05-02,0,
