Date,sell KEY,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,31.30
2004-02-13,0,31.65
2004-02-20,0,31.90
2004-02-27,0,32.42
2004-03-05,0,32.94
2004-03-12,0,31.31
2004-03-19,0,30.65
2004-03-26,0,29.87
2004-04-02,0,29.73
2004-04-09,0,
2004-04-16,0,29.26
2004-04-23,0,30.14
2004-04-30,0,29.70
2004-05-07,0,29.52
2004-05-14,0,30.35
2004-05-21,0,31.52
2004-05-28,0,31.41
2004-06-04,0,30.53
2004-06-11,0,
2004-06-18,0,29.95
2004-06-25,0,30.00
2004-07-02,0,29.74
2004-07-09,0,29.41
2004-07-16,0,29.09
2004-07-23,0,29.33
2004-07-30,0,30.18
2004-08-06,0,29.75
2004-08-13,0,30.28
2004-08-20,0,31.25
2004-08-27,0,31.51
2004-09-03,0,31.45
2004-09-10,0,31.43
2004-09-17,0,31.93
2004-09-24,0,31.11
2004-10-01,0,31.78
2004-10-08,0,31.81
2004-10-15,0,32.38
2004-10-22,0,32.27
2004-10-29,0,33.59
2004-11-05,0,33.87
2004-11-12,0,34.24
2004-11-19,0,33.20
2004-11-26,0,33.21
2004-12-03,0,33.53
2004-12-10,0,32.98
2004-12-17,0,33.27
2004-12-24,0,
2004-12-31,0,33.90
2005-01-07,0,32.45
2005-01-14,0,31.69
2005-01-21,0,32.53
2005-01-28,0,32.70
2005-02-04,0,33.92
2005-02-11,0,33.79
2005-02-18,0,32.93
2005-02-25,0,32.94
2005-03-04,0,33.85
2005-03-11,0,32.82
2005-03-18,0,32.40
2005-03-25,0,
2005-04-01,0,32.01
2005-04-08,0,31.98
2005-04-15,0,32.27
2005-04-22,0,32.71
2005-04-29,0,33.16
2005-05-06,0,32.96
2005-05-13,0,32.06
2005-05-20,0,33.32
2005-05-27,0,32.80
2005-06-03,0,32.77
2005-06-10,0,32.70
2005-06-17,0,33.42
2005-06-24,0,32.84
2005-07-01,0,33.14
2005-07-08,0,33.37
2005-07-15,0,34.34
2005-07-22,0,34.45
2005-07-29,0,34.24
2005-08-05,0,33.92
2005-08-12,0,33.73
2005-08-19,0,33.72
2005-08-26,0,32.60
2005-09-02,0,33.23
2005-09-09,0,33.46
2005-09-16,0,33.32
2005-09-23,0,32.00
2005-09-30,0,32.25
2005-10-07,0,31.72
2005-10-14,0,31.44
2005-10-21,0,31.25
2005-10-28,0,32.12
2005-11-04,0,32.23
2005-11-11,0,33.43
2005-11-18,0,33.38
2005-11-25,0,33.47
2005-12-02,0,33.38
2005-12-09,0,33.13
2005-12-16,0,34.04
2005-12-23,0,33.80
2005-12-30,0,32.93
2006-01-06,0,34.05
2006-01-13,0,33.69
2006-01-20,0,34.17
2006-01-27,0,35.68
2006-02-03,0,35.34
2006-02-10,0,35.98
2006-02-17,0,36.73
2006-02-24,0,37.04
2006-03-03,0,36.30
2006-03-10,0,36.70
2006-03-17,0,37.37
2006-03-24,0,37.31
2006-03-31,0,36.80
2006-04-07,0,36.85
2006-04-14,0,
2006-04-21,0,36.39
2006-04-28,0,38.22
2006-05-05,0,37.33
2006-05-12,0,36.55
2006-05-19,0,35.89
2006-05-26,0,35.95
2006-06-02,0,36.58
2006-06-09,0,36.23
2006-06-16,0,35.17
2006-06-23,0,34.82
2006-06-30,0,35.68
2006-07-07,0,35.41
2006-07-14,0,34.94
2006-07-21,0,36.29
2006-07-28,0,37.28
2006-08-04,0,37.77
2006-08-11,0,36.97
2006-08-18,0,36.93
2006-08-25,0,36.79
2006-09-01,0,36.69
2006-09-08,0,36.62
2006-09-15,0,37.27
2006-09-22,0,37.15
2006-09-29,0,37.44
2006-10-06,0,37.45
2006-10-13,0,37.02
2006-10-20,0,37.39
2006-10-27,0,37.23
2006-11-03,0,36.73
2006-11-10,0,37.01
2006-11-17,0,36.89
2006-11-24,0,36.40
2006-12-01,0,36.13
2006-12-08,0,35.93
2006-12-15,0,37.86
2006-12-22,0,37.70
2006-12-29,0,38.03
2007-01-05,0,37.32
2007-01-12,0,37.59
2007-01-19,0,37.88
2007-01-26,0,38.00
2007-02-02,64,38.77
2007-02-09,0,39.05
2007-02-16,0,39.50
2007-02-23,0,39.08
2007-03-02,0,37.60
2007-03-09,0,37.94
2007-03-16,0,36.89
2007-03-23,0,38.55
2007-03-30,0,37.47
2007-04-06,72,
2007-04-13,0,37.55
2007-04-20,0,36.74
2007-04-27,0,36.10
2007-05-04,0,36.34
2007-05-11,0,36.64
2007-05-18,0,36.83
2007-05-25,0,35.72
2007-06-01,0,36.23
2007-06-08,0,35.44
2007-06-15,0,36.06
2007-06-22,0,34.99
2007-06-29,0,34.33
2007-07-06,0,34.93
2007-07-13,0,35.29
2007-07-20,0,36.20
2007-07-27,0,34.99
2007-08-03,67,33.34
2007-08-10,84,33.29
2007-08-17,100,34.43
2007-08-24,50,34.39
2007-08-31,50,33.30
2007-09-07,50,32.31
2007-09-14,50,32.85
2007-09-21,50,33.70
2007-09-28,54,32.33
2007-10-05,53,33.77
2007-10-12,48,33.04
2007-10-19,48,28.69
2007-10-26,48,28.55
2007-11-02,48,26.27
2007-11-09,51,26.50
2007-11-16,54,25.50
2007-11-23,56,25.05
2007-11-30,59,26.34
2007-12-07,62,25.28
2007-12-14,64,22.67
2007-12-21,67,23.46
2007-12-28,69,23.65
2008-01-04,52,21.84
2008-01-11,51,23.23
2008-01-18,51,21.10
2008-01-25,51,25.03
2008-02-01,50,26.42
2008-02-08,64,24.65
2008-02-15,50,24.34
2008-02-22,40,23.95
2008-02-29,40,22.05
2008-03-07,48,20.94
2008-03-14,57,21.24
2008-03-21,65,
2008-03-28,40,21.88
2008-04-04,40,23.72
2008-04-11,40,23.61
2008-04-18,40,24.68
2008-04-25,51,24.34
2008-05-02,62,25.48
2008-05-09,49,23.99
2008-05-16,51,23.72
2008-05-23,55,21.87
2008-05-30,59,19.47
2008-06-06,44,17.30
2008-06-13,44,11.73
2008-06-20,48,11.53
2008-06-27,62,11.14
2008-07-04,75,
2008-07-11,45,9.84
2008-07-18,49,11.36
2008-07-25,44,11.16
2008-08-01,44,10.97
2008-08-08,65,11.94
2008-08-15,62,11.73
2008-08-22,40,11.47
2008-08-29,40,12.01
2008-09-05,41,12.97
2008-09-12,44,13.37
2008-09-19,36,14.88
2008-09-26,42,14.70
2008-10-03,47,12.55
2008-10-10,52,6.79
2008-10-17,38,10.08
2008-10-24,58,10.12
2008-10-31,60,12.41
2008-11-07,62,11.24
2008-11-14,63,9.60
2008-11-21,40,6.27
2008-11-28,40,9.38
2008-12-05,49,8.39
2008-12-12,41,8.00
2008-12-19,40,8.07
2008-12-26,58,7.70
2009-01-02,39,8.87
2009-01-09,39,7.58
2009-01-16,45,6.31
2009-01-23,47,7.62
2009-01-30,50,7.28
2009-02-06,46,8.47
2009-02-13,40,7.05
2009-02-20,52,6.07
2009-02-27,34,7.01
2009-03-06,45,5.36
2009-03-13,75,7.70
2009-03-20,34,7.47
2009-03-27,56,8.32
2009-04-03,30,8.54
2009-04-10,51,
2009-04-17,33,9.05
2009-04-24,33,7.00
2009-05-01,48,5.88
2009-05-08,53,6.97
2009-05-15,58,5.80
2009-05-22,38,5.26
2009-05-29,35,5.00
2009-06-05,35,5.43
2009-06-12,40,6.12
2009-06-19,46,6.07
2009-06-26,37,5.20
2009-07-03,56,
2009-07-10,29,5.12
2009-07-17,54,5.11
2009-07-24,65,5.26
2009-07-31,42,5.78
2009-08-07,57,6.78
2009-08-14,50,6.65
2009-08-21,41,6.73
2009-08-28,43,6.68
2009-09-04,55,6.22
2009-09-11,44,5.93
2009-09-18,51,6.63
2009-09-25,59,6.24
2009-10-02,53,6.17
2009-10-09,32,6.19
2009-10-16,39,6.45
2009-10-23,38,6.48
2009-10-30,61,5.39
2009-11-06,48,5.73
2009-11-13,37,5.59
2009-11-20,40,5.73
2009-11-27,59,5.57
2009-12-04,62,6.16
2009-12-11,52,6.07
2009-12-18,43,5.56
2009-12-25,38,
2010-01-01,50,
2010-01-08,58,6.50
2010-01-15,40,6.88
2010-01-22,61,7.25
2010-01-29,36,7.18
2010-02-05,62,6.89
2010-02-12,74,6.79
2010-02-19,63,6.79
2010-02-26,49,7.15
2010-03-05,66,7.25
2010-03-12,52,7.55
2010-03-19,54,7.60
2010-03-26,77,7.86
2010-04-02,67,
2010-04-09,38,8.35
2010-04-16,65,8.00
2010-04-23,52,9.19
2010-04-30,62,9.02
2010-05-07,58,7.88
2010-05-14,40,8.43
2010-05-21,44,7.87
2010-05-28,47,8.02
2010-06-04,59,7.77
2010-06-11,44,8.24
2010-06-18,59,8.37
2010-06-25,52,8.27
2010-07-02,47,7.22
2010-07-09,36,8.35
2010-07-16,64,7.75
2010-07-23,54,8.03
2010-07-30,46,8.46
2010-08-06,58,8.17
2010-08-13,31,7.82
2010-08-20,51,7.64
2010-08-27,56,7.58
2010-09-03,25,8.03
2010-09-10,59,8.22
2010-09-17,57,8.23
2010-09-24,32,7.90
2010-10-01,41,8.11
2010-10-08,39,8.40
2010-10-15,38,8.03
2010-10-22,33,8.30
2010-10-29,40,8.20
2010-11-05,48,8.40
2010-11-12,57,8.02
2010-11-19,66,7.66
2010-11-26,45,7.48
2010-12-03,33,8.20
2010-12-10,52,8.38
2010-12-17,64,8.42
2010-12-24,52,
2010-12-31,67,8.85
2011-01-07,54,8.73
2011-01-14,45,8.77
2011-01-21,64,8.78
2011-01-28,65,8.79
2011-02-04,47,9.45
2011-02-11,51,9.54
2011-02-18,34,9.53
2011-02-25,47,9.29
2011-03-04,47,9.26
2011-03-11,53,9.08
2011-03-18,48,8.92
2011-03-25,37,8.72
2011-04-01,60,8.95
2011-04-08,45,8.87
2011-04-15,46,8.82
2011-04-22,40,
2011-04-29,46,8.67
2011-05-06,55,8.53
2011-05-13,55,8.27
2011-05-20,56,8.40
2011-05-27,55,8.45
2011-06-03,75,8.06
2011-06-10,43,8.01
2011-06-17,42,8.30
2011-06-24,54,7.93
2011-07-01,53,8.44
2011-07-08,45,8.26
2011-07-15,64,7.93
2011-07-22,57,8.41
2011-07-29,56,8.04
2011-08-05,51,7.25
2011-08-12,50,6.43
2011-08-19,51,6.01
2011-08-26,49,6.42
2011-09-02,41,6.24
2011-09-09,61,6.12
2011-09-16,50,6.53
2011-09-23,51,5.71
2011-09-30,54,5.93
2011-10-07,56,6.16
2011-10-14,57,6.51
2011-10-21,51,6.95
2011-10-28,60,7.33
2011-11-04,43,7.33
2011-11-11,52,7.47
2011-11-18,58,7.08
2011-11-25,75,6.67
2011-12-02,52,7.20
2011-12-09,61,7.38
2011-12-16,63,7.18
2011-12-23,76,7.78
2011-12-30,59,7.69
2012-01-06,64,7.98
2012-01-13,52,8.32
2012-01-20,50,8.30
2012-01-27,54,8.01
2012-02-03,63,8.24
2012-02-10,62,7.94
2012-02-17,50,8.12
2012-02-24,66,8.06
2012-03-02,66,7.98
2012-03-09,60,8.02
2012-03-16,58,8.54
2012-03-23,53,8.36
2012-03-30,45,8.50
2012-04-06,60,
2012-04-13,59,7.97
2012-04-20,74,7.87
2012-04-27,61,8.11
2012-05-04,52,7.82
2012-05-11,58,7.89
2012-05-18,57,7.41
2012-05-25,47,7.50
2012-06-01,56,7.14
2012-06-08,66,7.28
2012-06-15,70,7.43
2012-06-22,60,7.62
2012-06-29,48,7.74
2012-07-06,51,7.70
2012-07-13,57,7.85
2012-07-20,53,7.89
2012-07-27,66,8.18
2012-08-03,56,8.24
2012-08-10,61,8.34
2012-08-17,72,8.36
2012-08-24,49,8.35
2012-08-31,61,8.43
2012-09-07,67,8.61
2012-09-14,70,9.04
2012-09-21,46,8.91
2012-09-28,59,8.74
2012-10-05,48,8.88
2012-10-12,54,8.33
2012-10-19,65,8.74
2012-10-26,67,8.39
2012-11-02,41,8.37
2012-11-09,64,8.29
2012-11-16,54,8.03
2012-11-23,50,8.45
2012-11-30,51,8.08
2012-12-07,65,8.11
2012-12-14,70,8.14
2012-12-21,63,8.44
2012-12-28,54,8.35
2013-01-04,57,8.95
2013-01-11,61,8.84
2013-01-18,50,9.28
2013-01-25,54,9.29
2013-02-01,52,9.47
2013-02-08,71,9.57
2013-02-15,52,9.48
2013-02-22,65,9.51
2013-03-01,48,9.33
2013-03-08,64,9.86
2013-03-15,58,10.11
2013-03-22,59,10.05
2013-03-29,64,
2013-04-05,58,9.66
2013-04-12,50,9.84
2013-04-19,50,9.41
2013-04-26,64,9.80
2013-05-03,38,10.03
2013-05-10,57,10.30
2013-05-17,66,10.80
2013-05-24,60,10.66
2013-05-31,58,10.78
2013-06-07,54,10.86
2013-06-14,62,10.41
2013-06-21,54,10.54
2013-06-28,53,11.04
2013-07-05,67,12.00
2013-07-12,57,11.79
2013-07-19,64,12.04
2013-07-26,49,12.40
2013-08-02,79,12.55
2013-08-09,69,12.23
2013-08-16,60,12.16
2013-08-23,73,12.20
2013-08-30,75,11.67
2013-09-06,66,11.90
2013-09-13,69,11.97
2013-09-20,65,11.57
2013-09-27,73,11.36
2013-10-04,52,11.64
2013-10-11,83,11.88
2013-10-18,67,12.60
2013-10-25,67,12.69
2013-11-01,81,12.54
2013-11-08,63,13.02
2013-11-15,61,12.85
2013-11-22,88,12.98
2013-11-29,65,12.75
2013-12-06,66,12.95
2013-12-13,69,13.04
2013-12-20,85,13.32
2013-12-27,63,13.40
2014-01-03,55,13.32
2014-01-10,83,13.63
2014-01-17,60,13.54
2014-01-24,61,12.93
2014-01-31,56,12.76
2014-02-07,65,12.74
2014-02-14,74,12.92
2014-02-21,76,12.85
2014-02-28,65,13.17
2014-03-07,77,13.90
2014-03-14,59,13.79
2014-03-21,82,14.36
2014-03-28,71,14.14
2014-04-04,58,14.21
2014-04-11,63,13.18
2014-04-18,63,
2014-04-25,67,13.54
2014-05-02,94,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
