Date,buy BAC,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,82.76
2004-02-13,0,81.57
2004-02-20,0,81.34
2004-02-27,0,81.92
2004-03-05,0,82.74
2004-03-12,0,80.32
2004-03-19,0,79.85
2004-03-26,0,80.10
2004-04-02,0,80.51
2004-04-09,0,
2004-04-16,0,80.78
2004-04-23,0,81.45
2004-04-30,0,80.49
2004-05-07,0,78.55
2004-05-14,0,80.20
2004-05-21,0,81.47
2004-05-28,0,83.13
2004-06-04,0,83.60
2004-06-11,0,
2004-06-18,0,84.51
2004-06-25,0,84.00
2004-07-02,0,84.23
2004-07-09,0,83.91
2004-07-16,0,84.47
2004-07-23,0,84.86
2004-07-30,0,85.01
2004-08-06,0,83.91
2004-08-13,0,84.96
2004-08-20,0,88.50
2004-08-27,0,89.01
2004-09-03,0,43.61
2004-09-10,0,44.60
2004-09-17,0,44.66
2004-09-24,0,43.98
2004-10-01,0,44.16
2004-10-08,0,45.14
2004-10-15,0,44.99
2004-10-22,0,43.80
2004-10-29,0,44.79
2004-11-05,0,45.95
2004-11-12,0,47.44
2004-11-19,0,45.85
2004-11-26,0,46.47
2004-12-03,0,46.32
2004-12-10,0,45.88
2004-12-17,0,45.20
2004-12-24,0,
2004-12-31,0,46.99
2005-01-07,0,44.73
2005-01-14,0,44.89
2005-01-21,0,45.09
2005-01-28,0,45.70
2005-02-04,0,46.89
2005-02-11,0,46.82
2005-02-18,0,45.74
2005-02-25,0,46.79
2005-03-04,0,46.78
2005-03-11,0,45.77
2005-03-18,0,44.94
2005-03-25,0,
2005-04-01,0,44.01
2005-04-08,0,44.68
2005-04-15,0,44.28
2005-04-22,0,44.37
2005-04-29,0,45.04
2005-05-06,0,45.49
2005-05-13,0,45.13
2005-05-20,0,46.57
2005-05-27,0,46.65
2005-06-03,0,45.78
2005-06-10,0,46.00
2005-06-17,0,46.64
2005-06-24,0,46.75
2005-07-01,0,44.98
2005-07-08,0,45.15
2005-07-15,0,45.98
2005-07-22,0,44.85
2005-07-29,0,43.60
2005-08-05,0,43.25
2005-08-12,0,42.69
2005-08-19,0,43.62
2005-08-26,0,42.84
2005-09-02,0,42.91
2005-09-09,0,42.95
2005-09-16,0,43.68
2005-09-23,0,42.23
2005-09-30,0,42.10
2005-10-07,0,42.27
2005-10-14,0,42.05
2005-10-21,0,42.26
2005-10-28,0,43.98
2005-11-04,0,44.23
2005-11-11,0,45.46
2005-11-18,0,45.56
2005-11-25,0,46.99
2005-12-02,0,46.13
2005-12-09,0,45.90
2005-12-16,0,46.97
2005-12-23,0,46.94
2005-12-30,0,46.15
2006-01-06,0,46.57
2006-01-13,0,45.80
2006-01-20,0,44.19
2006-01-27,0,44.80
2006-02-03,0,43.09
2006-02-10,0,43.92
2006-02-17,0,44.66
2006-02-24,0,45.72
2006-03-03,0,45.19
2006-03-10,0,45.95
2006-03-17,0,46.90
2006-03-24,0,46.90
2006-03-31,0,45.54
2006-04-07,0,45.74
2006-04-14,0,
2006-04-21,0,46.87
2006-04-28,0,49.92
2006-05-05,0,50.47
2006-05-12,0,49.20
2006-05-19,0,48.27
2006-05-26,0,49.38
2006-06-02,0,49.26
2006-06-09,0,48.79
2006-06-16,0,47.42
2006-06-23,0,47.41
2006-06-30,0,48.10
2006-07-07,0,48.80
2006-07-14,0,48.31
2006-07-21,0,50.14
2006-07-28,0,51.66
2006-08-04,0,52.32
2006-08-11,0,51.40
2006-08-18,0,52.49
2006-08-25,0,52.13
2006-09-01,0,51.66
2006-09-08,0,51.66
2006-09-15,0,51.45
2006-09-22,0,52.43
2006-09-29,0,53.57
2006-10-06,0,54.24
2006-10-13,0,54.39
2006-10-20,0,53.62
2006-10-27,0,53.70
2006-11-03,0,53.43
2006-11-10,0,54.77
2006-11-17,0,54.85
2006-11-24,0,54.56
2006-12-01,0,53.50
2006-12-08,0,51.66
2006-12-15,0,53.32
2006-12-22,0,53.35
2006-12-29,0,53.39
2007-01-05,0,53.24
2007-01-12,0,53.38
2007-01-19,0,53.59
2007-01-26,0,52.04
2007-02-02,0,52.74
2007-02-09,0,52.99
2007-02-16,0,54.05
2007-02-23,0,52.86
2007-03-02,0,50.01
2007-03-09,0,50.95
2007-03-16,0,49.62
2007-03-23,0,51.69
2007-03-30,0,51.02
2007-04-06,0,
2007-04-13,0,50.42
2007-04-20,0,51.04
2007-04-27,0,50.77
2007-05-04,0,51.24
2007-05-11,0,50.95
2007-05-18,0,51.28
2007-05-25,0,51.20
2007-06-01,0,50.78
2007-06-08,0,50.26
2007-06-15,0,50.08
2007-06-22,0,48.95
2007-06-29,0,48.89
2007-07-06,0,49.15
2007-07-13,0,49.50
2007-07-20,0,48.31
2007-07-27,0,47.41
2007-08-03,0,47.00
2007-08-10,0,48.59
2007-08-17,0,51.76
2007-08-24,0,51.87
2007-08-31,0,50.68
2007-09-07,0,49.02
2007-09-14,0,49.95
2007-09-21,0,51.24
2007-09-28,0,50.27
2007-10-05,0,52.71
2007-10-12,0,52.07
2007-10-19,0,47.57
2007-10-26,0,48.03
2007-11-02,0,45.11
2007-11-09,0,43.98
2007-11-16,0,44.37
2007-11-23,0,43.15
2007-11-30,0,46.13
2007-12-07,0,45.37
2007-12-14,0,42.16
2007-12-21,0,41.92
2007-12-28,0,41.10
2008-01-04,0,39.85
2008-01-11,0,38.50
2008-01-18,0,35.97
2008-01-25,0,39.48
2008-02-01,0,45.03
2008-02-08,0,42.16
2008-02-15,0,42.70
2008-02-22,0,42.60
2008-02-29,0,39.74
2008-03-07,0,36.74
2008-03-14,0,35.69
2008-03-21,0,
2008-03-28,0,38.07
2008-04-04,0,39.41
2008-04-11,0,36.94
2008-04-18,0,38.56
2008-04-25,0,38.30
2008-05-02,0,39.79
2008-05-09,0,36.65
2008-05-16,0,36.17
2008-05-23,0,33.93
2008-05-30,0,34.01
2008-06-06,0,30.50
2008-06-13,0,29.78
2008-06-20,0,27.10
2008-06-27,0,24.59
2008-07-04,0,
2008-07-11,0,21.67
2008-07-18,0,27.49
2008-07-25,0,29.58
2008-08-01,0,33.33
2008-08-08,0,32.25
2008-08-15,0,30.70
2008-08-22,0,30.21
2008-08-29,0,31.14
2008-09-05,0,32.23
2008-09-12,0,33.74
2008-09-19,64,37.48
2008-09-26,0,36.70
2008-10-03,0,34.48
2008-10-10,0,20.87
2008-10-17,0,23.24
2008-10-24,0,21.07
2008-10-31,0,24.17
2008-11-07,0,20.49
2008-11-14,0,16.42
2008-11-21,0,11.47
2008-11-28,0,16.25
2008-12-05,0,15.24
2008-12-12,0,14.93
2008-12-19,0,13.80
2008-12-26,0,13.36
2009-01-02,0,14.33
2009-01-09,0,12.99
2009-01-16,44,7.18
2009-01-23,40,6.24
2009-01-30,51,6.58
2009-02-06,51,6.13
2009-02-13,54,5.57
2009-02-20,47,3.79
2009-02-27,78,3.95
2009-03-06,46,3.14
2009-03-13,60,5.76
2009-03-20,62,6.19
2009-03-27,71,7.34
2009-04-03,61,7.60
2009-04-10,39,
2009-04-17,39,10.60
2009-04-24,53,9.10
2009-05-01,57,8.70
2009-05-08,60,14.17
2009-05-15,37,10.67
2009-05-22,37,11.07
2009-05-29,55,11.27
2009-06-05,36,11.86
2009-06-12,36,13.72
2009-06-19,43,13.22
2009-06-26,36,12.75
2009-07-03,48,
2009-07-10,60,11.88
2009-07-17,53,12.89
2009-07-24,53,12.51
2009-07-31,49,14.79
2009-08-07,55,16.42
2009-08-14,60,17.39
2009-08-21,0,17.46
2009-08-28,0,17.98
2009-09-04,0,17.09
2009-09-11,0,16.97
2009-09-18,0,17.63
2009-09-25,0,16.60
2009-10-02,0,16.34
2009-10-09,0,17.50
2009-10-16,40,17.26
2009-10-23,0,16.22
2009-10-30,0,14.58
2009-11-06,0,15.05
2009-11-13,0,15.98
2009-11-20,0,16.09
2009-11-27,46,15.47
2009-12-04,56,16.28
2009-12-11,35,15.63
2009-12-18,32,15.03
2009-12-25,44,
2010-01-01,56,
2010-01-08,0,16.78
2010-01-15,0,16.26
2010-01-22,0,14.90
2010-01-29,0,15.18
2010-02-05,0,15.00
2010-02-12,0,14.45
2010-02-19,30,15.88
2010-02-26,0,16.66
2010-03-05,0,16.70
2010-03-12,0,16.85
2010-03-19,0,16.82
2010-03-26,0,17.90
2010-04-02,0,
2010-04-09,0,18.59
2010-04-16,0,18.41
2010-04-23,0,18.43
2010-04-30,0,17.83
2010-05-07,0,16.18
2010-05-14,35,16.34
2010-05-21,33,15.99
2010-05-28,33,15.74
2010-06-04,33,15.35
2010-06-11,33,15.60
2010-06-18,33,15.82
2010-06-25,33,15.42
2010-07-02,33,13.84
2010-07-09,37,15.11
2010-07-16,28,13.98
2010-07-23,28,13.74
2010-07-30,30,14.04
2010-08-06,31,13.96
2010-08-13,32,13.23
2010-08-20,34,12.87
2010-08-27,32,12.64
2010-09-03,30,13.50
2010-09-10,30,13.55
2010-09-17,30,13.40
2010-09-24,30,13.60
2010-10-01,30,13.30
2010-10-08,33,13.18
2010-10-15,36,11.98
2010-10-22,39,11.44
2010-10-29,32,11.45
2010-11-05,41,12.36
2010-11-12,31,12.12
2010-11-19,31,11.66
2010-11-26,26,11.12
2010-12-03,26,11.86
2010-12-10,31,12.80
2010-12-17,31,12.57
2010-12-24,26,
2010-12-31,33,13.34
2011-01-07,40,14.25
2011-01-14,36,15.25
2011-01-21,36,14.25
2011-01-28,29,13.60
2011-02-04,25,14.29
2011-02-11,35,14.77
2011-02-18,37,14.75
2011-02-25,24,14.20
2011-03-04,39,14.12
2011-03-11,22,14.38
2011-03-18,22,14.04
2011-03-25,30,13.34
2011-04-01,28,13.37
2011-04-08,28,13.48
2011-04-15,24,12.82
2011-04-22,27,
2011-04-29,24,12.28
2011-05-06,24,12.31
2011-05-13,24,11.93
2011-05-20,26,11.58
2011-05-27,28,11.69
2011-06-03,29,11.28
2011-06-10,25,10.80
2011-06-17,22,10.68
2011-06-24,22,10.52
2011-07-01,27,11.09
2011-07-08,32,10.70
2011-07-15,37,10.00
2011-07-22,49,10.13
2011-07-29,33,9.71
2011-08-05,32,8.17
2011-08-12,100,7.19
2011-08-19,51,6.97
2011-08-26,99,7.76
2011-09-02,74,7.25
2011-09-09,51,6.98
2011-09-16,41,7.23
2011-09-23,49,6.31
2011-09-30,37,6.12
2011-10-07,58,5.90
2011-10-14,28,6.19
2011-10-21,56,6.46
2011-10-28,42,7.35
2011-11-04,26,6.49
2011-11-11,30,6.21
2011-11-18,32,5.78
2011-11-25,49,5.17
2011-12-02,61,5.64
2011-12-09,26,5.72
2011-12-16,31,5.20
2011-12-23,39,5.60
2011-12-30,55,5.56
2012-01-06,39,6.18
2012-01-13,38,6.61
2012-01-20,59,7.07
2012-01-27,43,7.29
2012-02-03,38,7.84
2012-02-10,44,8.07
2012-02-17,29,8.02
2012-02-24,33,7.88
2012-03-02,36,8.13
2012-03-09,29,8.05
2012-03-16,30,9.80
2012-03-23,27,9.85
2012-03-30,32,9.57
2012-04-06,21,
2012-04-13,26,8.68
2012-04-20,24,8.36
2012-04-27,29,8.25
2012-05-04,35,7.74
2012-05-11,22,7.55
2012-05-18,32,7.02
2012-05-25,37,7.15
2012-06-01,19,7.02
2012-06-08,32,7.56
2012-06-15,23,7.90
2012-06-22,20,7.94
2012-06-29,28,8.18
2012-07-06,17,7.66
2012-07-13,20,7.82
2012-07-20,30,7.07
2012-07-27,27,7.31
2012-08-03,24,7.43
2012-08-10,20,7.74
2012-08-17,31,8.00
2012-08-24,22,8.16
2012-08-31,18,7.99
2012-09-07,30,8.80
2012-09-14,37,9.55
2012-09-21,24,9.11
2012-09-28,19,8.83
2012-10-05,17,9.32
2012-10-12,22,9.12
2012-10-19,18,9.44
2012-10-26,19,9.12
2012-11-02,15,9.85
2012-11-09,27,9.43
2012-11-16,30,9.12
2012-11-23,39,9.90
2012-11-30,23,9.86
2012-12-07,34,10.64
2012-12-14,31,10.58
2012-12-21,29,11.29
2012-12-28,28,11.36
2013-01-04,32,12.11
2013-01-11,24,11.63
2013-01-18,18,11.14
2013-01-25,18,11.62
2013-02-01,28,11.71
2013-02-08,17,11.76
2013-02-15,21,12.03
2013-02-22,19,11.44
2013-03-01,24,11.34
2013-03-08,31,12.07
2013-03-15,36,12.57
2013-03-22,45,12.56
2013-03-29,21,
2013-04-05,25,11.97
2013-04-12,17,12.17
2013-04-19,26,11.66
2013-04-26,20,12.42
2013-05-03,22,12.24
2013-05-10,23,13.02
2013-05-17,27,13.43
2013-05-24,23,13.24
2013-05-31,20,13.66
2013-06-07,22,13.38
2013-06-14,28,13.07
2013-06-21,23,12.69
2013-06-28,24,12.86
2013-07-05,22,13.06
2013-07-12,19,13.78
2013-07-19,28,14.75
2013-07-26,23,14.73
2013-08-02,16,14.84
2013-08-09,25,14.45
2013-08-16,28,14.42
2013-08-23,16,14.57
2013-08-30,23,14.12
2013-09-06,22,14.36
2013-09-13,18,14.49
2013-09-20,18,14.44
2013-09-27,18,13.90
2013-10-04,17,14.05
2013-10-11,13,14.19
2013-10-18,17,14.63
2013-10-25,18,14.26
2013-11-01,19,14.02
2013-11-08,24,14.32
2013-11-15,19,14.92
2013-11-22,19,15.64
2013-11-29,20,15.82
2013-12-06,26,15.56
2013-12-13,25,15.18
2013-12-20,30,15.60
2013-12-27,28,15.67
2014-01-03,25,16.41
2014-01-10,24,16.77
2014-01-17,33,17.01
2014-01-24,17,16.45
2014-01-31,15,16.75
2014-02-07,23,16.82
2014-02-14,15,16.70
2014-02-21,21,16.29
2014-02-28,23,16.53
2014-03-07,20,17.33
2014-03-14,20,16.80
2014-03-21,12,17.56
2014-03-28,15,16.98
2014-04-04,21,16.72
2014-04-11,16,15.77
2014-04-18,20,
2014-04-25,21,15.95
2014-05-02,42,
