Date,sell CVS,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,36.12
2004-02-13,0,37.50
2004-02-20,0,36.48
2004-02-27,0,37.50
2004-03-05,0,37.14
2004-03-12,0,35.30
2004-03-19,0,34.56
2004-03-26,0,35.00
2004-04-02,0,34.78
2004-04-09,0,
2004-04-16,0,37.61
2004-04-23,0,38.94
2004-04-30,0,38.63
2004-05-07,0,40.94
2004-05-14,0,40.18
2004-05-21,0,39.86
2004-05-28,0,41.68
2004-06-04,0,41.91
2004-06-11,0,
2004-06-18,0,41.96
2004-06-25,0,41.34
2004-07-02,0,41.66
2004-07-09,0,43.07
2004-07-16,0,42.48
2004-07-23,0,41.96
2004-07-30,0,41.87
2004-08-06,0,39.28
2004-08-13,0,39.15
2004-08-20,0,40.01
2004-08-27,0,40.67
2004-09-03,0,40.65
2004-09-10,0,40.35
2004-09-17,0,41.07
2004-09-24,0,42.28
2004-10-01,0,43.26
2004-10-08,0,42.72
2004-10-15,0,43.25
2004-10-22,0,42.28
2004-10-29,0,43.46
2004-11-05,0,46.20
2004-11-12,0,46.35
2004-11-19,0,45.80
2004-11-26,0,45.73
2004-12-03,0,45.76
2004-12-10,0,45.14
2004-12-17,0,44.16
2004-12-24,0,
2004-12-31,0,45.07
2005-01-07,0,45.75
2005-01-14,0,47.00
2005-01-21,0,45.89
2005-01-28,0,45.82
2005-02-04,0,49.85
2005-02-11,0,49.90
2005-02-18,0,48.63
2005-02-25,0,49.87
2005-03-04,0,52.58
2005-03-11,0,52.85
2005-03-18,0,52.85
2005-03-25,0,
2005-04-01,0,51.56
2005-04-08,0,51.65
2005-04-15,0,51.86
2005-04-22,0,50.50
2005-04-29,0,51.58
2005-05-06,0,53.67
2005-05-13,0,53.71
2005-05-20,0,55.00
2005-05-27,0,54.96
2005-06-03,0,57.27
2005-06-10,0,29.03
2005-06-17,0,29.54
2005-06-24,0,28.70
2005-07-01,0,29.05
2005-07-08,0,30.26
2005-07-15,0,30.56
2005-07-22,0,30.42
2005-07-29,0,31.03
2005-08-05,0,29.93
2005-08-12,0,29.52
2005-08-19,0,28.85
2005-08-26,0,28.98
2005-09-02,0,28.97
2005-09-09,0,29.49
2005-09-16,0,29.85
2005-09-23,0,28.48
2005-09-30,0,29.01
2005-10-07,0,25.58
2005-10-14,0,24.98
2005-10-21,0,26.13
2005-10-28,0,25.12
2005-11-04,0,27.02
2005-11-11,0,27.08
2005-11-18,0,26.92
2005-11-25,0,27.96
2005-12-02,0,27.28
2005-12-09,0,27.91
2005-12-16,0,28.26
2005-12-23,0,27.14
2005-12-30,0,26.42
2006-01-06,0,27.14
2006-01-13,0,26.75
2006-01-20,0,27.13
2006-01-27,0,28.07
2006-02-03,0,29.23
2006-02-10,0,27.90
2006-02-17,0,28.60
2006-02-24,0,28.21
2006-03-03,0,28.70
2006-03-10,0,30.40
2006-03-17,0,29.60
2006-03-24,0,29.05
2006-03-31,0,29.87
2006-04-07,0,31.18
2006-04-14,0,
2006-04-21,0,29.38
2006-04-28,0,29.72
2006-05-05,0,30.96
2006-05-12,0,29.26
2006-05-19,0,28.62
2006-05-26,0,28.59
2006-06-02,0,29.24
2006-06-09,0,29.21
2006-06-16,0,30.19
2006-06-23,0,29.20
2006-06-30,0,30.70
2006-07-07,0,30.46
2006-07-14,0,31.68
2006-07-21,0,31.99
2006-07-28,0,32.59
2006-08-04,0,33.80
2006-08-11,0,33.97
2006-08-18,0,33.87
2006-08-25,0,32.96
2006-09-01,0,33.96
2006-09-08,0,35.50
2006-09-15,0,34.74
2006-09-22,0,33.03
2006-09-29,0,32.12
2006-10-06,0,29.32
2006-10-13,0,31.09
2006-10-20,0,30.69
2006-10-27,0,31.20
2006-11-03,0,28.79
2006-11-10,0,28.96
2006-11-17,0,29.07
2006-11-24,0,27.97
2006-12-01,0,28.67
2006-12-08,0,30.23
2006-12-15,0,30.52
2006-12-22,0,31.25
2006-12-29,0,30.91
2007-01-05,0,31.17
2007-01-12,0,31.94
2007-01-19,0,33.28
2007-01-26,0,32.97
2007-02-02,0,33.19
2007-02-09,0,32.91
2007-02-16,0,32.73
2007-02-23,0,32.48
2007-03-02,0,30.94
2007-03-09,0,32.60
2007-03-16,0,32.94
2007-03-23,0,34.57
2007-03-30,0,34.14
2007-04-06,0,
2007-04-13,0,35.13
2007-04-20,0,34.97
2007-04-27,0,36.73
2007-05-04,0,35.94
2007-05-11,0,37.31
2007-05-18,0,38.46
2007-05-25,0,39.08
2007-06-01,0,38.55
2007-06-08,0,37.86
2007-06-15,0,37.63
2007-06-22,0,36.55
2007-06-29,0,36.45
2007-07-06,0,36.76
2007-07-13,0,36.36
2007-07-20,0,35.66
2007-07-27,0,35.14
2007-08-03,0,36.43
2007-08-10,0,38.00
2007-08-17,0,36.82
2007-08-24,0,36.80
2007-08-31,0,37.82
2007-09-07,0,37.19
2007-09-14,0,37.83
2007-09-21,0,37.83
2007-09-28,0,39.63
2007-10-05,0,38.94
2007-10-12,0,39.90
2007-10-19,0,39.14
2007-10-26,0,41.42
2007-11-02,0,41.75
2007-11-09,0,41.56
2007-11-16,0,42.21
2007-11-23,0,41.94
2007-11-30,0,40.09
2007-12-07,0,40.04
2007-12-14,0,39.20
2007-12-21,0,39.65
2007-12-28,0,40.00
2008-01-04,0,37.27
2008-01-11,0,36.77
2008-01-18,0,36.92
2008-01-25,0,35.56
2008-02-01,0,39.90
2008-02-08,0,39.56
2008-02-15,0,39.72
2008-02-22,0,40.16
2008-02-29,0,40.38
2008-03-07,0,38.91
2008-03-14,0,38.61
2008-03-21,0,
2008-03-28,0,40.85
2008-04-04,0,40.30
2008-04-11,0,40.15
2008-04-18,0,40.58
2008-04-25,0,40.93
2008-05-02,0,40.43
2008-05-09,0,41.34
2008-05-16,0,43.42
2008-05-23,0,42.15
2008-05-30,0,42.79
2008-06-06,0,42.64
2008-06-13,0,42.62
2008-06-20,0,41.36
2008-06-27,0,39.77
2008-07-04,0,
2008-07-11,0,38.64
2008-07-18,21,37.36
2008-07-25,0,38.34
2008-08-01,0,35.75
2008-08-08,0,38.62
2008-08-15,0,38.59
2008-08-22,0,37.63
2008-08-29,0,36.60
2008-09-05,0,35.86
2008-09-12,0,37.64
2008-09-19,0,36.11
2008-09-26,0,34.98
2008-10-03,0,31.93
2008-10-10,0,30.88
2008-10-17,14,26.91
2008-10-24,12,27.77
2008-10-31,12,30.65
2008-11-07,13,30.30
2008-11-14,12,29.31
2008-11-21,12,26.39
2008-11-28,12,28.93
2008-12-05,12,27.88
2008-12-12,13,28.45
2008-12-19,15,26.96
2008-12-26,17,26.73
2009-01-02,19,29.38
2009-01-09,13,25.69
2009-01-16,13,26.83
2009-01-23,13,27.73
2009-01-30,13,26.88
2009-02-06,13,29.04
2009-02-13,14,27.47
2009-02-20,11,27.82
2009-02-27,11,25.74
2009-03-06,11,24.46
2009-03-13,13,26.53
2009-03-20,14,26.69
2009-03-27,15,28.26
2009-04-03,12,28.45
2009-04-10,13,
2009-04-17,13,30.14
2009-04-24,11,29.73
2009-05-01,11,32.26
2009-05-08,11,32.12
2009-05-15,11,30.80
2009-05-22,10,29.53
2009-05-29,16,29.80
2009-06-05,10,30.19
2009-06-12,14,30.35
2009-06-19,13,31.77
2009-06-26,22,31.36
2009-07-03,14,
2009-07-10,16,30.90
2009-07-17,20,32.74
2009-07-24,16,34.38
2009-07-31,11,33.48
2009-08-07,12,34.47
2009-08-14,14,34.75
2009-08-21,17,35.72
2009-08-28,25,36.77
2009-09-04,12,37.20
2009-09-11,16,36.53
2009-09-18,12,35.98
2009-09-25,19,35.20
2009-10-02,16,35.32
2009-10-09,14,36.48
2009-10-16,20,37.70
2009-10-23,13,37.16
2009-10-30,9,35.30
2009-11-06,19,29.79
2009-11-13,21,30.25
2009-11-20,19,31.64
2009-11-27,24,31.20
2009-12-04,24,30.76
2009-12-11,13,32.22
2009-12-18,19,31.18
2009-12-25,28,
2010-01-01,23,
2010-01-08,15,34.00
2010-01-15,14,33.91
2010-01-22,18,33.24
2010-01-29,13,32.37
2010-02-05,19,31.07
2010-02-12,18,32.99
2010-02-19,14,34.31
2010-02-26,24,33.75
2010-03-05,12,35.03
2010-03-12,13,34.63
2010-03-19,9,34.55
2010-03-26,18,36.79
2010-04-02,21,
2010-04-09,23,37.23
2010-04-16,24,37.14
2010-04-23,17,37.01
2010-04-30,22,36.92
2010-05-07,21,34.86
2010-05-14,23,35.78
2010-05-21,28,34.30
2010-05-28,21,34.63
2010-06-04,14,33.79
2010-06-11,22,32.08
2010-06-18,24,32.43
2010-06-25,22,30.60
2010-07-02,25,29.08
2010-07-09,21,29.80
2010-07-16,24,30.04
2010-07-23,31,30.93
2010-07-30,24,30.69
2010-08-06,28,29.84
2010-08-13,17,28.70
2010-08-20,31,27.99
2010-08-27,24,27.51
2010-09-03,22,28.68
2010-09-10,29,29.02
2010-09-17,20,29.83
2010-09-24,20,31.01
2010-10-01,24,31.78
2010-10-08,15,31.25
2010-10-15,16,31.31
2010-10-22,25,31.36
2010-10-29,22,30.13
2010-11-05,22,30.94
2010-11-12,24,30.24
2010-11-19,21,31.03
2010-11-26,19,31.15
2010-12-03,27,32.42
2010-12-10,24,33.65
2010-12-17,35,34.40
2010-12-24,53,
2010-12-31,27,34.77
2011-01-07,29,35.05
2011-01-14,24,35.08
2011-01-21,31,35.41
2011-01-28,31,34.80
2011-02-04,26,32.67
2011-02-11,39,33.03
2011-02-18,26,33.06
2011-02-25,24,32.94
2011-03-04,20,33.01
2011-03-11,30,34.00
2011-03-18,27,33.61
2011-03-25,29,33.89
2011-04-01,21,34.96
2011-04-08,31,36.23
2011-04-15,33,35.87
2011-04-22,28,
2011-04-29,28,36.22
2011-05-06,39,37.02
2011-05-13,25,38.13
2011-05-20,21,38.40
2011-05-27,34,38.80
2011-06-03,29,37.97
2011-06-10,37,37.21
2011-06-17,36,37.33
2011-06-24,36,36.42
2011-07-01,29,37.97
2011-07-08,29,38.10
2011-07-15,33,36.82
2011-07-22,33,37.35
2011-07-29,33,36.35
2011-08-05,36,34.15
2011-08-12,33,33.25
2011-08-19,36,32.37
2011-08-26,37,34.34
2011-09-02,40,35.43
2011-09-09,29,36.50
2011-09-16,25,36.22
2011-09-23,32,34.13
2011-09-30,29,33.59
2011-10-07,28,33.78
2011-10-14,27,35.13
2011-10-21,30,35.55
2011-10-28,29,36.84
2011-11-04,31,38.02
2011-11-11,28,39.24
2011-11-18,36,38.16
2011-11-25,30,36.85
2011-12-02,32,38.29
2011-12-09,34,38.37
2011-12-16,48,37.55
2011-12-23,60,40.99
2011-12-30,46,40.78
2012-01-06,35,41.46
2012-01-13,34,42.15
2012-01-20,39,42.77
2012-01-27,37,42.26
2012-02-03,33,43.51
2012-02-10,45,43.18
2012-02-17,33,44.27
2012-02-24,26,44.07
2012-03-02,34,45.03
2012-03-09,31,45.64
2012-03-16,35,45.28
2012-03-23,29,45.14
2012-03-30,50,44.80
2012-04-06,39,
2012-04-13,27,43.43
2012-04-20,34,44.33
2012-04-27,41,44.88
2012-05-04,39,45.42
2012-05-11,37,45.32
2012-05-18,37,44.43
2012-05-25,35,44.98
2012-06-01,39,43.60
2012-06-08,42,44.89
2012-06-15,37,45.65
2012-06-22,38,45.90
2012-06-29,48,46.73
2012-07-06,48,48.12
2012-07-13,47,48.05
2012-07-20,51,45.08
2012-07-27,38,44.94
2012-08-03,45,44.75
2012-08-10,55,44.95
2012-08-17,49,45.31
2012-08-24,56,45.56
2012-08-31,49,45.55
2012-09-07,47,46.06
2012-09-14,48,46.97
2012-09-21,41,47.87
2012-09-28,37,48.42
2012-10-05,38,48.86
2012-10-12,37,47.08
2012-10-19,39,46.20
2012-10-26,46,46.06
2012-11-02,43,46.56
2012-11-09,41,46.36
2012-11-16,38,44.80
2012-11-23,34,45.83
2012-11-30,56,46.51
2012-12-07,43,46.84
2012-12-14,56,49.24
2012-12-21,82,48.67
2012-12-28,66,47.92
2013-01-04,48,49.99
2013-01-11,47,51.30
2013-01-18,46,52.11
2013-01-25,47,51.86
2013-02-01,45,51.58
2013-02-08,43,51.20
2013-02-15,48,51.12
2013-02-22,45,51.35
2013-03-01,47,51.56
2013-03-08,47,52.28
2013-03-15,44,53.58
2013-03-22,44,55.20
2013-03-29,48,
2013-04-05,58,55.64
2013-04-12,38,57.52
2013-04-19,47,58.00
2013-04-26,41,57.73
2013-05-03,45,58.64
2013-05-10,56,58.03
2013-05-17,44,59.44
2013-05-24,48,59.20
2013-05-31,45,57.58
2013-06-07,49,58.49
2013-06-14,52,59.03
2013-06-21,47,57.57
2013-06-28,45,57.18
2013-07-05,58,58.64
2013-07-12,47,60.95
2013-07-19,59,61.63
2013-07-26,53,61.96
2013-08-02,57,61.84
2013-08-09,56,59.48
2013-08-16,49,58.57
2013-08-23,61,57.97
2013-08-30,46,58.05
2013-09-06,53,58.63
2013-09-13,54,59.90
2013-09-20,48,58.53
2013-09-27,49,57.80
2013-10-04,52,56.88
2013-10-11,48,59.57
2013-10-18,50,61.01
2013-10-25,42,61.41
2013-11-01,57,62.59
2013-11-08,41,63.78
2013-11-15,39,65.62
2013-11-22,52,66.68
2013-11-29,52,66.96
2013-12-06,48,66.75
2013-12-13,56,67.31
2013-12-20,73,70.06
2013-12-27,100,71.56
2014-01-03,61,70.55
2014-01-10,44,69.51
2014-01-17,45,67.97
2014-01-24,45,67.63
2014-01-31,48,67.72
2014-02-07,78,66.44
2014-02-14,68,69.90
2014-02-21,54,71.20
2014-02-28,47,73.14
2014-03-07,51,73.48
2014-03-14,55,72.75
2014-03-21,57,74.95
2014-03-28,55,74.26
2014-04-04,52,74.69
2014-04-11,52,72.58
2014-04-18,59,
2014-04-25,46,73.24
2014-05-02,54,
