Date,JWN,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,40.16
2004-02-13,0,39.47
2004-02-20,0,39.07
2004-02-27,0,39.14
2004-03-05,0,39.62
2004-03-12,0,38.70
2004-03-19,0,37.33
2004-03-26,0,37.68
2004-04-02,0,39.85
2004-04-09,0,
2004-04-16,0,37.44
2004-04-23,0,38.28
2004-04-30,0,35.63
2004-05-07,0,35.50
2004-05-14,0,36.27
2004-05-21,0,39.90
2004-05-28,0,40.55
2004-06-04,0,40.66
2004-06-11,0,
2004-06-18,0,41.69
2004-06-25,0,44.25
2004-07-02,0,42.44
2004-07-09,0,41.61
2004-07-16,0,40.92
2004-07-23,0,42.85
2004-07-30,0,43.90
2004-08-06,0,39.95
2004-08-13,0,39.53
2004-08-20,0,36.82
2004-08-27,0,37.55
2004-09-03,0,38.95
2004-09-10,0,39.67
2004-09-17,0,39.55
2004-09-24,0,39.58
2004-10-01,0,38.21
2004-10-08,0,39.69
2004-10-15,0,39.52
2004-10-22,0,41.01
2004-10-29,0,43.18
2004-11-05,0,44.99
2004-11-12,0,45.72
2004-11-19,0,44.33
2004-11-26,0,45.13
2004-12-03,0,43.48
2004-12-10,0,45.00
2004-12-17,0,45.51
2004-12-24,0,
2004-12-31,0,46.73
2005-01-07,0,47.85
2005-01-14,0,48.75
2005-01-21,0,47.36
2005-01-28,0,47.60
2005-02-04,0,50.21
2005-02-11,0,50.42
2005-02-18,0,52.63
2005-02-25,0,52.97
2005-03-04,0,53.91
2005-03-11,0,53.69
2005-03-18,0,52.90
2005-03-25,0,
2005-04-01,0,54.22
2005-04-08,0,54.75
2005-04-15,0,52.50
2005-04-22,0,53.00
2005-04-29,0,50.83
2005-05-06,0,55.10
2005-05-13,0,54.45
2005-05-20,0,59.90
2005-05-27,0,60.25
2005-06-03,0,63.10
2005-06-10,0,66.18
2005-06-17,0,69.06
2005-06-24,0,65.50
2005-07-01,0,34.06
2005-07-08,0,35.55
2005-07-15,0,36.00
2005-07-22,0,37.14
2005-07-29,0,37.01
2005-08-05,0,31.99
2005-08-12,0,32.40
2005-08-19,0,33.55
2005-08-26,0,32.87
2005-09-02,0,33.10
2005-09-09,0,36.88
2005-09-16,0,35.88
2005-09-23,0,34.35
2005-09-30,0,34.32
2005-10-07,0,33.24
2005-10-14,0,32.91
2005-10-21,0,33.66
2005-10-28,0,32.77
2005-11-04,0,37.18
2005-11-11,0,37.63
2005-11-18,0,37.51
2005-11-25,0,38.25
2005-12-02,0,36.63
2005-12-09,0,37.54
2005-12-16,0,36.38
2005-12-23,0,37.51
2005-12-30,0,37.40
2006-01-06,0,39.50
2006-01-13,0,39.98
2006-01-20,0,39.40
2006-01-27,0,42.28
2006-02-03,0,42.20
2006-02-10,0,40.90
2006-02-17,0,40.08
2006-02-24,0,38.30
2006-03-03,0,39.66
2006-03-10,0,41.22
2006-03-17,0,41.22
2006-03-24,0,40.39
2006-03-31,0,39.18
2006-04-07,0,39.93
2006-04-14,0,
2006-04-21,0,38.64
2006-04-28,0,38.33
2006-05-05,0,38.66
2006-05-12,0,36.65
2006-05-19,0,35.28
2006-05-26,0,36.09
2006-06-02,0,37.04
2006-06-09,0,36.34
2006-06-16,0,35.85
2006-06-23,0,36.76
2006-06-30,0,36.50
2006-07-07,0,36.95
2006-07-14,0,33.44
2006-07-21,0,32.45
2006-07-28,0,33.84
2006-08-04,0,34.88
2006-08-11,0,34.31
2006-08-18,0,36.68
2006-08-25,0,34.05
2006-09-01,0,37.94
2006-09-08,0,39.51
2006-09-15,0,41.60
2006-09-22,55,42.58
2006-09-29,55,42.30
2006-10-06,55,44.69
2006-10-13,54,47.07
2006-10-20,0,47.20
2006-10-27,0,46.83
2006-11-03,0,46.06
2006-11-10,0,46.75
2006-11-17,0,48.08
2006-11-24,51,50.00
2006-12-01,62,47.81
2006-12-08,74,48.61
2006-12-15,50,50.30
2006-12-22,57,48.85
2006-12-29,64,49.34
2007-01-05,71,51.28
2007-01-12,79,54.81
2007-01-19,57,55.03
2007-01-26,57,53.65
2007-02-02,57,56.68
2007-02-09,57,56.88
2007-02-16,66,58.46
2007-02-23,76,58.22
2007-03-02,85,52.41
2007-03-09,66,51.57
2007-03-16,47,50.96
2007-03-23,47,53.45
2007-03-30,49,52.94
2007-04-06,51,
2007-04-13,53,54.92
2007-04-20,38,56.72
2007-04-27,38,56.21
2007-05-04,38,55.60
2007-05-11,38,53.98
2007-05-18,70,53.35
2007-05-25,42,51.79
2007-06-01,0,53.43
2007-06-08,0,52.92
2007-06-15,0,52.96
2007-06-22,0,51.01
2007-06-29,0,51.12
2007-07-06,0,49.58
2007-07-13,0,49.41
2007-07-20,0,47.45
2007-07-27,0,43.91
2007-08-03,0,46.07
2007-08-10,0,48.66
2007-08-17,43,47.01
2007-08-24,45,48.83
2007-08-31,40,48.10
2007-09-07,40,46.98
2007-09-14,40,49.42
2007-09-21,40,50.74
2007-09-28,41,46.89
2007-10-05,37,50.01
2007-10-12,58,43.80
2007-10-19,49,38.59
2007-10-26,49,38.85
2007-11-02,100,36.50
2007-11-09,76,32.38
2007-11-16,63,32.51
2007-11-23,75,35.72
2007-11-30,90,33.54
2007-12-07,76,38.52
2007-12-14,62,34.62
2007-12-21,73,36.28
2007-12-28,68,36.93
2008-01-04,68,31.50
2008-01-11,58,31.47
2008-01-18,50,29.87
2008-01-25,50,35.00
2008-02-01,53,39.74
2008-02-08,69,37.10
2008-02-15,47,36.27
2008-02-22,37,36.00
2008-02-29,76,37.03
2008-03-07,62,32.75
2008-03-14,45,33.02
2008-03-21,42,
2008-03-28,42,32.62
2008-04-04,42,33.96
2008-04-11,50,33.84
2008-04-18,36,36.19
2008-04-25,37,36.61
2008-05-02,38,36.46
2008-05-09,40,34.39
2008-05-16,28,38.44
2008-05-23,36,33.17
2008-05-30,36,34.98
2008-06-06,37,33.99
2008-06-13,28,34.73
2008-06-20,31,33.78
2008-06-27,34,31.07
2008-07-04,38,
2008-07-11,54,27.38
2008-07-18,37,30.03
2008-07-25,29,28.94
2008-08-01,40,28.92
2008-08-08,51,29.59
2008-08-15,81,31.54
2008-08-22,42,29.91
2008-08-29,27,31.10
2008-09-05,28,32.56
2008-09-12,25,34.07
2008-09-19,38,33.93
2008-09-26,25,29.19
2008-10-03,55,23.62
2008-10-10,73,18.38
2008-10-17,27,16.66
2008-10-24,48,15.31
2008-10-31,23,18.04
2008-11-07,34,15.50
2008-11-14,44,11.74
2008-11-21,40,7.81
2008-11-28,30,11.37
2008-12-05,48,12.80
2008-12-12,45,12.66
2008-12-19,40,12.70
2008-12-26,42,11.91
2009-01-02,45,14.55
2009-01-09,47,13.96
2009-01-16,33,12.99
2009-01-23,37,13.30
2009-01-30,33,12.69
2009-02-06,30,14.19
2009-02-13,33,13.18
2009-02-20,36,11.89
2009-02-27,26,13.47
2009-03-06,23,12.16
2009-03-13,29,15.55
2009-03-20,28,14.38
2009-03-27,25,17.79
2009-04-03,46,19.48
2009-04-10,31,
2009-04-17,41,22.26
2009-04-24,41,22.50
2009-05-01,34,22.50
2009-05-08,41,23.10
2009-05-15,47,22.58
2009-05-22,38,20.84
2009-05-29,31,19.69
2009-06-05,56,21.09
2009-06-12,22,20.77
2009-06-19,40,19.21
2009-06-26,30,19.53
2009-07-03,26,
2009-07-10,25,19.52
2009-07-17,21,22.00
2009-07-24,33,26.64
2009-07-31,39,26.44
2009-08-07,35,30.30
2009-08-14,43,27.87
2009-08-21,33,28.17
2009-08-28,24,28.60
2009-09-04,19,29.23
2009-09-11,19,29.33
2009-09-18,26,31.88
2009-09-25,24,30.21
2009-10-02,22,28.95
2009-10-09,37,33.25
2009-10-16,34,34.42
2009-10-23,36,33.64
2009-10-30,38,31.78
2009-11-06,40,33.93
2009-11-13,42,33.99
2009-11-20,28,33.95
2009-11-27,23,34.02
2009-12-04,24,35.24
2009-12-11,17,36.05
2009-12-18,19,35.68
2009-12-25,21,
2010-01-01,22,
2010-01-08,24,37.79
2010-01-15,31,36.02
2010-01-22,22,34.14
2010-01-29,22,34.54
2010-02-05,19,33.94
2010-02-12,22,34.20
2010-02-19,25,35.70
2010-02-26,28,36.94
2010-03-05,17,39.01
2010-03-12,22,39.83
2010-03-19,21,40.42
2010-03-26,17,41.75
2010-04-02,17,
2010-04-09,33,42.55
2010-04-16,31,42.95
2010-04-23,25,45.90
2010-04-30,18,41.33
2010-05-07,34,40.06
2010-05-14,24,39.76
2010-05-21,21,38.12
2010-05-28,25,39.70
2010-06-04,19,36.47
2010-06-11,19,37.85
2010-06-18,23,38.66
2010-06-25,25,35.54
2010-07-02,18,32.17
2010-07-09,24,34.54
2010-07-16,26,32.25
2010-07-23,19,34.08
2010-07-30,23,34.00
2010-08-06,28,33.96
2010-08-13,15,31.05
2010-08-20,23,31.77
2010-08-27,25,30.28
2010-09-03,17,33.47
2010-09-10,18,33.27
2010-09-17,23,36.09
2010-09-24,15,36.51
2010-10-01,26,37.11
2010-10-08,18,39.06
2010-10-15,26,38.80
2010-10-22,15,36.89
2010-10-29,16,38.51
2010-11-05,13,42.50
2010-11-12,21,41.40
2010-11-19,20,42.17
2010-11-26,18,43.61
2010-12-03,14,41.82
2010-12-10,16,42.18
2010-12-17,25,42.31
2010-12-24,20,
2010-12-31,18,42.38
2011-01-07,18,42.35
2011-01-14,25,42.09
2011-01-21,16,41.37
2011-01-28,24,40.91
2011-02-04,19,43.71
2011-02-11,17,46.15
2011-02-18,35,46.91
2011-02-25,29,45.49
2011-03-04,18,44.08
2011-03-11,17,44.46
2011-03-18,21,41.33
2011-03-25,12,43.60
2011-04-01,14,45.11
2011-04-08,24,46.22
2011-04-15,22,46.18
2011-04-22,19,
2011-04-29,17,47.55
2011-05-06,19,47.39
2011-05-13,25,47.63
2011-05-20,14,45.60
2011-05-27,18,46.40
2011-06-03,16,43.53
2011-06-10,23,42.13
2011-06-17,22,43.76
2011-06-24,19,44.90
2011-07-01,24,48.24
2011-07-08,21,50.25
2011-07-15,30,50.44
2011-07-22,23,51.50
2011-07-29,24,50.16
2011-08-05,24,44.31
2011-08-12,33,44.28
2011-08-19,26,37.45
2011-08-26,24,42.09
2011-09-02,20,43.26
2011-09-09,13,44.05
2011-09-16,23,47.89
2011-09-23,21,45.52
2011-09-30,20,45.68
2011-10-07,21,48.69
2011-10-14,23,50.70
2011-10-21,16,51.59
2011-10-28,13,51.17
2011-11-04,23,50.39
2011-11-11,29,49.48
2011-11-18,19,46.98
2011-11-25,18,44.29
2011-12-02,27,47.17
2011-12-09,14,48.20
2011-12-16,17,47.03
2011-12-23,19,49.83
2011-12-30,12,49.71
2012-01-06,20,49.74
2012-01-13,13,48.48
2012-01-20,12,50.02
2012-01-27,18,48.55
2012-02-03,21,50.27
2012-02-10,16,50.78
2012-02-17,17,51.14
2012-02-24,14,53.17
2012-03-02,18,53.55
2012-03-09,18,54.08
2012-03-16,22,54.88
2012-03-23,17,54.54
2012-03-30,17,55.72
2012-04-06,26,
2012-04-13,14,54.99
2012-04-20,23,55.11
2012-04-27,15,56.05
2012-05-04,20,55.90
2012-05-11,27,50.96
2012-05-18,23,48.89
2012-05-25,24,50.74
2012-06-01,10,46.80
2012-06-08,17,48.77
2012-06-15,10,49.15
2012-06-22,17,48.92
2012-06-29,19,49.69
2012-07-06,29,51.89
2012-07-13,26,51.89
2012-07-20,20,52.44
2012-07-27,21,54.40
2012-08-03,21,54.35
2012-08-10,25,56.13
2012-08-17,24,57.26
2012-08-24,15,57.95
2012-08-31,17,57.83
2012-09-07,15,57.51
2012-09-14,22,57.56
2012-09-21,25,56.05
2012-09-28,15,55.18
2012-10-05,21,56.18
2012-10-12,17,54.93
2012-10-19,12,56.43
2012-10-26,17,55.77
2012-11-02,18,56.48
2012-11-09,19,54.79
2012-11-16,16,54.87
2012-11-23,19,56.55
2012-11-30,23,54.09
2012-12-07,23,52.80
2012-12-14,19,52.20
2012-12-21,10,52.45
2012-12-28,17,52.16
2013-01-04,16,54.73
2013-01-11,13,53.84
2013-01-18,20,55.52
2013-01-25,15,56.05
2013-02-01,12,55.12
2013-02-08,18,55.82
2013-02-15,17,55.40
2013-02-22,19,53.99
2013-03-01,13,54.07
2013-03-08,20,54.72
2013-03-15,14,53.99
2013-03-22,18,53.32
2013-03-29,16,
2013-04-05,14,55.46
2013-04-12,14,56.82
2013-04-19,21,54.90
2013-04-26,24,56.71
2013-05-03,16,58.21
2013-05-10,18,59.17
2013-05-17,37,60.68
2013-05-24,13,59.87
2013-05-31,17,58.82
2013-06-07,20,59.52
2013-06-14,19,58.94
2013-06-21,12,58.20
2013-06-28,14,59.94
2013-07-05,16,62.04
2013-07-12,12,62.26
2013-07-19,16,61.56
2013-07-26,13,61.52
2013-08-02,20,61.99
2013-08-09,15,58.79
2013-08-16,27,56.43
2013-08-23,19,57.28
2013-08-30,18,55.73
2013-09-06,19,55.92
2013-09-13,14,57.28
2013-09-20,22,57.00
2013-09-27,23,56.45
2013-10-04,22,57.13
2013-10-11,18,56.84
2013-10-18,20,58.74
2013-10-25,12,59.27
2013-11-01,17,59.97
2013-11-08,16,61.02
2013-11-15,22,62.80
2013-11-22,18,62.10
2013-11-29,20,62.21
2013-12-06,17,60.36
2013-12-13,16,60.09
2013-12-20,17,61.19
2013-12-27,16,61.42
2014-01-03,18,62.17
2014-01-10,17,61.11
2014-01-17,13,59.93
2014-01-24,21,58.16
2014-01-31,17,57.45
2014-02-07,19,58.79
2014-02-14,14,58.47
2014-02-21,29,59.24
2014-02-28,26,61.48
2014-03-07,16,62.41
2014-03-14,15,61.33
2014-03-21,14,62.50
2014-03-28,17,61.83
2014-04-04,11,63.47
2014-04-11,13,60.46
2014-04-18,11,
2014-04-25,12,61.48
2014-05-02,18,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
