Date,sell UPS,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,71.35
2004-02-13,0,70.82
2004-02-20,0,70.16
2004-02-27,0,70.63
2004-03-05,0,69.64
2004-03-12,0,68.95
2004-03-19,0,68.92
2004-03-26,0,69.07
2004-04-02,0,70.47
2004-04-09,0,
2004-04-16,0,71.62
2004-04-23,0,71.80
2004-04-30,0,70.15
2004-05-07,0,69.69
2004-05-14,0,69.37
2004-05-21,0,69.12
2004-05-28,0,71.72
2004-06-04,0,71.74
2004-06-11,0,
2004-06-18,0,73.42
2004-06-25,0,74.77
2004-07-02,0,74.27
2004-07-09,0,73.06
2004-07-16,0,73.79
2004-07-23,0,71.41
2004-07-30,0,71.96
2004-08-06,0,70.26
2004-08-13,0,69.25
2004-08-20,0,71.31
2004-08-27,0,72.77
2004-09-03,0,73.04
2004-09-10,0,73.77
2004-09-17,0,75.04
2004-09-24,0,73.60
2004-10-01,0,76.76
2004-10-08,0,76.03
2004-10-15,0,77.74
2004-10-22,0,76.49
2004-10-29,0,79.18
2004-11-05,0,81.76
2004-11-12,0,84.55
2004-11-19,0,83.08
2004-11-26,0,83.64
2004-12-03,0,85.63
2004-12-10,0,86.61
2004-12-17,0,85.90
2004-12-24,0,
2004-12-31,0,85.46
2005-01-07,0,83.50
2005-01-14,0,75.95
2005-01-21,0,74.99
2005-01-28,0,74.10
2005-02-04,0,74.10
2005-02-11,0,75.20
2005-02-18,0,77.22
2005-02-25,0,77.19
2005-03-04,0,77.91
2005-03-11,0,76.06
2005-03-18,0,73.50
2005-03-25,0,
2005-04-01,0,71.90
2005-04-08,0,71.70
2005-04-15,0,68.75
2005-04-22,0,67.90
2005-04-29,0,71.31
2005-05-06,0,71.52
2005-05-13,0,72.15
2005-05-20,0,74.99
2005-05-27,0,74.69
2005-06-03,0,72.82
2005-06-10,0,70.96
2005-06-17,0,70.98
2005-06-24,0,68.60
2005-07-01,0,69.21
2005-07-08,0,69.95
2005-07-15,0,70.15
2005-07-22,0,72.92
2005-07-29,0,72.97
2005-08-05,0,73.44
2005-08-12,0,73.06
2005-08-19,0,71.48
2005-08-26,0,71.33
2005-09-02,0,68.98
2005-09-09,0,68.50
2005-09-16,0,68.98
2005-09-23,0,68.37
2005-09-30,0,69.13
2005-10-07,0,68.44
2005-10-14,0,70.01
2005-10-21,0,71.68
2005-10-28,0,72.82
2005-11-04,0,74.10
2005-11-11,0,76.26
2005-11-18,0,78.15
2005-11-25,0,79.54
2005-12-02,0,77.45
2005-12-09,0,75.79
2005-12-16,0,76.02
2005-12-23,0,77.14
2005-12-30,0,75.15
2006-01-06,0,75.23
2006-01-13,0,74.50
2006-01-20,0,75.24
2006-01-27,0,75.40
2006-02-03,0,73.06
2006-02-10,0,74.78
2006-02-17,0,76.25
2006-02-24,0,75.32
2006-03-03,0,75.51
2006-03-10,0,77.36
2006-03-17,0,78.14
2006-03-24,0,78.82
2006-03-31,0,79.38
2006-04-07,0,81.74
2006-04-14,0,
2006-04-21,0,82.03
2006-04-28,0,81.07
2006-05-05,0,83.35
2006-05-12,0,80.86
2006-05-19,0,79.94
2006-05-26,0,81.03
2006-06-02,0,81.05
2006-06-09,0,78.99
2006-06-16,0,79.28
2006-06-23,0,80.40
2006-06-30,0,82.33
2006-07-07,0,81.09
2006-07-14,0,78.57
2006-07-21,0,78.73
2006-07-28,0,70.01
2006-08-04,0,67.74
2006-08-11,0,66.51
2006-08-18,0,71.08
2006-08-25,0,70.57
2006-09-01,0,71.08
2006-09-08,0,69.56
2006-09-15,0,72.51
2006-09-22,0,70.89
2006-09-29,0,71.94
2006-10-06,0,74.27
2006-10-13,0,73.40
2006-10-20,0,76.10
2006-10-27,0,74.87
2006-11-03,0,73.20
2006-11-10,0,75.56
2006-11-17,0,79.13
2006-11-24,0,78.84
2006-12-01,0,77.31
2006-12-08,0,78.11
2006-12-15,0,76.67
2006-12-22,0,73.87
2006-12-29,0,74.98
2007-01-05,0,74.15
2007-01-12,0,74.44
2007-01-19,0,75.02
2007-01-26,0,72.49
2007-02-02,0,74.17
2007-02-09,0,73.56
2007-02-16,0,74.04
2007-02-23,0,73.34
2007-03-02,0,69.47
2007-03-09,0,70.63
2007-03-16,0,69.26
2007-03-23,0,71.47
2007-03-30,0,70.10
2007-04-06,0,
2007-04-13,0,70.31
2007-04-20,0,72.82
2007-04-27,0,71.50
2007-05-04,0,71.09
2007-05-11,0,71.27
2007-05-18,0,70.05
2007-05-25,0,71.08
2007-06-01,0,72.36
2007-06-08,0,72.32
2007-06-15,0,74.05
2007-06-22,0,72.85
2007-06-29,0,73.00
2007-07-06,0,73.70
2007-07-13,0,75.15
2007-07-20,0,75.01
2007-07-27,0,75.67
2007-08-03,0,75.17
2007-08-10,0,76.75
2007-08-17,0,76.32
2007-08-24,0,77.03
2007-08-31,0,75.86
2007-09-07,0,74.13
2007-09-14,0,74.38
2007-09-21,0,75.75
2007-09-28,0,75.10
2007-10-05,0,76.41
2007-10-12,0,76.62
2007-10-19,0,75.03
2007-10-26,0,74.97
2007-11-02,0,74.03
2007-11-09,0,70.71
2007-11-16,0,72.01
2007-11-23,0,70.92
2007-11-30,0,73.68
2007-12-07,0,74.17
2007-12-14,0,72.61
2007-12-21,0,72.40
2007-12-28,0,71.56
2008-01-04,0,68.01
2008-01-11,0,69.59
2008-01-18,0,67.16
2008-01-25,0,69.97
2008-02-01,0,73.78
2008-02-08,0,70.58
2008-02-15,0,72.42
2008-02-22,0,71.89
2008-02-29,0,70.24
2008-03-07,0,71.96
2008-03-14,0,69.61
2008-03-21,0,
2008-03-28,0,72.26
2008-04-04,0,74.41
2008-04-11,0,70.89
2008-04-18,0,73.19
2008-04-25,0,72.72
2008-05-02,0,73.28
2008-05-09,0,70.29
2008-05-16,0,70.77
2008-05-23,0,67.02
2008-05-30,0,71.02
2008-06-06,0,68.59
2008-06-13,0,68.31
2008-06-20,0,66.37
2008-06-27,0,60.36
2008-07-04,0,
2008-07-11,0,57.99
2008-07-18,0,60.81
2008-07-25,0,62.55
2008-08-01,0,62.26
2008-08-08,0,65.70
2008-08-15,0,66.14
2008-08-22,0,63.52
2008-08-29,0,64.12
2008-09-05,0,63.89
2008-09-12,0,68.60
2008-09-19,0,67.70
2008-09-26,0,64.39
2008-10-03,0,60.76
2008-10-10,0,51.70
2008-10-17,0,50.54
2008-10-24,0,46.55
2008-10-31,0,52.78
2008-11-07,0,51.92
2008-11-14,0,53.14
2008-11-21,0,52.31
2008-11-28,0,57.60
2008-12-05,0,57.83
2008-12-12,0,52.03
2008-12-19,0,53.33
2008-12-26,0,53.16
2009-01-02,0,56.11
2009-01-09,0,50.93
2009-01-16,0,48.20
2009-01-23,0,46.92
2009-01-30,0,42.49
2009-02-06,0,47.07
2009-02-13,0,44.84
2009-02-20,0,42.80
2009-02-27,0,41.18
2009-03-06,0,39.38
2009-03-13,0,43.09
2009-03-20,0,44.71
2009-03-27,0,50.11
2009-04-03,0,52.75
2009-04-10,0,
2009-04-17,0,54.65
2009-04-24,0,53.28
2009-05-01,0,51.66
2009-05-08,0,57.62
2009-05-15,0,51.99
2009-05-22,43,49.65
2009-05-29,44,51.14
2009-06-05,45,51.52
2009-06-12,46,50.53
2009-06-19,47,48.14
2009-06-26,49,49.86
2009-07-03,51,
2009-07-10,53,48.57
2009-07-17,0,52.17
2009-07-24,0,53.40
2009-07-31,0,53.73
2009-08-07,0,54.11
2009-08-14,0,53.53
2009-08-21,0,53.62
2009-08-28,42,53.71
2009-09-04,41,53.81
2009-09-11,41,58.80
2009-09-18,40,58.77
2009-09-25,40,56.81
2009-10-02,40,54.94
2009-10-09,44,55.97
2009-10-16,48,57.12
2009-10-23,52,55.70
2009-10-30,57,53.68
2009-11-06,41,54.86
2009-11-13,41,56.69
2009-11-20,41,57.51
2009-11-27,47,57.43
2009-12-04,54,57.87
2009-12-11,60,58.01
2009-12-18,45,57.98
2009-12-25,53,
2010-01-01,53,
2010-01-08,39,60.17
2010-01-15,39,61.93
2010-01-22,40,58.75
2010-01-29,41,57.77
2010-02-05,48,57.20
2010-02-12,38,56.15
2010-02-19,38,57.81
2010-02-26,38,58.74
2010-03-05,38,59.49
2010-03-12,37,62.32
2010-03-19,54,64.33
2010-03-26,43,63.67
2010-04-02,43,
2010-04-09,46,64.44
2010-04-16,47,68.21
2010-04-23,44,68.86
2010-04-30,41,69.14
2010-05-07,41,63.93
2010-05-14,53,65.75
2010-05-21,42,62.38
2010-05-28,42,62.76
2010-06-04,43,60.56
2010-06-11,49,61.20
2010-06-18,43,62.50
2010-06-25,35,60.35
2010-07-02,42,56.76
2010-07-09,51,60.06
2010-07-16,33,59.68
2010-07-23,34,63.67
2010-07-30,50,65.00
2010-08-06,46,66.70
2010-08-13,46,64.44
2010-08-20,40,65.10
2010-08-27,51,64.47
2010-09-03,62,67.64
2010-09-10,47,67.76
2010-09-17,33,66.68
2010-09-24,49,67.27
2010-10-01,41,66.44
2010-10-08,41,67.53
2010-10-15,41,69.31
2010-10-22,41,69.83
2010-10-29,37,67.34
2010-11-05,35,69.79
2010-11-12,46,68.12
2010-11-19,28,69.11
2010-11-26,31,69.10
2010-12-03,33,71.80
2010-12-10,39,72.89
2010-12-17,74,73.06
2010-12-24,53,
2010-12-31,57,72.58
2011-01-07,51,72.15
2011-01-14,75,72.48
2011-01-21,60,72.89
2011-01-28,34,70.73
2011-02-04,43,74.34
2011-02-11,52,75.32
2011-02-18,44,76.47
2011-02-25,51,73.46
2011-03-04,41,72.44
2011-03-11,28,74.09
2011-03-18,43,71.60
2011-03-25,30,72.04
2011-04-01,46,74.48
2011-04-08,36,73.25
2011-04-15,36,72.71
2011-04-22,45,
2011-04-29,53,74.97
2011-05-06,67,74.10
2011-05-13,49,74.14
2011-05-20,33,74.05
2011-05-27,36,72.96
2011-06-03,39,71.15
2011-06-10,45,68.50
2011-06-17,63,69.17
2011-06-24,33,71.12
2011-07-01,25,73.96
2011-07-08,41,74.57
2011-07-15,52,73.08
2011-07-22,46,74.16
2011-07-29,41,69.22
2011-08-05,46,65.69
2011-08-12,30,65.20
2011-08-19,40,61.70
2011-08-26,46,64.70
2011-09-02,60,65.61
2011-09-09,55,64.22
2011-09-16,49,66.59
2011-09-23,28,62.00
2011-09-30,39,63.15
2011-10-07,45,66.26
2011-10-14,66,68.96
2011-10-21,32,70.06
2011-10-28,29,71.49
2011-11-04,40,69.99
2011-11-11,29,70.78
2011-11-18,22,69.14
2011-11-25,40,66.46
2011-12-02,59,71.07
2011-12-09,52,72.45
2011-12-16,54,71.76
2011-12-23,86,73.47
2011-12-30,41,73.19
2012-01-06,48,73.48
2012-01-13,52,74.16
2012-01-20,49,75.42
2012-01-27,49,76.04
2012-02-03,48,76.70
2012-02-10,46,76.69
2012-02-17,32,76.76
2012-02-24,48,76.50
2012-03-02,28,76.54
2012-03-09,39,77.16
2012-03-16,44,78.41
2012-03-23,42,79.71
2012-03-30,48,80.72
2012-04-06,37,
2012-04-13,23,79.56
2012-04-20,42,80.27
2012-04-27,50,78.44
2012-05-04,57,77.73
2012-05-11,46,76.43
2012-05-18,32,74.03
2012-05-25,34,74.94
2012-06-01,40,73.25
2012-06-08,24,76.63
2012-06-15,49,77.53
2012-06-22,26,77.71
2012-06-29,53,78.76
2012-07-06,54,79.37
2012-07-13,41,79.44
2012-07-20,26,78.45
2012-07-27,38,76.00
2012-08-03,38,75.76
2012-08-10,63,76.30
2012-08-17,49,76.49
2012-08-24,43,75.72
2012-08-31,43,73.81
2012-09-07,45,72.60
2012-09-14,44,73.68
2012-09-21,36,71.88
2012-09-28,34,71.57
2012-10-05,28,73.10
2012-10-12,46,72.11
2012-10-19,38,72.30
2012-10-26,36,73.02
2012-11-02,59,73.48
2012-11-09,41,72.25
2012-11-16,41,70.02
2012-11-23,38,71.98
2012-11-30,59,73.11
2012-12-07,40,73.17
2012-12-14,75,72.85
2012-12-21,100,74.84
2012-12-28,35,72.83
2013-01-04,64,76.57
2013-01-11,52,77.92
2013-01-18,43,80.25
2013-01-25,41,82.45
2013-02-01,39,79.97
2013-02-08,48,82.38
2013-02-15,41,83.48
2013-02-22,41,82.94
2013-03-01,62,82.87
2013-03-08,48,84.44
2013-03-15,27,85.47
2013-03-22,33,84.76
2013-03-29,46,
2013-04-05,48,83.54
2013-04-12,53,84.14
2013-04-19,30,82.99
2013-04-26,46,85.71
2013-05-03,41,86.09
2013-05-10,53,88.34
2013-05-17,51,88.70
2013-05-24,40,86.83
2013-05-31,48,85.90
2013-06-07,54,86.37
2013-06-14,42,85.91
2013-06-21,32,85.41
2013-06-28,37,86.48
2013-07-05,36,87.54
2013-07-12,42,86.12
2013-07-19,50,88.08
2013-07-26,54,86.99
2013-08-02,65,87.92
2013-08-09,39,87.81
2013-08-16,54,86.05
2013-08-23,58,87.17
2013-08-30,54,85.58
2013-09-06,52,86.76
2013-09-13,47,88.66
2013-09-20,55,91.55
2013-09-27,40,91.25
2013-10-04,44,91.00
2013-10-11,53,90.77
2013-10-18,47,93.00
2013-10-25,50,95.61
2013-11-01,51,98.22
2013-11-08,54,99.62
2013-11-15,55,100.94
2013-11-22,48,101.98
2013-11-29,55,102.38
2013-12-06,44,102.43
2013-12-13,83,101.38
2013-12-20,96,103.33
2013-12-27,54,104.72
2014-01-03,62,103.09
2014-01-10,42,102.52
2014-01-17,72,99.91
2014-01-24,49,96.33
2014-01-31,53,95.23
2014-02-07,52,95.37
2014-02-14,35,97.24
2014-02-21,33,96.11
2014-02-28,51,95.77
2014-03-07,49,98.22
2014-03-14,41,96.27
2014-03-21,49,96.86
2014-03-28,36,97.34
2014-04-04,54,98.10
2014-04-11,43,96.27
2014-04-18,41,
2014-04-25,31,97.40
2014-05-02,51,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
