Date,sell BEN,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,57.02
2004-02-13,0,58.45
2004-02-20,0,56.06
2004-02-27,0,56.50
2004-03-05,0,59.00
2004-03-12,0,56.40
2004-03-19,0,56.44
2004-03-26,0,55.70
2004-04-02,0,57.02
2004-04-09,0,
2004-04-16,0,55.13
2004-04-23,0,54.41
2004-04-30,0,54.83
2004-05-07,0,52.75
2004-05-14,0,49.36
2004-05-21,0,49.00
2004-05-28,0,50.28
2004-06-04,0,50.25
2004-06-11,0,
2004-06-18,0,49.34
2004-06-25,0,50.43
2004-07-02,0,49.60
2004-07-09,0,47.45
2004-07-16,0,47.90
2004-07-23,0,47.80
2004-07-30,0,48.25
2004-08-06,0,47.75
2004-08-13,0,48.52
2004-08-20,0,51.71
2004-08-27,0,53.27
2004-09-03,0,53.66
2004-09-10,0,55.01
2004-09-17,0,54.88
2004-09-24,0,54.72
2004-10-01,0,56.95
2004-10-08,0,57.39
2004-10-15,0,58.03
2004-10-22,0,57.27
2004-10-29,0,60.62
2004-11-05,0,62.14
2004-11-12,0,64.50
2004-11-19,0,62.30
2004-11-26,0,63.75
2004-12-03,0,66.50
2004-12-10,0,67.85
2004-12-17,0,68.50
2004-12-24,0,
2004-12-31,0,69.65
2005-01-07,0,67.67
2005-01-14,0,67.87
2005-01-21,0,64.99
2005-01-28,0,67.10
2005-02-04,0,68.38
2005-02-11,0,70.43
2005-02-18,0,70.11
2005-02-25,0,69.87
2005-03-04,0,72.86
2005-03-11,0,71.52
2005-03-18,0,71.89
2005-03-25,0,
2005-04-01,0,68.15
2005-04-08,0,68.22
2005-04-15,0,64.56
2005-04-22,0,64.61
2005-04-29,0,68.68
2005-05-06,0,69.52
2005-05-13,0,68.14
2005-05-20,0,71.38
2005-05-27,0,72.37
2005-06-03,0,72.29
2005-06-10,0,73.05
2005-06-17,0,71.75
2005-06-24,0,74.05
2005-07-01,0,77.70
2005-07-08,0,82.86
2005-07-15,0,82.00
2005-07-22,0,82.20
2005-07-29,0,80.82
2005-08-05,0,80.42
2005-08-12,0,81.58
2005-08-19,0,81.41
2005-08-26,0,80.31
2005-09-02,0,81.45
2005-09-09,0,82.93
2005-09-16,0,80.40
2005-09-23,0,81.14
2005-09-30,0,83.96
2005-10-07,0,81.30
2005-10-14,0,80.70
2005-10-21,0,83.54
2005-10-28,0,86.62
2005-11-04,0,91.15
2005-11-11,0,95.00
2005-11-18,0,95.50
2005-11-25,0,98.03
2005-12-02,0,94.73
2005-12-09,0,97.90
2005-12-16,0,97.01
2005-12-23,0,96.47
2005-12-30,0,94.01
2006-01-06,0,95.84
2006-01-13,0,98.03
2006-01-20,0,96.97
2006-01-27,0,100.90
2006-02-03,0,96.07
2006-02-10,0,94.64
2006-02-17,0,98.55
2006-02-24,0,102.05
2006-03-03,0,103.08
2006-03-10,0,97.25
2006-03-17,0,101.45
2006-03-24,0,97.40
2006-03-31,0,94.24
2006-04-07,0,94.98
2006-04-14,0,
2006-04-21,0,96.86
2006-04-28,0,93.12
2006-05-05,0,93.57
2006-05-12,0,89.30
2006-05-19,0,88.75
2006-05-26,0,90.39
2006-06-02,0,90.69
2006-06-09,0,86.96
2006-06-16,0,85.04
2006-06-23,0,86.69
2006-06-30,0,86.81
2006-07-07,0,82.50
2006-07-14,0,83.04
2006-07-21,0,84.46
2006-07-28,0,91.00
2006-08-04,0,93.15
2006-08-11,0,92.17
2006-08-18,0,98.84
2006-08-25,0,97.13
2006-09-01,0,97.96
2006-09-08,0,99.26
2006-09-15,0,104.77
2006-09-22,0,103.62
2006-09-29,0,105.75
2006-10-06,0,107.67
2006-10-13,0,105.42
2006-10-20,0,105.72
2006-10-27,0,110.90
2006-11-03,0,108.45
2006-11-10,0,107.00
2006-11-17,0,108.50
2006-11-24,0,107.70
2006-12-01,0,106.79
2006-12-08,0,112.36
2006-12-15,0,113.24
2006-12-22,0,110.42
2006-12-29,0,110.17
2007-01-05,0,111.77
2007-01-12,0,119.92
2007-01-19,0,117.79
2007-01-26,0,118.10
2007-02-02,0,120.76
2007-02-09,0,121.90
2007-02-16,0,126.02
2007-02-23,0,123.75
2007-03-02,0,114.46
2007-03-09,0,119.72
2007-03-16,0,114.56
2007-03-23,0,122.88
2007-03-30,0,120.83
2007-04-06,0,
2007-04-13,0,126.54
2007-04-20,0,130.29
2007-04-27,0,131.34
2007-05-04,0,135.20
2007-05-11,0,136.02
2007-05-18,0,135.99
2007-05-25,0,133.95
2007-06-01,0,136.13
2007-06-08,0,128.27
2007-06-15,0,132.28
2007-06-22,0,132.60
2007-06-29,0,132.47
2007-07-06,0,135.42
2007-07-13,0,140.23
2007-07-20,0,137.94
2007-07-27,0,130.15
2007-08-03,0,120.49
2007-08-10,0,122.03
2007-08-17,0,131.50
2007-08-24,0,134.35
2007-08-31,0,131.77
2007-09-07,0,126.14
2007-09-14,0,126.12
2007-09-21,0,130.29
2007-09-28,0,127.50
2007-10-05,0,130.13
2007-10-12,0,140.32
2007-10-19,0,132.84
2007-10-26,0,131.98
2007-11-02,0,124.23
2007-11-09,0,117.23
2007-11-16,0,118.95
2007-11-23,0,119.06
2007-11-30,0,123.18
2007-12-07,0,121.04
2007-12-14,0,111.04
2007-12-21,0,115.12
2007-12-28,0,114.14
2008-01-04,0,106.75
2008-01-11,0,102.00
2008-01-18,0,90.54
2008-01-25,0,98.39
2008-02-01,0,106.65
2008-02-08,0,97.68
2008-02-15,0,96.92
2008-02-22,0,97.14
2008-02-29,0,94.37
2008-03-07,0,89.73
2008-03-14,83,90.45
2008-03-21,0,
2008-03-28,0,94.62
2008-04-04,0,101.21
2008-04-11,0,97.80
2008-04-18,0,99.96
2008-04-25,0,93.64
2008-05-02,0,101.84
2008-05-09,0,99.93
2008-05-16,0,103.17
2008-05-23,0,97.77
2008-05-30,0,101.22
2008-06-06,0,99.63
2008-06-13,0,106.78
2008-06-20,0,100.42
2008-06-27,0,95.77
2008-07-04,0,
2008-07-11,0,88.40
2008-07-18,0,92.68
2008-07-25,0,96.16
2008-08-01,0,100.38
2008-08-08,0,104.49
2008-08-15,0,105.48
2008-08-22,0,102.00
2008-08-29,0,104.50
2008-09-05,0,100.67
2008-09-12,0,95.75
2008-09-19,0,108.00
2008-09-26,0,98.80
2008-10-03,0,82.66
2008-10-10,0,65.01
2008-10-17,0,67.06
2008-10-24,0,55.48
2008-10-31,0,68.00
2008-11-07,0,64.42
2008-11-14,0,54.43
2008-11-21,0,52.10
2008-11-28,0,60.75
2008-12-05,0,61.81
2008-12-12,0,59.31
2008-12-19,0,62.74
2008-12-26,0,59.64
2009-01-02,0,66.60
2009-01-09,0,62.10
2009-01-16,0,54.80
2009-01-23,0,52.34
2009-01-30,0,48.42
2009-02-06,0,56.48
2009-02-13,0,55.32
2009-02-20,0,50.78
2009-02-27,64,45.80
2009-03-06,61,38.66
2009-03-13,61,49.04
2009-03-20,61,47.09
2009-03-27,61,54.20
2009-04-03,0,60.13
2009-04-10,0,
2009-04-17,0,60.94
2009-04-24,0,61.66
2009-05-01,0,61.06
2009-05-08,0,65.15
2009-05-15,0,60.10
2009-05-22,0,61.92
2009-05-29,0,66.85
2009-06-05,0,74.59
2009-06-12,0,75.99
2009-06-19,0,73.37
2009-06-26,0,71.85
2009-07-03,0,
2009-07-10,0,66.19
2009-07-17,0,72.57
2009-07-24,0,80.57
2009-07-31,62,88.68
2009-08-07,0,94.37
2009-08-14,0,94.55
2009-08-21,0,94.57
2009-08-28,0,93.71
2009-09-04,0,93.65
2009-09-11,0,97.80
2009-09-18,0,103.46
2009-09-25,0,99.21
2009-10-02,0,98.21
2009-10-09,0,106.44
2009-10-16,0,110.07
2009-10-23,0,112.93
2009-10-30,0,104.63
2009-11-06,0,110.23
2009-11-13,0,112.80
2009-11-20,0,111.36
2009-11-27,64,108.97
2009-12-04,72,108.87
2009-12-11,80,107.97
2009-12-18,89,103.99
2009-12-25,73,
2010-01-01,49,
2010-01-08,49,108.05
2010-01-15,49,108.31
2010-01-22,77,101.26
2010-01-29,85,99.03
2010-02-05,92,98.00
2010-02-12,100,97.86
2010-02-19,63,101.61
2010-02-26,56,101.72
2010-03-05,71,109.29
2010-03-12,51,108.34
2010-03-19,61,110.37
2010-03-26,61,110.96
2010-04-02,60,
2010-04-09,59,114.82
2010-04-16,65,118.45
2010-04-23,56,119.64
2010-04-30,48,115.64
2010-05-07,48,104.52
2010-05-14,48,106.09
2010-05-21,0,102.73
2010-05-28,0,98.09
2010-06-04,0,91.39
2010-06-11,0,93.50
2010-06-18,0,93.30
2010-06-25,53,91.00
2010-07-02,49,84.97
2010-07-09,52,92.24
2010-07-16,46,90.14
2010-07-23,60,95.52
2010-07-30,59,100.58
2010-08-06,46,102.70
2010-08-13,46,99.53
2010-08-20,46,98.92
2010-08-27,46,98.32
2010-09-03,46,102.64
2010-09-10,46,104.01
2010-09-17,46,105.76
2010-09-24,50,106.97
2010-10-01,44,107.91
2010-10-08,44,113.38
2010-10-15,44,116.41
2010-10-22,44,115.87
2010-10-29,39,114.70
2010-11-05,39,124.59
2010-11-12,39,118.33
2010-11-19,43,116.22
2010-11-26,47,114.03
2010-12-03,48,120.02
2010-12-10,48,118.06
2010-12-17,48,114.60
2010-12-24,48,
2010-12-31,49,111.21
2011-01-07,47,111.69
2011-01-14,52,121.21
2011-01-21,53,118.43
2011-01-28,54,120.84
2011-02-04,56,122.44
2011-02-11,36,128.55
2011-02-18,50,130.40
2011-02-25,46,124.94
2011-03-04,46,125.55
2011-03-11,42,121.01
2011-03-18,47,116.52
2011-03-25,52,121.18
2011-04-01,57,127.20
2011-04-08,46,124.60
2011-04-15,46,123.08
2011-04-22,53,
2011-04-29,59,129.12
2011-05-06,57,126.27
2011-05-13,35,127.27
2011-05-20,39,125.83
2011-05-27,41,126.76
2011-06-03,44,124.10
2011-06-10,45,121.90
2011-06-17,53,124.38
2011-06-24,43,123.14
2011-07-01,48,134.26
2011-07-08,53,137.08
2011-07-15,57,130.32
2011-07-22,39,133.51
2011-07-29,36,126.96
2011-08-05,42,117.66
2011-08-12,42,115.68
2011-08-19,49,110.63
2011-08-26,46,115.84
2011-09-02,46,113.71
2011-09-09,50,111.69
2011-09-16,54,119.33
2011-09-23,58,98.76
2011-09-30,41,95.64
2011-10-07,43,94.93
2011-10-14,45,101.12
2011-10-21,38,103.53
2011-10-28,34,110.92
2011-11-04,34,106.93
2011-11-11,37,107.59
2011-11-18,46,99.36
2011-11-25,40,91.63
2011-12-02,43,98.44
2011-12-09,45,99.93
2011-12-16,42,94.09
2011-12-23,36,95.92
2011-12-30,36,96.06
2012-01-06,36,98.26
2012-01-13,31,96.26
2012-01-20,28,102.40
2012-01-27,37,106.46
2012-02-03,38,116.41
2012-02-10,39,116.10
2012-02-17,41,117.04
2012-02-24,42,118.84
2012-03-02,37,118.09
2012-03-09,37,120.41
2012-03-16,39,125.46
2012-03-23,33,122.76
2012-03-30,33,124.03
2012-04-06,29,
2012-04-13,32,122.24
2012-04-20,28,122.70
2012-04-27,41,125.85
2012-05-04,51,117.57
2012-05-11,49,114.48
2012-05-18,30,107.46
2012-05-25,41,106.79
2012-06-01,53,102.05
2012-06-08,36,108.10
2012-06-15,33,109.18
2012-06-22,33,104.43
2012-06-29,27,110.99
2012-07-06,36,111.53
2012-07-13,47,113.88
2012-07-20,46,110.35
2012-07-27,33,112.21
2012-08-03,28,113.50
2012-08-10,39,116.23
2012-08-17,43,119.93
2012-08-24,31,119.10
2012-08-31,35,117.40
2012-09-07,49,121.36
2012-09-14,56,128.00
2012-09-21,53,125.12
2012-09-28,42,125.07
2012-10-05,42,129.32
2012-10-12,45,127.30
2012-10-19,47,130.53
2012-10-26,53,128.00
2012-11-02,35,131.95
2012-11-09,45,128.90
2012-11-16,32,128.12
2012-11-23,60,133.18
2012-11-30,48,132.02
2012-12-07,31,127.68
2012-12-14,31,126.99
2012-12-21,45,128.33
2012-12-28,41,124.66
2013-01-04,31,131.47
2013-01-11,26,135.66
2013-01-18,27,133.39
2013-01-25,30,134.48
2013-02-01,30,139.77
2013-02-08,41,140.20
2013-02-15,28,144.56
2013-02-22,35,143.24
2013-03-01,40,140.83
2013-03-08,35,146.84
2013-03-15,42,149.90
2013-03-22,46,148.64
2013-03-29,55,
2013-04-05,45,148.07
2013-04-12,52,155.27
2013-04-19,31,146.83
2013-04-26,56,153.61
2013-05-03,47,156.41
2013-05-10,38,161.21
2013-05-17,33,168.32
2013-05-24,26,162.94
2013-05-31,44,154.81
2013-06-07,44,150.46
2013-06-14,38,147.13
2013-06-21,29,137.02
2013-06-28,35,136.02
2013-07-05,30,136.95
2013-07-12,32,143.49
2013-07-19,25,145.83
2013-07-26,25,48.66
2013-08-02,43,49.89
2013-08-09,56,49.31
2013-08-16,38,46.68
2013-08-23,54,46.97
2013-08-30,75,46.16
2013-09-06,26,47.11
2013-09-13,36,48.55
2013-09-20,27,51.69
2013-09-27,32,50.82
2013-10-04,40,51.67
2013-10-11,30,51.27
2013-10-18,44,53.85
2013-10-25,39,54.50
2013-11-01,44,53.98
2013-11-08,47,52.27
2013-11-15,45,54.15
2013-11-22,42,55.65
2013-11-29,35,55.39
2013-12-06,20,54.58
2013-12-13,45,54.02
2013-12-20,50,56.25
2013-12-27,46,57.23
2014-01-03,46,57.08
2014-01-10,32,57.80
2014-01-17,32,58.51
2014-01-24,45,53.60
2014-01-31,37,52.01
2014-02-07,34,52.15
2014-02-14,50,52.81
2014-02-21,21,52.48
2014-02-28,48,53.25
2014-03-07,33,53.81
2014-03-14,31,51.12
2014-03-21,44,52.34
2014-03-28,50,53.67
2014-04-04,36,53.41
2014-04-11,56,51.80
2014-04-18,34,
2014-04-25,54,52.77
2014-05-02,0,
