Date,buy DD,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,44.45
2004-02-13,0,44.46
2004-02-20,0,45.28
2004-02-27,0,45.09
2004-03-05,0,44.64
2004-03-12,0,42.30
2004-03-19,0,41.55
2004-03-26,0,41.74
2004-04-02,0,43.71
2004-04-09,0,
2004-04-16,0,44.98
2004-04-23,0,44.65
2004-04-30,0,42.95
2004-05-07,0,42.00
2004-05-14,0,41.69
2004-05-21,0,41.99
2004-05-28,0,43.20
2004-06-04,0,42.82
2004-06-11,0,
2004-06-18,0,44.09
2004-06-25,0,43.76
2004-07-02,0,43.62
2004-07-09,0,43.09
2004-07-16,0,42.50
2004-07-23,0,42.28
2004-07-30,0,42.87
2004-08-06,0,41.55
2004-08-13,0,40.21
2004-08-20,0,41.70
2004-08-27,0,42.55
2004-09-03,0,42.66
2004-09-10,0,43.30
2004-09-17,0,42.66
2004-09-24,0,41.78
2004-10-01,0,43.15
2004-10-08,0,43.46
2004-10-15,0,42.76
2004-10-22,0,42.02
2004-10-29,0,42.87
2004-11-05,0,44.18
2004-11-12,0,44.50
2004-11-19,0,44.88
2004-11-26,0,45.46
2004-12-03,0,45.73
2004-12-10,0,45.98
2004-12-17,0,47.75
2004-12-24,0,
2004-12-31,0,49.05
2005-01-07,0,47.37
2005-01-14,0,47.07
2005-01-21,0,46.71
2005-01-28,0,47.23
2005-02-04,0,48.71
2005-02-11,0,51.10
2005-02-18,0,53.95
2005-02-25,0,53.96
2005-03-04,0,54.55
2005-03-11,0,53.47
2005-03-18,0,52.14
2005-03-25,0,
2005-04-01,0,50.83
2005-04-08,0,50.70
2005-04-15,0,46.55
2005-04-22,0,48.10
2005-04-29,0,47.11
2005-05-06,0,48.05
2005-05-13,0,46.24
2005-05-20,0,46.97
2005-05-27,0,46.87
2005-06-03,0,46.10
2005-06-10,0,47.25
2005-06-17,0,46.94
2005-06-24,0,44.68
2005-07-01,0,42.83
2005-07-08,0,43.50
2005-07-15,0,44.06
2005-07-22,0,44.20
2005-07-29,0,42.68
2005-08-05,0,42.71
2005-08-12,0,41.35
2005-08-19,0,40.73
2005-08-26,0,39.74
2005-09-02,0,38.85
2005-09-09,0,39.84
2005-09-16,0,40.51
2005-09-23,0,38.78
2005-09-30,0,39.17
2005-10-07,0,37.88
2005-10-14,0,38.00
2005-10-21,0,38.64
2005-10-28,0,42.00
2005-11-04,0,43.31
2005-11-11,0,42.50
2005-11-18,0,42.45
2005-11-25,0,43.15
2005-12-02,0,43.16
2005-12-09,0,42.86
2005-12-16,0,42.50
2005-12-23,0,43.01
2005-12-30,0,42.50
2006-01-06,0,42.92
2006-01-13,0,40.07
2006-01-20,0,39.52
2006-01-27,0,39.83
2006-02-03,0,38.90
2006-02-10,0,40.69
2006-02-17,0,41.51
2006-02-24,0,40.32
2006-03-03,0,41.00
2006-03-10,0,40.90
2006-03-17,0,42.56
2006-03-24,0,42.55
2006-03-31,0,42.21
2006-04-07,0,42.70
2006-04-14,0,
2006-04-21,0,44.61
2006-04-28,0,44.10
2006-05-05,0,45.15
2006-05-12,0,44.19
2006-05-19,0,42.81
2006-05-26,0,42.56
2006-06-02,0,43.30
2006-06-09,0,40.66
2006-06-16,0,40.84
2006-06-23,0,41.81
2006-06-30,0,41.60
2006-07-07,0,40.54
2006-07-14,0,39.67
2006-07-21,0,40.01
2006-07-28,0,40.14
2006-08-04,0,39.64
2006-08-11,0,39.07
2006-08-18,0,40.33
2006-08-25,0,39.25
2006-09-01,0,40.48
2006-09-08,0,40.00
2006-09-15,0,42.25
2006-09-22,0,42.32
2006-09-29,0,42.84
2006-10-06,0,44.95
2006-10-13,0,45.08
2006-10-20,0,44.97
2006-10-27,0,45.55
2006-11-03,0,45.08
2006-11-10,0,47.30
2006-11-17,0,47.26
2006-11-24,0,48.43
2006-12-01,0,46.45
2006-12-08,0,46.90
2006-12-15,0,48.75
2006-12-22,0,48.57
2006-12-29,0,48.71
2007-01-05,0,48.05
2007-01-12,0,49.73
2007-01-19,0,50.84
2007-01-26,0,49.19
2007-02-02,0,50.25
2007-02-09,0,51.07
2007-02-16,0,52.47
2007-02-23,0,52.99
2007-03-02,0,50.09
2007-03-09,0,51.14
2007-03-16,0,49.96
2007-03-23,0,51.03
2007-03-30,0,49.43
2007-04-06,0,
2007-04-13,0,49.31
2007-04-20,0,49.28
2007-04-27,0,49.69
2007-05-04,0,51.24
2007-05-11,0,50.42
2007-05-18,0,52.38
2007-05-25,0,51.46
2007-06-01,0,53.10
2007-06-08,0,51.13
2007-06-15,0,51.47
2007-06-22,0,52.30
2007-06-29,0,50.84
2007-07-06,0,51.97
2007-07-13,0,51.55
2007-07-20,0,52.62
2007-07-27,0,46.82
2007-08-03,0,46.35
2007-08-10,0,48.59
2007-08-17,0,47.31
2007-08-24,0,49.08
2007-08-31,0,48.75
2007-09-07,0,47.50
2007-09-14,0,48.04
2007-09-21,0,49.69
2007-09-28,0,49.56
2007-10-05,0,49.55
2007-10-12,0,49.06
2007-10-19,0,46.87
2007-10-26,0,48.37
2007-11-02,0,47.96
2007-11-09,0,46.79
2007-11-16,0,45.31
2007-11-23,0,44.69
2007-11-30,0,46.15
2007-12-07,0,47.19
2007-12-14,0,44.73
2007-12-21,0,45.35
2007-12-28,0,44.30
2008-01-04,0,43.38
2008-01-11,0,44.66
2008-01-18,0,42.70
2008-01-25,0,44.72
2008-02-01,0,45.95
2008-02-08,0,45.44
2008-02-15,0,45.49
2008-02-22,0,45.96
2008-02-29,0,46.42
2008-03-07,0,45.00
2008-03-14,0,46.98
2008-03-21,0,
2008-03-28,0,46.44
2008-04-04,0,49.50
2008-04-11,0,49.33
2008-04-18,0,52.02
2008-04-25,0,49.88
2008-05-02,0,49.86
2008-05-09,0,48.44
2008-05-16,0,49.63
2008-05-23,0,47.62
2008-05-30,0,47.91
2008-06-06,0,46.32
2008-06-13,0,47.20
2008-06-20,0,46.23
2008-06-27,0,42.69
2008-07-04,0,
2008-07-11,0,41.47
2008-07-18,0,44.20
2008-07-25,0,43.81
2008-08-01,0,43.31
2008-08-08,0,45.31
2008-08-15,0,45.70
2008-08-22,0,44.79
2008-08-29,0,44.44
2008-09-05,0,44.25
2008-09-12,0,46.39
2008-09-19,0,48.04
2008-09-26,0,41.99
2008-10-03,0,38.80
2008-10-10,0,33.40
2008-10-17,16,33.77
2008-10-24,0,29.33
2008-10-31,0,32.04
2008-11-07,0,30.46
2008-11-14,0,27.43
2008-11-21,0,23.03
2008-11-28,0,25.06
2008-12-05,0,24.12
2008-12-12,0,26.61
2008-12-19,0,25.60
2008-12-26,0,24.98
2009-01-02,0,26.18
2009-01-09,0,25.41
2009-01-16,0,24.97
2009-01-23,0,24.16
2009-01-30,0,22.96
2009-02-06,0,24.57
2009-02-13,0,22.40
2009-02-20,0,20.38
2009-02-27,0,18.76
2009-03-06,11,16.87
2009-03-13,21,19.49
2009-03-20,41,20.66
2009-03-27,42,22.70
2009-04-03,100,25.97
2009-04-10,0,
2009-04-17,0,28.42
2009-04-24,0,28.78
2009-05-01,0,27.87
2009-05-08,0,28.38
2009-05-15,0,26.93
2009-05-22,0,27.77
2009-05-29,0,28.47
2009-06-05,0,27.00
2009-06-12,0,27.00
2009-06-19,0,24.97
2009-06-26,0,25.38
2009-07-03,0,
2009-07-10,23,24.61
2009-07-17,11,27.57
2009-07-24,11,30.04
2009-07-31,0,30.93
2009-08-07,0,32.83
2009-08-14,0,32.36
2009-08-21,0,32.71
2009-08-28,0,32.56
2009-09-04,0,31.71
2009-09-11,9,31.81
2009-09-18,0,33.74
2009-09-25,0,31.74
2009-10-02,0,30.54
2009-10-09,0,32.95
2009-10-16,0,34.10
2009-10-23,11,33.23
2009-10-30,0,31.82
2009-11-06,0,33.38
2009-11-13,0,34.31
2009-11-20,0,34.51
2009-11-27,0,34.40
2009-12-04,0,32.34
2009-12-11,0,32.23
2009-12-18,9,31.87
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,33.94
2010-01-15,0,34.01
2010-01-22,0,32.50
2010-01-29,0,32.61
2010-02-05,0,32.73
2010-02-12,0,32.28
2010-02-19,0,34.03
2010-02-26,0,33.72
2010-03-05,0,34.97
2010-03-12,0,35.49
2010-03-19,7,36.86
2010-03-26,8,37.69
2010-04-02,8,
2010-04-09,9,39.19
2010-04-16,10,38.66
2010-04-23,7,40.22
2010-04-30,0,39.84
2010-05-07,0,36.23
2010-05-14,0,37.65
2010-05-21,0,36.10
2010-05-28,0,36.17
2010-06-04,8,34.41
2010-06-11,0,37.61
2010-06-18,0,38.36
2010-06-25,0,36.66
2010-07-02,0,34.06
2010-07-09,0,36.90
2010-07-16,0,35.98
2010-07-23,8,38.34
2010-07-30,8,40.67
2010-08-06,8,42.13
2010-08-13,8,40.32
2010-08-20,8,40.34
2010-08-27,8,41.01
2010-09-03,7,42.51
2010-09-10,7,42.29
2010-09-17,7,43.95
2010-09-24,6,45.58
2010-10-01,6,44.85
2010-10-08,6,46.66
2010-10-15,6,46.67
2010-10-22,6,46.83
2010-10-29,6,47.28
2010-11-05,7,48.18
2010-11-12,6,46.52
2010-11-19,6,47.10
2010-11-26,6,46.31
2010-12-03,7,49.24
2010-12-10,7,48.62
2010-12-17,8,49.86
2010-12-24,9,
2010-12-31,6,49.88
2011-01-07,6,49.76
2011-01-14,6,49.80
2011-01-21,6,48.35
2011-01-28,6,50.29
2011-02-04,7,52.53
2011-02-11,7,54.58
2011-02-18,6,55.98
2011-02-25,6,54.07
2011-03-04,7,53.87
2011-03-11,6,52.90
2011-03-18,6,52.99
2011-03-25,9,54.10
2011-04-01,7,55.19
2011-04-08,7,55.40
2011-04-15,6,54.89
2011-04-22,11,
2011-04-29,11,56.79
2011-05-06,8,54.63
2011-05-13,8,52.91
2011-05-20,9,52.74
2011-05-27,8,52.56
2011-06-03,8,50.29
2011-06-10,7,49.78
2011-06-17,7,49.57
2011-06-24,6,51.96
2011-07-01,6,54.47
2011-07-08,6,55.42
2011-07-15,8,54.09
2011-07-22,6,54.85
2011-07-29,7,51.42
2011-08-05,8,47.27
2011-08-12,8,47.36
2011-08-19,6,43.79
2011-08-26,6,46.09
2011-09-02,6,46.76
2011-09-09,6,45.27
2011-09-16,6,47.12
2011-09-23,6,40.46
2011-09-30,8,39.97
2011-10-07,7,41.90
2011-10-14,7,45.09
2011-10-21,6,45.15
2011-10-28,9,49.36
2011-11-04,5,48.70
2011-11-11,6,48.52
2011-11-18,6,46.41
2011-11-25,6,43.86
2011-12-02,7,47.02
2011-12-09,7,45.04
2011-12-16,5,43.98
2011-12-23,6,46.17
2011-12-30,7,45.78
2012-01-06,8,46.04
2012-01-13,7,48.40
2012-01-20,9,49.42
2012-01-27,6,50.72
2012-02-03,14,52.01
2012-02-10,7,51.15
2012-02-17,5,51.48
2012-02-24,7,50.99
2012-03-02,4,51.45
2012-03-09,9,51.50
2012-03-16,9,53.38
2012-03-23,9,52.63
2012-03-30,8,52.90
2012-04-06,5,
2012-04-13,8,52.02
2012-04-20,4,52.62
2012-04-27,4,53.72
2012-05-04,7,52.89
2012-05-11,6,51.57
2012-05-18,7,47.97
2012-05-25,9,48.40
2012-06-01,7,47.21
2012-06-08,9,49.50
2012-06-15,5,50.24
2012-06-22,7,49.96
2012-06-29,6,50.57
2012-07-06,6,48.90
2012-07-13,6,47.63
2012-07-20,6,48.87
2012-07-27,6,49.71
2012-08-03,6,49.47
2012-08-10,6,51.08
2012-08-17,8,50.65
2012-08-24,8,50.35
2012-08-31,7,49.75
2012-09-07,4,50.56
2012-09-14,7,52.24
2012-09-21,7,51.80
2012-09-28,9,50.27
2012-10-05,6,50.35
2012-10-12,6,48.69
2012-10-19,7,49.34
2012-10-26,6,45.18
2012-11-02,6,44.15
2012-11-09,9,43.34
2012-11-16,5,41.95
2012-11-23,8,43.12
2012-11-30,4,43.14
2012-12-07,5,43.18
2012-12-14,8,44.09
2012-12-21,7,44.93
2012-12-28,6,44.71
2013-01-04,9,45.73
2013-01-11,7,46.15
2013-01-18,7,46.99
2013-01-25,7,48.33
2013-02-01,5,47.98
2013-02-08,4,47.50
2013-02-15,5,46.94
2013-02-22,7,47.24
2013-03-01,6,48.09
2013-03-08,6,49.15
2013-03-15,7,49.90
2013-03-22,6,49.27
2013-03-29,8,
2013-04-05,8,48.69
2013-04-12,6,49.82
2013-04-19,7,49.19
2013-04-26,5,52.90
2013-05-03,9,53.94
2013-05-10,8,55.46
2013-05-17,6,55.89
2013-05-24,6,55.35
2013-05-31,4,55.79
2013-06-07,9,55.44
2013-06-14,7,52.68
2013-06-21,8,52.91
2013-06-28,8,52.50
2013-07-05,9,53.00
2013-07-12,5,54.41
2013-07-19,8,57.14
2013-07-26,6,57.66
2013-08-02,10,59.92
2013-08-09,7,59.74
2013-08-16,8,58.28
2013-08-23,7,57.90
2013-08-30,4,56.62
2013-09-06,8,57.11
2013-09-13,5,58.88
2013-09-20,7,59.42
2013-09-27,8,59.01
2013-10-04,7,58.65
2013-10-11,6,57.93
2013-10-18,6,59.62
2013-10-25,6,61.90
2013-11-01,4,61.09
2013-11-08,3,62.00
2013-11-15,6,62.11
2013-11-22,5,61.70
2013-11-29,6,61.38
2013-12-06,9,61.34
2013-12-13,6,60.24
2013-12-20,8,62.55
2013-12-27,8,64.25
2014-01-03,6,63.78
2014-01-10,5,63.54
2014-01-17,7,64.02
2014-01-24,4,59.97
2014-01-31,5,61.01
2014-02-07,6,63.45
2014-02-14,7,64.50
2014-02-21,7,64.87
2014-02-28,8,66.62
2014-03-07,5,67.24
2014-03-14,7,65.77
2014-03-21,7,66.98
2014-03-28,6,66.62
2014-04-04,5,67.34
2014-04-11,8,66.09
2014-04-18,5,
2014-04-25,10,66.66
2014-05-02,0,
