Date,buy TGT,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,39.44
2004-02-13,0,41.17
2004-02-20,0,42.64
2004-02-27,0,43.96
2004-03-05,0,43.20
2004-03-12,0,45.63
2004-03-19,0,44.73
2004-03-26,0,44.51
2004-04-02,0,44.75
2004-04-09,0,
2004-04-16,0,44.28
2004-04-23,0,44.74
2004-04-30,0,43.37
2004-05-07,0,43.26
2004-05-14,0,43.00
2004-05-21,0,43.21
2004-05-28,0,44.70
2004-06-04,0,45.21
2004-06-11,0,
2004-06-18,0,45.99
2004-06-25,0,44.45
2004-07-02,0,41.75
2004-07-09,0,41.27
2004-07-16,0,42.40
2004-07-23,0,43.83
2004-07-30,0,43.60
2004-08-06,0,40.81
2004-08-13,0,42.94
2004-08-20,0,43.81
2004-08-27,0,44.94
2004-09-03,0,45.93
2004-09-10,0,45.82
2004-09-17,0,45.32
2004-09-24,0,46.22
2004-10-01,0,45.45
2004-10-08,0,47.33
2004-10-15,0,46.89
2004-10-22,0,47.71
2004-10-29,0,50.02
2004-11-05,0,51.83
2004-11-12,0,52.02
2004-11-19,0,51.29
2004-11-26,0,52.21
2004-12-03,0,51.70
2004-12-10,0,51.70
2004-12-17,0,50.53
2004-12-24,0,
2004-12-31,0,51.93
2005-01-07,0,49.02
2005-01-14,0,49.75
2005-01-21,0,49.10
2005-01-28,0,49.49
2005-02-04,0,51.52
2005-02-11,0,49.23
2005-02-18,0,50.62
2005-02-25,0,51.37
2005-03-04,0,52.39
2005-03-11,0,51.75
2005-03-18,0,50.76
2005-03-25,0,
2005-04-01,0,49.40
2005-04-08,0,50.05
2005-04-15,0,48.00
2005-04-22,0,46.63
2005-04-29,0,46.41
2005-05-06,0,46.87
2005-05-13,0,48.49
2005-05-20,0,51.89
2005-05-27,0,53.50
2005-06-03,0,53.92
2005-06-10,0,53.55
2005-06-17,0,54.42
2005-06-24,0,54.07
2005-07-01,0,54.56
2005-07-08,0,56.93
2005-07-15,0,58.70
2005-07-22,0,59.10
2005-07-29,0,58.75
2005-08-05,0,55.47
2005-08-12,0,56.58
2005-08-19,0,55.34
2005-08-26,0,55.68
2005-09-02,0,53.16
2005-09-09,0,54.40
2005-09-16,0,53.30
2005-09-23,0,52.59
2005-09-30,0,51.93
2005-10-07,0,52.77
2005-10-14,0,53.49
2005-10-21,0,54.64
2005-10-28,0,54.51
2005-11-04,0,57.41
2005-11-11,0,58.45
2005-11-18,0,55.22
2005-11-25,0,55.23
2005-12-02,0,53.86
2005-12-09,0,53.80
2005-12-16,0,53.67
2005-12-23,0,55.51
2005-12-30,0,54.97
2006-01-06,0,54.33
2006-01-13,0,54.38
2006-01-20,0,53.58
2006-01-27,0,54.17
2006-02-03,0,54.96
2006-02-10,0,54.61
2006-02-17,0,54.31
2006-02-24,0,54.05
2006-03-03,0,53.39
2006-03-10,0,53.31
2006-03-17,0,53.77
2006-03-24,0,53.71
2006-03-31,0,52.01
2006-04-07,0,51.96
2006-04-14,0,
2006-04-21,0,50.85
2006-04-28,0,53.10
2006-05-05,0,54.54
2006-05-12,0,52.21
2006-05-19,0,49.16
2006-05-26,0,48.85
2006-06-02,0,49.19
2006-06-09,0,48.41
2006-06-16,0,49.22
2006-06-23,0,49.25
2006-06-30,0,48.87
2006-07-07,0,49.22
2006-07-14,0,47.74
2006-07-21,0,46.08
2006-07-28,0,46.46
2006-08-04,0,47.22
2006-08-11,0,48.40
2006-08-18,0,49.80
2006-08-25,0,46.90
2006-09-01,0,48.95
2006-09-08,0,50.56
2006-09-15,0,53.64
2006-09-22,0,54.83
2006-09-29,0,55.25
2006-10-06,0,58.55
2006-10-13,0,59.68
2006-10-20,0,58.00
2006-10-27,0,58.56
2006-11-03,0,56.03
2006-11-10,0,57.94
2006-11-17,0,58.22
2006-11-24,0,57.71
2006-12-01,0,57.31
2006-12-08,0,58.13
2006-12-15,0,58.76
2006-12-22,0,57.32
2006-12-29,0,57.05
2007-01-05,0,57.27
2007-01-12,0,60.31
2007-01-19,0,62.35
2007-01-26,0,60.19
2007-02-02,0,62.03
2007-02-09,0,61.67
2007-02-16,0,62.91
2007-02-23,0,63.10
2007-03-02,0,61.03
2007-03-09,0,61.88
2007-03-16,0,59.77
2007-03-23,0,61.51
2007-03-30,0,59.26
2007-04-06,0,
2007-04-13,0,59.65
2007-04-20,0,62.12
2007-04-27,0,60.77
2007-05-04,0,58.98
2007-05-11,0,58.25
2007-05-18,0,58.15
2007-05-25,0,60.76
2007-06-01,0,63.67
2007-06-08,0,63.37
2007-06-15,0,63.79
2007-06-22,0,64.27
2007-06-29,0,63.60
2007-07-06,0,68.10
2007-07-13,0,70.14
2007-07-20,0,67.43
2007-07-27,0,62.10
2007-08-03,0,60.51
2007-08-10,0,62.36
2007-08-17,0,61.18
2007-08-24,0,63.09
2007-08-31,0,65.93
2007-09-07,0,61.00
2007-09-14,0,64.51
2007-09-21,0,65.65
2007-09-28,0,63.57
2007-10-05,0,67.57
2007-10-12,0,64.17
2007-10-19,0,60.77
2007-10-26,0,63.03
2007-11-02,0,59.33
2007-11-09,0,56.19
2007-11-16,0,53.88
2007-11-23,0,57.17
2007-11-30,0,59.97
2007-12-07,0,55.51
2007-12-14,0,51.56
2007-12-21,0,50.68
2007-12-28,0,50.74
2008-01-04,0,48.08
2008-01-11,0,49.95
2008-01-18,0,50.10
2008-01-25,0,51.60
2008-02-01,0,57.05
2008-02-08,0,52.50
2008-02-15,0,53.07
2008-02-22,0,52.07
2008-02-29,0,52.61
2008-03-07,0,52.00
2008-03-14,0,49.83
2008-03-21,0,
2008-03-28,0,49.69
2008-04-04,0,52.67
2008-04-11,0,51.97
2008-04-18,0,54.60
2008-04-25,0,53.98
2008-05-02,0,53.91
2008-05-09,0,52.24
2008-05-16,0,54.88
2008-05-23,0,52.04
2008-05-30,0,53.36
2008-06-06,0,52.52
2008-06-13,0,53.54
2008-06-20,0,49.98
2008-06-27,0,47.87
2008-07-04,0,
2008-07-11,0,44.74
2008-07-18,0,46.87
2008-07-25,0,44.57
2008-08-01,0,44.68
2008-08-08,0,48.74
2008-08-15,0,51.40
2008-08-22,0,52.66
2008-08-29,0,53.02
2008-09-05,0,55.03
2008-09-12,0,57.26
2008-09-19,0,53.32
2008-09-26,0,51.47
2008-10-03,0,43.66
2008-10-10,0,37.00
2008-10-17,0,39.37
2008-10-24,0,32.92
2008-10-31,0,40.12
2008-11-07,0,36.52
2008-11-14,0,33.03
2008-11-21,0,28.08
2008-11-28,0,33.76
2008-12-05,0,34.96
2008-12-12,0,35.84
2008-12-19,0,34.42
2008-12-26,0,32.24
2009-01-02,0,34.63
2009-01-09,0,35.40
2009-01-16,0,35.02
2009-01-23,0,33.40
2009-01-30,0,31.20
2009-02-06,0,33.02
2009-02-13,0,30.08
2009-02-20,0,29.75
2009-02-27,0,28.31
2009-03-06,0,25.65
2009-03-13,0,29.97
2009-03-20,0,30.35
2009-03-27,0,34.17
2009-04-03,0,36.68
2009-04-10,0,
2009-04-17,0,40.54
2009-04-24,0,40.08
2009-05-01,0,40.05
2009-05-08,0,43.79
2009-05-15,0,40.37
2009-05-22,0,40.74
2009-05-29,0,39.30
2009-06-05,0,40.49
2009-06-12,0,40.38
2009-06-19,0,39.58
2009-06-26,0,39.57
2009-07-03,0,
2009-07-10,0,37.80
2009-07-17,0,39.56
2009-07-24,0,42.71
2009-07-31,0,43.62
2009-08-07,0,42.93
2009-08-14,0,42.03
2009-08-21,0,45.66
2009-08-28,0,47.39
2009-09-04,0,47.12
2009-09-11,0,47.95
2009-09-18,0,48.79
2009-09-25,0,46.29
2009-10-02,0,46.02
2009-10-09,0,49.89
2009-10-16,0,50.08
2009-10-23,0,49.03
2009-10-30,0,48.43
2009-11-06,0,49.70
2009-11-13,0,48.99
2009-11-20,0,47.46
2009-11-27,0,47.70
2009-12-04,0,45.64
2009-12-11,0,46.93
2009-12-18,0,48.24
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,50.07
2010-01-15,0,50.17
2010-01-22,0,50.38
2010-01-29,0,51.27
2010-02-05,0,49.30
2010-02-12,0,48.64
2010-02-19,0,50.73
2010-02-26,0,51.52
2010-03-05,0,53.49
2010-03-12,0,53.08
2010-03-19,0,53.30
2010-03-26,0,54.37
2010-04-02,0,
2010-04-09,0,55.67
2010-04-16,0,55.99
2010-04-23,0,57.94
2010-04-30,0,56.87
2010-05-07,0,54.30
2010-05-14,0,55.17
2010-05-21,0,54.35
2010-05-28,0,54.53
2010-06-04,0,52.80
2010-06-11,0,53.71
2010-06-18,0,53.67
2010-06-25,0,50.50
2010-07-02,0,49.53
2010-07-09,0,49.85
2010-07-16,0,50.28
2010-07-23,0,51.89
2010-07-30,0,51.32
2010-08-06,0,52.32
2010-08-13,0,50.81
2010-08-20,0,52.15
2010-08-27,0,51.74
2010-09-03,0,52.83
2010-09-10,0,53.06
2010-09-17,0,53.74
2010-09-24,0,55.05
2010-10-01,0,53.47
2010-10-08,0,54.20
2010-10-15,0,54.33
2010-10-22,0,53.87
2010-10-29,0,51.94
2010-11-05,0,55.15
2010-11-12,0,54.19
2010-11-19,0,56.31
2010-11-26,0,56.85
2010-12-03,0,59.12
2010-12-10,0,58.95
2010-12-17,0,58.52
2010-12-24,0,
2010-12-31,0,60.13
2011-01-07,0,55.05
2011-01-14,0,55.07
2011-01-21,0,55.73
2011-01-28,0,54.35
2011-02-04,0,54.27
2011-02-11,0,54.39
2011-02-18,0,51.90
2011-02-25,0,52.36
2011-03-04,0,51.65
2011-03-11,0,51.53
2011-03-18,0,49.99
2011-03-25,0,49.95
2011-04-01,0,50.36
2011-04-08,0,49.53
2011-04-15,0,50.24
2011-04-22,0,
2011-04-29,0,49.10
2011-05-06,0,50.51
2011-05-13,0,51.52
2011-05-20,0,49.69
2011-05-27,0,49.37
2011-06-03,0,47.40
2011-06-10,0,46.70
2011-06-17,0,46.53
2011-06-24,0,46.33
2011-07-01,0,47.93
2011-07-08,0,51.14
2011-07-15,0,51.09
2011-07-22,0,51.81
2011-07-29,0,51.49
2011-08-05,0,48.65
2011-08-12,0,48.48
2011-08-19,0,49.92
2011-08-26,0,50.83
2011-09-02,0,49.71
2011-09-09,0,50.02
2011-09-16,0,52.66
2011-09-23,0,49.14
2011-09-30,0,49.04
2011-10-07,0,51.56
2011-10-14,0,52.95
2011-10-21,0,54.64
2011-10-28,0,55.24
2011-11-04,0,52.17
2011-11-11,0,53.07
2011-11-18,0,53.00
2011-11-25,0,51.21
2011-12-02,0,52.88
2011-12-09,0,53.50
2011-12-16,0,52.20
2011-12-23,0,51.70
2011-12-30,0,51.22
2012-01-06,0,48.95
2012-01-13,0,49.82
2012-01-20,0,50.17
2012-01-27,0,50.05
2012-02-03,0,52.14
2012-02-10,0,52.43
2012-02-17,0,52.64
2012-02-24,0,55.22
2012-03-02,0,56.59
2012-03-09,0,57.69
2012-03-16,0,58.41
2012-03-23,0,58.19
2012-03-30,0,58.27
2012-04-06,0,
2012-04-13,0,57.43
2012-04-20,0,57.28
2012-04-27,0,58.26
2012-05-04,0,55.65
2012-05-11,0,55.43
2012-05-18,0,55.46
2012-05-25,0,57.62
2012-06-01,0,57.20
2012-06-08,0,59.20
2012-06-15,0,58.50
2012-06-22,0,57.56
2012-06-29,0,58.19
2012-07-06,0,58.07
2012-07-13,0,61.95
2012-07-20,0,61.37
2012-07-27,0,61.52
2012-08-03,0,62.36
2012-08-10,0,62.84
2012-08-17,0,64.14
2012-08-24,0,63.69
2012-08-31,0,64.09
2012-09-07,0,64.00
2012-09-14,0,64.67
2012-09-21,0,65.44
2012-09-28,0,63.47
2012-10-05,0,64.18
2012-10-12,0,61.52
2012-10-19,0,62.23
2012-10-26,0,63.92
2012-11-02,0,62.71
2012-11-09,0,62.02
2012-11-16,0,62.50
2012-11-23,0,64.48
2012-11-30,0,63.13
2012-12-07,0,62.28
2012-12-14,0,60.50
2012-12-21,0,59.60
2012-12-28,0,58.57
2013-01-04,0,60.58
2013-01-11,0,60.07
2013-01-18,0,61.53
2013-01-25,0,61.54
2013-02-01,0,61.15
2013-02-08,0,62.49
2013-02-15,0,61.71
2013-02-22,0,63.60
2013-03-01,0,64.13
2013-03-08,0,66.35
2013-03-15,0,66.80
2013-03-22,0,68.42
2013-03-29,0,
2013-04-05,0,68.85
2013-04-12,0,69.49
2013-04-19,0,69.04
2013-04-26,0,70.52
2013-05-03,0,70.50
2013-05-10,0,69.74
2013-05-17,0,71.06
2013-05-24,0,69.72
2013-05-31,0,69.50
2013-06-07,0,70.36
2013-06-14,0,69.03
2013-06-21,0,68.83
2013-06-28,0,68.86
2013-07-05,0,70.25
2013-07-12,0,72.56
2013-07-19,0,72.55
2013-07-26,0,71.46
2013-08-02,0,71.50
2013-08-09,0,70.72
2013-08-16,0,68.58
2013-08-23,100,64.35
2013-08-30,0,63.31
2013-09-06,0,63.29
2013-09-13,0,63.76
2013-09-20,0,64.55
2013-09-27,0,63.94
2013-10-04,0,63.41
2013-10-11,0,63.21
2013-10-18,0,64.67
2013-10-25,0,64.07
2013-11-01,0,64.62
2013-11-08,0,65.11
2013-11-15,0,66.89
2013-11-22,0,63.70
2013-11-29,0,63.93
2013-12-06,0,63.38
2013-12-13,0,62.36
2013-12-20,0,62.49
2013-12-27,0,62.15
2014-01-03,0,63.49
2014-01-10,0,62.62
2014-01-17,0,60.24
2014-01-24,0,57.72
2014-01-31,0,56.64
2014-02-07,0,56.33
2014-02-14,0,56.06
2014-02-21,0,56.24
2014-02-28,0,62.54
2014-03-07,0,60.75
2014-03-14,0,59.36
2014-03-21,0,59.45
2014-03-28,0,59.98
2014-04-04,0,61.14
2014-04-11,0,58.90
2014-04-18,0,
2014-04-25,0,61.26
2014-05-02,0,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
