Date,TECO Energy,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,14.87
2004-02-13,0,14.79
2004-02-20,0,14.82
2004-02-27,0,15.07
2004-03-05,0,15.04
2004-03-12,0,14.78
2004-03-19,0,14.74
2004-03-26,0,14.38
2004-04-02,0,14.46
2004-04-09,0,
2004-04-16,0,13.89
2004-04-23,0,13.55
2004-04-30,0,12.73
2004-05-07,0,12.13
2004-05-14,0,11.80
2004-05-21,0,11.82
2004-05-28,0,12.16
2004-06-04,0,11.92
2004-06-11,0,
2004-06-18,0,11.85
2004-06-25,0,11.91
2004-07-02,0,11.99
2004-07-09,0,12.79
2004-07-16,0,13.20
2004-07-23,0,12.60
2004-07-30,0,12.90
2004-08-06,0,12.65
2004-08-13,0,12.80
2004-08-20,0,12.88
2004-08-27,0,13.25
2004-09-03,0,13.25
2004-09-10,0,13.08
2004-09-17,0,13.56
2004-09-24,0,13.09
2004-10-01,0,13.51
2004-10-08,0,13.90
2004-10-15,0,14.21
2004-10-22,0,14.05
2004-10-29,0,14.00
2004-11-05,0,14.87
2004-11-12,0,15.15
2004-11-19,0,14.83
2004-11-26,0,15.37
2004-12-03,0,14.95
2004-12-10,0,14.57
2004-12-17,0,15.09
2004-12-24,0,
2004-12-31,0,15.35
2005-01-07,0,15.12
2005-01-14,0,15.54
2005-01-21,0,15.51
2005-01-28,0,15.77
2005-02-04,0,15.96
2005-02-11,0,15.95
2005-02-18,0,15.91
2005-02-25,0,15.85
2005-03-04,0,16.27
2005-03-11,0,15.68
2005-03-18,0,15.94
2005-03-25,0,
2005-04-01,0,15.89
2005-04-08,0,16.04
2005-04-15,0,15.76
2005-04-22,0,16.03
2005-04-29,0,16.61
2005-05-06,0,16.55
2005-05-13,0,16.23
2005-05-20,0,17.46
2005-05-27,0,17.41
2005-06-03,0,17.72
2005-06-10,0,18.31
2005-06-17,0,18.77
2005-06-24,0,18.46
2005-07-01,0,19.00
2005-07-08,0,19.19
2005-07-15,0,18.90
2005-07-22,0,18.96
2005-07-29,0,18.96
2005-08-05,0,18.61
2005-08-12,0,17.90
2005-08-19,0,17.53
2005-08-26,0,17.52
2005-09-02,0,17.66
2005-09-09,0,17.90
2005-09-16,0,18.16
2005-09-23,0,17.59
2005-09-30,0,18.02
2005-10-07,0,17.40
2005-10-14,0,16.56
2005-10-21,0,16.35
2005-10-28,0,17.03
2005-11-04,0,17.42
2005-11-11,0,17.17
2005-11-18,0,17.55
2005-11-25,0,17.68
2005-12-02,0,17.54
2005-12-09,0,17.65
2005-12-16,0,17.92
2005-12-23,0,17.40
2005-12-30,0,17.18
2006-01-06,0,17.61
2006-01-13,0,17.28
2006-01-20,0,17.54
2006-01-27,0,17.24
2006-02-03,0,16.59
2006-02-10,0,16.58
2006-02-17,0,17.05
2006-02-24,0,17.06
2006-03-03,0,16.62
2006-03-10,0,16.18
2006-03-17,0,16.64
2006-03-24,0,16.26
2006-03-31,0,16.12
2006-04-07,0,16.15
2006-04-14,0,
2006-04-21,0,16.54
2006-04-28,0,15.98
2006-05-05,0,15.99
2006-05-12,0,15.27
2006-05-19,0,14.86
2006-05-26,0,15.00
2006-06-02,0,15.36
2006-06-09,0,15.15
2006-06-16,0,14.92
2006-06-23,0,14.76
2006-06-30,0,14.94
2006-07-07,0,15.24
2006-07-14,0,15.63
2006-07-21,0,15.85
2006-07-28,0,16.06
2006-08-04,0,15.68
2006-08-11,0,15.48
2006-08-18,0,15.76
2006-08-25,0,15.39
2006-09-01,0,15.80
2006-09-08,0,15.42
2006-09-15,0,15.44
2006-09-22,0,15.49
2006-09-29,0,15.65
2006-10-06,0,15.80
2006-10-13,0,15.75
2006-10-20,0,16.32
2006-10-27,0,16.49
2006-11-03,0,16.13
2006-11-10,0,16.50
2006-11-17,0,16.97
2006-11-24,0,16.92
2006-12-01,0,17.03
2006-12-08,0,17.16
2006-12-15,0,17.42
2006-12-22,0,17.19
2006-12-29,0,17.23
2007-01-05,0,17.04
2007-01-12,0,16.72
2007-01-19,0,16.88
2007-01-26,0,16.85
2007-02-02,0,17.05
2007-02-09,77,17.00
2007-02-16,82,16.74
2007-02-23,88,16.93
2007-03-02,0,16.67
2007-03-09,0,16.59
2007-03-16,0,16.75
2007-03-23,0,17.29
2007-03-30,0,17.21
2007-04-06,0,
2007-04-13,0,18.01
2007-04-20,81,18.01
2007-04-27,0,18.05
2007-05-04,0,18.28
2007-05-11,0,18.12
2007-05-18,0,18.14
2007-05-25,0,17.25
2007-06-01,0,17.55
2007-06-08,0,16.57
2007-06-15,0,17.16
2007-06-22,0,16.81
2007-06-29,0,17.18
2007-07-06,0,17.43
2007-07-13,76,17.67
2007-07-20,0,17.19
2007-07-27,0,16.26
2007-08-03,0,15.87
2007-08-10,0,16.00
2007-08-17,0,15.92
2007-08-24,0,16.02
2007-08-31,59,15.84
2007-09-07,0,15.58
2007-09-14,0,15.80
2007-09-21,0,16.16
2007-09-28,0,16.43
2007-10-05,0,16.13
2007-10-12,0,16.44
2007-10-19,0,15.85
2007-10-26,0,16.74
2007-11-02,0,17.10
2007-11-09,0,17.23
2007-11-16,0,17.10
2007-11-23,0,17.12
2007-11-30,0,17.32
2007-12-07,0,17.78
2007-12-14,0,17.02
2007-12-21,0,17.37
2007-12-28,0,17.36
2008-01-04,0,16.94
2008-01-11,0,17.24
2008-01-18,0,16.03
2008-01-25,0,15.77
2008-02-01,0,16.92
2008-02-08,72,16.22
2008-02-15,50,15.44
2008-02-22,50,15.37
2008-02-29,50,14.98
2008-03-07,50,14.96
2008-03-14,50,14.90
2008-03-21,46,
2008-03-28,46,15.60
2008-04-04,45,16.30
2008-04-11,45,16.22
2008-04-18,45,16.69
2008-04-25,57,16.76
2008-05-02,70,16.64
2008-05-09,44,19.05
2008-05-16,44,19.36
2008-05-23,44,19.83
2008-05-30,44,20.37
2008-06-06,45,21.29
2008-06-13,45,21.42
2008-06-20,46,21.54
2008-06-27,47,20.88
2008-07-04,48,
2008-07-11,50,20.56
2008-07-18,55,19.61
2008-07-25,46,19.22
2008-08-01,45,17.59
2008-08-08,50,17.19
2008-08-15,43,17.28
2008-08-22,43,17.34
2008-08-29,43,17.84
2008-09-05,60,16.17
2008-09-12,77,16.95
2008-09-19,53,17.22
2008-09-26,52,16.84
2008-10-03,56,14.82
2008-10-10,59,12.30
2008-10-17,62,13.96
2008-10-24,42,13.54
2008-10-31,75,11.54
2008-11-07,39,11.99
2008-11-14,49,12.08
2008-11-21,67,11.78
2008-11-28,45,13.00
2008-12-05,74,11.36
2008-12-12,45,12.11
2008-12-19,60,11.96
2008-12-26,64,11.62
2009-01-02,50,12.71
2009-01-09,62,12.01
2009-01-16,50,12.09
2009-01-23,49,11.89
2009-01-30,87,12.01
2009-02-06,58,12.50
2009-02-13,61,11.26
2009-02-20,76,9.71
2009-02-27,62,9.59
2009-03-06,50,9.27
2009-03-13,80,10.12
2009-03-20,61,11.00
2009-03-27,43,11.05
2009-04-03,57,11.09
2009-04-10,72,
2009-04-17,82,10.60
2009-04-24,47,10.50
2009-05-01,64,11.27
2009-05-08,50,12.20
2009-05-15,69,11.09
2009-05-22,68,10.91
2009-05-29,68,11.22
2009-06-05,58,11.51
2009-06-12,67,12.04
2009-06-19,64,11.96
2009-06-26,54,11.73
2009-07-03,65,
2009-07-10,66,11.27
2009-07-17,80,12.09
2009-07-24,60,12.92
2009-07-31,100,13.49
2009-08-07,97,13.33
2009-08-14,73,13.05
2009-08-21,69,13.59
2009-08-28,51,13.43
2009-09-04,86,13.28
2009-09-11,43,13.20
2009-09-18,75,14.07
2009-09-25,63,14.07
2009-10-02,74,13.59
2009-10-09,86,14.32
2009-10-16,38,14.40
2009-10-23,57,14.24
2009-10-30,60,14.34
2009-11-06,79,14.64
2009-11-13,56,14.65
2009-11-20,81,14.54
2009-11-27,46,14.53
2009-12-04,85,15.34
2009-12-11,53,15.88
2009-12-18,87,16.20
2009-12-25,59,
2010-01-01,62,
2010-01-08,74,16.21
2010-01-15,61,16.32
2010-01-22,63,15.57
2010-01-29,66,15.57
2010-02-05,83,14.93
2010-02-12,75,14.90
2010-02-19,60,15.64
2010-02-26,63,15.33
2010-03-05,87,15.79
2010-03-12,73,15.86
2010-03-19,71,15.90
2010-03-26,66,15.75
2010-04-02,48,
2010-04-09,72,16.21
2010-04-16,71,16.34
2010-04-23,56,17.00
2010-04-30,28,16.93
2010-05-07,75,15.48
2010-05-14,63,16.02
2010-05-21,68,15.04
2010-05-28,63,15.55
2010-06-04,53,14.97
2010-06-11,52,15.65
2010-06-18,48,16.19
2010-06-25,55,15.60
2010-07-02,42,15.11
2010-07-09,48,16.15
2010-07-16,45,16.09
2010-07-23,63,16.66
2010-07-30,67,16.34
2010-08-06,68,17.17
2010-08-13,67,16.14
2010-08-20,45,16.41
2010-08-27,43,17.09
2010-09-03,51,17.45
2010-09-10,52,17.05
2010-09-17,59,16.96
2010-09-24,64,17.48
2010-10-01,57,17.50
2010-10-08,62,17.62
2010-10-15,40,17.53
2010-10-22,50,17.75
2010-10-29,52,17.59
2010-11-05,50,17.59
2010-11-12,64,16.97
2010-11-19,49,16.95
2010-11-26,30,16.88
2010-12-03,45,17.02
2010-12-10,36,16.98
2010-12-17,42,17.49
2010-12-24,44,
2010-12-31,38,17.80
2011-01-07,46,18.09
2011-01-14,54,18.20
2011-01-21,43,18.14
2011-01-28,48,18.25
2011-02-04,32,18.25
2011-02-11,48,17.79
2011-02-18,46,17.80
2011-02-25,36,17.92
2011-03-04,55,18.07
2011-03-11,44,18.14
2011-03-18,40,17.74
2011-03-25,53,18.25
2011-04-01,92,18.86
2011-04-08,50,18.97
2011-04-15,65,18.86
2011-04-22,53,
2011-04-29,48,19.27
2011-05-06,60,19.27
2011-05-13,44,19.15
2011-05-20,30,19.11
2011-05-27,34,19.06
2011-06-03,49,18.56
2011-06-10,45,18.44
2011-06-17,74,18.61
2011-06-24,53,18.50
2011-07-01,53,19.16
2011-07-08,42,19.17
2011-07-15,39,18.68
2011-07-22,29,19.25
2011-07-29,32,18.53
2011-08-05,38,17.18
2011-08-12,26,16.91
2011-08-19,39,17.15
2011-08-26,35,17.75
2011-09-02,25,17.71
2011-09-09,17,17.51
2011-09-16,36,18.49
2011-09-23,24,17.04
2011-09-30,45,17.13
2011-10-07,20,17.09
2011-10-14,30,17.86
2011-10-21,39,18.07
2011-10-28,37,18.81
2011-11-04,41,19.01
2011-11-11,47,18.82
2011-11-18,31,18.28
2011-11-25,33,17.51
2011-12-02,50,18.42
2011-12-09,35,18.46
2011-12-16,34,18.33
2011-12-23,37,19.09
2011-12-30,32,19.14
2012-01-06,41,18.94
2012-01-13,51,18.60
2012-01-20,44,18.30
2012-01-27,35,18.36
2012-02-03,45,18.28
2012-02-10,41,17.65
2012-02-17,23,18.10
2012-02-24,39,18.11
2012-03-02,21,17.94
2012-03-09,34,17.78
2012-03-16,28,17.75
2012-03-23,57,17.53
2012-03-30,20,17.55
2012-04-06,43,
2012-04-13,56,17.18
2012-04-20,39,17.85
2012-04-27,48,17.94
2012-05-04,40,17.85
2012-05-11,38,17.81
2012-05-18,38,17.23
2012-05-25,28,17.35
2012-06-01,39,17.20
2012-06-08,43,17.74
2012-06-15,45,18.13
2012-06-22,56,17.83
2012-06-29,74,18.06
2012-07-06,59,18.17
2012-07-13,49,18.29
2012-07-20,46,18.24
2012-07-27,48,18.22
2012-08-03,59,17.98
2012-08-10,45,17.94
2012-08-17,58,17.88
2012-08-24,37,17.61
2012-08-31,45,17.36
2012-09-07,35,17.54
2012-09-14,41,17.46
2012-09-21,33,17.51
2012-09-28,39,17.74
2012-10-05,61,17.55
2012-10-12,40,17.52
2012-10-19,33,17.89
2012-10-26,50,17.61
2012-11-02,57,17.82
2012-11-09,49,16.92
2012-11-16,65,16.51
2012-11-23,39,16.21
2012-11-30,57,16.81
2012-12-07,47,16.84
2012-12-14,42,16.60
2012-12-21,36,17.03
2012-12-28,32,16.56
2013-01-04,57,17.18
2013-01-11,35,17.14
2013-01-18,33,17.02
2013-01-25,40,17.19
2013-02-01,51,17.77
2013-02-08,56,17.05
2013-02-15,51,16.90
2013-02-22,26,17.12
2013-03-01,23,17.35
2013-03-08,20,17.32
2013-03-15,22,17.44
2013-03-22,40,17.35
2013-03-29,50,
2013-04-05,74,18.16
2013-04-12,74,18.45
2013-04-19,65,18.47
2013-04-26,49,18.83
2013-05-03,63,18.94
2013-05-10,48,18.63
2013-05-17,52,18.98
2013-05-24,68,18.29
2013-05-31,55,17.61
2013-06-07,55,17.50
2013-06-14,46,17.33
2013-06-21,57,16.76
2013-06-28,46,17.19
2013-07-05,50,16.71
2013-07-12,56,17.56
2013-07-19,49,17.83
2013-07-26,62,17.66
2013-08-02,63,17.78
2013-08-09,76,17.91
2013-08-16,76,16.71
2013-08-23,71,16.80
2013-08-30,56,16.53
2013-09-06,66,16.59
2013-09-13,73,16.35
2013-09-20,60,16.71
2013-09-27,55,16.51
2013-10-04,62,16.50
2013-10-11,62,16.99
2013-10-18,44,17.17
2013-10-25,49,17.61
2013-11-01,67,17.34
2013-11-08,62,17.07
2013-11-15,46,17.42
2013-11-22,62,17.16
2013-11-29,49,17.04
2013-12-06,58,17.34
2013-12-13,59,16.81
2013-12-20,62,17.04
2013-12-27,47,17.14
2014-01-03,68,16.96
2014-01-10,67,17.14
2014-01-17,50,16.91
2014-01-24,62,16.69
2014-01-31,47,16.38
2014-02-07,43,16.31
2014-02-14,52,16.65
2014-02-21,49,16.70
2014-02-28,52,16.78
2014-03-07,68,16.34
2014-03-14,66,16.93
2014-03-21,44,16.69
2014-03-28,51,16.97
2014-04-04,44,17.14
2014-04-11,61,17.22
2014-04-18,66,
2014-04-25,59,18.38
2014-05-02,50,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
