Date,VRTX,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,9.75
2004-02-13,0,10.31
2004-02-20,0,10.21
2004-02-27,0,11.27
2004-03-05,0,11.31
2004-03-12,0,10.22
2004-03-19,0,9.50
2004-03-26,0,9.20
2004-04-02,0,9.85
2004-04-09,0,
2004-04-16,0,8.64
2004-04-23,0,9.03
2004-04-30,0,8.64
2004-05-07,0,8.53
2004-05-14,0,8.31
2004-05-21,0,8.69
2004-05-28,0,8.80
2004-06-04,0,9.25
2004-06-11,0,
2004-06-18,0,9.93
2004-06-25,0,10.58
2004-07-02,0,10.59
2004-07-09,0,10.02
2004-07-16,0,9.82
2004-07-23,0,9.00
2004-07-30,0,9.23
2004-08-06,0,8.37
2004-08-13,0,8.59
2004-08-20,0,9.94
2004-08-27,0,9.96
2004-09-03,0,10.25
2004-09-10,0,10.75
2004-09-17,0,10.88
2004-09-24,0,9.84
2004-10-01,0,10.59
2004-10-08,0,10.75
2004-10-15,0,10.32
2004-10-22,0,10.01
2004-10-29,0,10.88
2004-11-05,0,11.31
2004-11-12,0,11.74
2004-11-19,0,10.49
2004-11-26,0,10.64
2004-12-03,0,11.14
2004-12-10,0,10.88
2004-12-17,0,11.27
2004-12-24,0,
2004-12-31,0,10.57
2005-01-07,0,10.49
2005-01-14,0,10.52
2005-01-21,0,10.20
2005-01-28,0,10.05
2005-02-04,0,11.30
2005-02-11,0,11.55
2005-02-18,0,11.43
2005-02-25,0,11.99
2005-03-04,0,10.68
2005-03-11,0,10.14
2005-03-18,0,10.40
2005-03-25,0,
2005-04-01,0,9.10
2005-04-08,0,10.00
2005-04-15,0,9.57
2005-04-22,0,9.69
2005-04-29,0,9.53
2005-05-06,0,10.65
2005-05-13,0,12.79
2005-05-20,0,14.55
2005-05-27,0,14.07
2005-06-03,0,13.07
2005-06-10,0,13.11
2005-06-17,0,15.30
2005-06-24,0,15.78
2005-07-01,0,16.33
2005-07-08,0,16.99
2005-07-15,0,16.74
2005-07-22,0,17.14
2005-07-29,0,15.95
2005-08-05,0,16.29
2005-08-12,0,16.93
2005-08-19,0,18.80
2005-08-26,0,17.45
2005-09-02,0,17.90
2005-09-09,0,18.48
2005-09-16,0,19.40
2005-09-23,0,18.96
2005-09-30,0,22.35
2005-10-07,0,21.53
2005-10-14,0,22.70
2005-10-21,0,22.35
2005-10-28,0,21.70
2005-11-04,0,23.88
2005-11-11,0,26.33
2005-11-18,84,26.82
2005-11-25,0,26.04
2005-12-02,0,25.04
2005-12-09,0,26.48
2005-12-16,0,27.69
2005-12-23,0,28.79
2005-12-30,0,27.67
2006-01-06,0,31.28
2006-01-13,0,33.85
2006-01-20,0,34.44
2006-01-27,0,35.95
2006-02-03,0,34.54
2006-02-10,0,35.90
2006-02-17,0,37.73
2006-02-24,61,43.20
2006-03-03,61,43.81
2006-03-10,70,37.20
2006-03-17,59,40.56
2006-03-24,79,36.45
2006-03-31,63,36.59
2006-04-07,71,32.31
2006-04-14,80,
2006-04-21,0,39.17
2006-04-28,0,36.37
2006-05-05,0,36.95
2006-05-12,0,34.24
2006-05-19,0,30.25
2006-05-26,0,33.75
2006-06-02,0,34.67
2006-06-09,0,32.00
2006-06-16,0,33.06
2006-06-23,0,31.66
2006-06-30,0,36.71
2006-07-07,0,35.91
2006-07-14,0,34.29
2006-07-21,0,34.36
2006-07-28,0,34.25
2006-08-04,0,32.27
2006-08-11,0,30.39
2006-08-18,0,32.71
2006-08-25,0,35.43
2006-09-01,0,36.21
2006-09-08,0,35.34
2006-09-15,0,32.98
2006-09-22,0,31.70
2006-09-29,0,33.65
2006-10-06,0,36.71
2006-10-13,0,36.09
2006-10-20,0,34.15
2006-10-27,0,40.66
2006-11-03,47,39.56
2006-11-10,54,42.12
2006-11-17,55,44.50
2006-11-24,56,44.90
2006-12-01,56,44.14
2006-12-08,57,43.23
2006-12-15,70,38.93
2006-12-22,45,37.51
2006-12-29,45,37.42
2007-01-05,45,35.81
2007-01-12,50,37.80
2007-01-19,52,36.90
2007-01-26,48,35.03
2007-02-02,48,33.73
2007-02-09,48,32.36
2007-02-16,48,30.53
2007-02-23,37,32.13
2007-03-02,39,29.46
2007-03-09,41,29.29
2007-03-16,43,27.09
2007-03-23,44,28.05
2007-03-30,46,28.04
2007-04-06,48,
2007-04-13,50,30.16
2007-04-20,100,31.88
2007-04-27,72,31.36
2007-05-04,35,30.47
2007-05-11,32,30.07
2007-05-18,0,31.46
2007-05-25,0,30.65
2007-06-01,0,29.66
2007-06-08,0,27.73
2007-06-15,0,27.69
2007-06-22,0,26.20
2007-06-29,0,28.56
2007-07-06,0,28.74
2007-07-13,0,29.15
2007-07-20,0,29.32
2007-07-27,64,32.44
2007-08-03,42,33.22
2007-08-10,42,36.59
2007-08-17,58,36.87
2007-08-24,46,37.34
2007-08-31,46,38.96
2007-09-07,32,39.75
2007-09-14,31,40.40
2007-09-21,31,38.24
2007-09-28,31,38.41
2007-10-05,31,37.36
2007-10-12,31,35.77
2007-10-19,29,30.73
2007-10-26,29,32.31
2007-11-02,30,28.90
2007-11-09,0,25.42
2007-11-16,0,25.71
2007-11-23,0,24.00
2007-11-30,0,25.39
2007-12-07,0,25.49
2007-12-14,0,24.85
2007-12-21,0,24.92
2007-12-28,0,23.47
2008-01-04,30,21.50
2008-01-11,28,22.60
2008-01-18,27,22.83
2008-01-25,29,19.17
2008-02-01,30,20.57
2008-02-08,31,18.10
2008-02-15,31,18.39
2008-02-22,24,18.09
2008-02-29,24,17.50
2008-03-07,27,16.06
2008-03-14,30,15.44
2008-03-21,35,
2008-03-28,39,18.66
2008-04-04,44,26.29
2008-04-11,23,25.65
2008-04-18,25,25.76
2008-04-25,28,25.72
2008-05-02,29,26.29
2008-05-09,31,26.90
2008-05-16,32,27.66
2008-05-23,34,26.38
2008-05-30,36,28.63
2008-06-06,38,32.24
2008-06-13,34,33.56
2008-06-20,25,33.36
2008-06-27,0,32.50
2008-07-04,0,
2008-07-11,0,33.19
2008-07-18,0,31.92
2008-07-25,0,32.58
2008-08-01,0,32.70
2008-08-08,26,28.89
2008-08-15,26,28.46
2008-08-22,27,27.08
2008-08-29,23,26.86
2008-09-05,23,26.24
2008-09-12,23,27.00
2008-09-19,23,29.25
2008-09-26,23,33.90
2008-10-03,23,29.10
2008-10-10,24,25.44
2008-10-17,25,25.68
2008-10-24,26,20.97
2008-10-31,32,26.21
2008-11-07,22,27.74
2008-11-14,27,27.50
2008-11-21,19,21.14
2008-11-28,19,24.59
2008-12-05,19,24.05
2008-12-12,19,25.81
2008-12-19,19,29.82
2008-12-26,23,29.50
2009-01-02,26,30.69
2009-01-09,30,29.91
2009-01-16,30,30.75
2009-01-23,31,30.94
2009-01-30,32,33.05
2009-02-06,33,35.00
2009-02-13,33,33.29
2009-02-20,19,33.06
2009-02-27,19,30.14
2009-03-06,19,27.77
2009-03-13,22,29.10
2009-03-20,20,28.79
2009-03-27,20,29.43
2009-04-03,23,27.33
2009-04-10,25,
2009-04-17,28,28.03
2009-04-24,31,27.04
2009-05-01,31,30.26
2009-05-08,22,30.45
2009-05-15,20,28.54
2009-05-22,17,29.05
2009-05-29,17,29.77
2009-06-05,18,30.78
2009-06-12,16,31.53
2009-06-19,17,33.36
2009-06-26,17,36.04
2009-07-03,17,
2009-07-10,24,32.89
2009-07-17,22,33.53
2009-07-24,22,35.97
2009-07-31,17,36.01
2009-08-07,17,34.84
2009-08-14,16,34.32
2009-08-21,16,37.16
2009-08-28,16,37.34
2009-09-04,17,36.32
2009-09-11,18,35.92
2009-09-18,18,37.55
2009-09-25,19,36.39
2009-10-02,20,34.99
2009-10-09,17,33.75
2009-10-16,18,34.85
2009-10-23,19,32.50
2009-10-30,20,33.56
2009-11-06,25,39.22
2009-11-13,14,40.58
2009-11-20,14,38.54
2009-11-27,14,39.00
2009-12-04,14,39.63
2009-12-11,0,39.90
2009-12-18,0,42.34
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,40.67
2010-01-15,15,40.21
2010-01-22,0,40.14
2010-01-29,0,38.40
2010-02-05,0,37.61
2010-02-12,0,38.38
2010-02-19,0,40.70
2010-02-26,0,40.54
2010-03-05,0,41.52
2010-03-12,0,43.46
2010-03-19,0,42.72
2010-03-26,13,41.61
2010-04-02,15,
2010-04-09,14,39.68
2010-04-16,14,39.99
2010-04-23,13,38.75
2010-04-30,13,38.77
2010-05-07,13,35.90
2010-05-14,13,37.46
2010-05-21,16,34.12
2010-05-28,22,34.59
2010-06-04,15,34.45
2010-06-11,13,35.01
2010-06-18,13,36.82
2010-06-25,13,35.06
2010-07-02,14,32.22
2010-07-09,15,34.18
2010-07-16,16,32.47
2010-07-23,17,33.05
2010-07-30,19,33.66
2010-08-06,21,36.54
2010-08-13,15,36.19
2010-08-20,17,35.58
2010-08-27,20,34.45
2010-09-03,12,36.06
2010-09-10,12,36.47
2010-09-17,12,36.25
2010-09-24,14,36.88
2010-10-01,16,34.42
2010-10-08,20,35.31
2010-10-15,25,36.03
2010-10-22,18,36.43
2010-10-29,31,38.30
2010-11-05,19,35.06
2010-11-12,12,33.77
2010-11-19,12,34.25
2010-11-26,12,34.28
2010-12-03,14,33.49
2010-12-10,13,34.13
2010-12-17,17,35.45
2010-12-24,16,
2010-12-31,16,35.03
2011-01-07,17,36.16
2011-01-14,16,39.42
2011-01-21,16,40.06
2011-01-28,20,39.01
2011-02-04,24,39.46
2011-02-11,12,38.46
2011-02-18,17,39.16
2011-02-25,23,44.84
2011-03-04,36,51.07
2011-03-11,20,46.45
2011-03-18,16,44.39
2011-03-25,17,46.58
2011-04-01,20,47.59
2011-04-08,15,48.16
2011-04-15,14,48.02
2011-04-22,24,
2011-04-29,64,55.05
2011-05-06,28,54.54
2011-05-13,18,57.48
2011-05-20,30,55.00
2011-05-27,33,53.54
2011-06-03,23,54.76
2011-06-10,25,48.20
2011-06-17,16,45.01
2011-06-24,16,48.59
2011-07-01,25,51.70
2011-07-08,18,50.67
2011-07-15,24,50.68
2011-07-22,15,50.98
2011-07-29,16,51.86
2011-08-05,35,43.00
2011-08-12,27,44.49
2011-08-19,22,46.49
2011-08-26,20,45.26
2011-09-02,17,44.59
2011-09-09,12,45.81
2011-09-16,17,50.52
2011-09-23,15,50.73
2011-09-30,13,44.46
2011-10-07,16,44.44
2011-10-14,20,43.28
2011-10-21,16,41.74
2011-10-28,29,41.58
2011-11-04,19,36.63
2011-11-11,39,31.39
2011-11-18,21,28.29
2011-11-25,17,26.60
2011-12-02,17,29.25
2011-12-09,19,29.37
2011-12-16,15,33.91
2011-12-23,9,32.84
2011-12-30,17,33.21
2012-01-06,18,34.05
2012-01-13,17,36.81
2012-01-20,15,36.31
2012-01-27,18,35.98
2012-02-03,48,36.78
2012-02-10,15,36.13
2012-02-17,15,39.24
2012-02-24,19,38.39
2012-03-02,12,40.73
2012-03-09,19,41.79
2012-03-16,17,42.94
2012-03-23,11,41.34
2012-03-30,17,41.01
2012-04-06,17,
2012-04-13,10,36.17
2012-04-20,14,36.58
2012-04-27,12,38.62
2012-05-04,14,37.41
2012-05-11,85,62.02
2012-05-18,34,61.34
2012-05-25,18,64.85
2012-06-01,31,59.56
2012-06-08,17,56.98
2012-06-15,13,56.54
2012-06-22,12,60.61
2012-06-29,29,55.92
2012-07-06,8,54.66
2012-07-13,16,53.55
2012-07-20,20,51.27
2012-07-27,12,49.32
2012-08-03,19,49.34
2012-08-10,13,51.66
2012-08-17,23,54.78
2012-08-24,16,53.56
2012-08-31,10,53.33
2012-09-07,16,57.10
2012-09-14,9,58.08
2012-09-21,13,59.04
2012-09-28,21,55.89
2012-10-05,17,59.42
2012-10-12,18,53.53
2012-10-19,18,50.24
2012-10-26,18,49.56
2012-11-02,21,45.01
2012-11-09,20,45.01
2012-11-16,16,41.22
2012-11-23,14,41.46
2012-11-30,13,39.79
2012-12-07,18,38.88
2012-12-14,16,41.79
2012-12-21,17,43.04
2012-12-28,12,40.94
2013-01-04,9,45.85
2013-01-11,19,47.31
2013-01-18,15,46.31
2013-01-25,11,46.85
2013-02-01,13,45.44
2013-02-08,7,46.00
2013-02-15,9,45.61
2013-02-22,7,45.91
2013-03-01,14,46.17
2013-03-08,14,52.81
2013-03-15,18,52.31
2013-03-22,8,53.74
2013-03-29,9,
2013-04-05,16,53.23
2013-04-12,13,55.74
2013-04-19,60,85.60
2013-04-26,32,79.02
2013-05-03,26,75.99
2013-05-10,21,80.43
2013-05-17,17,79.49
2013-05-24,19,78.40
2013-05-31,19,80.33
2013-06-07,70,82.81
2013-06-14,71,80.31
2013-06-21,62,75.98
2013-06-28,59,80.06
2013-07-05,46,82.43
2013-07-12,44,87.79
2013-07-19,50,88.51
2013-07-26,65,80.71
2013-08-02,50,79.44
2013-08-09,39,77.15
2013-08-16,36,76.51
2013-08-23,41,77.78
2013-08-30,50,75.15
2013-09-06,36,78.99
2013-09-13,54,78.25
2013-09-20,54,76.15
2013-09-27,55,76.10
2013-10-04,49,77.21
2013-10-11,47,70.92
2013-10-18,47,77.06
2013-10-25,53,76.83
2013-11-01,61,67.36
2013-11-08,53,61.06
2013-11-15,67,63.39
2013-11-22,60,66.28
2013-11-29,36,69.42
2013-12-06,49,66.45
2013-12-13,44,65.18
2013-12-20,54,71.83
2013-12-27,23,73.45
2014-01-03,28,73.45
2014-01-10,49,78.21
2014-01-17,52,82.09
2014-01-24,56,79.77
2014-01-31,58,79.04
2014-02-07,47,81.41
2014-02-14,45,81.61
2014-02-21,44,84.81
2014-02-28,57,80.86
2014-03-07,48,79.94
2014-03-14,46,78.32
2014-03-21,44,73.83
2014-03-28,42,67.80
2014-04-04,47,65.84
2014-04-11,55,63.06
2014-04-18,53,
2014-04-25,50,64.19
2014-05-02,60,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
