Date,sell MS,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,57.36
2004-02-13,0,59.75
2004-02-20,0,61.19
2004-02-27,0,59.76
2004-03-05,0,62.22
2004-03-12,0,60.66
2004-03-19,0,59.61
2004-03-26,0,56.73
2004-04-02,0,56.75
2004-04-09,0,
2004-04-16,0,54.53
2004-04-23,0,53.03
2004-04-30,0,51.39
2004-05-07,0,51.94
2004-05-14,0,52.08
2004-05-21,0,52.53
2004-05-28,0,53.51
2004-06-04,0,53.03
2004-06-11,0,
2004-06-18,0,51.65
2004-06-25,0,52.44
2004-07-02,0,51.67
2004-07-09,0,50.00
2004-07-16,0,47.07
2004-07-23,0,48.00
2004-07-30,0,49.33
2004-08-06,0,46.80
2004-08-13,0,47.27
2004-08-20,0,50.30
2004-08-27,0,51.57
2004-09-03,0,51.00
2004-09-10,0,52.95
2004-09-17,0,51.45
2004-09-24,0,50.03
2004-10-01,0,50.56
2004-10-08,0,48.30
2004-10-15,0,48.24
2004-10-22,0,48.32
2004-10-29,0,51.09
2004-11-05,0,53.75
2004-11-12,0,53.13
2004-11-19,0,52.26
2004-11-26,0,51.12
2004-12-03,0,53.07
2004-12-10,0,53.70
2004-12-17,0,54.11
2004-12-24,0,
2004-12-31,0,55.52
2005-01-07,0,56.06
2005-01-14,0,56.07
2005-01-21,0,54.48
2005-01-28,0,54.37
2005-02-04,0,58.68
2005-02-11,0,60.32
2005-02-18,0,57.65
2005-02-25,0,57.66
2005-03-04,0,58.39
2005-03-11,0,58.49
2005-03-18,0,57.78
2005-03-25,0,
2005-04-01,0,56.87
2005-04-08,0,55.67
2005-04-15,0,51.49
2005-04-22,0,50.25
2005-04-29,0,52.62
2005-05-06,0,50.05
2005-05-13,0,48.22
2005-05-20,0,50.00
2005-05-27,0,49.26
2005-06-03,0,48.91
2005-06-10,0,49.88
2005-06-17,0,51.38
2005-06-24,0,53.12
2005-07-01,0,53.03
2005-07-08,0,53.12
2005-07-15,0,53.64
2005-07-22,0,54.00
2005-07-29,0,53.05
2005-08-05,0,52.65
2005-08-12,0,52.85
2005-08-19,0,52.04
2005-08-26,0,51.56
2005-09-02,0,50.83
2005-09-09,0,52.52
2005-09-16,0,52.00
2005-09-23,0,51.94
2005-09-30,0,53.94
2005-10-07,0,53.45
2005-10-14,0,52.20
2005-10-21,0,52.10
2005-10-28,0,53.93
2005-11-04,0,52.41
2005-11-11,0,55.28
2005-11-18,0,55.50
2005-11-25,0,57.77
2005-12-02,0,57.28
2005-12-09,0,55.96
2005-12-16,0,56.88
2005-12-23,0,58.41
2005-12-30,0,56.74
2006-01-06,0,58.57
2006-01-13,0,59.38
2006-01-20,0,57.85
2006-01-27,0,60.78
2006-02-03,0,61.44
2006-02-10,0,60.31
2006-02-17,0,60.81
2006-02-24,0,60.83
2006-03-03,0,59.72
2006-03-10,0,59.12
2006-03-17,0,60.26
2006-03-24,0,61.47
2006-03-31,0,62.82
2006-04-07,0,63.77
2006-04-14,0,
2006-04-21,0,65.03
2006-04-28,0,64.30
2006-05-05,0,65.53
2006-05-12,0,63.29
2006-05-19,0,59.94
2006-05-26,0,60.57
2006-06-02,0,60.59
2006-06-09,0,59.19
2006-06-16,0,56.99
2006-06-23,0,59.70
2006-06-30,0,63.21
2006-07-07,0,63.95
2006-07-14,0,60.69
2006-07-21,0,62.51
2006-07-28,0,66.23
2006-08-04,0,67.69
2006-08-11,0,65.36
2006-08-18,0,67.14
2006-08-25,0,66.98
2006-09-01,0,66.83
2006-09-08,0,66.69
2006-09-15,0,70.95
2006-09-22,0,71.78
2006-09-29,0,72.91
2006-10-06,0,74.41
2006-10-13,0,76.57
2006-10-20,0,76.40
2006-10-27,0,76.44
2006-11-03,0,74.28
2006-11-10,0,76.68
2006-11-17,0,79.12
2006-11-24,0,78.95
2006-12-01,0,75.27
2006-12-08,0,78.61
2006-12-15,0,79.26
2006-12-22,0,79.70
2006-12-29,0,81.43
2007-01-05,0,80.86
2007-01-12,0,82.86
2007-01-19,0,81.50
2007-01-26,0,82.12
2007-02-02,0,84.04
2007-02-09,0,81.78
2007-02-16,0,82.36
2007-02-23,0,80.97
2007-03-02,0,73.40
2007-03-09,0,76.00
2007-03-16,0,74.41
2007-03-23,0,81.10
2007-03-30,0,78.76
2007-04-06,0,
2007-04-13,0,79.99
2007-04-20,0,82.91
2007-04-27,0,85.01
2007-05-04,0,86.57
2007-05-11,0,85.15
2007-05-18,0,85.05
2007-05-25,0,84.26
2007-06-01,0,86.07
2007-06-08,0,87.10
2007-06-15,0,88.48
2007-06-22,0,84.60
2007-06-29,0,83.88
2007-07-06,0,73.09
2007-07-13,0,73.26
2007-07-20,0,67.57
2007-07-27,0,64.37
2007-08-03,0,60.62
2007-08-10,0,60.03
2007-08-17,0,62.23
2007-08-24,0,64.54
2007-08-31,0,62.37
2007-09-07,0,62.50
2007-09-14,0,66.11
2007-09-21,0,64.44
2007-09-28,0,63.00
2007-10-05,0,68.90
2007-10-12,0,67.25
2007-10-19,0,61.95
2007-10-26,0,64.78
2007-11-02,0,58.90
2007-11-09,0,54.20
2007-11-16,0,52.90
2007-11-23,0,49.89
2007-11-30,0,52.72
2007-12-07,0,51.69
2007-12-14,0,50.30
2007-12-21,0,54.37
2007-12-28,0,53.22
2008-01-04,0,49.30
2008-01-11,0,48.39
2008-01-18,0,45.11
2008-01-25,0,48.89
2008-02-01,0,48.25
2008-02-08,0,43.19
2008-02-15,0,42.32
2008-02-22,0,44.19
2008-02-29,0,42.12
2008-03-07,0,39.86
2008-03-14,0,39.55
2008-03-21,0,
2008-03-28,0,44.74
2008-04-04,0,47.60
2008-04-11,0,43.63
2008-04-18,0,47.77
2008-04-25,78,50.65
2008-05-02,0,50.31
2008-05-09,0,45.96
2008-05-16,0,47.21
2008-05-23,0,41.83
2008-05-30,0,44.23
2008-06-06,0,40.81
2008-06-13,0,41.04
2008-06-20,0,38.68
2008-06-27,0,36.71
2008-07-04,0,
2008-07-11,0,33.44
2008-07-18,0,38.57
2008-07-25,0,36.75
2008-08-01,0,41.11
2008-08-08,0,45.04
2008-08-15,0,40.88
2008-08-22,0,38.89
2008-08-29,0,40.83
2008-09-05,0,41.36
2008-09-12,0,37.23
2008-09-19,70,27.21
2008-09-26,0,24.75
2008-10-03,0,23.92
2008-10-10,0,9.68
2008-10-17,0,19.24
2008-10-24,0,16.52
2008-10-31,0,17.47
2008-11-07,0,15.98
2008-11-14,0,12.03
2008-11-21,0,10.05
2008-11-28,0,14.75
2008-12-05,0,15.72
2008-12-12,0,13.85
2008-12-19,0,15.45
2008-12-26,0,14.65
2009-01-02,0,16.99
2009-01-09,0,19.06
2009-01-16,0,15.59
2009-01-23,0,18.71
2009-01-30,0,20.23
2009-02-06,65,22.87
2009-02-13,58,22.93
2009-02-20,58,19.43
2009-02-27,58,19.54
2009-03-06,58,17.18
2009-03-13,62,25.43
2009-03-20,65,20.24
2009-03-27,68,24.35
2009-04-03,63,24.06
2009-04-10,63,
2009-04-17,63,25.00
2009-04-24,63,21.96
2009-05-01,63,25.82
2009-05-08,63,28.20
2009-05-15,85,26.13
2009-05-22,0,28.23
2009-05-29,0,30.32
2009-06-05,0,30.97
2009-06-12,0,29.70
2009-06-19,0,28.27
2009-06-26,55,28.62
2009-07-03,59,
2009-07-10,63,25.94
2009-07-17,69,27.99
2009-07-24,80,28.25
2009-07-31,92,28.50
2009-08-07,57,31.22
2009-08-14,57,29.79
2009-08-21,55,29.69
2009-08-28,55,29.51
2009-09-04,55,27.65
2009-09-11,55,28.82
2009-09-18,55,31.38
2009-09-25,56,30.55
2009-10-02,56,29.46
2009-10-09,56,32.09
2009-10-16,60,32.99
2009-10-23,49,35.00
2009-10-30,49,32.12
2009-11-06,49,32.60
2009-11-13,62,33.09
2009-11-20,48,32.10
2009-11-27,48,30.51
2009-12-04,48,30.97
2009-12-11,48,29.78
2009-12-18,49,29.21
2009-12-25,49,
2010-01-01,49,
2010-01-08,50,32.25
2010-01-15,50,30.38
2010-01-22,45,27.80
2010-01-29,44,26.78
2010-02-05,62,27.26
2010-02-12,53,27.16
2010-02-19,47,27.41
2010-02-26,47,28.18
2010-03-05,44,29.41
2010-03-12,56,29.91
2010-03-19,44,29.63
2010-03-26,44,28.85
2010-04-02,65,
2010-04-09,60,30.98
2010-04-16,44,29.16
2010-04-23,44,31.94
2010-04-30,44,30.22
2010-05-07,45,27.75
2010-05-14,45,27.08
2010-05-21,63,27.11
2010-05-28,50,27.11
2010-06-04,55,25.99
2010-06-11,76,26.00
2010-06-18,55,25.70
2010-06-25,55,25.01
2010-07-02,55,22.83
2010-07-09,61,24.70
2010-07-16,60,24.74
2010-07-23,60,26.89
2010-07-30,60,26.99
2010-08-06,47,27.65
2010-08-13,59,25.90
2010-08-20,60,25.92
2010-08-27,74,25.03
2010-09-03,52,26.66
2010-09-10,61,27.19
2010-09-17,47,26.47
2010-09-24,50,25.15
2010-10-01,61,25.02
2010-10-08,53,25.32
2010-10-15,53,25.02
2010-10-22,45,24.52
2010-10-29,45,24.87
2010-11-05,44,27.28
2010-11-12,44,25.57
2010-11-19,40,25.62
2010-11-26,55,24.70
2010-12-03,36,25.64
2010-12-10,65,26.95
2010-12-17,76,26.24
2010-12-24,48,
2010-12-31,66,27.21
2011-01-07,58,28.20
2011-01-14,52,28.98
2011-01-21,56,30.01
2011-01-28,61,29.04
2011-02-04,61,29.85
2011-02-11,40,30.16
2011-02-18,40,30.99
2011-02-25,49,29.87
2011-03-04,39,28.44
2011-03-11,52,28.34
2011-03-18,53,27.43
2011-03-25,36,27.13
2011-04-01,53,27.26
2011-04-08,57,27.25
2011-04-15,60,26.98
2011-04-22,35,
2011-04-29,65,26.15
2011-05-06,80,25.24
2011-05-13,56,24.13
2011-05-20,55,23.83
2011-05-27,59,24.07
2011-06-03,57,23.12
2011-06-10,55,22.69
2011-06-17,42,22.83
2011-06-24,55,22.21
2011-07-01,66,23.76
2011-07-08,56,22.30
2011-07-15,67,21.09
2011-07-22,68,23.90
2011-07-29,49,22.25
2011-08-05,59,20.02
2011-08-12,84,16.89
2011-08-19,88,16.00
2011-08-26,81,16.61
2011-09-02,31,15.96
2011-09-09,84,15.28
2011-09-16,69,16.45
2011-09-23,42,13.72
2011-09-30,53,13.51
2011-10-07,41,14.24
2011-10-14,40,15.22
2011-10-21,76,17.02
2011-10-28,78,19.31
2011-11-04,40,16.72
2011-11-11,66,16.36
2011-11-18,84,14.21
2011-11-25,60,13.26
2011-12-02,93,15.52
2011-12-09,50,16.38
2011-12-16,48,14.98
2011-12-23,44,15.76
2011-12-30,43,15.13
2012-01-06,51,15.90
2012-01-13,50,16.63
2012-01-20,76,18.39
2012-01-27,31,18.56
2012-02-03,28,20.31
2012-02-10,52,19.66
2012-02-17,70,19.16
2012-02-24,63,18.49
2012-03-02,60,18.87
2012-03-09,84,18.37
2012-03-16,65,19.53
2012-03-23,57,20.33
2012-03-30,94,19.64
2012-04-06,51,
2012-04-13,48,17.28
2012-04-20,51,17.48
2012-04-27,48,16.95
2012-05-04,84,16.00
2012-05-11,81,14.95
2012-05-18,48,13.35
2012-05-25,88,13.25
2012-06-01,85,12.73
2012-06-08,66,13.71
2012-06-15,80,14.30
2012-06-22,67,14.14
2012-06-29,61,14.59
2012-07-06,75,14.14
2012-07-13,79,14.05
2012-07-20,72,12.78
2012-07-27,78,13.49
2012-08-03,90,13.78
2012-08-10,57,14.61
2012-08-17,57,14.59
2012-08-24,58,14.56
2012-08-31,55,15.00
2012-09-07,60,17.08
2012-09-14,84,18.24
2012-09-21,62,17.08
2012-09-28,67,16.74
2012-10-05,62,17.50
2012-10-12,56,17.31
2012-10-19,86,17.53
2012-10-26,37,17.04
2012-11-02,77,17.78
2012-11-09,83,16.61
2012-11-16,55,16.18
2012-11-23,41,16.43
2012-11-30,62,16.87
2012-12-07,76,16.97
2012-12-14,60,18.05
2012-12-21,69,18.92
2012-12-28,61,18.62
2013-01-04,49,20.19
2013-01-11,88,20.17
2013-01-18,55,22.38
2013-01-25,81,22.70
2013-02-01,72,23.51
2013-02-08,74,23.32
2013-02-15,62,23.87
2013-02-22,73,23.58
2013-03-01,74,22.43
2013-03-08,81,23.03
2013-03-15,75,23.59
2013-03-22,61,22.18
2013-03-29,40,
2013-04-05,75,21.56
2013-04-12,63,21.82
2013-04-19,84,20.58
2013-04-26,76,21.40
2013-05-03,63,22.76
2013-05-10,73,23.94
2013-05-17,72,25.19
2013-05-24,49,24.35
2013-05-31,80,25.90
2013-06-07,86,27.00
2013-06-14,82,25.83
2013-06-21,60,24.91
2013-06-28,64,24.43
2013-07-05,70,24.57
2013-07-12,53,26.13
2013-07-19,89,27.60
2013-07-26,74,27.70
2013-08-02,86,27.85
2013-08-09,74,26.76
2013-08-16,81,26.47
2013-08-23,81,26.32
2013-08-30,94,25.76
2013-09-06,68,26.81
2013-09-13,100,28.13
2013-09-20,74,28.19
2013-09-27,81,27.08
2013-10-04,64,26.99
2013-10-11,65,27.95
2013-10-18,86,29.69
2013-10-25,71,29.23
2013-11-01,86,29.20
2013-11-08,66,29.44
2013-11-15,68,30.30
2013-11-22,62,31.34
2013-11-29,56,31.30
2013-12-06,76,30.46
2013-12-13,78,31.09
2013-12-20,51,30.93
2013-12-27,74,31.06
2014-01-03,92,31.51
2014-01-10,80,31.30
2014-01-17,71,33.40
2014-01-24,83,30.45
2014-01-31,65,29.51
2014-02-07,98,29.69
2014-02-14,97,29.69
2014-02-21,70,29.62
2014-02-28,69,30.80
2014-03-07,59,32.21
2014-03-14,59,31.10
2014-03-21,59,32.60
2014-03-28,98,30.91
2014-04-04,76,30.37
2014-04-11,74,28.47
2014-04-18,64,
2014-04-25,81,30.58
2014-05-02,99,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
