Date,Ensco plc,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,28.24
2004-02-13,0,29.47
2004-02-20,0,28.55
2004-02-27,0,29.37
2004-03-05,0,30.30
2004-03-12,0,28.90
2004-03-19,0,28.53
2004-03-26,0,27.50
2004-04-02,0,27.51
2004-04-09,0,
2004-04-16,0,28.31
2004-04-23,0,27.80
2004-04-30,0,27.37
2004-05-07,0,25.90
2004-05-14,0,25.74
2004-05-21,0,25.40
2004-05-28,0,26.64
2004-06-04,0,26.15
2004-06-11,0,
2004-06-18,0,28.82
2004-06-25,0,28.90
2004-07-02,0,29.48
2004-07-09,0,29.11
2004-07-16,0,30.07
2004-07-23,0,29.42
2004-07-30,0,30.11
2004-08-06,0,28.27
2004-08-13,0,27.79
2004-08-20,0,28.69
2004-08-27,0,28.53
2004-09-03,0,29.91
2004-09-10,0,29.88
2004-09-17,0,30.64
2004-09-24,0,32.45
2004-10-01,0,33.22
2004-10-08,0,33.40
2004-10-15,0,31.92
2004-10-22,0,32.95
2004-10-29,0,30.55
2004-11-05,0,30.00
2004-11-12,0,30.26
2004-11-19,0,30.85
2004-11-26,0,31.53
2004-12-03,0,29.25
2004-12-10,0,29.42
2004-12-17,0,32.05
2004-12-24,0,
2004-12-31,0,31.74
2005-01-07,0,30.67
2005-01-14,0,32.31
2005-01-21,0,33.25
2005-01-28,0,33.70
2005-02-04,0,36.24
2005-02-11,0,37.48
2005-02-18,0,39.93
2005-02-25,0,40.62
2005-03-04,0,40.87
2005-03-11,0,38.41
2005-03-18,0,37.65
2005-03-25,0,
2005-04-01,0,38.86
2005-04-08,0,36.11
2005-04-15,0,33.08
2005-04-22,0,35.48
2005-04-29,0,32.60
2005-05-06,0,32.85
2005-05-13,0,29.79
2005-05-20,0,31.34
2005-05-27,0,33.37
2005-06-03,0,34.17
2005-06-10,0,35.68
2005-06-17,0,37.98
2005-06-24,0,36.23
2005-07-01,0,36.25
2005-07-08,0,37.27
2005-07-15,0,35.91
2005-07-22,0,38.36
2005-07-29,0,40.38
2005-08-05,0,40.21
2005-08-12,0,41.03
2005-08-19,0,38.89
2005-08-26,0,38.76
2005-09-02,0,39.83
2005-09-09,0,39.82
2005-09-16,0,39.91
2005-09-23,0,41.46
2005-09-30,0,46.59
2005-10-07,0,42.84
2005-10-14,0,42.07
2005-10-21,0,40.86
2005-10-28,0,45.11
2005-11-04,0,47.34
2005-11-11,0,44.50
2005-11-18,0,47.21
2005-11-25,0,48.99
2005-12-02,0,47.50
2005-12-09,0,49.75
2005-12-16,0,45.77
2005-12-23,0,46.38
2005-12-30,0,44.35
2006-01-06,0,49.97
2006-01-13,0,50.86
2006-01-20,0,54.34
2006-01-27,0,51.33
2006-02-03,0,48.92
2006-02-10,0,46.55
2006-02-17,0,45.29
2006-02-24,0,47.56
2006-03-03,0,47.56
2006-03-10,0,45.37
2006-03-17,0,47.80
2006-03-24,0,49.72
2006-03-31,0,51.45
2006-04-07,0,53.69
2006-04-14,0,
2006-04-21,0,57.66
2006-04-28,0,53.49
2006-05-05,0,55.65
2006-05-12,0,53.54
2006-05-19,0,48.60
2006-05-26,0,48.99
2006-06-02,0,51.71
2006-06-09,0,46.09
2006-06-16,0,42.65
2006-06-23,0,42.95
2006-06-30,0,46.02
2006-07-07,0,44.32
2006-07-14,0,42.65
2006-07-21,0,37.57
2006-07-28,0,44.52
2006-08-04,0,43.45
2006-08-11,0,41.75
2006-08-18,0,42.63
2006-08-25,0,43.09
2006-09-01,0,46.18
2006-09-08,0,44.53
2006-09-15,0,42.69
2006-09-22,0,42.08
2006-09-29,0,43.83
2006-10-06,0,41.58
2006-10-13,0,44.19
2006-10-20,0,44.98
2006-10-27,0,47.67
2006-11-03,0,50.23
2006-11-10,0,51.14
2006-11-17,0,49.49
2006-11-24,0,50.78
2006-12-01,0,54.20
2006-12-08,0,53.18
2006-12-15,0,55.28
2006-12-22,0,51.47
2006-12-29,0,50.06
2007-01-05,0,48.36
2007-01-12,0,48.17
2007-01-19,0,49.30
2007-01-26,0,49.38
2007-02-02,0,51.45
2007-02-09,0,50.26
2007-02-16,0,49.54
2007-02-23,0,51.16
2007-03-02,0,49.24
2007-03-09,0,51.57
2007-03-16,0,51.22
2007-03-23,0,55.79
2007-03-30,0,54.40
2007-04-06,0,
2007-04-13,0,55.73
2007-04-20,0,53.67
2007-04-27,0,56.84
2007-05-04,0,58.35
2007-05-11,0,58.03
2007-05-18,0,59.99
2007-05-25,0,59.43
2007-06-01,0,60.74
2007-06-08,0,58.99
2007-06-15,0,62.75
2007-06-22,0,62.85
2007-06-29,0,61.01
2007-07-06,0,64.27
2007-07-13,0,61.53
2007-07-20,0,63.26
2007-07-27,0,61.67
2007-08-03,0,56.45
2007-08-10,0,57.40
2007-08-17,0,54.87
2007-08-24,0,57.30
2007-08-31,0,54.22
2007-09-07,0,55.19
2007-09-14,0,53.29
2007-09-21,0,56.79
2007-09-28,0,56.10
2007-10-05,0,54.76
2007-10-12,0,57.69
2007-10-19,0,53.53
2007-10-26,0,55.45
2007-11-02,0,55.10
2007-11-09,0,56.53
2007-11-16,0,53.14
2007-11-23,0,54.29
2007-11-30,0,53.85
2007-12-07,0,55.57
2007-12-14,0,55.72
2007-12-21,0,59.84
2007-12-28,0,60.02
2008-01-04,0,59.03
2008-01-11,0,54.61
2008-01-18,0,50.32
2008-01-25,0,50.63
2008-02-01,0,52.11
2008-02-08,0,52.47
2008-02-15,0,55.66
2008-02-22,0,56.41
2008-02-29,0,59.84
2008-03-07,0,60.99
2008-03-14,0,63.33
2008-03-21,0,
2008-03-28,0,59.90
2008-04-04,0,65.49
2008-04-11,0,64.62
2008-04-18,0,69.91
2008-04-25,0,66.32
2008-05-02,0,64.53
2008-05-09,0,68.09
2008-05-16,0,73.93
2008-05-23,0,72.26
2008-05-30,0,71.83
2008-06-06,0,74.40
2008-06-13,0,76.00
2008-06-20,0,79.15
2008-06-27,0,80.68
2008-07-04,0,
2008-07-11,0,74.70
2008-07-18,0,73.48
2008-07-25,0,69.60
2008-08-01,0,70.23
2008-08-08,0,64.01
2008-08-15,0,64.63
2008-08-22,0,68.59
2008-08-29,0,67.78
2008-09-05,0,61.91
2008-09-12,0,61.22
2008-09-19,0,60.89
2008-09-26,0,58.98
2008-10-03,0,50.68
2008-10-10,0,33.27
2008-10-17,0,37.23
2008-10-24,0,32.34
2008-10-31,0,38.01
2008-11-07,0,35.20
2008-11-14,0,32.37
2008-11-21,0,27.08
2008-11-28,0,32.41
2008-12-05,0,25.72
2008-12-12,0,31.85
2008-12-19,0,27.61
2008-12-26,0,27.47
2009-01-02,0,30.33
2009-01-09,0,28.63
2009-01-16,0,27.17
2009-01-23,0,28.06
2009-01-30,0,27.36
2009-02-06,0,28.60
2009-02-13,0,27.01
2009-02-20,0,25.13
2009-02-27,0,24.58
2009-03-06,0,23.64
2009-03-13,0,25.37
2009-03-20,0,28.12
2009-03-27,0,28.62
2009-04-03,0,30.08
2009-04-10,0,
2009-04-17,0,32.05
2009-04-24,0,32.58
2009-05-01,0,29.99
2009-05-08,0,34.33
2009-05-15,0,30.55
2009-05-22,0,34.86
2009-05-29,0,38.89
2009-06-05,0,38.65
2009-06-12,0,40.81
2009-06-19,0,36.63
2009-06-26,0,35.33
2009-07-03,0,
2009-07-10,0,34.86
2009-07-17,0,37.43
2009-07-24,0,40.05
2009-07-31,0,37.89
2009-08-07,0,38.41
2009-08-14,0,37.48
2009-08-21,0,38.85
2009-08-28,0,38.14
2009-09-04,0,37.29
2009-09-11,0,40.89
2009-09-18,0,41.25
2009-09-25,0,41.25
2009-10-02,0,40.00
2009-10-09,0,45.06
2009-10-16,0,47.29
2009-10-23,0,50.32
2009-10-30,0,45.79
2009-11-06,0,48.03
2009-11-13,0,45.94
2009-11-20,0,44.34
2009-11-27,0,44.50
2009-12-04,0,41.95
2009-12-11,0,41.67
2009-12-18,0,41.82
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,44.92
2010-01-15,0,44.58
2010-01-22,0,40.98
2010-01-29,0,39.03
2010-02-05,0,38.94
2010-02-12,0,40.48
2010-02-19,0,43.04
2010-02-26,0,44.17
2010-03-05,0,45.92
2010-03-12,0,45.82
2010-03-19,0,43.29
2010-03-26,0,42.47
2010-04-02,0,
2010-04-09,0,46.98
2010-04-16,0,47.18
2010-04-23,0,51.95
2010-04-30,0,47.18
2010-05-07,0,41.44
2010-05-14,0,40.21
2010-05-21,0,38.76
2010-05-28,0,37.40
2010-06-04,0,35.10
2010-06-11,0,38.31
2010-06-18,0,40.82
2010-06-25,0,38.75
2010-07-02,0,40.76
2010-07-09,0,40.20
2010-07-16,0,40.26
2010-07-23,0,41.83
2010-07-30,0,41.81
2010-08-06,0,45.12
2010-08-13,0,43.71
2010-08-20,0,41.51
2010-08-27,0,41.55
2010-09-03,0,42.87
2010-09-10,0,44.12
2010-09-17,0,44.63
2010-09-24,0,45.34
2010-10-01,0,44.84
2010-10-08,0,44.85
2010-10-15,0,47.54
2010-10-22,0,46.37
2010-10-29,0,46.34
2010-11-05,0,50.14
2010-11-12,0,48.16
2010-11-19,0,49.79
2010-11-26,0,47.58
2010-12-03,0,50.08
2010-12-10,0,50.06
2010-12-17,0,52.91
2010-12-24,0,
2010-12-31,0,53.38
2011-01-07,0,52.00
2011-01-14,0,53.85
2011-01-21,0,52.16
2011-01-28,0,54.04
2011-02-04,0,54.41
2011-02-11,100,52.93
2011-02-18,0,53.29
2011-02-25,0,55.41
2011-03-04,0,56.99
2011-03-11,0,55.23
2011-03-18,0,55.71
2011-03-25,0,57.99
2011-04-01,0,58.82
2011-04-08,0,57.71
2011-04-15,0,55.77
2011-04-22,0,
2011-04-29,0,59.57
2011-05-06,0,54.52
2011-05-13,0,54.07
2011-05-20,0,55.64
2011-05-27,0,53.99
2011-06-03,0,56.27
2011-06-10,0,53.25
2011-06-17,45,51.14
2011-06-24,0,51.44
2011-07-01,0,52.89
2011-07-08,0,53.13
2011-07-15,0,52.08
2011-07-22,0,53.23
2011-07-29,0,53.25
2011-08-05,0,45.58
2011-08-12,0,46.79
2011-08-19,0,42.32
2011-08-26,0,46.22
2011-09-02,0,47.14
2011-09-09,0,49.24
2011-09-16,0,48.68
2011-09-23,0,43.10
2011-09-30,0,40.43
2011-10-07,0,41.17
2011-10-14,0,45.97
2011-10-21,0,48.44
2011-10-28,0,51.55
2011-11-04,0,51.95
2011-11-11,0,52.26
2011-11-18,0,49.95
2011-11-25,0,47.56
2011-12-02,0,51.20
2011-12-09,0,50.04
2011-12-16,0,46.23
2011-12-23,0,48.79
2011-12-30,0,46.92
2012-01-06,0,47.72
2012-01-13,0,47.55
2012-01-20,0,51.28
2012-01-27,0,53.05
2012-02-03,0,55.65
2012-02-10,30,55.80
2012-02-17,31,55.17
2012-02-24,32,59.40
2012-03-02,33,57.12
2012-03-09,0,56.07
2012-03-16,0,57.65
2012-03-23,0,54.45
2012-03-30,0,52.93
2012-04-06,0,
2012-04-13,0,51.52
2012-04-20,0,52.95
2012-04-27,0,54.37
2012-05-04,0,51.50
2012-05-11,0,48.95
2012-05-18,0,47.47
2012-05-25,0,48.54
2012-06-01,0,44.19
2012-06-08,0,44.55
2012-06-15,0,43.85
2012-06-22,0,44.04
2012-06-29,0,46.97
2012-07-06,0,47.25
2012-07-13,0,49.23
2012-07-20,0,52.19
2012-07-27,0,54.47
2012-08-03,0,55.66
2012-08-10,0,55.14
2012-08-17,0,57.88
2012-08-24,0,56.75
2012-08-31,0,57.37
2012-09-07,0,57.05
2012-09-14,42,58.13
2012-09-21,0,58.23
2012-09-28,0,54.56
2012-10-05,0,54.21
2012-10-12,0,55.07
2012-10-19,0,59.02
2012-10-26,0,58.13
2012-11-02,0,59.59
2012-11-09,0,55.62
2012-11-16,32,54.67
2012-11-23,29,57.26
2012-11-30,29,58.23
2012-12-07,29,57.94
2012-12-14,29,57.38
2012-12-21,29,59.68
2012-12-28,0,57.61
2013-01-04,0,62.73
2013-01-11,0,60.88
2013-01-18,0,61.82
2013-01-25,0,62.11
2013-02-01,32,64.37
2013-02-08,29,63.72
2013-02-15,24,64.35
2013-02-22,24,61.49
2013-03-01,24,59.71
2013-03-08,24,57.70
2013-03-15,24,59.49
2013-03-22,25,58.52
2013-03-29,27,
2013-04-05,29,57.93
2013-04-12,26,56.98
2013-04-19,26,53.39
2013-04-26,26,55.41
2013-05-03,34,60.15
2013-05-10,24,60.74
2013-05-17,26,62.15
2013-05-24,30,61.64
2013-05-31,26,60.17
2013-06-07,40,60.26
2013-06-14,31,58.08
2013-06-21,31,57.35
2013-06-28,31,58.12
2013-07-05,31,57.83
2013-07-12,31,60.25
2013-07-19,25,61.23
2013-07-26,28,58.85
2013-08-02,31,58.45
2013-08-09,33,58.85
2013-08-16,36,56.01
2013-08-23,36,57.33
2013-08-30,28,55.56
2013-09-06,30,56.20
2013-09-13,22,55.48
2013-09-20,24,54.76
2013-09-27,25,54.50
2013-10-04,31,55.32
2013-10-11,36,54.77
2013-10-18,28,55.04
2013-10-25,28,57.02
2013-11-01,31,57.39
2013-11-08,26,61.48
2013-11-15,24,61.88
2013-11-22,32,61.09
2013-11-29,29,59.08
2013-12-06,23,59.05
2013-12-13,26,57.65
2013-12-20,28,54.98
2013-12-27,30,56.59
2014-01-03,32,56.57
2014-01-10,34,56.94
2014-01-17,30,54.60
2014-01-24,31,51.34
2014-01-31,29,50.37
2014-02-07,35,50.45
2014-02-14,41,51.24
2014-02-21,47,52.42
2014-02-28,29,52.66
2014-03-07,31,51.94
2014-03-14,27,48.35
2014-03-21,21,50.99
2014-03-28,39,52.89
2014-04-04,27,51.10
2014-04-11,27,48.59
2014-04-18,32,
2014-04-25,21,51.66
2014-05-02,0,
