Date,buy NU,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,18.95
2004-02-13,0,19.40
2004-02-20,0,19.15
2004-02-27,0,19.24
2004-03-05,0,19.25
2004-03-12,0,18.94
2004-03-19,0,18.91
2004-03-26,0,18.35
2004-04-02,0,18.38
2004-04-09,0,
2004-04-16,0,18.01
2004-04-23,0,18.05
2004-04-30,0,18.35
2004-05-07,0,17.95
2004-05-14,0,18.32
2004-05-21,0,18.31
2004-05-28,0,19.10
2004-06-04,0,19.04
2004-06-11,0,
2004-06-18,0,19.28
2004-06-25,0,19.50
2004-07-02,0,19.37
2004-07-09,0,19.10
2004-07-16,0,19.28
2004-07-23,0,18.66
2004-07-30,0,18.70
2004-08-06,0,19.06
2004-08-13,0,18.55
2004-08-20,0,19.02
2004-08-27,0,18.84
2004-09-03,0,19.06
2004-09-10,0,19.27
2004-09-17,0,19.30
2004-09-24,0,18.91
2004-10-01,0,19.39
2004-10-08,0,19.42
2004-10-15,0,19.69
2004-10-22,0,19.43
2004-10-29,0,19.33
2004-11-05,0,19.87
2004-11-12,0,20.01
2004-11-19,0,18.01
2004-11-26,0,18.45
2004-12-03,0,18.15
2004-12-10,0,17.70
2004-12-17,0,18.15
2004-12-24,0,
2004-12-31,0,18.85
2005-01-07,0,18.10
2005-01-14,0,17.84
2005-01-21,0,18.27
2005-01-28,0,18.40
2005-02-04,0,19.45
2005-02-11,0,18.95
2005-02-18,0,18.93
2005-02-25,0,18.85
2005-03-04,0,18.75
2005-03-11,0,19.25
2005-03-18,0,18.95
2005-03-25,0,
2005-04-01,0,19.28
2005-04-08,0,18.96
2005-04-15,0,18.53
2005-04-22,0,18.70
2005-04-29,0,18.31
2005-05-06,0,18.87
2005-05-13,0,19.05
2005-05-20,0,19.29
2005-05-27,0,19.74
2005-06-03,0,19.92
2005-06-10,0,20.57
2005-06-17,0,21.22
2005-06-24,0,20.72
2005-07-01,0,20.99
2005-07-08,0,20.89
2005-07-15,0,21.52
2005-07-22,0,21.34
2005-07-29,0,21.58
2005-08-05,0,20.91
2005-08-12,0,20.02
2005-08-19,0,19.75
2005-08-26,0,19.87
2005-09-02,0,20.03
2005-09-09,0,20.15
2005-09-16,0,19.89
2005-09-23,0,19.60
2005-09-30,0,19.95
2005-10-07,0,18.85
2005-10-14,0,18.34
2005-10-21,0,18.00
2005-10-28,0,18.07
2005-11-04,0,18.05
2005-11-11,0,17.70
2005-11-18,0,18.65
2005-11-25,0,19.00
2005-12-02,0,18.87
2005-12-09,0,19.56
2005-12-16,0,19.98
2005-12-23,0,19.67
2005-12-30,0,19.69
2006-01-06,0,19.72
2006-01-13,0,19.67
2006-01-20,0,19.98
2006-01-27,0,19.91
2006-02-03,0,19.61
2006-02-10,0,19.63
2006-02-17,0,20.10
2006-02-24,0,19.64
2006-03-03,0,19.60
2006-03-10,0,19.43
2006-03-17,0,20.03
2006-03-24,0,19.95
2006-03-31,0,19.53
2006-04-07,0,19.43
2006-04-14,0,
2006-04-21,0,19.71
2006-04-28,0,20.15
2006-05-05,0,20.38
2006-05-12,0,19.75
2006-05-19,0,19.52
2006-05-26,0,20.10
2006-06-02,0,20.84
2006-06-09,0,20.80
2006-06-16,0,20.97
2006-06-23,0,20.31
2006-06-30,0,20.67
2006-07-07,0,20.99
2006-07-14,0,21.00
2006-07-21,0,21.70
2006-07-28,0,22.31
2006-08-04,0,23.00
2006-08-11,0,22.45
2006-08-18,0,22.67
2006-08-25,0,22.70
2006-09-01,0,22.84
2006-09-08,0,22.90
2006-09-15,0,22.96
2006-09-22,0,23.24
2006-09-29,0,23.27
2006-10-06,0,23.45
2006-10-13,0,24.05
2006-10-20,0,24.45
2006-10-27,0,24.73
2006-11-03,0,25.15
2006-11-10,0,26.30
2006-11-17,0,27.04
2006-11-24,0,27.70
2006-12-01,0,28.30
2006-12-08,0,27.87
2006-12-15,0,28.00
2006-12-22,0,27.87
2006-12-29,0,28.16
2007-01-05,0,27.61
2007-01-12,0,27.69
2007-01-19,0,27.57
2007-01-26,0,27.55
2007-02-02,0,27.80
2007-02-09,0,28.80
2007-02-16,0,29.05
2007-02-23,0,29.71
2007-03-02,0,28.94
2007-03-09,0,29.32
2007-03-16,0,30.59
2007-03-23,0,32.29
2007-03-30,0,32.77
2007-04-06,0,
2007-04-13,0,32.50
2007-04-20,0,32.52
2007-04-27,0,32.55
2007-05-04,0,32.83
2007-05-11,0,32.42
2007-05-18,0,32.58
2007-05-25,0,30.45
2007-06-01,0,30.71
2007-06-08,0,28.36
2007-06-15,0,28.88
2007-06-22,0,27.60
2007-06-29,0,28.36
2007-07-06,0,28.49
2007-07-13,0,29.33
2007-07-20,0,28.59
2007-07-27,0,26.93
2007-08-03,0,27.27
2007-08-10,0,27.95
2007-08-17,0,28.35
2007-08-24,0,29.42
2007-08-31,0,27.65
2007-09-07,0,27.05
2007-09-14,0,27.19
2007-09-21,0,27.71
2007-09-28,0,28.57
2007-10-05,0,29.15
2007-10-12,0,29.14
2007-10-19,0,27.98
2007-10-26,0,29.17
2007-11-02,0,30.65
2007-11-09,0,31.04
2007-11-16,0,32.17
2007-11-23,0,31.79
2007-11-30,0,31.58
2007-12-07,0,32.38
2007-12-14,0,31.71
2007-12-21,0,32.04
2007-12-28,0,31.64
2008-01-04,0,30.71
2008-01-11,0,30.55
2008-01-18,0,29.55
2008-01-25,0,27.90
2008-02-01,0,27.98
2008-02-08,0,27.23
2008-02-15,0,27.79
2008-02-22,0,27.12
2008-02-29,0,25.37
2008-03-07,0,24.76
2008-03-14,0,24.90
2008-03-21,0,
2008-03-28,0,24.15
2008-04-04,0,25.62
2008-04-11,0,25.85
2008-04-18,0,26.55
2008-04-25,0,26.67
2008-05-02,0,27.74
2008-05-09,0,27.28
2008-05-16,0,26.36
2008-05-23,0,25.70
2008-05-30,0,26.11
2008-06-06,0,26.05
2008-06-13,0,26.84
2008-06-20,0,26.50
2008-06-27,0,25.54
2008-07-04,0,
2008-07-11,0,25.60
2008-07-18,0,24.60
2008-07-25,0,24.80
2008-08-01,0,24.66
2008-08-08,0,26.89
2008-08-15,0,26.86
2008-08-22,0,28.03
2008-08-29,0,26.89
2008-09-05,0,25.99
2008-09-12,0,26.87
2008-09-19,0,26.63
2008-09-26,0,25.92
2008-10-03,0,24.75
2008-10-10,0,19.15
2008-10-17,67,20.11
2008-10-24,69,20.73
2008-10-31,71,22.56
2008-11-07,73,21.01
2008-11-14,75,23.17
2008-11-21,77,22.75
2008-11-28,66,23.30
2008-12-05,66,22.65
2008-12-12,66,23.73
2008-12-19,59,22.67
2008-12-26,62,23.18
2009-01-02,65,24.30
2009-01-09,68,24.89
2009-01-16,55,23.79
2009-01-23,55,23.37
2009-01-30,55,23.80
2009-02-06,59,24.95
2009-02-13,53,24.02
2009-02-20,53,22.06
2009-02-27,53,21.91
2009-03-06,53,20.00
2009-03-13,58,19.90
2009-03-20,54,21.68
2009-03-27,64,21.70
2009-04-03,74,21.08
2009-04-10,65,
2009-04-17,65,21.09
2009-04-24,53,20.24
2009-05-01,53,21.58
2009-05-08,52,21.20
2009-05-15,51,20.58
2009-05-22,51,20.24
2009-05-29,54,20.79
2009-06-05,58,21.23
2009-06-12,61,22.12
2009-06-19,50,21.97
2009-06-26,75,22.12
2009-07-03,88,
2009-07-10,68,21.38
2009-07-17,68,22.09
2009-07-24,68,23.00
2009-07-31,89,23.01
2009-08-07,58,23.38
2009-08-14,68,23.72
2009-08-21,78,24.31
2009-08-28,53,24.03
2009-09-04,53,23.72
2009-09-11,72,23.68
2009-09-18,61,24.47
2009-09-25,52,23.83
2009-10-02,60,23.06
2009-10-09,45,23.50
2009-10-16,45,23.62
2009-10-23,45,23.08
2009-10-30,45,23.05
2009-11-06,57,23.10
2009-11-13,70,23.71
2009-11-20,48,23.95
2009-11-27,59,24.00
2009-12-04,52,24.60
2009-12-11,88,25.50
2009-12-18,45,26.07
2009-12-25,57,
2010-01-01,57,
2010-01-08,50,26.04
2010-01-15,50,25.95
2010-01-22,40,25.46
2010-01-29,40,25.32
2010-02-05,73,25.14
2010-02-12,48,25.13
2010-02-19,47,26.67
2010-02-26,47,25.60
2010-03-05,60,26.51
2010-03-12,40,26.81
2010-03-19,56,27.16
2010-03-26,56,27.02
2010-04-02,80,
2010-04-09,42,27.81
2010-04-16,60,27.38
2010-04-23,92,27.76
2010-04-30,45,27.79
2010-05-07,49,25.53
2010-05-14,41,26.60
2010-05-21,66,26.11
2010-05-28,70,25.95
2010-06-04,62,25.36
2010-06-11,62,26.01
2010-06-18,100,26.87
2010-06-25,58,25.79
2010-07-02,83,25.65
2010-07-09,66,26.88
2010-07-16,66,26.97
2010-07-23,55,27.95
2010-07-30,62,27.84
2010-08-06,51,28.97
2010-08-13,50,28.75
2010-08-20,47,28.54
2010-08-27,56,29.22
2010-09-03,47,29.48
2010-09-10,74,29.42
2010-09-17,50,29.12
2010-09-24,60,29.60
2010-10-01,45,29.83
2010-10-08,66,30.31
2010-10-15,87,30.70
2010-10-22,41,30.85
2010-10-29,71,31.28
2010-11-05,47,31.75
2010-11-12,37,31.29
2010-11-19,63,31.43
2010-11-26,76,31.69
2010-12-03,62,31.64
2010-12-10,62,31.67
2010-12-17,96,31.88
2010-12-24,88,
2010-12-31,53,31.88
2011-01-07,63,31.63
2011-01-14,44,32.01
2011-01-21,65,32.58
2011-01-28,62,32.77
2011-02-04,67,33.74
2011-02-11,52,33.57
2011-02-18,60,33.44
2011-02-25,59,33.60
2011-03-04,50,33.83
2011-03-11,54,34.55
2011-03-18,45,33.67
2011-03-25,51,34.15
2011-04-01,48,34.88
2011-04-08,55,34.53
2011-04-15,70,33.96
2011-04-22,67,
2011-04-29,56,35.60
2011-05-06,42,35.30
2011-05-13,51,35.93
2011-05-20,68,36.10
2011-05-27,45,35.02
2011-06-03,49,34.26
2011-06-10,53,33.88
2011-06-17,59,34.73
2011-06-24,60,34.64
2011-07-01,45,35.72
2011-07-08,64,35.31
2011-07-15,58,34.96
2011-07-22,65,35.34
2011-07-29,51,34.00
2011-08-05,51,32.24
2011-08-12,73,32.44
2011-08-19,47,32.22
2011-08-26,46,34.11
2011-09-02,70,33.72
2011-09-09,52,33.10
2011-09-16,63,34.45
2011-09-23,73,34.01
2011-09-30,35,33.65
2011-10-07,45,32.05
2011-10-14,64,33.31
2011-10-21,67,33.76
2011-10-28,37,34.58
2011-11-04,76,34.66
2011-11-11,60,35.08
2011-11-18,69,34.50
2011-11-25,75,33.18
2011-12-02,62,34.34
2011-12-09,56,34.30
2011-12-16,72,34.74
2011-12-23,75,35.71
2011-12-30,62,36.07
2012-01-06,49,35.00
2012-01-13,63,34.23
2012-01-20,62,34.36
2012-01-27,62,34.73
2012-02-03,80,35.30
2012-02-10,81,35.20
2012-02-17,71,36.10
2012-02-24,74,35.86
2012-03-02,79,36.08
2012-03-09,58,36.84
2012-03-16,40,36.43
2012-03-23,62,36.74
2012-03-30,83,37.12
2012-04-06,52,
2012-04-13,52,35.80
2012-04-20,56,36.46
2012-04-27,63,36.82
2012-05-04,69,36.06
2012-05-11,58,36.57
2012-05-18,60,34.94
2012-05-25,63,36.36
2012-06-01,54,36.42
2012-06-08,65,37.39
2012-06-15,44,38.48
2012-06-22,68,37.76
2012-06-29,54,38.81
2012-07-06,61,38.69
2012-07-13,58,39.88
2012-07-20,73,40.26
2012-07-27,57,39.96
2012-08-03,61,39.57
2012-08-10,64,39.59
2012-08-17,74,38.54
2012-08-24,69,37.97
2012-08-31,69,37.67
2012-09-07,64,38.24
2012-09-14,76,37.75
2012-09-21,88,37.43
2012-09-28,64,38.23
2012-10-05,88,39.14
2012-10-12,51,38.68
2012-10-19,72,39.71
2012-10-26,47,38.96
2012-11-02,55,39.41
2012-11-09,57,38.14
2012-11-16,44,38.32
2012-11-23,53,37.73
2012-11-30,55,38.74
2012-12-07,55,39.27
2012-12-14,51,38.69
2012-12-21,40,39.23
2012-12-28,72,38.44
2013-01-04,69,39.64
2013-01-11,27,39.19
2013-01-18,65,39.21
2013-01-25,70,40.32
2013-02-01,62,41.18
2013-02-08,42,41.11
2013-02-15,52,40.94
2013-02-22,69,41.43
2013-03-01,47,41.80
2013-03-08,43,42.21
2013-03-15,59,42.66
2013-03-22,58,42.65
2013-03-29,52,
2013-04-05,53,43.72
2013-04-12,50,44.66
2013-04-19,45,44.94
2013-04-26,41,44.86
2013-05-03,52,45.16
2013-05-10,61,43.78
2013-05-17,71,44.47
2013-05-24,66,42.84
2013-05-31,62,41.67
2013-06-07,63,42.38
2013-06-14,53,42.13
2013-06-21,69,40.37
2013-06-28,39,42.02
2013-07-05,64,41.13
2013-07-12,48,43.28
2013-07-19,71,44.83
2013-07-26,67,44.23
2013-08-02,74,44.69
2013-08-09,58,43.77
2013-08-16,51,41.30
2013-08-23,85,41.71
2013-08-30,73,40.97
2013-09-06,55,40.25
2013-09-13,61,40.29
2013-09-20,45,41.19
2013-09-27,56,41.44
2013-10-04,65,41.02
2013-10-11,59,42.16
2013-10-18,61,42.34
2013-10-25,47,43.41
2013-11-01,60,42.50
2013-11-08,71,42.27
2013-11-15,58,42.93
2013-11-22,53,42.18
2013-11-29,74,41.08
2013-12-06,44,41.58
2013-12-13,36,41.59
2013-12-20,50,42.11
2013-12-27,77,42.20
2014-01-03,60,41.52
2014-01-10,54,42.65
2014-01-17,53,42.59
2014-01-24,53,42.43
2014-01-31,54,43.80
2014-02-07,55,43.30
2014-02-14,47,44.97
2014-02-21,57,44.65
2014-02-28,55,44.45
2014-03-07,57,43.75
2014-03-14,57,44.89
2014-03-21,54,44.42
2014-03-28,52,44.95
2014-04-04,61,45.09
2014-04-11,45,45.44
2014-04-18,58,
2014-04-25,64,46.97
2014-05-02,68,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
