Date,sell ED,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,43.43
2004-02-13,0,43.34
2004-02-20,0,43.57
2004-02-27,0,44.17
2004-03-05,0,44.90
2004-03-12,0,43.80
2004-03-19,0,44.12
2004-03-26,0,43.91
2004-04-02,0,43.87
2004-04-09,0,
2004-04-16,0,42.33
2004-04-23,0,42.14
2004-04-30,0,41.21
2004-05-07,0,39.98
2004-05-14,0,38.18
2004-05-21,0,37.79
2004-05-28,0,39.26
2004-06-04,0,39.20
2004-06-11,0,
2004-06-18,0,39.53
2004-06-25,0,40.28
2004-07-02,0,39.63
2004-07-09,0,39.44
2004-07-16,0,39.91
2004-07-23,0,40.05
2004-07-30,0,40.97
2004-08-06,0,41.62
2004-08-13,0,40.90
2004-08-20,0,40.87
2004-08-27,0,41.27
2004-09-03,0,42.66
2004-09-10,0,41.93
2004-09-17,0,42.51
2004-09-24,0,41.66
2004-10-01,0,42.31
2004-10-08,0,42.49
2004-10-15,0,43.25
2004-10-22,0,43.35
2004-10-29,0,43.45
2004-11-05,0,45.04
2004-11-12,0,45.59
2004-11-19,0,44.55
2004-11-26,0,45.40
2004-12-03,0,43.59
2004-12-10,0,43.45
2004-12-17,0,44.08
2004-12-24,0,
2004-12-31,0,43.75
2005-01-07,0,42.87
2005-01-14,0,43.43
2005-01-21,0,43.40
2005-01-28,0,43.30
2005-02-04,0,44.19
2005-02-11,0,44.60
2005-02-18,0,43.46
2005-02-25,0,43.10
2005-03-04,0,42.91
2005-03-11,0,41.90
2005-03-18,0,41.85
2005-03-25,0,
2005-04-01,0,41.84
2005-04-08,0,42.20
2005-04-15,0,42.21
2005-04-22,0,43.17
2005-04-29,0,43.28
2005-05-06,0,44.28
2005-05-13,0,45.39
2005-05-20,0,45.72
2005-05-27,0,45.33
2005-06-03,0,45.99
2005-06-10,0,45.58
2005-06-17,0,45.91
2005-06-24,0,46.01
2005-07-01,0,47.08
2005-07-08,0,47.85
2005-07-15,0,48.07
2005-07-22,0,47.87
2005-07-29,0,48.16
2005-08-05,0,47.62
2005-08-12,0,47.50
2005-08-19,0,46.18
2005-08-26,0,46.20
2005-09-02,0,47.65
2005-09-09,0,48.15
2005-09-16,0,49.24
2005-09-23,0,48.22
2005-09-30,0,48.55
2005-10-07,0,47.03
2005-10-14,0,44.54
2005-10-21,0,44.88
2005-10-28,0,45.21
2005-11-04,0,45.44
2005-11-11,0,45.90
2005-11-18,0,45.53
2005-11-25,0,46.01
2005-12-02,0,45.81
2005-12-09,0,45.46
2005-12-16,0,46.85
2005-12-23,0,46.94
2005-12-30,0,46.33
2006-01-06,0,46.81
2006-01-13,0,46.30
2006-01-20,0,46.73
2006-01-27,0,47.29
2006-02-03,0,46.10
2006-02-10,0,46.14
2006-02-17,0,45.45
2006-02-24,0,46.49
2006-03-03,0,45.09
2006-03-10,0,44.65
2006-03-17,0,45.09
2006-03-24,0,44.60
2006-03-31,0,43.50
2006-04-07,0,42.39
2006-04-14,0,
2006-04-21,0,42.67
2006-04-28,0,43.12
2006-05-05,0,43.12
2006-05-12,0,41.81
2006-05-19,0,42.15
2006-05-26,0,44.06
2006-06-02,0,44.45
2006-06-09,0,44.61
2006-06-16,0,44.23
2006-06-23,0,43.49
2006-06-30,0,44.44
2006-07-07,0,45.10
2006-07-14,0,45.21
2006-07-21,0,46.80
2006-07-28,0,46.99
2006-08-04,0,46.65
2006-08-11,0,45.80
2006-08-18,0,45.34
2006-08-25,0,45.39
2006-09-01,0,45.90
2006-09-08,0,45.29
2006-09-15,0,45.73
2006-09-22,0,46.02
2006-09-29,0,46.20
2006-10-06,0,46.43
2006-10-13,0,46.74
2006-10-20,0,47.89
2006-10-27,0,48.23
2006-11-03,0,48.02
2006-11-10,0,48.30
2006-11-17,0,47.99
2006-11-24,0,47.85
2006-12-01,0,48.22
2006-12-08,0,47.83
2006-12-15,0,48.67
2006-12-22,0,47.76
2006-12-29,0,48.07
2007-01-05,0,47.63
2007-01-12,0,47.36
2007-01-19,0,47.74
2007-01-26,0,48.10
2007-02-02,0,48.46
2007-02-09,0,49.03
2007-02-16,0,48.72
2007-02-23,0,49.33
2007-03-02,0,48.08
2007-03-09,0,48.40
2007-03-16,0,48.61
2007-03-23,0,50.42
2007-03-30,0,51.06
2007-04-06,0,
2007-04-13,0,51.79
2007-04-20,0,52.00
2007-04-27,0,51.80
2007-05-04,0,51.42
2007-05-11,0,50.97
2007-05-18,0,50.95
2007-05-25,0,48.12
2007-06-01,0,48.48
2007-06-08,0,46.59
2007-06-15,0,47.37
2007-06-22,0,45.20
2007-06-29,0,45.12
2007-07-06,0,45.21
2007-07-13,0,46.09
2007-07-20,0,45.37
2007-07-27,0,43.65
2007-08-03,0,43.87
2007-08-10,0,47.43
2007-08-17,0,45.96
2007-08-24,0,46.80
2007-08-31,0,45.94
2007-09-07,0,45.54
2007-09-14,0,46.26
2007-09-21,0,46.98
2007-09-28,0,46.30
2007-10-05,0,47.27
2007-10-12,0,46.77
2007-10-19,0,45.12
2007-10-26,0,46.67
2007-11-02,0,46.90
2007-11-09,0,46.33
2007-11-16,0,46.83
2007-11-23,0,48.45
2007-11-30,0,48.45
2007-12-07,0,49.49
2007-12-14,0,49.26
2007-12-21,0,48.64
2007-12-28,0,48.93
2008-01-04,0,47.92
2008-01-11,0,46.92
2008-01-18,0,44.60
2008-01-25,0,43.27
2008-02-01,0,44.38
2008-02-08,0,43.37
2008-02-15,0,42.40
2008-02-22,0,42.14
2008-02-29,0,40.89
2008-03-07,0,40.85
2008-03-14,0,40.67
2008-03-21,0,
2008-03-28,0,39.45
2008-04-04,0,41.59
2008-04-11,0,41.27
2008-04-18,0,41.52
2008-04-25,0,41.45
2008-05-02,0,42.49
2008-05-09,0,41.95
2008-05-16,0,41.65
2008-05-23,0,41.09
2008-05-30,0,41.30
2008-06-06,0,40.04
2008-06-13,0,40.36
2008-06-20,0,39.69
2008-06-27,0,38.42
2008-07-04,0,
2008-07-11,76,38.77
2008-07-18,100,38.48
2008-07-25,76,38.28
2008-08-01,76,38.80
2008-08-08,85,41.50
2008-08-15,94,40.76
2008-08-22,87,41.26
2008-08-29,87,40.90
2008-09-05,0,40.56
2008-09-12,0,43.58
2008-09-19,0,44.31
2008-09-26,0,43.66
2008-10-03,0,43.16
2008-10-10,0,37.61
2008-10-17,0,39.15
2008-10-24,0,40.21
2008-10-31,0,43.32
2008-11-07,0,42.13
2008-11-14,0,39.19
2008-11-21,0,40.00
2008-11-28,0,40.39
2008-12-05,0,38.97
2008-12-12,0,38.88
2008-12-19,63,38.64
2008-12-26,85,38.31
2009-01-02,85,39.26
2009-01-09,86,39.66
2009-01-16,78,40.07
2009-01-23,77,40.05
2009-01-30,58,40.75
2009-02-06,58,41.28
2009-02-13,58,39.37
2009-02-20,58,37.54
2009-02-27,58,36.21
2009-03-06,79,33.94
2009-03-13,73,35.06
2009-03-20,67,37.79
2009-03-27,67,38.38
2009-04-03,69,39.25
2009-04-10,72,
2009-04-17,57,38.76
2009-04-24,57,37.45
2009-05-01,57,37.37
2009-05-08,62,37.58
2009-05-15,67,34.86
2009-05-22,72,34.60
2009-05-29,77,35.46
2009-06-05,81,35.78
2009-06-12,69,37.08
2009-06-19,59,36.79
2009-06-26,56,37.04
2009-07-03,56,
2009-07-10,56,36.63
2009-07-17,56,37.39
2009-07-24,56,39.01
2009-07-31,73,39.36
2009-08-07,90,39.86
2009-08-14,67,40.64
2009-08-21,53,40.50
2009-08-28,53,40.39
2009-09-04,62,39.87
2009-09-11,72,39.63
2009-09-18,70,41.48
2009-09-25,59,41.07
2009-10-02,59,40.35
2009-10-09,49,41.09
2009-10-16,54,41.33
2009-10-23,72,41.81
2009-10-30,0,40.68
2009-11-06,0,41.53
2009-11-13,0,42.46
2009-11-20,0,41.90
2009-11-27,0,42.44
2009-12-04,0,44.05
2009-12-11,0,45.18
2009-12-18,71,45.37
2009-12-25,60,
2010-01-01,51,
2010-01-08,51,45.25
2010-01-15,62,45.72
2010-01-22,57,43.51
2010-01-29,48,43.74
2010-02-05,48,43.18
2010-02-12,47,42.22
2010-02-19,50,43.13
2010-02-26,52,42.75
2010-03-05,55,43.62
2010-03-12,57,43.70
2010-03-19,59,44.30
2010-03-26,59,44.18
2010-04-02,45,
2010-04-09,45,44.85
2010-04-16,43,44.54
2010-04-23,43,45.41
2010-04-30,43,45.20
2010-05-07,43,44.34
2010-05-14,44,44.44
2010-05-21,74,43.29
2010-05-28,48,42.59
2010-06-04,57,41.66
2010-06-11,65,43.13
2010-06-18,44,44.89
2010-06-25,50,43.84
2010-07-02,55,43.19
2010-07-09,61,45.27
2010-07-16,67,45.06
2010-07-23,45,46.30
2010-07-30,45,46.12
2010-08-06,55,47.57
2010-08-13,45,47.55
2010-08-20,46,46.70
2010-08-27,48,47.88
2010-09-03,46,48.44
2010-09-10,43,47.69
2010-09-17,45,47.92
2010-09-24,47,48.79
2010-10-01,48,48.33
2010-10-08,41,48.27
2010-10-15,40,48.60
2010-10-22,40,49.12
2010-10-29,40,49.72
2010-11-05,44,51.00
2010-11-12,49,49.74
2010-11-19,54,48.63
2010-11-26,39,48.18
2010-12-03,55,49.02
2010-12-10,70,48.88
2010-12-17,35,49.34
2010-12-24,38,
2010-12-31,40,49.57
2011-01-07,33,49.54
2011-01-14,33,49.83
2011-01-21,35,49.87
2011-01-28,36,50.07
2011-02-04,31,49.59
2011-02-11,36,50.10
2011-02-18,45,49.02
2011-02-25,41,49.41
2011-03-04,35,49.71
2011-03-11,35,50.27
2011-03-18,35,49.51
2011-03-25,35,50.01
2011-04-01,35,51.05
2011-04-08,0,50.90
2011-04-15,0,50.71
2011-04-22,0,
2011-04-29,0,52.12
2011-05-06,0,53.10
2011-05-13,0,54.12
2011-05-20,54,53.91
2011-05-27,32,52.73
2011-06-03,32,52.32
2011-06-10,32,51.83
2011-06-17,32,52.78
2011-06-24,32,52.40
2011-07-01,32,54.06
2011-07-08,32,53.56
2011-07-15,32,53.25
2011-07-22,32,53.58
2011-07-29,39,52.60
2011-08-05,35,53.27
2011-08-12,35,53.73
2011-08-19,35,54.36
2011-08-26,39,55.59
2011-09-02,33,56.07
2011-09-09,35,55.12
2011-09-16,41,57.42
2011-09-23,46,56.74
2011-09-30,35,57.02
2011-10-07,29,56.11
2011-10-14,47,57.55
2011-10-21,33,59.76
2011-10-28,33,58.04
2011-11-04,33,58.56
2011-11-11,33,59.64
2011-11-18,33,58.14
2011-11-25,30,57.16
2011-12-02,30,58.61
2011-12-09,30,59.24
2011-12-16,52,59.78
2011-12-23,40,61.98
2011-12-30,36,62.03
2012-01-06,30,59.10
2012-01-13,31,59.18
2012-01-20,28,58.76
2012-01-27,28,58.89
2012-02-03,30,58.82
2012-02-10,25,59.13
2012-02-17,28,57.87
2012-02-24,33,58.84
2012-03-02,38,58.31
2012-03-09,43,58.39
2012-03-16,38,57.62
2012-03-23,38,57.13
2012-03-30,30,58.42
2012-04-06,36,
2012-04-13,42,57.75
2012-04-20,40,58.61
2012-04-27,32,59.31
2012-05-04,38,59.38
2012-05-11,39,59.81
2012-05-18,40,58.67
2012-05-25,40,59.61
2012-06-01,30,60.29
2012-06-08,47,62.24
2012-06-15,37,63.10
2012-06-22,32,61.50
2012-06-29,32,62.19
2012-07-06,32,62.14
2012-07-13,32,63.42
2012-07-20,32,63.77
2012-07-27,25,64.90
2012-08-03,58,64.66
2012-08-10,38,63.87
2012-08-17,46,61.68
2012-08-24,31,61.42
2012-08-31,41,60.62
2012-09-07,39,60.63
2012-09-14,55,59.81
2012-09-21,53,59.10
2012-09-28,33,59.89
2012-10-05,35,60.22
2012-10-12,22,59.83
2012-10-19,22,60.47
2012-10-26,34,59.97
2012-11-02,32,59.20
2012-11-09,36,55.74
2012-11-16,34,54.98
2012-11-23,31,54.10
2012-11-30,26,55.79
2012-12-07,28,56.03
2012-12-14,22,56.12
2012-12-21,59,56.05
2012-12-28,42,54.93
2013-01-04,23,56.90
2013-01-11,29,55.91
2013-01-18,33,55.78
2013-01-25,29,56.51
2013-02-01,23,57.05
2013-02-08,24,57.15
2013-02-15,23,56.58
2013-02-22,38,58.48
2013-03-01,22,59.02
2013-03-08,20,58.95
2013-03-15,32,59.17
2013-03-22,26,59.09
2013-03-29,37,
2013-04-05,30,61.31
2013-04-12,24,61.91
2013-04-19,24,62.48
2013-04-26,26,62.84
2013-05-03,26,63.66
2013-05-10,26,61.57
2013-05-17,24,60.79
2013-05-24,26,58.66
2013-05-31,20,57.07
2013-06-07,20,57.43
2013-06-14,26,57.82
2013-06-21,32,56.39
2013-06-28,30,58.31
2013-07-05,35,57.16
2013-07-12,27,59.20
2013-07-19,29,60.48
2013-07-26,31,59.93
2013-08-02,26,60.37
2013-08-09,49,60.30
2013-08-16,22,56.64
2013-08-23,22,56.59
2013-08-30,46,56.23
2013-09-06,41,55.59
2013-09-13,34,54.88
2013-09-20,30,55.97
2013-09-27,25,55.15
2013-10-04,30,54.51
2013-10-11,27,56.26
2013-10-18,27,56.86
2013-10-25,20,58.59
2013-11-01,25,58.41
2013-11-08,20,57.27
2013-11-15,33,58.07
2013-11-22,18,55.92
2013-11-29,28,55.21
2013-12-06,38,55.85
2013-12-13,26,54.33
2013-12-20,30,54.77
2013-12-27,37,55.05
2014-01-03,28,53.45
2014-01-10,38,54.33
2014-01-17,25,53.96
2014-01-24,25,53.65
2014-01-31,26,54.41
2014-02-07,48,54.02
2014-02-14,23,55.16
2014-02-21,33,55.29
2014-02-28,28,56.05
2014-03-07,39,55.44
2014-03-14,19,54.66
2014-03-21,38,52.46
2014-03-28,19,53.17
2014-04-04,31,54.36
2014-04-11,49,55.60
2014-04-18,37,
2014-04-25,29,57.74
2014-05-02,0,
