Date,buy XL,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,81.40
2004-02-13,0,77.30
2004-02-20,0,75.10
2004-02-27,0,76.66
2004-03-05,0,77.75
2004-03-12,0,74.96
2004-03-19,0,75.41
2004-03-26,0,74.80
2004-04-02,0,76.26
2004-04-09,0,
2004-04-16,0,79.21
2004-04-23,0,78.47
2004-04-30,0,76.35
2004-05-07,0,74.67
2004-05-14,0,74.67
2004-05-21,0,74.20
2004-05-28,0,74.65
2004-06-04,0,74.40
2004-06-11,0,
2004-06-18,0,77.03
2004-06-25,0,75.79
2004-07-02,0,75.14
2004-07-09,0,75.66
2004-07-16,0,73.43
2004-07-23,0,69.01
2004-07-30,0,70.68
2004-08-06,0,69.00
2004-08-13,0,69.52
2004-08-20,0,71.42
2004-08-27,0,69.95
2004-09-03,0,73.10
2004-09-10,0,71.82
2004-09-17,0,73.16
2004-09-24,0,74.01
2004-10-01,0,74.40
2004-10-08,0,73.63
2004-10-15,0,69.50
2004-10-22,0,68.00
2004-10-29,0,72.50
2004-11-05,0,72.65
2004-11-12,0,74.25
2004-11-19,0,73.97
2004-11-26,0,75.07
2004-12-03,0,77.14
2004-12-10,0,78.19
2004-12-17,0,79.20
2004-12-24,0,
2004-12-31,0,77.65
2005-01-07,0,76.09
2005-01-14,0,77.06
2005-01-21,0,75.20
2005-01-28,0,73.72
2005-02-04,0,77.05
2005-02-11,0,75.46
2005-02-18,0,76.75
2005-02-25,0,75.03
2005-03-04,0,75.67
2005-03-11,0,72.85
2005-03-18,0,72.86
2005-03-25,0,
2005-04-01,0,71.65
2005-04-08,0,68.61
2005-04-15,0,68.10
2005-04-22,0,68.20
2005-04-29,0,70.30
2005-05-06,0,73.86
2005-05-13,0,72.85
2005-05-20,0,73.65
2005-05-27,0,74.69
2005-06-03,0,75.00
2005-06-10,0,74.69
2005-06-17,0,75.18
2005-06-24,40,72.56
2005-07-01,0,74.41
2005-07-08,0,70.99
2005-07-15,0,71.75
2005-07-22,0,72.04
2005-07-29,0,71.82
2005-08-05,0,69.30
2005-08-12,0,70.07
2005-08-19,0,71.33
2005-08-26,0,71.00
2005-09-02,0,68.34
2005-09-09,33,68.34
2005-09-16,0,70.70
2005-09-23,0,69.22
2005-09-30,0,68.03
2005-10-07,0,66.00
2005-10-14,0,67.65
2005-10-21,0,66.98
2005-10-28,0,62.10
2005-11-04,0,69.39
2005-11-11,0,73.02
2005-11-18,0,73.10
2005-11-25,0,67.42
2005-12-02,0,68.69
2005-12-09,0,66.55
2005-12-16,0,66.00
2005-12-23,0,66.98
2005-12-30,35,67.38
2006-01-06,26,69.61
2006-01-13,26,71.13
2006-01-20,26,68.90
2006-01-27,26,69.31
2006-02-03,31,67.25
2006-02-10,37,66.13
2006-02-17,0,66.06
2006-02-24,0,67.44
2006-03-03,0,68.10
2006-03-10,0,66.60
2006-03-17,0,67.45
2006-03-24,0,65.39
2006-03-31,0,64.11
2006-04-07,0,63.75
2006-04-14,0,
2006-04-21,0,65.50
2006-04-28,0,65.89
2006-05-05,0,66.77
2006-05-12,0,65.51
2006-05-19,0,64.24
2006-05-26,0,64.03
2006-06-02,0,63.63
2006-06-09,0,63.82
2006-06-16,0,61.95
2006-06-23,0,61.11
2006-06-30,0,61.30
2006-07-07,0,63.02
2006-07-14,0,62.76
2006-07-21,0,64.56
2006-07-28,0,65.09
2006-08-04,0,61.56
2006-08-11,0,61.50
2006-08-18,0,63.67
2006-08-25,0,62.76
2006-09-01,21,65.49
2006-09-08,0,66.90
2006-09-15,0,67.78
2006-09-22,0,67.23
2006-09-29,0,68.70
2006-10-06,0,70.91
2006-10-13,0,71.79
2006-10-20,0,70.76
2006-10-27,19,70.82
2006-11-03,18,69.40
2006-11-10,18,71.16
2006-11-17,18,72.01
2006-11-24,18,71.64
2006-12-01,19,70.55
2006-12-08,20,70.87
2006-12-15,22,72.08
2006-12-22,23,71.24
2006-12-29,23,72.02
2007-01-05,24,71.01
2007-01-12,0,68.30
2007-01-19,0,67.85
2007-01-26,0,68.86
2007-02-02,0,69.89
2007-02-09,0,72.64
2007-02-16,0,73.85
2007-02-23,23,72.90
2007-03-02,20,69.69
2007-03-09,20,70.69
2007-03-16,20,68.31
2007-03-23,20,70.85
2007-03-30,20,69.96
2007-04-06,20,
2007-04-13,20,70.80
2007-04-20,20,73.09
2007-04-27,20,78.19
2007-05-04,21,79.43
2007-05-11,21,80.45
2007-05-18,14,81.58
2007-05-25,14,80.03
2007-06-01,20,81.90
2007-06-08,25,81.44
2007-06-15,26,83.42
2007-06-22,21,83.31
2007-06-29,14,84.29
2007-07-06,17,83.44
2007-07-13,14,84.33
2007-07-20,20,83.00
2007-07-27,22,78.01
2007-08-03,28,72.94
2007-08-10,18,75.16
2007-08-17,19,73.64
2007-08-24,20,78.45
2007-08-31,13,76.20
2007-09-07,13,73.50
2007-09-14,24,73.91
2007-09-21,21,76.62
2007-09-28,17,79.20
2007-10-05,17,81.24
2007-10-12,12,79.70
2007-10-19,12,74.06
2007-10-26,14,71.89
2007-11-02,17,64.90
2007-11-09,22,64.68
2007-11-16,17,63.20
2007-11-23,28,52.99
2007-11-30,29,58.53
2007-12-07,19,60.30
2007-12-14,17,52.46
2007-12-21,22,50.16
2007-12-28,26,50.02
2008-01-04,26,49.89
2008-01-11,24,49.69
2008-01-18,17,39.52
2008-01-25,19,44.69
2008-02-01,18,46.44
2008-02-08,14,42.68
2008-02-15,15,38.65
2008-02-22,14,36.86
2008-02-29,14,36.06
2008-03-07,16,32.58
2008-03-14,12,31.47
2008-03-21,16,
2008-03-28,11,29.50
2008-04-04,21,30.33
2008-04-11,14,29.95
2008-04-18,18,30.44
2008-04-25,18,32.28
2008-05-02,16,37.78
2008-05-09,13,34.26
2008-05-16,15,35.45
2008-05-23,16,33.87
2008-05-30,17,34.91
2008-06-06,19,32.31
2008-06-13,19,30.58
2008-06-20,25,28.36
2008-06-27,23,23.77
2008-07-04,17,
2008-07-11,24,16.25
2008-07-18,24,19.88
2008-07-25,22,18.77
2008-08-01,31,18.47
2008-08-08,21,19.87
2008-08-15,22,20.04
2008-08-22,21,19.50
2008-08-29,19,20.10
2008-09-05,16,19.08
2008-09-12,22,17.78
2008-09-19,15,20.59
2008-09-26,16,18.41
2008-10-03,12,14.99
2008-10-10,18,5.43
2008-10-17,17,9.85
2008-10-24,15,7.21
2008-10-31,15,9.70
2008-11-07,15,8.42
2008-11-14,21,6.14
2008-11-21,24,4.64
2008-11-28,30,5.03
2008-12-05,27,6.05
2008-12-12,28,2.68
2008-12-19,33,4.00
2008-12-26,26,3.33
2009-01-02,15,3.89
2009-01-09,25,4.30
2009-01-16,22,3.18
2009-01-23,20,3.32
2009-01-30,15,2.90
2009-02-06,17,3.03
2009-02-13,19,4.31
2009-02-20,23,3.38
2009-02-27,19,3.31
2009-03-06,17,2.95
2009-03-13,9,3.99
2009-03-20,16,4.24
2009-03-27,23,6.19
2009-04-03,23,6.13
2009-04-10,17,
2009-04-17,20,8.16
2009-04-24,18,8.96
2009-05-01,23,9.84
2009-05-08,28,11.12
2009-05-15,26,8.93
2009-05-22,21,9.86
2009-05-29,19,10.12
2009-06-05,19,10.67
2009-06-12,22,11.63
2009-06-19,25,11.23
2009-06-26,26,10.85
2009-07-03,25,
2009-07-10,18,11.05
2009-07-17,18,12.44
2009-07-24,27,13.61
2009-07-31,22,14.08
2009-08-07,26,14.98
2009-08-14,30,15.04
2009-08-21,18,15.77
2009-08-28,32,17.22
2009-09-04,23,16.85
2009-09-11,25,16.98
2009-09-18,16,16.89
2009-09-25,25,16.86
2009-10-02,21,16.78
2009-10-09,27,17.81
2009-10-16,34,17.88
2009-10-23,28,17.18
2009-10-30,20,16.41
2009-11-06,24,17.22
2009-11-13,28,17.45
2009-11-20,20,18.00
2009-11-27,52,17.70
2009-12-04,37,18.21
2009-12-11,36,18.15
2009-12-18,36,18.21
2009-12-25,32,
2010-01-01,29,
2010-01-08,25,18.20
2010-01-15,26,17.09
2010-01-22,23,16.48
2010-01-29,22,16.77
2010-02-05,18,16.46
2010-02-12,24,17.64
2010-02-19,24,18.42
2010-02-26,24,18.27
2010-03-05,36,19.34
2010-03-12,32,18.78
2010-03-19,32,18.83
2010-03-26,40,18.89
2010-04-02,47,
2010-04-09,45,19.09
2010-04-16,54,19.72
2010-04-23,47,19.96
2010-04-30,42,17.80
2010-05-07,31,17.26
2010-05-14,38,18.80
2010-05-21,43,17.37
2010-05-28,36,17.61
2010-06-04,36,16.41
2010-06-11,45,17.35
2010-06-18,39,17.99
2010-06-25,36,17.39
2010-07-02,44,15.97
2010-07-09,37,17.40
2010-07-16,57,16.80
2010-07-23,41,17.77
2010-07-30,42,17.73
2010-08-06,42,17.99
2010-08-13,30,18.00
2010-08-20,43,17.63
2010-08-27,31,18.17
2010-09-03,38,19.10
2010-09-10,31,20.24
2010-09-17,29,20.89
2010-09-24,31,21.22
2010-10-01,27,21.55
2010-10-08,33,22.08
2010-10-15,31,22.04
2010-10-22,34,21.98
2010-10-29,39,21.15
2010-11-05,31,20.80
2010-11-12,49,20.13
2010-11-19,51,20.18
2010-11-26,88,19.75
2010-12-03,76,20.55
2010-12-10,65,21.11
2010-12-17,72,21.70
2010-12-24,63,
2010-12-31,75,21.82
2011-01-07,46,22.12
2011-01-14,34,23.57
2011-01-21,30,22.69
2011-01-28,34,22.81
2011-02-04,32,23.44
2011-02-11,31,23.24
2011-02-18,31,24.65
2011-02-25,27,23.28
2011-03-04,32,22.95
2011-03-11,31,22.22
2011-03-18,27,21.97
2011-03-25,25,23.12
2011-04-01,25,24.78
2011-04-08,28,25.19
2011-04-15,28,24.47
2011-04-22,33,
2011-04-29,33,24.42
2011-05-06,24,23.45
2011-05-13,33,23.00
2011-05-20,27,23.54
2011-05-27,27,23.21
2011-06-03,31,22.44
2011-06-10,32,20.87
2011-06-17,25,21.32
2011-06-24,31,21.18
2011-07-01,33,22.30
2011-07-08,37,22.11
2011-07-15,30,21.19
2011-07-22,32,21.57
2011-07-29,30,20.52
2011-08-05,32,19.96
2011-08-12,29,19.24
2011-08-19,27,18.76
2011-08-26,24,19.27
2011-09-02,25,19.56
2011-09-09,21,19.25
2011-09-16,28,20.03
2011-09-23,23,18.36
2011-09-30,42,18.80
2011-10-07,20,18.76
2011-10-14,29,19.75
2011-10-21,35,21.54
2011-10-28,27,22.56
2011-11-04,31,21.31
2011-11-11,40,21.20
2011-11-18,44,19.86
2011-11-25,58,18.92
2011-12-02,46,20.75
2011-12-09,41,20.56
2011-12-16,48,19.66
2011-12-23,43,20.27
2011-12-30,44,19.77
2012-01-06,23,19.93
2012-01-13,25,20.26
2012-01-20,34,20.39
2012-01-27,26,20.30
2012-02-03,29,21.02
2012-02-10,25,19.27
2012-02-17,23,19.94
2012-02-24,29,20.08
2012-03-02,32,21.02
2012-03-09,28,21.22
2012-03-16,25,21.87
2012-03-23,27,21.13
2012-03-30,19,21.69
2012-04-06,21,
2012-04-13,27,20.81
2012-04-20,23,21.38
2012-04-27,26,21.72
2012-05-04,30,21.14
2012-05-11,26,22.12
2012-05-18,30,20.35
2012-05-25,28,20.25
2012-06-01,25,19.70
2012-06-08,31,20.39
2012-06-15,31,20.35
2012-06-22,32,20.11
2012-06-29,42,21.04
2012-07-06,38,20.83
2012-07-13,31,20.45
2012-07-20,38,20.41
2012-07-27,36,20.88
2012-08-03,40,21.20
2012-08-10,46,22.98
2012-08-17,45,23.45
2012-08-24,59,23.23
2012-08-31,42,23.12
2012-09-07,41,23.76
2012-09-14,38,24.68
2012-09-21,45,24.20
2012-09-28,33,24.03
2012-10-05,41,24.86
2012-10-12,42,24.98
2012-10-19,36,25.43
2012-10-26,35,24.77
2012-11-02,41,24.01
2012-11-09,44,24.00
2012-11-16,50,23.71
2012-11-23,83,24.36
2012-11-30,74,24.33
2012-12-07,71,25.09
2012-12-14,80,24.29
2012-12-21,65,24.56
2012-12-28,59,24.69
2013-01-04,45,26.01
2013-01-11,41,26.60
2013-01-18,38,27.22
2013-01-25,33,27.79
2013-02-01,36,28.07
2013-02-08,42,28.24
2013-02-15,39,28.67
2013-02-22,31,28.99
2013-03-01,35,28.82
2013-03-08,35,29.66
2013-03-15,36,30.40
2013-03-22,37,30.25
2013-03-29,53,
2013-04-05,42,30.77
2013-04-12,34,31.29
2013-04-19,33,30.44
2013-04-26,37,31.15
2013-05-03,34,32.23
2013-05-10,32,31.93
2013-05-17,37,32.45
2013-05-24,36,31.50
2013-05-31,36,31.43
2013-06-07,42,31.31
2013-06-14,51,31.06
2013-06-21,51,29.56
2013-06-28,56,30.32
2013-07-05,45,30.65
2013-07-12,44,32.01
2013-07-19,40,32.88
2013-07-26,45,32.22
2013-08-02,42,31.95
2013-08-09,45,30.84
2013-08-16,38,30.43
2013-08-23,33,30.92
2013-08-30,39,29.56
2013-09-06,37,29.94
2013-09-13,35,30.51
2013-09-20,38,31.44
2013-09-27,34,31.00
2013-10-04,35,31.15
2013-10-11,47,31.30
2013-10-18,65,32.08
2013-10-25,53,31.68
2013-11-01,57,30.32
2013-11-08,57,31.25
2013-11-15,44,31.39
2013-11-22,62,31.55
2013-11-29,100,31.99
2013-12-06,71,30.75
2013-12-13,65,29.65
2013-12-20,62,31.10
2013-12-27,61,31.69
2014-01-03,44,30.81
2014-01-10,38,30.42
2014-01-17,35,29.94
2014-01-24,40,28.81
2014-01-31,37,28.74
2014-02-07,29,28.87
2014-02-14,37,29.23
2014-02-21,31,29.44
2014-02-28,57,30.40
2014-03-07,50,30.70
2014-03-14,57,29.97
2014-03-21,48,30.55
2014-03-28,51,30.62
2014-04-04,44,31.21
2014-04-11,43,30.95
2014-04-18,38,
2014-04-25,41,31.39
2014-05-02,44,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
