Date,Franklin Resources,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,100,57.02
2004-02-13,0,58.45
2004-02-20,0,56.06
2004-02-27,0,56.50
2004-03-05,0,59.00
2004-03-12,0,56.40
2004-03-19,0,56.44
2004-03-26,0,55.70
2004-04-02,0,57.02
2004-04-09,0,
2004-04-16,0,55.13
2004-04-23,0,54.41
2004-04-30,0,54.83
2004-05-07,0,52.75
2004-05-14,0,49.36
2004-05-21,0,49.00
2004-05-28,0,50.28
2004-06-04,0,50.25
2004-06-11,0,
2004-06-18,0,49.34
2004-06-25,0,50.43
2004-07-02,0,49.60
2004-07-09,0,47.45
2004-07-16,0,47.90
2004-07-23,0,47.80
2004-07-30,0,48.25
2004-08-06,0,47.75
2004-08-13,0,48.52
2004-08-20,0,51.71
2004-08-27,0,53.27
2004-09-03,0,53.66
2004-09-10,0,55.01
2004-09-17,0,54.88
2004-09-24,0,54.72
2004-10-01,0,56.95
2004-10-08,0,57.39
2004-10-15,0,58.03
2004-10-22,0,57.27
2004-10-29,0,60.62
2004-11-05,0,62.14
2004-11-12,0,64.50
2004-11-19,0,62.30
2004-11-26,0,63.75
2004-12-03,0,66.50
2004-12-10,0,67.85
2004-12-17,0,68.50
2004-12-24,0,
2004-12-31,0,69.65
2005-01-07,0,67.67
2005-01-14,0,67.87
2005-01-21,0,64.99
2005-01-28,0,67.10
2005-02-04,0,68.38
2005-02-11,0,70.43
2005-02-18,0,70.11
2005-02-25,0,69.87
2005-03-04,0,72.86
2005-03-11,0,71.52
2005-03-18,0,71.89
2005-03-25,0,
2005-04-01,0,68.15
2005-04-08,0,68.22
2005-04-15,0,64.56
2005-04-22,0,64.61
2005-04-29,0,68.68
2005-05-06,0,69.52
2005-05-13,0,68.14
2005-05-20,0,71.38
2005-05-27,0,72.37
2005-06-03,0,72.29
2005-06-10,0,73.05
2005-06-17,0,71.75
2005-06-24,0,74.05
2005-07-01,0,77.70
2005-07-08,0,82.86
2005-07-15,0,82.00
2005-07-22,0,82.20
2005-07-29,0,80.82
2005-08-05,0,80.42
2005-08-12,0,81.58
2005-08-19,0,81.41
2005-08-26,0,80.31
2005-09-02,0,81.45
2005-09-09,0,82.93
2005-09-16,0,80.40
2005-09-23,0,81.14
2005-09-30,0,83.96
2005-10-07,0,81.30
2005-10-14,0,80.70
2005-10-21,0,83.54
2005-10-28,0,86.62
2005-11-04,0,91.15
2005-11-11,0,95.00
2005-11-18,0,95.50
2005-11-25,0,98.03
2005-12-02,0,94.73
2005-12-09,0,97.90
2005-12-16,0,97.01
2005-12-23,0,96.47
2005-12-30,0,94.01
2006-01-06,0,95.84
2006-01-13,0,98.03
2006-01-20,0,96.97
2006-01-27,0,100.90
2006-02-03,0,96.07
2006-02-10,0,94.64
2006-02-17,0,98.55
2006-02-24,0,102.05
2006-03-03,0,103.08
2006-03-10,0,97.25
2006-03-17,0,101.45
2006-03-24,0,97.40
2006-03-31,0,94.24
2006-04-07,0,94.98
2006-04-14,0,
2006-04-21,0,96.86
2006-04-28,0,93.12
2006-05-05,0,93.57
2006-05-12,0,89.30
2006-05-19,0,88.75
2006-05-26,0,90.39
2006-06-02,0,90.69
2006-06-09,0,86.96
2006-06-16,0,85.04
2006-06-23,0,86.69
2006-06-30,0,86.81
2006-07-07,0,82.50
2006-07-14,0,83.04
2006-07-21,33,84.46
2006-07-28,0,91.00
2006-08-04,0,93.15
2006-08-11,0,92.17
2006-08-18,0,98.84
2006-08-25,0,97.13
2006-09-01,0,97.96
2006-09-08,0,99.26
2006-09-15,0,104.77
2006-09-22,0,103.62
2006-09-29,0,105.75
2006-10-06,0,107.67
2006-10-13,0,105.42
2006-10-20,0,105.72
2006-10-27,0,110.90
2006-11-03,0,108.45
2006-11-10,0,107.00
2006-11-17,0,108.50
2006-11-24,0,107.70
2006-12-01,27,106.79
2006-12-08,25,112.36
2006-12-15,0,113.24
2006-12-22,0,110.42
2006-12-29,0,110.17
2007-01-05,0,111.77
2007-01-12,0,119.92
2007-01-19,0,117.79
2007-01-26,0,118.10
2007-02-02,0,120.76
2007-02-09,0,121.90
2007-02-16,0,126.02
2007-02-23,0,123.75
2007-03-02,0,114.46
2007-03-09,0,119.72
2007-03-16,0,114.56
2007-03-23,0,122.88
2007-03-30,0,120.83
2007-04-06,27,
2007-04-13,27,126.54
2007-04-20,27,130.29
2007-04-27,36,131.34
2007-05-04,0,135.20
2007-05-11,0,136.02
2007-05-18,0,135.99
2007-05-25,0,133.95
2007-06-01,0,136.13
2007-06-08,0,128.27
2007-06-15,0,132.28
2007-06-22,0,132.60
2007-06-29,19,132.47
2007-07-06,26,135.42
2007-07-13,26,140.23
2007-07-20,27,137.94
2007-07-27,27,130.15
2007-08-03,23,120.49
2007-08-10,23,122.03
2007-08-17,23,131.50
2007-08-24,26,134.35
2007-08-31,28,131.77
2007-09-07,23,126.14
2007-09-14,23,126.12
2007-09-21,21,130.29
2007-09-28,21,127.50
2007-10-05,18,130.13
2007-10-12,18,140.32
2007-10-19,18,132.84
2007-10-26,16,131.98
2007-11-02,16,124.23
2007-11-09,16,117.23
2007-11-16,17,118.95
2007-11-23,0,119.06
2007-11-30,0,123.18
2007-12-07,0,121.04
2007-12-14,0,111.04
2007-12-21,0,115.12
2007-12-28,0,114.14
2008-01-04,0,106.75
2008-01-11,29,102.00
2008-01-18,22,90.54
2008-01-25,15,98.39
2008-02-01,15,106.65
2008-02-08,15,97.68
2008-02-15,21,96.92
2008-02-22,16,97.14
2008-02-29,16,94.37
2008-03-07,26,89.73
2008-03-14,23,90.45
2008-03-21,17,
2008-03-28,19,94.62
2008-04-04,19,101.21
2008-04-11,19,97.80
2008-04-18,20,99.96
2008-04-25,16,93.64
2008-05-02,17,101.84
2008-05-09,16,99.93
2008-05-16,16,103.17
2008-05-23,17,97.77
2008-05-30,18,101.22
2008-06-06,19,99.63
2008-06-13,14,106.78
2008-06-20,17,100.42
2008-06-27,21,95.77
2008-07-04,15,
2008-07-11,16,88.40
2008-07-18,17,92.68
2008-07-25,19,96.16
2008-08-01,14,100.38
2008-08-08,14,104.49
2008-08-15,15,105.48
2008-08-22,15,102.00
2008-08-29,15,104.50
2008-09-05,17,100.67
2008-09-12,19,95.75
2008-09-19,22,108.00
2008-09-26,18,98.80
2008-10-03,15,82.66
2008-10-10,18,65.01
2008-10-17,16,67.06
2008-10-24,24,55.48
2008-10-31,15,68.00
2008-11-07,18,64.42
2008-11-14,16,54.43
2008-11-21,12,52.10
2008-11-28,12,60.75
2008-12-05,12,61.81
2008-12-12,12,59.31
2008-12-19,13,62.74
2008-12-26,16,59.64
2009-01-02,15,66.60
2009-01-09,15,62.10
2009-01-16,14,54.80
2009-01-23,16,52.34
2009-01-30,18,48.42
2009-02-06,11,56.48
2009-02-13,27,55.32
2009-02-20,11,50.78
2009-02-27,16,45.80
2009-03-06,17,38.66
2009-03-13,19,49.04
2009-03-20,14,47.09
2009-03-27,10,54.20
2009-04-03,10,60.13
2009-04-10,10,
2009-04-17,10,60.94
2009-04-24,10,61.66
2009-05-01,12,61.06
2009-05-08,14,65.15
2009-05-15,14,60.10
2009-05-22,10,61.92
2009-05-29,13,66.85
2009-06-05,15,74.59
2009-06-12,10,75.99
2009-06-19,10,73.37
2009-06-26,10,71.85
2009-07-03,10,
2009-07-10,10,66.19
2009-07-17,12,72.57
2009-07-24,15,80.57
2009-07-31,11,88.68
2009-08-07,11,94.37
2009-08-14,11,94.55
2009-08-21,11,94.57
2009-08-28,10,93.71
2009-09-04,10,93.65
2009-09-11,10,97.80
2009-09-18,12,103.46
2009-09-25,13,99.21
2009-10-02,11,98.21
2009-10-09,11,106.44
2009-10-16,13,110.07
2009-10-23,10,112.93
2009-10-30,24,104.63
2009-11-06,15,110.23
2009-11-13,11,112.80
2009-11-20,15,111.36
2009-11-27,9,108.97
2009-12-04,12,108.87
2009-12-11,12,107.97
2009-12-18,9,103.99
2009-12-25,10,
2010-01-01,10,
2010-01-08,15,108.05
2010-01-15,20,108.31
2010-01-22,10,101.26
2010-01-29,12,99.03
2010-02-05,10,98.00
2010-02-12,11,97.86
2010-02-19,8,101.61
2010-02-26,8,101.72
2010-03-05,11,109.29
2010-03-12,10,108.34
2010-03-19,11,110.37
2010-03-26,15,110.96
2010-04-02,12,
2010-04-09,11,114.82
2010-04-16,11,118.45
2010-04-23,10,119.64
2010-04-30,10,115.64
2010-05-07,10,104.52
2010-05-14,9,106.09
2010-05-21,12,102.73
2010-05-28,9,98.09
2010-06-04,14,91.39
2010-06-11,19,93.50
2010-06-18,10,93.30
2010-06-25,10,91.00
2010-07-02,9,84.97
2010-07-09,10,92.24
2010-07-16,15,90.14
2010-07-23,10,95.52
2010-07-30,12,100.58
2010-08-06,13,102.70
2010-08-13,14,99.53
2010-08-20,9,98.92
2010-08-27,10,98.32
2010-09-03,12,102.64
2010-09-10,9,104.01
2010-09-17,10,105.76
2010-09-24,17,106.97
2010-10-01,8,107.91
2010-10-08,8,113.38
2010-10-15,13,116.41
2010-10-22,9,115.87
2010-10-29,10,114.70
2010-11-05,11,124.59
2010-11-12,9,118.33
2010-11-19,11,116.22
2010-11-26,11,114.03
2010-12-03,9,120.02
2010-12-10,14,118.06
2010-12-17,12,114.60
2010-12-24,12,
2010-12-31,11,111.21
2011-01-07,18,111.69
2011-01-14,17,121.21
2011-01-21,17,118.43
2011-01-28,13,120.84
2011-02-04,10,122.44
2011-02-11,16,128.55
2011-02-18,15,130.40
2011-02-25,14,124.94
2011-03-04,12,125.55
2011-03-11,12,121.01
2011-03-18,12,116.52
2011-03-25,6,121.18
2011-04-01,12,127.20
2011-04-08,12,124.60
2011-04-15,15,123.08
2011-04-22,13,
2011-04-29,10,129.12
2011-05-06,12,126.27
2011-05-13,7,127.27
2011-05-20,12,125.83
2011-05-27,8,126.76
2011-06-03,10,124.10
2011-06-10,10,121.90
2011-06-17,7,124.38
2011-06-24,13,123.14
2011-07-01,9,134.26
2011-07-08,14,137.08
2011-07-15,10,130.32
2011-07-22,11,133.51
2011-07-29,11,126.96
2011-08-05,13,117.66
2011-08-12,12,115.68
2011-08-19,9,110.63
2011-08-26,7,115.84
2011-09-02,13,113.71
2011-09-09,9,111.69
2011-09-16,11,119.33
2011-09-23,9,98.76
2011-09-30,10,95.64
2011-10-07,10,94.93
2011-10-14,9,101.12
2011-10-21,11,103.53
2011-10-28,14,110.92
2011-11-04,9,106.93
2011-11-11,9,107.59
2011-11-18,8,99.36
2011-11-25,6,91.63
2011-12-02,10,98.44
2011-12-09,6,99.93
2011-12-16,9,94.09
2011-12-23,7,95.92
2011-12-30,6,96.06
2012-01-06,9,98.26
2012-01-13,6,96.26
2012-01-20,10,102.40
2012-01-27,17,106.46
2012-02-03,15,116.41
2012-02-10,9,116.10
2012-02-17,14,117.04
2012-02-24,7,118.84
2012-03-02,10,118.09
2012-03-09,10,120.41
2012-03-16,11,125.46
2012-03-23,13,122.76
2012-03-30,8,124.03
2012-04-06,9,
2012-04-13,10,122.24
2012-04-20,8,122.70
2012-04-27,10,125.85
2012-05-04,9,117.57
2012-05-11,10,114.48
2012-05-18,12,107.46
2012-05-25,9,106.79
2012-06-01,9,102.05
2012-06-08,6,108.10
2012-06-15,8,109.18
2012-06-22,7,104.43
2012-06-29,8,110.99
2012-07-06,6,111.53
2012-07-13,12,113.88
2012-07-20,11,110.35
2012-07-27,10,112.21
2012-08-03,10,113.50
2012-08-10,6,116.23
2012-08-17,7,119.93
2012-08-24,8,119.10
2012-08-31,7,117.40
2012-09-07,9,121.36
2012-09-14,10,128.00
2012-09-21,12,125.12
2012-09-28,11,125.07
2012-10-05,13,129.32
2012-10-12,11,127.30
2012-10-19,8,130.53
2012-10-26,9,128.00
2012-11-02,12,131.95
2012-11-09,10,128.90
2012-11-16,8,128.12
2012-11-23,9,133.18
2012-11-30,9,132.02
2012-12-07,8,127.68
2012-12-14,6,126.99
2012-12-21,7,128.33
2012-12-28,5,124.66
2013-01-04,8,131.47
2013-01-11,7,135.66
2013-01-18,10,133.39
2013-01-25,7,134.48
2013-02-01,12,139.77
2013-02-08,10,140.20
2013-02-15,10,144.56
2013-02-22,12,143.24
2013-03-01,8,140.83
2013-03-08,10,146.84
2013-03-15,11,149.90
2013-03-22,9,148.64
2013-03-29,8,
2013-04-05,7,148.07
2013-04-12,6,155.27
2013-04-19,8,146.83
2013-04-26,5,153.61
2013-05-03,9,156.41
2013-05-10,8,161.21
2013-05-17,10,168.32
2013-05-24,9,162.94
2013-05-31,4,154.81
2013-06-07,7,150.46
2013-06-14,7,147.13
2013-06-21,10,137.02
2013-06-28,9,136.02
2013-07-05,6,136.95
2013-07-12,9,143.49
2013-07-19,10,145.83
2013-07-26,12,48.66
2013-08-02,11,49.89
2013-08-09,11,49.31
2013-08-16,11,46.68
2013-08-23,9,46.97
2013-08-30,10,46.16
2013-09-06,7,47.11
2013-09-13,9,48.55
2013-09-20,6,51.69
2013-09-27,11,50.82
2013-10-04,13,51.67
2013-10-11,8,51.27
2013-10-18,5,53.85
2013-10-25,8,54.50
2013-11-01,7,53.98
2013-11-08,9,52.27
2013-11-15,8,54.15
2013-11-22,11,55.65
2013-11-29,4,55.39
2013-12-06,5,54.58
2013-12-13,9,54.02
2013-12-20,6,56.25
2013-12-27,5,57.23
2014-01-03,5,57.08
2014-01-10,9,57.80
2014-01-17,7,58.51
2014-01-24,9,53.60
2014-01-31,10,52.01
2014-02-07,9,52.15
2014-02-14,10,52.81
2014-02-21,7,52.48
2014-02-28,12,53.25
2014-03-07,11,53.81
2014-03-14,7,51.12
2014-03-21,9,52.34
2014-03-28,7,53.67
2014-04-04,9,53.41
2014-04-11,11,51.80
2014-04-18,8,
2014-04-25,6,52.77
2014-05-02,0,
