Date,buy DOW,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,42.07
2004-02-13,0,43.29
2004-02-20,0,42.82
2004-02-27,0,43.47
2004-03-05,0,42.31
2004-03-12,0,39.37
2004-03-19,0,39.15
2004-03-26,0,39.74
2004-04-02,0,41.39
2004-04-09,0,
2004-04-16,0,41.69
2004-04-23,0,41.40
2004-04-30,0,39.69
2004-05-07,0,37.89
2004-05-14,0,37.64
2004-05-21,0,37.74
2004-05-28,0,39.90
2004-06-04,0,39.24
2004-06-11,0,
2004-06-18,0,40.01
2004-06-25,0,40.32
2004-07-02,0,39.40
2004-07-09,0,39.15
2004-07-16,0,39.44
2004-07-23,0,38.58
2004-07-30,0,39.89
2004-08-06,0,38.48
2004-08-13,0,38.48
2004-08-20,0,40.91
2004-08-27,0,42.69
2004-09-03,0,42.82
2004-09-10,0,42.35
2004-09-17,0,42.40
2004-09-24,0,42.67
2004-10-01,0,45.37
2004-10-08,0,45.09
2004-10-15,0,44.21
2004-10-22,0,43.60
2004-10-29,0,44.94
2004-11-05,0,47.63
2004-11-12,0,49.36
2004-11-19,0,48.88
2004-11-26,0,50.42
2004-12-03,0,49.76
2004-12-10,0,48.72
2004-12-17,0,49.51
2004-12-24,0,
2004-12-31,0,49.51
2005-01-07,0,47.99
2005-01-14,0,49.79
2005-01-21,0,48.82
2005-01-28,0,49.18
2005-02-04,0,51.73
2005-02-11,0,51.65
2005-02-18,0,53.64
2005-02-25,0,56.24
2005-03-04,0,56.42
2005-03-11,0,54.58
2005-03-18,0,52.49
2005-03-25,0,
2005-04-01,0,49.14
2005-04-08,0,49.06
2005-04-15,0,44.30
2005-04-22,0,45.33
2005-04-29,0,45.93
2005-05-06,0,48.82
2005-05-13,0,45.07
2005-05-20,0,45.96
2005-05-27,0,45.88
2005-06-03,0,45.30
2005-06-10,0,45.41
2005-06-17,0,47.10
2005-06-24,0,43.67
2005-07-01,0,44.69
2005-07-08,0,45.75
2005-07-15,0,47.52
2005-07-22,0,48.60
2005-07-29,0,47.95
2005-08-05,0,47.22
2005-08-12,0,48.35
2005-08-19,0,47.08
2005-08-26,0,43.84
2005-09-02,0,43.21
2005-09-09,0,44.88
2005-09-16,0,43.81
2005-09-23,0,41.78
2005-09-30,0,41.67
2005-10-07,0,42.01
2005-10-14,0,43.02
2005-10-21,0,43.40
2005-10-28,0,45.84
2005-11-04,0,45.53
2005-11-11,0,47.20
2005-11-18,0,46.35
2005-11-25,0,45.85
2005-12-02,0,44.54
2005-12-09,0,44.63
2005-12-16,0,43.72
2005-12-23,0,44.60
2005-12-30,0,43.82
2006-01-06,0,44.93
2006-01-13,0,43.17
2006-01-20,0,41.87
2006-01-27,0,42.18
2006-02-03,0,41.30
2006-02-10,0,42.01
2006-02-17,0,43.80
2006-02-24,0,43.43
2006-03-03,0,43.67
2006-03-10,0,42.79
2006-03-17,0,43.68
2006-03-24,0,42.25
2006-03-31,0,40.60
2006-04-07,0,40.16
2006-04-14,0,
2006-04-21,0,41.11
2006-04-28,0,40.61
2006-05-05,0,42.47
2006-05-12,0,41.12
2006-05-19,0,41.04
2006-05-26,0,40.24
2006-06-02,0,40.84
2006-06-09,0,38.23
2006-06-16,0,38.00
2006-06-23,0,38.20
2006-06-30,0,39.03
2006-07-07,0,37.86
2006-07-14,0,36.91
2006-07-21,0,36.52
2006-07-28,0,34.03
2006-08-04,0,35.95
2006-08-11,0,36.02
2006-08-18,0,37.68
2006-08-25,0,36.87
2006-09-01,0,38.38
2006-09-08,0,37.46
2006-09-15,0,38.57
2006-09-22,0,38.52
2006-09-29,0,38.98
2006-10-06,0,38.93
2006-10-13,0,39.50
2006-10-20,0,39.80
2006-10-27,0,40.96
2006-11-03,0,40.61
2006-11-10,0,40.81
2006-11-17,0,41.18
2006-11-24,0,40.07
2006-12-01,0,39.70
2006-12-08,0,39.91
2006-12-15,0,40.13
2006-12-22,0,40.00
2006-12-29,0,39.90
2007-01-05,0,39.71
2007-01-12,0,40.44
2007-01-19,0,42.08
2007-01-26,0,41.70
2007-02-02,0,41.49
2007-02-09,0,42.02
2007-02-16,0,43.44
2007-02-23,0,43.45
2007-03-02,22,42.36
2007-03-09,0,43.00
2007-03-16,0,45.25
2007-03-23,0,45.70
2007-03-30,0,45.86
2007-04-06,0,
2007-04-13,0,45.88
2007-04-20,0,45.21
2007-04-27,0,45.42
2007-05-04,24,44.92
2007-05-11,0,45.79
2007-05-18,0,45.99
2007-05-25,0,45.20
2007-06-01,0,45.93
2007-06-08,0,45.43
2007-06-15,0,45.37
2007-06-22,0,45.08
2007-06-29,0,44.22
2007-07-06,21,45.82
2007-07-13,22,46.33
2007-07-20,23,47.22
2007-07-27,22,42.45
2007-08-03,22,42.89
2007-08-10,22,41.94
2007-08-17,22,41.15
2007-08-24,0,43.43
2007-08-31,0,42.63
2007-09-07,0,41.49
2007-09-14,0,41.98
2007-09-21,0,43.64
2007-09-28,0,43.06
2007-10-05,0,44.67
2007-10-12,0,46.50
2007-10-19,0,43.78
2007-10-26,0,44.53
2007-11-02,0,43.97
2007-11-09,0,41.81
2007-11-16,15,40.21
2007-11-23,0,40.15
2007-11-30,0,41.94
2007-12-07,0,42.74
2007-12-14,0,43.11
2007-12-21,0,41.25
2007-12-28,0,40.09
2008-01-04,0,36.99
2008-01-11,0,36.24
2008-01-18,0,34.94
2008-01-25,23,36.31
2008-02-01,15,39.89
2008-02-08,15,38.50
2008-02-15,15,38.62
2008-02-22,16,38.75
2008-02-29,18,37.69
2008-03-07,18,36.18
2008-03-14,19,37.00
2008-03-21,17,
2008-03-28,0,36.66
2008-04-04,0,38.85
2008-04-11,0,38.51
2008-04-18,0,39.98
2008-04-25,0,40.86
2008-05-02,0,40.79
2008-05-09,0,41.23
2008-05-16,14,42.88
2008-05-23,0,40.42
2008-05-30,0,40.40
2008-06-06,0,38.78
2008-06-13,0,39.05
2008-06-20,0,37.58
2008-06-27,0,34.83
2008-07-04,0,
2008-07-11,24,31.70
2008-07-18,15,33.95
2008-07-25,15,33.00
2008-08-01,14,32.73
2008-08-08,14,33.63
2008-08-15,14,34.98
2008-08-22,14,34.12
2008-08-29,14,34.13
2008-09-05,24,33.84
2008-09-12,34,36.25
2008-09-19,44,37.56
2008-09-26,45,33.97
2008-10-03,47,29.89
2008-10-10,100,24.40
2008-10-17,75,23.96
2008-10-24,38,23.86
2008-10-31,33,26.68
2008-11-07,30,24.23
2008-11-14,34,21.15
2008-11-21,35,17.38
2008-11-28,31,18.55
2008-12-05,20,19.00
2008-12-12,27,19.71
2008-12-19,25,20.08
2008-12-26,19,19.34
2009-01-02,27,15.41
2009-01-09,20,15.81
2009-01-16,21,15.03
2009-01-23,14,14.33
2009-01-30,17,11.59
2009-02-06,18,10.88
2009-02-13,23,9.53
2009-02-20,25,8.10
2009-02-27,39,7.16
2009-03-06,34,7.11
2009-03-13,28,7.56
2009-03-20,27,7.68
2009-03-27,27,8.96
2009-04-03,22,11.00
2009-04-10,15,
2009-04-17,20,12.60
2009-04-24,19,12.99
2009-05-01,22,15.70
2009-05-08,25,17.50
2009-05-15,15,16.47
2009-05-22,20,17.28
2009-05-29,11,17.68
2009-06-05,19,17.56
2009-06-12,17,17.34
2009-06-19,16,16.31
2009-06-26,17,16.05
2009-07-03,13,
2009-07-10,16,14.66
2009-07-17,19,16.99
2009-07-24,14,20.19
2009-07-31,14,21.17
2009-08-07,14,23.05
2009-08-14,21,22.13
2009-08-21,13,22.63
2009-08-28,10,21.89
2009-09-04,14,21.31
2009-09-11,14,23.59
2009-09-18,17,26.75
2009-09-25,14,25.30
2009-10-02,15,23.63
2009-10-09,13,26.15
2009-10-16,23,26.39
2009-10-23,16,25.15
2009-10-30,13,23.48
2009-11-06,18,24.80
2009-11-13,13,28.47
2009-11-20,14,27.93
2009-11-27,16,27.56
2009-12-04,21,27.48
2009-12-11,9,26.65
2009-12-18,14,26.22
2009-12-25,12,
2010-01-01,12,
2010-01-08,12,31.15
2010-01-15,12,29.99
2010-01-22,14,27.76
2010-01-29,16,27.09
2010-02-05,13,26.52
2010-02-12,19,27.79
2010-02-19,10,29.23
2010-02-26,8,28.31
2010-03-05,13,30.00
2010-03-12,11,29.84
2010-03-19,10,28.95
2010-03-26,15,30.06
2010-04-02,9,
2010-04-09,9,30.78
2010-04-16,12,30.54
2010-04-23,20,31.16
2010-04-30,14,30.83
2010-05-07,18,25.50
2010-05-14,18,27.34
2010-05-21,14,26.47
2010-05-28,20,26.91
2010-06-04,10,24.84
2010-06-11,13,26.72
2010-06-18,15,27.00
2010-06-25,11,25.33
2010-07-02,18,22.97
2010-07-09,16,25.95
2010-07-16,19,25.17
2010-07-23,13,26.93
2010-07-30,15,27.33
2010-08-06,13,25.44
2010-08-13,14,25.16
2010-08-20,9,24.43
2010-08-27,15,24.72
2010-09-03,20,26.47
2010-09-10,8,25.99
2010-09-17,8,26.72
2010-09-24,15,28.07
2010-10-01,19,27.88
2010-10-08,10,30.03
2010-10-15,17,29.43
2010-10-22,14,30.20
2010-10-29,12,30.84
2010-11-05,13,32.50
2010-11-12,12,31.30
2010-11-19,11,31.71
2010-11-26,12,31.29
2010-12-03,17,33.36
2010-12-10,12,34.07
2010-12-17,14,33.95
2010-12-24,13,
2010-12-31,16,34.14
2011-01-07,16,34.93
2011-01-14,15,35.93
2011-01-21,12,34.49
2011-01-28,13,35.06
2011-02-04,15,37.01
2011-02-11,16,38.38
2011-02-18,13,38.54
2011-02-25,15,36.32
2011-03-04,9,37.52
2011-03-11,10,36.79
2011-03-18,19,35.85
2011-03-25,12,37.15
2011-04-01,9,37.91
2011-04-08,17,38.52
2011-04-15,11,37.78
2011-04-22,17,
2011-04-29,13,40.99
2011-05-06,12,39.72
2011-05-13,11,38.37
2011-05-20,8,36.01
2011-05-27,9,35.60
2011-06-03,11,35.20
2011-06-10,13,35.07
2011-06-17,11,34.59
2011-06-24,9,35.23
2011-07-01,9,36.32
2011-07-08,11,36.38
2011-07-15,12,34.95
2011-07-22,13,35.58
2011-07-29,15,34.87
2011-08-05,33,30.22
2011-08-12,51,29.43
2011-08-19,25,26.26
2011-08-26,19,26.82
2011-09-02,14,26.71
2011-09-09,12,25.77
2011-09-16,14,28.30
2011-09-23,18,23.53
2011-09-30,11,22.46
2011-10-07,14,24.76
2011-10-14,11,27.68
2011-10-21,15,27.24
2011-10-28,12,29.25
2011-11-04,13,28.18
2011-11-11,11,28.19
2011-11-18,11,25.95
2011-11-25,10,24.47
2011-12-02,18,27.75
2011-12-09,10,27.10
2011-12-16,9,26.36
2011-12-23,14,28.84
2011-12-30,12,28.76
2012-01-06,12,30.32
2012-01-13,13,32.02
2012-01-20,12,33.39
2012-01-27,12,33.46
2012-02-03,20,34.18
2012-02-10,12,34.00
2012-02-17,16,35.00
2012-02-24,18,33.82
2012-03-02,9,34.20
2012-03-09,9,34.06
2012-03-16,13,35.30
2012-03-23,8,35.02
2012-03-30,13,34.64
2012-04-06,19,
2012-04-13,9,33.20
2012-04-20,9,35.31
2012-04-27,12,34.73
2012-05-04,10,32.33
2012-05-11,10,32.15
2012-05-18,19,29.45
2012-05-25,15,31.30
2012-06-01,11,30.36
2012-06-08,12,32.11
2012-06-15,9,32.89
2012-06-22,11,32.82
2012-06-29,11,31.50
2012-07-06,10,31.51
2012-07-13,10,30.32
2012-07-20,10,30.92
2012-07-27,9,29.08
2012-08-03,15,29.83
2012-08-10,8,29.73
2012-08-17,14,30.16
2012-08-24,11,29.89
2012-08-31,9,29.31
2012-09-07,12,30.33
2012-09-14,13,32.25
2012-09-21,19,30.26
2012-09-28,14,28.96
2012-10-05,12,29.20
2012-10-12,12,28.08
2012-10-19,9,29.86
2012-10-26,14,29.57
2012-11-02,8,29.75
2012-11-09,15,29.36
2012-11-16,13,27.74
2012-11-23,12,29.38
2012-11-30,12,30.19
2012-12-07,8,30.30
2012-12-14,9,31.42
2012-12-21,10,31.99
2012-12-28,10,31.62
2013-01-04,18,33.63
2013-01-11,10,33.86
2013-01-18,10,33.80
2013-01-25,12,34.58
2013-02-01,12,32.59
2013-02-08,12,32.42
2013-02-15,9,32.16
2013-02-22,12,31.38
2013-03-01,12,31.81
2013-03-08,16,32.77
2013-03-15,16,33.81
2013-03-22,15,32.78
2013-03-29,10,
2013-04-05,12,30.90
2013-04-12,16,31.75
2013-04-19,10,30.55
2013-04-26,12,33.42
2013-05-03,15,33.96
2013-05-10,14,34.46
2013-05-17,13,35.82
2013-05-24,15,35.08
2013-05-31,12,34.46
2013-06-07,10,34.35
2013-06-14,9,34.01
2013-06-21,17,32.63
2013-06-28,14,32.17
2013-07-05,6,32.69
2013-07-12,13,34.12
2013-07-19,13,34.67
2013-07-26,15,34.70
2013-08-02,13,36.22
2013-08-09,7,38.04
2013-08-16,11,36.89
2013-08-23,9,38.74
2013-08-30,11,37.40
2013-09-06,7,38.56
2013-09-13,11,39.87
2013-09-20,14,39.70
2013-09-27,8,39.02
2013-10-04,14,39.99
2013-10-11,16,41.07
2013-10-18,12,41.31
2013-10-25,15,39.52
2013-11-01,14,38.95
2013-11-08,21,39.67
2013-11-15,17,40.23
2013-11-22,11,39.66
2013-11-29,8,39.06
2013-12-06,10,39.27
2013-12-13,13,41.52
2013-12-20,15,43.78
2013-12-27,15,44.60
2014-01-03,13,43.67
2014-01-10,15,42.71
2014-01-17,14,43.07
2014-01-24,11,43.41
2014-01-31,16,45.51
2014-02-07,12,45.60
2014-02-14,12,46.71
2014-02-21,6,46.96
2014-02-28,14,48.71
2014-03-07,16,49.51
2014-03-14,14,48.65
2014-03-21,11,50.21
2014-03-28,12,48.20
2014-04-04,10,48.69
2014-04-11,13,46.95
2014-04-18,8,
2014-04-25,8,48.50
2014-05-02,0,
