Date,FISV,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,37.97
2004-02-13,0,38.90
2004-02-20,0,37.88
2004-02-27,0,38.56
2004-03-05,0,38.29
2004-03-12,0,36.94
2004-03-19,0,36.37
2004-03-26,0,35.50
2004-04-02,0,35.11
2004-04-09,0,
2004-04-16,0,34.35
2004-04-23,0,38.92
2004-04-30,0,36.63
2004-05-07,0,36.04
2004-05-14,0,37.27
2004-05-21,0,36.86
2004-05-28,0,37.73
2004-06-04,0,36.82
2004-06-11,0,
2004-06-18,0,38.28
2004-06-25,0,39.05
2004-07-02,0,37.73
2004-07-09,0,37.26
2004-07-16,0,36.01
2004-07-23,0,33.97
2004-07-30,0,34.26
2004-08-06,0,32.44
2004-08-13,0,33.56
2004-08-20,0,34.49
2004-08-27,0,35.14
2004-09-03,0,34.48
2004-09-10,0,35.87
2004-09-17,0,35.45
2004-09-24,0,34.33
2004-10-01,0,35.79
2004-10-08,0,35.21
2004-10-15,0,34.40
2004-10-22,0,34.10
2004-10-29,0,35.54
2004-11-05,0,37.36
2004-11-12,0,37.89
2004-11-19,0,36.86
2004-11-26,0,38.78
2004-12-03,0,38.83
2004-12-10,0,38.91
2004-12-17,0,39.75
2004-12-24,0,
2004-12-31,0,40.19
2005-01-07,0,40.10
2005-01-14,0,39.00
2005-01-21,0,38.69
2005-01-28,0,38.47
2005-02-04,0,39.17
2005-02-11,0,38.57
2005-02-18,0,37.82
2005-02-25,0,38.00
2005-03-04,0,38.62
2005-03-11,0,38.02
2005-03-18,0,37.12
2005-03-25,0,
2005-04-01,0,39.50
2005-04-08,0,39.56
2005-04-15,0,40.87
2005-04-22,0,41.81
2005-04-29,0,42.30
2005-05-06,0,42.67
2005-05-13,0,43.00
2005-05-20,0,43.13
2005-05-27,0,42.73
2005-06-03,0,43.09
2005-06-10,0,43.81
2005-06-17,0,42.87
2005-06-24,0,42.15
2005-07-01,100,43.14
2005-07-08,0,44.40
2005-07-15,0,44.75
2005-07-22,0,43.60
2005-07-29,0,44.37
2005-08-05,0,45.26
2005-08-12,0,46.58
2005-08-19,0,45.74
2005-08-26,0,44.59
2005-09-02,0,44.61
2005-09-09,0,45.10
2005-09-16,0,44.75
2005-09-23,0,44.27
2005-09-30,0,45.87
2005-10-07,0,45.23
2005-10-14,0,44.90
2005-10-21,0,42.44
2005-10-28,0,43.01
2005-11-04,0,44.50
2005-11-11,0,44.63
2005-11-18,0,46.00
2005-11-25,0,46.13
2005-12-02,0,46.20
2005-12-09,0,43.14
2005-12-16,0,42.85
2005-12-23,0,43.83
2005-12-30,0,43.27
2006-01-06,0,44.85
2006-01-13,0,43.82
2006-01-20,0,43.56
2006-01-27,0,45.13
2006-02-03,0,42.48
2006-02-10,0,40.94
2006-02-17,0,41.50
2006-02-24,0,41.48
2006-03-03,0,41.96
2006-03-10,0,41.79
2006-03-17,0,42.39
2006-03-24,0,42.55
2006-03-31,0,42.55
2006-04-07,0,41.92
2006-04-14,0,
2006-04-21,0,41.64
2006-04-28,0,45.07
2006-05-05,0,44.67
2006-05-12,0,44.16
2006-05-19,0,43.94
2006-05-26,0,43.70
2006-06-02,0,44.92
2006-06-09,0,43.97
2006-06-16,0,43.94
2006-06-23,0,44.61
2006-06-30,0,45.36
2006-07-07,66,44.24
2006-07-14,0,43.12
2006-07-21,0,42.44
2006-07-28,0,43.62
2006-08-04,0,43.46
2006-08-11,0,43.66
2006-08-18,0,44.45
2006-08-25,0,43.57
2006-09-01,0,44.26
2006-09-08,0,46.01
2006-09-15,0,46.80
2006-09-22,0,46.45
2006-09-29,0,47.09
2006-10-06,0,48.23
2006-10-13,0,47.72
2006-10-20,0,48.61
2006-10-27,0,48.44
2006-11-03,0,48.91
2006-11-10,0,52.17
2006-11-17,0,52.53
2006-11-24,0,52.05
2006-12-01,0,50.91
2006-12-08,0,51.75
2006-12-15,0,52.89
2006-12-22,0,52.11
2006-12-29,0,52.42
2007-01-05,0,52.46
2007-01-12,0,52.96
2007-01-19,0,52.41
2007-01-26,0,51.82
2007-02-02,0,53.81
2007-02-09,0,53.05
2007-02-16,0,54.72
2007-02-23,0,54.69
2007-03-02,0,51.84
2007-03-09,0,51.95
2007-03-16,0,50.87
2007-03-23,0,53.49
2007-03-30,0,53.06
2007-04-06,0,
2007-04-13,0,54.26
2007-04-20,0,54.98
2007-04-27,0,53.71
2007-05-04,0,52.46
2007-05-11,0,52.93
2007-05-18,0,53.51
2007-05-25,0,53.74
2007-06-01,0,58.88
2007-06-08,0,57.27
2007-06-15,0,58.50
2007-06-22,0,56.95
2007-06-29,0,56.80
2007-07-06,55,57.12
2007-07-13,62,57.09
2007-07-20,0,55.55
2007-07-27,0,49.54
2007-08-03,0,47.78
2007-08-10,0,47.04
2007-08-17,0,48.31
2007-08-24,0,48.39
2007-08-31,0,46.52
2007-09-07,0,46.42
2007-09-14,48,47.88
2007-09-21,55,49.33
2007-09-28,54,50.86
2007-10-05,0,54.82
2007-10-12,0,54.49
2007-10-19,0,51.58
2007-10-26,0,54.11
2007-11-02,0,55.46
2007-11-09,0,51.91
2007-11-16,0,52.65
2007-11-23,0,51.26
2007-11-30,0,51.33
2007-12-07,34,53.71
2007-12-14,0,54.02
2007-12-21,0,54.68
2007-12-28,0,56.03
2008-01-04,0,53.42
2008-01-11,0,52.03
2008-01-18,29,49.39
2008-01-25,0,48.23
2008-02-01,0,52.09
2008-02-08,0,50.80
2008-02-15,0,51.79
2008-02-22,0,51.95
2008-02-29,0,52.62
2008-03-07,0,49.97
2008-03-14,0,48.18
2008-03-21,0,
2008-03-28,0,47.76
2008-04-04,0,51.53
2008-04-11,33,49.12
2008-04-18,0,54.10
2008-04-25,0,50.80
2008-05-02,0,53.43
2008-05-09,0,51.15
2008-05-16,0,52.57
2008-05-23,0,50.34
2008-05-30,0,52.36
2008-06-06,0,50.00
2008-06-13,0,50.32
2008-06-20,0,48.15
2008-06-27,0,45.90
2008-07-04,37,
2008-07-11,42,47.00
2008-07-18,42,48.13
2008-07-25,31,47.27
2008-08-01,36,48.56
2008-08-08,28,51.38
2008-08-15,27,51.84
2008-08-22,27,51.85
2008-08-29,29,51.86
2008-09-05,32,50.32
2008-09-12,35,54.34
2008-09-19,48,51.51
2008-09-26,37,49.82
2008-10-03,27,43.83
2008-10-10,29,35.99
2008-10-17,31,36.72
2008-10-24,27,29.91
2008-10-31,27,33.36
2008-11-07,31,33.25
2008-11-14,34,32.75
2008-11-21,23,30.07
2008-11-28,23,34.14
2008-12-05,0,33.19
2008-12-12,0,33.53
2008-12-19,0,36.44
2008-12-26,0,35.01
2009-01-02,0,38.19
2009-01-09,0,36.09
2009-01-16,0,33.51
2009-01-23,0,31.52
2009-01-30,0,31.75
2009-02-06,26,36.30
2009-02-13,0,35.27
2009-02-20,0,33.42
2009-02-27,0,32.62
2009-03-06,0,30.70
2009-03-13,0,32.83
2009-03-20,0,34.10
2009-03-27,0,35.77
2009-04-03,0,37.01
2009-04-10,0,
2009-04-17,0,36.67
2009-04-24,0,36.67
2009-05-01,0,39.59
2009-05-08,0,40.13
2009-05-15,28,40.04
2009-05-22,22,40.72
2009-05-29,21,42.36
2009-06-05,21,45.80
2009-06-12,21,46.66
2009-06-19,21,45.79
2009-06-26,21,46.00
2009-07-03,20,
2009-07-10,20,44.59
2009-07-17,22,47.91
2009-07-24,23,49.28
2009-07-31,23,47.41
2009-08-07,24,48.25
2009-08-14,25,47.73
2009-08-21,26,49.09
2009-08-28,27,49.21
2009-09-04,28,47.82
2009-09-11,34,48.00
2009-09-18,39,49.43
2009-09-25,28,48.46
2009-10-02,0,46.84
2009-10-09,0,49.04
2009-10-16,0,48.35
2009-10-23,0,48.61
2009-10-30,0,45.87
2009-11-06,0,47.58
2009-11-13,0,47.83
2009-11-20,0,47.25
2009-11-27,0,46.29
2009-12-04,0,47.08
2009-12-11,0,47.04
2009-12-18,0,47.63
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,48.65
2010-01-15,0,47.94
2010-01-22,0,45.80
2010-01-29,0,45.04
2010-02-05,21,45.73
2010-02-12,16,46.35
2010-02-19,16,47.59
2010-02-26,16,48.21
2010-03-05,16,49.73
2010-03-12,16,50.42
2010-03-19,16,50.68
2010-03-26,0,50.41
2010-04-02,0,
2010-04-09,0,51.76
2010-04-16,0,53.01
2010-04-23,0,54.09
2010-04-30,17,51.13
2010-05-07,19,51.02
2010-05-14,21,49.73
2010-05-21,0,47.43
2010-05-28,0,47.55
2010-06-04,0,46.22
2010-06-11,0,47.51
2010-06-18,0,48.88
2010-06-25,0,47.06
2010-07-02,0,45.47
2010-07-09,0,46.26
2010-07-16,0,45.60
2010-07-23,0,47.22
2010-07-30,15,50.10
2010-08-06,20,50.87
2010-08-13,25,49.19
2010-08-20,29,51.26
2010-08-27,20,50.99
2010-09-03,21,52.98
2010-09-10,21,52.70
2010-09-17,21,53.56
2010-09-24,15,55.08
2010-10-01,0,53.50
2010-10-08,0,54.54
2010-10-15,0,55.34
2010-10-22,0,55.65
2010-10-29,0,54.52
2010-11-05,0,55.78
2010-11-12,0,55.15
2010-11-19,0,56.35
2010-11-26,0,56.39
2010-12-03,14,58.21
2010-12-10,14,59.22
2010-12-17,14,60.44
2010-12-24,14,
2010-12-31,14,58.56
2011-01-07,14,59.44
2011-01-14,16,61.92
2011-01-21,17,61.98
2011-01-28,18,61.33
2011-02-04,20,60.27
2011-02-11,18,62.34
2011-02-18,13,63.52
2011-02-25,13,63.00
2011-03-04,13,61.47
2011-03-11,13,60.54
2011-03-18,13,60.02
2011-03-25,0,61.54
2011-04-01,0,62.88
2011-04-08,0,62.36
2011-04-15,0,63.13
2011-04-22,0,
2011-04-29,13,61.31
2011-05-06,0,61.61
2011-05-13,0,62.00
2011-05-20,0,63.10
2011-05-27,0,63.46
2011-06-03,0,62.24
2011-06-10,0,62.31
2011-06-17,0,61.19
2011-06-24,0,60.71
2011-07-01,12,63.74
2011-07-08,13,64.61
2011-07-15,14,61.37
2011-07-22,0,62.16
2011-07-29,0,60.36
2011-08-05,0,56.67
2011-08-12,0,55.01
2011-08-19,0,51.42
2011-08-26,18,53.96
2011-09-02,13,53.49
2011-09-09,12,51.47
2011-09-16,12,54.49
2011-09-23,12,49.65
2011-09-30,12,50.77
2011-10-07,12,53.38
2011-10-14,12,57.45
2011-10-21,14,58.47
2011-10-28,16,60.76
2011-11-04,0,58.01
2011-11-11,0,58.16
2011-11-18,0,56.53
2011-11-25,0,54.12
2011-12-02,0,57.68
2011-12-09,0,58.65
2011-12-16,0,57.43
2011-12-23,14,58.79
2011-12-30,9,58.74
2012-01-06,9,58.40
2012-01-13,9,60.79
2012-01-20,10,62.64
2012-01-27,10,63.05
2012-02-03,11,65.88
2012-02-10,11,64.23
2012-02-17,11,65.11
2012-02-24,11,66.87
2012-03-02,11,66.41
2012-03-09,10,67.97
2012-03-16,10,69.17
2012-03-23,10,69.26
2012-03-30,10,69.39
2012-04-06,10,
2012-04-13,11,68.50
2012-04-20,10,68.92
2012-04-27,10,70.67
2012-05-04,9,67.51
2012-05-11,10,66.56
2012-05-18,10,64.61
2012-05-25,10,67.17
2012-06-01,11,65.58
2012-06-08,13,69.10
2012-06-15,17,70.87
2012-06-22,17,69.68
2012-06-29,16,72.22
2012-07-06,10,72.08
2012-07-13,10,70.95
2012-07-20,10,71.10
2012-07-27,10,72.38
2012-08-03,10,69.62
2012-08-10,11,69.88
2012-08-17,11,71.41
2012-08-24,12,70.87
2012-08-31,13,71.31
2012-09-07,13,72.81
2012-09-14,9,71.79
2012-09-21,25,74.19
2012-09-28,19,74.03
2012-10-05,11,74.21
2012-10-12,10,73.76
2012-10-19,10,75.31
2012-10-26,10,75.25
2012-11-02,10,75.24
2012-11-09,10,73.91
2012-11-16,8,73.55
2012-11-23,9,75.43
2012-11-30,11,76.99
2012-12-07,14,79.81
2012-12-14,13,79.67
2012-12-21,8,79.70
2012-12-28,10,78.52
2013-01-04,9,80.70
2013-01-11,10,82.98
2013-01-18,12,81.24
2013-01-25,13,80.85
2013-02-01,14,81.35
2013-02-08,14,80.48
2013-02-15,11,80.87
2013-02-22,10,80.24
2013-03-01,10,81.50
2013-03-08,10,84.71
2013-03-15,9,85.45
2013-03-22,10,86.09
2013-03-29,11,
2013-04-05,15,84.84
2013-04-12,11,87.83
2013-04-19,13,87.32
2013-04-26,10,90.13
2013-05-03,13,86.80
2013-05-10,9,89.52
2013-05-17,8,90.59
2013-05-24,8,88.09
2013-05-31,8,87.16
2013-06-07,8,86.52
2013-06-14,8,86.98
2013-06-21,0,86.50
2013-06-28,0,87.41
2013-07-05,0,88.96
2013-07-12,0,91.06
2013-07-19,0,91.78
2013-07-26,0,92.79
2013-08-02,13,98.18
2013-08-09,13,101.12
2013-08-16,11,99.35
2013-08-23,11,99.47
2013-08-30,9,96.27
2013-09-06,9,98.57
2013-09-13,8,100.37
2013-09-20,13,101.84
2013-09-27,8,101.09
2013-10-04,8,101.00
2013-10-11,8,101.73
2013-10-18,8,104.62
2013-10-25,9,106.30
2013-11-01,9,104.85
2013-11-08,13,105.62
2013-11-15,10,108.61
2013-11-22,9,110.11
2013-11-29,12,109.89
2013-12-06,10,111.16
2013-12-13,10,111.84
2013-12-20,12,57.83
2013-12-27,10,58.61
2014-01-03,10,58.04
2014-01-10,10,58.30
2014-01-17,13,57.25
2014-01-24,12,56.40
2014-01-31,8,56.05
2014-02-07,15,55.23
2014-02-14,13,56.12
2014-02-21,10,57.37
2014-02-28,11,58.05
2014-03-07,8,58.78
2014-03-14,7,57.24
2014-03-21,6,57.75
2014-03-28,6,55.89
2014-04-04,6,57.30
2014-04-11,9,55.05
2014-04-18,11,
2014-04-25,9,55.89
2014-05-02,0,
