Date,CHRW,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,40.30
2004-02-13,0,39.78
2004-02-20,0,39.93
2004-02-27,0,39.61
2004-03-05,0,39.99
2004-03-12,0,39.73
2004-03-19,0,38.29
2004-03-26,0,40.70
2004-04-02,0,43.31
2004-04-09,0,
2004-04-16,0,41.65
2004-04-23,0,41.89
2004-04-30,0,41.04
2004-05-07,0,41.22
2004-05-14,0,40.18
2004-05-21,0,39.72
2004-05-28,0,41.58
2004-06-04,0,41.67
2004-06-11,0,
2004-06-18,0,43.00
2004-06-25,0,44.92
2004-07-02,0,45.54
2004-07-09,0,45.17
2004-07-16,0,45.34
2004-07-23,0,43.91
2004-07-30,0,43.73
2004-08-06,0,41.22
2004-08-13,0,41.60
2004-08-20,0,42.54
2004-08-27,0,42.81
2004-09-03,0,43.35
2004-09-10,0,44.71
2004-09-17,0,45.20
2004-09-24,0,45.63
2004-10-01,0,47.63
2004-10-08,0,46.83
2004-10-15,0,47.30
2004-10-22,0,51.80
2004-10-29,0,53.94
2004-11-05,0,54.86
2004-11-12,0,54.49
2004-11-19,0,51.76
2004-11-26,0,52.81
2004-12-03,0,54.57
2004-12-10,0,53.20
2004-12-17,0,54.44
2004-12-24,0,
2004-12-31,0,55.52
2005-01-07,0,54.41
2005-01-14,0,52.01
2005-01-21,0,51.41
2005-01-28,0,50.76
2005-02-04,0,51.38
2005-02-11,0,52.35
2005-02-18,0,52.97
2005-02-25,0,54.82
2005-03-04,0,54.26
2005-03-11,0,54.03
2005-03-18,0,52.73
2005-03-25,0,
2005-04-01,0,51.22
2005-04-08,0,49.62
2005-04-15,0,47.84
2005-04-22,0,47.73
2005-04-29,0,51.60
2005-05-06,0,55.16
2005-05-13,0,54.40
2005-05-20,0,58.00
2005-05-27,0,58.13
2005-06-03,0,57.00
2005-06-10,0,54.99
2005-06-17,0,57.89
2005-06-24,0,56.25
2005-07-01,0,58.27
2005-07-08,0,57.96
2005-07-15,0,60.18
2005-07-22,0,60.29
2005-07-29,0,62.57
2005-08-05,0,59.74
2005-08-12,0,59.05
2005-08-19,0,59.00
2005-08-26,0,60.29
2005-09-02,0,62.11
2005-09-09,0,61.94
2005-09-16,0,61.32
2005-09-23,0,60.45
2005-09-30,0,64.13
2005-10-07,0,62.65
2005-10-14,76,62.37
2005-10-21,73,30.66
2005-10-28,0,34.49
2005-11-04,0,36.15
2005-11-11,0,39.70
2005-11-18,0,39.97
2005-11-25,0,41.48
2005-12-02,0,39.90
2005-12-09,0,38.66
2005-12-16,0,36.80
2005-12-23,0,38.19
2005-12-30,0,37.03
2006-01-06,0,38.08
2006-01-13,66,36.54
2006-01-20,64,36.83
2006-01-27,64,40.44
2006-02-03,0,39.61
2006-02-10,0,41.96
2006-02-17,0,43.12
2006-02-24,0,44.26
2006-03-03,0,45.27
2006-03-10,59,44.85
2006-03-17,100,45.29
2006-03-24,0,47.03
2006-03-31,0,49.09
2006-04-07,0,52.29
2006-04-14,0,
2006-04-21,0,48.72
2006-04-28,64,44.35
2006-05-05,0,48.66
2006-05-12,0,47.20
2006-05-19,0,44.07
2006-05-26,0,45.15
2006-06-02,0,45.99
2006-06-09,58,43.59
2006-06-16,59,46.60
2006-06-23,70,48.76
2006-06-30,59,53.30
2006-07-07,59,51.91
2006-07-14,59,46.50
2006-07-21,59,44.52
2006-07-28,0,46.40
2006-08-04,0,47.01
2006-08-11,0,44.81
2006-08-18,0,47.92
2006-08-25,0,45.07
2006-09-01,58,46.04
2006-09-08,53,43.23
2006-09-15,55,45.52
2006-09-22,57,43.41
2006-09-29,60,44.58
2006-10-06,53,44.11
2006-10-13,53,43.11
2006-10-20,53,43.46
2006-10-27,52,42.76
2006-11-03,52,41.21
2006-11-10,55,41.61
2006-11-17,0,43.59
2006-11-24,0,42.62
2006-12-01,0,43.47
2006-12-08,0,42.08
2006-12-15,0,42.97
2006-12-22,0,39.44
2006-12-29,0,40.89
2007-01-05,0,43.05
2007-01-12,54,44.60
2007-01-19,62,44.53
2007-01-26,54,42.94
2007-02-02,73,52.89
2007-02-09,60,51.79
2007-02-16,48,52.71
2007-02-23,70,53.91
2007-03-02,96,49.97
2007-03-09,46,48.62
2007-03-16,46,47.48
2007-03-23,46,49.37
2007-03-30,39,48.05
2007-04-06,44,
2007-04-13,49,49.83
2007-04-20,54,51.85
2007-04-27,45,55.21
2007-05-04,47,55.31
2007-05-11,48,53.60
2007-05-18,49,52.36
2007-05-25,35,51.09
2007-06-01,35,54.28
2007-06-08,35,52.40
2007-06-15,38,54.76
2007-06-22,38,53.32
2007-06-29,38,52.52
2007-07-06,36,52.00
2007-07-13,50,52.28
2007-07-20,0,54.02
2007-07-27,0,49.29
2007-08-03,0,47.04
2007-08-10,0,49.72
2007-08-17,0,48.27
2007-08-24,0,49.59
2007-08-31,0,49.04
2007-09-07,39,48.15
2007-09-14,46,51.75
2007-09-21,53,53.95
2007-09-28,34,54.29
2007-10-05,34,54.25
2007-10-12,37,53.72
2007-10-19,40,51.76
2007-10-26,42,50.54
2007-11-02,45,47.44
2007-11-09,32,46.00
2007-11-16,49,46.62
2007-11-23,32,46.89
2007-11-30,56,51.55
2007-12-07,36,53.88
2007-12-14,36,51.52
2007-12-21,33,54.00
2007-12-28,34,54.02
2008-01-04,35,49.97
2008-01-11,36,47.45
2008-01-18,43,48.56
2008-01-25,51,49.62
2008-02-01,58,56.27
2008-02-08,57,54.06
2008-02-15,26,53.83
2008-02-22,39,52.46
2008-02-29,36,50.77
2008-03-07,41,51.99
2008-03-14,46,52.66
2008-03-21,41,
2008-03-28,41,54.59
2008-04-04,30,58.95
2008-04-11,30,57.39
2008-04-18,35,60.21
2008-04-25,41,62.32
2008-05-02,57,65.46
2008-05-09,38,63.92
2008-05-16,30,64.15
2008-05-23,39,62.38
2008-05-30,24,64.50
2008-06-06,24,61.07
2008-06-13,44,60.15
2008-06-20,63,58.88
2008-06-27,56,55.26
2008-07-04,40,
2008-07-11,51,54.65
2008-07-18,63,57.10
2008-07-25,75,49.81
2008-08-01,43,47.80
2008-08-08,36,51.98
2008-08-15,26,51.88
2008-08-22,30,51.28
2008-08-29,30,52.11
2008-09-05,30,49.85
2008-09-12,32,55.53
2008-09-19,59,56.29
2008-09-26,52,52.19
2008-10-03,70,46.76
2008-10-10,53,41.39
2008-10-17,48,40.65
2008-10-24,58,44.16
2008-10-31,52,51.78
2008-11-07,40,51.76
2008-11-14,38,50.78
2008-11-21,46,48.14
2008-11-28,37,51.08
2008-12-05,37,48.39
2008-12-12,32,49.16
2008-12-19,36,51.78
2008-12-26,28,51.90
2009-01-02,28,55.85
2009-01-09,51,49.29
2009-01-16,28,47.24
2009-01-23,45,43.79
2009-01-30,42,45.98
2009-02-06,37,50.00
2009-02-13,37,47.30
2009-02-20,33,44.72
2009-02-27,27,41.38
2009-03-06,27,38.06
2009-03-13,51,42.72
2009-03-20,38,43.82
2009-03-27,22,46.30
2009-04-03,48,48.32
2009-04-10,24,
2009-04-17,27,49.71
2009-04-24,41,53.35
2009-05-01,36,52.81
2009-05-08,34,52.51
2009-05-15,48,50.73
2009-05-22,40,48.59
2009-05-29,24,50.82
2009-06-05,31,52.50
2009-06-12,25,52.42
2009-06-19,23,50.46
2009-06-26,23,51.86
2009-07-03,42,
2009-07-10,30,50.86
2009-07-17,24,52.60
2009-07-24,35,53.97
2009-07-31,21,54.53
2009-08-07,26,54.77
2009-08-14,32,54.77
2009-08-21,39,57.57
2009-08-28,30,56.76
2009-09-04,22,57.09
2009-09-11,33,58.72
2009-09-18,32,58.69
2009-09-25,19,57.57
2009-10-02,27,56.27
2009-10-09,29,58.41
2009-10-16,31,60.92
2009-10-23,32,57.24
2009-10-30,29,55.11
2009-11-06,49,56.50
2009-11-13,34,57.16
2009-11-20,31,57.20
2009-11-27,21,55.83
2009-12-04,25,57.83
2009-12-11,25,58.10
2009-12-18,26,58.19
2009-12-25,26,
2010-01-01,23,
2010-01-08,23,57.55
2010-01-15,31,57.72
2010-01-22,21,57.35
2010-01-29,23,56.63
2010-02-05,41,52.44
2010-02-12,27,52.12
2010-02-19,31,53.50
2010-02-26,30,53.33
2010-03-05,19,53.25
2010-03-12,22,53.87
2010-03-19,20,56.60
2010-03-26,30,55.56
2010-04-02,21,
2010-04-09,27,56.45
2010-04-16,31,58.38
2010-04-23,33,61.58
2010-04-30,32,60.32
2010-05-07,23,57.83
2010-05-14,22,59.61
2010-05-21,25,58.18
2010-05-28,21,58.11
2010-06-04,24,55.90
2010-06-11,35,58.21
2010-06-18,25,59.06
2010-06-25,33,57.23
2010-07-02,21,55.05
2010-07-09,18,57.06
2010-07-16,28,57.45
2010-07-23,28,60.88
2010-07-30,53,65.20
2010-08-06,40,66.89
2010-08-13,44,64.60
2010-08-20,42,66.16
2010-08-27,21,65.92
2010-09-03,37,67.56
2010-09-10,29,67.50
2010-09-17,29,68.45
2010-09-24,46,68.60
2010-10-01,55,69.64
2010-10-08,45,71.21
2010-10-15,45,72.24
2010-10-22,33,72.52
2010-10-29,50,70.48
2010-11-05,46,71.79
2010-11-12,23,71.20
2010-11-19,22,72.85
2010-11-26,24,74.11
2010-12-03,27,76.35
2010-12-10,34,78.12
2010-12-17,37,79.00
2010-12-24,40,
2010-12-31,36,80.19
2011-01-07,45,79.56
2011-01-14,35,78.88
2011-01-21,41,77.62
2011-01-28,29,76.03
2011-02-04,27,74.06
2011-02-11,27,75.07
2011-02-18,32,74.99
2011-02-25,19,72.55
2011-03-04,33,72.84
2011-03-11,36,72.75
2011-03-18,21,72.66
2011-03-25,29,72.52
2011-04-01,28,74.90
2011-04-08,27,74.28
2011-04-15,21,76.64
2011-04-22,23,
2011-04-29,48,80.18
2011-05-06,24,79.53
2011-05-13,26,79.77
2011-05-20,27,80.57
2011-05-27,25,79.92
2011-06-03,22,77.76
2011-06-10,23,75.83
2011-06-17,27,76.88
2011-06-24,32,76.09
2011-07-01,20,80.62
2011-07-08,27,81.48
2011-07-15,26,78.56
2011-07-22,27,80.43
2011-07-29,40,72.31
2011-08-05,48,68.13
2011-08-12,46,68.40
2011-08-19,38,63.67
2011-08-26,33,67.99
2011-09-02,33,66.99
2011-09-09,24,66.55
2011-09-16,40,70.32
2011-09-23,27,66.02
2011-09-30,34,68.47
2011-10-07,42,70.87
2011-10-14,39,73.50
2011-10-21,30,75.00
2011-10-28,43,70.40
2011-11-04,34,68.72
2011-11-11,27,68.76
2011-11-18,35,66.01
2011-11-25,26,63.63
2011-12-02,22,67.98
2011-12-09,36,68.44
2011-12-16,29,66.59
2011-12-23,29,70.02
2011-12-30,22,69.78
2012-01-06,42,67.98
2012-01-13,38,66.73
2012-01-20,27,67.66
2012-01-27,20,68.52
2012-02-03,38,64.42
2012-02-10,25,63.50
2012-02-17,28,66.11
2012-02-24,19,67.21
2012-03-02,26,66.22
2012-03-09,25,66.35
2012-03-16,17,65.67
2012-03-23,20,64.42
2012-03-30,26,65.49
2012-04-06,31,
2012-04-13,27,64.13
2012-04-20,31,66.52
2012-04-27,38,59.02
2012-05-04,31,60.62
2012-05-11,31,60.81
2012-05-18,31,58.88
2012-05-25,27,59.69
2012-06-01,19,56.89
2012-06-08,20,57.92
2012-06-15,17,58.56
2012-06-22,29,57.37
2012-06-29,27,58.53
2012-07-06,35,60.51
2012-07-13,28,60.30
2012-07-20,39,56.96
2012-07-27,42,53.35
2012-08-03,42,53.60
2012-08-10,29,54.23
2012-08-17,26,57.04
2012-08-24,24,57.16
2012-08-31,34,56.61
2012-09-07,29,57.45
2012-09-14,24,57.27
2012-09-21,29,57.62
2012-09-28,36,58.58
2012-10-05,40,60.31
2012-10-12,40,59.94
2012-10-19,30,60.72
2012-10-26,44,59.41
2012-11-02,39,61.48
2012-11-09,45,61.48
2012-11-16,36,59.16
2012-11-23,25,60.98
2012-11-30,35,61.74
2012-12-07,30,60.60
2012-12-14,33,61.52
2012-12-21,27,63.60
2012-12-28,16,62.15
2013-01-04,23,63.04
2013-01-11,30,64.54
2013-01-18,30,65.51
2013-01-25,25,67.19
2013-02-01,24,66.89
2013-02-08,32,59.72
2013-02-15,24,57.78
2013-02-22,21,57.97
2013-03-01,33,57.06
2013-03-08,35,57.00
2013-03-15,23,59.34
2013-03-22,19,58.10
2013-03-29,21,
2013-04-05,26,58.98
2013-04-12,23,59.00
2013-04-19,30,56.33
2013-04-26,32,58.44
2013-05-03,27,60.47
2013-05-10,37,57.00
2013-05-17,25,58.32
2013-05-24,23,58.70
2013-05-31,27,56.70
2013-06-07,20,57.16
2013-06-14,30,56.50
2013-06-21,22,54.79
2013-06-28,19,56.31
2013-07-05,18,57.40
2013-07-12,24,57.83
2013-07-19,23,60.60
2013-07-26,24,59.39
2013-08-02,26,59.71
2013-08-09,36,56.79
2013-08-16,21,56.13
2013-08-23,22,57.20
2013-08-30,21,56.87
2013-09-06,20,57.70
2013-09-13,27,59.13
2013-09-20,26,62.09
2013-09-27,26,60.45
2013-10-04,25,58.48
2013-10-11,21,58.90
2013-10-18,24,60.21
2013-10-25,30,60.76
2013-11-01,24,59.94
2013-11-08,22,59.66
2013-11-15,28,59.98
2013-11-22,26,58.68
2013-11-29,17,58.65
2013-12-06,27,57.89
2013-12-13,21,56.40
2013-12-20,22,56.54
2013-12-27,20,57.72
2014-01-03,15,57.28
2014-01-10,20,57.70
2014-01-17,15,59.13
2014-01-24,14,57.21
2014-01-31,26,58.54
2014-02-07,41,52.39
2014-02-14,27,54.64
2014-02-21,23,54.12
2014-02-28,23,51.86
2014-03-07,19,52.27
2014-03-14,19,51.14
2014-03-21,17,51.03
2014-03-28,21,50.89
2014-04-04,22,52.41
2014-04-11,25,54.87
2014-04-18,19,
2014-04-25,25,56.28
2014-05-02,42,
