Date,sell MET,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,34.97
2004-02-13,0,34.65
2004-02-20,0,34.88
2004-02-27,0,35.15
2004-03-05,0,35.41
2004-03-12,0,34.30
2004-03-19,0,35.06
2004-03-26,0,35.28
2004-04-02,0,36.27
2004-04-09,0,
2004-04-16,0,35.20
2004-04-23,0,34.55
2004-04-30,0,34.50
2004-05-07,0,33.44
2004-05-14,0,34.14
2004-05-21,0,33.99
2004-05-28,0,35.55
2004-06-04,0,35.73
2004-06-11,0,
2004-06-18,0,35.26
2004-06-25,0,35.52
2004-07-02,0,35.52
2004-07-09,0,34.66
2004-07-16,0,34.25
2004-07-23,0,33.97
2004-07-30,0,35.67
2004-08-06,0,35.66
2004-08-13,0,35.64
2004-08-20,0,36.69
2004-08-27,0,36.67
2004-09-03,0,37.43
2004-09-10,0,38.16
2004-09-17,0,37.60
2004-09-24,0,37.66
2004-10-01,0,39.38
2004-10-08,0,38.53
2004-10-15,0,34.99
2004-10-22,0,34.44
2004-10-29,0,38.35
2004-11-05,0,39.37
2004-11-12,0,38.40
2004-11-19,0,38.85
2004-11-26,0,39.38
2004-12-03,0,40.48
2004-12-10,0,40.33
2004-12-17,0,39.61
2004-12-24,0,
2004-12-31,0,40.51
2005-01-07,0,39.71
2005-01-14,0,40.07
2005-01-21,0,40.28
2005-01-28,0,39.94
2005-02-04,0,40.52
2005-02-11,0,39.94
2005-02-18,0,41.08
2005-02-25,0,41.28
2005-03-04,0,40.96
2005-03-11,0,40.40
2005-03-18,0,39.45
2005-03-25,0,
2005-04-01,0,38.86
2005-04-08,0,39.49
2005-04-15,0,38.47
2005-04-22,0,38.60
2005-04-29,0,38.90
2005-05-06,0,43.55
2005-05-13,0,42.14
2005-05-20,0,43.49
2005-05-27,0,44.70
2005-06-03,0,43.43
2005-06-10,0,43.85
2005-06-17,0,44.74
2005-06-24,0,44.59
2005-07-01,0,45.47
2005-07-08,0,46.15
2005-07-15,0,46.40
2005-07-22,0,46.39
2005-07-29,0,49.14
2005-08-05,0,47.98
2005-08-12,0,48.76
2005-08-19,0,48.22
2005-08-26,0,48.88
2005-09-02,0,48.97
2005-09-09,0,49.90
2005-09-16,0,50.20
2005-09-23,0,48.57
2005-09-30,0,49.83
2005-10-07,0,48.34
2005-10-14,0,46.93
2005-10-21,0,47.91
2005-10-28,0,49.00
2005-11-04,0,50.05
2005-11-11,0,50.38
2005-11-18,0,51.08
2005-11-25,0,50.92
2005-12-02,0,52.15
2005-12-09,0,50.71
2005-12-16,0,49.82
2005-12-23,0,49.62
2005-12-30,0,49.00
2006-01-06,0,50.97
2006-01-13,0,50.67
2006-01-20,0,48.14
2006-01-27,0,50.46
2006-02-03,0,48.92
2006-02-10,0,50.30
2006-02-17,0,50.18
2006-02-24,0,51.04
2006-03-03,0,49.45
2006-03-10,0,49.63
2006-03-17,0,50.71
2006-03-24,0,49.20
2006-03-31,0,48.37
2006-04-07,0,49.32
2006-04-14,0,
2006-04-21,0,49.95
2006-04-28,0,52.10
2006-05-05,0,52.62
2006-05-12,0,52.25
2006-05-19,0,51.50
2006-05-26,0,52.15
2006-06-02,0,52.62
2006-06-09,0,51.22
2006-06-16,0,50.09
2006-06-23,0,49.08
2006-06-30,0,51.21
2006-07-07,0,50.90
2006-07-14,0,50.04
2006-07-21,0,52.42
2006-07-28,0,52.65
2006-08-04,0,52.51
2006-08-11,0,52.62
2006-08-18,0,54.09
2006-08-25,0,54.23
2006-09-01,0,55.10
2006-09-08,0,55.02
2006-09-15,0,56.00
2006-09-22,0,56.57
2006-09-29,0,56.68
2006-10-06,0,57.36
2006-10-13,0,56.63
2006-10-20,0,58.46
2006-10-27,0,58.66
2006-11-03,0,56.98
2006-11-10,0,57.94
2006-11-17,0,58.98
2006-11-24,0,58.10
2006-12-01,0,58.06
2006-12-08,0,57.87
2006-12-15,0,58.73
2006-12-22,0,59.11
2006-12-29,0,59.01
2007-01-05,0,59.80
2007-01-12,0,61.73
2007-01-19,0,61.49
2007-01-26,0,61.47
2007-02-02,0,63.36
2007-02-09,0,63.32
2007-02-16,0,64.85
2007-02-23,0,65.26
2007-03-02,0,62.48
2007-03-09,0,62.66
2007-03-16,0,61.77
2007-03-23,0,63.60
2007-03-30,0,63.15
2007-04-06,0,
2007-04-13,0,63.29
2007-04-20,0,65.09
2007-04-27,0,65.55
2007-05-04,0,68.55
2007-05-11,0,68.75
2007-05-18,0,68.42
2007-05-25,0,67.71
2007-06-01,0,68.39
2007-06-08,0,66.01
2007-06-15,0,66.75
2007-06-22,0,63.76
2007-06-29,0,64.48
2007-07-06,0,64.88
2007-07-13,0,65.32
2007-07-20,0,63.72
2007-07-27,0,59.62
2007-08-03,0,60.99
2007-08-10,0,62.08
2007-08-17,0,64.64
2007-08-24,0,66.76
2007-08-31,0,64.05
2007-09-07,0,63.52
2007-09-14,0,64.66
2007-09-21,0,69.19
2007-09-28,0,69.73
2007-10-05,0,70.87
2007-10-12,0,70.12
2007-10-19,0,65.65
2007-10-26,0,69.67
2007-11-02,0,63.99
2007-11-09,0,64.28
2007-11-16,0,63.97
2007-11-23,0,61.77
2007-11-30,0,65.59
2007-12-07,0,65.17
2007-12-14,0,61.94
2007-12-21,0,62.13
2007-12-28,0,61.47
2008-01-04,0,58.93
2008-01-11,0,59.56
2008-01-18,0,57.43
2008-01-25,0,54.62
2008-02-01,0,60.30
2008-02-08,0,57.72
2008-02-15,0,58.25
2008-02-22,0,59.99
2008-02-29,0,58.26
2008-03-07,0,56.47
2008-03-14,0,56.49
2008-03-21,0,
2008-03-28,0,59.35
2008-04-04,0,61.76
2008-04-11,0,61.00
2008-04-18,0,61.66
2008-04-25,0,60.82
2008-05-02,0,62.17
2008-05-09,0,60.08
2008-05-16,100,61.77
2008-05-23,11,58.87
2008-05-30,0,60.03
2008-06-06,0,56.99
2008-06-13,0,59.79
2008-06-20,0,56.90
2008-06-27,0,53.80
2008-07-04,0,
2008-07-11,0,51.06
2008-07-18,0,51.57
2008-07-25,0,52.01
2008-08-01,0,50.79
2008-08-08,0,53.28
2008-08-15,0,54.07
2008-08-22,0,52.75
2008-08-29,0,54.20
2008-09-05,0,55.07
2008-09-12,0,56.50
2008-09-19,8,60.24
2008-09-26,0,53.81
2008-10-03,0,42.13
2008-10-10,0,30.25
2008-10-17,0,31.14
2008-10-24,0,29.80
2008-10-31,0,33.22
2008-11-07,0,34.34
2008-11-14,0,28.14
2008-11-21,0,18.48
2008-11-28,0,28.76
2008-12-05,0,30.76
2008-12-12,0,29.94
2008-12-19,0,37.41
2008-12-26,0,33.23
2009-01-02,0,35.97
2009-01-09,0,31.87
2009-01-16,0,28.44
2009-01-23,0,26.63
2009-01-30,0,28.73
2009-02-06,0,31.24
2009-02-13,0,26.80
2009-02-20,0,21.43
2009-02-27,0,18.46
2009-03-06,0,12.22
2009-03-13,0,17.74
2009-03-20,0,20.78
2009-03-27,0,24.49
2009-04-03,0,25.34
2009-04-10,0,
2009-04-17,0,28.22
2009-04-24,0,29.25
2009-05-01,0,27.45
2009-05-08,0,35.50
2009-05-15,0,29.39
2009-05-22,0,30.15
2009-05-29,0,31.50
2009-06-05,0,31.45
2009-06-12,0,31.08
2009-06-19,0,31.20
2009-06-26,0,29.85
2009-07-03,7,
2009-07-10,7,27.36
2009-07-17,7,30.45
2009-07-24,8,33.69
2009-07-31,9,33.95
2009-08-07,0,36.88
2009-08-14,0,36.40
2009-08-21,0,38.93
2009-08-28,0,38.08
2009-09-04,0,36.61
2009-09-11,0,38.83
2009-09-18,0,39.32
2009-09-25,0,36.92
2009-10-02,0,35.67
2009-10-09,0,38.25
2009-10-16,0,37.28
2009-10-23,0,36.95
2009-10-30,0,34.03
2009-11-06,0,33.52
2009-11-13,0,34.22
2009-11-20,0,33.90
2009-11-27,0,33.28
2009-12-04,0,35.33
2009-12-11,0,36.07
2009-12-18,6,35.42
2009-12-25,7,
2010-01-01,8,
2010-01-08,9,38.25
2010-01-15,6,37.85
2010-01-22,6,36.12
2010-01-29,6,35.32
2010-02-05,6,34.68
2010-02-12,8,34.64
2010-02-19,6,35.03
2010-02-26,6,36.39
2010-03-05,5,38.92
2010-03-12,0,42.11
2010-03-19,0,41.83
2010-03-26,0,42.26
2010-04-02,0,
2010-04-09,0,45.27
2010-04-16,0,45.37
2010-04-23,0,47.10
2010-04-30,0,45.58
2010-05-07,6,40.71
2010-05-14,5,41.32
2010-05-21,6,39.48
2010-05-28,7,40.49
2010-06-04,0,38.48
2010-06-11,0,41.10
2010-06-18,0,40.99
2010-06-25,0,41.01
2010-07-02,0,37.20
2010-07-09,0,40.10
2010-07-16,0,37.80
2010-07-23,5,39.54
2010-07-30,0,42.06
2010-08-06,0,41.42
2010-08-13,0,39.56
2010-08-20,0,37.28
2010-08-27,0,37.82
2010-09-03,7,41.46
2010-09-10,5,40.49
2010-09-17,0,40.16
2010-09-24,0,39.15
2010-10-01,0,38.94
2010-10-08,0,39.18
2010-10-15,0,39.22
2010-10-22,0,40.34
2010-10-29,4,40.33
2010-11-05,5,42.10
2010-11-12,5,39.64
2010-11-19,6,38.85
2010-11-26,6,37.74
2010-12-03,5,40.14
2010-12-10,6,43.97
2010-12-17,6,43.93
2010-12-24,5,
2010-12-31,5,44.44
2011-01-07,5,46.07
2011-01-14,6,46.62
2011-01-21,6,46.21
2011-01-28,5,45.50
2011-02-04,4,47.34
2011-02-11,4,48.23
2011-02-18,0,47.65
2011-02-25,0,46.78
2011-03-04,0,45.57
2011-03-11,0,45.85
2011-03-18,0,44.02
2011-03-25,0,45.05
2011-04-01,0,45.26
2011-04-08,4,44.53
2011-04-15,5,43.96
2011-04-22,6,
2011-04-29,4,46.79
2011-05-06,4,44.83
2011-05-13,4,44.41
2011-05-20,4,44.22
2011-05-27,4,43.76
2011-06-03,4,41.77
2011-06-10,4,40.91
2011-06-17,4,40.37
2011-06-24,4,40.99
2011-07-01,4,44.38
2011-07-08,4,43.52
2011-07-15,5,41.57
2011-07-22,4,41.74
2011-07-29,4,41.21
2011-08-05,5,36.35
2011-08-12,5,33.26
2011-08-19,7,31.13
2011-08-26,4,31.46
2011-09-02,4,30.77
2011-09-09,4,29.88
2011-09-16,4,33.04
2011-09-23,4,26.82
2011-09-30,4,28.01
2011-10-07,5,28.80
2011-10-14,5,32.17
2011-10-21,5,33.51
2011-10-28,4,36.82
2011-11-04,6,34.77
2011-11-11,7,33.07
2011-11-18,11,30.62
2011-11-25,10,27.91
2011-12-02,8,31.76
2011-12-09,10,31.79
2011-12-16,7,30.23
2011-12-23,9,31.10
2011-12-30,8,31.18
2012-01-06,12,32.90
2012-01-13,10,35.24
2012-01-20,9,36.35
2012-01-27,12,35.52
2012-02-03,8,37.63
2012-02-10,10,36.89
2012-02-17,9,38.86
2012-02-24,10,37.76
2012-03-02,11,38.46
2012-03-09,9,38.42
2012-03-16,11,38.38
2012-03-23,7,37.64
2012-03-30,6,37.35
2012-04-06,6,
2012-04-13,3,35.64
2012-04-20,3,34.96
2012-04-27,5,36.31
2012-05-04,3,34.24
2012-05-11,4,34.69
2012-05-18,4,30.21
2012-05-25,4,30.33
2012-06-01,4,27.83
2012-06-08,5,29.75
2012-06-15,6,29.96
2012-06-22,6,30.03
2012-06-29,7,30.85
2012-07-06,4,30.51
2012-07-13,4,30.89
2012-07-20,8,29.53
2012-07-27,5,30.44
2012-08-03,5,33.19
2012-08-10,4,34.97
2012-08-17,5,34.79
2012-08-24,5,34.65
2012-08-31,4,34.13
2012-09-07,4,35.28
2012-09-14,5,36.25
2012-09-21,5,34.87
2012-09-28,4,34.46
2012-10-05,6,35.16
2012-10-12,4,35.00
2012-10-19,3,35.93
2012-10-26,7,35.22
2012-11-02,5,34.70
2012-11-09,5,32.02
2012-11-16,3,31.56
2012-11-23,5,33.23
2012-11-30,3,33.19
2012-12-07,4,32.89
2012-12-14,4,31.84
2012-12-21,5,33.07
2012-12-28,5,32.27
2013-01-04,5,35.95
2013-01-11,7,36.34
2013-01-18,6,36.31
2013-01-25,8,37.65
2013-02-01,4,38.20
2013-02-08,3,36.90
2013-02-15,3,36.44
2013-02-22,4,35.78
2013-03-01,3,35.32
2013-03-08,6,39.03
2013-03-15,3,40.20
2013-03-22,4,38.40
2013-03-29,5,
2013-04-05,3,36.58
2013-04-12,4,36.80
2013-04-19,4,35.60
2013-04-26,4,38.53
2013-05-03,2,40.48
2013-05-10,6,41.16
2013-05-17,5,43.28
2013-05-24,3,42.04
2013-05-31,5,44.21
2013-06-07,3,45.06
2013-06-14,3,43.97
2013-06-21,4,45.04
2013-06-28,5,45.76
2013-07-05,5,47.52
2013-07-12,5,49.08
2013-07-19,5,48.64
2013-07-26,6,48.93
2013-08-02,2,50.80
2013-08-09,4,49.77
2013-08-16,5,48.28
2013-08-23,5,48.26
2013-08-30,4,46.19
2013-09-06,3,47.98
2013-09-13,4,48.83
2013-09-20,3,47.49
2013-09-27,3,47.21
2013-10-04,4,47.69
2013-10-11,5,48.74
2013-10-18,3,49.45
2013-10-25,5,48.63
2013-11-01,3,47.32
2013-11-08,3,50.14
2013-11-15,4,52.01
2013-11-22,4,52.65
2013-11-29,5,52.19
2013-12-06,5,51.67
2013-12-13,4,51.19
2013-12-20,3,53.12
2013-12-27,4,53.96
2014-01-03,4,53.81
2014-01-10,4,54.10
2014-01-17,4,52.96
2014-01-24,4,49.51
2014-01-31,5,49.05
2014-02-07,4,49.11
2014-02-14,5,50.39
2014-02-21,3,50.52
2014-02-28,3,50.67
2014-03-07,3,53.15
2014-03-14,5,51.71
2014-03-21,3,53.42
2014-03-28,3,52.56
2014-04-04,5,52.84
2014-04-11,3,49.19
2014-04-18,3,
2014-04-25,4,51.09
2014-05-02,5,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
