Date,buy PEG,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,45.32
2004-02-13,0,45.65
2004-02-20,0,45.91
2004-02-27,0,47.14
2004-03-05,0,46.56
2004-03-12,0,45.10
2004-03-19,0,46.58
2004-03-26,0,46.51
2004-04-02,0,47.20
2004-04-09,0,
2004-04-16,0,45.44
2004-04-23,0,44.87
2004-04-30,0,42.90
2004-05-07,0,40.56
2004-05-14,0,40.86
2004-05-21,0,40.27
2004-05-28,0,42.16
2004-06-04,0,40.95
2004-06-11,0,
2004-06-18,0,40.55
2004-06-25,0,40.23
2004-07-02,0,39.65
2004-07-09,0,39.17
2004-07-16,0,39.47
2004-07-23,0,40.03
2004-07-30,0,39.00
2004-08-06,0,40.62
2004-08-13,0,40.26
2004-08-20,0,41.12
2004-08-27,0,41.48
2004-09-03,0,42.04
2004-09-10,0,41.15
2004-09-17,0,41.62
2004-09-24,0,41.85
2004-10-01,0,42.88
2004-10-08,0,42.42
2004-10-15,0,41.69
2004-10-22,0,41.04
2004-10-29,0,42.59
2004-11-05,0,44.21
2004-11-12,0,45.08
2004-11-19,0,43.69
2004-11-26,0,44.89
2004-12-03,0,43.32
2004-12-10,0,43.17
2004-12-17,0,47.27
2004-12-24,0,
2004-12-31,0,51.77
2005-01-07,0,49.67
2005-01-14,0,50.81
2005-01-21,0,50.29
2005-01-28,0,52.20
2005-02-04,0,54.20
2005-02-11,0,54.10
2005-02-18,0,53.15
2005-02-25,0,54.34
2005-03-04,0,56.09
2005-03-11,0,54.35
2005-03-18,0,54.29
2005-03-25,0,
2005-04-01,0,54.43
2005-04-08,0,53.88
2005-04-15,0,53.70
2005-04-22,0,54.94
2005-04-29,0,58.10
2005-05-06,0,57.37
2005-05-13,0,53.60
2005-05-20,0,55.69
2005-05-27,0,55.48
2005-06-03,0,57.10
2005-06-10,0,57.05
2005-06-17,0,57.38
2005-06-24,0,59.63
2005-07-01,0,61.32
2005-07-08,0,61.45
2005-07-15,0,62.40
2005-07-22,0,62.09
2005-07-29,0,64.30
2005-08-05,0,62.18
2005-08-12,0,61.28
2005-08-19,0,61.60
2005-08-26,0,62.31
2005-09-02,0,64.88
2005-09-09,0,66.26
2005-09-16,0,67.70
2005-09-23,0,63.73
2005-09-30,0,64.36
2005-10-07,0,62.30
2005-10-14,0,58.12
2005-10-21,0,61.16
2005-10-28,0,63.15
2005-11-04,0,63.53
2005-11-11,0,61.13
2005-11-18,0,61.92
2005-11-25,0,62.80
2005-12-02,0,63.53
2005-12-09,0,65.30
2005-12-16,0,66.50
2005-12-23,0,66.63
2005-12-30,0,64.97
2006-01-06,0,67.61
2006-01-13,0,68.17
2006-01-20,0,70.47
2006-01-27,0,69.91
2006-02-03,0,67.75
2006-02-10,0,68.17
2006-02-17,0,68.14
2006-02-24,0,69.40
2006-03-03,0,69.53
2006-03-10,0,67.47
2006-03-17,0,67.88
2006-03-24,0,66.31
2006-03-31,0,64.04
2006-04-07,0,62.53
2006-04-14,0,
2006-04-21,0,63.24
2006-04-28,0,62.70
2006-05-05,0,65.31
2006-05-12,0,62.66
2006-05-19,0,61.50
2006-05-26,0,63.73
2006-06-02,0,67.03
2006-06-09,0,66.11
2006-06-16,0,65.34
2006-06-23,0,66.62
2006-06-30,0,66.12
2006-07-07,0,66.64
2006-07-14,0,67.31
2006-07-21,0,68.87
2006-07-28,0,69.05
2006-08-04,0,65.00
2006-08-11,0,67.99
2006-08-18,0,71.31
2006-08-25,0,71.46
2006-09-01,0,68.65
2006-09-08,0,67.46
2006-09-15,0,62.00
2006-09-22,0,60.95
2006-09-29,0,61.19
2006-10-06,0,59.68
2006-10-13,0,60.70
2006-10-20,0,61.09
2006-10-27,0,60.85
2006-11-03,0,61.30
2006-11-10,0,63.44
2006-11-17,0,65.25
2006-11-24,0,65.39
2006-12-01,0,67.20
2006-12-08,0,66.12
2006-12-15,0,67.30
2006-12-22,0,66.42
2006-12-29,0,66.38
2007-01-05,0,64.96
2007-01-12,0,65.46
2007-01-19,0,66.00
2007-01-26,0,67.40
2007-02-02,0,68.13
2007-02-09,0,71.09
2007-02-16,0,73.69
2007-02-23,0,75.15
2007-03-02,0,73.87
2007-03-09,0,75.00
2007-03-16,0,77.56
2007-03-23,0,81.34
2007-03-30,0,83.04
2007-04-06,0,
2007-04-13,0,86.76
2007-04-20,0,88.98
2007-04-27,0,87.43
2007-05-04,0,89.75
2007-05-11,0,89.97
2007-05-18,0,92.17
2007-05-25,0,86.39
2007-06-01,0,88.81
2007-06-08,0,83.29
2007-06-15,0,88.83
2007-06-22,0,84.59
2007-06-29,0,87.78
2007-07-06,0,90.38
2007-07-13,0,92.50
2007-07-20,0,90.41
2007-07-27,0,81.42
2007-08-03,0,82.39
2007-08-10,0,82.59
2007-08-17,0,84.00
2007-08-24,0,87.65
2007-08-31,0,84.99
2007-09-07,0,83.31
2007-09-14,0,85.93
2007-09-21,0,89.03
2007-09-28,0,87.99
2007-10-05,0,89.69
2007-10-12,0,91.03
2007-10-19,0,88.38
2007-10-26,0,92.80
2007-11-02,0,94.40
2007-11-09,0,92.72
2007-11-16,0,92.36
2007-11-23,0,92.20
2007-11-30,0,95.74
2007-12-07,0,99.09
2007-12-14,0,96.41
2007-12-21,0,97.28
2007-12-28,0,98.13
2008-01-04,0,97.91
2008-01-11,0,99.85
2008-01-18,91,94.44
2008-01-25,94,90.87
2008-02-01,97,95.85
2008-02-08,100,45.65
2008-02-15,91,46.84
2008-02-22,89,45.97
2008-02-29,88,44.10
2008-03-07,88,44.94
2008-03-14,88,44.15
2008-03-21,88,
2008-03-28,88,39.61
2008-04-04,79,42.00
2008-04-11,79,42.15
2008-04-18,79,44.18
2008-04-25,0,43.75
2008-05-02,0,44.84
2008-05-09,0,42.23
2008-05-16,0,42.50
2008-05-23,0,43.14
2008-05-30,0,44.26
2008-06-06,0,44.40
2008-06-13,0,46.61
2008-06-20,0,45.78
2008-06-27,0,44.58
2008-07-04,0,
2008-07-11,0,44.71
2008-07-18,0,42.45
2008-07-25,73,41.32
2008-08-01,0,40.28
2008-08-08,0,40.44
2008-08-15,0,39.15
2008-08-22,0,40.50
2008-08-29,0,40.77
2008-09-05,0,37.33
2008-09-12,84,37.52
2008-09-19,0,35.64
2008-09-26,0,34.76
2008-10-03,0,32.57
2008-10-10,0,24.99
2008-10-17,0,27.06
2008-10-24,61,27.64
2008-10-31,59,28.15
2008-11-07,59,27.52
2008-11-14,59,28.60
2008-11-21,59,29.64
2008-11-28,0,30.90
2008-12-05,0,28.54
2008-12-12,0,29.42
2008-12-19,0,28.71
2008-12-26,0,28.36
2009-01-02,0,30.05
2009-01-09,58,30.56
2009-01-16,85,30.97
2009-01-23,0,31.01
2009-01-30,0,31.57
2009-02-06,0,32.68
2009-02-13,0,30.97
2009-02-20,0,28.52
2009-02-27,0,27.29
2009-03-06,0,24.57
2009-03-13,70,24.85
2009-03-20,74,27.62
2009-03-27,79,29.00
2009-04-03,59,31.02
2009-04-10,57,
2009-04-17,82,29.54
2009-04-24,53,28.09
2009-05-01,56,31.15
2009-05-08,59,31.99
2009-05-15,63,31.69
2009-05-22,52,31.62
2009-05-29,57,31.87
2009-06-05,62,32.39
2009-06-12,67,32.54
2009-06-19,67,31.94
2009-06-26,68,32.23
2009-07-03,68,
2009-07-10,69,30.99
2009-07-17,58,32.11
2009-07-24,69,33.86
2009-07-31,59,32.45
2009-08-07,59,31.67
2009-08-14,59,32.12
2009-08-21,63,32.87
2009-08-28,86,32.12
2009-09-04,64,30.54
2009-09-11,65,30.88
2009-09-18,65,31.99
2009-09-25,66,31.29
2009-10-02,66,30.35
2009-10-09,61,31.35
2009-10-16,61,31.14
2009-10-23,53,30.31
2009-10-30,53,29.80
2009-11-06,53,30.58
2009-11-13,53,31.37
2009-11-20,46,31.05
2009-11-27,46,30.90
2009-12-04,44,32.19
2009-12-11,58,33.43
2009-12-18,45,33.41
2009-12-25,53,
2010-01-01,60,
2010-01-08,68,32.88
2010-01-15,76,32.62
2010-01-22,71,31.24
2010-01-29,90,30.59
2010-02-05,54,29.52
2010-02-12,66,30.17
2010-02-19,50,31.18
2010-02-26,64,29.72
2010-03-05,53,31.20
2010-03-12,73,30.57
2010-03-19,49,30.92
2010-03-26,61,29.11
2010-04-02,47,
2010-04-09,47,30.69
2010-04-16,65,30.25
2010-04-23,85,31.55
2010-04-30,62,32.13
2010-05-07,62,30.70
2010-05-14,50,31.81
2010-05-21,50,30.26
2010-05-28,67,30.63
2010-06-04,59,30.67
2010-06-11,62,32.11
2010-06-18,64,33.62
2010-06-25,84,32.40
2010-07-02,52,31.38
2010-07-09,52,33.34
2010-07-16,48,32.97
2010-07-23,68,33.77
2010-07-30,39,32.90
2010-08-06,64,32.74
2010-08-13,56,31.71
2010-08-20,56,31.73
2010-08-27,38,32.07
2010-09-03,67,32.93
2010-09-10,56,31.92
2010-09-17,58,31.86
2010-09-24,98,32.87
2010-10-01,39,33.08
2010-10-08,50,33.51
2010-10-15,71,33.25
2010-10-22,62,33.25
2010-10-29,34,32.34
2010-11-05,65,33.02
2010-11-12,61,31.66
2010-11-19,41,30.76
2010-11-26,54,30.63
2010-12-03,49,31.74
2010-12-10,54,31.12
2010-12-17,47,31.64
2010-12-24,45,
2010-12-31,37,31.81
2011-01-07,37,31.59
2011-01-14,57,31.62
2011-01-21,44,32.46
2011-01-28,60,32.43
2011-02-04,48,32.22
2011-02-11,96,32.87
2011-02-18,43,31.74
2011-02-25,61,32.42
2011-03-04,61,31.61
2011-03-11,34,32.38
2011-03-18,52,30.43
2011-03-25,54,31.09
2011-04-01,74,31.50
2011-04-08,34,31.22
2011-04-15,52,31.20
2011-04-22,68,
2011-04-29,57,32.17
2011-05-06,61,32.30
2011-05-13,67,33.45
2011-05-20,55,34.11
2011-05-27,92,33.34
2011-06-03,47,32.48
2011-06-10,63,31.75
2011-06-17,36,31.56
2011-06-24,55,31.08
2011-07-01,61,32.93
2011-07-08,46,32.54
2011-07-15,46,31.84
2011-07-22,58,32.81
2011-07-29,73,32.75
2011-08-05,36,30.33
2011-08-12,60,31.07
2011-08-19,42,31.62
2011-08-26,52,33.00
2011-09-02,49,33.08
2011-09-09,41,32.28
2011-09-16,39,34.47
2011-09-23,47,33.61
2011-09-30,38,33.37
2011-10-07,49,32.32
2011-10-14,29,33.06
2011-10-21,60,34.17
2011-10-28,30,33.99
2011-11-04,37,33.88
2011-11-11,59,34.03
2011-11-18,45,32.69
2011-11-25,58,31.21
2011-12-02,34,32.31
2011-12-09,59,31.71
2011-12-16,70,31.29
2011-12-23,38,32.54
2011-12-30,49,33.01
2012-01-06,62,31.87
2012-01-13,64,30.90
2012-01-20,39,30.20
2012-01-27,54,30.33
2012-02-03,36,30.27
2012-02-10,58,30.51
2012-02-17,60,31.33
2012-02-24,48,30.43
2012-03-02,32,31.03
2012-03-09,34,30.29
2012-03-16,36,30.12
2012-03-23,55,29.67
2012-03-30,58,30.61
2012-04-06,42,
2012-04-13,45,29.69
2012-04-20,33,30.41
2012-04-27,67,31.19
2012-05-04,32,31.64
2012-05-11,40,32.02
2012-05-18,59,31.68
2012-05-25,34,30.47
2012-06-01,24,31.20
2012-06-08,45,31.93
2012-06-15,51,32.33
2012-06-22,52,31.65
2012-06-29,50,32.50
2012-07-06,58,32.19
2012-07-13,57,32.71
2012-07-20,64,32.84
2012-07-27,65,33.75
2012-08-03,51,32.64
2012-08-10,53,32.80
2012-08-17,61,32.67
2012-08-24,66,32.13
2012-08-31,60,31.66
2012-09-07,54,31.66
2012-09-14,59,31.86
2012-09-21,43,31.70
2012-09-28,61,32.18
2012-10-05,65,32.33
2012-10-12,50,32.49
2012-10-19,49,32.71
2012-10-26,63,31.74
2012-11-02,62,31.08
2012-11-09,47,29.90
2012-11-16,40,29.45
2012-11-23,62,29.24
2012-11-30,56,30.09
2012-12-07,46,30.06
2012-12-14,40,30.06
2012-12-21,45,30.74
2012-12-28,34,29.94
2013-01-04,34,31.06
2013-01-11,56,30.12
2013-01-18,29,29.83
2013-01-25,28,30.53
2013-02-01,43,31.17
2013-02-08,37,31.43
2013-02-15,51,31.09
2013-02-22,34,32.16
2013-03-01,38,32.85
2013-03-08,36,32.69
2013-03-15,61,33.28
2013-03-22,57,33.41
2013-03-29,37,
2013-04-05,62,34.51
2013-04-12,46,35.06
2013-04-19,52,35.90
2013-04-26,51,36.12
2013-05-03,48,36.29
2013-05-10,46,34.81
2013-05-17,55,35.07
2013-05-24,34,33.89
2013-05-31,69,33.04
2013-06-07,44,32.68
2013-06-14,35,32.63
2013-06-21,40,31.67
2013-06-28,46,32.66
2013-07-05,39,31.66
2013-07-12,39,33.16
2013-07-19,62,34.22
2013-07-26,80,34.32
2013-08-02,46,34.53
2013-08-09,64,33.92
2013-08-16,55,32.58
2013-08-23,48,32.76
2013-08-30,42,32.42
2013-09-06,48,32.16
2013-09-13,42,32.33
2013-09-20,45,33.25
2013-09-27,51,33.02
2013-10-04,49,32.92
2013-10-11,54,33.91
2013-10-18,40,33.91
2013-10-25,44,34.32
2013-11-01,50,33.82
2013-11-08,63,33.51
2013-11-15,48,34.08
2013-11-22,35,33.61
2013-11-29,39,32.69
2013-12-06,40,32.56
2013-12-13,37,31.86
2013-12-20,60,31.75
2013-12-27,47,31.92
2014-01-03,44,31.43
2014-01-10,33,31.88
2014-01-17,41,31.78
2014-01-24,51,33.02
2014-01-31,33,33.34
2014-02-07,33,33.95
2014-02-14,37,34.70
2014-02-21,28,36.58
2014-02-28,41,36.66
2014-03-07,52,35.44
2014-03-14,60,36.65
2014-03-21,50,36.90
2014-03-28,38,37.37
2014-04-04,48,38.47
2014-04-11,55,38.81
2014-04-18,44,
2014-04-25,60,40.24
2014-05-02,49,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
