Date,buy BLK,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,60.02
2004-02-13,0,58.74
2004-02-20,0,59.26
2004-02-27,0,59.50
2004-03-05,0,61.50
2004-03-12,0,60.26
2004-03-19,0,60.90
2004-03-26,0,60.00
2004-04-02,0,65.00
2004-04-09,0,
2004-04-16,0,63.50
2004-04-23,0,61.25
2004-04-30,0,62.20
2004-05-07,0,59.88
2004-05-14,0,58.63
2004-05-21,0,59.16
2004-05-28,0,63.10
2004-06-04,0,64.55
2004-06-11,0,
2004-06-18,0,62.25
2004-06-25,0,62.50
2004-07-02,0,65.13
2004-07-09,0,64.89
2004-07-16,0,63.49
2004-07-23,0,62.51
2004-07-30,0,61.95
2004-08-06,0,61.54
2004-08-13,0,61.56
2004-08-20,0,63.88
2004-08-27,0,71.31
2004-09-03,0,74.89
2004-09-10,0,73.60
2004-09-17,0,74.55
2004-09-24,0,73.46
2004-10-01,0,74.34
2004-10-08,0,71.80
2004-10-15,0,69.79
2004-10-22,0,70.94
2004-10-29,0,73.50
2004-11-05,0,74.46
2004-11-12,0,76.40
2004-11-19,0,73.90
2004-11-26,0,76.31
2004-12-03,0,76.35
2004-12-10,0,76.95
2004-12-17,0,77.00
2004-12-24,0,
2004-12-31,0,77.26
2005-01-07,0,78.34
2005-01-14,0,80.91
2005-01-21,0,79.31
2005-01-28,0,79.05
2005-02-04,0,80.40
2005-02-11,0,81.00
2005-02-18,0,80.53
2005-02-25,0,78.17
2005-03-04,0,80.55
2005-03-11,0,79.96
2005-03-18,0,79.64
2005-03-25,0,
2005-04-01,0,75.63
2005-04-08,0,73.43
2005-04-15,0,70.00
2005-04-22,0,75.25
2005-04-29,0,74.96
2005-05-06,0,74.77
2005-05-13,0,75.71
2005-05-20,0,78.21
2005-05-27,0,78.10
2005-06-03,0,77.38
2005-06-10,0,77.48
2005-06-17,0,78.07
2005-06-24,0,76.25
2005-07-01,0,81.20
2005-07-08,0,82.15
2005-07-15,0,83.75
2005-07-22,0,82.30
2005-07-29,0,85.00
2005-08-05,0,82.46
2005-08-12,0,84.41
2005-08-19,0,85.46
2005-08-26,0,84.15
2005-09-02,0,83.03
2005-09-09,0,83.93
2005-09-16,0,84.25
2005-09-23,0,85.62
2005-09-30,0,88.62
2005-10-07,0,88.20
2005-10-14,0,84.80
2005-10-21,0,89.90
2005-10-28,0,93.22
2005-11-04,0,96.52
2005-11-11,0,101.59
2005-11-18,0,104.67
2005-11-25,0,111.00
2005-12-02,0,110.04
2005-12-09,0,109.25
2005-12-16,0,112.69
2005-12-23,0,108.78
2005-12-30,0,108.48
2006-01-06,0,110.42
2006-01-13,0,112.65
2006-01-20,0,127.00
2006-01-27,0,133.12
2006-02-03,0,129.66
2006-02-10,0,131.51
2006-02-17,0,146.58
2006-02-24,0,143.50
2006-03-03,0,141.35
2006-03-10,0,132.25
2006-03-17,0,140.46
2006-03-24,0,139.45
2006-03-31,0,140.00
2006-04-07,0,147.56
2006-04-14,0,
2006-04-21,0,150.80
2006-04-28,0,151.54
2006-05-05,0,150.75
2006-05-12,0,139.89
2006-05-19,0,132.45
2006-05-26,0,137.30
2006-06-02,0,136.05
2006-06-09,0,132.71
2006-06-16,0,127.96
2006-06-23,0,132.05
2006-06-30,0,139.17
2006-07-07,0,138.84
2006-07-14,0,132.98
2006-07-21,0,126.22
2006-07-28,0,129.99
2006-08-04,0,127.15
2006-08-11,0,125.36
2006-08-18,0,133.05
2006-08-25,0,128.40
2006-09-01,0,133.18
2006-09-08,0,133.01
2006-09-15,0,148.00
2006-09-22,0,144.40
2006-09-29,0,149.00
2006-10-06,0,149.02
2006-10-13,0,149.50
2006-10-20,0,145.61
2006-10-27,0,149.50
2006-11-03,0,145.35
2006-11-10,0,141.76
2006-11-17,0,147.17
2006-11-24,0,149.75
2006-12-01,0,142.30
2006-12-08,0,147.15
2006-12-15,0,145.86
2006-12-22,0,149.55
2006-12-29,0,151.90
2007-01-05,0,156.75
2007-01-12,0,172.50
2007-01-19,0,169.68
2007-01-26,0,169.17
2007-02-02,0,169.08
2007-02-09,0,173.68
2007-02-16,0,173.54
2007-02-23,0,174.35
2007-03-02,0,155.70
2007-03-09,0,158.62
2007-03-16,0,156.07
2007-03-23,0,160.36
2007-03-30,0,156.31
2007-04-06,0,
2007-04-13,0,157.86
2007-04-20,0,154.84
2007-04-27,0,151.49
2007-05-04,0,148.92
2007-05-11,0,149.09
2007-05-18,0,148.20
2007-05-25,0,144.98
2007-06-01,0,154.30
2007-06-08,0,152.02
2007-06-15,0,157.90
2007-06-22,0,155.51
2007-06-29,0,156.59
2007-07-06,0,165.65
2007-07-13,0,168.85
2007-07-20,0,171.51
2007-07-27,0,163.45
2007-08-03,0,151.00
2007-08-10,0,158.00
2007-08-17,0,161.25
2007-08-24,0,158.66
2007-08-31,0,155.10
2007-09-07,0,152.59
2007-09-14,0,158.21
2007-09-21,0,170.08
2007-09-28,0,173.41
2007-10-05,0,179.32
2007-10-12,0,184.00
2007-10-19,0,186.72
2007-10-26,0,198.43
2007-11-02,0,199.30
2007-11-09,0,191.20
2007-11-16,0,192.24
2007-11-23,0,190.60
2007-11-30,0,198.37
2007-12-07,0,213.16
2007-12-14,0,208.95
2007-12-21,0,216.15
2007-12-28,0,219.35
2008-01-04,0,210.98
2008-01-11,0,204.06
2008-01-18,0,201.50
2008-01-25,0,208.05
2008-02-01,0,220.55
2008-02-08,0,204.90
2008-02-15,0,195.78
2008-02-22,0,185.58
2008-02-29,0,193.25
2008-03-07,0,183.56
2008-03-14,0,178.99
2008-03-21,0,
2008-03-28,0,199.40
2008-04-04,0,219.98
2008-04-11,0,207.50
2008-04-18,0,204.35
2008-04-25,0,203.34
2008-05-02,0,216.25
2008-05-09,0,212.00
2008-05-16,0,216.40
2008-05-23,0,208.51
2008-05-30,0,224.99
2008-06-06,0,213.51
2008-06-13,0,210.25
2008-06-20,0,197.00
2008-06-27,0,177.60
2008-07-04,0,
2008-07-11,0,174.71
2008-07-18,0,218.00
2008-07-25,0,218.30
2008-08-01,0,219.32
2008-08-08,0,222.58
2008-08-15,0,216.70
2008-08-22,0,213.30
2008-08-29,0,217.25
2008-09-05,0,211.55
2008-09-12,0,203.00
2008-09-19,0,210.00
2008-09-26,0,201.01
2008-10-03,0,182.50
2008-10-10,0,159.00
2008-10-17,0,148.72
2008-10-24,0,116.50
2008-10-31,0,131.34
2008-11-07,0,125.59
2008-11-14,0,110.12
2008-11-21,0,108.90
2008-11-28,0,125.71
2008-12-05,0,128.31
2008-12-12,0,120.16
2008-12-19,0,136.41
2008-12-26,0,126.40
2009-01-02,0,139.12
2009-01-09,0,127.30
2009-01-16,0,117.16
2009-01-23,0,111.85
2009-01-30,0,108.80
2009-02-06,0,122.49
2009-02-13,0,111.61
2009-02-20,0,103.07
2009-02-27,0,96.81
2009-03-06,0,92.40
2009-03-13,0,108.00
2009-03-20,0,113.96
2009-03-27,0,127.49
2009-04-03,0,138.00
2009-04-10,0,
2009-04-17,0,135.92
2009-04-24,0,151.16
2009-05-01,0,148.42
2009-05-08,0,148.35
2009-05-15,0,140.81
2009-05-22,0,147.72
2009-05-29,0,159.50
2009-06-05,0,163.74
2009-06-12,0,176.56
2009-06-19,0,174.96
2009-06-26,0,177.88
2009-07-03,0,
2009-07-10,0,166.16
2009-07-17,0,179.79
2009-07-24,0,192.18
2009-07-31,0,190.54
2009-08-07,0,202.46
2009-08-14,0,197.77
2009-08-21,0,207.50
2009-08-28,0,201.55
2009-09-04,0,195.45
2009-09-11,0,201.77
2009-09-18,0,207.19
2009-09-25,0,203.75
2009-10-02,0,206.93
2009-10-09,0,216.55
2009-10-16,0,225.55
2009-10-23,0,231.20
2009-10-30,0,216.49
2009-11-06,0,227.51
2009-11-13,0,233.10
2009-11-20,0,225.66
2009-11-27,0,221.19
2009-12-04,0,223.49
2009-12-11,0,226.01
2009-12-18,0,238.81
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,238.92
2010-01-15,0,238.09
2010-01-22,0,225.00
2010-01-29,0,213.82
2010-02-05,0,208.79
2010-02-12,0,207.16
2010-02-19,0,215.51
2010-02-26,0,218.80
2010-03-05,0,219.83
2010-03-12,0,210.00
2010-03-19,0,224.35
2010-03-26,0,219.27
2010-04-02,0,
2010-04-09,0,206.11
2010-04-16,0,200.75
2010-04-23,0,211.02
2010-04-30,0,184.00
2010-05-07,0,172.12
2010-05-14,0,169.72
2010-05-21,0,166.47
2010-05-28,0,167.88
2010-06-04,0,159.49
2010-06-11,0,159.14
2010-06-18,0,158.77
2010-06-25,0,152.34
2010-07-02,0,142.79
2010-07-09,0,154.97
2010-07-16,0,149.14
2010-07-23,0,154.49
2010-07-30,0,157.49
2010-08-06,0,157.16
2010-08-13,0,151.58
2010-08-20,0,145.40
2010-08-27,0,141.15
2010-09-03,0,151.55
2010-09-10,0,151.16
2010-09-17,0,165.05
2010-09-24,0,167.23
2010-10-01,0,171.34
2010-10-08,0,174.50
2010-10-15,0,175.74
2010-10-22,0,167.56
2010-10-29,0,170.99
2010-11-05,0,173.15
2010-11-12,0,173.07
2010-11-19,0,168.98
2010-11-26,0,164.60
2010-12-03,0,172.35
2010-12-10,0,183.05
2010-12-17,0,187.20
2010-12-24,0,
2010-12-31,0,190.58
2011-01-07,0,188.36
2011-01-14,0,199.06
2011-01-21,0,193.07
2011-01-28,0,194.28
2011-02-04,0,194.35
2011-02-11,0,203.42
2011-02-18,0,206.67
2011-02-25,0,203.92
2011-03-04,0,201.89
2011-03-11,0,189.98
2011-03-18,0,184.55
2011-03-25,0,188.24
2011-04-01,0,202.43
2011-04-08,0,196.10
2011-04-15,0,193.24
2011-04-22,0,
2011-04-29,0,195.94
2011-05-06,0,195.74
2011-05-13,0,194.24
2011-05-20,0,197.51
2011-05-27,0,200.67
2011-06-03,0,193.63
2011-06-10,0,185.82
2011-06-17,0,187.34
2011-06-24,17,184.39
2011-07-01,0,196.42
2011-07-08,0,195.45
2011-07-15,0,184.54
2011-07-22,0,187.92
2011-07-29,0,178.46
2011-08-05,0,161.58
2011-08-12,0,161.07
2011-08-19,0,151.33
2011-08-26,0,160.99
2011-09-02,0,156.04
2011-09-09,0,151.07
2011-09-16,0,160.88
2011-09-23,0,147.63
2011-09-30,0,148.01
2011-10-07,29,147.78
2011-10-14,0,155.91
2011-10-21,0,154.32
2011-10-28,0,169.78
2011-11-04,0,157.60
2011-11-11,0,164.33
2011-11-18,0,159.26
2011-11-25,50,151.27
2011-12-02,34,169.02
2011-12-09,20,172.68
2011-12-16,20,170.33
2011-12-23,20,178.41
2011-12-30,20,178.24
2012-01-06,18,179.13
2012-01-13,14,186.57
2012-01-20,14,182.82
2012-01-27,14,187.49
2012-02-03,14,188.64
2012-02-10,14,190.00
2012-02-17,15,196.19
2012-02-24,16,196.00
2012-03-02,17,198.25
2012-03-09,0,196.91
2012-03-16,0,205.60
2012-03-23,0,201.11
2012-03-30,0,204.90
2012-04-06,0,
2012-04-13,0,197.81
2012-04-20,0,190.40
2012-04-27,31,192.50
2012-05-04,27,183.17
2012-05-11,13,179.77
2012-05-18,13,171.91
2012-05-25,15,171.36
2012-06-01,19,166.57
2012-06-08,24,173.91
2012-06-15,16,176.73
2012-06-22,16,172.00
2012-06-29,15,169.82
2012-07-06,15,171.28
2012-07-13,16,175.78
2012-07-20,100,173.31
2012-07-27,48,170.67
2012-08-03,22,173.19
2012-08-10,30,174.41
2012-08-17,29,178.79
2012-08-24,22,178.27
2012-08-31,22,176.37
2012-09-07,26,182.02
2012-09-14,22,183.00
2012-09-21,24,183.00
2012-09-28,25,178.30
2012-10-05,13,187.39
2012-10-12,15,184.31
2012-10-19,16,188.94
2012-10-26,18,186.99
2012-11-02,16,189.52
2012-11-09,16,186.83
2012-11-16,12,186.99
2012-11-23,22,195.54
2012-11-30,15,197.04
2012-12-07,15,194.76
2012-12-14,17,201.53
2012-12-21,19,206.75
2012-12-28,16,204.51
2013-01-04,15,218.03
2013-01-11,16,221.01
2013-01-18,21,233.93
2013-01-25,14,236.42
2013-02-01,15,236.89
2013-02-08,13,238.16
2013-02-15,13,242.95
2013-02-22,13,240.87
2013-03-01,17,236.83
2013-03-08,21,248.27
2013-03-15,15,256.74
2013-03-22,15,253.13
2013-03-29,14,
2013-04-05,13,245.79
2013-04-12,17,263.13
2013-04-19,13,250.16
2013-04-26,13,263.77
2013-05-03,14,271.34
2013-05-10,14,276.67
2013-05-17,14,290.95
2013-05-24,13,283.35
2013-05-31,12,279.20
2013-06-07,21,280.23
2013-06-14,14,269.73
2013-06-21,19,248.67
2013-06-28,24,256.85
2013-07-05,18,257.26
2013-07-12,15,269.74
2013-07-19,16,280.72
2013-07-26,13,286.38
2013-08-02,15,286.62
2013-08-09,21,280.57
2013-08-16,18,270.15
2013-08-23,13,268.80
2013-08-30,22,260.32
2013-09-06,17,261.23
2013-09-13,15,264.63
2013-09-20,15,278.30
2013-09-27,10,270.95
2013-10-04,27,272.01
2013-10-11,14,280.49
2013-10-18,15,301.66
2013-10-25,15,307.61
2013-11-01,15,303.65
2013-11-08,19,301.59
2013-11-15,22,303.19
2013-11-22,14,303.76
2013-11-29,21,302.75
2013-12-06,12,301.83
2013-12-13,10,297.80
2013-12-20,14,314.34
2013-12-27,17,316.38
2014-01-03,19,314.17
2014-01-10,15,314.94
2014-01-17,15,316.72
2014-01-24,13,303.11
2014-01-31,14,300.47
2014-02-07,14,299.87
2014-02-14,15,303.03
2014-02-21,15,299.00
2014-02-28,11,304.84
2014-03-07,10,310.79
2014-03-14,10,295.71
2014-03-21,16,301.86
2014-03-28,15,310.89
2014-04-04,10,308.92
2014-04-11,11,293.71
2014-04-18,10,
2014-04-25,10,300.45
2014-05-02,0,
