Date,Actavis plc,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,47.87
2004-02-13,0,49.11
2004-02-20,0,46.95
2004-02-27,0,45.92
2004-03-05,0,46.93
2004-03-12,0,44.85
2004-03-19,0,44.50
2004-03-26,0,43.80
2004-04-02,0,42.76
2004-04-09,0,
2004-04-16,0,43.02
2004-04-23,0,42.98
2004-04-30,0,35.61
2004-05-07,0,35.24
2004-05-14,0,36.57
2004-05-21,0,35.99
2004-05-28,0,37.35
2004-06-04,0,36.92
2004-06-11,0,
2004-06-18,0,34.97
2004-06-25,0,32.29
2004-07-02,0,26.99
2004-07-09,0,25.43
2004-07-16,0,26.03
2004-07-23,0,25.41
2004-07-30,0,25.21
2004-08-06,0,26.14
2004-08-13,0,27.31
2004-08-20,0,28.01
2004-08-27,0,28.00
2004-09-03,0,27.42
2004-09-10,0,27.38
2004-09-17,0,30.03
2004-09-24,0,29.69
2004-10-01,0,29.55
2004-10-08,0,27.89
2004-10-15,0,27.07
2004-10-22,0,26.24
2004-10-29,0,28.03
2004-11-05,0,27.69
2004-11-12,0,28.79
2004-11-19,0,29.00
2004-11-26,0,29.18
2004-12-03,0,29.43
2004-12-10,0,30.78
2004-12-17,0,31.95
2004-12-24,0,
2004-12-31,0,32.81
2005-01-07,0,30.84
2005-01-14,0,30.51
2005-01-21,0,29.99
2005-01-28,0,29.91
2005-02-04,0,29.33
2005-02-11,0,30.65
2005-02-18,0,29.95
2005-02-25,0,32.11
2005-03-04,0,31.46
2005-03-11,0,31.60
2005-03-18,0,31.66
2005-03-25,0,
2005-04-01,0,30.60
2005-04-08,0,31.73
2005-04-15,0,30.78
2005-04-22,0,30.16
2005-04-29,0,30.00
2005-05-06,0,29.34
2005-05-13,0,29.49
2005-05-20,0,30.00
2005-05-27,0,30.27
2005-06-03,0,30.37
2005-06-10,0,30.98
2005-06-17,0,30.85
2005-06-24,0,30.50
2005-07-01,0,29.41
2005-07-08,0,29.58
2005-07-15,0,29.90
2005-07-22,0,29.60
2005-07-29,0,33.40
2005-08-05,0,33.86
2005-08-12,0,34.77
2005-08-19,0,34.95
2005-08-26,0,34.70
2005-09-02,0,33.83
2005-09-09,0,35.83
2005-09-16,0,35.56
2005-09-23,0,34.59
2005-09-30,0,36.61
2005-10-07,0,35.55
2005-10-14,0,34.66
2005-10-21,0,35.31
2005-10-28,0,33.98
2005-11-04,0,33.30
2005-11-11,0,32.92
2005-11-18,0,33.52
2005-11-25,0,33.80
2005-12-02,0,33.20
2005-12-09,0,33.06
2005-12-16,0,32.80
2005-12-23,0,32.69
2005-12-30,0,32.51
2006-01-06,0,33.42
2006-01-13,0,33.88
2006-01-20,0,33.50
2006-01-27,0,33.55
2006-02-03,0,32.06
2006-02-10,0,32.13
2006-02-17,0,30.76
2006-02-24,0,30.10
2006-03-03,0,30.10
2006-03-10,0,29.55
2006-03-17,0,29.08
2006-03-24,0,28.85
2006-03-31,0,28.74
2006-04-07,0,27.93
2006-04-14,0,
2006-04-21,0,28.56
2006-04-28,0,28.44
2006-05-05,0,29.18
2006-05-12,0,26.63
2006-05-19,0,25.55
2006-05-26,0,25.57
2006-06-02,0,25.46
2006-06-09,0,24.84
2006-06-16,0,24.58
2006-06-23,0,23.21
2006-06-30,0,23.28
2006-07-07,0,22.75
2006-07-14,0,22.18
2006-07-21,0,21.42
2006-07-28,0,22.42
2006-08-04,0,22.59
2006-08-11,0,24.28
2006-08-18,0,25.60
2006-08-25,0,25.52
2006-09-01,0,25.86
2006-09-08,0,26.02
2006-09-15,0,27.07
2006-09-22,0,25.91
2006-09-29,0,26.17
2006-10-06,0,26.86
2006-10-13,0,26.30
2006-10-20,0,26.40
2006-10-27,0,26.67
2006-11-03,0,26.20
2006-11-10,0,24.84
2006-11-17,0,25.17
2006-11-24,0,25.07
2006-12-01,0,25.69
2006-12-08,0,25.62
2006-12-15,0,26.38
2006-12-22,0,26.01
2006-12-29,0,26.03
2007-01-05,0,26.31
2007-01-12,0,25.98
2007-01-19,0,26.52
2007-01-26,0,26.58
2007-02-02,0,27.81
2007-02-09,0,28.17
2007-02-16,0,28.98
2007-02-23,0,29.22
2007-03-02,0,25.72
2007-03-09,0,25.88
2007-03-16,0,25.52
2007-03-23,0,25.99
2007-03-30,0,26.43
2007-04-06,0,
2007-04-13,0,27.15
2007-04-20,0,27.65
2007-04-27,0,27.45
2007-05-04,0,31.20
2007-05-11,0,31.19
2007-05-18,0,31.66
2007-05-25,0,30.90
2007-06-01,0,31.53
2007-06-08,0,31.45
2007-06-15,0,31.93
2007-06-22,0,32.28
2007-06-29,0,32.53
2007-07-06,0,32.92
2007-07-13,0,33.04
2007-07-20,0,32.68
2007-07-27,0,30.81
2007-08-03,0,31.30
2007-08-10,0,31.12
2007-08-17,0,30.24
2007-08-24,0,30.91
2007-08-31,0,29.82
2007-09-07,0,30.49
2007-09-14,0,31.11
2007-09-21,0,31.70
2007-09-28,0,32.40
2007-10-05,0,31.93
2007-10-12,0,30.80
2007-10-19,0,29.99
2007-10-26,0,30.01
2007-11-02,0,29.85
2007-11-09,0,28.77
2007-11-16,0,27.74
2007-11-23,0,27.87
2007-11-30,0,29.31
2007-12-07,0,28.78
2007-12-14,0,27.95
2007-12-21,0,27.61
2007-12-28,0,27.46
2008-01-04,0,26.08
2008-01-11,0,27.85
2008-01-18,0,26.56
2008-01-25,0,26.37
2008-02-01,0,26.01
2008-02-08,0,26.00
2008-02-15,0,27.94
2008-02-22,0,27.58
2008-02-29,0,27.81
2008-03-07,0,27.66
2008-03-14,0,27.56
2008-03-21,0,
2008-03-28,0,29.34
2008-04-04,0,29.26
2008-04-11,0,29.47
2008-04-18,0,29.82
2008-04-25,0,29.49
2008-05-02,0,29.49
2008-05-09,0,28.28
2008-05-16,0,28.53
2008-05-23,0,28.37
2008-05-30,0,28.56
2008-06-06,0,28.39
2008-06-13,0,27.64
2008-06-20,0,26.70
2008-06-27,0,26.95
2008-07-04,0,
2008-07-11,0,28.39
2008-07-18,0,29.90
2008-07-25,0,29.69
2008-08-01,0,29.41
2008-08-08,0,28.71
2008-08-15,0,30.66
2008-08-22,0,30.69
2008-08-29,0,30.31
2008-09-05,0,29.95
2008-09-12,0,29.81
2008-09-19,0,28.29
2008-09-26,0,28.80
2008-10-03,0,27.54
2008-10-10,0,21.23
2008-10-17,0,22.70
2008-10-24,0,21.61
2008-10-31,0,26.17
2008-11-07,0,24.82
2008-11-14,0,23.61
2008-11-21,0,22.03
2008-11-28,0,23.75
2008-12-05,0,23.60
2008-12-12,0,23.80
2008-12-19,0,24.39
2008-12-26,0,24.58
2009-01-02,0,26.30
2009-01-09,0,24.61
2009-01-16,0,24.68
2009-01-23,0,25.26
2009-01-30,0,27.28
2009-02-06,0,28.42
2009-02-13,0,29.05
2009-02-20,0,29.81
2009-02-27,0,28.27
2009-03-06,0,26.36
2009-03-13,0,28.57
2009-03-20,0,27.56
2009-03-27,0,28.76
2009-04-03,0,29.84
2009-04-10,0,
2009-04-17,0,30.36
2009-04-24,0,31.89
2009-05-01,0,30.19
2009-05-08,0,30.00
2009-05-15,0,30.00
2009-05-22,0,29.94
2009-05-29,0,30.25
2009-06-05,0,30.44
2009-06-12,0,29.91
2009-06-19,0,31.60
2009-06-26,0,33.39
2009-07-03,0,
2009-07-10,0,33.06
2009-07-17,0,33.24
2009-07-24,0,34.50
2009-07-31,0,34.73
2009-08-07,0,34.46
2009-08-14,0,34.37
2009-08-21,0,35.24
2009-08-28,0,35.35
2009-09-04,0,34.81
2009-09-11,0,36.43
2009-09-18,0,36.81
2009-09-25,0,35.98
2009-10-02,0,35.68
2009-10-09,0,37.12
2009-10-16,0,37.68
2009-10-23,0,35.81
2009-10-30,0,34.42
2009-11-06,0,35.37
2009-11-13,0,35.96
2009-11-20,0,35.15
2009-11-27,0,36.96
2009-12-04,0,37.90
2009-12-11,0,38.28
2009-12-18,0,38.09
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,39.41
2010-01-15,0,40.90
2010-01-22,0,39.51
2010-01-29,0,38.37
2010-02-05,0,38.19
2010-02-12,0,38.08
2010-02-19,0,39.11
2010-02-26,0,39.79
2010-03-05,0,40.56
2010-03-12,0,41.37
2010-03-19,0,40.42
2010-03-26,0,41.31
2010-04-02,0,
2010-04-09,0,42.31
2010-04-16,0,42.55
2010-04-23,0,43.15
2010-04-30,0,42.82
2010-05-07,0,41.99
2010-05-14,0,42.75
2010-05-21,0,42.87
2010-05-28,0,44.16
2010-06-04,0,43.70
2010-06-11,0,42.67
2010-06-18,0,44.01
2010-06-25,0,42.59
2010-07-02,0,40.59
2010-07-09,0,42.58
2010-07-16,0,42.84
2010-07-23,0,41.64
2010-07-30,0,40.50
2010-08-06,0,41.22
2010-08-13,0,41.73
2010-08-20,0,42.19
2010-08-27,0,43.75
2010-09-03,0,44.61
2010-09-10,0,43.08
2010-09-17,0,43.29
2010-09-24,0,44.67
2010-10-01,0,43.37
2010-10-08,0,45.04
2010-10-15,0,47.36
2010-10-22,0,46.76
2010-10-29,0,46.65
2010-11-05,0,51.24
2010-11-12,0,50.41
2010-11-19,0,50.25
2010-11-26,0,49.18
2010-12-03,0,49.55
2010-12-10,0,49.40
2010-12-17,0,51.61
2010-12-24,0,
2010-12-31,0,51.65
2011-01-07,0,52.62
2011-01-14,0,51.87
2011-01-21,0,54.09
2011-01-28,0,53.54
2011-02-04,0,55.42
2011-02-11,0,57.16
2011-02-18,0,55.75
2011-02-25,0,55.65
2011-03-04,0,56.79
2011-03-11,0,56.89
2011-03-18,0,54.30
2011-03-25,0,55.63
2011-04-01,0,56.51
2011-04-08,0,57.51
2011-04-15,0,58.64
2011-04-22,0,
2011-04-29,0,62.02
2011-05-06,0,62.84
2011-05-13,0,62.96
2011-05-20,0,62.12
2011-05-27,0,63.99
2011-06-03,0,63.44
2011-06-10,0,63.21
2011-06-17,0,63.53
2011-06-24,0,65.66
2011-07-01,0,69.85
2011-07-08,0,69.85
2011-07-15,0,69.00
2011-07-22,0,70.48
2011-07-29,0,67.13
2011-08-05,0,63.70
2011-08-12,0,64.29
2011-08-19,0,61.59
2011-08-26,0,65.55
2011-09-02,0,66.33
2011-09-09,0,65.88
2011-09-16,0,67.28
2011-09-23,0,70.70
2011-09-30,0,68.25
2011-10-07,0,66.04
2011-10-14,0,68.24
2011-10-21,0,69.15
2011-10-28,0,69.35
2011-11-04,0,64.72
2011-11-11,0,65.73
2011-11-18,0,65.79
2011-11-25,0,63.42
2011-12-02,0,62.86
2011-12-09,0,61.52
2011-12-16,0,60.12
2011-12-23,0,62.08
2011-12-30,0,60.34
2012-01-06,0,63.21
2012-01-13,0,62.21
2012-01-20,0,58.14
2012-01-27,0,59.74
2012-02-03,0,58.01
2012-02-10,0,57.99
2012-02-17,0,60.18
2012-02-24,0,58.17
2012-03-02,0,59.68
2012-03-09,0,59.61
2012-03-16,0,58.81
2012-03-23,0,65.23
2012-03-30,0,67.06
2012-04-06,0,
2012-04-13,0,67.26
2012-04-20,0,69.36
2012-04-27,0,76.16
2012-05-04,0,73.65
2012-05-11,0,72.73
2012-05-18,0,69.91
2012-05-25,0,72.67
2012-06-01,0,69.75
2012-06-08,0,70.89
2012-06-15,0,69.02
2012-06-22,0,71.02
2012-06-29,0,73.99
2012-07-06,0,75.01
2012-07-13,0,76.76
2012-07-20,0,75.81
2012-07-27,0,79.77
2012-08-03,0,79.36
2012-08-10,0,79.86
2012-08-17,0,79.90
2012-08-24,0,83.32
2012-08-31,0,81.35
2012-09-07,0,83.59
2012-09-14,0,81.86
2012-09-21,0,83.90
2012-09-28,0,85.16
2012-10-05,0,87.86
2012-10-12,0,86.67
2012-10-19,0,86.91
2012-10-26,0,86.64
2012-11-02,0,86.73
2012-11-09,0,85.11
2012-11-16,0,83.40
2012-11-23,0,86.08
2012-11-30,0,88.01
2012-12-07,0,88.62
2012-12-14,0,87.74
2012-12-21,0,90.85
2012-12-28,0,89.04
2013-01-04,0,85.30
2013-01-11,0,83.71
2013-01-18,0,85.48
2013-01-25,0,84.27
2013-02-01,0,87.88
2013-02-08,0,87.45
2013-02-15,0,85.24
2013-02-22,0,83.44
2013-03-01,0,85.54
2013-03-08,0,87.56
2013-03-15,0,91.59
2013-03-22,0,90.31
2013-03-29,0,
2013-04-05,0,97.19
2013-04-12,0,97.33
2013-04-19,0,98.48
2013-04-26,0,100.94
2013-05-03,0,106.46
2013-05-10,0,119.86
2013-05-17,0,125.50
2013-05-24,0,127.23
2013-05-31,0,123.29
2013-06-07,0,124.12
2013-06-14,0,126.45
2013-06-21,0,121.52
2013-06-28,0,126.22
2013-07-05,0,126.37
2013-07-12,0,126.18
2013-07-19,0,125.42
2013-07-26,0,132.71
2013-08-02,0,135.89
2013-08-09,0,133.87
2013-08-16,0,134.52
2013-08-23,0,133.89
2013-08-30,0,135.18
2013-09-06,0,137.39
2013-09-13,0,135.59
2013-09-20,0,135.50
2013-09-27,0,144.30
2013-10-04,0,146.90
2013-10-11,0,141.71
2013-10-18,0,146.92
2013-10-25,0,148.15
2013-11-01,0,158.12
2013-11-08,0,156.73
2013-11-15,0,165.27
2013-11-22,0,164.83
2013-11-29,0,163.07
2013-12-06,0,166.73
2013-12-13,0,159.82
2013-12-20,0,162.51
2013-12-27,0,165.14
2014-01-03,0,168.02
2014-01-10,0,183.32
2014-01-17,0,183.28
2014-01-24,0,177.19
2014-01-31,0,188.98
2014-02-07,0,188.21
2014-02-14,0,191.88
2014-02-21,100,218.41
2014-02-28,42,220.82
2014-03-07,42,213.18
2014-03-14,42,214.52
2014-03-21,0,209.37
2014-03-28,0,203.77
2014-04-04,0,201.31
2014-04-11,0,188.83
2014-04-18,0,
2014-04-25,0,198.07
2014-05-02,0,
