Date,buy CB,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,72.45
2004-02-13,0,70.76
2004-02-20,0,70.78
2004-02-27,0,70.98
2004-03-05,0,73.65
2004-03-12,0,69.34
2004-03-19,0,68.43
2004-03-26,0,67.90
2004-04-02,0,71.06
2004-04-09,0,
2004-04-16,0,69.79
2004-04-23,0,69.13
2004-04-30,0,69.00
2004-05-07,0,66.67
2004-05-14,0,68.00
2004-05-21,0,67.53
2004-05-28,0,67.37
2004-06-04,0,68.92
2004-06-11,0,
2004-06-18,0,68.54
2004-06-25,0,68.53
2004-07-02,0,67.13
2004-07-09,0,66.65
2004-07-16,0,66.32
2004-07-23,0,64.16
2004-07-30,0,68.78
2004-08-06,0,65.41
2004-08-13,0,65.78
2004-08-20,0,67.27
2004-08-27,0,68.45
2004-09-03,0,68.59
2004-09-10,0,69.29
2004-09-17,0,71.02
2004-09-24,0,69.60
2004-10-01,0,70.47
2004-10-08,0,70.05
2004-10-15,0,66.76
2004-10-22,0,65.46
2004-10-29,0,72.13
2004-11-05,0,73.60
2004-11-12,0,74.82
2004-11-19,0,73.78
2004-11-26,0,76.08
2004-12-03,0,76.20
2004-12-10,0,75.02
2004-12-17,0,76.27
2004-12-24,0,
2004-12-31,0,76.90
2005-01-07,0,75.91
2005-01-14,0,76.77
2005-01-21,0,75.24
2005-01-28,0,73.34
2005-02-04,0,77.60
2005-02-11,0,79.93
2005-02-18,0,78.70
2005-02-25,0,79.84
2005-03-04,0,79.60
2005-03-11,0,79.19
2005-03-18,0,77.97
2005-03-25,0,
2005-04-01,0,77.55
2005-04-08,0,78.05
2005-04-15,0,77.85
2005-04-22,0,78.33
2005-04-29,0,81.78
2005-05-06,0,83.55
2005-05-13,0,80.45
2005-05-20,0,82.83
2005-05-27,0,83.53
2005-06-03,0,83.60
2005-06-10,0,85.59
2005-06-17,0,84.80
2005-06-24,0,84.70
2005-07-01,0,85.44
2005-07-08,0,85.95
2005-07-15,0,86.97
2005-07-22,0,86.99
2005-07-29,0,88.82
2005-08-05,0,87.54
2005-08-12,0,87.66
2005-08-19,0,87.31
2005-08-26,0,87.06
2005-09-02,0,86.49
2005-09-09,0,86.60
2005-09-16,0,90.61
2005-09-23,0,88.06
2005-09-30,0,89.55
2005-10-07,0,86.33
2005-10-14,0,84.86
2005-10-21,0,85.67
2005-10-28,0,92.45
2005-11-04,0,94.84
2005-11-11,0,97.75
2005-11-18,0,97.77
2005-11-25,0,97.53
2005-12-02,0,97.23
2005-12-09,0,95.94
2005-12-16,0,96.56
2005-12-23,0,97.27
2005-12-30,0,97.65
2006-01-06,0,98.45
2006-01-13,0,97.90
2006-01-20,0,96.64
2006-01-27,0,94.71
2006-02-03,0,94.96
2006-02-10,0,94.09
2006-02-17,0,94.50
2006-02-24,0,95.42
2006-03-03,0,95.65
2006-03-10,0,95.77
2006-03-17,0,98.29
2006-03-24,0,95.42
2006-03-31,0,95.44
2006-04-07,0,95.56
2006-04-14,0,
2006-04-21,0,48.87
2006-04-28,0,51.54
2006-05-05,0,52.55
2006-05-12,0,51.70
2006-05-19,0,50.36
2006-05-26,0,51.04
2006-06-02,0,50.17
2006-06-09,0,49.93
2006-06-16,0,50.27
2006-06-23,0,49.29
2006-06-30,0,49.90
2006-07-07,0,49.29
2006-07-14,0,49.21
2006-07-21,0,50.97
2006-07-28,0,50.12
2006-08-04,0,48.08
2006-08-11,0,47.74
2006-08-18,0,49.15
2006-08-25,0,48.88
2006-09-01,0,50.31
2006-09-08,0,50.41
2006-09-15,0,51.88
2006-09-22,0,51.45
2006-09-29,0,51.96
2006-10-06,0,53.09
2006-10-13,0,54.06
2006-10-20,0,53.71
2006-10-27,0,52.44
2006-11-03,0,52.22
2006-11-10,0,52.76
2006-11-17,0,52.20
2006-11-24,0,52.00
2006-12-01,0,51.35
2006-12-08,0,52.43
2006-12-15,0,52.24
2006-12-22,0,52.75
2006-12-29,0,52.91
2007-01-05,0,52.29
2007-01-12,0,52.34
2007-01-19,0,52.91
2007-01-26,0,52.24
2007-02-02,0,52.77
2007-02-09,0,52.60
2007-02-16,0,52.81
2007-02-23,0,53.02
2007-03-02,0,50.64
2007-03-09,0,50.20
2007-03-16,0,49.67
2007-03-23,0,51.37
2007-03-30,0,51.67
2007-04-06,0,
2007-04-13,0,52.00
2007-04-20,0,53.53
2007-04-27,0,54.10
2007-05-04,0,54.05
2007-05-11,0,55.91
2007-05-18,0,54.97
2007-05-25,0,53.99
2007-06-01,0,55.10
2007-06-08,0,53.95
2007-06-15,0,53.96
2007-06-22,0,53.85
2007-06-29,0,54.14
2007-07-06,0,54.55
2007-07-13,0,53.81
2007-07-20,0,51.17
2007-07-27,0,50.90
2007-08-03,0,49.21
2007-08-10,0,48.78
2007-08-17,0,51.35
2007-08-24,0,51.90
2007-08-31,0,51.13
2007-09-07,0,50.15
2007-09-14,0,50.89
2007-09-21,0,52.24
2007-09-28,0,53.64
2007-10-05,0,55.52
2007-10-12,0,54.71
2007-10-19,0,52.13
2007-10-26,0,53.05
2007-11-02,0,51.37
2007-11-09,0,51.63
2007-11-16,67,53.31
2007-11-23,84,52.17
2007-11-30,0,54.55
2007-12-07,0,54.37
2007-12-14,0,52.68
2007-12-21,0,53.66
2007-12-28,0,54.46
2008-01-04,0,53.01
2008-01-11,0,53.16
2008-01-18,0,48.02
2008-01-25,0,48.27
2008-02-01,0,52.79
2008-02-08,0,51.94
2008-02-15,0,51.98
2008-02-22,67,52.81
2008-02-29,73,50.90
2008-03-07,79,49.62
2008-03-14,85,49.00
2008-03-21,74,
2008-03-28,74,49.55
2008-04-04,0,50.22
2008-04-11,0,49.39
2008-04-18,0,51.90
2008-04-25,0,52.40
2008-05-02,0,53.97
2008-05-09,0,52.74
2008-05-16,0,53.76
2008-05-23,0,52.32
2008-05-30,0,53.76
2008-06-06,0,53.12
2008-06-13,0,52.94
2008-06-20,0,51.44
2008-06-27,0,50.03
2008-07-04,0,
2008-07-11,0,47.56
2008-07-18,0,47.83
2008-07-25,0,45.61
2008-08-01,92,48.00
2008-08-08,64,48.93
2008-08-15,64,48.61
2008-08-22,64,47.95
2008-08-29,60,48.01
2008-09-05,60,47.49
2008-09-12,59,49.57
2008-09-19,59,64.50
2008-09-26,0,53.75
2008-10-03,0,49.90
2008-10-10,0,40.61
2008-10-17,0,44.29
2008-10-24,0,48.84
2008-10-31,0,52.09
2008-11-07,80,49.36
2008-11-14,61,49.60
2008-11-21,61,42.76
2008-11-28,61,51.36
2008-12-05,61,51.85
2008-12-12,61,49.07
2008-12-19,66,49.25
2008-12-26,67,48.21
2009-01-02,52,50.32
2009-01-09,52,45.25
2009-01-16,52,43.80
2009-01-23,50,40.88
2009-01-30,50,42.58
2009-02-06,50,43.09
2009-02-13,55,41.52
2009-02-20,60,38.89
2009-02-27,55,39.04
2009-03-06,59,35.73
2009-03-13,0,37.66
2009-03-20,0,40.70
2009-03-27,0,41.63
2009-04-03,0,43.03
2009-04-10,0,
2009-04-17,0,42.19
2009-04-24,58,40.36
2009-05-01,52,38.55
2009-05-08,52,40.88
2009-05-15,52,38.94
2009-05-22,57,38.95
2009-05-29,61,39.65
2009-06-05,66,41.20
2009-06-12,55,40.82
2009-06-19,56,40.18
2009-06-26,61,39.51
2009-07-03,67,
2009-07-10,48,39.18
2009-07-17,63,40.64
2009-07-24,53,45.37
2009-07-31,63,46.18
2009-08-07,73,48.15
2009-08-14,53,48.76
2009-08-21,48,49.04
2009-08-28,44,49.07
2009-09-04,44,48.84
2009-09-11,44,48.77
2009-09-18,44,49.16
2009-09-25,61,48.82
2009-10-02,68,49.47
2009-10-09,43,50.62
2009-10-16,60,51.31
2009-10-23,42,50.64
2009-10-30,50,48.52
2009-11-06,59,49.76
2009-11-13,68,50.62
2009-11-20,77,50.04
2009-11-27,71,49.54
2009-12-04,40,48.69
2009-12-11,45,48.68
2009-12-18,49,48.06
2009-12-25,100,
2010-01-01,48,
2010-01-08,48,48.84
2010-01-15,54,49.57
2010-01-22,45,48.02
2010-01-29,52,50.00
2010-02-05,53,48.53
2010-02-12,42,49.07
2010-02-19,42,51.49
2010-02-26,53,50.46
2010-03-05,63,51.62
2010-03-12,44,50.73
2010-03-19,52,51.71
2010-03-26,81,52.23
2010-04-02,43,
2010-04-09,58,51.61
2010-04-16,58,51.90
2010-04-23,59,53.75
2010-04-30,64,52.87
2010-05-07,41,50.22
2010-05-14,61,51.35
2010-05-21,64,50.39
2010-05-28,53,50.24
2010-06-04,62,49.30
2010-06-11,45,51.88
2010-06-18,54,52.97
2010-06-25,50,52.40
2010-07-02,57,49.37
2010-07-09,66,52.13
2010-07-16,36,51.55
2010-07-23,65,52.88
2010-07-30,43,52.63
2010-08-06,51,53.76
2010-08-13,50,53.10
2010-08-20,54,53.39
2010-08-27,38,54.48
2010-09-03,54,56.45
2010-09-10,51,56.05
2010-09-17,46,57.66
2010-09-24,56,57.16
2010-10-01,74,56.37
2010-10-08,45,56.33
2010-10-15,51,57.59
2010-10-22,41,57.92
2010-10-29,38,58.02
2010-11-05,50,59.47
2010-11-12,50,57.85
2010-11-19,68,57.79
2010-11-26,50,56.81
2010-12-03,57,58.63
2010-12-10,67,59.11
2010-12-17,73,59.20
2010-12-24,37,
2010-12-31,87,59.64
2011-01-07,61,58.30
2011-01-14,40,57.32
2011-01-21,60,57.42
2011-01-28,48,57.97
2011-02-04,38,58.70
2011-02-11,54,59.17
2011-02-18,45,61.31
2011-02-25,44,60.11
2011-03-04,61,59.40
2011-03-11,42,59.06
2011-03-18,44,58.07
2011-03-25,33,60.28
2011-04-01,39,61.43
2011-04-08,59,62.12
2011-04-15,50,61.87
2011-04-22,44,
2011-04-29,46,65.19
2011-05-06,31,65.41
2011-05-13,36,64.87
2011-05-20,47,65.58
2011-05-27,64,64.93
2011-06-03,43,65.12
2011-06-10,57,63.60
2011-06-17,41,62.66
2011-06-24,45,60.93
2011-07-01,36,63.03
2011-07-08,61,62.75
2011-07-15,54,62.22
2011-07-22,41,64.45
2011-07-29,59,62.48
2011-08-05,57,59.62
2011-08-12,57,60.17
2011-08-19,57,58.84
2011-08-26,50,59.38
2011-09-02,52,60.38
2011-09-09,46,59.24
2011-09-16,58,60.39
2011-09-23,45,57.89
2011-09-30,63,59.99
2011-10-07,42,59.77
2011-10-14,43,62.87
2011-10-21,57,68.71
2011-10-28,42,68.62
2011-11-04,63,67.53
2011-11-11,61,67.78
2011-11-18,48,65.70
2011-11-25,53,63.82
2011-12-02,40,66.22
2011-12-09,54,68.82
2011-12-16,50,67.38
2011-12-23,52,69.87
2011-12-30,57,69.22
2012-01-06,62,69.28
2012-01-13,40,69.09
2012-01-20,44,70.97
2012-01-27,67,67.42
2012-02-03,48,68.58
2012-02-10,77,68.80
2012-02-17,66,69.09
2012-02-24,40,68.60
2012-03-02,58,67.37
2012-03-09,60,67.23
2012-03-16,43,68.39
2012-03-23,44,67.76
2012-03-30,57,69.11
2012-04-06,34,
2012-04-13,52,69.66
2012-04-20,43,71.92
2012-04-27,54,73.24
2012-05-04,42,73.39
2012-05-11,68,73.42
2012-05-18,52,70.80
2012-05-25,41,71.75
2012-06-01,57,69.99
2012-06-08,36,71.54
2012-06-15,68,71.52
2012-06-22,45,71.33
2012-06-29,39,72.82
2012-07-06,37,72.23
2012-07-13,45,71.81
2012-07-20,36,70.59
2012-07-27,52,72.32
2012-08-03,61,72.88
2012-08-10,57,72.45
2012-08-17,31,73.42
2012-08-24,55,73.66
2012-08-31,63,73.89
2012-09-07,55,74.91
2012-09-14,54,76.08
2012-09-21,39,75.43
2012-09-28,71,76.28
2012-10-05,37,78.18
2012-10-12,46,76.99
2012-10-19,33,80.30
2012-10-26,40,77.96
2012-11-02,55,74.48
2012-11-09,33,74.75
2012-11-16,60,75.41
2012-11-23,55,77.23
2012-11-30,51,76.99
2012-12-07,24,77.54
2012-12-14,51,76.12
2012-12-21,63,75.41
2012-12-28,75,74.40
2013-01-04,49,78.06
2013-01-11,68,77.78
2013-01-18,46,79.03
2013-01-25,56,81.01
2013-02-01,50,82.89
2013-02-08,46,83.44
2013-02-15,34,83.77
2013-02-22,38,84.57
2013-03-01,50,84.68
2013-03-08,38,85.74
2013-03-15,48,85.52
2013-03-22,49,86.41
2013-03-29,41,
2013-04-05,56,87.63
2013-04-12,51,89.14
2013-04-19,44,87.89
2013-04-26,45,87.81
2013-05-03,69,88.12
2013-05-10,53,89.14
2013-05-17,48,89.88
2013-05-24,48,88.02
2013-05-31,61,87.10
2013-06-07,40,86.96
2013-06-14,50,86.30
2013-06-21,63,83.15
2013-06-28,47,84.65
2013-07-05,48,85.94
2013-07-12,39,87.76
2013-07-19,40,88.64
2013-07-26,55,87.23
2013-08-02,46,87.07
2013-08-09,41,85.49
2013-08-16,36,84.98
2013-08-23,38,85.15
2013-08-30,38,83.17
2013-09-06,49,84.30
2013-09-13,61,87.61
2013-09-20,38,89.98
2013-09-27,35,89.65
2013-10-04,44,88.87
2013-10-11,37,90.16
2013-10-18,43,92.71
2013-10-25,43,92.20
2013-11-01,53,92.09
2013-11-08,46,94.32
2013-11-15,53,94.82
2013-11-22,57,96.84
2013-11-29,56,96.45
2013-12-06,53,94.85
2013-12-13,72,92.98
2013-12-20,61,94.44
2013-12-27,78,95.75
2014-01-03,43,93.84
2014-01-10,67,91.80
2014-01-17,45,89.77
2014-01-24,40,85.93
2014-01-31,57,84.54
2014-02-07,52,84.37
2014-02-14,53,86.12
2014-02-21,67,87.05
2014-02-28,60,87.48
2014-03-07,55,87.42
2014-03-14,52,86.13
2014-03-21,50,86.23
2014-03-28,54,88.14
2014-04-04,45,89.25
2014-04-11,53,88.69
2014-04-18,41,
2014-04-25,53,90.03
2014-05-02,0,
