Date,sell HAS,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,20.69
2004-02-13,0,21.82
2004-02-20,0,21.69
2004-02-27,0,21.87
2004-03-05,0,22.57
2004-03-12,0,21.74
2004-03-19,0,22.21
2004-03-26,0,21.24
2004-04-02,0,22.68
2004-04-09,0,
2004-04-16,0,21.87
2004-04-23,0,20.70
2004-04-30,0,18.89
2004-05-07,0,18.50
2004-05-14,0,17.70
2004-05-21,0,19.04
2004-05-28,0,19.66
2004-06-04,0,19.10
2004-06-11,0,
2004-06-18,0,18.95
2004-06-25,0,19.35
2004-07-02,0,18.73
2004-07-09,0,17.98
2004-07-16,0,17.96
2004-07-23,0,17.96
2004-07-30,0,18.17
2004-08-06,0,17.61
2004-08-13,0,17.63
2004-08-20,0,17.88
2004-08-27,0,18.52
2004-09-03,0,18.94
2004-09-10,0,18.92
2004-09-17,0,18.40
2004-09-24,0,18.22
2004-10-01,0,18.97
2004-10-08,0,18.75
2004-10-15,0,18.46
2004-10-22,0,17.40
2004-10-29,0,17.69
2004-11-05,0,18.50
2004-11-12,0,19.00
2004-11-19,0,18.86
2004-11-26,0,18.98
2004-12-03,0,19.06
2004-12-10,0,17.97
2004-12-17,0,18.41
2004-12-24,0,
2004-12-31,0,19.38
2005-01-07,0,18.60
2005-01-14,0,18.66
2005-01-21,0,19.55
2005-01-28,0,18.80
2005-02-04,0,20.40
2005-02-11,0,20.30
2005-02-18,0,20.29
2005-02-25,0,20.93
2005-03-04,55,20.78
2005-03-11,0,20.80
2005-03-18,0,20.52
2005-03-25,0,
2005-04-01,0,20.40
2005-04-08,0,20.33
2005-04-15,0,19.29
2005-04-22,0,18.81
2005-04-29,0,18.92
2005-05-06,0,19.80
2005-05-13,0,19.75
2005-05-20,0,20.79
2005-05-27,0,20.32
2005-06-03,0,20.33
2005-06-10,0,20.03
2005-06-17,0,20.66
2005-06-24,0,20.15
2005-07-01,0,20.85
2005-07-08,0,21.57
2005-07-15,0,21.48
2005-07-22,0,21.30
2005-07-29,0,21.94
2005-08-05,0,21.23
2005-08-12,0,20.90
2005-08-19,0,20.43
2005-08-26,0,20.18
2005-09-02,0,20.39
2005-09-09,0,21.45
2005-09-16,0,21.80
2005-09-23,0,20.27
2005-09-30,0,19.65
2005-10-07,0,19.32
2005-10-14,0,18.72
2005-10-21,0,19.10
2005-10-28,0,18.94
2005-11-04,0,19.21
2005-11-11,0,19.72
2005-11-18,0,20.10
2005-11-25,0,20.63
2005-12-02,0,20.64
2005-12-09,0,20.32
2005-12-16,0,20.29
2005-12-23,0,20.36
2005-12-30,0,20.18
2006-01-06,0,19.99
2006-01-13,0,21.50
2006-01-20,0,21.00
2006-01-27,0,21.52
2006-02-03,0,20.75
2006-02-10,0,20.50
2006-02-17,0,20.26
2006-02-24,35,20.34
2006-03-03,33,20.59
2006-03-10,33,20.85
2006-03-17,33,20.90
2006-03-24,33,20.76
2006-03-31,33,21.10
2006-04-07,0,20.78
2006-04-14,0,
2006-04-21,0,20.93
2006-04-28,0,19.71
2006-05-05,0,19.93
2006-05-12,0,19.87
2006-05-19,0,19.33
2006-05-26,0,18.78
2006-06-02,0,18.84
2006-06-09,0,18.52
2006-06-16,0,18.11
2006-06-23,0,18.01
2006-06-30,0,18.11
2006-07-07,0,18.10
2006-07-14,0,17.51
2006-07-21,0,17.49
2006-07-28,0,19.01
2006-08-04,0,18.81
2006-08-11,0,18.55
2006-08-18,0,19.83
2006-08-25,0,19.57
2006-09-01,0,20.29
2006-09-08,0,20.79
2006-09-15,0,21.89
2006-09-22,0,21.92
2006-09-29,31,22.75
2006-10-06,0,22.62
2006-10-13,0,23.16
2006-10-20,0,23.30
2006-10-27,0,25.10
2006-11-03,0,27.01
2006-11-10,31,26.93
2006-11-17,26,26.83
2006-11-24,30,27.18
2006-12-01,35,26.45
2006-12-08,30,26.53
2006-12-15,30,27.01
2006-12-22,0,27.15
2006-12-29,0,27.25
2007-01-05,0,27.36
2007-01-12,0,27.90
2007-01-19,0,28.29
2007-01-26,0,28.26
2007-02-02,0,28.81
2007-02-09,0,28.38
2007-02-16,0,29.60
2007-02-23,0,29.31
2007-03-02,0,28.78
2007-03-09,0,29.61
2007-03-16,0,29.16
2007-03-23,0,29.83
2007-03-30,26,28.62
2007-04-06,37,
2007-04-13,47,30.15
2007-04-20,58,30.21
2007-04-27,28,31.41
2007-05-04,28,32.75
2007-05-11,28,32.94
2007-05-18,28,31.87
2007-05-25,28,32.43
2007-06-01,20,32.46
2007-06-08,20,31.23
2007-06-15,29,31.44
2007-06-22,24,31.30
2007-06-29,24,31.41
2007-07-06,20,32.49
2007-07-13,20,32.44
2007-07-20,31,32.56
2007-07-27,24,28.06
2007-08-03,24,27.65
2007-08-10,20,27.73
2007-08-17,20,27.51
2007-08-24,21,29.09
2007-08-31,19,28.21
2007-09-07,24,26.22
2007-09-14,23,27.65
2007-09-21,23,28.55
2007-09-28,17,27.88
2007-10-05,26,29.13
2007-10-12,23,29.00
2007-10-19,25,28.41
2007-10-26,20,29.05
2007-11-02,25,28.81
2007-11-09,31,25.96
2007-11-16,22,27.45
2007-11-23,28,27.01
2007-11-30,23,27.77
2007-12-07,30,26.77
2007-12-14,28,25.71
2007-12-21,27,25.95
2007-12-28,24,25.91
2008-01-04,24,23.74
2008-01-11,33,22.34
2008-01-18,27,22.83
2008-01-25,17,23.95
2008-02-01,17,26.13
2008-02-08,17,25.87
2008-02-15,27,26.77
2008-02-22,27,26.86
2008-02-29,25,25.77
2008-03-07,25,25.88
2008-03-14,29,26.42
2008-03-21,21,
2008-03-28,23,28.17
2008-04-04,27,30.33
2008-04-11,30,29.69
2008-04-18,28,31.55
2008-04-25,26,34.99
2008-05-02,32,35.71
2008-05-09,23,35.58
2008-05-16,35,36.26
2008-05-23,25,34.31
2008-05-30,18,36.24
2008-06-06,29,37.51
2008-06-13,26,39.00
2008-06-20,30,37.19
2008-06-27,29,35.14
2008-07-04,24,
2008-07-11,26,34.85
2008-07-18,20,37.99
2008-07-25,34,40.41
2008-08-01,32,38.76
2008-08-08,25,40.80
2008-08-15,21,39.69
2008-08-22,17,36.62
2008-08-29,27,37.40
2008-09-05,25,37.02
2008-09-12,32,37.88
2008-09-19,35,36.55
2008-09-26,28,35.66
2008-10-03,28,32.84
2008-10-10,30,30.00
2008-10-17,26,30.12
2008-10-24,36,26.11
2008-10-31,38,29.09
2008-11-07,31,27.73
2008-11-14,28,26.94
2008-11-21,48,24.44
2008-11-28,29,26.80
2008-12-05,48,27.84
2008-12-12,35,27.04
2008-12-19,32,29.17
2008-12-26,24,29.04
2009-01-02,30,29.60
2009-01-09,33,27.98
2009-01-16,33,26.89
2009-01-23,31,25.84
2009-01-30,27,24.13
2009-02-06,32,23.54
2009-02-13,42,23.80
2009-02-20,30,23.20
2009-02-27,33,22.89
2009-03-06,45,22.07
2009-03-13,32,23.25
2009-03-20,38,23.30
2009-03-27,35,25.46
2009-04-03,31,26.74
2009-04-10,24,
2009-04-17,48,27.91
2009-04-24,31,27.75
2009-05-01,41,26.85
2009-05-08,42,26.06
2009-05-15,40,22.93
2009-05-22,38,22.74
2009-05-29,36,25.41
2009-06-05,46,25.40
2009-06-12,45,25.09
2009-06-19,46,25.14
2009-06-26,38,24.47
2009-07-03,27,
2009-07-10,49,23.19
2009-07-17,39,25.38
2009-07-24,42,26.49
2009-07-31,51,26.50
2009-08-07,34,26.97
2009-08-14,32,26.61
2009-08-21,26,27.01
2009-08-28,42,28.33
2009-09-04,36,28.69
2009-09-11,36,28.37
2009-09-18,45,28.90
2009-09-25,38,27.18
2009-10-02,52,27.07
2009-10-09,49,28.18
2009-10-16,43,29.52
2009-10-23,39,28.03
2009-10-30,40,27.27
2009-11-06,46,27.91
2009-11-13,40,29.10
2009-11-20,45,29.10
2009-11-27,46,29.34
2009-12-04,46,30.18
2009-12-11,40,30.83
2009-12-18,45,31.62
2009-12-25,30,
2010-01-01,36,
2010-01-08,27,31.77
2010-01-15,34,32.16
2010-01-22,41,31.29
2010-01-29,51,30.55
2010-02-05,41,30.80
2010-02-12,48,35.55
2010-02-19,37,35.80
2010-02-26,45,35.78
2010-03-05,58,37.47
2010-03-12,45,38.20
2010-03-19,50,37.89
2010-03-26,42,38.41
2010-04-02,38,
2010-04-09,44,38.93
2010-04-16,49,39.85
2010-04-23,48,40.53
2010-04-30,44,38.36
2010-05-07,46,38.97
2010-05-14,46,40.28
2010-05-21,47,39.53
2010-05-28,51,40.15
2010-06-04,50,39.14
2010-06-11,48,40.39
2010-06-18,49,42.88
2010-06-25,49,43.00
2010-07-02,52,40.45
2010-07-09,49,41.59
2010-07-16,55,39.50
2010-07-23,55,40.95
2010-07-30,50,42.15
2010-08-06,49,43.32
2010-08-13,47,42.78
2010-08-20,47,42.47
2010-08-27,46,40.94
2010-09-03,53,43.49
2010-09-10,49,43.34
2010-09-17,54,44.70
2010-09-24,51,44.38
2010-10-01,45,44.61
2010-10-08,50,45.64
2010-10-15,51,45.08
2010-10-22,51,46.00
2010-10-29,47,46.25
2010-11-05,51,47.26
2010-11-12,52,46.82
2010-11-19,48,47.79
2010-11-26,48,47.72
2010-12-03,47,49.39
2010-12-10,54,49.65
2010-12-17,47,49.44
2010-12-24,51,
2010-12-31,46,47.18
2011-01-07,49,46.07
2011-01-14,54,44.49
2011-01-21,52,44.61
2011-01-28,59,43.91
2011-02-04,56,44.82
2011-02-11,58,45.45
2011-02-18,57,45.74
2011-02-25,52,44.61
2011-03-04,54,46.59
2011-03-11,60,46.86
2011-03-18,49,46.28
2011-03-25,59,47.22
2011-04-01,76,47.39
2011-04-08,52,46.84
2011-04-15,75,44.80
2011-04-22,53,
2011-04-29,70,46.84
2011-05-06,51,47.34
2011-05-13,56,48.05
2011-05-20,52,47.49
2011-05-27,51,45.50
2011-06-03,49,44.36
2011-06-10,54,42.67
2011-06-17,61,43.36
2011-06-24,55,43.35
2011-07-01,75,45.26
2011-07-08,58,44.65
2011-07-15,58,41.37
2011-07-22,55,40.50
2011-07-29,61,39.56
2011-08-05,69,37.25
2011-08-12,63,37.45
2011-08-19,51,36.43
2011-08-26,54,36.82
2011-09-02,57,36.49
2011-09-09,70,36.28
2011-09-16,60,36.02
2011-09-23,54,34.45
2011-09-30,62,32.61
2011-10-07,70,33.25
2011-10-14,62,34.75
2011-10-21,60,35.08
2011-10-28,54,38.07
2011-11-04,73,38.66
2011-11-11,67,37.36
2011-11-18,74,36.03
2011-11-25,64,34.15
2011-12-02,85,36.04
2011-12-09,84,36.76
2011-12-16,72,34.02
2011-12-23,46,32.43
2011-12-30,44,31.89
2012-01-06,57,31.90
2012-01-13,59,32.69
2012-01-20,65,32.75
2012-01-27,72,35.06
2012-02-03,52,35.86
2012-02-10,74,36.84
2012-02-17,81,36.18
2012-02-24,73,34.86
2012-03-02,76,35.21
2012-03-09,71,35.18
2012-03-16,55,35.45
2012-03-23,72,36.38
2012-03-30,74,36.72
2012-04-06,68,
2012-04-13,65,36.18
2012-04-20,71,35.92
2012-04-27,74,36.68
2012-05-04,83,36.09
2012-05-11,65,35.68
2012-05-18,70,34.24
2012-05-25,70,34.91
2012-06-01,63,34.96
2012-06-08,60,34.50
2012-06-15,69,34.50
2012-06-22,66,33.87
2012-06-29,71,33.87
2012-07-06,62,34.17
2012-07-13,65,32.91
2012-07-20,68,33.84
2012-07-27,77,36.26
2012-08-03,64,36.07
2012-08-10,69,37.56
2012-08-17,79,38.24
2012-08-24,74,37.49
2012-08-31,70,37.51
2012-09-07,72,37.64
2012-09-14,70,39.96
2012-09-21,76,38.01
2012-09-28,81,38.17
2012-10-05,84,37.76
2012-10-12,85,39.30
2012-10-19,74,39.05
2012-10-26,78,36.35
2012-11-02,83,35.58
2012-11-09,74,37.22
2012-11-16,70,36.45
2012-11-23,72,38.25
2012-11-30,78,38.46
2012-12-07,83,37.46
2012-12-14,77,36.97
2012-12-21,100,36.04
2012-12-28,50,35.31
2013-01-04,56,35.74
2013-01-11,57,36.89
2013-01-18,67,39.01
2013-01-25,68,37.31
2013-02-01,68,37.65
2013-02-08,67,39.84
2013-02-15,67,40.53
2013-02-22,83,41.13
2013-03-01,88,40.11
2013-03-08,86,41.67
2013-03-15,77,42.38
2013-03-22,75,43.84
2013-03-29,73,
2013-04-05,83,43.33
2013-04-12,74,44.91
2013-04-19,84,45.02
2013-04-26,85,47.27
2013-05-03,83,47.22
2013-05-10,76,47.51
2013-05-17,74,47.91
2013-05-24,64,47.16
2013-05-31,76,44.48
2013-06-07,71,45.00
2013-06-14,67,44.09
2013-06-21,75,44.34
2013-06-28,66,44.83
2013-07-05,63,46.61
2013-07-12,65,47.64
2013-07-19,77,45.38
2013-07-26,66,47.08
2013-08-02,73,46.99
2013-08-09,69,45.96
2013-08-16,67,44.90
2013-08-23,62,46.11
2013-08-30,72,45.58
2013-09-06,72,47.99
2013-09-13,79,46.82
2013-09-20,74,48.79
2013-09-27,87,47.38
2013-10-04,81,47.43
2013-10-11,81,46.72
2013-10-18,88,47.24
2013-10-25,77,52.05
2013-11-01,83,51.84
2013-11-08,81,50.48
2013-11-15,84,52.73
2013-11-22,82,52.88
2013-11-29,72,53.82
2013-12-06,85,51.76
2013-12-13,81,51.76
2013-12-20,58,52.49
2013-12-27,47,54.40
2014-01-03,53,54.11
2014-01-10,72,53.04
2014-01-17,74,52.00
2014-01-24,72,51.27
2014-01-31,74,49.12
2014-02-07,77,50.09
2014-02-14,91,52.82
2014-02-21,97,54.30
2014-02-28,89,55.16
2014-03-07,86,54.77
2014-03-14,82,54.66
2014-03-21,63,55.20
2014-03-28,79,55.18
2014-04-04,90,54.99
2014-04-11,82,53.63
2014-04-18,75,
2014-04-25,87,54.72
2014-05-02,92,
