Date,sell ADSK,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,26.58
2004-02-13,0,27.67
2004-02-20,0,26.62
2004-02-27,0,28.76
2004-03-05,0,29.00
2004-03-12,0,28.88
2004-03-19,0,28.59
2004-03-26,0,30.01
2004-04-02,0,32.57
2004-04-09,0,
2004-04-16,0,33.94
2004-04-23,0,35.05
2004-04-30,0,33.51
2004-05-07,0,35.79
2004-05-14,0,34.73
2004-05-21,0,32.22
2004-05-28,0,35.86
2004-06-04,0,37.88
2004-06-11,0,
2004-06-18,0,39.40
2004-06-25,0,40.88
2004-07-02,0,42.11
2004-07-09,0,39.17
2004-07-16,0,37.99
2004-07-23,0,37.54
2004-07-30,0,40.20
2004-08-06,0,36.28
2004-08-13,0,36.37
2004-08-20,0,42.06
2004-08-27,0,44.12
2004-09-03,0,44.21
2004-09-10,0,47.00
2004-09-17,0,48.67
2004-09-24,0,47.75
2004-10-01,0,49.90
2004-10-08,0,48.04
2004-10-15,0,49.70
2004-10-22,0,49.80
2004-10-29,0,52.75
2004-11-05,0,57.65
2004-11-12,0,60.55
2004-11-19,0,63.70
2004-11-26,0,65.00
2004-12-03,0,66.81
2004-12-10,0,66.31
2004-12-17,0,72.05
2004-12-24,0,
2004-12-31,0,37.95
2005-01-07,0,34.30
2005-01-14,0,31.68
2005-01-21,0,31.32
2005-01-28,0,28.56
2005-02-04,0,31.36
2005-02-11,0,29.54
2005-02-18,0,28.91
2005-02-25,0,29.94
2005-03-04,0,29.14
2005-03-11,0,29.91
2005-03-18,0,29.68
2005-03-25,0,
2005-04-01,0,30.11
2005-04-08,0,33.63
2005-04-15,0,31.66
2005-04-22,0,32.62
2005-04-29,0,31.83
2005-05-06,0,34.06
2005-05-13,0,36.40
2005-05-20,0,35.88
2005-05-27,0,38.15
2005-06-03,0,36.92
2005-06-10,0,36.57
2005-06-17,0,36.86
2005-06-24,0,33.98
2005-07-01,0,33.86
2005-07-08,0,33.72
2005-07-15,0,35.32
2005-07-22,0,35.89
2005-07-29,0,34.19
2005-08-05,0,35.91
2005-08-12,0,36.83
2005-08-19,0,40.41
2005-08-26,0,41.32
2005-09-02,0,42.59
2005-09-09,0,43.72
2005-09-16,0,42.38
2005-09-23,0,42.27
2005-09-30,0,46.44
2005-10-07,0,43.77
2005-10-14,0,43.06
2005-10-21,0,45.59
2005-10-28,0,43.95
2005-11-04,0,46.16
2005-11-11,0,46.96
2005-11-18,0,38.74
2005-11-25,0,40.85
2005-12-02,0,42.42
2005-12-09,0,43.02
2005-12-16,0,44.10
2005-12-23,0,44.98
2005-12-30,0,42.95
2006-01-06,0,44.29
2006-01-13,0,42.88
2006-01-20,0,42.37
2006-01-27,0,41.02
2006-02-03,0,35.56
2006-02-10,0,37.52
2006-02-17,0,36.46
2006-02-24,0,37.49
2006-03-03,0,40.50
2006-03-10,0,37.82
2006-03-17,0,39.31
2006-03-24,0,37.16
2006-03-31,0,38.52
2006-04-07,0,42.60
2006-04-14,0,
2006-04-21,0,42.85
2006-04-28,0,42.04
2006-05-05,0,39.92
2006-05-12,0,39.30
2006-05-19,0,37.49
2006-05-26,0,37.14
2006-06-02,0,36.53
2006-06-09,0,34.45
2006-06-16,0,36.82
2006-06-23,0,34.73
2006-06-30,0,34.46
2006-07-07,0,31.72
2006-07-14,0,30.45
2006-07-21,0,30.11
2006-07-28,0,32.41
2006-08-04,0,33.31
2006-08-11,0,32.33
2006-08-18,0,34.61
2006-08-25,0,33.51
2006-09-01,0,33.99
2006-09-08,0,33.49
2006-09-15,0,35.79
2006-09-22,0,36.09
2006-09-29,0,34.78
2006-10-06,0,35.10
2006-10-13,0,34.89
2006-10-20,0,35.08
2006-10-27,0,36.21
2006-11-03,0,36.01
2006-11-10,0,34.68
2006-11-17,0,40.55
2006-11-24,0,41.58
2006-12-01,0,41.11
2006-12-08,0,42.02
2006-12-15,0,41.81
2006-12-22,0,40.04
2006-12-29,0,40.46
2007-01-05,0,41.93
2007-01-12,0,43.74
2007-01-19,0,42.23
2007-01-26,0,42.45
2007-02-02,0,44.29
2007-02-09,0,41.93
2007-02-16,0,42.21
2007-02-23,0,42.47
2007-03-02,0,39.79
2007-03-09,0,38.54
2007-03-16,0,37.40
2007-03-23,0,38.38
2007-03-30,0,37.60
2007-04-06,0,
2007-04-13,0,39.24
2007-04-20,0,39.65
2007-04-27,0,41.99
2007-05-04,0,41.70
2007-05-11,0,43.27
2007-05-18,0,44.30
2007-05-25,0,44.97
2007-06-01,0,44.90
2007-06-08,0,44.18
2007-06-15,0,45.00
2007-06-22,0,46.66
2007-06-29,0,47.08
2007-07-06,0,45.20
2007-07-13,0,47.00
2007-07-20,0,44.54
2007-07-27,0,43.29
2007-08-03,0,40.47
2007-08-10,0,43.13
2007-08-17,0,44.90
2007-08-24,0,45.55
2007-08-31,0,46.32
2007-09-07,0,45.15
2007-09-14,0,47.56
2007-09-21,0,48.72
2007-09-28,0,49.97
2007-10-05,0,50.56
2007-10-12,0,50.80
2007-10-19,0,46.96
2007-10-26,0,47.65
2007-11-02,0,48.81
2007-11-09,0,46.16
2007-11-16,0,46.41
2007-11-23,0,45.79
2007-11-30,0,47.09
2007-12-07,0,48.20
2007-12-14,0,49.56
2007-12-21,0,50.99
2007-12-28,0,50.26
2008-01-04,0,45.70
2008-01-11,0,43.18
2008-01-18,0,41.24
2008-01-25,0,41.30
2008-02-01,0,41.96
2008-02-08,0,38.94
2008-02-15,0,38.15
2008-02-22,0,38.60
2008-02-29,0,31.09
2008-03-07,0,31.61
2008-03-14,0,34.08
2008-03-21,0,
2008-03-28,0,31.77
2008-04-04,0,33.83
2008-04-11,0,31.99
2008-04-18,0,33.27
2008-04-25,0,39.38
2008-05-02,0,39.42
2008-05-09,0,39.10
2008-05-16,0,40.74
2008-05-23,0,38.75
2008-05-30,0,41.16
2008-06-06,0,40.51
2008-06-13,0,38.54
2008-06-20,0,36.88
2008-06-27,0,34.03
2008-07-04,0,
2008-07-11,0,33.05
2008-07-18,0,36.01
2008-07-25,0,32.76
2008-08-01,0,33.67
2008-08-08,0,35.26
2008-08-15,0,38.37
2008-08-22,0,37.16
2008-08-29,0,35.53
2008-09-05,0,33.77
2008-09-12,0,34.44
2008-09-19,0,35.71
2008-09-26,0,35.21
2008-10-03,0,30.72
2008-10-10,0,24.20
2008-10-17,0,24.56
2008-10-24,0,21.84
2008-10-31,0,21.31
2008-11-07,0,20.76
2008-11-14,0,19.53
2008-11-21,0,14.37
2008-11-28,0,16.59
2008-12-05,0,16.04
2008-12-12,0,18.40
2008-12-19,0,18.52
2008-12-26,0,18.89
2009-01-02,0,20.68
2009-01-09,0,18.47
2009-01-16,0,16.14
2009-01-23,0,16.26
2009-01-30,0,16.56
2009-02-06,0,18.54
2009-02-13,0,17.56
2009-02-20,0,15.26
2009-02-27,0,12.69
2009-03-06,0,12.02
2009-03-13,0,12.83
2009-03-20,0,13.39
2009-03-27,0,16.07
2009-04-03,0,17.99
2009-04-10,0,
2009-04-17,0,18.51
2009-04-24,0,19.68
2009-05-01,0,19.63
2009-05-08,0,19.70
2009-05-15,0,19.00
2009-05-22,0,20.70
2009-05-29,0,21.46
2009-06-05,0,22.17
2009-06-12,0,22.24
2009-06-19,0,20.54
2009-06-26,0,19.75
2009-07-03,0,
2009-07-10,0,17.79
2009-07-17,0,18.77
2009-07-24,0,22.30
2009-07-31,0,21.81
2009-08-07,0,23.76
2009-08-14,0,25.38
2009-08-21,0,24.51
2009-08-28,0,23.92
2009-09-04,0,23.12
2009-09-11,0,24.19
2009-09-18,0,23.54
2009-09-25,0,23.61
2009-10-02,0,22.62
2009-10-09,0,24.47
2009-10-16,0,25.49
2009-10-23,0,26.58
2009-10-30,0,24.93
2009-11-06,0,26.49
2009-11-13,0,27.25
2009-11-20,0,23.81
2009-11-27,0,23.62
2009-12-04,0,24.95
2009-12-11,0,23.63
2009-12-18,0,24.61
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,26.26
2010-01-15,0,26.08
2010-01-22,0,25.10
2010-01-29,0,23.79
2010-02-05,0,23.07
2010-02-12,0,24.22
2010-02-19,0,25.99
2010-02-26,0,27.88
2010-03-05,0,28.85
2010-03-12,0,29.16
2010-03-19,0,29.11
2010-03-26,0,29.50
2010-04-02,0,
2010-04-09,0,31.13
2010-04-16,0,31.55
2010-04-23,0,34.22
2010-04-30,0,33.99
2010-05-07,0,30.06
2010-05-14,0,30.77
2010-05-21,0,29.37
2010-05-28,0,29.26
2010-06-04,0,27.92
2010-06-11,0,27.58
2010-06-18,0,29.24
2010-06-25,0,26.58
2010-07-02,0,24.31
2010-07-09,0,24.93
2010-07-16,0,25.35
2010-07-23,0,28.85
2010-07-30,0,29.54
2010-08-06,0,28.77
2010-08-13,0,28.12
2010-08-20,0,28.11
2010-08-27,0,28.38
2010-09-03,0,30.02
2010-09-10,0,30.96
2010-09-17,0,32.56
2010-09-24,0,31.97
2010-10-01,0,31.88
2010-10-08,0,31.43
2010-10-15,0,33.32
2010-10-22,0,34.84
2010-10-29,0,36.20
2010-11-05,0,35.68
2010-11-12,0,35.25
2010-11-19,0,33.77
2010-11-26,0,35.20
2010-12-03,0,37.99
2010-12-10,0,39.11
2010-12-17,0,39.13
2010-12-24,0,
2010-12-31,0,38.20
2011-01-07,0,40.76
2011-01-14,0,41.44
2011-01-21,0,41.50
2011-01-28,0,39.97
2011-02-04,0,43.69
2011-02-11,0,42.69
2011-02-18,0,43.40
2011-02-25,0,42.75
2011-03-04,0,40.71
2011-03-11,0,40.11
2011-03-18,0,39.40
2011-03-25,0,43.27
2011-04-01,0,43.83
2011-04-08,0,42.79
2011-04-15,0,43.09
2011-04-22,0,
2011-04-29,0,44.98
2011-05-06,0,44.31
2011-05-13,0,45.57
2011-05-20,0,42.35
2011-05-27,0,42.50
2011-06-03,0,40.84
2011-06-10,0,37.90
2011-06-17,0,35.69
2011-06-24,0,36.69
2011-07-01,0,38.70
2011-07-08,0,40.12
2011-07-15,0,36.15
2011-07-22,0,37.07
2011-07-29,0,34.40
2011-08-05,0,30.92
2011-08-12,0,29.18
2011-08-19,0,23.41
2011-08-26,0,26.63
2011-09-02,0,26.38
2011-09-09,0,25.41
2011-09-16,0,29.45
2011-09-23,0,28.34
2011-09-30,0,27.79
2011-10-07,0,28.29
2011-10-14,0,32.42
2011-10-21,0,31.78
2011-10-28,0,35.83
2011-11-04,0,35.02
2011-11-11,0,34.20
2011-11-18,0,33.50
2011-11-25,0,29.80
2011-12-02,0,33.97
2011-12-09,0,34.39
2011-12-16,0,31.20
2011-12-23,0,30.81
2011-12-30,0,30.33
2012-01-06,0,30.96
2012-01-13,0,31.92
2012-01-20,0,35.04
2012-01-27,0,36.60
2012-02-03,0,37.85
2012-02-10,0,37.53
2012-02-17,0,38.91
2012-02-24,0,37.62
2012-03-02,0,37.09
2012-03-09,0,36.81
2012-03-16,0,40.90
2012-03-23,0,41.08
2012-03-30,0,42.32
2012-04-06,0,
2012-04-13,0,41.25
2012-04-20,0,40.42
2012-04-27,0,39.63
2012-05-04,0,37.46
2012-05-11,0,36.25
2012-05-18,0,30.26
2012-05-25,0,32.12
2012-06-01,0,30.84
2012-06-08,0,32.78
2012-06-15,0,33.37
2012-06-22,0,33.81
2012-06-29,0,34.99
2012-07-06,0,32.31
2012-07-13,0,31.72
2012-07-20,0,32.16
2012-07-27,0,34.60
2012-08-03,0,34.98
2012-08-10,0,35.01
2012-08-17,0,34.97
2012-08-24,0,30.13
2012-08-31,0,31.05
2012-09-07,0,32.22
2012-09-14,0,33.47
2012-09-21,0,33.68
2012-09-28,0,33.35
2012-10-05,0,33.10
2012-10-12,0,31.20
2012-10-19,0,30.47
2012-10-26,0,32.31
2012-11-02,0,32.14
2012-11-09,0,30.94
2012-11-16,0,31.48
2012-11-23,0,31.80
2012-11-30,0,33.13
2012-12-07,0,33.76
2012-12-14,0,34.21
2012-12-21,0,35.49
2012-12-28,0,34.99
2013-01-04,0,36.36
2013-01-11,0,36.80
2013-01-18,0,37.50
2013-01-25,0,38.99
2013-02-01,0,38.94
2013-02-08,0,38.89
2013-02-15,0,39.00
2013-02-22,0,37.91
2013-03-01,0,37.36
2013-03-08,0,40.17
2013-03-15,0,40.14
2013-03-22,0,41.39
2013-03-29,0,
2013-04-05,0,38.35
2013-04-12,0,38.36
2013-04-19,0,36.12
2013-04-26,0,37.31
2013-05-03,0,39.52
2013-05-10,0,39.75
2013-05-17,0,37.11
2013-05-24,0,36.08
2013-05-31,0,37.73
2013-06-07,0,36.65
2013-06-14,0,35.09
2013-06-21,0,34.21
2013-06-28,0,33.94
2013-07-05,0,34.16
2013-07-12,0,36.01
2013-07-19,0,36.49
2013-07-26,0,36.51
2013-08-02,0,35.03
2013-08-09,0,35.85
2013-08-16,0,35.94
2013-08-23,0,38.91
2013-08-30,0,36.75
2013-09-06,0,37.14
2013-09-13,0,38.18
2013-09-20,0,41.00
2013-09-27,0,41.79
2013-10-04,0,42.49
2013-10-11,0,41.05
2013-10-18,0,40.28
2013-10-25,0,39.87
2013-11-01,0,41.89
2013-11-08,0,42.76
2013-11-15,0,44.11
2013-11-22,0,45.86
2013-11-29,0,45.25
2013-12-06,0,46.42
2013-12-13,0,47.74
2013-12-20,0,49.19
2013-12-27,0,49.54
2014-01-03,0,48.90
2014-01-10,0,51.47
2014-01-17,0,53.24
2014-01-24,0,50.44
2014-01-31,0,51.25
2014-02-07,58,51.99
2014-02-14,41,54.17
2014-02-21,41,55.40
2014-02-28,37,52.48
2014-03-07,100,53.61
2014-03-14,55,50.47
2014-03-21,0,50.04
2014-03-28,0,48.34
2014-04-04,0,47.32
2014-04-11,0,45.19
2014-04-18,0,
2014-04-25,0,47.00
2014-05-02,0,
